"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","coordinatePrecision","geoFlag","individualCount","fieldNumber"
"11","2019-10-09 11:08:42-03","UFBA","ALCB","028402","PreservedSpecimen","Plantae","Dicotyledon",NA,"Annonaceae","Hornschuchia","obliqua","Hornschuchia obliqua","P. Maas & Van Setten",NA,"Thomas, W; Carvalho, AM de; Jardim, JG; Pitanga, G","11019","1995","11","15","Southern America","Brasil","Bahia","Uruçuca","Litoral Sul, 7,3 Km north of Serra Grande on road to Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz","-39.060556","-14.423333",NA,"5m. Leaves subcoriaceous, lustrous green above, yellow-green beneath. Inflorescence a terminal custer. Peduncles, calices, corollas and fruits creamy white. Photo.; Southern Bahian Wet Forest.","ALCB004564","ALCB004564",NA,NA,"-39.060556","-14.423333",NA,NA,NA,NA,NA,NA
"12","2020-02-08 09:41:58-03","NBC","NL-BOTANY","U 0000334","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Hornschuchia","obliqua","Hornschuchia obliqua","Maas & Setten","Johnson DM","Carvalho AMV de; Gatti J",NA,"1981","07","26","Southern America","Brazil","Bahia",NA,"Regiao Cacaueira da BahiaMunicípio de Cairú. Estrada Caíru/Ituberá, km 8 SW de Caíru.",NA,NA,NA,"Restinga arbórea.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200000334 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0000334","NL-U0000334","isotype",NA,NA,NA,"Magnoliopsidae","517157 B",NA,NA,NA,NA
"13","2020-02-08 09:41:58-03","NBC","NL-BOTANY","U.1073635","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Hornschuchia","obliqua","Hornschuchia obliqua","Maas & Setten","Johnson DM; Murray NA","Carvalho AMV de",NA,"1991","09","11","Southern America","Brazil","Bahia",NA,"Brazil, Bahia, Mun. de Uruçuca, Distrito de Serra Grande, 7.3 km na estrada Serra Grande - Itacare. Fda. Lagoa do Conjunto Fda. Santa Cruz","-39.016667","-14.416667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1073635 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1073635","NL-U1073635",NA,NA,"-39.016667","-14.416667","Magnoliopsidae","U 0045285",NA,NA,NA,NA
"14","2020-02-08 09:41:58-03","NBC","NL-BOTANY","U.1073636","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Hornschuchia","obliqua","Hornschuchia obliqua","Maas & Setten","Johnson DM; Murray NA","Carvalho AMV de",NA,"1991","09","11","Southern America","Brazil","Bahia",NA,"Brazil, Bahia, Mun. de Uruçuca, Distrito de Serra Grande, 7.3 km na estrada Serra Grande - Itacare. Fda. Lagoa do Conjunto Fda. Santa Cruz","-39.016667","-14.416667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1073636 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1073636","NL-U1073636",NA,NA,"-39.016667","-14.416667","Magnoliopsidae","U 0045286",NA,NA,NA,NA
"15","2020-02-08 09:41:58-03","NBC","NL-BOTANY","U.1073637","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Hornschuchia","obliqua","Hornschuchia obliqua","Maas & Setten","Johnson DM; Murray NA","Carvalho AMV de",NA,"1991","09","07","Southern America","Brazil","Bahia",NA,"Brazil, Bahia, Mun. de Uruçuça, Distrito de Serra Grande, 7.3 km na estrada Serra Grande/Itacare, Fda. Lagoa do Conjunto Fda. Santa Cruz","-39.016667","-14.416667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1073637 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1073637","NL-U1073637",NA,NA,"-39.016667","-14.416667","Magnoliopsidae","U 0011579",NA,NA,NA,NA
"16","2020-02-08 09:41:58-03","NBC","NL-BOTANY","U.1073638","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Hornschuchia","obliqua","Hornschuchia obliqua","Maas & Setten",NA,"Carvalho AMV de",NA,"1995","08","10","Southern America","Brazil","Bahia",NA,"Brazil, Bahia, Mun. de Uruçuca, Distrito de Serra Grande, c. 7 km na estrada Serra Grande - Itacare. Local do Inventario Florestal",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1073638 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1073638","NL-U1073638",NA,NA,NA,NA,"Magnoliopsidae","U 0045284",NA,NA,NA,NA
"17","2020-02-08 09:41:58-03","NBC","NL-BOTANY","U.1073639","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Hornschuchia","obliqua","Hornschuchia obliqua","Maas & Setten","Johnson DM","Amorim AM; et al.",NA,"1992","10","06","Southern America","Brazil","Bahia",NA,"Brazil, Bahia, Mun. de Uruçuca, Distrito de Serra Grande, 7.3 km na estrada Serra Grande - Itacare. Fda. Lagoa do Conjunto Fda. Santa Cruz","-39.016667","-14.416667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1073639 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1073639","NL-U1073639",NA,NA,"-39.016667","-14.416667","Magnoliopsidae","U 0045282",NA,NA,NA,NA
"18","2020-02-08 09:41:58-03","NBC","NL-BOTANY","U.1073640","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Hornschuchia","obliqua","Hornschuchia obliqua","Maas & Setten","Johnson DM","Amorim AM; et al.",NA,"1992","10","06","Southern America","Brazil","Bahia",NA,"Brazil, Bahia, Mun. de Uruçuca, Distrito de Serra Grande, 7.3 km na estrada Serra Grande - Itacare. Fda. Lagoa do Conjunto Fda. Santa Cruz","-39.016667","-14.416667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1073640 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1073640","NL-U1073640",NA,NA,"-39.016667","-14.416667","Magnoliopsidae","U 0045283",NA,NA,NA,NA
"19","2020-12-21 16:12:00-03","MBM","MBM","158839","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Hornschuchia","obliqua","Hornschuchia obliqua","P.Maas & Van Settem","Amorim, A.","Carvalho, A.M. de; et al.; et al.","3602","1991","09","11","Southern America","Brazil","Bahia","Uruçuca","Fazenda Lagoa do Conjunto Fazenda Santa Cruz","-39.2844009399414","-14.5930995941162",NA,NA,"MBM158839","MBM158839",NA,NA,NA,NA,NA,NA,"33791","auto",NA,NA
"20","2020-12-21 16:12:00-03","MBM","MBM","158840","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Hornschuchia","obliqua","Hornschuchia obliqua","P.Maas & Van Settem","Amorim, A.","Carvalho, A.M. de; et al.; et al.","3640","1991","09","07","Southern America","Brazil","Bahia","Uruçuca","Fazenda Lagoa do Conjunto Fazenda Santa Cruz","-39.2844009399414","-14.5930995941162",NA,NA,"MBM158840","MBM158840",NA,NA,NA,NA,NA,NA,"33791","auto",NA,NA
"21","2020-12-21 16:12:00-03","MBM","MBM","187066","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Hornschuchia","obliqua","Hornschuchia obliqua","P.Maas & Van Settem",NA,"Carvalho, A.M. de; et al.; et al.","6132","1995","10","10","Southern America","Brazil","Bahia","Uruçuca","Distrito de Serra Grande","-39.2844009399414","-14.5930995941162",NA,NA,"MBM187066","MBM187066",NA,NA,NA,NA,NA,NA,"33791","auto",NA,NA
"22","2020-12-21 16:12:00-03","MBM","MBM","194749","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Hornschuchia","obliqua","Hornschuchia obliqua","P.Maas & Van Settem",NA,"Thomas, W.W.; et al.; et al.","11019","1995","11","15","Southern America","Brazil","Bahia","Uruçuca","Serra Grande","-39.2844009399414","-14.5930995941162",NA,NA,"MBM194749","MBM194749",NA,NA,NA,NA,NA,NA,"33791","auto",NA,NA
"23","2019-10-11 15:59:04-03","UESC","UESC","1113","S","Plantae","Angiospermae","Florideophycidae","Annonaceae","Hornschuchia","obliqua","Hornschuchia obliqua","P. Mass & van Setten",NA,"Carvalho, A.M.de","3350","1991","07","01",NA,"Brasil","Bahia","Uruçuca","Serra Grande","-39.016667","-14.416667",NA,"Árvore com ca. 8 m de altura e 12 cm de diâm.","UESC0001113",NA,NA,NA,"39W1'0''","14S25'0''","Dicotyledoneae",NA,NA,NA,NA,NA
"24","2019-10-11 15:59:04-03","UESC","UESC","1114","S","Plantae","Angiospermae","Florideophycidae","Annonaceae","Hornschuchia","obliqua","Hornschuchia obliqua","Maas & Setten",NA,"W.W.Thomas","11019","1995","11","15",NA,"Brasil","Bahia","Uruçuca",NA,"-39.060556","-14.423333",NA,"Mata Higrófila Sul Baiana.; Árvore, 5 m.; Foto.","UESC0001114",NA,NA,NA,"39W3'38''","14S25'24''","Dicotyledoneae",NA,NA,NA,NA,NA
"25","2008-05-27 22:02:00-03","MO","MOBOT","3403506","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Hornschuchia","obliqua","Hornschuchia obliqua","Maas & Setten","D.M.Johnson","Amorim","Amorim 794","1992","10","6","South America","Brazil","Bahia",NA,"Mpio. de Urucuca. Distr. de Serra Grande. 7.3 km na estrada Seerra Grande - Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz. Mata Higrófila Sul Bainana.","-39.01666","-14.41666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2013-08-23 04:12:00-03","MO","MOBOT","3405788","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Hornschuchia","obliqua","Hornschuchia obliqua","Maas & Setten","D.M. Johnson","André M. Amorim","Amorim 794","1992","10","6","South America","Brazil","Bahia",NA,"Mpio. de Urucuca. Distrito de Serra Grande. 7.3 km na estrada Serra Grande - Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz. Mata Higrofila Sul Baiana.","-39.01666","-14.41666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2013-08-23 04:12:00-03","MO","MOBOT","3405805","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Hornschuchia","obliqua","Hornschuchia obliqua","Maas & Setten","P.J.M. Maas","André M. Amorim","Amorim 794","1992","10","6","South America","Brazil","Bahia",NA,"Mpio. de Urucuca. Distr. de Serra Grande. 7.3 km na estrada Serra Grande-Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz. Mata Higrofila Sul Baiana.","-39.01666","-14.41666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2014-04-14 22:52:00-03","MO","MOBOT","3405816","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Hornschuchia","obliqua","Hornschuchia obliqua","Maas & Setten","P. Maas & V. Setten","André M. de Carvalho|W. Wayt Thomas|Talmon S. dos Santos|et al.","Carvalho 3350","1991","12","1","South America","Brazil","Bahia",NA,"Mpio. de Urucuca, Distr. de Serra Grande. 7.3 km na estrada Serra Grande/Itacaré, Fazenda Lagoa do Conjunto Fazenda Santa Cruz.","-39.01666","-14.41666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-09-12 05:00:02-03","US","US","3301919","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Hornschuchia","obliqua","Hornschuchia obliqua","Maas & Setten",NA,"A. M. Carvalho, W. W. Thomas & T. S. Santos","3602","1991","9","11","South America - Neotropics","Brazil","Bahia","Uruçuca","Distrito de Serra Grande, 7,3km na estrada Serra Grande / Itacaré Fazenda Lagoa do Conjunto Fazenda Santa Cruz","-39.02","-14.42",NA,NA,"US01346587","US01346587_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"30","2020-09-12 05:00:02-03","US","US","3339801","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Hornschuchia","obliqua","Hornschuchia obliqua","Maas & Setten",NA,"A. M. Amorim, P. J. M. Maas, C. M. v. Zuilen, L. A. Mattos Silva, T. S. Santos & S. C. Sant' Ana","794","1992","10","6","South America - Neotropics","Brazil","Bahia","Uruçuca","Distrito de Serra Grande 7,3 km na estrada Serra Grande - Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz","-39.02","-14.42",NA,NA,"US01346586","US01346586_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"31","2020-09-12 05:00:02-03","US","US","3301917","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Hornschuchia","obliqua","Hornschuchia obliqua","Maas & Setten",NA,"A. M. Carvalho, W. W. Thomas & T. S. Santos","3350","1991","7","1","South America - Neotropics","Brazil","Bahia","Uruçuca","Distrito de Serra Grande, 7,3 km na Estrada Serra Grande-Itacaré, Fazenda Lagoa do Conjunto Fazenda Santa Cruz.","-39.02","-14.42",NA,NA,"US01346588","US01346588_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"32","2019-10-07 09:23:16-03","UEFS","HUEFS","13892","PreservedSpecimen","Plantae","Angiospermae","Magnoliales","Annonaceae","Hornschuchia","obliqua","Hornschuchia obliqua","Maas & Setten",NA,"Carvalho, A.M.de","3602","1991","09","11",NA,"Brasil","Bahia","Uruçuca",NA,"-39.016667","-14.416667",NA,NA,"HUEFS0013892","HUEFS0013892",NA,NA,"39W1'","14S25'","Magnolianae",NA,NA,NA,NA,NA
"33","2019-10-07 09:23:16-03","UEFS","HUEFS","13893","PreservedSpecimen","Plantae","Angiospermae","Magnoliales","Annonaceae","Hornschuchia","obliqua","Hornschuchia obliqua","Maas & Setten",NA,"Carvalho, A.M.de","3649","1991","09","07",NA,"Brasil","Bahia","Uruçuca",NA,"-39.016667","-14.416667",NA,NA,"HUEFS0013893","HUEFS0013893",NA,NA,"39W1'","14S25'","Magnolianae",NA,NA,NA,NA,NA
"34","2018-05-14 17:46:01-03","F","FMNH-SEEDPLANTS","V0222247F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Annonaceae","Hornschuchia","obliqua","Hornschuchia obliqua",NA,"RRC ID Flag","A. M. Amorim","794","1992","10","6","South America","Brazil","Bahia",NA,NA,"-42","-11",NA,NA,"V0222247F","V0222247F_01 V0222247F_02",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"794"
"35","2020-07-23 11:57:06-03","CEPLAC","CEPEC","50811","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Hornschuchia","obliqua","Hornschuchia obliqua",NA,"D. M. Johnson","A. M. de Carvalho","798","1970","08","31",NA,"Brasil","Bahia","CAIRÚ","Estrada Cairú/Ituberá. 8Km ao S de Cairú.","-39.0438995361328","-13.4869003295898",NA,NA,NA,NA,"Isótipo",NA,NA,NA,NA,"24/10/1988","24756","auto",NA,NA
"36","2020-07-23 11:57:06-03","CEPLAC","CEPEC","24357","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Hornschuchia","obliqua","Hornschuchia obliqua",NA,"P. J. M. Maas","A. M. de Carvalho","798","1991","07","31",NA,"Brasil","Bahia","CAIRÚ","Estrada Cairú/Ituberá. 8Km ao S de Cairú.","-39.0438995361328","-13.4869003295898",NA,NA,NA,NA,"Holótipo",NA,NA,NA,NA,"30/12/1987","24756","auto",NA,NA
"37","2020-07-23 11:57:06-03","CEPLAC","CEPEC","52143","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Hornschuchia","obliqua","Hornschuchia obliqua",NA,"A. M. Amorim","A. M. de Carvalho","3649","1970","10","01",NA,"Brasil","Bahia","URUÇUCA","7.3Km na estrada Serra Grande/Itacaré. Faz. Lagoa do Conj. Sta. Cruz..","-39.016667","-14.416667",NA,NA,NA,NA,NA,NA,"39W1'","14S25'",NA,"30/12/1991",NA,NA,NA,NA
"38","2020-07-23 11:57:06-03","CEPLAC","CEPEC","52187","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Hornschuchia","obliqua","Hornschuchia obliqua",NA,"A. M. Amorim","A. M. de Carvalho","3602","1991","09","11",NA,"Brasil","Bahia","URUÇUCA","7.3Km na estrada Serra Grande/Itacaré, Faz. Lagoa do Conj. Sta. Cruz.","-39.016667","-14.416667",NA,NA,NA,NA,NA,NA,"39W1'","14S25'",NA,"30/12/1991",NA,NA,NA,NA
"39","2020-07-23 11:57:06-03","CEPLAC","CEPEC","52214","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Hornschuchia","obliqua","Hornschuchia obliqua",NA,"D. M. Johnson","A. M. de Carvalho","3350","1991","07","01",NA,"Brasil","Bahia","URUÇUCA","7.3km na estrada Serra Grande/Itacaré, Faz. Lagoa do Conj. Sta. Cruz.","-39.016667","-14.416667",NA,NA,NA,NA,NA,NA,"39W1'","14S25'",NA,"30/12/1991",NA,NA,NA,NA
"40","2020-07-23 11:57:06-03","CEPLAC","CEPEC","53281","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Hornschuchia","obliqua","Hornschuchia obliqua",NA,"A. M. Amorim","W. W. Thomas","6933","1991","07","01",NA,"Brasil","Bahia","URUÇUCA","7.3Km ao N de Serra Grande na Rod. p/ Itacaré. Faz. Lagoa. Parcela 4. Árvore # 137.","-39.016667","-14.416667",NA,NA,NA,NA,NA,NA,"39W1'","14S25'",NA,"30/12/1992",NA,NA,NA,NA
"41","2020-07-23 11:57:06-03","CEPLAC","CEPEC","54084","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Hornschuchia","obliqua","Hornschuchia obliqua",NA,"P. M. Maas","W. W. Thomas","8041","2001","07","01",NA,"Brasil","Bahia","URUÇUCA","7,3Km ao N de Serra Grande na Rod. p/ Itacaré. Faz. Lagoa.","-39.016667","-14.416667",NA,"<ll>dwc_commonname:</ll> Pindaíba",NA,NA,NA,NA,"39W1'","14S25'",NA,"30/12/1993",NA,NA,NA,NA
"42","2020-07-23 11:57:06-03","CEPLAC","CEPEC","56662","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Hornschuchia","obliqua","Hornschuchia obliqua",NA,"A. M. Amorim","A. M. Amorim","794","2002","11","08",NA,"Brasil","Bahia","URUÇUCA","7,3km na estrada Serra Grande/Itacaré. Faz. Lagoa do Conj. Sta. Cruz.","-39.016667","-14.416667",NA,NA,NA,NA,NA,NA,"39W1'","14S25'",NA,"30/12/1992",NA,NA,NA,NA
"43","2020-07-23 11:57:06-03","CEPLAC","CEPEC","68119","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Hornschuchia","obliqua","Hornschuchia obliqua",NA,"W. W. Thomas","W. W. Thomas","11019","1995","11","15",NA,"Brasil","Bahia","URUÇUCA","7.3Km ao N de Serra Grande Rod. P/ Itacaré, Faz. Lagoa do Conj. Sta. Cruz.","-39.060556","-14.423333",NA,NA,NA,NA,NA,NA,"39W3'38","14S25'24",NA,"30/12/1995",NA,NA,NA,NA
"44","2020-07-23 11:57:06-03","CEPLAC","CEPEC","66687","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Hornschuchia","obliqua","Hornschuchia obliqua",NA,"A. M. de Carvalho","A. M. de Carvalho","6132","1995","10","10",NA,"Brasil","Bahia","URUÇUCA","Ca. 7Km na estrada Serra Grande/Itacaré. Local do Inventário Florestal.","-39.2844009399414","-14.5930995941162",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1995","33791","auto",NA,NA
"45","2021-04-08 17:12:11-03","UESB","HUESB","14027","S","Plantae","Dicotyledoneae",NA,"Annonaceae","Hornschuchia","obliqua","Hornschuchia obliqua","Maas & Setten",NA,"Mariano Neto, E.","1181","2000","08","26",NA,"Brasil","Bahia","Una","Região de Mata Higrófila Sul Baiana.","-39.0752983093262","-15.2932996749878",NA,"Arvoreta, ca. 1,6m. Floresta ombrófila densa. Número 2748 da fitossociologia.","HUESB000014027",NA,NA,NA,NA,NA,NA,NA,"36070","auto",NA,NA
