"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","recordNumber","occurrenceRemarks","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","sex"
"277","2020-10-14 10:06:06-03","FURB","FURB","32093","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.",NA,NA,NA,NA,"Schmitt, J.L.; Caglioni, E.","2010","10","12","Brasil","Santa Catarina","Imaruí","-48.8697223","-28.1647222","-48.8697223","-28.1647222","FURB41052","FURB41052","Forquilinha.","666","666","3098","Epífita IFFSC e148b (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; flor branca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","2020-10-14 10:06:06-03","FURB","FURB","32730","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","Korte, A","2010","11","30","Korte, A.","2010","11","18","Brasil","Santa Catarina","Itapoá","-48.69","-26.1","-48.6900000","-26.1000000","FURB41055","FURB41055","Saí Mirim.","18","18","4987","Florística IFFSC 1069 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; flor verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","2020-10-14 10:06:06-03","FURB","FURB","33524","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","Korte, A","2011","01","17","Korte, A.; Rigon-Junior, M.J.","2010","12","07","Brasil","Santa Catarina","Araranguá","-49.3208334","-28.8902777","-49.3208334","-28.8902777","FURB41059","FURB41059",NA,"8","8","5482","Florística IFFSC 27 (Epífita) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio Avançado Habito: epífita; flor branca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","2020-10-14 10:06:06-03","FURB","FURB","33995","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","Korte, A","2011","03","09","Korte, A.; Rigon-Junior, M.J.","2011","02","01","Brasil","Santa Catarina","Garuva","-48.8019444","-26.0302778","-48.8019444","-26.0302778","FURB41053","FURB41053","Palmita.","18","18","5819","Epífita IFFSC 8011 (Acima de 4m) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio Avançado Habito: epífita;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","2019-11-08 08:55:58-03","FURB","FURB","37453","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","Verdi, M","2011","10","08","Verdi, M.; Durigon, J.","2011","10","08","Brasil","Rio Grande do Sul","Morrinhos do Sul","-49.9775","-29.3797223","-49.9775000","-29.3797223","FURB41050","FURB41050","Perdida.","101","101","6045",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","2020-10-14 10:06:06-03","FURB","FURB","44858","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","Funez, L.A.","2014","10",NA,"Funez, L.A.","2014","10","02","Brasil","Santa Catarina","Rodeio","-49.4008333","-26.8788889","-49.4008333","-26.8788889","FURB41051","FURB41051","Eremitério Frei Egídio.","808","808","3565",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","2020-10-14 10:06:06-03","FURB","FURB","50588","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","Caglioni, E","2015","02","06","Caglioni, E.","2015","02","06","Brasil","Santa Catarina","Ilhota","-48.9338889","-26.8033333","-48.9338889","-26.8033333","FURB50588","FURB50588","Parque Botânico Morro do Baú.","540","540","440",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","2020-10-14 10:06:06-03","FURB","FURB","55232","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","Funez, L.A.","2017","10","18","Funez, L.A.; Maraschalchi, M.N., Farias, D.M., Schneiders, A.","2017","09","11","Brasil","Santa Catarina","Blumenau","-49.0369444","-26.7733334","-49.0369444","-26.7733334","FURB55232","FURB55232","Morro do Cachorro.","330","330","6602","Flores brancas Habitat: Floresta Habito: Epífita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","2020-10-14 10:06:06-03","FURB","FURB","60444","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","Kassner-Filho, A.","2018","08","31","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2018","08","31","Brasil","Santa Catarina","São Francisco do Sul","-48.69","-26.19","-48.6900000","-26.1900000","FURB60444","FURB60444","Vila da Glória.",NA,NA,"3342","flor branca Habitat: interior da unidade amostral Habito: epífita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","2020-10-14 10:06:06-03","FURB","FURB","60497","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","Kassner-Filho, A.","2018","08","14","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2018","08","14","Brasil","Santa Catarina","Imaruí","-48.8702778","-28.1694445","-48.8702778","-28.1694445","FURB60497","FURB60497",NA,NA,NA,"3255","flor branca Habitat: interior da unidade amostral Habito: arbusto apoiante",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","2020-10-14 10:06:06-03","FURB","FURB","47812","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","Engels, ME","2014","01","14","Engels, M.E.; Ferneda Rocha, L.C. & Pereira, S.","2014","01","14","Brasil","Paraná","Matinhos","-48.5428009033203","-25.8174991607666",NA,NA,"FURB47812","FURB47812",NA,NA,NA,"2318",NA,NA,NA,NA,NA,NA,NA,NA,"15275","auto",NA,NA,NA,NA,NA,NA
"288","2020-10-14 10:06:06-03","FURB","FURB","63669","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","Schwirkowski, P.","2019","01","23","Schwirkowski, P.","2019","01","23","Brasil","Santa Catarina","Schroeder","-49.1191667","-26.3147222","-49.1191667","-26.3147222","FURB63669","FURB63669","Rio do Julio. Estrada Rio do Julio.","600","600","3332","FOD. Heliófita. Cálice verde, corola branca Habitat: Borda de mata Habito: Escandente",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","2021-03-16 17:52:35-03","UCS","HUCS","39241","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","Verdi, M.","2011","10","08","Verdi, M.","2011","10","08","Brasil","Rio Grande do Sul","Morrinhos do Sul","-49.9775","-29.379722","-49.9775","-29.379722",NA,NA,"Perdida",NA,NA,"6045","Epífita. Herbário FURB 37453; Floresta Ombrófila Densa",NA,NA,NA,NA,"Angiospermae","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","2021-03-16 17:52:35-03","UCS","HUCS","6970","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","Hatschbach, G.","1989",NA,NA,"Nicolack, V.","1989","08","29","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Rod BR 277, viaduto dos Padres",NA,NA,"44","Epífita arbustiforme, flores alvescentes.",NA,NA,NA,NA,"Angiospermae","Gentianales",NA,"30514","auto",NA,NA,NA,NA,NA,NA
"291","2021-03-16 17:52:35-03","UCS","HUCS","29087","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","Hatschbach, G.","2005","03","08","Hatschbach, G.","2005","03","08","Brasil","Santa Catarina","Águas Mornas","-48.823600769043","-27.6938991546631",NA,NA,NA,NA,"Santa Isabel",NA,NA,"78890","Apoiante, Herbário MBM.; Margem do rio encachoeirado",NA,NA,NA,NA,"Angiospermae","Gentianales",NA,"26556","auto",NA,NA,NA,NA,NA,NA
"292","2020-04-27 16:11:26-03","UFES","VIES","20996","S","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","J.P.F. Zorzanelli","2012","04","11","Couto, D.R.; Kollmann, L.J.C.","2011","01","19","Brasil","Espírito Santo","Ibitirama","-41.6671981811523","-20.5414009094238",NA,NA,"VIES020996","VIES020996","Pedra Roxa.","1200","1200","1843",NA,NA,NA,NA,NA,NA,NA,NA,"22282","auto",NA,NA,NA,NA,NA,NA
"293","2020-04-27 16:11:26-03","UFES","VIES","30024","S","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","Zorzanelli, J.P.F.","2012","09","18","Dias, H.M.; Silva, A.E.; Castro, K.C.; Kunz, S.H. & Bruno, N.","2012","06","12","Brasil","Espírito Santo","Ibitirama","-41.6671981811523","-20.5414009094238",NA,NA,"VIES030024",NA,"Santa Marta.","1350","1350","743",NA,NA,NA,NA,NA,NA,NA,NA,"22282","auto",NA,NA,NA,NA,NA,NA
"294","2020-04-27 16:11:26-03","UFES","VIES","30061","S","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","Zorzanelli, J.P.F.","2012","02","02","Zorzanelli, J.P.F.; Zorzanelli, R.F. & Silva, A.G.","2012","01","27","Brasil","Espírito Santo","Iúna","-41.5358009338379","-20.3458003997803",NA,NA,"VIES030061","VIES030061","Serra do Valentim.","1500","1500","331",NA,NA,NA,NA,NA,NA,NA,NA,"32198","auto",NA,NA,NA,NA,NA,NA
"295","2021-02-12 18:12:30-03","UFES","VIES","912","S","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","Gomes, J.M.L.","1992","12","15","Santos, G.F.","1986","02","14","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"VIES000912","VIES000912","Arace.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"48150","auto",NA,NA,NA,NA,NA,NA
"296","2020-06-29 09:31:59-03","UFRRJ","RBR","24759","S","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.",NA,NA,NA,NA,"M. Leitman","1987","08","26","Brasil","Rio de Janeiro","Nova Friburgo","-42.5311012268066","-22.2819004058838",NA,NA,"RBR00024759",NA,"'Reserva Ecológica de Macaé de Cima, Sítio Hum New Baccus. Coord. 22º 00#?# S, 42º 03#?# WAlt. 1100m'",NA,NA,"251",NA,NA,NA,NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA
"297","2020-06-29 09:31:59-03","UFRRJ","RBR","24760","S","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","J.R. Pirani, L.S. Leoni","1990","12",NA,"L.S. Leoni; R. Varela, L.A. Silva","1989","06","17","Brasil","Minas Gerais","Carangola","-42.0293998718262","-20.7331008911133",NA,NA,"RBR00024760",NA,"Serra da Araponga, Fazenda Neblina - 1300 m.sm. - 20º 43#?# S / 42º 29#?# W Gr.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"21913","auto",NA,NA,NA,NA,NA,NA
"298","2021-03-21 19:38:26-03","UFC","EAC","45837","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","Souza, E.B.","2015","09",NA,"Castro, A.S.F.","2009","07","08","Brasil","Bahia","Morro do Chapéu","-41.1561012268066","-11.5500001907349",NA,NA,"EAC0045837",NA,"Morrão",NA,NA,"2191","Arbusto.&nf;&nf;&nf;; Campo rupestre.",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,"98143","auto",NA,NA,NA,NA,NA,NA
"299","2021-03-21 19:38:26-03","UFC","EAC","7076","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","Zarucchi, J.L.","1986",NA,NA,"Martins, P.; Castro, A.J.","1979","10","05","Brasil","Ceará","Maranguape","-38.6856002807617","-3.89083003997803",NA,NA,"EAC0007076",NA,"Sa. Aratanha, Sítio Espírito Santo",NA,NA,"s.n.","Arbusto, flor branca; Mata",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,"40608","auto",NA,NA,NA,NA,NA,NA
"300","2021-03-21 19:38:26-03","UFC","EAC","10510","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","Souza, E.B.","2015","09",NA,"Nunes, E.; Martins, P.","1981","06","27","Brasil","Ceará","Maranguape","-38.6856002807617","-3.89083003997803",NA,NA,"EAC0010510",NA,"Sa. Maranguape, estr. Pirapora a Castelo",NA,NA,"EAC10510","Arbusto, flor branca.; Mata.",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,"40608","auto",NA,NA,NA,NA,NA,NA
"301","2021-03-21 19:38:26-03","UFC","EAC","810","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","Delprete, P.G.","1998",NA,NA,"Bezerra, P.","1946","06","14","Brasil","Ceará","Maranguape","-38.6856002807617","-3.89083003997803",NA,NA,"EAC0000810",NA,"Sítio Monte Alegre, Nas partes altas",NA,NA,"s.n.","Trepadeira ou epífitica, flor branca c/ tubo longo",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,"40608","auto",NA,NA,NA,NA,NA,NA
"302","2021-03-21 19:38:26-03","UFC","EAC","44696","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","Delprete, P.G.","2011","08",NA,"Silveira, E.R.","2009","02","18","Brasil","Ceará","Pacoti","-38.9233016967773","-4.22499990463257",NA,NA,"EAC0044696",NA,"Pico Alto",NA,NA,"s.n.","Arbusto",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,"9622","auto",NA,NA,NA,NA,NA,NA
"303","2021-03-21 19:38:26-03","UFC","EAC","16183","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","Fernandes, A.","1989","06","17","Figueiredo, M.A.","1989","06","17","Brasil","Ceará","Pacoti","-38.9233016967773","-4.22499990463257",NA,NA,"EAC0016183",NA,"Pico Alto, Sítio Cocão",NA,NA,"s.n.","Trepadeira inicialmente terrestre, fruto verde",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,"9622","auto",NA,NA,NA,NA,NA,NA
"304","2021-03-21 19:38:26-03","UFC","EAC","16328","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","Fernandes, A.","1990","04","21","Fernandes, A.; Matos, F.J.A.; Vial, C.","1990","04","21","Brasil","Ceará","Pacoti","-38.9233016967773","-4.22499990463257",NA,NA,"EAC0016328",NA,"Serra de Baturité, Pico Alto",NA,NA,"EAC16328","Trepadeira",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,"9622","auto",NA,NA,NA,NA,NA,NA
"305","2021-03-21 19:38:26-03","UFC","EAC","27110","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.",NA,NA,NA,NA,"Delprete, P.G.; Cavalcanti, F.S.; et al.","1998","11","11","Brasil","Ceará","Pacoti","-38.966667","-4.2","-38.966667","-4.2","EAC0027110",NA,"Serra de Baturité, Pico Alto, Presença de muitas epífitas","1","1","s.n.","Arbusto epífitico mui ramificado sobre uma árvore a ca.4m de atura, folha semi-suculenta, fruto imaturo verde-claro, flor solitária muito perfumada, corola branca c/ lobo roseado; Mata úmida de altitude",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","2021-03-21 19:38:26-03","UFC","EAC","27139","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.",NA,NA,NA,NA,"Delprete, P.G.; Cavalcanti, F.S.; et al.","1998","11","07","Brasil","Ceará","Maranguape","-38.7","-3.9","-38.7","-3.9","EAC0027139",NA,"Sa. Maranguape, divisa c/ Caucaia, Trilha de Pousada Serra Verde p/ Derretida",NA,NA,"s.n.","Arbusto escadente-volúvel, 50-70cm, sobre uma pequena árvore, estéril",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","2021-03-21 19:38:26-03","UFC","EAC","28918","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.",NA,NA,NA,NA,"Delprete, P.G.; Souza, E.B.; et al.","2000","03","25","Brasil","Ceará","Pacatuba","-38.633333","-3.966667","-38.633333","-3.966667","EAC0028918",NA,"Serra da Aratanha, Proprietário Sr. Miguel Cunha, trilha da Pedra do Gavião p/ Sítio Espírito Santo, floresta 2ª em recuperação, Mata Atlântica c/ copa de 10-15m",NA,NA,"7249","Arbusto epífitico, 70-150cm, folha suculenta discolor, caule c/ casca acizentada-clara, fruto jovem verde-claro; Floresta úmida perenifólia",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","2021-03-21 19:38:26-03","UFC","EAC","28928","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.",NA,NA,NA,NA,"Delprete, P.G.; Souza, E.B.; et al.","2000","03","26","Brasil","Ceará","Pacatuba","-38.616667","-3.95","-38.616667","-3.95","EAC0028928",NA,"Sa. Aratanha, Sítio Boqueirão, Proprietário Sr. Miguel Cunha, trilha da pedra do Gavião p/ Pedra do Letreiro, floresta 2ª em recuperação, Mata Atlântica c/ copa de 10-15m",NA,NA,"7259","Arbusto epífitico, 1,5-3m, folha suculenta discolor, corola c/ tubo basalmente verde-claro c/ 6-7 lobos brancos, fruto imaturo verde-claro; Floresta úmida perenifólia",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","2021-03-21 19:38:26-03","UFC","EAC","61068","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.",NA,NA,NA,NA,"Souza, E.B.; Pontes, R.A.S.; Tomaz, E.C.; Silvestre, L.C.","2015","05","29","Brasil","Ceará","Guaramiranga","-38.840833","-4.208056","-38.840833","-4.208056","EAC0061068",NA,"Maciço de Baturité, Pico Alto.","1120","1120","3562","Epífita de caules castanhos a acinzentados; folhas crassas, discolores; flores com cálice verde e corola alva; frutos imaturos, verde-claros.; Área com remasnescente de floresta atlântica.",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","2021-03-21 19:38:26-03","UFC","EAC","57700","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","Guedes, M.L.","2012","03",NA,"Gomes, F.S.; Guedes, M.L.; Silveira, E.R.; et al.","2011","08","12","Brasil","Ceará","Pacoti","-38.966667","-4.236111","-38.966667","-4.236111","EAC0057700",NA,"Serra de Baturité, pico alto.","864","864","992","Arbusto, ramos glabros; folhas ligeiramente carnosas, discolores, glabras; flores solitárias, terminais ou axilares, corola branca; cápsula complanado-cilíndrica.; Floresta semidecídua.",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","2021-03-21 19:38:26-03","UFC","EAC","57930","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","Moura, R.","2015","03","28","Loiola, M.I.B.; Fonseca, R.S.; Sampaio, V.S.; Moura, R.; Loiola, M.","2015","03","28","Brasil","Ceará","Guaramiranga","-38.971944","-4.207778","-38.971944","-4.207778","EAC0057930",NA,"Pico Alto","1074","1074","2514","Epífita; flores com pétalas brancas.",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","2021-03-21 19:38:26-03","UFC","EAC","33823","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","Delprete, P.G.","2011","08",NA,"Silveira, E.R.","2004","04","06","Brasil","Ceará","Guaramiranga","-38.9331016540527","-4.26332998275757",NA,NA,"EAC0033823",NA,"Pico Alto",NA,NA,"s.n.",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,"13198","auto",NA,NA,NA,NA,NA,NA
"313","2021-03-21 19:38:26-03","UFC","EAC","16368","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","Fernandes, A.","1989",NA,NA,"Figueiredo, M.A.; Paula-Zárate, E.L.; et al.","1989","09","09","Brasil","Ceará","Pacoti","-38.9233016967773","-4.22499990463257",NA,NA,"EAC0016368",NA,"Serra de Baturité, Pico Alto","1","1","s.n.","Trepadeira",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,"9622","auto",NA,NA,NA,NA,NA,NA
"314","2020-12-21 16:43:26-03","MBM","MBM","172120","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","Smith, S.F.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","1995","01","14","Brazil","Espírito Santo","Alfredo Chaves","-40.749698638916","-20.6350002288818",NA,NA,"MBM172120","MBM172120","São Bento de Urânia",NA,NA,"61428",NA,NA,"Southern America",NA,NA,NA,NA,NA,"32447","auto",NA,NA,NA,NA,NA,NA
"315","2020-12-21 16:43:27-03","MBM","MBM","53028","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","1965","09","16","Brazil","Paraná","Antonina","-48.7118988037109","-25.4286003112793",NA,NA,"MBM053028","MBM053028","Rio Cotia",NA,NA,"12781",NA,NA,"Southern America",NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA
"316","2020-12-21 16:43:26-03","MBM","MBM","136419","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","Hatschbach, G.",NA,NA,NA,"Ziller, S.R.; et al.; et al.","1990","02","16","Brazil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,"MBM136419","MBM136419","Cabaraquara",NA,NA,"130",NA,NA,"Southern America",NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA
"317","2020-12-21 16:43:27-03","MBM","MBM","252637","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","Hatschbach, G.",NA,NA,NA,"Dombrowski, L.T.; et al.; et al.",NA,NA,NA,"Brazil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,"MBM252637","MBM252637","Praia do Mendanha",NA,NA,"1091",NA,NA,"Southern America",NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA
"318","2020-12-21 16:43:27-03","MBM","MBM","396432","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","Engels, M.E.","2014","01","14","Engels, M.E.; Ferneda Rocha, L.C.; Pereira, S.; Ferneda Rocha, L.C.; Pereira, S.","2014","01","14","Brazil","Paraná","Matinhos","-48.5428009033203","-25.8174991607666",NA,NA,"MBM396432","MBM396432","Parque Estadual Rio da Onça",NA,NA,"2318","Epífita. Caule castanho a verde. Folhas verdes discolores. Flores alvas.; Floresta Ombrófila Densa, restinga arbórea.",NA,"Southern America",NA,NA,NA,NA,NA,"15275","auto",NA,NA,NA,NA,NA,NA
"319","2020-12-21 16:43:28-03","MBM","MBM","82459","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica nobilis","(Vell.) Steyerm.","Kirkbride, J.H.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,"MBM082459","MBM082459","Colônia Limeira",NA,NA,"46043",NA,NA,"Southern America",NA,NA,NA,NA,"nobilis","30514","auto",NA,NA,NA,NA,NA,NA
"320","2020-12-21 16:43:27-03","MBM","MBM","55467","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","Kirkbride, J.H.; J.H.",NA,NA,NA,"Hatschbach, G.","1977","12","28","Brazil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,"MBM055467","MBM055467","Rio Bromado",NA,NA,"40653",NA,NA,"Southern America",NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"321","2020-12-21 16:43:27-03","MBM","MBM","5878","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","1966","12","01","Brazil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,"MBM005878","MBM005878","Serra Marumbi, picada ao Abrolhos",NA,NA,"15334",NA,NA,"Southern America",NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"322","2020-12-21 16:43:28-03","MBM","MBM","75087","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","Hatschbach, G.",NA,NA,NA,"Tessmann, G.","1953","12","31","Brazil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"MBM075087","MBM075087","Ilha do Mel, Baia de Paranaguá",NA,NA,"s.n.",NA,NA,"Southern America",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"323","2020-12-21 16:43:27-03","MBM","MBM","266635","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","Hatschbach, G.",NA,NA,NA,"Ribas, O.S.; Barboza, E.; Barboza, E.",NA,NA,NA,"Brazil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"MBM266635","MBM266635","Morro Inglês",NA,NA,"4323",NA,NA,"Southern America",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"324","2020-12-21 16:43:27-03","MBM","MBM","53024","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","Smith, L.B.",NA,NA,NA,"Reitz, R.; Klein, R.M.; Klein, R.M.","1957","12","20","Brazil","Santa Catarina","São Francisco do Sul","-48.6380996704102","-26.2432994842529",NA,NA,"MBM053024","MBM053024","Mina Velha, Garuva",NA,NA,"5789",NA,NA,"Southern America",NA,NA,NA,NA,NA,"23627","auto",NA,NA,NA,NA,NA,NA
"325","2020-12-21 16:43:27-03","MBM","MBM","257999","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","Delprete, P.G.",NA,NA,NA,"Gottsberger, G.; et al.; et al.",NA,NA,NA,"Brazil","São Paulo","Bertioga","-46.138599395752","-23.8544006347656",NA,NA,"MBM257999","MBM257999","Bertioga",NA,NA,"21-1812",NA,NA,"Southern America",NA,NA,NA,NA,NA,"37616","auto",NA,NA,NA,NA,NA,NA
