"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","typeStatus","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","infraspecificEpithet","individualCount","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","558082","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","pisiformis","Eugenia pisiformis","Cambess.","M. Sobral","J. S. Blanchet","s.n.",NA,NA,NA,"South America","Brazil","Bahia","without locality",NA,NA,"sheet","Comm. il. Moricand 1836 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479653' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558082","NY00558082_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","879085","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","pisiformis","Eugenia pisiformis","Cambess.",NA,"G. B. Fontenelle","1","1990","05","17","South America","Brazil","Rio de Janeiro","Base do Mololô, próximo a estrada para a aeronáutica.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2536049' target='other'> <mi>dwc_moreinfo</mi></a>","NY00879085","NY00879085_01","Maricá","-42.8183","-22.9194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","557849","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","pisiformis","Eugenia pisiformis","Cambess.","M. Sobral","T. S. dos Santos","3703","1981","11","18","South America","Brazil","Bahia","Area do CEPEC (Centro de Pesquisas do Cacau), km 22 da Rodovia Ilhéus/Itabuna (BR 415). Quadra D","50","50","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479542' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557849","NY00557849_01","Ilhéus","-39.22095","-14.7739696",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","557947","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","pisiformis","Eugenia pisiformis","Cambess.","M. Sobral","J. R. Pirani","3350","1994","12","04","South America","Brazil","Espírito Santo","Km 6 da Rodovia BR-381, ligando Sao Mateus a Nova Venécia",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479587' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557947","NY00557947_01","Sao Mateus","-39.8589","-18.7161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","557846","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","pisiformis","Eugenia pisiformis","Cambess.","M. Sobral","J. L. Hage","1550","1981","12","08","South America","Brazil","Bahia","Area do CEPEC (Centro de Pesquisas do Cacau), km 22 da Rodovia Ilhéus/Itabuna (BR 415). Quadra D","50","50","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479539' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557846","NY00557846_01","Ilhéus","-39.22095","-14.7739696",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","02499270","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","pisiformis","Eugenia pisiformis","Cambess.","M. Sobral","W. W. Thomas","11371","1996","11","21","South America","Brazil","Bahia","Serra da Onca, 10.8 km. NE of Santa Luzia (30 km. SW of Una) on Una-Santa Luzia Road, then 4.2 km. N on road to Serra da Onca.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=623624' target='other'> <mi>dwc_moreinfo</mi></a>","NY02499270","NY02499270_01","Santa Luzia","-39.5","-15.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","405013","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","sericea","Eugenia sericea","O.Berg",NA,"J. S. Blanchet","1631","1834",NA,NA,"South America","Brazil","Bahia",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=502887' target='other'> <mi>dwc_moreinfo</mi></a>","NY00405013","NY00405013_01",NA,"-39.039072","-15.159747","syntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","557780","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","tinguyensis","Eugenia tinguyensis","Cambess.",NA,"H. C. de Lima","2207","1984","10","17","South America","Brazil","Rio de Janeiro","Paraiso, área do Centro de Primatologia do RJ","200","200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=196047' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557780","NY00557780_01","Magé","-43.0406","-22.6531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","04086970","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","tinguyensis","Eugenia tinguyensis","Cambess.","D. Piotto","D. Piotto","2360","2010","06","10","South America","Brazil","Bahia","Parque Est. Serra do Conduru","120","300","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3671254' target='other'> <mi>dwc_moreinfo</mi></a>","NY04086970","NY04086970_01","Uruçuca","-39.08","-14.42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1016101","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","tinguyensis","Eugenia tinguyensis","Cambess.","M. Sobral","G. G. Hatschbach","49899","1985","10","17","South America","Brazil","Espírito Santo","Venda Nova","700","700","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1141401' target='other'> <mi>dwc_moreinfo</mi></a>","NY01016101","NY01016101_01","Conceiçao do Castelo","-41.2439","-20.3683",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","798881","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","tinguyensis","Eugenia tinguyensis","Cambess.","M. Sobral","W. W. Thomas","12228","2000","10","14","South America","Brazil","Bahia","27 km west of Dario Meira on road to Boa Nova (17.1 km east of Boa Nova).","300","300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=196046' target='other'> <mi>dwc_moreinfo</mi></a>","NY00798881","NY00798881_01","Boa Nova","-40.1116833","-14.4412333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1039014","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","tinguyensis","Eugenia tinguyensis","Cambess.","M. Sobral","J. M. A. Braga","7596","2004","11","09","South America","Brazil","Rio de Janeiro","Distrito de Morro do Coco, morro da Antena (torre), proximidamentes da área urbana.","342",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1479235' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039014","NY01039014_01","Campos dos Goytacazes","-41.3489","-21.3361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","557781","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","tinguyensis","Eugenia tinguyensis","Cambess.","M. Sobral","G. G. Hatschbach","49914","1985","03","18","South America","Brazil","Espírito Santo","Alto Bananal","800","800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=196045' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557781","NY00557781_01","Conceiçao do Castelo","-41.256612","-20.378333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","557951","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","vicozensis","Eugenia vicozensis","O.Berg","M. Sobral","J. Mattos","12761","1965","10","28","South America","Brazil","São Paulo","Paranapiacaba (Via ferrea Sao Paulo Santos) Estaçao Biologica",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479591' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557951","NY00557951_01",NA,"-46.3","-23.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-13 09:20:23-03","UFRJ","RFA","25092","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","pisiformis","Eugenia pisiformis","Cambess.","Giaretta. A.","A. Quinet","(504) 33/28","2000","08","20",NA,"Brasil","Rio de Janeiro","5° Distrito.","600","600",NA,"Árvore, 4,5 m de altura, 30 cm de DAP, folha verde discolor, comum no local.","RFA42050",NA,"Nova Friburgo","-42.5311012268066","-22.2819004058838",NA,"42º16'95''W","22º22'82''S","33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-06-29 11:31:36-03","UFRJ","RFA","15507","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","pisiformis","Eugenia pisiformis","Cambess.","J.E.Q. Faria","P. Occhioni","6300","1974","10","05",NA,"Brasil","Rio de Janeiro","Serra dos Órgãos, próximo a Guapimirim, na margens do rio Paquequer",NA,NA,NA,"Arvoreta de 5 - 6 m de altura. Flores alvas","RFA39125",NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-13 09:20:23-03","UFRJ","RFA","24549","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","pisiformis","Eugenia pisiformis","Cambess.","Giaretta A.","F.M.B. Pereira","33/013","2000","05","24",NA,"Brasil","Rio de Janeiro","5º Distrito, Fazenda Carreira Comprida",NA,NA,NA,"Árvore com 7 m de altura, e DAP 12 cm, flores brancas de perfume agradável, frutos amarelos, folhas verdes, comum no local","RFA42083",NA,"Macaé","-42.035556","-22.337778",NA,"42º2'8''W","22º20'16''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-06-29 11:31:36-03","UFRJ","RFA","39514","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","pisiformis","Eugenia pisiformis","Cambess.","M. Souza","R. Finotti; J. Caruzo","44",NA,NA,NA,NA,"Brasil","Rio de Janeiro","interior de fragmento florestal de propriedade do Sr. Eli, Areal Santa Helena","50","50",NA,"Árvore de 5 metros de altura e PAP de 24 cm","RFA23629",NA,"Guapimirim","-42.909444","-22.536944",NA,"42º54'34''W","22º32'13''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-06-29 11:31:36-03","UFRJ","RFA","19699","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","pisiformis","Eugenia pisiformis","Cambess.","A. Gianetta","P. Occhioni","8670","1978","12","20",NA,"Brasil","Rio de Janeiro","Serra de Petrópolis",NA,NA,NA,"Arvoreta de 6 a 7 m de altura, fruto roxo","RFA16526",NA,"Petrópolis","-43.1786003112793","-22.5049991607666",NA,NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-06-29 11:31:37-03","UFRJ","RFA","4616","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","sericea","Eugenia sericea","O.Berg","D. Legrand","P. Occhioni","399","1945","09","27",NA,"Brasil","Rio de Janeiro","Vista Chinesa, Serra Carioca",NA,NA,NA,"Árvore mediana, fruto encarnado","RFA46575",NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-06-29 11:31:38-03","UFRJ","RFA","17030","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","tinguyensis","Eugenia tinguyensis","Cambess.","G. M. Barroso","P. Occhioni","7724","1975","09","08",NA,"Brasil","Rio de Janeiro","Vale das Pedrinhas",NA,NA,NA,"Arvoreta de 6 a 7 m de altura, flor creme","RFA46546",NA,"Magé","-43.040599822998","-22.6527996063232",NA,NA,NA,"20531","auto","1988",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-06-29 11:31:38-03","UFRJ","RFA","15527","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","tinguyensis","Eugenia tinguyensis","Cambess.","M. Sobral","P. Occhioni","6320","1974","10","05",NA,"Brasil","Rio de Janeiro","Serra dos Órgãos, Dedo de Deus","800","800",NA,NA,"RFA46545",NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,"57442","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-06-29 11:31:38-03","UFRJ","RFA","15514","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","tinguyensis","Eugenia tinguyensis","Cambess.","M. Sobral","P. Occhioni","6289","1974","10","05",NA,"Brasil","Rio de Janeiro","Serra dos Órgãos, Morro Garrafão",NA,NA,NA,"Arvoreta, fruto maduro","RFA46544",NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-06-29 11:31:38-03","UFRJ","RFA","17135","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","tinguyensis","Eugenia tinguyensis","Cambess.","M. Sobral","P. Occhioni","7794","1975","10","30",NA,"Brasil","Rio de Janeiro","Serra dos Órgãos, próximo ao Soberbo",NA,NA,NA,"Arvoreta de 6 a 7 m, flores alvas","RFA46543",NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,"57442","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:45:53-03","EAO","IAN","26234","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myrtaceae","Eugenia","pisiformis","Eugenia pisiformis","Cambess.",NA,"Saint-Hilaire","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,"IAN026234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:45:53-03","EAO","IAN","20294","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myrtaceae","Eugenia","tinguyensis","Eugenia tinguyensis","Cambess.","Legrand, CDR","Black, GA; Schultes, RE","67","1946","08","24",NA,"Colômbia",NA,"Mata entre Urumuntum e Tacana, perto de Letícia.",NA,NA,NA,"Arbusto de 2m. de altura, ramificação esparsa.","IAN020294","IAN020294 IAN020294_e",NA,NA,NA,NA,NA,NA,NA,NA,"1957",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:45:53-03","EAO","IAN","26420","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myrtaceae","Eugenia","tinguyensis","Eugenia tinguyensis","Cambess.",NA,"Saint-Hilaire","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,"IAN026420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-10-09 11:21:13-03","UFBA","ALCB","54657","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","pisiformis","Eugenia pisiformis","Cambess.","Guedes, ML","Santana, DL; Loureiro, DM; Alves, L. de J.; Guedes, ML","413","2001","08","05","Southern America","Brasil","Bahia","Piemonte da Diamantina, Assentamento Engano",NA,NA,NA,"4,0m. Folhas coriáceas, discolores. Botões jovens. Ocasional.; arbustiva-arbórea.",NA,NA,"Caém","-40.139167","-11.108333",NA,"-40.139167","-11.108333",NA,NA,"2001","11",NA,NA,NA,NA,NA,NA,NA
"39","2019-10-09 11:21:13-03","UFBA","ALCB","58800","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","pisiformis","Eugenia pisiformis","Cambess.","Sobral, M","Mattos Silva, LA; Rocha, EA; Menezes, L","4131","2000","10","04","Southern America","Brasil","Bahia",NA,NA,NA,NA,"Arvorezinha, 4 m de altura. Flores j#?#sem pétalas e estames. Frutos jovens cor verde.","ALCB058030",NA,"Mucuri","-39.5508003234863","-18.0863990783691",NA,NA,NA,"78440","auto","2012","03",NA,NA,NA,NA,NA,NA,NA
"40","2019-10-09 11:21:13-03","UFBA","ALCB","88119","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","pisiformis","Eugenia pisiformis","Cambess.","Sobral, M","Silva, JM; Cordeiro, J; Poliquesi, CB","6101","2007","10","04","Southern America","Brasil","Paraná","Itaiacoca",NA,NA,NA,"Arbusto, 1 m , flor alvacenta.","ALCB058020",NA,"Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,"46557","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-10-09 11:21:13-03","UFBA","ALCB","129006","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","pisiformis","Eugenia pisiformis","Cambess.","Giaretta, A","Faria, JEQ; Vasconcelos, VNC; Stadnik, AMS","6300","2016","07","15","Southern America","Brasil","Rio de Janeiro","Margem da BR-101 entre Angra dos Reis e Paraty.","1","1",NA,"Cerca de 3 m de altura, caule soltando placas de ritidoma, botões florais verdes e frutos imaturos verdes; Restinga perturbada","ALCB046611","ALCB046611","Paraty","-44.637222","-23.047778",NA,"-44.637222","-23.047778",NA,NA,"2019","05","17",NA,NA,NA,NA,NA,NA
"42","2019-10-09 11:21:13-03","UFBA","ALCB","129034","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","pisiformis","Eugenia pisiformis","Cambess.","Giaretta, A","Faria, JEQ; Vasconcelos, TNC; Stadnik, AMS","6299","2016","07","15","Southern America","Brasil","Rio de Janeiro","Margem BR 101 entre Angra dos Reis e Paraty","1","1",NA,"ca 5 m de altura, caule soltando planas de ritidoma, botões florais verdes e frutos imaturos verdes; Floresta ombrófita","ALCB046544","ALCB046544","Paraty","-44.637222","-23.047778",NA,"-44.637222","-23.047778",NA,NA,"2019","05","17",NA,NA,NA,NA,NA,NA
"43","2019-10-09 11:21:13-03","UFBA","ALCB","54172","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","pisiformis","Eugenia pisiformis","Cambess.","Guedes, ML","Loureiro, DM; Alves, L. de J.; Guedes, ML; Santana, DL","221","2001","04","14","Southern America","Brasil","Bahia","Paraguaçu, Assentamento Reunidas Santa Fé",NA,NA,NA,"2,0m. Folhas coriáceas, discolores.",NA,NA,"Boa Vista do Tupim","-40.6","-12.65",NA,"-40.6","-12.65",NA,NA,"2001","09",NA,NA,NA,NA,NA,NA,NA
"44","2019-10-09 11:21:13-03","UFBA","ALCB","69963","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","pisiformis","Eugenia pisiformis","Cambess.","Sobral, M","Costa, MA; Guedes, ML; Carvalho, G; Campos, G","140","2006","01","29","Southern America","Brasil","Bahia","Recôncavo Sul",NA,NA,NA,"Árvore de ca 4,0m. Folhas coriáceas, discolores. Frutos imaturos, verdes.","ALCB058031",NA,"Amargosa","-39.6","-13.016667",NA,"-39.6","-13.016667",NA,NA,"2014","09",NA,NA,NA,NA,NA,NA,NA
