"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","stateProvince","county","locality","verbatimLongitude","verbatimLatitude","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","phylum","minimumElevationInMeters","maximumElevationInMeters","imagecode","dayIdentified","infraspecificEpithet","class","order","fieldNumber","individualCount"
"14","2021-03-31 13:41:09-03","MN","R","24869","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","crispum","Oncidium crispum","Brade, A.C.","11096","1929","06","02",NA,"Brasil",NA,NA,NA,NA,"Lodd.","Brade, A.C.",NA,NA,"Rio de Janeiro","Rio de Janeiro","Tijuca",NA,NA,"-43.2075004577637","-22.9027996063232","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-08-27 13:26:31-03","IAP","PACA-AGP","1716","PreservedSpecimen","Plantae","Orchidaceae","Brasilidium","crispum","Brasilidium crispum","C. Orth SJ",NA,"1933","02","04",NA,"Brasil",NA,NA,"Habitat: In silva, epiphytica Fenofase: flor","PACA001716","(Lodd. ex Lindl.) Campacci","J. Dutra, Pabst","1954","09","RS","Osório",NA,NA,NA,"-50.2696990966797","-29.8866996765137","27350","auto","Magnoliophyta",NA,NA,NA,"04",NA,"Liliatae","Orchidales",NA,NA
"16","2019-08-27 13:26:31-03","IAP","PACA-AGP","67570","PreservedSpecimen","Plantae","Orchidaceae","Brasilidium","crispum","Brasilidium crispum","R. M. Klein","7094","1967","01","17",NA,"Brasil",NA,NA,"Habitat: Epífito da mata","PACA067570","(Lodd. ex Lindl.) Campacci","Castro, J. B.","2016","06","SC","Florianópolis","Morro da Costa da Lagoa",NA,NA,"-48.5491981506348","-27.596700668335","27000","auto","Magnoliophyta",NA,NA,NA,"16",NA,"Liliatae","Orchidales",NA,NA
"17","2016-07-05 11:14:19-03","FFCLRP","LBMBP","371","S","Plantae","Orchidaceae","Oncidium","crispum","Oncidium crispum","L.M. Pansarin",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"Lodd.","E.R. Pansarin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-11-21 14:40:53-03","UFJF","CESJ","18048","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","crispum","Oncidium crispum","R. Mello-Silva","18048","1981","03","29","América do Sul","Brasil",NA,NA,"Epífita. Mata de beria de rio. Flores marmoreadas de marrom e amarelo.","CESJ018048","Lodd.","L. Krieger","1981","04","Minas Gerais","Santos Dumont",NA,NA,NA,"-43.5525016784668","-21.4566993713379","25699","auto","Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-11-06 09:56:49-03","UFOP","OUPR","13829","PreservedSpecimen","Plantae","Orchidaceae","Brasilidium","crispum","Brasilidium crispum","Badini, J.","s.n.","1982","03","16",NA,"Brasil",NA,NA,"Epifita. Erva. Flore cor de cobre com manchas marrom",NA,"(Lodd.) Campacci","Barros, F.; Vinhos, F.; Rodrigues, VT (LEFB)","2012",NA,"Minas Gerais","Ouro Preto","Mata das Granjeiras",NA,NA,"-43.5080986022949","-20.2875003814697","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-11-06 09:56:49-03","UFOP","OUPR","13828","PreservedSpecimen","Plantae","Orchidaceae","Brasilidium","crispum","Brasilidium crispum","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"Epifíta. Flores marrom",NA,"(Lodd.) Campacci","Barros, F.; Vinhos, F.; Rodrigues, VT (LEFB)","2012",NA,"Minas Gerais","Ouro Preto","Mata das Granjeiras",NA,NA,"-43.5080986022949","-20.2875003814697","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-11-06 09:56:49-03","UFOP","OUPR","25166","PreservedSpecimen","Plantae","Orchidaceae","Brasilidium","crispum","Brasilidium crispum","Ferreira, M.T.M.","28","2011","03","21",NA,"Brasil",NA,NA,"Epífita. Sepalas marrom. Pétalas laterias marrom. Labelo marrom com o centro amarelo. Floresta Estacional Semidecidual Altimontana, cercada por campo rupestre, acentuada declive, árvores com altura maxima de 8m. Episódios frequentes de neblina no per",NA,"(Lodd.) Campacci","Viana, P.L.","2011","04","Minas Gerais","Ouro Preto","Serra da Brígida, Parque Natural Municipal das Andorinhas",NA,NA,"-43.5080986022949","-20.2875003814697","44599","auto",NA,NA,NA,NA,"11",NA,NA,NA,NA,NA
"22","2020-10-14 10:03:57-03","FURB","FURB","23838","PreservedSpecimen","Plantae","Orchidaceae","Brasilidium","crispum","Brasilidium crispum","Stival-Santos, A.; Legal, E. & Silveira, S.","2406","2010","04","06",NA,"Brasil",NA,NA,"Florística IFFSC 349 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; beira de estrada Habito: epífita;","FURB34534","(Lodd.) Campacci","Mancinelli, WS; Engels, ME; Smidt, EC","2012","04","Santa Catarina","Angelina","Linha do Chaves.","-48.9600000","-27.5400000","-48.96","-27.54",NA,NA,NA,"718","718","FURB34534 FURB34534_1",NA,NA,NA,NA,NA,NA
"23","2019-11-08 08:54:13-03","FURB","FURB","37814","PreservedSpecimen","Plantae","Orchidaceae","Brasilidium","crispum","Brasilidium crispum","Caetano, J.O.",NA,"2012","01","07",NA,"Brasil",NA,NA,NA,"FURB02695","(Lodd.) Campacci","Caetano, JO","2012","01","Santa Catarina","Benedito Novo","Terreno de Ivo Werlich.","-49.4091667","-26.7866666","-49.4091667","-26.7866666",NA,NA,NA,"427","427","FURB02695","07",NA,NA,NA,NA,NA
"24","2020-04-27 16:10:56-03","UFES","VIES","21468","S","Plantae","Orchidaceae","Brasilidium","crispum","Brasilidium crispum","Zorzanelli, J.P.F.; Silva, A.E.","312","2012","01","20",NA,"Brasil",NA,NA,NA,"VIES021468","(Lodd.) Campacci","Couto, D.R.","2012","02","Espírito Santo","Iúna","Serra do Valentim.",NA,NA,"-41.5358009338379","-20.3458003997803","32198","auto",NA,NA,NA,"VIES021468","27",NA,NA,NA,NA,NA
"25","2020-04-27 16:10:56-03","UFES","VIES","21680","S","Plantae","Orchidaceae","Brasilidium","crispum","Brasilidium crispum","Dias, H.M.; Couto, D.R.","626","2012","03","06",NA,"Brasil",NA,NA,NA,"VIES021680","(Lodd.) Campacci","Couto, D.R.","2013","03","Espírito Santo","Mimoso do Sul","Pedra dos Pontões.",NA,NA,"-41.3664016723633","-21.0641994476318","29430","auto",NA,NA,NA,"VIES021680",NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:38:39-03","MBM","MBM","48935","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","crispum","Oncidium crispum","Hatschbach, G.","11149","1964","04","05","Southern America","Brazil",NA,NA,"Epífita.","MBM048935","Lindl.","Pabst, G.",NA,NA,"Paraná","Campina Grande do Sul","Serra do Espia",NA,NA,"-49.0553016662598","-25.3055992126465","55154","auto",NA,NA,NA,"MBM048935",NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:38:39-03","MBM","MBM","48934","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","crispum","Oncidium crispum","Hatschbach, G.","3002","1953","03","24","Southern America","Brazil",NA,NA,"Epífita.","MBM048934","Lindl.","Pabst, G.",NA,NA,"Paraná","Bocaiúva do Sul","Estrada de São Paulo, Boa Vista",NA,NA,"-49.1150016784668","-25.2061004638672","61623","auto",NA,NA,NA,"MBM048934 MBM048934_1",NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:38:39-03","MBM","MBM","359676","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","crispum","Oncidium crispum","Cordeiro, J.; Silva, J.M.; Silva, J.M.","3493","2010","03","06","Southern America","Brazil",NA,NA,"Epífita, flor amarela, com maculas marrom. Mata Atlântica","MBM359676","Lindl.","Cordeiro, J.","2010",NA,"São Paulo","São José do Barreiro","Serra da Bocaina",NA,NA,"-44.5699996948242","-22.6399993896484","30784","auto",NA,NA,NA,"MBM359676",NA,NA,NA,NA,NA,NA
"29","2015-09-03 19:29:22-03","MNHN","RECOLNAT_MNHN_P","P00437193","PreservedSpecimen",NA,"Orchidaceae","Oncidium","crispum","Oncidium crispum","Dusén, P.",NA,"1914","11","15",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00437193' target='other'> <mi>dwc_moreinfo</mi></a>","P00437193","Lodd.","Dusen",NA,NA,NA,NA,"Parana : Jaguariahyva",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P00437193_01",NA,NA,NA,NA,"15961",NA
"30","2015-09-03 19:29:22-03","MNHN","RECOLNAT_MNHN_P","P00437194","PreservedSpecimen",NA,"Orchidaceae","Oncidium","crispum","Oncidium crispum","Dusén, P.",NA,"1911","1","2",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00437194' target='other'> <mi>dwc_moreinfo</mi></a>","P00437194","Lodd.","Dusen",NA,NA,NA,NA,"Parana : Jaguariahyva",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P00437194_01",NA,NA,NA,NA,"11538",NA
"31","2015-09-03 19:29:22-03","MNHN","RECOLNAT_MNHN_P","P00437196","PreservedSpecimen",NA,"Orchidaceae","Oncidium","crispum","Oncidium crispum","Gardner, G.",NA,NA,NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00437196' target='other'> <mi>dwc_moreinfo</mi></a>","P00437196","Lodd.","Faber",NA,NA,NA,NA,"Serra des Orgâo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P00437196_01",NA,NA,NA,NA,NA,NA
"32","2015-09-03 19:29:22-03","MNHN","RECOLNAT_MNHN_P","P00437197","PreservedSpecimen",NA,"Orchidaceae","Oncidium","crispum","Oncidium crispum","Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00437197' target='other'> <mi>dwc_moreinfo</mi></a>","P00437197","Lodd.","Cogniaux",NA,NA,NA,NA,"Prov. de Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P00437197_01",NA,NA,NA,NA,"C2 138 bis",NA
"33","2015-09-03 19:39:33-03","MNHN","RECOLNAT_MNHN_P","P00562349","PreservedSpecimen",NA,"Orchidaceae","Oncidium","crispum","Oncidium crispum","Harley, R.M.|Stannard, B.|Nic Lughadha, E.|Quieroz, R.F.",NA,"1992","2","15",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00562349' target='other'> <mi>dwc_moreinfo</mi></a>","P00562349","Lodd.","Toscano de Brito",NA,NA,NA,NA,"Bahia, mun. Abaira: Campode Ouro Fino (baixo). Riacho de Barra.",NA,NA,"-41.9","13.25",NA,NA,NA,"1600","1700","P00562349_01",NA,NA,NA,NA,"H 52079",NA
"34","2020-12-11 11:44:20-03","UFMG","BHCB","26103","PreservedSpecimen","Plantae","Orchidaceae","Brasilidium","crispum","Brasilidium crispum","Teixeira, WA","s.n.","1994","01","29","Southern America","Brasil",NA,NA,"epífita em campo rupestre. Flores cor de carameloe parte central do labelo amarela.",NA,"(Lodd.) Campacci",NA,NA,NA,"Minas Gerais","Itabirito","Pico do Itabirito. Morro do Galinheiro",NA,NA,"-43.801399230957","-20.2532997131348","20553","auto","Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-11 11:44:20-03","UFMG","BHCB","62352","PreservedSpecimen","Plantae","Orchidaceae","Brasilidium","crispum","Brasilidium crispum","Mota, RC da; Marques, A","358","2001","02","01","Southern America","Brasil",NA,NA,"Erva epífita crescendo em mata nebular; flores amarelas com várias máculas castanhas.",NA,"(Lodd.) Campacci",NA,NA,NA,"Minas Gerais","Caeté","Serra da Piedade",NA,NA,"-43.6697006225586","-19.8799991607666","22051","auto","Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2008-05-27 22:02:00-03","MO","MOBOT","1678668","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","crispum","Oncidium crispum","Howard S. Irwin|et al.","Irwin 28568","1970","3","29","South America","Brazil",NA,NA,NA,NA,"G. Lodd.",NA,NA,NA,"Minas Gerais",NA,"Epiphyte, the inflorescences to ca. 50 Cm. Tall. Perianth dark yellow-brown, The labellum yellow at base. Tree branches, gallery shade. Cerrado on outcrops, Brejo, and gallery forest, ca. 7 Km. N of sao joao da chapada, road to campo do Sampaio",NA,NA,NA,NA,NA,NA,NA,"1150.00000000",NA,NA,NA,NA,NA,NA,NA,NA
"37","2012-04-24 10:09:00-03","MO","MOBOT","2482286","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","crispum","Oncidium crispum","Per Dusén|R. Lauge","Dusén 7400",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"G. Lodd.",NA,NA,NA,"Paraná",NA,"Ipiranga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2009-07-17 17:34:00-03","MO","MOBOT","2833711","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","crispum","Oncidium crispum","Per Dusén","Dusén 11538","1911","2","1","South America","Brazil",NA,NA,NA,NA,"G. Lodd.","Pabst",NA,NA,"Paraná",NA,"Yaguariahyva, in silvecla cult.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2011-02-10 10:23:00-02","MO","MOBOT","2834198","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","crispum","Oncidium crispum","George Gardner","Gardner 638","1837","7",NA,"South America","Brazil",NA,NA,NA,NA,"G. Lodd.","Pabst",NA,NA,NA,NA,"Argan Mountains.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2008-05-27 22:02:00-03","MO","MOBOT","2834169","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","crispum","Oncidium crispum","Per Dusén","Dusén 15961","1914","11","15","South America","Brazil",NA,NA,NA,NA,"G. Lodd.","Pabst",NA,NA,"Paraná",NA,"Faguariahyva in silvula ad trunc arb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2015-08-13 05:50:00-03","MO","MOBOT","2834227","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","crispum","Oncidium crispum","R.M. Harley","Harley 52079","1992","2","15","South America","Brazil",NA,NA,NA,NA,"G. Lodd.","A. Toscano de Brito",NA,NA,"Bahia",NA,"Abaíra: Campo de Ouro Fino (baixo). Riacho de Barra.",NA,NA,NA,NA,NA,NA,NA,"1600.00000000","1700.00000000",NA,NA,NA,NA,NA,NA,NA
"42","2020-07-10 09:48:28-03","MBML","MBML-HERBARIO","4327",NA,"Plantae","Orchidaceae","Oncidium","crispum","Oncidium crispum","H. Q. Boudet Fernandes",NA,"1987","12","12",NA,"Brasil",NA,NA,"Álcool","MBML004327","Lodd.",NA,NA,NA,"Espírito Santo","Santa Teresa","Museu de Biologia Mello Leitão, (Procedência desconhecida)","40W36'0","19S56'10","-40.6","-19.936111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2014-11-06 16:18:30-02","UFPB","EAN","9449","S","Plantae","Orchidaceae","Oncidium","aff. crispum","Oncidium aff. crispum","L. P. Felix ; W. Saners","9350","1999","02","08",NA,"Brasil",NA,NA,"Segmentos vegetativos avermelhados. Locais sombrios, no interior da Mata..Habitat: Epífita",NA,"Lodd.",NA,NA,NA,"Espirito Santo","Domingos Martins","Parque estadual da Pedra Azul",NA,NA,"-40.6592","-20.3633","48150","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-09-12 05:00:02-03","US","US","1932607","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","crispum","Oncidium crispum","L. O. Williams","5792","1945","2","28","South America - Neotropics","Brazil",NA,NA,NA,"US00026121",NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600","1600","US00026121_01",NA,NA,"Monocotyledonae","Orchidales",NA,"1"
"45","2020-09-12 05:00:02-03","US","US","2141228","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","crispum","Oncidium crispum","L. B. Smith","6217","1952","3","14","South America","Brazil",NA,NA,NA,"US00026120",NA,NA,NA,NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","700","US00026120_01",NA,NA,"Monocotyledonae","Orchidales",NA,"1"
"46","2020-09-12 05:00:02-03","US","US","2579790","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","crispum","Oncidium crispum","M. Kuhlmann","s.n.","1954","12",NA,"South America - Neotropics","Brazil",NA,NA,NA,"US00026116",NA,NA,NA,NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US00026116_01",NA,NA,"Monocotyledonae","Orchidales",NA,"1"
"47","2020-09-12 05:00:02-03","US","US","2279720","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","crispum","Oncidium crispum","R. Reitz & R. M. Klein","5576","1957","11","6","South America","Brazil",NA,NA,NA,"US00026118",NA,NA,NA,NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"600","600","US00026118_01",NA,NA,"Monocotyledonae","Orchidales",NA,"1"
"48","2020-09-12 05:00:02-03","US","US","2141227","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","crispum","Oncidium crispum","L. B. Smith","6217","1952","3","14","South America","Brazil",NA,NA,NA,"US00026119",NA,NA,NA,NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","700","US00026119_01",NA,NA,"Monocotyledonae","Orchidales",NA,"1"
"49","2020-09-12 05:00:02-03","US","US","2838396","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","crispum","Oncidium crispum","H. S. Irwin","28568","1970","3","29","South America - Neotropics","Brazil",NA,NA,NA,"US00026117",NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US00026117_01",NA,NA,"Monocotyledonae","Orchidales",NA,"1"
"50","2020-09-12 05:00:02-03","US","US","1592442","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","crispum","Oncidium crispum","D. Cochran","s.n.","1935","3",NA,"South America - Neotropics","Brazil",NA,NA,NA,"US00026115",NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US00026115_01",NA,NA,"Monocotyledonae","Orchidales",NA,"1"
"51","2020-05-05 15:37:12-03","F","FMNH-SEEDPLANTS","V0434290F","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","crispum","Oncidium crispum","H. S. Irwin","28568","1970","3","29","South America","Brazil",NA,NA,NA,"V0434290F",NA,"G. Pabst",NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,"V0434290F_01 V0434290F_02",NA,NA,"Monocotyledoneae",NA,"28568",NA
"52","2019-07-09 12:43:55-03","F","FMNH-SEEDPLANTS","V0434291F","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","crispum","Oncidium crispum","P. Dusén","2","1910","12","5","South America","Brazil",NA,NA,NA,"V0434291F",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"Spermatophyta",NA,NA,"V0434291F_01",NA,NA,"Monocotyledoneae",NA,NA,NA
"53","2019-07-09 12:44:28-03","F","FMNH-SEEDPLANTS","V0451123F","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","crispum","Oncidium crispum","J. Cuatrecasas","23564","1947","1","31","South America","Colombia",NA,NA,NA,"V0451123F",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-72.8667","3.8811",NA,NA,"Spermatophyta",NA,NA,"V0451123F_01",NA,NA,"Monocotyledoneae",NA,NA,NA
"54","2020-08-20 20:37:50-03","UFSC","FLOR","1740","PreservedSpecimen","Plantae","Orchidaceae","Brasilidium","crispum","Brasilidium crispum","Klein, R.M.","7094","1967","01","17",NA,"Brasil",NA,NA,"epífito, flor marron e amarelo","FLOR0001740","(Lodd.) Campacci","Pabst, G.","1968",NA,"Santa Catarina","Florianópolis","Morro da Lagoa Ilha de Santa Catarina.",NA,NA,"-48.5491981506348","-27.596700668335","27000","auto",NA,"200","200",NA,NA,NA,NA,"Asparagales",NA,NA
