"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","locality","occurrenceRemarks","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","phylum","order","recordNumber","continentOcean","preparationType","fieldNumber","class","individualCount","relatedCatalogItem","previousCatalogNumber","sex","typeStatus"
"48","2015-09-16 05:13:33-03","MNHN","RECOLNAT_MNHN_P","P00436639","PreservedSpecimen",NA,"Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.",NA,NA,NA,NA,"Glaziou, A.","1883","7","11","Brésil",NA,NA,NA,NA,NA,NA,"P00436639","P00436639_01","Serra de Bica, près de Cascadura (prov. Rio de Janeiro)","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00436639' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
"49","2020-12-11 11:44:47-03","UFMG","BHCB","186928","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.",NA,"2016","12",NA,"Batista, JAN","2016","12","31","Brasil",NA,NA,NA,NA,NA,NA,"BHCB186928",NA,NA,"Procedência desconhecida; presumivelmente de Minas Gerais. Adquirida durante a 37ª Feira Nacional de Orquídeas realizada no Minascentro em 10/2016.#?#; Erva epifita. Sépalas brancas com um linha longitudinal central verde; pétalas branc",NA,NA,NA,NA,"Monocotyledon",NA,"3436","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-02-11 17:20:59-03","UFPR","UPCB","85448","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","cf. myrticola","Ornithocephalus cf. myrticola","Lindl.","Cabral, M.R.",NA,NA,NA,"Cabral, M.R.",NA,NA,NA,"Brasil","Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,"Amostra conservada em solução de glicerina com álcool..",NA,NA,"17082","auto",NA,NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-02-11 17:20:59-03","UFPR","UPCB","83282","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Toscano de Brito, A.L.V.","2015","07","24","Toscano de Brito, A.L.V.","2015","03","13","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Sem localidade.","Adquirida do Orquidário Catarinense Alvim Seidel, Corupá, Santa Catarina, fl. cult. Curitiba, 13/03/2015.",NA,NA,NA,NA,NA,NA,"3337",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-02-11 17:20:59-03","UFPR","UPCB","85884","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Smidt, E.C.","2010","01","15","Smidt, E.C.","2010","01","15","Brasil","São Paulo","Caraguatuba",NA,NA,NA,NA,NA,NA,"Morro do Santo Antônio",NA,NA,NA,NA,NA,NA,NA,"974",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-02-11 17:20:59-03","UFPR","UPCB","84520","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Royer, C.A.","2016","01","27","Royer, C.A.","2016","01","27","Brasil","Santa Catarina","Benedito Novo","-49.3643989562988","-26.7828006744385",NA,NA,NA,NA,NA,"DNA preservado. .",NA,NA,"20912","auto",NA,NA,"114",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-02-11 17:20:59-03","UFPR","UPCB","42093","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Cervi, A.C.","2000","03","03","Cervi, A.C.","2000","01","22","Brasil","Santa Catarina","Itapema","-48.611400604248","-27.0902996063232",NA,NA,NA,NA,"Bairro Sertão","Epífita com flores alvas. Interior da floresta ombrófila densa de terras baixas. Alt. 20m..",NA,NA,"9090","auto",NA,NA,"6987",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2018-06-22 05:25:00-03","MO","MOBOT","2482617","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.",NA,NA,NA,NA,"Pe. Raulino Reitz",NA,NA,NA,"Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,"Ibirama",NA,NA,NA,NA,NA,NA,NA,"Reitz 1618","South America",NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-07-10 09:48:28-03","MBML","MBML-HERBARIO","13953",NA,"Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.",NA,NA,NA,NA,"L. Kollmann","2001","01","30","Brasil","Espírito Santo","Santa Teresa","-40.530278","-19.971389","40W31'49","19S58'17","MBML013953",NA,"Estação Biológica de Santa Lúcia","Epífita na sombra. Sépalas e pétalas brancas com listras verdes. Labelo verde com calos amarelos.",NA,NA,NA,NA,NA,NA,"3552",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-07-10 09:48:28-03","MBML","MBML-HERBARIO","16331",NA,"Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","L. Kollmann/12-03-2002",NA,NA,NA,"L. Kollmann; et al","2002","03","12","Brasil","Espírito Santo","Santa Teresa","-40.553056","-19.9075","40W33'11","19S54'27","MBML016331","MBML016331","Reserva Biológica Augusto Ruschi - Nova Lombardia","Epífita na sombra. Flores brancas e verdes.",NA,NA,NA,NA,NA,NA,"5640",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-07-10 09:48:28-03","MBML","MBML-HERBARIO","31437",NA,"Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","L. Kollmann/09-08-2007",NA,NA,NA,"L. Kollmann; A. P. Fontana","2007","08","09","Brasil","Espírito Santo","Santa Teresa","-40.530278","-19.971389","40W31'49","19S58'17","MBML031437",NA,"Estação Biológica de Santa Lúcia","Epífita. Fruto verde.","570","570",NA,NA,NA,NA,"10015",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-07-10 09:48:28-03","MBML","MBML-HERBARIO","33660",NA,"Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.",NA,NA,NA,NA,"L. Kollmann; et al","2008","02","16","Brasil","Espírito Santo","Cariacica","-40.481944","-20.3025","40W28'55","20S18'9","MBML033660",NA,"Reserva Biológica Duas Bocas","Epífita na sombra, sépalas e pétalas brancas, labelo branco com o calo verde. Material prensado em álcool.",NA,NA,NA,NA,NA,NA,"10670",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-07-10 09:48:28-03","MBML","MBML-HERBARIO","24313",NA,"Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","A. P. Fontana/21-02-2005",NA,NA,NA,"A. P. Fontana","2005","02","21","Brasil","Espírito Santo","Santa Teresa","-40.6002998352051","-19.9356002807617",NA,NA,"MBML024313",NA,"Rio Bonito","Epífita, flores com sépalas e pétalas brancas com nervuras verdes, labelo branco e proximo aos calos cinco linhas verdes, calos amarelos. Base do labelo, inflorescência e dorso das sépalas e pétalas com pelos brancos. Coluna verde.",NA,NA,"23813","auto",NA,NA,"1123",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-07-10 09:48:28-03","MBML","MBML-HERBARIO","42986",NA,"Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","G. Chiron",NA,NA,NA,"Chiron","2009",NA,NA,"Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"MBML042986",NA,"Biriricas",NA,NA,NA,"48150","auto",NA,NA,"9608",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-09-12 05:00:02-03","US","US","2279661","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.",NA,NA,NA,NA,"R. Reitz & R. M. Klein","1954","3","2","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"US00393511","US00393511_01",NA,NA,NA,NA,NA,NA,NA,"Orchidales","1618","South America",NA,NA,"Monocotyledonae","1",NA,NA,NA,NA
"63","2020-09-12 05:00:02-03","US","US","2141206","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.",NA,NA,NA,NA,"L. B. Smith & R. Reitz","1952","2","26","Brazil",NA,NA,NA,NA,NA,NA,"US00393509","US00393509_01",NA,NA,NA,NA,NA,NA,NA,"Orchidales","5853","South America - Neotropics",NA,NA,"Monocotyledonae","1",NA,NA,NA,NA
"64","2021-03-25 13:53:06-03","UNIVILLE","JOI","14782","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Mancinelli, W. S.","2009","04","28","Mancinelli, W.S.","2009","04","28","Brasil","Santa Catarina","Governador Celso Ramos","-48.5592002868652","-27.3146991729736",NA,NA,"JOI014782",NA,"Gauchos.","; HABITO: Epífita","30","30","13751","auto",NA,NA,"891",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-25 13:53:06-03","UNIVILLE","JOI","16138","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Mancinelli, W. S.","2015","03","14","Mancinelli, W.S.","2015","03","14","Brasil","Santa Catarina","Joinville","-48.8456001281738","-26.3043994903564",NA,NA,"JOI016138",NA,"Morro da Tromba.","; HABITO: Epífita; TIPO VEGETACIONAL: Floresta submontana","200","200","37150","auto",NA,NA,"1515",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-10-07 09:20:06-03","UEFS","HUEFS","133716","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Estevinho, Toscano de Brito & Smidt","2015","09",NA,"Brito, A.T.","2008","02","27","Brasil","Santa Catarina","Corupá","-49.2430992126465","-26.4253005981445",NA,NA,"HUEFS0133716","HUEFS0133716","Planta cultivado pelo Orquidário Alvim Seidel.",NA,NA,NA,"23917","auto","Angiospermae","Asparagales","2415",NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA
"67","2020-07-23 12:17:24-03","CEPLAC","CEPEC","102403","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola",NA,"A. Toscano",NA,NA,NA,"W. W. Thomas","2001","02","09","Brasil","Bahia","POÇÕES","-40.336944","-14.611111","40W20'13","14S36'40",NA,NA,"Fazenda Boa Esperança (Sr. Lucau Vitória), 7,5Km ao S de Morrinhos (com 6.1Km a E de Poções na Rod. p/ Ilhéus).",NA,NA,NA,NA,NA,NA,NA,"13949",NA,NA,NA,NA,NA,"18/06/2008",NA,NA,NA
"68","2020-07-23 12:17:24-03","CEPLAC","CEPEC","125770","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola",NA,"L. Kollmann",NA,NA,NA,"L. Kollmann","2008","02","16","Brasil","Espírito Santo","cariacica","-40.481944","-20.3025","40W28'55","20S18'9",NA,NA,"Reserva Biológica Duas Bocas. Mata na beira da estarda para a localidade de Alegre.",NA,NA,NA,NA,NA,NA,NA,"10670",NA,NA,NA,NA,NA,"30/12/2008",NA,NA,NA
"69","2019-11-13 16:04:59-03","UNISANTA","HUSC","11470","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","cf. myrticola","Ornithocephalus cf. myrticola","Lindl.","Jader Caetano","2015",NA,NA,"Art, J.","2015",NA,NA,"Brasil","Minas Gerais","São Thomé das Letras","-44.9852981567383","-21.7222003936768",NA,NA,NA,NA,NA,"fotografada",NA,NA,"16076","auto","Magnoliophyta",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2016-08-23 09:45:45-03","NHMLondon","NHM-LONDON-BOT","BM000015014","S","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.",NA,NA,NA,NA,"John Miers; b.1789; d.1879; Miers","1845",NA,NA,"Brasil",NA,NA,"-53.08982","-10.773109","-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4618004",NA,NA
"71","2019-11-01 15:15:30-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Pabst, G","1957","04","14","Heringer, EP","1957","01","05","Brasil","Minas Gerais","Paraopeba","-44.4042015075684","-19.2744007110596",NA,NA,"UB0018932","UB0018932","Boi na Corda, margem do Paraopeba",NA,NA,NA,"26090","auto","Monocotyledonae",NA,"5507","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-11-01 15:15:30-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Pabst, G","1970","08","03","Belém, RP; Pinheiro, RS","1966","09","28","Brasil","Bahia","Eunápolis","-39.5802993774414","-16.3775005340576",NA,NA,"UB0018930","UB0018930","Rodovia BR-5, 16.0 km S de Eunápolis. Plantação de cacau","Epífita. Flores brancas com listas verdes, labelo amarelo colecionado em líquido",NA,NA,"37596","auto","Monocotyledonae",NA,"2674","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-08-20 20:37:56-03","UFSC","FLOR","41649","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Lenzi, M.","2011",NA,NA,"Lenzi, M.","2010","05","01","Brasil","Santa Catarina","Palhoça","-48.653056","-27.800556","48º39'11''W","27º48'2''S","FLOR0041649","FLOR0041649",NA,"holoepífito. Planta cultivada após coleta até o florescimento, que se observou nos meses de setembro a dezembro.","100","100",NA,NA,NA,"Asparagales","101",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-08-20 20:37:56-03","UFSC","FLOR","50777","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Stival-Santos, A.","2012",NA,NA,"Stival-Santos, A.; Mancino, L.","2012","02","28","Brasil","Santa Catarina","Içara","-49.225278","-28.734167","49º13'31''W","28º44'3''S","FLOR0050777","FLOR0050777","Fazenda Esperança, às margens da rodovia BR-101 km 376.","epífita, flor brancas, labelo amarelo, Fruto Imaturo. Encontrada no fragmento Içara 1 , comum; FOD terras baixas.","17","17",NA,NA,NA,"Asparagales","3367",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-08-20 14:54:49-03","UFSC","FLOR","54465","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Mello, A.S.","2012","03","08","Nuernberg, A.; Mello, A.S.; Weber, P. & Lufchitz, A.","2012","03","08","Brasil","Santa Catarina","Bombinhas","-48.5525","-27.1875","48º33'9''W","27º11'15''S","FLOR0054465","FLOR0054465","Área de Relevante Interesse Ecológico (ARIE) Costeira de Zimbros.","epífita, flores brancas com verde. Coordenadas aproximadas.","2","2",NA,NA,NA,"Asparagales","650",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-08-20 14:54:49-03","UFSC","FLOR","61578","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Funez, L.A.","2016","02","03","Blanco, G.D.; Carmes, A.A.","2015","09","24","Brasil","Santa Catarina","Palhoça","-48.661111","-27.806944","48º39'40''W","27º48'25''S","FLOR0061578",NA,"Aldeia Morro dos Cavalos.","Epífita, inflorescência amarela branca e verde, com tricomas, mimetismo de mosca. Habitat: Mata, de borda","48","48",NA,NA,NA,"Asparagales","65",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-08-20 14:54:49-03","UFSC","FLOR","1742","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Estevinho, T.F; Smidt, E.C.; Toscano de Brito, A.L.V.","2015","09",NA,"Klein, R.M.","1967","02","14","Brasil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,"FLOR0001742","FLOR0001742","Morro do Ribeirão, Ilha de Santa Catarina.","epífito, flor branca Habitat: Mata","250","250","27000","auto",NA,"Asparagales","7169",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-08-20 20:37:56-03","UFSC","FLOR","3865","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Pabst, G.","1976",NA,NA,"Klein, R.M.","1969","02","14","Brasil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,"FLOR0003865","FLOR0003865","Morro do Ribeirão, Ilha de Santa Catarina.","epífita, flor branca","200","200","27000","auto",NA,"Asparagales","8197",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-08-20 20:37:56-03","UFSC","FLOR","2550","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Pabst, G.","1971",NA,NA,"Bresolin, A.","1971","02","04","Brasil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,"FLOR0002550","FLOR0002550","Pântano do Sul, Ilha de Santa Catarina.","epífito. Floresceu em cultivo.","250","250","27000","auto",NA,"Asparagales","136",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-08-20 20:37:56-03","UFSC","FLOR","3314","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Pabst, G.","1974",NA,NA,"Bresolin, A.","1972","03","20","Brasil","Santa Catarina","Governador Celso Ramos","-48.5592002868652","-27.3146991729736",NA,NA,"FLOR0003314","FLOR0003314","Vargem do Macário.","epífito, flor branca","5","5","13751","auto",NA,"Asparagales","529",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-08-20 14:54:49-03","UFSC","FLOR","3969","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Pabst, G.","1975","10","20","Klein, R.M.; Bresolin, A.","1973","02","20","Brasil","Santa Catarina","Imaruí","-48.8199996948242","-28.3414001464844",NA,NA,"FLOR0003969","FLOR0003969","Águas Mornas.","epífita, flor creme","100","100","29971","auto",NA,"Asparagales","10869",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-08-20 14:54:49-03","UFSC","FLOR","52163","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Mello, A.S.","2009","03","03","Mello, A.S.; et alii","2009","03","03","Brasil","Santa Catarina","Itapema","-48.611400604248","-27.0902996063232",NA,NA,"FLOR0052163","FLOR0052163","Ilhota.","epífita sobre Maclura tinctoria. Epífita sobre Maclura tinctoria, em encosta íngreme.",NA,NA,"9090","auto",NA,"Asparagales","510",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-08-20 20:37:56-03","UFSC","FLOR","38667","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Matos, J.Z. de","2006",NA,NA,"Matos, J.Z. de","2006","02","01","Brasil","Santa Catarina","Santo Amaro da Imperatriz","-48.7785987854004","-27.6881008148193",NA,NA,"FLOR0038667","FLOR0038667","Área do Hotel Plaza Caldas da Imperatriz.","epifítico, flor branca com veios verdes",NA,NA,"22435","auto",NA,"Asparagales","13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-08-20 14:54:49-03","UFSC","FLOR","8255","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Venturi, S.","1976","11","03","Reis, A.","1976","01","01","Brasil","Santa Catarina","Tijucas","-48.6335983276367","-27.2413997650146",NA,NA,"FLOR0008255","FLOR0008255","Landizal, beira da BR 101.","epífita, flor amarela com estrias verdes",NA,NA,"19338","auto",NA,"Asparagales","59",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2017-09-11 17:12:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Ornithocephalus","chloroleucus","Ornithocephalus chloroleucus","Rchb.f.",NA,NA,NA,NA,"Schiller, S",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Habitat in Brasilia loco accurato haud indicato",NA,NA,NA,NA,NA,NA,NA,"s.n.(Hort.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"86","2017-09-11 17:12:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Ornithocephalus","chloroleucus","Ornithocephalus chloroleucus","Rchb.f.",NA,NA,NA,NA,"Schiller, S",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Habitat in Brasilia loco accurato haud indicato",NA,NA,NA,NA,NA,NA,NA,"s.n.(Hort.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"87","2017-09-11 17:12:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.",NA,NA,NA,NA,"Kuntze, O",NA,NA,NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA,"P03P6N0048","Etiam in Bolivia secus Rio Juntas altit. 800m","Floret Maio",NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"88","2017-09-11 17:12:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.",NA,NA,NA,NA,"Kuntze, O",NA,NA,NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA,"P03P6N0048","Etiam in Bolivia secus Rio Juntas altit. 800m","Floret Maio",NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"89","2017-09-11 17:12:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.",NA,NA,NA,NA,"Comm. Geogr.Geol. S. Paulo",NA,NA,NA,"Brazil","São Paulo",NA,NA,NA,NA,NA,NA,"P03P6N0048","in prov. S. Paulo",NA,NA,NA,NA,NA,NA,NA,"2868","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"90","2017-09-11 17:12:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.",NA,NA,NA,NA,"Descourtilz, ME",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"P03P6N0048","in Myrtaceis prope Bom Jesus de Bananal",NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"91","2017-09-11 17:12:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.",NA,NA,NA,NA,"Glaziou, AFM",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"P03P6N0048","ad Carcadma prope Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"14325?a","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"92","2017-09-11 17:12:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.",NA,NA,NA,NA,"Descourtilz, ME",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"P03P6N0048","in Myrtaceis prope Bom Jesus de Bananal",NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"93","2017-09-11 17:12:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.",NA,NA,NA,NA,"Glaziou, AFM",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"P03P6N0048","Habitat in arboribus prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"16377?a","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"94","2017-09-11 17:12:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.",NA,NA,NA,NA,"Glaziou, AFM",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"P03P6N0048","ad Carcadma prope Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"14325a","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"95","2017-09-11 17:12:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.",NA,NA,NA,NA,"Schenck, H",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"P03P6N0048","in prov. S. Catharina prope Desterro",NA,NA,NA,NA,NA,NA,NA,"655","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"96","2017-09-11 17:12:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.",NA,NA,NA,NA,"Glaziou, AFM",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"P03P6N0048","Habitat in arboribus prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"16377a","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"97","2017-09-11 17:12:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.",NA,NA,NA,NA,"Comm. Geogr.Geol. S. Paulo",NA,NA,NA,"Brazil","São Paulo",NA,NA,NA,NA,NA,NA,"P03P6N0048","in prov. S. Paulo",NA,NA,NA,NA,NA,NA,NA,"2868?","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"98","2017-09-11 17:12:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.",NA,NA,NA,NA,"Schenck, H",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"P03P6N0048","in prov. S. Catharina prope Desterro",NA,NA,NA,NA,NA,NA,NA,"655","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"99","2017-09-11 17:12:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Ornithocephalus","pygmaeus","Ornithocephalus pygmaeus","Rchb.f. & Warm.",NA,NA,NA,NA,"Warming, JEB",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Habitat in sylvis supra arbores ad Lagoa Santa prov. Minas Geraes","Floret Januario - Februario",NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
