"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","relationshipType","fieldNumber","individualCount","sex"
"1932","2013-08-23 04:12:00-03","MO","MOBOT","3034694","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan riparius","Kük.","R. Carter","W.G. Herter","Herter 906d","1947","12","7","Uruguay","Canelones",NA,"Parque Plata. Assoc.: littor. Humid. aren. subsicc. ill.",NA,NA,NA,NA,"3.00000000","4.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"riparius",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1933","2020-08-01 18:19:23-03","UNESP-IBILCE","SJRP","08103","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Silva, M.R.","Silva, M.R.",NA,NA,NA,NA,"Brasil","São Paulo","José Bonifácio","entre córregos jacaré e fartura","-49.6800003051758","-21.0499992370605",NA,NA,NA,NA,"Herbácea, solo úmido;",NA,NA,NA,NA,NA,"América do Sul",NA,NA,"Tracheophyta","Poales",NA,"36198","auto","Liliopsida",NA,NA,NA,NA,NA,NA
"1934","2020-08-01 18:19:23-03","UNESP-IBILCE","SJRP","00031","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Hiene F. eiten","G. de Marinis & E.M.P. Martins",NA,NA,NA,NA,"Brasil","São Paulo","São José do Rio Preto","Estrada para Ipiguá","-49.3699989318848","-20.8199996948242",NA,NA,NA,NA,"Hidrófita até 1 m;",NA,NA,NA,NA,NA,"América do Sul",NA,NA,"Tracheophyta","Poales",NA,"20305","auto","Liliopsida",NA,NA,NA,NA,NA,NA
"1935","2020-08-01 18:19:23-03","UNESP-IBILCE","SJRP","13836","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","A.C. Araujo","L.T. Dombrowski",NA,NA,NA,NA,"Brasil","Paraná","Piraquara","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"Em campo com lagoa;",NA,NA,NA,NA,NA,"América do Sul",NA,NA,"Tracheophyta","Poales",NA,"12577","auto","Liliopsida",NA,NA,NA,NA,NA,NA
"1936","2020-08-01 18:19:23-03","UNESP-IBILCE","SJRP","13861","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","A.C. Araujo","L.T. Dombrowski & P. Scherer",NA,NA,NA,NA,"Brasil","Paraná","Piraquara","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"Em campo úmido, frequente.;",NA,NA,NA,NA,NA,"América do Sul",NA,NA,"Tracheophyta","Poales",NA,"12577","auto","Liliopsida",NA,NA,NA,NA,NA,NA
"1937","2020-08-01 18:19:23-03","UNESP-IBILCE","SJRP","00030","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","C. Moura","Giorgio de Marinis",NA,NA,NA,NA,"Brasil","São Paulo","São José do Rio Preto","represa","-49.3699989318848","-20.8199996948242",NA,NA,NA,NA,"Até 50 cm;",NA,NA,NA,NA,NA,"América do Sul",NA,NA,"Tracheophyta","Poales",NA,"20305","auto","Liliopsida",NA,NA,NA,NA,NA,NA
"1938","2020-08-01 18:19:23-03","UNESP-IBILCE","SJRP","18748","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.",NA,"P.G. Windisch",NA,NA,NA,NA,"Brasil","Mato Grosso","Campo Verde","rio casca","-55.1688995361328","-15.5466995239258",NA,NA,NA,NA,"Cerrado e vegetação arbórea junto a cachoeiras do rio;",NA,NA,NA,NA,NA,"América do Sul",NA,NA,"Tracheophyta","Poales",NA,"92328","auto","Liliopsida",NA,NA,NA,NA,NA,NA
"1939","2016-07-25 15:01:43-03","UNIOESTE","UNOP","3304","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Liesenfeld, V.","Liesenfeld, V.; Souza, T.; Cavali, A.P.; Bernardon, E.; Silva, S.M.; Souza, T.; Cavali, A.P.; Bernardon, E.; Silva, S.M.","13","2015","03","26","Brasil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"Herbácea. Folhas reduzidas à bainha, escapo triangular, inflorescência de cor avermelhada.",NA,NA,"2015","07","05",NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA
"1940","2015-05-20 10:34:24-03","UFERSA","MOSS","13162","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Ribeiro, A.R.O.","Lima, B.G. de","279","2008","06","22","Brasil","Ceará","Iguatu","Chapada Moura/ Faz. Elmo Moreno","-39.2425","-6.366667","39W14'33","6S22'00","266","266","erva; 10 a 20 cm; coletada em caatinga; substrato sedimentar; relevo plano; frequente; flor amarela.",NA,NA,"2010","12","02","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1941","2015-05-20 10:34:24-03","UFERSA","MOSS","12412","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Ribeiro, A.R.O.","Melo Soares, R.","67","2006","04","24","Brasil","Rio Grande do Norte","Natal","Projeto rio Jaguaribe.","-35.2094","-5.795",NA,NA,NA,NA,"coletado no mangue.",NA,NA,"2010","09","23","América do Sul",NA,NA,NA,NA,NA,"12751","auto",NA,NA,NA,NA,NA,NA,NA
"1942","2015-05-20 10:34:24-03","UFERSA","MOSS","9359","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Ribeiro, A.R.O.","Oliveira, R.C.","1202","1998","07","04","Brasil","Maranhão","Balsas","Agrovila Nova Carli, lote pivô central.","-46.617222","-8.549167","46W37'02","8S32'57","500","500","erva; coletada em trilha da mata de galeria em local saturado; frequente.",NA,NA,"2010","10","01","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1943","2015-05-20 10:34:24-03","UFERSA","MOSS","9726","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Ribeiro, A.R.O.","Ribeiro, A.R.O.","30","2007","11","02","Brasil","Rio Grande do Norte","Baía Formosa","entrada da vila da Praia do Sagi.","-34.979722","-6.465","34W58'47","6S27'54",NA,NA,"erva rizomatosa; coletada em campo úmido, margem de riacho; substrato orgânico, inundável; frequente.",NA,NA,"2008","11","05","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1944","2015-05-20 10:34:24-03","UFERSA","MOSS","9751","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Ribeiro, A.R.O.","Ribeiro, A.R.O.","55","2007","11","03","Brasil","Rio Grande do Norte","Canguaretama","Barra do Caunhaú, cerca de 3 km.","-35.062222","-6.328611","35W03'44","6S19'43","53","53","erva rizomatosa; coletada em campo úmido, plano, com predomínio de cyperaceae; latossolo argiloso; frequente.",NA,NA,"2008","11","05","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1945","2015-05-20 10:34:24-03","UFERSA","MOSS","3546","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Ribeiro, A.R.O.","Oliveira, O.F. de","1852","1981","05","25","Brasil","Rio Grande do Norte","Cel. João Pessoa","localidade Mata Redonda.","-38.383333","-6.266667","38W23'00","6S16'00","750","750","herbácea; coletada em plantação de arroz; solo areno-argiloso, pedregoso; frequente; flor verde.",NA,NA,"2009","01","20","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1946","2020-08-31 09:20:30-03","INPA","INPA","43739","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Koyama, TM","Junk, WJ","30","1974","04","14","Brasil","Amazonas","Manacapuru","Lago Parú, Lago parú, no rio Solimões.","-60.6206016540527","-3.29972004890442",NA,NA,NA,NA,NA,"INPA0043739","INPA0043739 INPA0043739_e INPA0043739_e1","1974",NA,NA,"Southern America",NA,NA,"Monocotyledon","Poales",NA,"112319","auto",NA,NA,NA,NA,NA,NA,NA
"1947","2020-08-31 09:20:29-03","INPA","INPA","114953","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Alves, MVS","Miranda, FEL de","625","1983","09","13","Brasil","Pará","Tucuruí","Santa Rosa, Campina de Santa Rosa.","-50.1246","-4.282211","-50.1246","-4.282211",NA,NA,NA,"INPA0114953","INPA0114953 INPA0114953_e","2009","09",NA,"Southern America",NA,NA,"Monocotyledon","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1948","2020-08-31 09:20:29-03","INPA","INPA","126200","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Koyama, TM","Plowman, T","12468","1982","12","14","Brasil","Amazonas","Tefé","Lago Tefé, northwest shore. Banks of lago Tefé and forest margin. Sedge on sandy shore.","-64.833333","-3.333333","-64.833333","-3.333333",NA,NA,NA,"INPA0126200","INPA0126200 INPA0126200_e INPA0126200_nd","1987",NA,NA,"Southern America",NA,NA,"Monocotyledon","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1949","2020-08-31 09:20:30-03","INPA","INPA","234727","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.",NA,"Barbosa, TMB","1104","2010","07","16","Brasil","Roraima","Caracaraí","Parque Nacional do Viruá","-60.985028","1.420917","-60.985028","1.420917","62","62",NA,"INPA0234727","INPA0234727 INPA0234727_e",NA,NA,NA,"Southern America",NA,NA,"Monocotyledon","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1950","2020-08-31 09:20:29-03","INPA","INPA","106026","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Janssen, AS","Janssen, AS","584","1981","08","04","Brasil","Amazonas","Humaitá","Humaitá, Igarapé Paniol, 2 Km ao norte da BR 230, Km 9.","-63.166667","-7.516667","-63.166667","-7.516667",NA,NA,NA,"INPA0106026","INPA0106026 INPA0106026_e","1982",NA,NA,"Southern America",NA,NA,"Monocotyledon","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1951","2020-08-31 09:20:29-03","INPA","INPA","109084","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Rodrigues, WA","Junk, WJ","INPA109084","1982","12","02","Brasil","Amazonas","Iranduba","IIha da Marchantaria, Iranduba, Ilha da Marchantaria.","-59.938889","-3.239167","-59.938889","-3.239167","7","7",NA,"INPA0109084","INPA0109084 INPA0109084_e","1984",NA,NA,"Southern America",NA,NA,"Monocotyledon","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1952","2020-08-31 09:20:29-03","INPA","INPA","109088","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Rodrigues, WA","Junk, WJ","INPA109088","1982","12","02","Brasil","Amazonas","Iranduba","IIha da Marchantaria, Iranduba, Ilha da Marchantaria.","-59.938889","-3.239167","-59.938889","-3.239167","7","7",NA,"INPA0109088","INPA0109088 INPA0109088_e","1984",NA,NA,"Southern America",NA,NA,"Monocotyledon","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1953","2020-08-31 09:20:29-03","INPA","INPA","116305","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Alves, MVS","Daly, DC","197","1980","09","22","Brasil","Maranhão",NA,"Km 155 of bR 316. Primary forest on terra firme with disturbed fringe. In mucky soil near stream.","-45.666667","-3","-45.666667","-3",NA,NA,NA,"INPA0116305","INPA0116305 INPA0116305_e","2009","09",NA,"Southern America",NA,NA,"Monocotyledon","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1954","2020-08-31 09:20:29-03","INPA","INPA","120316","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Davidse, G","Plowman, T","9091","1980","02","24","Brasil","Pará","Conceição do Araguaia","Conceição do Araguaia, 2 Km west of town along highway PA-287. Sedge in open marsh.","-49.3","-8.25","-49.3","-8.25","300","300",NA,"INPA0120316","INPA0120316 INPA0120316_e","1980",NA,NA,"Southern America",NA,NA,"Monocotyledon","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1955","2020-08-31 09:20:29-03","INPA","INPA","120317","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Davidse, G","Plowman, T","9091","1980","02","24","Brasil","Pará","Conceição do Araguaia","Conceição do Araguaia, 2 Km west of town along highway PA-287. Sedge in open marsh.","-49.3","-8.25","-49.3","-8.25","300","300",NA,"INPA0120317","INPA0120317 INPA0120317_e","1980",NA,NA,"Southern America",NA,NA,"Monocotyledon","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1956","2020-08-31 09:20:29-03","INPA","INPA","122970","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Alves, MVS","Plowman, T","9650","1980","03","16","Brasil","Pará","Tucuruí","Km 25 south of Represa Tucuruí on road (BR 422) to Breu Branco. In marshy area in white sand campina.","-49.733333","-3.866667","-49.733333","-3.866667","90","90",NA,"INPA0122970","INPA0122970 INPA0122970_e","2009","09",NA,"Southern America",NA,NA,"Monocotyledon","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1957","2021-01-10 20:52:12-03","INPA","INPA","124783","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.",NA,"Mota, CDA da","83-53","1983","09","28","Brasil","Acre","Rio Branco","Campus UFAC, Campus Universitário, capoeira várzea.","-67.865076","-9.9559","-67.865076","-9.9559",NA,NA,NA,"INPA0124783","INPA0124783 INPA0124783_e",NA,NA,NA,"Southern America",NA,NA,"Monocotyledon","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1958","2020-08-31 09:20:29-03","INPA","INPA","135366","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Silva, MG da","Silva, MG da","5387","1980","06","05","Brasil","Pará","Tucuruí","Estrada para Repartimento, km 25, Estrada para Repartimento, Km 25. Terreno úmido arenoso.","-49.7","-3.9","-49.7","-3.9",NA,NA,NA,"INPA0135366","INPA0135366 INPA0135366_e","1980",NA,NA,"Southern America",NA,NA,"Monocotyledon","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1959","2020-08-31 09:20:29-03","INPA","INPA","136515","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Maciel, UN","Maciel, UN","154","1978","12","05","Brasil","Pará","Santarém","Região do Tapajós, Próximo de Arimani, margem de igarapé de água clara.","-55.632347","-3.144086","-55.632347","-3.144086",NA,NA,NA,"INPA0136515","INPA0136515 INPA0136515_e","1979",NA,NA,"Southern America",NA,NA,"Monocotyledon","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1960","2020-08-31 09:20:29-03","INPA","INPA","151659","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Alves, MVS","Thomas, WW","5230","1986","06","28","Brasil","Amazonas",NA,"Cacaupereira: Savanna ca. 1-2 km inland. S of high water ferry","-60.116667","-3.183333","-60.116667","-3.183333",NA,NA,NA,"INPA0151659","INPA0151659 INPA0151659_e INPA0151659_e1","1999","11",NA,"Southern America",NA,NA,"Monocotyledon","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1961","2020-08-31 09:20:29-03","INPA","INPA","152401","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Alves, MVS","Hopkins, MJG","796","1986","06","17","Brasil","Roraima","Alto Alegre","Ilha de Maracá. Road between Estação and Boa Vista, Ilha de Maracá. On road between SEMA Estação and Boa Vista, 14 Km from Island. Savanna. Wooded edge of small lake.","-61.333333","3.3","-61.333333","3.3",NA,NA,NA,"INPA0152401","INPA0152401 INPA0152401_e","2009","09",NA,"Southern America",NA,NA,"Monocotyledon","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1962","2020-08-31 09:20:29-03","INPA","INPA","163850","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Alves, MVS","Sanaiotti, TM","74","1989","07","05","Brasil","Pará","Santarém","Alter do Chão, Península em frente a Alter-do-Chão.","-54.95","-2.483333","-54.95","-2.483333",NA,NA,NA,"INPA0163850","INPA0163850 INPA0163850_e INPA0163850_e1","1999","11",NA,"Southern America",NA,NA,"Monocotyledon","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1963","2020-08-31 09:20:29-03","INPA","INPA","18226","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Lowe, J","Prance, GT","2680","1966","10","18","Brasil","Amazonas","Manaus","Tarumã, Cachoeira Alta do Tarumã. Disturbed forest beside stream. Growing in swampy ground.","-60.03","-2.87","-60.03","-2.87",NA,NA,NA,"INPA0018226","INPA0018226 INPA0018226_e INPA0018226_e1","1981",NA,NA,"Southern America",NA,NA,"Monocotyledon","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1964","2020-08-31 09:20:30-03","INPA","INPA","182814","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Alves, MVS","Miranda, IS","983","1995","10","09","Brasil","Roraima",NA,"Maloca Cachoeirinha, Maloca Cachoeirinha. A noroeste de Normandia","-59.5","3.9","-59.5","3.9",NA,NA,NA,"INPA0182814","INPA0182814 INPA0182814_e INPA0182814_e1","1999","11","21","Southern America",NA,NA,"Monocotyledon","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1965","2020-08-31 09:20:29-03","INPA","INPA","150440","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Koyama, TM","Thomas, WW","3932","1985","09","20","Brasil","Mato Grosso","Sinop","7 km E of BR163 on road N of Rio Celeste (MT225)., 7 Km E of BR 163 on road N of Rio Celeste (MT 225), 51 Km S of Sinop. Riverine forest and marsh. in open marshy areas.","-55.533333","-12.3","-55.533333","-12.3",NA,NA,NA,"INPA0150440","INPA0150440 INPA0150440_e INPA0150440_e1","1986",NA,NA,"Southern America",NA,NA,"Monocotyledon","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1966","2020-08-31 09:20:30-03","INPA","INPA","212361","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Ramos, JF","Bautista, HP","UMS107","1997","01","04","Brasil","Bahia","Mucugê","Unidade de manejo Sustentável, área em torno da toca do administrador da Unidade, próximo à confluência do rio Mucugê com o rio Combuca.","-41.35","-12.983333","-41.35","-12.983333","970","970",NA,"INPA0212361","INPA0212361 INPA0212361_e INPA0212361_e1","2002","10",NA,"Southern America",NA,NA,"Monocotyledon","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1967","2020-08-31 09:20:30-03","INPA","INPA","221309","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Viana, PL","Viana, PL","2701","2007","05","04","Brasil","Amazonas","Canutama","Joana D'Arce, Campina ca. 20 km depois de Joana D'Arce, de estrada de barro. Formação savânica. Mancha de cerrado.","-64.360917","-8.657361","-64.360917","-8.657361","95","95",NA,"INPA0221309","INPA0221309 INPA0221309_e INPA0221309_e1","2008","06",NA,"Southern America",NA,NA,"Monocotyledon","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1968","2020-08-31 09:20:30-03","INPA","INPA","222336","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Costa, SM","Carvalho, FA de","961","2006","11","28","Brasil","Roraima","Caracaraí","Parque Nacional do Viruá, Beira da Estrada Perdida.","-61","1.28","-61","1.28",NA,NA,NA,"INPA0222336","INPA0222336 INPA0222336_e","2011","04",NA,"Southern America",NA,NA,"Monocotyledon","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1969","2020-08-31 09:20:30-03","INPA","INPA","247432","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Costa, SM","Bleich, ME","26","2010","08","13","Brasil","Mato Grosso","Alta Floresta","Bacia hidrográfica do rio Teles Pires, Igarapé próximo ao Rio Santa Helena, estrada de acesso ao município de Apiacás","-56.341111","-9.906639","-56.341111","-9.906639","244","244",NA,"INPA0247432","INPA0247432 INPA0247432_e INPA0247432_nd","2014","08",NA,"Southern America",NA,NA,"Monocotyledon","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1970","2020-08-31 09:20:30-03","INPA","INPA","247447","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Costa, SM","Bleich, ME","41","2011","09","19","Brasil","Mato Grosso","Alta Floresta","Bacia hidrográfica do rio Teles Pires, Igarapé de cabeceira na microbacia Mariana","-56.10975","-9.897278","-56.10975","-9.897278","263","263",NA,"INPA0247447","INPA0247447 INPA0247447_e INPA0247447_nd","2014","08",NA,"Southern America",NA,NA,"Monocotyledon","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1971","2020-08-31 09:20:30-03","INPA","INPA","247481","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Costa, SM","Bleich, ME","75","2010","08","13","Brasil","Mato Grosso","Alta Floresta","Bacia hidrográfica do rio Teles Pires, Igarapé próximo ao Rio Santa Helena, estrada de acesso ao município de Apiacás","-56.341111","-9.906639","-56.341111","-9.906639","244","244",NA,"INPA0247481","INPA0247481 INPA0247481_e INPA0247481_nd","2014","08",NA,"Southern America",NA,NA,"Monocotyledon","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1972","2020-08-31 09:20:30-03","INPA","INPA","262615","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Schneider, LJC","Mehlig, U","1039","2011","07","30","Brasil","Pará","Bragança","Engenho, área de retirada de areia ao norte da estrada Bragança-Augusto Corrêa (PA-454), aprox. 8 km de rua de Bragança. Solo de areia branca, com poças de água. Na água rasa","-46.695833","-1.049444","-46.695833","-1.049444",NA,NA,NA,"INPA0262615",NA,"2019","10",NA,"Southern America",NA,NA,"Monocotyledon","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1973","2020-08-31 09:20:30-03","INPA","INPA","32041","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Koyama, TM","Prance, GT","13825","1971","06","30","Brasil","Amazonas",NA,"Fortaleza Savanna, Rio Puciari, Fortaleza Savanna, Rio Puciari tributary of Rio Ituxi, 20 Km above mouth. In wet parts.","-64.76778","-7.28083","-64.76778","-7.28083",NA,NA,NA,"INPA0032041","INPA0032041 INPA0032041_e","1972",NA,NA,"Southern America",NA,NA,"Monocotyledon","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1974","2020-08-31 09:20:30-03","INPA","INPA","34236","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Lowe, J","Prance, GT","16017","1971","11","02","Brasil","Amazonas","São Gabriel da Cachoeira","Camanaus, Rio Negro above Camanaus. Black water flooded beach. Growing on wet sand by stream.","-66.9356","-0.1483","-66.9356","-0.1483",NA,NA,NA,"INPA0034236","INPA0034236 INPA0034236_e INPA0034236_e1","1981",NA,NA,"Southern America",NA,NA,"Monocotyledon","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1975","2020-08-31 09:20:30-03","INPA","INPA","35016","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Koyama, TM","Maas, PJM","466","1971","09","28","Brasil","Amazonas","Manaus","Manaus, 5 km N of, Disturberd white-sand savanna, 5 Km N of Manaus, course white sand.","-59.995308","-3.022107","-59.995308","-3.022107",NA,NA,NA,"INPA0035016","INPA0035016 INPA0035016_e INPA0035016_e1","1983",NA,NA,"Southern America",NA,NA,"Monocotyledon","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1976","2020-08-31 09:20:30-03","INPA","INPA","44206","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Lowe, J","Steward, WC","P20284","1974","02","14","Brasil","Amazonas","Presidente Figueiredo","BR174, Km 130, Cleared area near igarapé Lages, Km 130. Terra firme.","-60.1","-1.83","-60.1","-1.83",NA,NA,NA,"INPA0044206","INPA0044206 INPA0044206_e INPA0044206_e1","1981",NA,NA,"Southern America",NA,NA,"Monocotyledon","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1977","2020-08-31 09:20:30-03","INPA","INPA","47218","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Rodrigues, WA","Junk, WJ","90","1974","11","23","Brasil","Amazonas","Manacapuru","Lago Miriti, Lago Miriti, próximo a Manacapuru.","-60.616667","-3.266667","-60.616667","-3.266667",NA,NA,NA,"INPA0047218","INPA0047218 INPA0047218_e","1974",NA,NA,"Southern America",NA,NA,"Monocotyledon","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1978","2020-08-31 09:20:30-03","INPA","INPA","52358","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Koyama, TM","Anderson, WR","9838","1973","05","06","Brasil","Mato Grosso",NA,"Barra do Garças, 20 km ENE, Ca. 20 Km (straight line) ENE of Barra do Garça. Cerrado along stream. By stream.","-52.07747","-15.81413","-52.07747","-15.81413",NA,NA,NA,"INPA0052358","INPA0052358 INPA0052358_e","1974",NA,NA,"Southern America",NA,NA,"Monocotyledon","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1979","2020-08-31 09:20:30-03","INPA","INPA","56022","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Lowe, J","Monteiro, OP","76-183","1976","02","08","Brasil","Acre","Cruzeiro do Sul","Projeto RADAM, Próximo ao aeroporto novo. Projeto RADAM/BRASIL","-72.77","-7.631","-72.77","-7.631",NA,NA,NA,"INPA0056022","INPA0056022 INPA0056022_e INPA0056022_e1","1981",NA,NA,"Southern America",NA,NA,"Monocotyledon","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1980","2020-08-31 09:20:30-03","INPA","INPA","25380","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Alves, MVS","Prance, GT","8582","1968","11","18","Brasil","Rondônia",NA,"Estrada de Ferro Madeira Mamoré, Km 214-215, Abunã, Km 217-9 Madeira-Mamoré railroad, 2-4 Km east of Abunã. Savanna.","-65.280094","-9.798918","-65.280094","-9.798918",NA,NA,NA,"INPA0025380","INPA0025380 INPA0025380_e","2009","09",NA,"Southern America",NA,NA,"Monocotyledon","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1981","2020-08-31 09:20:30-03","INPA","INPA","52075","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Koyama, TM","Junk, WJ","176","1974","12","07","Brasil","Amazonas","Manaus","Cachoeira do Tarumã Mirim, Cachoeira do Tarumã Mirim.","-60.333333","-3.416667","-60.333333","-3.416667",NA,NA,NA,"INPA0052075","INPA0052075 INPA0052075_e INPA0052075_e1","1983",NA,NA,"Southern America",NA,NA,"Monocotyledon","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
