"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","typeStatus","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"48","2019-11-21 14:52:23-03","UFJF","CESJ","56395","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","F.S. Souza; V.A.O. Dittrich; L. Menini Neto; F.R.G. Salimena","2010","07","24","América do Sul","Brasil",NA,NA,"Epífita no interior de mata.","CESJ056395","Polypodiopsida",NA,"Rosenst.","F.S. Souza; V.A.O. Dittrich","1001","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, S22 07.863 W44 44.436. 1970 msm.","-44.745444","-22.140639","1970","1970",NA,NA,NA,NA,NA,"2010","07","24","-44.745444","-22.140639",NA,NA
"49","2019-11-21 14:52:23-03","UFJF","CESJ","66493","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","V.A.O. Dittrich; L.V. Lima; E. Landroz","2015","03","24","América do Sul","Brasil",NA,NA,"Epífita a aproximadamente 1,5 m de altura em Floresta Ombrófila Densa Alto-montana","CESJ066493","Polypodiopsida",NA,"Rosenst.","V.A.O. Dittrich","2072","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Trilha da Macieira ao Retiro dos Pedros","-44.67925","-22.062194","2165","2165",NA,NA,NA,NA,NA,"2015","03",NA,"-44.67925","-22.062194",NA,NA
"50","2019-11-21 14:52:23-03","UFJF","CESJ","71400","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","V.A.O. Dittrich; L.V. Lima; E. Landroz","2015","03","21","América do Sul","Brasil",NA,NA,"Terrícola em Floresta Ombrófila Densa Alto-montana","CESJ071400","Polypodiopsida",NA,"Rosenst.","V.A.O. Dittrich","1974","Minas Gerais","Baependi","Trilha da sede ao Chapadão","-44.740278","-22.137222","1830","1830",NA,NA,NA,NA,NA,"2018","08",NA,"-44.740278","-22.137222",NA,NA
"51","2019-11-21 14:52:23-03","UFJF","CESJ","50242","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","F.S. Souza; S.A. Roman; T.M. Machado","2008","04","28","América do Sul","Brasil",NA,NA,"terrestre em interior de mata, soros castanho escuro.","CESJ050242","Polypodiopsida",NA,"Rosenst.","A. Salino","430","Minas Gerais","Rio Preto","Serra Negra, Ninho da Égua","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,NA,"20815","auto","2008","04","28",NA,NA,NA,NA
"52","2019-11-19 14:06:33-03","UFRPE","PEUFR","7990","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","A. Sehnem","1950","01","19",NA,"Brasil",NA,NA,"Plantas do Sul do Brasil. Coleção Pe. Aloysio Sehnem. S.J. Altura 100m","PEUFR007990",NA,NA,"Rosenst.","A. Sehnem","4340","Rio Grande do Sul","Bom Jesus","Serra da Rainha","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,NA,"55856","auto","1950","01","19",NA,NA,NA,NA
"53","2019-11-19 14:06:33-03","UFRPE","PEUFR","7992","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","A. Sehnem","1950","12","19",NA,"Brasil",NA,NA,"Plantas do Sul do Brasil. Coleção Pe. Aloysio Sehnem. S.J. Altura 1000m","PEUFR007992",NA,NA,"Rosenst.","A. Sehnem","5191","Rio Grande do Sul","São Francisco de Paula","Taimbé","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,"76715","auto","1950","12","19",NA,NA,NA,NA
"54","2019-11-08 08:51:39-03","FURB","FURB","35518","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","Salino, A.; Almeida, T.E. & Gasper, A.L. de","2010","04","08",NA,"Brasil",NA,NA,NA,"FURB07761",NA,NA,"Rosenst.","Gasper, AL de","14768","Santa Catarina","Urubici","Serra do Corvo Branco.","-49.4691667","-28.0627778",NA,NA,"FURB07761",NA,NA,NA,NA,"2011","11","21","-49.4691667","-28.0627778",NA,NA
"55","2020-10-14 10:01:07-03","FURB","FURB","36756","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","Gasper, A.L. de; Salino, A. & Meyer, L.","2011","11","11",NA,"Brasil",NA,NA,"Coleta Extra IFFSC (Epífita) Habitat: Floresta Ombrófila Mista; Estágio Avançado; paredão rochoso Habito: rupícola;","FURB00088",NA,NA,"Rosenst.","Gasper, AL de","2897","Santa Catarina","Grão Pará","Serra do Corvo Branco.","-49.3655556","-28.0558333","1100","1100","FURB00088",NA,NA,NA,NA,"2011","11","11","-49.3655556","-28.0558333",NA,NA
"56","2019-11-08 08:51:39-03","FURB","FURB","58693","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2018","03","13",NA,"Brasil",NA,NA,NA,"FURB58693",NA,NA,"Rosenst.","Matos, F.B.","2380","Santa Catarina","Urubici",NA,"-49.4066667","-28.0802778","113","113","FURB58693",NA,NA,NA,NA,"2018","10",NA,"-49.4066667","-28.0802778",NA,NA
"57","2021-03-16 17:56:38-03","UCS","HUCS","46311","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","Gonzatti, F.","2016","12","11",NA,"Brasil",NA,NA,"erva rizomatosa em rochas, mata rala. Solo humoso, ao sol.","HUCS001132","Pteridophyta","Polypodiales","Rosenst.","Gonzatti, F.","3203","Santa Catarina","Urubici","estrada para a Serra do Corvo Branco","-49.333653","-28.035792","1037","1037","HUCS001132 HUCS001132_01",NA,NA,NA,NA,"2017","09",NA,"-49.333653","-28.035792",NA,NA
"58","2021-03-16 17:56:38-03","UCS","HUCS","34592","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","Gonzatti, F.","2017","11","19",NA,"Brasil",NA,NA,"Erva rizomatosa sobre rochas no subosque da mata nebular. Transição para campo rupestre, subida para a sede","HUCS001107","Pteridophyta","Polypodiales","Rosenst.","Gonzatti, F.","4009","Rio de Janeiro","Teresópolis","Parque Nacional do Itatiaia","-44.732778","-22.361111","2200","2200","HUCS001107",NA,NA,NA,NA,"2018","11",NA,"-44.732778","-22.361111",NA,NA
"59","2021-03-16 17:56:38-03","UCS","HUCS","51556","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","Gonzatti, F.","2019","12","10",NA,"Brasil",NA,NA,"Erva terrestre, epífita e rupestre no interior da mata nebular.","HUCS007562","Pteridophyta","Polypodiales","Rosenst.","Gonzatti, F.","5358","São Paulo","Cruzeiro","Serra dos Marins, trilha para o Pico dos Marins a partir do acampamento base.","-45.147778","-22.508611","1580","1580",NA,NA,NA,NA,NA,"2021","01",NA,"-45.147778","-22.508611",NA,NA
"60","2021-03-16 17:56:38-03","UCS","HUCS","27092","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","Ribas, O.S.","2004","01","16",NA,"Brasil",NA,NA,"Terrícola do interior úmido da matinha nebular do topo do morro.","HUCS001101","Pteridophyta","Polypodiales","Rosenst.","Kersten, R.","5782","Paraná","Bocaiúva do Sul","Serra da Bocaina","-49.1150016784668","-25.2061004638672",NA,NA,"HUCS001101",NA,NA,"61623","auto","2004",NA,NA,NA,NA,NA,NA
"61","2019-08-16 08:39:10-03","UTFPR","HCF","23381","S","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","O.S. Ribas","2004","01","16",NA,"Brasil",NA,NA,"terrícola. Matinha nebular.",NA,NA,NA,"Rosenst.","R. Kersten","5782","PR","Bocaiúva do Sul","Serra da Bocaina","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,NA,"61623","auto","2004",NA,NA,NA,NA,NA,NA
"62","2020-06-29 09:30:11-03","UFRRJ","RBR","34477","S","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","J.P.S. Condack; A.G. Vasco","2009","12","13",NA,"Brasil",NA,NA,NA,"RBR00034477",NA,NA,"Rosenst.",NA,"621","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, Estrad para o planalto.S 22°22#?#04.7' W 44°44#?#33.6' 1.580m.","-44.5633010864258","-22.4960994720459","1580","1580",NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA
"63","2020-12-21 16:23:04-03","MBM","MBM","227426","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","Silva, J.M.; Cordeiro, J.; Barboza, E.; Cordeiro, J.; Barboza, E.","1998","04","20","Southern America","Brazil",NA,NA,"Terrícola; matinha nebular","MBM227426",NA,NA,"Rosenst.","Smith, A.R.","2328","Paraná","Bocaiúva do Sul","Serra da Bocaina","-49.1150016784668","-25.2061004638672",NA,NA,"MBM227426",NA,NA,"61623","auto","1999",NA,NA,NA,NA,NA,NA
"64","2020-12-21 16:23:04-03","MBM","MBM","293960","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","Ribas, O.S.; Silva, J.M.; Simon, G.F.; Silva, J.M.; Simon, G.F.","2004","01","16","Southern America","Brazil",NA,NA,"Terrícola do interior da matinha nebular do topo do morro","MBM293960",NA,NA,"Rosenst.","Kersten, R.A.","5782","Paraná","Bocaiúva do Sul","Serra da Bocaina","-49.1150016784668","-25.2061004638672",NA,NA,"MBM293960",NA,NA,"61623","auto","2004","07","16",NA,NA,NA,NA
"65","2020-12-21 16:23:04-03","MBM","MBM","359704","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","Silva, J.M.; Cordeiro, J.; Cordeiro, J.","2010","03","13","Southern America","Brazil",NA,NA,"Rupícola. Matinha Nebular","MBM359704",NA,NA,"Rosenst.","Matos, F.B.","7523","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, estrada para o Pico das Agulhas Negras","-44.5633010864258","-22.4960994720459",NA,NA,"MBM359704",NA,NA,"19648","auto","2010",NA,NA,NA,NA,NA,NA
"66","2020-12-21 16:23:04-03","MBM","MBM","430159","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","Völtz, R.R.; Meyer, F.S.; Brotto, M.L.; Meyer, F.S.; Brotto, M.L.","2019","08","08","Southern America","Brazil",NA,NA,"Erva terrestre no interior de Floresta Ombrófila Densa Altomontana de topo de morro.; Floresta Ombrófila Densa Altomontana.","MBM430159",NA,NA,"Rosenst.","Völtz, R.R.","2184","Rio de Janeiro","Teresópolis","Morro do Seio da Mulher de Pedra","-42.800833","-22.379444","2040","2040",NA,NA,NA,NA,NA,"2020","04","09","-42.800833","-22.379444",NA,NA
"67","2020-12-21 16:23:04-03","MBM","MBM","215159","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","Sano, P.T.; et al.; et al.","1992","02","26","Southern America","Brazil",NA,NA,NA,"MBM215159",NA,NA,"Rosenst.","Prado, J.","52347","Bahia","Abaíra","Tijuquinho","-41.6636009216309","-13.2496995925903",NA,NA,"MBM215159",NA,NA,"26531","auto",NA,NA,NA,NA,NA,NA,NA
"68","2020-12-21 16:23:04-03","MBM","MBM","11130","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","Hatschbach, G.","1969","04","18","Southern America","Brazil",NA,NA,"Dos paredões sombrios de arenito (Costa Devoniana)","MBM011130",NA,NA,"Rosenst.","Sehnem, A.","21350","Paraná","Balsa Nova","Serra Santa Ana","-49.6356010437012","-25.5839004516602","1100","1100","MBM011130",NA,NA,"27346","auto","1969",NA,NA,NA,NA,NA,NA
"69","2019-11-29 15:46:19-03","PUC-RIO","FCAB","7893","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","E.R. Damasceno; I.C.G. Campos","2014","06","21",NA,"Brasil",NA,NA,"Epífita.","FCAB007893",NA,"Pteridophyta","Rosenst.","E.R. Damasceno","846","Rio de Janeiro","Nova Friburgo","Parque Estadual dos Três Picos, Três Picos. Vale dos Deuses. Trilha para a Cabeça do Dragão.","-42.720278","-22.323444","1865","1865",NA,NA,NA,NA,NA,NA,NA,NA,"-42.720278","-22.323444",NA,NA
"70","2016-03-09 17:11:52-03","MNHN","RECOLNAT_MNHN_P","P00846403","PreservedSpecimen",NA,"Pteridophyta","Elaphoglossum","edwallii","Elaphoglossum edwallii","Salino, A.|Arruda, A.J.|Viveros, R.S.|Megale, M.","2008","12","6",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00846403' target='other'> <mi>dwc_moreinfo</mi></a>","P00846403",NA,NA,"Rosenst.",NA,NA,"Espírito Santo","Domingos Martins","São Paulo do Aracê. Entorno do Parque Estadual da Pedra Azul.","-40.6591987609863","-20.3633003234863","1085",NA,"P00846403_01",NA,NA,"48150","auto",NA,NA,NA,NA,NA,"14130",NA
"71","2020-09-29 14:53:19-03","UFPR","UPCB","92489","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","Matos, F.B. | Matos, C.","2012","01","20",NA,"Brasil",NA,NA,"Floresta Ombrófila Densa. Terrestre entre rochas á beira da estrada.","UPCB0037106","Polypodiophyta",NA,"Rosenst.","Matos, F.B.","2023","Santa Catarina","Grão-Pará","Serra do Corvo Branco, na rodovia que liga Urubici a Grão-Pará (SC 370, antiga 439)","-49.35","-28.05","1300","1300","UPCB0037106",NA,NA,NA,NA,"2012","05",NA,"-49.350000","-28.050000",NA,NA
"72","2021-02-11 17:18:45-03","UFPR","UPCB","94522","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","Gonzatti, F. | Nogueira, L. | Kulkamp, J. | Valduga, E.","2016","12","11",NA,"Brasil",NA,NA,"Mata rala. Solo humoso. Erva rizomatosa em rochas, ao sol","UPCB0041316",NA,NA,"Rosenst.","Gonzatti, F.","3203","Santa Catarina","Urubici","Estrada para a serra do Corvo Branco","-49.333611","-28.035833","1037","1037","UPCB0041316",NA,NA,NA,NA,"2017","09",NA,"-49.333611","-28.035833",NA,NA
"73","2020-09-29 14:53:19-03","UFPR","UPCB","92350","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","Matos, F.B. | Royer, C.A.","2016","01","24",NA,"Brasil",NA,NA,"Rupícola em local ensolarado ao lado da trilha. Floresta Ombrófila Densa Montana..","UPCB0032944","Polypodiophyta",NA,"Rosenst.","F.B. Matos","2536","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos. Thrilha da Pedra do Sino","-43.015","-22.449722","1600","1600","UPCB0032944",NA,NA,NA,NA,"2016","01",NA,"-43.015000","-22.449722",NA,NA
"74","2020-09-29 14:53:19-03","UFPR","UPCB","92479","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","Matos, F.B. | Øllgaard, B. | Mynssen, C. | Pereira, J.B. | Sylvestre, L. | Arana, M. | Windisch, P.G. et al.","2012","02","09",NA,"Brasil",NA,NA,"Floresta Ombrófila Densa. Terrestre em barranco à beira da estrada.","UPCB0037220","Polypodiophyta",NA,"Rosenst.","Matos, F.B.","2056","Minas Gerais","Itamonte","Parque Nacional do Itatiaia. BR-485, no trecho entre Registro e Agulhas Negras","-44.7325","-22.360278","2200","2200","UPCB0037220",NA,NA,NA,NA,"2012","05",NA,"-44.732500","-22.360278",NA,NA
"75","2020-09-29 14:53:19-03","UFPR","UPCB","63487","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","Sylvestre, L.S.","2006","01","01",NA,"Brasil",NA,NA,"Em barranco às margens do caminho..","UPCB0004071","Polypodiophyta",NA,"Rosenst.","Kieling-Rubio, M.A.","1948","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, trilha para a Pedra do Sino.","-42.9655990600586","-22.4122009277344",NA,NA,"UPCB0004071",NA,NA,"38539","auto","2011","09","09",NA,NA,NA,NA
"76","2020-09-29 14:53:19-03","UFPR","UPCB","63482","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","Sylvestre, L.S.","2006","01","01",NA,"Brasil",NA,NA,"Sobre rochas às margens da trilha, planta com muitas escamas..","UPCB0004070","Polypodiophyta",NA,"Rosenst.","Kieling-Rubio, M.A.","1944","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, trilha para a Pedra do Sino.","-42.9655990600586","-22.4122009277344",NA,NA,"UPCB0004070",NA,NA,"38539","auto","2011","09","09",NA,NA,NA,NA
"77","2012-10-19 09:20:00-03","MO","MOBOT","3316257","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","Gert G. Hatschbach","1969","4","18","South America","Brazil",NA,NA,NA,NA,NA,NA,"Rosenst.","M.A. Kieling-Rubio","Hatschbach 21350","Paraná","Balsa Nova","Serra S'Ana (Mun. Balsa Nova). Dos paredões sombrios de arenito(Cuesta Devoaiana).","-49.6356010437012","-25.5839004516602","1100.00000000",NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA,"1"
"78","2012-11-29 09:31:00-02","MO","MOBOT","3357767","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","O.S. Ribas|J.F. da Silva|G.F. Simon","2004","1","16","South America","Brazil",NA,NA,NA,NA,NA,NA,"Rosenst.","M.A. Kieling-Rubio","Ribas 5782","Paraná","Bocaiúva do Sul","Serra da Bocaina (Mun. Bocaiúva do Sul).","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,"1"
"79","2010-04-15 17:18:00-03","MO","MOBOT","3316400","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","Alexander C. Brade","1937",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"Rosenst.","Brade","Brade 15523",NA,NA,"Estado do Rio -Itatiaia, Sobre pedras.",NA,NA,"2000.00000000","2300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2012-10-19 08:50:00-03","MO","MOBOT","3316394","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","William Andrew Archer|H.L. Mello Barreto","1936","7","6","South America","Brazil",NA,NA,NA,NA,NA,NA,"Rosenst.","M.A. Kieling-Rubio","Archer 4909","Minas Gerais",NA,"Habitat: Campo em grota humida. Serra do Cipó, k. 141-estrada de Conceição, Conceição.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"81","2018-09-12 14:48:08-03","UNIOESTE","UNOP","8447","S","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","Lombardi, J.A.; Taxonomia de campo; Taxonomia de campo","2011","04","12",NA,"Brasil",NA,NA,"Campo de altitude, terreno úmido turfoso. Terrestre.",NA,NA,NA,"Ros","Salino, A.","8253","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, trilha para o alojamento 04 e a Pedra do Sino.","-42.983333","-22.416667","1190","2130",NA,NA,NA,NA,NA,"2011","10",NA,"-42.983333","-22.416667",NA,NA
"82","2015-10-22 10:03:17-02","UNIOESTE","UNOP","6364","S","Plantae","Polypodiaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","Hatschbach, G.","1969","04","18",NA,"Brasil",NA,NA,"Dos paredões sombrios de arenito (Cuesta Devoniana).",NA,NA,NA,"Rosenst.","Sehnem, A.","21350","Paraná","Balsa Nova","Serra Santa Ana","-49.6356010437012","-25.5839004516602","1100","1100",NA,NA,NA,"27346","auto","1969",NA,NA,NA,NA,NA,NA
"83","2020-08-31 09:22:53-03","INPA","INPA","130491","S","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","Sehnem, A","1950","12","19","Southern America","Brasil",NA,NA,NA,"INPA0130491","Polypodiopsida","Polypodiales","Rosenst.","Sehnem, A","5191","Rio Grande do Sul","São Francisco de Paula","Taimbé.","-50.5835990905762","-29.4480991363525","1000","1000",NA,NA,NA,"76715","auto","1973","02",NA,NA,NA,NA,NA
"84","2020-08-31 09:22:53-03","INPA","INPA","130489","S","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","Sehnem, A","1950","01","19","Southern America","Brasil",NA,NA,NA,"INPA0130489","Polypodiopsida","Polypodiales","Rosenst.","Sehnem, A","4340","Rio Grande do Sul","Bom Jesus","Serra da Rocinha.","-50.4166984558105","-28.6678009033203","100","100",NA,NA,NA,"55856","auto","1973","02",NA,NA,NA,NA,NA
"85","2020-07-10 09:47:04-03","MBML","MBML-HERBARIO","23538",NA,"Plantae","Lomariopsidaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","L. Kollmann; et al","2004","10","30",NA,"Brasil",NA,NA,"Terrestre, meia sombra.","MBML023538",NA,NA,"Rosenst.","M.A. Kieling-Rubio/Março-2012","7148","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.100556","-20.519167",NA,NA,"MBML023538",NA,NA,NA,NA,NA,NA,NA,"41W6'2","20S31'9",NA,NA
"86","2020-07-10 09:47:04-03","MBML","MBML-HERBARIO","24076",NA,"Plantae","Lomariopsidaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","A. P. Fontana; et al","2004","11","01",NA,"Brasil",NA,NA,"Húmicola, fértil.","MBML024076",NA,NA,"Rosenst.","M.A. Kieling-Rubio/Março-2012","994","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.100556","-20.519167",NA,NA,"MBML024076",NA,NA,NA,NA,NA,NA,NA,"41W6'2","20S31'9",NA,NA
"87","2020-09-12 05:00:02-03","US","US","2294433","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","R. Reitz","1948","12","21","South America","Brazil",NA,NA,NA,"US01566437",NA,"Polypodiales","Rosenst.",NA,"s.n.","Santa Catarina",NA,"Campo dos Padres, Bom Retiro",NA,NA,"1700",NA,"US01566437_01",NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"88","2020-09-12 05:00:02-03","US","US","3701744","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","F. Matos & C. Matos","2012","1","20","South America","Brazil",NA,NA,NA,"US01912611",NA,"Polypodiales","Rosenst.","Matos, F. B.","2023","Santa Catarina",NA,"Grão-Pará, Serra do Corvo Branco, na rodovia que liga Urubici a Grão-Pará (SC 370, antiga 439)","-49.35","-28.05","1300",NA,"US01912611_01",NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"89","2020-09-12 05:00:02-03","US","US","3169407","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","W. A. Archer & M. Barreto","1936","8","6","South America","Brazil",NA,NA,NA,"US01566438",NA,"Polypodiales","Rosenst.",NA,"4909",NA,NA,"Serra do Cipó k. 141 - estrada de Conceicão, Municpio Conceicão",NA,NA,NA,NA,"US01566438_01",NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"90","2020-09-12 05:00:02-03","US","US","2971795","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","W. Anderson, M. Stieber & J. H. Kirkbride","1972","2","14","South America - Neotropics","Brazil",NA,NA,NA,"US01566436",NA,"Polypodiales","Rosenst.",NA,"36005","Minas Gerais",NA,"Serra do Espinhaco, Valley ca. 5km SSE of Pico do Itambé",NA,NA,"1140",NA,"US01566436_01",NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"91","2020-09-12 05:00:02-03","US","US","762594","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","J. N. Rose & P. G. Russell","1915","7","26","South America","Brazil",NA,NA,NA,"US01566435",NA,"Polypodiales","Rosenst.",NA,"20482",NA,NA,"Vicinity of Itatiaya",NA,NA,"2000",NA,"US01566435_01",NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"92","2020-09-12 05:00:02-03","US","US","2256646","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","reitzii","Elaphoglossum reitzii","L. Smith & R. M. Klein","1956","11","22","South America","Brazil",NA,NA,NA,"US01567573",NA,"Polypodiales","Brade",NA,"7846","Santa Catarina",NA,"Santa Catarina, Mun. Bom Retiro: forest, falls of Rio canoas, Campo dos Padres",NA,NA,"1300","1400","US01567573_01",NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"93","2021-03-15 18:26:42-03","USP","SPF","212870","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","Fiaschi, P","2012","03","06",NA,"Brasil",NA,NA,"Planta terrestre rizomatosa. Frondes com escamas passando de ocre-cinéreo a castanho-claras. Esporângios castanho-escuros. Amostra em sílica-gel.; Floresta Ombrófila Densa Montana, com áreas abertas sobre afloramentos rochosos (Mata","SPF00212870",NA,NA,"Rosenst.","Matos, FB","3893","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, Trilha para a cachoeira Véu de Noiva e Pedra do Sino.","-43.011111","-22.454167","1165","2020",NA,NA,NA,NA,NA,"2017","12",NA,"-43.011111","-22.454167",NA,NA
"94","2021-03-15 18:26:42-03","USP","SPF","212879","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","Fiaschi, P","2012","01","12",NA,"Brasil",NA,NA,"Erva rizomatosa. Planta coberta com muitas escamas ocre-acastanhadas. Frondes férteis com esporângios passando de verde-claros a castanhos. Amostra em sílica-gel.; Floresta Ombrófila Densa Montana (Mata Atlântica). Em barranco na bei","SPF00212879",NA,NA,"Rosenst.","Matos, FB","3831","Minas Gerais","Itamonte","Parque Nacional do Itatiaia, Estrada para o Abrigo Rebouças.","-44.742639","-22.345889","2040","2040",NA,NA,NA,NA,NA,"2012","01","25","-44.742639","-22.345889",NA,NA
