"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"11","2021-02-12 16:05:53-03","CPAN-UFMS","COR","3415","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Deuterocohnia","meziana",NA,"Deuterocohnia meziana","Kuntze ex Mez","Forzza, R. C.","Damasceno-Júnior, G. A.",NA,NA,NA,NA,NA,"Brasil","Mato Grosso do Sul","Corumbá",NA,"-57.63","-18.999722","120",NA,"Erva Habito: Erva",NA,NA,NA,"57º37'48''W","18º59'59''S","120","2002",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:10:38-03","CPAN-UFMS","COR","965","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Deuterocohnia","meziana",NA,"Deuterocohnia meziana","Kuntze ex Mez",NA,"Almeida Rego","810","1986","08","11",NA,"Brasil","Mato Grosso do Sul","Ladário","Banda Alta; próximo à Corumbá","-57.558611","-19.167222","200",NA,"Erva; flor amarela Habito: Erva",NA,NA,NA,"57º33'31''W","19º10'2''S","200",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-02 16:28:40-03","CPAN-UFMS","COR","17744","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Deuterocohnia","meziana",NA,"Deuterocohnia meziana","Kuntze ex Mez","Silva, L.V.","Silva, L.V.","4","2020","09","19",NA,"Brasil","Mato Grosso do Sul","Corumbá","Parque piraputangas II","-57.618611","-19.285556","140",NA,"Roseta densas com folhas espinhosas, pedúnculo floral ereto, perene e lignificado. Flores tubulares, sépalas laranja e pétalas amarelas Habitat: Afloramento rochoso Habito: Herbáceo",NA,NA,NA,"57º37'7''W","19º17'8''S","140","2020","09","19",NA,NA,NA,NA,NA,NA
"14","2021-02-12 16:05:53-03","CPAN-UFMS","COR","1222","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Deuterocohnia","meziana",NA,"Deuterocohnia meziana","Kuntze ex Mez","Forzza. R. C.","Palmeira, S. S.","16","1987","08","02",NA,"Brasil","Mato Grosso do Sul","Ladário","Estrada da Manga; rodovia estadual MS-228","-57.558611","-19.167222","200",NA,"Erva; flor amarela Habito: Erva",NA,NA,NA,"57º33'31''W","19º10'2''S","200",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-02 16:28:40-03","CPAN-UFMS","COR","17742","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Deuterocohnia","meziana",NA,"Deuterocohnia meziana","Kuntze ex Mez","Silva, L.V.","Silva, L.V.","2","2020","09","19",NA,"Brasil","Mato Grosso do Sul","Corumbá","Monjolinho","-57.529167","-19.275833","145",NA,"Roseta densas com folhas espinhosas, pedúnculo floral ereto, perene e lignificado. Flores tubulares, sépalas laranja e pétalas amarelas Habitat: Afloramento rochoso Habito: Herbáceo",NA,NA,NA,"57º31'45''W","19º16'33''S","145","2020","09","19",NA,NA,NA,NA,NA,NA
"16","2021-03-02 16:28:40-03","CPAN-UFMS","COR","17743","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Deuterocohnia","meziana",NA,"Deuterocohnia meziana","Kuntze ex Mez","Silva, L.V.","Silva, L.V.","3","2020","09","19",NA,"Brasil","Mato Grosso do Sul","Corumbá","Parque piraputangas I.","-57.636667","-19.2425","168",NA,"Roseta densas com folhas espinhosas, pedúnculo floral ereto, perene e lignificado. Flores tubulares, sépalas laranja e pétalas amarelas Habitat: Afloramento rochoso Habito: Herbáceo",NA,NA,NA,"57º38'12''W","19º14'33''S","168","2020","09","19",NA,NA,NA,NA,NA,NA
"17","2021-02-12 16:05:53-03","CPAN-UFMS","COR","15007","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Deuterocohnia","meziana",NA,"Deuterocohnia meziana","Kuntze ex Mez",NA,"Takahasi, A.","722","2005","08","12",NA,"Brasil","Mato Grosso do Sul","Ladário","Fazenda Banda Alta; ilha de Deuterocohnia","-57.57","-19.137778","159",NA,"Erva, 50 cm de altura; flor amarela com a ponta esverdeada, estames amarelos, sépalas e botões alaranjados Habito: Erva",NA,NA,NA,"57º34'12''W","19º8'16''S","159",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-02 16:28:40-03","CPAN-UFMS","COR","17741","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Deuterocohnia","meziana",NA,"Deuterocohnia meziana","Kuntze ex Mez","Silva, L.V.","Silva, L.V.","1","2020","10","13",NA,"Brasil","Mato Grosso do Sul","Corumbá","Estrada MS-243","-56.998333","-20.150833","577",NA,"Roseta densas com folhas espinhosas, pedúnculo floral ereto, perene e lignificado. Flores tubulares, sépalas laranja e pétalas amarelas Habitat: Afloramento rochoso Habito: Erva",NA,NA,NA,"56º59'54''W","20º9'3''S","577","2020","10","13",NA,NA,NA,NA,NA,NA
"19","2021-02-12 16:05:53-03","CPAN-UFMS","COR","1147","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Deuterocohnia","meziana",NA,"Deuterocohnia meziana","Kuntze ex Mez","Forzza, R. C.","Silvia Ortiz","1","1987","08","02",NA,"Brasil","Mato Grosso do Sul","Ladário","Estrada da Manga; rodovia estadual MS-228","-57.558611","-19.167222","200",NA,"Erva; flor amarela Habito: Erva",NA,NA,NA,"57º33'31''W","19º10'2''S","200","2002",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-02-12 16:05:53-03","CPAN-UFMS","COR","1191","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Deuterocohnia","meziana",NA,"Deuterocohnia meziana","Kuntze ex Mez","Forzza, R. C.","Almeida Lescano","1","1987","08","02",NA,"Brasil","Mato Grosso do Sul","Ladário","Banda Alta; rodovia estadual MS-228","-57.558611","-19.167222","200",NA,"Erva; flor amarela Habito: Erva",NA,NA,NA,"57º33'31''W","19º10'2''S","200","2002",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-02-08 10:12:11-03","NBC","NL-BOTANY","U.1606441","PreservedSpecimen","Plantae",NA,"Poales","Bromeliaceae","Deuterocohnia","meziana","meziana","Deuterocohnia meziana meziana",NA,"Schütz N","Cubr",NA,"2006","03","28","Southern America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1606441 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1606441","NL-U1606441",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0226811",NA,NA,NA,NA
"22","2020-02-08 10:12:11-03","NBC","NL-BOTANY","U.1606442","PreservedSpecimen","Plantae",NA,"Poales","Bromeliaceae","Deuterocohnia","meziana","meziana","Deuterocohnia meziana meziana",NA,"Schütz N","Cubr",NA,"2006","03","28","Southern America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1606442 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1606442","NL-U1606442",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0226810",NA,NA,NA,NA
"23","2021-01-14 15:25:46-03","MN","R","101954","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Deuterocohnia","meziana",NA,"Deuterocohnia meziana","Kuntze ex Mez","Mez, C.","Kuntze, C.O.",NA,"1892","08",NA,NA,"Brasil","Mato Grosso","Corumbá",NA,NA,NA,NA,NA,"Foto do Tipo","R010005477","R010005477",NA,NA,NA,NA,"1894",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-01-14 15:25:46-03","MN","R","101962","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Deuterocohnia","meziana",NA,"Deuterocohnia meziana","Kuntze ex Mez","Mez, C.","Kuntze, C.O.",NA,"1892","08",NA,NA,"Brasil","Mato Grosso","Corumbá",NA,NA,NA,NA,NA,"Foto do Tipo","R010005478","R010005478",NA,NA,NA,NA,"1894",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-01-14 15:25:46-03","MN","R","214976","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Deuterocohnia","meziana",NA,"Deuterocohnia meziana","Kuntze ex Mez","Santos-Silva, F.","Ferreira, F.R. 347; Pereira-Silva, G.",NA,"1983","08","31",NA,"Brasil","Mato Grosso do Sul","Corumbá",NA,"-57.55","-19.166667","200",NA,"Herbário CEN","R010005479","R010005479",NA,"57°33'00W","19°10'00S","200","2015","03","20",NA,NA,NA,NA,NA,NA
"26","2021-01-14 15:25:46-03","MN","R","4838","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Deuterocohnia","meziana",NA,"Deuterocohnia meziana","Kuntze ex Mez",NA,"Hoehne, F.C.",NA,"1911","02",NA,NA,"Brasil","Mato Grosso do Sul","Corumbá",NA,"-57.6533012390137","-19.0091991424561",NA,NA,NA,"R010005476","R010005476 R010005476_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA
"27","2020-11-19 10:23:01-03","CPAP","CPAP","13331","PreserverdSpecimen","Plantae",NA,NA,"Bromeliaceae","Deuterocohnia","meziana",NA,"Deuterocohnia meziana","Kuntze ex Mez",NA,"Pott, V. J.","2557","1995","03","15",NA,"Brasil","MS","Corumbá","Morro do Zanetti, BR-262, próximo a Lagoa do Jacadigo","-57.568611","-19.345","300",NA,"Erva rosulada. FLOR: laranja. FRUTO: marrom. INTERESSE: Ornamental. FREQUÊNCIA: Frequente. AMBIENTE: Afloramento rochoso. SUBSTRATO: solo brunizen avermelhado. RELEVO: morro, fortemente inclinado.",NA,NA,NA,"57°34'07'' W","19°20'42'' S","300",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-19 10:23:01-03","CPAP","CPAP","14447","PreserverdSpecimen","Plantae",NA,NA,"Bromeliaceae","Deuterocohnia","meziana",NA,"Deuterocohnia meziana","Kuntze ex Mez",NA,"Pott, A.","7411","1995","09","30",NA,"Brasil","MS","Bodoquena","1km NW de morraria do Sul na estrada MS-339; Serra da Bodoquena","-56.8975","-20.525","500",NA,"Folha cor cobre. FLOR: aspecto laranja. Inflorescência 1,70m altura. Cálice vermelho, base das tépalas amarela e apíce verde. FRUTO: . INTERESSE: Ornamental. FREQUÊNCIA: Abundante. AMBIENTE: Vegetação rupícola. SUBSTRATO: rocha calcário-quartzosa. RELEVO",NA,NA,NA,"56°53'51'' W","20°31'30'' S","500",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-19 10:23:01-03","CPAP","CPAP","23504","PreserverdSpecimen","Plantae",NA,NA,"Bromeliaceae","Deuterocohnia","meziana",NA,"Deuterocohnia meziana","Kuntze ex Mez","V. J. Pott","Pott, A.","10551","2002","11","09",NA,"Brasil","MS","Porto Murtinho","Descida da Serra, MS-382, 48KmW de Bonito, Serra da Bodoquena","-56.875278","-21.060833",NA,NA,"Erva rosulada com flores de cor amarela. Cálice laranja avermelhado; florida em outubro de 2003 na muda trazida para Embrapa Gado de Corte. Interesse Ornamental.. Cerrado mesotrófico. Solo: litólico (granito). Relevo: declive mediano.",NA,NA,NA,"56°52'31 W","21°03'39 S",NA,"2002",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-19 10:23:01-03","CPAP","CPAP","13809","PreserverdSpecimen","Plantae",NA,NA,"Bromeliaceae","Deuterocohnia","meziana",NA,"Deuterocohnia meziana","Kuntze ex Mez","G. Hastchbach","Hatschbach, G.","60829","1994","06","09",NA,"Brasil","MS","Corumbá","Banda Alta","-57.6533012390137","-19.0091991424561",NA,NA,". FLOR: inflorescência até 1m, brácteas amarelo alaranjado, flores creme com ápice esverdeado. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Lajeados de solo ferrugineo. SUBSTRATO: . RELEVO: .",NA,NA,NA,NA,NA,NA,"1994",NA,NA,NA,NA,"295160","auto",NA,NA
"31","2020-11-19 10:23:01-03","CPAP","CPAP","1491","PreserverdSpecimen","Plantae",NA,NA,"Bromeliaceae","Deuterocohnia","meziana",NA,"Deuterocohnia meziana","Kuntze ex Mez",NA,"Pott, V. J.","211","1985","09","12",NA,"Brasil","MS","Ladário","Cidade de Ladário","-57.6016998291016","-19.0046997070312",NA,NA,"Erva rosulada. FLOR: laranja-amarelo. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: . SUBSTRATO: solo calcário, pedregoso. RELEVO: .",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23141","auto",NA,NA
"32","2016-02-02 14:37:51-02","BGBM","B","B 10 0184951","S","Plantae",NA,NA,"Bromeliaceae","Deuterocohnia","meziana",NA,"Deuterocohnia meziana",NA,NA,"Kuntze",NA,NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100184951 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100184951","B100184951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-04-07 11:41:58-03","UFMS","CGMS","41014","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Deuterocohnia","meziana",NA,"Deuterocohnia meziana","Kuntze ex Mez","G.A. Damasaceno-Junior","G.A. Damasceno-Junior; A.G.Boaretto; C.A. Carollo; R.H. Silva; A.R.Q. Paredes","5316","2013","11","16",NA,"Brasil","Mato Grosso do Sul","Corumbá","Bancada laterítica.","-57.5597222","-19.1661111",NA,NA,"Habitat: Bancada laterítica (afloramento). Habito: Bromélia. 1,70m de altura.","CGMS1070997",NA,NA,"-57,5597222","-19,1661111",NA,"2013","11","16",NA,NA,NA,NA,NA,NA
"34","2021-04-07 11:41:58-03","UFMS","CGMS","62690","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Deuterocohnia","meziana",NA,"Deuterocohnia meziana","Kuntze ex Mez",NA,"A. Pott; V.J. Pott; G. Hatschbach; J. Silva; A.C.M. Cristaldo","10551","2002","11","09",NA,"Brasil","Mato Grosso do Sul","Bonito","Descida da Serra, MS-382, 48KmW de Bonito, Serra da Bodoquena.","-56.8752778","-21.0608333","280",NA,"Flor amarela. Cálice laranja avermelhado; florida em outubro de 2003 na muda trazida para Embrapa Gado de Corte. Habitat: Cerrado mesotrófico. Solo litólico (granito). Relevo declive mediano. Habito: Erva rosulada.","CGMS1095686",NA,NA,"-56,8752778","-21,0608333","280","2020",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-04-07 11:41:58-03","UFMS","CGMS","62704","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Deuterocohnia","meziana",NA,"Deuterocohnia meziana","Kuntze ex Mez",NA,"V.J. Pott; A. Pott; A.C.M. Cristaldo; G. Hatschbach","6033","2002","11","12",NA,"Brasil","Mato Grosso do Sul","Bonito","Fazenda Baía das Garças, cachoeiras do Aquidaban, próximo ao Poço do Anta, Serra da Bodoquena.","-56.8747223","-21.0344444","470",NA,"Flor esverdeada. Cálice laranja. Habitat: Afloramento rochoso em vegetação ripária. Solo calcário com matéria orgânica. Relevo íngreme. Habito: Erva rosulada. Ocasional.","CGMS1095700",NA,NA,"-56,8747223","-21,0344444","470","2020",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-04-07 11:41:58-03","UFMS","CGMS","46125","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Deuterocohnia","meziana",NA,"Deuterocohnia meziana","Kuntze ex Mez","R.C. Forzza","A. Pott; V.J. Pott; S.M. Salis; A. Arantes; A.L. Sanches; S.L.G.P. Moura","7411","1995","09","30",NA,"Brasil","Mato Grosso do Sul","Bodoquena","1 Km NW de morraria do Sul na estrada MS-339, Serra da Bodoquena.","-56.8975","-20.525","500",NA,"Flor com aspecto laranja. Inflorescência 1,70 metros de altura. FolhaCor cobre, cálice vermelho, base das tépalas amarela e ápice verde. Habitat: Vegetação rupícola. Rocha calcário-quartzoza. Relevo: crista de serra. Habito: Abundan","CGMS1076096",NA,NA,"-56,8975","-20,525","500","1998","05","18",NA,NA,NA,NA,NA,NA
"37","2021-04-07 11:41:58-03","UFMS","CGMS","72181","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Deuterocohnia","meziana",NA,"Deuterocohnia meziana","Kuntze ex Mez","G.A. Damasceno Junior","W.L.C. Tabosa; J.V. Gonzalez, D.P.F.L. Maidana, C.F. Hall","16","2018","11","07",NA,"Brasil","Mato Grosso do Sul","Bodoquena","Fazenda Santa Laura. Parque Nacional da Serra da Bodoquena","-56.7505556","-20.7847222","461",NA,"Planta sobre sustrato rochoso; flor laranja Habitat: Vegetação de afloramento rochoso Habito: Erva rosulada","CGMS1104984",NA,NA,"-56,7505556","-20,7847222","461","2018","11","07",NA,NA,NA,NA,NA,NA
"38","2021-04-07 11:41:58-03","UFMS","CGMS","62689","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Deuterocohnia","meziana",NA,"Deuterocohnia meziana","Kuntze ex Mez",NA,"A. Pott; V.J. Pott; G. Hatschbach; J. Silva","10835","2002","11","17",NA,"Brasil","Mato Grosso do Sul","Bonito","Distrito de Morraria do Sul, Serra da Bodoquena.","-56.8969444","-20.535","530",NA,"Cálice laranja Habitat: Remanescente perturbado de vegetação rupícola de floresta calcária. Solo calcário quartzoso. Relevo morrote ruiniforme. Mancha ocasional. Habito: Erva rosulada rupícola 70cm de altura.","CGMS1095685",NA,NA,"-56,8969444","-20,535","530","2020",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-04-07 11:41:58-03","UFMS","CGMS","50993","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Deuterocohnia","meziana",NA,"Deuterocohnia meziana","Kuntze ex Mez",NA,"V.J. Pott; E. Scremin-Dias; A. Pott","8163","2005","09","05",NA,"Brasil","Mato Grosso do Sul","Bodoquena","Fazenda Santa Laura, divida com Fazenda Remanso, entorno leste do Parque Nacional da Serra da Bodoquena.","-56.7508333","-20.7847222","455",NA,"Flor laranja. Habitat: Afloramento rochoso. Solo calcário. Relevo íngreme, topo de serra. Habito: Erva rosulada. Frequente.","CGMS1080978",NA,NA,"-56,7508333","-20,7847222","455","2020",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-04-07 11:41:58-03","UFMS","CGMS","46124","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Deuterocohnia","meziana",NA,"Deuterocohnia meziana","Kuntze ex Mez","V.J. Pott","V.J. Pott; J.E. Paula; J.L. Hamburgo","211","1985","09","12",NA,"Brasil","Mato Grosso do Sul","Ladário","Ladário.","-57.6016998291016","-19.0046997070312",NA,NA,"Flor laranja-amarelo. Época bem seca. Habitat: Solo calcário, pedregoso. Habito: Erva, rosulada.","CGMS1076095",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23141","auto",NA,NA
"41","2019-08-20 09:59:13-03","UNICAMP","UEC","138538","S","Plantae","Liliopsida",NA,"Bromeliaceae","Deuterocohnia","meziana",NA,"Deuterocohnia meziana","Kuntze","Breier, TB","Breier, TB; Fernandes, H","1145","2003","03","12",NA,"Brazil","Mato Grosso do Sul","Serra da Bodoquena",NA,NA,NA,NA,NA,"Preparado 20/08/2003,","UEC075955","UEC075955",NA,NA,NA,NA,"2004","09",NA,NA,NA,NA,NA,NA,NA
"42","2019-08-20 09:59:13-03","UNICAMP","UEC","75952","S","Plantae","Liliopsida",NA,"Bromeliaceae","Deuterocohnia","meziana",NA,"Deuterocohnia meziana","Kuntze","Hatschbach, G","Hatschbach, G","60829","1994","06","09",NA,"Brazil","Mato Grosso do Sul","Corumbá","Banda Alta","-57.6533012390137","-19.0091991424561",NA,NA,"flor, Lajeados de solo ferriugíneo. Inflorescência até 1m, brácteas amarelo-alaranjado, flores creme com ápice esverdeado","UEC075956","UEC075956",NA,NA,NA,NA,"1994",NA,NA,NA,NA,"295160","auto",NA,NA
"43","2020-12-04 13:19:00-03","UDESC","LUSC","3602","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Deuterocohnia","meziana",NA,"Deuterocohnia meziana","Kuntze ex Mez","Sobral, M.","Irgang, B.; et al.",NA,"1986","07","01",NA,"Brasil","Mato Grosso do Sul","Corumbá",NA,"-57.6533012390137","-19.0091991424561",NA,NA,NA,"LUSC006028","LUSC006028",NA,NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA
