"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","relationshipType","infraspecificEpithet","fieldNumber","typeStatus","individualCount","sex"
"299","2015-09-03 22:01:44-03","MNHN","RECOLNAT_MNHN_P","P01927193","PreservedSpecimen",NA,"Cyperaceae","Cyperus","distans","Cyperus distans","L.f.",NA,NA,NA,NA,"Burchell, W.J.",NA,NA,NA,"Brésil",NA,NA,"s.l.",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01927193' target='other'> <mi>dwc_moreinfo</mi></a>","P01927193",NA,NA,NA,"hb",NA,NA,NA,"P01927193_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","2015-09-03 22:01:45-03","MNHN","RECOLNAT_MNHN_P","P01927195","PreservedSpecimen",NA,"Cyperaceae","Cyperus","distans","Cyperus distans","L.f.",NA,NA,NA,NA,"Salzmann",NA,NA,NA,"Brasil","Bahia",NA,"environs de Bahia",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01927195' target='other'> <mi>dwc_moreinfo</mi></a>","P01927195",NA,NA,NA,"hb",NA,NA,NA,"P01927195_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","2015-09-03 22:01:45-03","MNHN","RECOLNAT_MNHN_P","P01927196","PreservedSpecimen",NA,"Cyperaceae","Cyperus","distans","Cyperus distans","L.f.",NA,NA,NA,NA,"Riedel","1831","10","1","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01927196' target='other'> <mi>dwc_moreinfo</mi></a>","P01927196",NA,NA,NA,"hb",NA,NA,NA,"P01927196_01",NA,NA,NA,NA,NA,NA,NA,NA,"907",NA,NA,NA
"302","2015-09-03 22:01:45-03","MNHN","RECOLNAT_MNHN_P","P01927197","PreservedSpecimen",NA,"Cyperaceae","Cyperus","distans","Cyperus distans","L.f.",NA,NA,NA,NA,"Dupré","1842","1","1","Brasil",NA,NA,"Brésil Méridional",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01927197' target='other'> <mi>dwc_moreinfo</mi></a>","P01927197",NA,NA,NA,"hb",NA,NA,NA,"P01927197_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","2015-09-03 21:53:02-03","MNHN","RECOLNAT_MNHN_P","P01944853","PreservedSpecimen",NA,"Cyperaceae","Cyperus","distans","Cyperus distans","L.f.",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01944853' target='other'> <mi>dwc_moreinfo</mi></a>","P01944853",NA,NA,NA,"hb",NA,NA,NA,"P01944853_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","2015-09-03 21:53:02-03","MNHN","RECOLNAT_MNHN_P","P01944854","PreservedSpecimen",NA,"Cyperaceae","Cyperus","distans","Cyperus distans","L.f.",NA,NA,NA,NA,"Gardner",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01944854' target='other'> <mi>dwc_moreinfo</mi></a>","P01944854",NA,NA,NA,"hb",NA,NA,NA,"P01944854_01",NA,NA,NA,NA,NA,NA,NA,NA,"859",NA,NA,NA
"305","2015-09-03 21:53:02-03","MNHN","RECOLNAT_MNHN_P","P01944859","PreservedSpecimen",NA,"Cyperaceae","Cyperus","distans","Cyperus distans","L.f.",NA,NA,NA,NA,"Lowe, J.","1981","6","9","Brasil","Amazonas","Itacoatiara","Itacoatiara, 275km (by road) E of Manaus","-58.41667","-3.16667",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01944859' target='other'> <mi>dwc_moreinfo</mi></a>","P01944859",NA,NA,NA,"hb",NA,NA,NA,"P01944859_01",NA,NA,NA,NA,NA,NA,NA,NA,"4260",NA,NA,NA
"306","2015-09-03 22:01:45-03","MNHN","RECOLNAT_MNHN_P","P01927194","PreservedSpecimen",NA,"Cyperaceae","Cyperus","distans","Cyperus distans","L.f.",NA,NA,NA,NA,"Debeaux, M.","1897","3","10","Brasil","São Paulo","Santos",NA,"-46.3300018310547","-23.9599990844727","26836","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01927194' target='other'> <mi>dwc_moreinfo</mi></a>","P01927194","auto",NA,NA,"hb",NA,NA,NA,"P01927194_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","2015-09-03 21:53:02-03","MNHN","RECOLNAT_MNHN_P","P01944856","PreservedSpecimen",NA,"Cyperaceae","Cyperus","distans","Cyperus distans","L.f.",NA,NA,NA,NA,"Mexia, Y.","1930","5","17","Brasil","Minas Gerais","Viçosa","Agricultural college lands, Chacha Valley, near Chacha house.","-42.8819007873535","-20.7539005279541","13937","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01944856' target='other'> <mi>dwc_moreinfo</mi></a>","P01944856","auto",NA,NA,"hb",NA,NA,NA,"P01944856_01",NA,NA,NA,NA,NA,NA,NA,NA,"4714",NA,NA,NA
"308","2015-09-03 21:53:02-03","MNHN","RECOLNAT_MNHN_P","P01944857","PreservedSpecimen",NA,"Cyperaceae","Cyperus","distans","Cyperus distans","L.f.",NA,NA,NA,NA,"Guillemin","1840","4","1","Brasil","Rio de Janeiro","Rio de Janeiro","St. Cristophe.","-43.2075004577637","-22.9027996063232","57442","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01944857' target='other'> <mi>dwc_moreinfo</mi></a>","P01944857","auto",NA,NA,"hb",NA,NA,NA,"P01944857_01",NA,NA,NA,NA,NA,NA,NA,NA,"774",NA,NA,NA
"309","2015-09-03 21:53:02-03","MNHN","RECOLNAT_MNHN_P","P01944855","PreservedSpecimen",NA,"Cyperaceae","Cyperus","distans","Cyperus distans","L.f.",NA,NA,NA,NA,NA,"1839","4","1","Brasil","Rio de Janeiro","Rio de Janeiro","Sur les collinis a St Cristopha","-43.2075004577637","-22.9027996063232","57442","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01944855' target='other'> <mi>dwc_moreinfo</mi></a>","P01944855","auto",NA,NA,"hb",NA,NA,NA,"P01944855_01",NA,NA,NA,NA,NA,NA,NA,NA,"774",NA,NA,NA
"310","2015-04-13 10:24:13-03","MNHN","RECOLNAT_MNHN_P","P00668592","PreservedSpecimen",NA,"Cyperaceae","Cyperus","elatus","Cyperus elatus","Rottb.",NA,NA,NA,NA,"Commerson, P.",NA,NA,NA,"[Brésil]",NA,NA,"Rio Janeiro",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00668592' target='other'> <mi>dwc_moreinfo</mi></a>","P00668592",NA,NA,NA,"hb",NA,NA,NA,"P00668592_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","2015-09-18 09:48:42-03","MNHN","RECOLNAT_MNHN_P","P00582052","PreservedSpecimen",NA,"Cyperaceae","Cyperus","squamulatus","Cyperus squamulatus","Steud.",NA,NA,NA,NA,"Martius, C.F.P.",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00582052' target='other'> <mi>dwc_moreinfo</mi></a>","P00582052",NA,NA,NA,"hb",NA,NA,NA,"P00582052_01",NA,NA,NA,NA,NA,NA,NA,NA,"250","isotype",NA,NA
"312","2020-12-11 11:43:44-03","UFMG","BHCB","37299","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Januária","Distrito de Fabião.","-44.3616981506348","-15.4881000518799","148972",NA,NA,"auto","s.n.","Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","2020-12-11 11:43:44-03","UFMG","BHCB","38888","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Januária","Vale do Peruaçu.","-44.3616981506348","-15.4881000518799","148972",NA,NA,"auto","s.n.","Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","2021-02-11 17:18:40-03","UFPR","UPCB","56322","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.","Hefler, S.M.","2005","03","06","Hefler, S.M.","2005","03","06","Brasil","Paraná","Antonina","Beira de estrada, ruderal, nos trilhos do trem, muito abundante.","-48.704722","-25.439167",NA,NA,NA,NA,"848",NA,NA,NA,NA,NA,NA,NA,NA,"-48.704722","-25.439167",NA,NA,NA,NA,NA,NA,NA,NA
"315","2008-05-27 22:02:00-03","MO","MOBOT","2298216","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L. f.",NA,NA,NA,NA,"Angel L. Cabrera",NA,NA,NA,"Argentina","Jujuy",NA,NA,NA,NA,NA,NA,NA,NA,"Cabrera 30325","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","2014-11-26 21:41:00-02","MO","MOBOT","2454564","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L. f.","Barros, M., 10/10/",NA,NA,NA,"Lyman B. Smith|Roberto M. Klein|A. Gevieski","1956","11","13","Brazil","Santa Catarina",NA,"Ibirama. Along Rio Itajaí do Oeste above Ibirama",NA,NA,NA,NA,NA,NA,"Smith 7610","South America",NA,NA,NA,NA,NA,"100.00000000","150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","2008-05-27 22:02:00-03","MO","MOBOT","2454581","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L. f.","Guaglianone, E. R.",NA,NA,NA,"REINECK","1897",NA,NA,"Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"REINECK 404","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","2018-06-22 05:25:00-03","MO","MOBOT","2454598","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L. f.","Barros, M., 27/11/",NA,NA,NA,"Pe. Raulino Reitz|Roberto M. Klein","1961","10","3","Brazil","Santa Catarina",NA,"Brusque. Limeira",NA,NA,NA,NA,NA,NA,"Reitz 11233","South America",NA,NA,NA,NA,NA,"20.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","2011-02-26 21:30:00-03","MO","MOBOT","2454615","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L. f.",NA,NA,NA,NA,"F.C. Hoehne","1932","3","8","Brazil","São Paulo",NA,"Parque de Est. de S. Paulo",NA,NA,NA,NA,NA,NA,"Hoehne s.n.6","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","2015-03-19 08:49:00-03","MO","MOBOT","262153","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L. f.","G. Davidse (MO)",NA,NA,NA,"Alwyn H. Gentry|Douglas C. Daly","1977","3","31","Peru","Loreto","Ucayali","Distr. Coronel Portillo: Yarinacocha, near Pucallpa.",NA,NA,NA,NA,NA,NA,"Gentry 18925","South America",NA,NA,NA,NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,"1048",NA,"1",NA
"321","2009-01-07 15:25:00-02","MO","MOBOT","263032","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L. f.","G. Davidse (MO)",NA,NA,NA,"Brent Berlin","1979","10","18","Peru","Amazonas","Condorcanqui","Strip between calle Piura and the Rio Santiago, in La Poza. Backyard areas of several residences, sloping west bank of river.","-77.7333333","-4.0333333",NA,NA,NA,NA,"Berlin 3680","South America",NA,NA,NA,NA,NA,"180.00000000",NA,NA,NA,NA,NA,NA,NA,"9",NA,"3",NA
"322","2008-05-27 22:02:00-03","MO","MOBOT","265231","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L. f.","Gerrit Davidse (MO)",NA,NA,NA,"Thomas B. Croat","1972","6","31","Peru","Loreto",NA,"Iquitos, west edge of city.","-73.247222","-3.748056",NA,NA,NA,NA,"Croat 17445","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"225",NA,"1",NA
"323","2011-06-09 17:10:00-03","MO","MOBOT","269318","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L. f.",NA,NA,NA,NA,"Calaway H. Dodson|et al.",NA,NA,NA,"Ecuador","Los Ríos",NA,"Río Palenque Biological Station.","-79.36666","-0.58333",NA,NA,NA,NA,"Dodson 5115","South America",NA,NA,NA,NA,NA,"150.00000000","220.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","2013-03-17 07:47:00-03","MO","MOBOT","270982","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L. f.","G. Davidse",NA,NA,NA,"Franklin Ayala|Jan Wolf|José Torres|G. Criollo D.","1982","4","25","Peru","Loreto","Maynas","Caballo Cocha. Sacorita de Caballo de Cocha. Zona inundable (Isla).",NA,NA,NA,NA,NA,NA,"Ayala Flores 3399","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17",NA,"4",NA
"325","2011-06-08 17:18:00-03","MO","MOBOT","271191","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L. f.","S. Lægaard",NA,NA,NA,"L.B. Holm-Nielsen|et al.","1979","8","24","Ecuador","Napo",NA,"Nuevo Rocafuerte. Margin of rain forest.","-75.4","-0.93333",NA,NA,NA,NA,"Holm-Nielsen 19825","South America",NA,NA,NA,NA,NA,"240.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","2012-05-01 15:41:00-03","MO","MOBOT","2826576","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L. f.","Irene Fedon",NA,NA,NA,"Abelardo C. Vegetti|José F. Pensiero","1986","12","10","Argentina","Santa Fé","General Obligado","Florencia al E de ruta 11 sobre camino que va la costa.",NA,NA,NA,NA,NA,NA,"Vegetti 852","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"327","2011-03-28 15:51:00-03","MO","MOBOT","2931359","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L. f.","Gordon C. Tucker (EIU)",NA,NA,NA,"Ariel Lliully|Martha Serrano|H. Huaylla","2005","1","18","Bolivia","Tarija","Arce","Mun. Padcaya. Reserva Nacional de Flora y fauna Tariquía. Comumidad Cambarí Quebrada Cangrejos. bosque denso alto Premontano Tucumano Boliviano. En el dosel dominan Lonchocarpus lilloi, Blepharocalyx solicifolius, Patagonula american y Diatenopteryx sorbifolia. En el Sotobosque y subdosel Allophylus edulis","-64.40388","-22.34027",NA,NA,NA,NA,"Lliully 152","South America",NA,NA,NA,NA,NA,"1207.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","2011-04-02 07:53:00-03","MO","MOBOT","2941326","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L. f.","Gordon C. Tucker (EIU)",NA,NA,NA,"Ariel Lliully|Martha Serrano|Jeaneth Villalobos","2005","1","26","Bolivia","Tarija","Arce","Mpio Padcaya. Reserva Nacional de Flora y Fauna Tariquía. Camino Comunidad San Telmo-Serranía San Telmo. Terrazas del río San Telmo con areas de cultivo de caña de azúcar (Saccharum officinale) y arrozales (Oriza sativa).","-64.39777","-22.52277",NA,NA,NA,NA,"Lliully 186","South America",NA,NA,NA,NA,NA,"620.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","2011-04-02 06:35:00-03","MO","MOBOT","2941385","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L. f.","Gordon C. Tucker (EIU)",NA,NA,NA,"Ariel Lliully|Jeaneth Villalobos","2005","1","20","Bolivia","Tarija","Arce","Mpio Padcaya. Reserva Nacional de Flora y Fauna Tariquía. Comunidad Cambarí. Pastizales en valles abiertos.","-64.41666","-22.15",NA,NA,NA,NA,"Lliully 164","South America",NA,NA,NA,NA,NA,"1054.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","2011-03-28 15:51:00-03","MO","MOBOT","2943701","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L. f.","Gordon C. Tucker (EIU)",NA,NA,NA,"Ariel Lliully|Martha Serrano|H. Huaylla","2005","1","16","Bolivia","Tarija","Arce","Mpio Padcaya. Reserva Nacional de Flora y Fauna Tariquía. Comunidad Cambari, bajando del Mesón hacia el Río Naranjal. Bosque denso alto, Premontano Tucumano-Boliviano. Sotobosque abierto con abundancia de Pristimera andina. En el dosel Pisonia ambigua, Chrysophyllum gonocarpum, Roupala meisneri y Croton densifrons. Presencia abundante de Pseudoechinolaena, Pharus y Echinolaena.","-64.40333","-22.00444",NA,NA,NA,NA,"Lliully 148","South America",NA,NA,NA,NA,NA,"1239.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","2008-05-27 22:02:00-03","MO","MOBOT","3010654","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L. f.","G. Davidse",NA,NA,NA,"Franz G. Seidenschwarz","1983","2","10","Peru",NA,NA,"Ricefield at the Río Pachitea.","-74.96666","-9.58333",NA,NA,NA,NA,"Seidenschwarz 405/1","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","2013-12-23 16:52:00-02","MO","MOBOT","3033864","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L. f.","G. Davidse",NA,NA,NA,"Edna L.P.G. de Oliveira","1984","7","19","Brazil","Bahia",NA,"Faz. Mandacarú - Ipirá Bahia. Colectada em pastagem.",NA,NA,NA,NA,NA,NA,"Oliveira 757","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","2008-05-27 22:02:00-03","MO","MOBOT","3033865","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L. f.","G. Davidse",NA,NA,NA,"Thomas B. Croat","1969","1","28","Colombia",NA,NA,"Intendency of Amazonas; bank of Amazon behind Military BOQ; disturbed area.",NA,NA,NA,NA,NA,NA,"Croat 7588","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","2011-02-28 19:26:00-03","MO","MOBOT","3033867","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L. f.","G.C. Tucker",NA,NA,NA,"Tetsuo M. Koyama","1970","3","10","Brazil","São Paulo",NA,"Around Butantan.",NA,NA,NA,NA,NA,NA,"Koyama 13858","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","2008-05-27 22:02:00-03","MO","MOBOT","3033869","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L. f.","G.C. Tucker",NA,NA,NA,"* BEZERRA","1939","2",NA,"Brazil","Distrito Federal",NA,"Bom Sucesso-Distrito Federal. Em terreno baldio.",NA,NA,NA,NA,NA,NA,"BEZERRA 19","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","2010-11-28 08:16:00-02","MO","MOBOT","3033870","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L. f.","T. Koyama",NA,NA,NA,"Cornelis C. Berg|Andrew J. Henderson","1977","10","19","Brazil","Pará",NA,"Serra dos Carajás, Serra do Norte, ca. 20 km N of AMZA Exploration Camp. In liana forest.","-50.25","-6",NA,NA,NA,NA,"Berg 640","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","2008-05-27 22:02:00-03","MO","MOBOT","3033872","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L. f.",NA,NA,NA,NA,"MERTENS",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"MERTENS s.n.","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","2008-05-27 22:02:00-03","MO","MOBOT","3033877","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L. f.","J.R. Johnston",NA,NA,NA,"O.O. Miller","1901","8","15","Venezuela",NA,NA,"El Valle. Plants of the Island of Margarita.",NA,NA,NA,NA,NA,NA,"Miller 182","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","2019-02-19 04:30:00-03","MO","MOBOT","3033882","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L. f.",NA,NA,NA,NA,"C.F.P. Martius",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Martius 250","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"340","2013-05-07 06:03:00-03","MO","MOBOT","3033883","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L. f.","H.K. Svenson",NA,NA,NA,"Ynés Mexia","1930","5","17","Brazil","Minas Gerais",NA,"Viçosa, Agricultural College lands. Chacha Valley, near Chacha house. Swampy, near stream. In colonies.",NA,NA,NA,NA,NA,NA,"Mexia 4714","South America",NA,NA,NA,NA,NA,"675.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","2012-09-26 14:05:00-03","MO","MOBOT","3033884","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L. f.",NA,NA,NA,NA,"Philipp Salzmann","1827",NA,NA,"Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,"Salzmann s.n.","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"342","2011-06-08 12:20:00-03","MO","MOBOT","3445541","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L. f.",NA,NA,NA,NA,"Manuel Rimachi Y.","1995","10","31","Peru","Loreto","Maynas","Dtto. Punchana. Margen de Yarina Cocha, en chacra inundable, altura del km 4, de la Carretera de Nanay.",NA,NA,NA,NA,NA,NA,"Rimachi Y. 11417","South America",NA,NA,NA,NA,NA,"95.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","2008-10-23 09:12:00-02","MO","MOBOT","769245","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L. f.","G. Davidse",NA,NA,NA,"Philip J. Barbour","1978","10","31","Peru","Amazonas","Bagua","3.9 km northeast od Chiriaco, along roadside from Chiriaco and Puenta Venezuela.","-78.3208334","-5.1188889",NA,NA,NA,NA,"Barbour 4342","South America",NA,NA,NA,NA,NA,"182.88000000","243.84000000",NA,NA,NA,NA,NA,NA,"52",NA,"3",NA
"344","2012-03-28 16:37:00-03","MO","MOBOT","3033874","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L. f.","G.C. Tucker",NA,NA,NA,"M. de F. Agra|S.C. Cabral|P.C. Medeiros|W. Barros","1997","7","12","Brazil","Paraíba",NA,"Mun. de de Maturéia, Pico do Jabre. Vegetação arbustivo-arbórea, semicaducifolia, subxerofitica, com elementos da caatinga e da mata úmida. Ao Norte da sede da Telpa em direção Leste, 800-1000 m.","-37.43138","-7.18611",NA,NA,NA,NA,"Agra 4049","South America",NA,NA,NA,NA,NA,"800.00000000","1010.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","2020-08-01 18:19:23-03","UNESP-IBILCE","SJRP","28897","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.f.",NA,NA,NA,NA,"Fernandes, A.C.","2006","05",NA,"Brasil","São Paulo","Colina","Área da empresa Colitex","-48.5400009155273","-20.7099990844727","21359",NA,NA,"auto",NA,"América do Sul",NA,NA,"Tracheophyta","Poales",NA,NA,NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA
"346","2019-03-29 10:41:19-03","UFSM","HDCF","7254","S","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.","Bertuzzi, T.","2016","04","06","Azambuja, C.","2015","03","10","Brasil","Rio Grande do Sul","Vera Cruz",NA,"-52.56","-29.7",NA,"RS-404-2-9-H3",NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,"-52.56","-29.7",NA,NA,NA,NA,NA,NA,NA,NA
"347","2015-05-20 10:34:23-03","UFERSA","MOSS","2723","S","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L. f.","Ribeiro, A.R.O.","2009","01","26","Oliveira, O.F. de","1980","06","17","Brasil","Rio Grande do Norte","Riacho de Santana","Bento Alves","-38.391667","-6.277778",NA,"erva não hidrófila; solo argiloso; frequente; flor parda.",NA,NA,"1088","América do Sul",NA,NA,NA,NA,NA,"450","450","38W23'30","6S16'40",NA,NA,NA,NA,NA,NA,NA,NA
"348","2015-05-20 10:34:23-03","UFERSA","MOSS","11140","S","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L. f.","Ribeiro, A.R.O.","2008","07","16","Ribeiro, A.R.O.","2008","05","30","Brasil","Rio Grande do Norte","Luís Gomes","estrada para Tigre de Cima, margem de afluente do Rio Apodi-Mossoró, próximo a ponte da Baixa do Almeida.","-38.41","-6.398056",NA,"erva cespitosa; coletada em margem de riacho temporário; substrato orgânico; frequente.",NA,NA,"177","América do Sul",NA,NA,NA,NA,NA,"583","583","38W24'36","6S23'53",NA,NA,NA,NA,NA,NA,NA,NA
"349","2015-05-20 10:34:23-03","UFERSA","MOSS","10331","S","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L. f.","Ribeiro, A.R.O.","2008","07","16","Oliveira, R.C.","2008","05","31","Brasil","Rio Grande do Norte","Luís Gomes","estrada para Riacho de Santana, 2km após Pitombeiras e 1,6km antes do Sítio Catingueira.","-38.406111","-6.331111",NA,"erva cespitosa; coletada em mata ciliar na área mais seca; relevo plano; substrato arenoso; rara.",NA,NA,"2222","América do Sul",NA,NA,NA,NA,NA,"295","295","38W24'22","6S19'52",NA,NA,NA,NA,NA,NA,NA,NA
