"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","relatedCatalogItem","typeStatus"
"11","2020-12-11 11:39:10-03","UFMG","BHCB","158818","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","itacarensis","Eugenia itacarensis","N.F.Mattos",NA,"Bünger, MO; Siriani-Oliveira, S; Vale, AM; Dittrich, VAO","605","2012","07","12","Southern America","Brasil","Bahia","Valença","RPPN Água Branca, Estrada de Valença para Guaibim. Entrada a esquerda da rodovia, ca. 8Km, rama vicinal à esquerda, ca. 1 Km.","-39.101806","-13.322","154","154",NA,"Árvore ca. 15m. Tronco avermelhado e ramificado em ca. de 10 troncos. Beira de estrada.",NA,NA,NA,NA,NA,"-39.101806","-13.322",NA,NA,NA,NA,NA,NA,NA
"12","2012-03-28 11:07:00-03","MO","MOBOT","100461643","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","itacarensis","Eugenia itacarensis","Mattos","M. Sobral","W. Wayt Thomas|André M. Amorim|P.E. Gasson","Thomas 9010","1992","2","1","South America","Brazil","Bahia","Ilhéus","Road from Olivença to Serra das Trempes, 6 km from Olivença.","-39","-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"13","2021-02-04 10:29:27-03","UFRPE","HST","3569","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","itacarensis","Eugenia itacarensis","Mattos","M.Sobral","M.T.Monteiro","23511","1971","07","28",NA,"Brasil","Bahia","Itamarajú","Fazenda Várzea Alegre","-39.5311012268066","-17.0391998291016",NA,NA,NA,"Flores alvas, grandes com perfume não agradável, sem látex ou resina","HST003569",NA,"2006",NA,NA,NA,NA,"55932","auto",NA,NA,NA,NA,NA
"14","2021-02-04 10:29:27-03","UFRPE","HST","3566","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","itacarensis","Eugenia itacarensis","Mattos","M.Sobral","M.T.Monteiro","23508","1971","07","28",NA,"Brasil","Bahia","Itamarajú","Fazenda Várzea Alegre","-39.5311012268066","-17.0391998291016",NA,NA,NA,"Flores alvas, grandes, com pouco perfume","HST003566",NA,"2006",NA,NA,NA,NA,"55932","auto",NA,NA,NA,NA,NA
"15","2019-10-07 09:35:19-03","UEFS","HUEFS","176927","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","itacarensis","Eugenia itacarensis","Mattos",NA,"Monteiro, M.T.","23511","1971","07","28",NA,"Brasil","Bahia","Itamaraju","Fazenda Várzea Alegre.","-39.5311012268066","-17.0391998291016",NA,NA,NA,NA,"HUEFS0176927",NA,NA,NA,NA,NA,NA,"55932","auto","Rosanae",NA,NA,NA,NA
"16","2019-10-07 09:35:19-03","UEFS","HUEFS","179573","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","itacarensis","Eugenia itacarensis","Mattos","M.Sobral","Mattos-Silva, L.A.","5179","2010","03","10",NA,"Brasil","Bahia","Uruçuca","Parque Estadual de Serra do Conduru(U.C.), Coleta na borda de remanescente florestal, Próx. à entrada da trilha da Bicuíba. Área de regeneração natural.","-39.034167",NA,"60","500",NA,"Solo argiloso. Região de Mata Higrófila Sul Baiana.","HUEFS0179573",NA,"2012","04",NA,"39W2'3''","14S20'250''",NA,NA,"Rosanae",NA,NA,NA,NA
"17","2019-10-07 09:35:19-03","UEFS","HUEFS","227453","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","itacarensis","Eugenia itacarensis","Mattos","M.Sobral & P.S.Neves","Giaretta, A.","1650","2016","02","02",NA,"Brasil","Bahia","Prado","Cumuruxatiba. Barra do Cahy. Beira da estrada chegando na porteira antes do sítio.","-39.183889","-17.023056",NA,NA,NA,"Floresta de restinga","HUEFS0227453",NA,"2019","07",NA,"39W11'2''","17S1'23''",NA,NA,"Rosanae",NA,NA,NA,NA
"18","2016-05-09 09:19:49-03","F","FMNH-SEEDPLANTS","V0298030F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Eugenia","itacarensis","Eugenia itacarensis",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0298030F","V0298030F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"19","2020-07-23 12:15:44-03","CEPLAC","CEPEC","8457","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","itacarensis","Eugenia itacarensis",NA,"M. Sobral","R. S. Pinheiro","1791","1972","01","28",NA,"Brasil","Bahia","ITAMARAJÚ","Rod. para a Faz. São José de Baixo.","-39.5311012268066","-17.0391998291016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55932","auto",NA,NA,NA,"30/01/1988",NA
"20","2020-07-23 12:15:44-03","CEPLAC","CEPEC","31313","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","itacarensis","Eugenia itacarensis",NA,"M. Sobral","A. M. de Carvalho","1500","1998","02","09",NA,"Brasil","Bahia","VALENÇA","Estrada para Orobó com entrada no Km 3 da Rod. Valença/BR-101. Entre os Kms. 3-10.","-39.0731010437012","-13.3703002929688",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43634","auto",NA,NA,NA,"30/08/1987",NA
"21","2020-07-23 12:15:44-03","CEPLAC","CEPEC","100956","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","itacarensis","Eugenia itacarensis",NA,"P. Fiaschi","P. Fiaschi","2166","2004","03","28",NA,"Brasil","Bahia","VALENÇA","Estrada Valença/Guaibim ca. 2km, entrada a esquerda, 8Km, ramal vicinal a esq. Ca. 1Km. RPPN Água Branca.","-39.090278","-13.328889",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W5'25","13S19'44",NA,NA,NA,NA,NA,"30/10/2004",NA
"22","2020-07-23 12:15:44-03","CEPLAC","CEPEC","122726","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","itacarensis","Eugenia itacarensis",NA,"Sem Informação","Martini, A.",NA,NA,NA,NA,NA,"Brasil","Bahia","URUÇUCA","Estrada de Serra Grande para Uruçuca. Área do inventário do plano manejo do Parque Estadual da Serra do Conduru. Mata da Torre do Celular.","-39.115","-14.499722","380","380",NA,"Individuo H 31.",NA,NA,NA,NA,NA,"39W6'54","14S29'59",NA,NA,NA,NA,NA,NA,NA
"23","2020-07-23 12:15:44-03","CEPLAC","CEPEC","123561","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","itacarensis","Eugenia itacarensis",NA,"Sem Informação","Piotto, D.","112","2007","06","04",NA,"Brasil","Bahia","URUÇUCA","Parque Estadual da Serra do Conduru","-39.083333","-14.416667","120","120",NA,"Floresta secundária, idade: 40 anos, sítio: 1 , linha: 2 , #: 8 , dist.: 21 , dap: 5.7 cm, altura: 12.5 m",NA,NA,NA,NA,NA,"39W5'0","14S25'0",NA,NA,NA,NA,NA,NA,NA
"24","2020-07-23 12:15:44-03","CEPLAC","CEPEC","140726","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","itacarensis","Eugenia itacarensis",NA,"Sem Informação","Lopes, L.C.M.","465","2012","05","26",NA,"Brasil","Bahia","UNA",NA,"-39.089444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W5'22","15S11'87",NA,NA,NA,NA,NA,NA,NA
"25","2020-07-23 12:15:44-03","CEPLAC","CEPEC","138619","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","itacarensis","Eugenia itacarensis",NA,"M. O. Bünger","L. A. Mattos-Silva","5179","2010","03","10",NA,"Brasil","Bahia","URUÇUCA","Parque Estadual da Serra do Condurú (U.C.), coleta na borda de remanescente florestal. Próx. À entrada da trilha da Bicuda.","-39.034167",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Araçá-cagão",NA,NA,NA,NA,NA,"39W2'3","14S20'1250",NA,NA,NA,NA,NA,"30/07/2012",NA
"26","2020-07-23 12:15:44-03","CEPLAC","CEPEC","53687","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","itacarensis","Eugenia itacarensis",NA,"W. W. Thomas","W. W. Thomas","8330","1991","07","01",NA,"Brasil","Bahia","URUÇUCA","7.3Km ao N de Serra Grande, na Rod. Para Itacaré. Fazenda Lagoa. Parcela 33. Árvore 1529.","-39.016667","-14.416667",NA,NA,NA,"<ll>dwc_commonname:</ll> Araçá",NA,NA,NA,NA,NA,"39W1'","14S25'",NA,NA,NA,NA,NA,NA,NA
"27","2020-07-23 12:15:44-03","CEPLAC","CEPEC","53690","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","itacarensis","Eugenia itacarensis",NA,"W. W. Thomas","W. W. Thomas","8327","1991","07","01",NA,"Brasil","Bahia","URUÇUCA","7.3Km ao N de Serra Grande na Rod. para Itacaré. Fazenda Lagoa. Parcela 33. Árvore, 1574.","-39.016667","-14.416667",NA,NA,NA,"<ll>dwc_commonname:</ll> Araçá",NA,NA,NA,NA,NA,"39W1'","14S25'",NA,NA,NA,NA,NA,NA,NA
"28","2020-07-23 12:15:44-03","CEPLAC","CEPEC","53762","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","itacarensis","Eugenia itacarensis",NA,"W. W. Thomas","W. W. Thomas","8694","1991","07","01",NA,"Brasil","Bahia","URUÇUCA","7.3Km ao N de Serra Grande, na Rod. para Itacaré. Fazenda Lagoa Parcela 44. Árvore #2225.","-39.016667","-14.416667",NA,NA,NA,"<ll>dwc_commonname:</ll> Araçá",NA,NA,NA,NA,NA,"39W1'","14S25'",NA,NA,NA,NA,NA,NA,NA
"29","2020-07-23 12:15:44-03","CEPLAC","CEPEC","55150","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","itacarensis","Eugenia itacarensis",NA,"M. Sobral","W. W. Thomas","9010","1992","02","01",NA,"Brasil","Bahia","ILHÉUS","Rod. Olivença/Serra das/Trempes, 6Km de Olivença.","-39.05","-14.983333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W3'","14S59'",NA,NA,NA,NA,NA,"30/12/2005",NA
"30","2020-07-23 12:15:44-03","CEPLAC","CEPEC","61566","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","itacarensis","Eugenia itacarensis",NA,"A. M. Amorim","W. W. Thomas","10317","1997","02","08",NA,"Brasil","Bahia","UNA","Reserva Biologica do Mico-leão (REBIO). 4.1Km a W BA-001 Ilheus/Una, 5.6Km W portão da Reserva.","-39.083333","-15.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W5'0","15S9'0",NA,NA,NA,NA,NA,"30/12/1995",NA
"31","2020-07-23 12:15:44-03","CEPLAC","CEPEC","7110","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","itacarensis","Eugenia itacarensis",NA,"M. Sobral","T. S. dos Santos","1868","1971","08","20",NA,"Brasil","Bahia","ITAIMBÉ","Vale do Rio Pardo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/08/1987",NA
"32","2020-07-23 12:15:44-03","CEPLAC","CEPEC","81985","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","itacarensis","Eugenia itacarensis",NA,"A. M. Amorim","J. G. Jardim","1963","1999","01","20",NA,"Brasil","Bahia","UNA","Reserva Biologica do Mico-leão (REBIO). Entrada KM BA-001 Ilheus/Una. Estrada que leva a sede da Reserva.","-39.083333","-15.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W5'","15S9'",NA,NA,NA,NA,NA,NA,NA
"33","2020-07-23 12:15:44-03","CEPLAC","CEPEC","38184","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","itacarensis","Eugenia itacarensis",NA,"M. Sobral","L. A. Mattos-Silva","1922","1985","11","20",NA,"Brasil","Bahia","CAIRÚ","Ilha de Tinharé. Faz. dos Pilões.","-39.0438995361328","-13.4869003295898",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24756","auto",NA,NA,NA,"30/08/1987",NA
"34","2020-07-23 12:15:44-03","CEPLAC","CEPEC","8591","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","itacarensis","Eugenia itacarensis",NA,"M. Sobral","T. S. dos Santos","2260","1972","04","19",NA,"Brasil","Bahia","CAMACAN","BR-101, Km 1 para o Rio Pardo.","-39.4958000183105","-15.4191999435425",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22686","auto",NA,NA,NA,"30/08/1987",NA
"35","2020-07-23 12:15:44-03","CEPLAC","CEPEC","3950","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","itacarensis","Eugenia itacarensis",NA,"M. Sobral","R. P. Belém","2971","1988","12","05",NA,"Brasil","Bahia","ITACARÉ","Sem informação.","-38.9967002868652","-14.2775001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0W0'0","0S0'0","41230","auto",NA,NA,NA,"21/01/1985","Isótipo"
"36","2020-07-23 12:15:44-03","CEPLAC","CEPEC","9671","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","itacarensis","Eugenia itacarensis",NA,"M. Sobral","T. S. dos Santos","2750","1974","01","23",NA,"Brasil","Bahia","ITAMARAJÚ","Km 3 da estrada liga BR-101 ao povoado de Pirajá.","-39.5311012268066","-17.0391998291016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55932","auto",NA,NA,NA,"30/08/1987",NA
"37","2020-07-23 12:15:44-03","CEPLAC","CEPEC","9013","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","itacarensis","Eugenia itacarensis",NA,"M. Sobral","R. S. Pinheiro","2018","1972","10","12",NA,"Brasil","Bahia","UBATÃ","Rod. Para Ibirapitanga.","-39.5228004455566","-14.2138996124268",NA,NA,NA,"<ll>dwc_commonname:</ll> Murta-branca",NA,NA,NA,NA,NA,NA,NA,"37956","auto",NA,NA,NA,"30/01/1988",NA
"38","2020-07-23 12:15:44-03","CEPLAC","CEPEC","5138","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","itacarensis","Eugenia itacarensis",NA,"M. Sobral","J. A. de Jesus","360","1969","05","09",NA,"Brasil","Bahia","VALENÇA","15Km a oeste Valença.","-39.0731010437012","-13.3703002929688",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43634","auto",NA,NA,NA,"30/08/1987",NA
"39","2019-02-27 14:02:48-03","UFSJ","HUFSJ","6838","S","Plantae",NA,NA,"Myrtaceae","Eugenia","itacarensis","Eugenia itacarensis","Mattos","Sobral, M","Monteiro, MT","23511","1971","07","28",NA,"Brasil","Bahia","Itamarajú","Fazenda Várzea Alegre.","-39.5311012268066","-17.0391998291016",NA,NA,NA,"Flores alvas, grandes com perfume não agradável, sem látex ou resina.","HUFSJ006838",NA,"2006",NA,NA,NA,NA,"55932","auto",NA,NA,NA,NA,NA
"40","2021-02-08 12:43:54-03","UFRGS","ICN","062849","S","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","itacarensis","Eugenia itacarensis","Mattos",NA,"Belém, RP; Pinheiro, RS","2971","1967","01","05","América do Sul","Brasil","BA","Itacaré",NA,"-38.9967002868652","-14.2775001525879",NA,NA,NA,"Arvorezinha erecta de 10m x 8cm de diametro. Flores grandes, róseas, estames brancos, anteras róseas, sépalas róseas. Col. madeira; Mata costeira","ICN00021284","ICN00021284 ICN00021284_1",NA,NA,NA,NA,NA,"41230","auto",NA,NA,NA,NA,"Isotypus"
"41","2021-02-08 12:43:54-03","UFRGS","ICN","098639","S","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","itacarensis","Eugenia itacarensis","Mattos","Sobral, M","Jesus, JA; Santos, TS","360","1969","05","09","América do Sul","Brasil","BA","Valença","15km a Oeste.","-39.0731010437012","-13.3703002929688",NA,NA,NA,"Arvorezinha, 4mx10cm de altura. Frutos verdes.",NA,NA,"1987","12",NA,NA,NA,"43634","auto",NA,NA,NA,NA,NA
"42","2021-02-08 12:43:54-03","UFRGS","ICN","123908","S","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","itacarensis","Eugenia itacarensis","Mattos","Sobral, M","Mattos Silva, LA; dos Santos, TS","1922","1985","11","20","América do Sul","Brasil","BA","Cairu","Ilha de Tinharé. Fazenda dos Pilões. Piaçaval nativo (Attalea funifera Mart.) associado à capoeira. Solo arenoso","-39.0438995361328","-13.4869003295898","20","20",NA,"Arvorezinha, 4m de altura. Flores com sépalas verdes, pétalas róseas, bastante perfumadas.",NA,NA,"1999",NA,NA,NA,NA,"24756","auto",NA,NA,NA,NA,NA
"43","2020-08-26 10:49:57-03","MCN-FZBRS","HAS","74036","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","itacarensis","Eugenia itacarensis","Mattos","Mattos, J.","Monteiro, M.T.","23511","1971","07",NA,NA,"Brasil","Bahia","Itamaraju","Fazenda Várzea Alegre","-39.5311012268066","-17.0391998291016",NA,NA,NA,"Árvore, flores alvas, grandes com perfume desagradável","HAS0074036",NA,"1986","11",NA,NA,NA,"55932","auto",NA,NA,NA,NA,NA
