"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","recordNumber","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","order","continentOcean","preparationType","barcode","imagecode","class","fieldNumber","individualCount"
"103","2021-01-12 15:24:42-03","UFMG","BHCB-SL","98417","PreservedSpecimen","Plantae",NA,"Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin","Ponce, MM","2012","03","06","Echternacht, LA","2005","10","29","Brasil","Minas Gerais","Carmópolis de Minas","Estação Ecológica Estadual da Mata do Cedro","-45.046219","-20.772144",NA,"Alto da Serra da Canoa. Ereta, rupícola, sobre afloramento granítico.",NA,"1065","-45.046219","-20.772144","848","848",NA,"América",NA,NA,NA,NA,NA,NA
"104","2019-11-07 11:19:35-03","UFMG","BHCB-SL","153545","PreservedSpecimen","Plantae",NA,"Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin","Mota, RC","2011",NA,NA,"Pena, FSR","2011","02","22","Brasil","Minas Gerais","Conceição do Mato Dentro","Mina do Sapo","-18.904444","-43.433056",NA,"Campo Rupestre Laterítico; Capão de Canga.",NA,"s.n.","-18.904444","-43.433056","1500","1500",NA,"América",NA,NA,NA,NA,NA,NA
"105","2021-01-12 15:24:42-03","UFMG","BHCB-SL","39735","PreservedSpecimen","Plantae",NA,"Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin","Ponce, MM","2012","03","06","Souza, VC","1994","03","21","Brasil","Minas Gerais","Buenópolis","Curimataí, Cachoeira do Simão","-44.603333","-18.457778",NA,"Entre as rochas, em área sombreada e úmida, próxima ao rio.",NA,"s.n.","-44.603333","-18.457778",NA,NA,NA,"América",NA,NA,NA,NA,NA,NA
"106","2020-03-04 20:43:34-03","UFMG","BHCB-SL","197562","PreservedSpecimen","Plantae",NA,"Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin","Salino, A",NA,NA,NA,"Moreira, VA; Araujo, FF; Marques, GM; Ferreira, VL","2019","03","27","Brasil","Minas Gerais","Itabira","Serra dos Alves, Ipoema. Trilha dos Cristais.","-43.469444","-19.491667",NA,"Borda da trilha; Floresta estacional semidecidual.",NA,"76","-43.469444","-19.491667","1001","1001",NA,"América",NA,"BHCB197562",NA,NA,NA,NA
"107","2021-01-12 15:24:42-03","UFMG","BHCB-SL","79957","PreservedSpecimen","Plantae",NA,"Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin","Ponce, MM","2012","03","06","Mota, RC","2002","12","28","Brasil","Minas Gerais","Conceição do Mato Dentro","Parque Natural Municipal do Ribeirão do Campo","-43.960186","-19.091833",NA,"Planta coletada em paredão próximo de riacho; rupestre.",NA,"1783","-43.960186","-19.091833",NA,NA,NA,"América",NA,NA,NA,NA,NA,NA
"108","2019-11-07 11:19:35-03","UFMG","BHCB-SL","140185","PreservedSpecimen","Plantae",NA,"Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin","Ponce, MM","2012","03",NA,"Carmo, FF do","2009","01","12","Brasil","Minas Gerais","Moeda","Serra da Moeda/GR3","-43.957778","-20.283333",NA,"Coletada em fendas. Afloramento gnaisse.",NA,"3919","-43.957778","-20.283333","1260","1260",NA,"América",NA,NA,NA,NA,NA,NA
"109","2021-01-12 15:24:42-03","UFMG","BHCB-SL","77840","PreservedSpecimen","Plantae",NA,"Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin","Ponce, MM","2012","03","06","Morais, R","2001","06","01","Brasil","Minas Gerais","Brumadinho","Retiro das Pedras;","-44.643364","-20.158489",NA,"Rupícola, em campo rupestre.",NA,"s.n.","-44.643364","-20.158489","1100","1350",NA,"América",NA,NA,NA,NA,NA,NA
"110","2019-11-07 11:19:35-03","UFMG","BHCB-SL","14900","PreservedSpecimen","Plantae",NA,"Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin","Souza, FS","2015","09",NA,"Costa, HES; Mota, RC","2009","12","03","Brasil","Minas Gerais","Brumadinho","Inhotim, Campo rupestre na Montanha Dolomita.","44.2325","20.115556",NA,"Erva rupícola",NA,"H28","44.2325","20.115556","1022","1022",NA,"América",NA,NA,NA,NA,NA,NA
"111","2019-11-07 11:19:35-03","UFMG","BHCB-SL","106952","PreservedSpecimen","Plantae",NA,"Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin","Salino, A","2007","06",NA,"Romero, R; Nakajima, JN; Volpi, RL; Pacheco, RA","2002","04","10","Brasil","Minas Gerais","Delfinópolis","Estrada para Casa Branca, Fazenda Paraíso, Sete Cidades","-46.756389","-20.367778",NA,"Campo Rupestre, entre fendas de rochas. Planta 0,2m. Folhas com face inferior creme.",NA,"6243","-46.756389","-20.367778","1178","1178",NA,"América",NA,NA,NA,NA,NA,NA
"112","2019-11-07 11:19:35-03","UFMG","BHCB-SL","30300","PreservedSpecimen","Plantae",NA,"Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin","Ponce, MM","2012","06","06","Salino, A","1992","12","08","Brasil","Minas Gerais","Diamantina","Biribiri, Estrada para Biribiri","-44.035278","-18.225833",NA,"Rupícola",NA,"1549","-44.035278","-18.225833",NA,NA,NA,"América",NA,NA,NA,NA,NA,NA
"113","2019-11-07 11:19:35-03","UFMG","BHCB-SL","149493","PreservedSpecimen","Plantae",NA,"Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin","Assis, FC","2012","04","11","Carmo, FF do","2010","10","28","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","PETI/GR","-43.386389","-19.889944",NA,"Coletado em afloramento de granito.",NA,"5241","-43.386389","-19.889944","815","815",NA,"América",NA,NA,NA,NA,NA,NA
"114","2021-01-12 15:24:42-03","UFMG","BHCB-SL","86077","PreservedSpecimen","Plantae",NA,"Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin","Ponce, MM","2012","03","06","Assis, ELM de","2001","07","26","Brasil","Mato Grosso do Sul","Corumbá","Morro Santa Cruz; Nascente do Córrego Bandalta","-57.6533012390137","-19.0091991424561","295160","Rupícola.","auto","267",NA,NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA
"115","2021-01-12 15:24:42-03","UFMG","BHCB-SL","114131","PreservedSpecimen","Plantae",NA,"Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin",NA,NA,NA,NA,"Tameirão-Neto, E","2006","09","28","Brasil","Minas Gerais","Barão de Cocais","C.V.R.D., Projeto Barragem Norte Mina de Burcutu, distrito de Cocais","-43.4872016906738","-19.94580078125","21378","Campo rupestre, herbáceo.","auto","4579",NA,NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA
"116","2019-11-07 11:19:35-03","UFMG","BHCB-SL","41866","PreservedSpecimen","Plantae",NA,"Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin","Ponce, MM","2012","03",NA,"Salino, A","1997","08","30","Brasil","Minas Gerais","Catas Altas","Parque Natural do Caraça, Trilha no campo rupestre, ca. De 200 metros depois da Cascatona.","-43.4075012207031","-20.0746994018555","11966","Crescendo em frestas de rochas, no campo rupestre.","auto","s.n.",NA,NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA
"117","2019-11-07 11:19:35-03","UFMG","BHCB-SL","92521","PreservedSpecimen","Plantae",NA,"Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin","Ponce, MM","2012","03",NA,"Mota, RC","2005","01","05","Brasil","Minas Gerais","Catas Altas","Serra do Caraça","-43.4075012207031","-20.0746994018555","11966","Planta coletada em afloramento rochoso, próximo da Cascatona, erva terrestre.","auto","2642",NA,NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA
"118","2019-12-19 16:20:56-03","UFMG","BHCB-SL","129586","PreservedSpecimen","Plantae",NA,"Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin","Ponce, MM","2012","03",NA,"Matozinhos, CN; Menini, L; Abreu, NL; Trindade, T; Feliciano, EA; Viana, PL","2007","01","27","Brasil","Minas Gerais","Rio Preto","Serra Negra Burro de Ouro","-43.8278007507324","-22.0891990661621","20815","Erva rupícola em campo rupestre. Folhas ferrugíneas quando jovens.","auto","321",NA,NA,NA,NA,NA,"América",NA,"BHCB002183","BHCB002183",NA,NA,NA
"119","2019-11-07 11:19:35-03","UFMG","BHCB-SL","20942","PreservedSpecimen","Plantae",NA,"Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin","Ponce, MM","2012","03",NA,"Lombardi, JA; Martins, EM","1992","05","06","Brasil","São Paulo","Brotas","Fazenda Rochedo","-48.1199989318848","-22.2800006866455","26585","Ruícola no topo do morro.","auto","52",NA,NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA
"120","2021-01-12 15:24:42-03","UFMG","BHCB-SL","29583","PreservedSpecimen","Plantae",NA,"Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin","Ponce, MM","2012","03",NA,"Salino, A","1992","05","06","Brasil","São Paulo","Brotas","Na estrada Itirapina - Brotas, Faz. Rochedo","-48.1199989318848","-22.2800006866455","26585","Rupícola em rocha arenítica.","auto","1359",NA,NA,"800","800",NA,"América",NA,NA,NA,NA,NA,NA
"121","2019-11-01 15:18:13-03","UnB","UB","137230","PreservedSpecimen","Plantae","Pteridophyta","Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin","Pellegrini, G","1993",NA,NA,"Mello-Silva, R; Arbo, MM; Nunes, JVC","1992","11","18","Brasil","Minas Gerais","Buenópolis","Curimataí. Local chamado Simão, as margens da cachoeira do Riachinho e arredores. Base da serra, com afloramentos de quartzito. Próximo a cachoeira","-44.1800003051758","-17.8733005523682","42854","Grande população. Frondes discolores, prateadas a ferrugíneas na face abaxial; Sob rochas","auto","624",NA,NA,"650","650",NA,"Southern America",NA,"UB0035194","UB0035194",NA,NA,NA
"122","2019-11-01 15:18:13-03","UnB","UB","137228","PreservedSpecimen","Plantae","Pteridophyta","Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin","Ponce, M","1997",NA,NA,"Irwin, HS; Grear Junior, JW; Santos, RR; Souza, R","1966","03","07","Brasil","Goiás",NA,"Serra dos Cristais, ca. 10 km S of Cristalina","-48","-17",NA,"Soil-filled crevice of outcrop. Cerrado",NA,"13740","-48","-17","1200","1200",NA,"Southern America",NA,"UB0035195","UB0035195",NA,NA,NA
"123","2019-11-01 15:18:13-03","UnB","UB","137229","PreservedSpecimen","Plantae","Pteridophyta","Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin","Ponce, M","1997",NA,NA,"Heringer, EP","1958","03","03","Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,"Planta pequena; Cerrado aberto sobre solo rochoso, de altitude",NA,"6035",NA,NA,NA,NA,NA,"Southern America",NA,"UB0035193","UB0035193",NA,NA,NA
"124","2019-11-01 15:18:13-03","UnB","UB","137253","PreservedSpecimen","Plantae","Pteridophyta","Pteridaceae","Notholaena","goyazensis","Notholaena goyazensis","Taub.","Mickel, JT","1972",NA,NA,"Irwin, HS; Harley, RM; Onishi, E","1971","01","22","Brasil","Minas Gerais",NA,"Serra do Espinhaço. Lower cut-over slopes of Serra da Caraça, sandy slopes near riacho; ca. 10 km W of Barão de Cocais",NA,NA,NA,"Forming clumps in shade of thickets; In soil filled crevices of extensive outcrops",NA,"28802",NA,NA,"1400","1400",NA,"Southern America",NA,"UB0035296","UB0035296",NA,NA,NA
"125","2019-05-06 12:01:55-03","UFU","HUFU","10162","S","Plantae",NA,"Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin","Prado, J.","1999","03","12","Romero, R.; Nakajima, J.N.; Klein, V.L.G. & Alcantara, M.B.","1995","09","28","Brasil","Minas Gerais","São Roque de Minas","Estrada para Cachoeira Casca D'Anta","-46.3657989501953","-20.2453002929688","57119","Planta, ca. 0,15 m. Face abaxial da folha esbranquiçada.; Afloramento rochoso.","auto","2971",NA,NA,NA,NA,NA,NA,NA,"HUFU00034023","HUFU00034023",NA,NA,NA
