"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","locality","imagecode","stateProvince","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","identifiedBy","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","00942017","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","parviflora","Trembleya parviflora triflora","H. S. Irwin","18018","1966","07","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023143' target='other'> <mi>dwc_moreinfo</mi></a>","NY00942017","Magnoliophyta","Myrtales","(DC.) Cogn.","Sobradinho, ca. 20 km. E. of Brasília.","NY00942017_01","Distrito Federal","-47.8167","-15.6333","1000","1000","Brasília","J. J. Wurdack","triflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","558596","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","parviflora","Trembleya parviflora","G. Eiten","3019","1961","06","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331043' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558596","Magnoliophyta","Myrtales","(D.Don) Cogn.","5 km NNW of center of Sao Carlos; along head of east forklet of tributary brook Rio Monjolinho","NY00558596_01","São Paulo","-47.92","-21.97","850","850","Sao Carlos","E. Martins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00942035","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","parviflora","Trembleya parviflora triflora","H. S. Irwin","5152","1964","08","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023196' target='other'> <mi>dwc_moreinfo</mi></a>","NY00942035","Magnoliophyta","Myrtales","(DC.) Cogn.","Chapada da Contagem, ca. 20 km E. of Brasília.","NY00942035_01","Distrito Federal","-47.82","-15.65","700","1000","Brasília","J. J. Wurdack","triflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00942034","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","parviflora","Trembleya parviflora heterostemon","H. S. Irwin","34521","1972","01","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023194' target='other'> <mi>dwc_moreinfo</mi></a>","NY00942034","Magnoliophyta","Myrtales","(DC.) Cogn.","Serra dos Pirineus, ca. 18 km E. of Pirenópolis","NY00942034_01","Goiás","-48.78195","-15.85","1000","1000","Corumbá de Goiás","J. J. Wurdack","heterostemon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00942093","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","parviflora","Trembleya parviflora","A. B. Joly","310","1970","06","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023363' target='other'> <mi>dwc_moreinfo</mi></a>","NY00942093","Magnoliophyta","Myrtales","(D.Don) Cogn.","Km 139 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","NY00942093_01","Minas Gerais","-43.7447","-19.5136","1290","1290","Jaboticatubas","L. G. Pataro de Almeida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00942011","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","parviflora","Trembleya parviflora triflora","J. A. Ratter","R3103","1976","06","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1022926' target='other'> <mi>dwc_moreinfo</mi></a>","NY00942011","Magnoliophyta","Myrtales","(DC.) Cogn.","In the area of the Córrego Cabeça de Veado, c. 9.5 km SSE of Brasília TV Tower.","NY00942011_01","Distrito Federal","-47.9294","-15.7797",NA,NA,"Brasília",NA,"triflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","558590","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","parviflora","Trembleya parviflora","I. Mimura","479planta 1","1962","07","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331032' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558590","Magnoliophyta","Myrtales","(D.Don) Cogn.","6.8-7.2 km ao SSE em linha reta da praça principal de Sao José dos Campos. 100-200 m ao oeste da estrada para Paraibuna. Encosta ingreme dandro para o W ou SW","NY00558590_01","São Paulo","-45.88","-23.1703","600","630","Sao José dos Campos","J. J. Wurdack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","558584","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","parviflora","Trembleya parviflora","A. M. S. da F. Vaz","620","1989","06","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331048' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558584","Magnoliophyta","Myrtales","(D.Don) Cogn.","BR-116, km 87, estrada Rio-Bahia","NY00558584_01","Rio de Janeiro","-42.9656","-22.4122","900","900","Teresópolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00942012","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","parviflora","Trembleya parviflora","A. E. Heringer Salles","34","1979","09","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023130' target='other'> <mi>dwc_moreinfo</mi></a>","NY00942012","Magnoliophyta","Myrtales","(D.Don) Cogn.","Coleta feita na mata do Parque Nacional do Gama Brasília.","NY00942012_01","Distrito Federal","-48.0638","-16.01719",NA,NA,"Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00942031","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","parviflora","Trembleya parviflora parvifolia","A. F. M. Glaziou","16780",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023183' target='other'> <mi>dwc_moreinfo</mi></a>","NY00942031","Magnoliophyta","Myrtales","Cogn.",NA,"NY00942031_01","Minas Gerais",NA,NA,NA,NA,NA,NA,"parvifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","558603","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","parviflora","Trembleya parviflora","G. G. Hatschbach","3850","1957","03","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331030' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558603","Magnoliophyta","Myrtales","(D.Don) Cogn.","Serra das Furnas","NY00558603_01","Paraná","-49.9483","-24.5261",NA,NA,"Piraí do Sul","J. J. Wurdack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","558599","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","parviflora","Trembleya parviflora","A. M. V. de Carvalho","6651","1998","08","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331049' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558599","Magnoliophyta","Myrtales","(D.Don) Cogn.","Pico do Itubira; 31 km SW da cidade, caminho para Mato Grosso","NY00558599_01","Bahia","-41.8969","-13.3889",NA,NA,"Rio de Contas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00748934","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","parviflora","Trembleya parviflora triflora","A. Macedo","3711","1952","07","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=885981' target='other'> <mi>dwc_moreinfo</mi></a>","NY00748934","Magnoliophyta","Myrtales","(DC.) Cogn.","Pirineus.","NY00748934_01","Goiás","-48.8083","-15.9236",NA,NA,"Corumbá de Goiás","A. C. Brade","triflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","2422718","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","parviflora","Trembleya parviflora","G. Heiden","1380","2010","06","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2670779' target='other'> <mi>dwc_moreinfo</mi></a>","NY02422718","Magnoliophyta","Myrtales","(D.Don) Cogn.","Serra do Cipó.Lapinha da Serra, trilha para o Pico do Breu, margem do corrego Boqueirao a esquerda da trilha.","NY02422718_01","Minas Gerais","-43.6764","-19.0997","1403",NA,"Santana do Riacho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00942023","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","parviflora","Trembleya parviflora","F. N. Costa","306","2001","07","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023153' target='other'> <mi>dwc_moreinfo</mi></a>","NY00942023","Magnoliophyta","Myrtales","(D.Don) Cogn.","Estrada Sopa-São João da Chapada, logo após a saída de Sopa.","NY00942023_01","Minas Gerais","-43.7025","-18.2183","1320","1320","Diamantina","J. R. Pirani",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","3107654","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","parviflora","Trembleya parviflora","M. Reginato","742","2006","12","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3445975' target='other'> <mi>dwc_moreinfo</mi></a>","NY03107654","Magnoliophyta","Myrtales","(D.Don) Cogn.","Parque Estadual das Lauráceas.","NY03107654_01","Paraná","-48.6970711","-24.9429505",NA,NA,"Tunas do Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","629627","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","parviflora","Trembleya parviflora","W. Ganev","965","1992","08","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331040' target='other'> <mi>dwc_moreinfo</mi></a>","NY00629627","Magnoliophyta","Myrtales","(D.Don) Cogn.","Serra da Tromba, próximo à ponte caída do Rio de Contas","NY00629627_01","Bahia","-41.83","-13.13","1300","1300","Piata","E. M. Woodgyer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","558582","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","parviflora","Trembleya parviflora","A. C. Brade","16315","1940","07","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331026' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558582","Magnoliophyta","Myrtales","(D.Don) Cogn.","Flora da Serra dos Orgaos; Rio Paquequer","NY00558582_01","Rio de Janeiro",NA,NA,"950","950",NA,"A. C. Brade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00942028","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","parviflora","Trembleya parviflora denticulata","H. L. de M. Barreto","4721","1936","07","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023174' target='other'> <mi>dwc_moreinfo</mi></a>","NY00942028","Magnoliophyta","Myrtales","Cogn.","Serra do Lenheiro","NY00942028_01","Minas Gerais","-44.2617","-21.1358",NA,NA,"São João del Rei",NA,"denticulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00942018","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","parviflora","Trembleya parviflora triflora","D. R. Hunt","6607","1966","07","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023144' target='other'> <mi>dwc_moreinfo</mi></a>","NY00942018","Magnoliophyta","Myrtales","(DC.) Cogn.","Barragem Paranoá, east across the lake from Brasília.","NY00942018_01","Distrito Federal","-47.9294","-15.7797","900","1150","Brasília","J. J. Wurdack","triflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","629628","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","parviflora","Trembleya parviflora","W. Ganev","1978","1993","07","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331041' target='other'> <mi>dwc_moreinfo</mi></a>","NY00629628","Magnoliophyta","Myrtales","(D.Don) Cogn.","Riacho da Forquilha","NY00629628_01","Bahia","-42.32","-13.9","1500","1500","Rio do Pires","E. M. Woodgyer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","558594","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","parviflora","Trembleya parviflora","I. Mimura","477planta 1","1962","07","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331047' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558594","Magnoliophyta","Myrtales","(D.Don) Cogn.","Parte inferior da encosta leste do vale do Córrego da Ressaca, 6.5 km ao SW (ao longo da Rodovia Pres. Dutra) da saída para Sao José dos Campos, e dentro de 500 m. de rodovia. Ca. 200 m. da estrada","NY00558594_01","São Paulo","-45.88","-23.1703","560","590","Sao José dos Campos","E. Martins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","3909997","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","parviflora","Trembleya parviflora","F. Almeda","8483","2001","10","14","South America","Brazil","Sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4451345' target='other'> <mi>dwc_moreinfo</mi></a>","NY03909997","Magnoliophyta","Myrtales","(D.Don) Cogn.","1 km N of Cachoeira Sentinela.",NA,"Minas Gerais","-43.60138702","-18.1558342","1100","1100","Diamantina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","558585","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","parviflora","Trembleya parviflora","G. G. Hatschbach","42202","1979","03","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331035' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558585","Magnoliophyta","Myrtales","(D.Don) Cogn.","Serra do Caete","NY00558585_01","Paraná","-49.3142","-25.1903",NA,NA,"Rio Branco do Sul","J. J. Wurdack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00942013","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","parviflora","Trembleya parviflora","E. P. Heringer","16888","1978","03","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023135' target='other'> <mi>dwc_moreinfo</mi></a>","NY00942013","Magnoliophyta","Myrtales","(D.Don) Cogn.",NA,"NY00942013_01","Distrito Federal","-47.9294","-15.7797",NA,NA,"Brasília","J. J. Wurdack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00748910","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","parviflora","Trembleya parviflora triflora","S. A. Mori","16938","1984","07","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=885984' target='other'> <mi>dwc_moreinfo</mi></a>","NY00748910","Magnoliophyta","Myrtales","(DC.) Cogn.","BR040, 1 km SE of Cristalina, km 107 Campo Rupestre","NY00748910_01","Goiás","-47.6133","-16.7686","1250","1250","Cristalina","J. J. Wurdack","triflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00942010","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","parviflora","Trembleya parviflora","L. Emygdio de Mello Filho","3312","1972","07","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1022920' target='other'> <mi>dwc_moreinfo</mi></a>","NY00942010","Magnoliophyta","Myrtales","(D.Don) Cogn.","Gandarela.","NY00942010_01","Minas Gerais",NA,NA,"1570","1570",NA,"J. F. A. Baumgratz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1654176","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","parviflora","Trembleya parviflora","F. A. Michelangeli","1586","2011","02","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1568267' target='other'> <mi>dwc_moreinfo</mi></a>","NY01654176","Magnoliophyta","Myrtales","(D.Don) Cogn.","Road from Parque Estadual do Itacolomi to Lavras Novas, in Eucalyptus plantation","NY01654176_01","Minas Gerais","-43.53175","-20.44905","1353",NA,"Ouro Preto","R. Goldenberg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","245857","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","parviflora","Trembleya parviflora angustifolia","G. Gardner","379","1836",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=346665' target='other'> <mi>dwc_moreinfo</mi></a>","NY00245857","Magnoliophyta","Myrtales","Cogn.","Brasilia","NY00245857_01",NA,NA,NA,NA,NA,NA,NA,"angustifolia","isosyntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","558601","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","parviflora","Trembleya parviflora heterostemon","A. C. Brade","18205","1946","05","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=349622' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558601","Magnoliophyta","Myrtales","(DC.) Cogn.","Alto Limoeiro","NY00558601_01","Espírito Santo","-40.8556","-19.8019",NA,NA,"Itaguaçu","A. C. Brade","heterostemon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","558598","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","parviflora","Trembleya parviflora","I. Mimura","444","1962","07","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331033' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558598","Magnoliophyta","Myrtales","(D.Don) Cogn.","Uma área disjuntiva de cerrado de varias centenas de km [squared], rodeada antigamente por mata. Ca. 7 km SSE em linha reta da praça principal de Sao José dos Campos. Ca. de 250 m. ao oeste da estrada para Paraibuna","NY00558598_01","São Paulo","-45.88","-23.1703","590","590","Sao José dos Campos","J. J. Wurdack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","245859","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","parviflora","Trembleya parviflora latifolia","G. Gardner","380","1836",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=217748' target='other'> <mi>dwc_moreinfo</mi></a>","NY00245859","Magnoliophyta","Myrtales","Cogn.","Brasilia","NY00245859_01",NA,NA,NA,NA,NA,NA,NA,"latifolia","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
