"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","coordinatePrecision","geoFlag","class","individualCount"
"1","2021-03-15 16:37:00-03","NY","NYBG","1783","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Albizia","burkartiana","Albizia burkartiana","Barneby & J.W.Grimes","holotype","R. Reitz","14,359","1962","12","21","South America","Brazil","Santa Catarina","Capinzal","Capinzal.","-51.63632","-27.424604","700","700","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=573575' target='other'> <mi>dwc_moreinfo</mi></a>","NY00001783","NY00001783_01",NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","00391337","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Albizia","burkartiana","Albizia burkartiana","Barneby & J.W.Grimes",NA,"G. G. Hatschbach","15495","1966","12","15","South America","Brazil","Paraná","Clevelândia","Rincao Torcido. Iguaçu basin","-52.5","-26",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=573574' target='other'> <mi>dwc_moreinfo</mi></a>","NY00391337","NY00391337_01","R. C. Barneby; J. W. Grimes",NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","00391338","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Albizia","burkartiana","Albizia burkartiana","Barneby & J.W.Grimes",NA,"G. G. Hatschbach","15495","1966","12","15","South America","Brazil","Paraná","Clevelândia","Rincao Torcido. Iguaçu basin","-52.5","-26",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=573573' target='other'> <mi>dwc_moreinfo</mi></a>","NY00391338","NY00391338_01","R. C. Barneby",NA,NA,NA,NA
"4","2020-12-21 16:25:15-03","MBM","MBM","1543","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Albizia","burkartiana","Albizia burkartiana","Barneby & J.W. Grimes",NA,"Hatschbach, G.","15495",NA,NA,NA,"Southern America","Brazil","Paraná","Clevelândia","Rincão Grande","-52.4707984924316","-26.3957996368408",NA,NA,NA,NA,"MBM001543","MBM001543","Barneby, R.","30860","auto",NA,NA
"5","2020-12-21 16:25:15-03","MBM","MBM","51546","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Albizia","burkartiana","Albizia burkartiana","Barneby & J.W. Grimes","ISOTYPE","Reitz, R.; Klein, R.M.; Klein, R.M.","14359","1962","12","21","Southern America","Brazil","Santa Catarina","Capinzal",NA,"-51.6119003295898","-27.343599319458","700","700",NA,"Árvore 10m atl. Capoeira. Flor branca.; Árvore, 10m, flor branca.; Capoeira.","MBM051546","MBM051546","Barneby, R.","19949","auto",NA,NA
"6","2020-09-12 05:00:02-03","US","US","2841599","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Albizia","burkartiana","Albizia burkartiana","Barneby & J.W. Grimes","Isotype","R. Reitz & R. M. Klein","14359","1962","12","21","South America","Brazil","Santa Catarina",NA,"Capinzal.",NA,NA,"700",NA,NA,NA,"US00811452","US00811452_01",NA,NA,NA,"Dicotyledonae","1"
"7","2020-09-12 05:00:02-03","US","US","2564589","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Albizia","burkartiana","Albizia burkartiana","Barneby & J.W. Grimes",NA,"G. Hatschbach","15495","1966","12","15","South America","Brazil","Paraná",NA,"Rincao Torcido (mun. Clevelandia).",NA,NA,NA,NA,NA,NA,"US02194601","US02194601_01",NA,NA,NA,"Dicotyledonae","1"
