"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","class","day","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","typeStatus","fieldNumber","individualCount"
"11","2020-12-21 16:16:21-03","MBM","MBM","19737","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H. Rob.","Hatschbach, G.; Pelanda, P.; Pelanda, P.","27899","1971","11","Southern America","Brazil","Minas Gerais","Ribeirão das Pedras",NA,NA,"MBM019737","MBM019737",NA,"14","Diamantina","-43.6002998352051","-18.2493991851807","101169","auto","Robinson, H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-12-21 16:16:21-03","MBM","MBM","174327","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H. Rob.","Hatschbach, G.; Pott, A.; Silva, J.M.; Pott, A.; Silva, J.M.","62661","1995","05","Southern America","Brazil","Mato Grosso","Rod. BR-364, Chapada dos Parecis, 50-70km O do trevo para Arenápolis",NA,NA,"MBM174327","MBM174327",NA,"12","Diamantino","-56.4460983276367","-14.4085998535156","134442","auto","Robinson, H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2015-09-04 05:42:57-03","MNHN","RECOLNAT_MNHN_P","P02667774","PreservedSpecimen",NA,NA,NA,"Asteraceae","Vernonia","adenophylla","Vernonia adenophylla","Mart. ex DC.","Riedel",NA,NA,NA,NA,"Brasil",NA,"Brésil.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02667774' target='other'> <mi>dwc_moreinfo</mi></a>","P02667774","P02667774_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2015-09-04 05:42:57-03","MNHN","RECOLNAT_MNHN_P","P02667775","PreservedSpecimen",NA,NA,NA,"Asteraceae","Vernonia","adenophylla","Vernonia adenophylla","Mart. ex DC.","Riedel",NA,"1824","12",NA,"Brasil",NA,"Brésil. Pr. Tejuco.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02667775' target='other'> <mi>dwc_moreinfo</mi></a>","P02667775","P02667775_01",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1189",NA
"15","2015-09-04 05:42:57-03","MNHN","RECOLNAT_MNHN_P","P02667773","PreservedSpecimen",NA,NA,NA,"Asteraceae","Vernonia","adenophylla","Vernonia adenophylla","Mart. ex DC.",NA,NA,"1824","12",NA,"Brasil","Rio de Janeiro","Pr Tijuca.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02667773' target='other'> <mi>dwc_moreinfo</mi></a>","P02667773","P02667773_01",NA,"1","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1189",NA
"16","2020-12-11 11:33:06-03","UFMG","BHCB","15951","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H.Rob.","Souza, A de","s.n.","1988","06","Southern America","Brasil","Minas Gerais","Serra da Moeda.",NA,"Campo úmido. Herbáceo.",NA,NA,NA,"05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-12-11 11:33:06-03","UFMG","BHCB","170753","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H.Rob.","Marques, D; Araújo, IM","389","2011","12","Southern America","Brasil","Minas Gerais","Parque Estadual do Biribiri, Vargem da Santa Polonha",NA,"Subarbusto, ca. 01 m. Brácteas involucrais negras, corola e ramos do estilete púrpuros.; Campo rupestre.","BHCB015436",NA,NA,"14","Diamantina","-43.593306","-18.139139",NA,NA,NA,"2012","01","08","-43.593306","-18.139139","1297","1297",NA,NA,NA
"18","2020-12-11 11:33:06-03","UFMG","BHCB","5318","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H.Rob.","Grandi, TSM; Carvalho, RCF de","s.n.","1984","05","Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"22","Belo Horizonte","-43.937801361084","-19.9207992553711","17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-11 11:33:06-03","UFMG","BHCB","8064","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H.Rob.","Grandi, TSM; Grandi, TSM","s.n.","1987","01","Southern America","Brasil","Minas Gerais","Conselheiro Mata.",NA,NA,NA,NA,NA,"10","Diamantina","-43.6002998352051","-18.2493991851807","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-12-11 11:33:06-03","UFMG","BHCB","15903","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H.Rob.","Braga, MMN; et al.","276","1988","10","Southern America","Brasil","Minas Gerais","Serra de Ouro Branco.",NA,"Campo rupestre. Herbáceo. Inflorescência roxa.",NA,NA,NA,"21","Ouro Branco","-43.6918983459473","-20.5207996368408","13809","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-11 11:33:06-03","UFMG","BHCB","14010","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H.Rob.","Oliveira, DR de","s.n.","1988","10","Southern America","Brasil","Minas Gerais","Serra de Ouro Branco., Vertente sul.",NA,"Campo rupestre. Herbáceo.",NA,NA,NA,"02","Ouro Branco","-43.6918983459473","-20.5207996368408","13809","auto",NA,NA,NA,NA,NA,NA,"1150","1150",NA,NA,NA
"22","2020-12-11 11:33:06-03","UFMG","BHCB","55848","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H.Rob.","Magalhães, GM","3011","1942","07","Southern America","Brasil","Minas Gerais","Serra do Curral.",NA,"Campo queimado. Pouco frequente. Herbáceo. Flor violácea.",NA,NA,NA,"05","Belo Horizonte","-43.937801361084","-19.9207992553711","17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-11 11:33:06-03","UFMG","BHCB","55849","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H.Rob.","Barreto, HLM","3996","1933","07","Southern America","Brasil","Minas Gerais","Serra do Taquaril.",NA,"Campo. Muito frequente. Herbáceo, 0,2m.",NA,NA,NA,"21","Belo Horizonte","-43.937801361084","-19.9207992553711","17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-11 11:33:42-03","UFMG","BHCB","10664","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Vernonia","adenophylla","Vernonia adenophylla","Mart. ex DC.","Braga, MMN; Dematteis, M","s.n.","1987","01","Southern America","Brasil","Minas Gerais",NA,NA,"campo rupestre, flores lilás, sobre solo arenoso/rochoso","BHCB007272",NA,NA,"10","Diamantina","-43.6002998352051","-18.2493991851807","101169","auto",NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2008-05-27 22:02:00-03","MO","MOBOT","3277420","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H. Rob.","Agnes Chase","Chase 9173","1925","3","South America","Brazil","Minas Gerais","Crevious of nearly vertical rock, open, dry with brush.",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"V. L. Rivera (SPF), May/",NA,NA,NA,NA,NA,"1200.00000000","1300.00000000",NA,NA,NA
"26","2019-09-04 18:09:26-03","UFLA","ESAL","32151","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H.Rob.","Martins, CPV; Arruda, IAC; Mansanares, ME; Bionde, M; Ribeiro, WS","50","2015","08",NA,"Brasil","Minas Gerais","Serra das Broas, Estrada entre o Platô e as Broas, logo após o ribeirão.",NA,"Arbusto, aproximadamente 1,2 m, brácteas pardas com ápice marrom, papus branco e flores rosas.; Campo Limpo em área de Campo Rupestre",NA,NA,NA,"24","Carrancas","-44.618333","-21.588333",NA,NA,NA,NA,NA,NA,"-44.618333","-21.588333","1320","1320",NA,NA,NA
"27","2019-09-04 18:09:26-03","UFLA","ESAL","32152","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H.Rob.","Martins, CPV; Arruda, IAC; Mansanares, ME; Bionde, M; Ribeiro, WS","51","2015","08",NA,"Brasil","Minas Gerais","Serra das Broas, Estrada entre o Platô e as Broas, logo após o ribeirão.",NA,"Arbusto com aproximadamente 1 m; brácteas pardas com ápice marrom, papus branco, flores rosas.; Campo Limpo em área de Campo Rupestre",NA,NA,NA,"24","Carrancas","-44.618333","-21.588333",NA,NA,NA,NA,NA,NA,"-44.618333","-21.588333","1320","1320",NA,NA,NA
"28","2019-09-04 18:09:26-03","UFLA","ESAL","32175","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H.Rob.","Martins, CPV; Arruda, IAC","277","2016","02",NA,"Brasil","Minas Gerais","Serra do Carrapato, Subindo da vertente norte em direção ao topo, ao lado da Serra da Bocaina.",NA,"Subarbusto com aproximadamente 80 cm; brácteas involucrais verdes com indumento pálido, flores lilases e papus branco. Campo cerrado, base da serra.; Campo cerrado na base da serra",NA,NA,NA,"27","Lavras","-44.998139","-21.323556",NA,NA,NA,NA,NA,NA,"-44.998139","-21.323556","1156","1156",NA,NA,NA
"29","2019-06-10 10:10:18-03","FZB-BH","BHZB","278","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus",NA,"Pôrto de Paula, L.M. et al.",NA,"1990","10",NA,"Brasil","MG","Serra da Moeda",NA,"Doação BHCB. Coletada na 2ª Estação a 1350m de altitude. Grupo Caraça da formação Moeda. Quartzito . Solos poucos evoluidos.AMEAÇADA",NA,NA,NA,"01","Moeda","-44.0527992248535","-20.3330993652344","14750","auto",NA,NA,NA,NA,NA,NA,"1350","1350",NA,NA,NA
"30","2020-09-12 05:00:02-03","US","US","1690497","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H. Rob.","L. Riedel","1189","1824","2","South America","Brazil",NA,"Yrasilia, pr. Tijuen [interpreted]",NA,NA,"US01630168","US01630168_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"31","2020-09-12 05:00:02-03","US","US","2197927","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H. Rob.","L. Smith","7020","1952","4","South America - Neotropics","Brazil","Minas Gerais","Brasil, Minas Gerais, Municipio Jaboticatubas, Serra do Cipo, Chapeu de Sol",NA,NA,"US01630170","US01630170_01","Dicotyledonae","29",NA,"-43.95","-19.67",NA,NA,NA,NA,NA,NA,NA,NA,"1000",NA,NA,NA,"1"
"32","2020-09-12 05:00:02-03","US","US","2922395","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H. Rob.","R. M. King & L. E. Bishop","8899A","1981","2","South America - Neotropics","Brazil","Goiás","Brasilianae, Goias, 5-12 km S of Alto Paraiso de Goias, mostly E of road to Sao Joao da Alianca",NA,NA,"US01630174","US01630174_01","Dicotyledonae","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1006","1158",NA,NA,"1"
"33","2020-09-12 05:00:02-03","US","US","2962238","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H. Rob.","G. Hatschbach","44788","1982","3","South America - Neotropics","Brazil","Goiás","Rod. DE-17, 10-15 km S de Alto Paraiso, Goias",NA,NA,"US01630173","US01630173_01","Dicotyledonae","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"34","2020-09-12 05:00:02-03","US","US","2922499","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H. Rob.","R. M. King & L. E. Bishop","8490A","1981","1","South America - Neotropics","Brazil","Minas Gerais","Brasilianae, Minas Gerais, Serra do Cipo, 16 km E of Chapeu de Sol",NA,NA,"US01630169","US01630169_01","Dicotyledonae","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1067","1219",NA,NA,"1"
"35","2020-09-12 05:00:02-03","US","US","3347176","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H. Rob.","T. Grandi & et al.","s.n.",NA,NA,"South America - Neotropics","Brazil","Minas Gerais","Conselheiro Mata, MG",NA,NA,"US01630167","US01630167_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"36","2020-09-12 05:00:02-03","US","US","2818696","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H. Rob.","H. S. Irwin, H. Maxwell & D. C. Wasshausen","20256","1968","2","South America - Neotropics","Brazil","Minas Gerais","Planalto do Brasil, Serra do Espinhaco, Serra do Cipo, Minas Gerais, ca km 132 (ca 153 km N. of Belo Horizonte)",NA,NA,"US01630172","US01630172_01","Dicotyledonae","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1400",NA,NA,NA,"1"
"37","2020-09-12 05:00:02-03","US","US","3191531","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H. Rob.","G. Hatschbach & P. Pelanda","27899","1971","11","South America - Neotropics","Brazil","Minas Gerais","Rib. das Pedras (mun. Diamantina) Minas Gerais",NA,NA,"US01630166","US01630166_01","Dicotyledonae","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1200",NA,NA,NA,"1"
"38","2020-09-12 05:00:02-03","US","US","3353714","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H. Rob.","G. Hatschbach, M. M. Hatschbach & E. L. Barbosa","66315","1997","3","South America - Neotropics","Brazil","Minas Gerais","Serra do Cabral, Armazem da Laje (Mun. Joaquim Felicio) Minas Gerais",NA,NA,"US01630171","US01630171_01","Dicotyledonae","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"39","2020-04-29 16:29:34-03","UFVJM","HDJF","272","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H. Rob.","Oliveira, PA","s.n.","2011","12","Southern America","Brasil","Minas Gerais","Parque Estadual do Biribiri. BR 367.",NA,NA,"HDJF000272",NA,NA,"12","Diamantina","-43.590278","-18.201944",NA,NA,"Oliveira, PA",NA,NA,NA,"-43.590278","-18.201944",NA,NA,NA,NA,NA
"40","2020-04-29 16:29:34-03","UFVJM","HDJF","3512","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H. Rob.","Faria, JEQ","5560","2016","03","Southern America","Brasil","Minas Gerais","Margem da BR-367 indo de Diamantina para o Campus II da UFVJM",NA,NA,"HDJF003512","HDJF003512_01",NA,"31","Diamantina","-43.586944","-18.213333",NA,NA,"Chaves, DA","2017","06",NA,"-43.586944","-18.213333","1408","1408",NA,NA,NA
"41","2020-04-29 16:29:34-03","UFVJM","HDJF","270","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H. Rob.","Oliveira, PA","s.n.","2011","12","Southern America","Brasil","Minas Gerais","Parque Estadual do Biribiri. BR 367.",NA,NA,"HDJF000270","HDJF000270_01",NA,"12","Diamantina","-43.590278","-18.201944",NA,NA,"Oliveira, PA",NA,NA,NA,"-43.590278","-18.201944",NA,NA,NA,NA,NA
"42","2020-04-29 16:29:34-03","UFVJM","HDJF","269","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H. Rob.","Oliveira, PA","s.n.","2011","12","Southern America","Brasil","Minas Gerais","Parque Estadual do Biribiri. BR 367.",NA,NA,"HDJF000269","HDJF000269_01",NA,"12","Diamantina","-43.590278","-18.201944",NA,NA,"Oliveira, PA",NA,NA,NA,"-43.590278","-18.201944",NA,NA,NA,NA,NA
"43","2020-04-29 16:29:34-03","UFVJM","HDJF","5747","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H. Rob.","Chaves, DA; Gonçalves, MF","385","2014","05","Southern America","Brasil","Minas Gerais","Cadeia do Espinhaço: Parque Estadual do Rio Preto, subida para a Chapada dos Coutos",NA,NA,"HDJF005747","HDJF005747_01",NA,"03","São Gonçalo do Rio Preto","-43.335583","-18.195067",NA,NA,"Nakajima, JN; Bringel","2018","03",NA,"-43.335583","-18.195067","1357","1357",NA,NA,NA
"44","2020-04-29 16:29:34-03","UFVJM","HDJF","3510","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H. Rob.","Faria, JEQ","5558","2016","03","Southern America","Brasil","Minas Gerais","Margem da BR-367 indo de Diamantina para o Campus II da UFVJM",NA,NA,"HDJF003510","HDJF003510_01",NA,"31","Diamantina","-43.586944","-18.213333",NA,NA,"Chaves, DA","2017","06",NA,"-43.586944","-18.213333","1408","1408",NA,NA,NA
"45","2020-04-29 16:29:34-03","UFVJM","HDJF","271","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H. Rob.","Oliveira, PA","s.n.","2011","12","Southern America","Brasil","Minas Gerais","Parque Estadual do Biribiri. BR 367.",NA,NA,"HDJF000271",NA,NA,"12","Diamantina","-43.590278","-18.201944",NA,NA,"Oliveira, PA",NA,NA,NA,"-43.590278","-18.201944",NA,NA,NA,NA,NA
"46","2019-11-01 14:54:03-03","UnB","UB","124387","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H.Rob.","King, RM","8490A","1981","01","Southern America","Brasil","Minas Gerais","Serra do Cipó, 16km E of Chapéu de Sol",NA,"Flowers pink.",NA,NA,NA,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-11-01 14:54:03-03","UnB","UB","207044","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H.Rob.","Chaves, DA","98","2013","12","Southern America","Brasil","Minas Gerais","Cadeia do Espinhaço: Parque Nacional das Sempre Vivas, em torno da casa de apoio",NA,"Complexo Rupestre",NA,NA,NA,"18","Buenópolis","-43.7997","-17.914717",NA,NA,"Nakajima, JN; Bringel, JBA","2015",NA,NA,"-43.7997","-17.914717","1304","1304",NA,NA,NA
"48","2019-11-01 14:54:03-03","UnB","UB","207058","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H.Rob.","Chaves, DA","112","2013","12","Southern America","Brasil","Minas Gerais","Cadeia do Espinhaço: Parque Nacional das Sempre Vivas, em torno da casa de apoio",NA,"Complexo Rupestre",NA,NA,NA,"19","Buenópolis","-43.779367","-17.916017",NA,NA,"Nakajima, JN; Bringel, JBA","2015",NA,NA,"-43.779367","-17.916017","1318","1318",NA,NA,NA
"49","2019-11-01 14:54:03-03","UnB","UB","207060","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H.Rob.","Chaves, DA","114","2013","12","Southern America","Brasil","Minas Gerais","Cadeia do Espinhaço: Parque Nacional das Sempre Vivas, em torno da casa de apoio",NA,"Complexo Rupestre",NA,NA,NA,"19",NA,"-43.773067","-17.925867",NA,NA,"Bringel; Nakajima, JA","2018","03",NA,"-43.773067","-17.925867","1349","1349",NA,NA,NA
