"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","day","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","infraspecificEpithet","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","640219","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Cnidoscolus","infestus","Cnidoscolus infestus","Pax & K.Hoffm.",NA,"R. M. Harley","16484","1974","02","South America","Brazil","Bahia",NA,"14 km S.W. of Cansançao, on road to Queimadas","-39.57","-10.78","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=196699' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640219",NA,"F. J. Fernández Casas","22","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01301137","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Cnidoscolus","infestus","Cnidoscolus infestus","Pax & K.Hoffm.",NA,"L. Riedel","s.n.","1824",NA,"South America","Brazil","Amazonas","Borba",NA,"-59.5938987731934","-4.38778018951416","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1562231' target='other'> <mi>dwc_moreinfo</mi></a>","NY01301137","NY01301137_01","C. Castro de Oliveira",NA,NA,NA,"270195","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","778246","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Cnidoscolus","loefgrenii","Cnidoscolus loefgrenii","(Pax & K.Hoffm.) Pax & K.Hoffm.",NA,"M. Bang","1378","1892","04","South America","Bolivia",NA,NA,"Guanai-Tipuani",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=690669' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778246",NA,"F. J. Fernández Casas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","778247","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Cnidoscolus","loefgrenii","Cnidoscolus loefgrenii","(Pax & K.Hoffm.) Pax & K.Hoffm.",NA,"G. J. Schwarz","5668","1948","04","South America","Argentina","Misiones","Posadas","Posadas",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=690667' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778247",NA,"F. J. Fernández Casas","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1027297","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Cnidoscolus","neglectus","Cnidoscolus neglectus","Pohl",NA,"E. P. Heringer","3065","1980","01","South America","Brazil","Distrito Federal","Brasília","BR - 251, após a cachoeirinha.","-47.9294","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1142866' target='other'> <mi>dwc_moreinfo</mi></a>","NY01027297",NA,"C. Castro de Oliveira","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00862898","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Cnidoscolus","neglectus","Cnidoscolus neglectus","Pohl",NA,"E. P. Heringer","11350","1967","02","South America","Brazil","Distrito Federal","Brasília","Ferdal","-47.9294","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=949341' target='other'> <mi>dwc_moreinfo</mi></a>","NY00862898",NA,"C. Castro de Oliveira","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1027292","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Cnidoscolus","neglectus","Cnidoscolus neglectus","Pohl",NA,"H. S. Irwin","23214","1969","02","South America","Brazil","Minas Gerais","Francisco Sá","Serra do Espinhaço, ca. 5 km N.E. of Francisco Sá, on road to Salinas","-43.44565","-16.4661","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1142844' target='other'> <mi>dwc_moreinfo</mi></a>","NY01027292","NY01027292_01","C. Castro de Oliveira","13","950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1027295","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Cnidoscolus","neglectus","Cnidoscolus neglectus","Pohl",NA,"E. P. Heringer","11350","1967","02","South America","Brazil","Distrito Federal","Brasília","Fercal.","-47.9294","-15.7797","sheet","[collector number may be wrong] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1142861' target='other'> <mi>dwc_moreinfo</mi></a>","NY01027295",NA,"C. Castro de Oliveira","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","590261","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Cnidoscolus","neglectus","Cnidoscolus neglectus","Pohl",NA,"J. M. Pires","9466","1963","07","South America","Brazil","Distrito Federal","Brasília","Zona de calcáreo; Córrego maranhao","-47.9294","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=416961' target='other'> <mi>dwc_moreinfo</mi></a>","NY00590261","NY00590261_01","C. Castro de Oliveira","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","629666","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Cnidoscolus","neglectus","Cnidoscolus neglectus","Pohl",NA,"R. M. Harley","H50458","1992","12","South America","Brazil","Bahia","Abaíra","Brejo do Engenho","-41.8","-13.3","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=416964' target='other'> <mi>dwc_moreinfo</mi></a>","NY00629666",NA,"C. Castro de Oliveira","27","950","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1027294","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Cnidoscolus","neglectus","Cnidoscolus neglectus","Pohl",NA,"A. F. C. P. Saint-Hilaire","s.n.","1816",NA,"South America","Brazil","Minas Gerais",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1142858' target='other'> <mi>dwc_moreinfo</mi></a>","NY01027294",NA,"C. Castro de Oliveira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00778248","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Cnidoscolus","neglectus","Cnidoscolus neglectus","Pohl",NA,"W. Rodrigues","4328","1962","01","South America","Brazil","Rondônia",NA,"Forte Principe da Beira, caminho do Aeroporto",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=690668' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778248","NY00778248_01","C. Castro de Oliveira","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00862894","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Cnidoscolus","neglectus","Cnidoscolus neglectus","Pohl",NA,"H. S. Irwin","19188","1968","01","South America","Brazil","Goiás","Cocalzinho de Goiás","50 km N. of Corumbá de Goiás on road to Niquelândia, valley of Rio Maranhão. Serra dos Pirineus.","-48.6","-15.57","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=949302' target='other'> <mi>dwc_moreinfo</mi></a>","NY00862894","NY00862894_01","C. Castro de Oliveira","25","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00862893","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Cnidoscolus","neglectus","Cnidoscolus neglectus","Pohl",NA,"H. S. Irwin","11279","1965","12","South America","Brazil","Distrito Federal","Brasília","25 km N. of Brasília","-47.9167","-15.55738","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=949300' target='other'> <mi>dwc_moreinfo</mi></a>","NY00862893","NY00862893_01","C. Castro de Oliveira","14","950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1027915","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Cnidoscolus","neglectus","Cnidoscolus neglectus","Pohl",NA,"H. S. Irwin","13967","1966","03","South America","Brazil","Distrito Federal","Brasília","Côrrego Landim, ca. 25 km N. of Brasília","-47.91666667","-15.5575","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1143070' target='other'> <mi>dwc_moreinfo</mi></a>","NY01027915","NY01027915_01","C. Castro de Oliveira","15","950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1018422","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Cnidoscolus","neglectus","Cnidoscolus neglectus","Pohl",NA,"R. M. Harley","50458","1992","12","South America","Brazil","Bahia","Abaíra","Brejo do Engenho.","-41.8","-13.3","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1259450' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018422",NA,"C. Castro de Oliveira","27","950","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1027287","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Cnidoscolus","neglectus","Cnidoscolus neglectus","Pohl",NA,"A. P. Duarte","7452","1962","11","South America","Brazil","Minas Gerais","Várzea da Palma","Varzea da Palma, Faz. Mãe d'Água.","-44.749531","-17.411382","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1142829' target='other'> <mi>dwc_moreinfo</mi></a>","NY01027287",NA,"C. Castro de Oliveira","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","685077","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Cnidoscolus","neglectus","Cnidoscolus neglectus","Pohl",NA,"E. Santos","2081","1964","09","South America","Brazil","Rio de Janeiro",NA,"Entre Barra de Sao João e Tamoios",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=886432' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685077","NY00685077_01","F. J. Fernández Casas","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1027293","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Cnidoscolus","neglectus","Cnidoscolus neglectus","Pohl",NA,"M. do C. E. Amaral","CFSC7122","1981","03","South America","Brazil","Minas Gerais","Santana do Riacho","Km 133 ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro. Morro do Calcáreo (antiga extração de mármore).","-43.7142","-19.1692","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1142851' target='other'> <mi>dwc_moreinfo</mi></a>","NY01027293",NA,"C. Castro de Oliveira","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01301132","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Cnidoscolus","neglectus","Cnidoscolus neglectus","Pohl",NA,"M. G. Vieira","473","1979","10","South America","Brazil","Rondônia",NA,"Mineração Campo Novo BR 421 a 2 Km a Oeste da Mineração Campo Novo a 120 Km de Ariquemes WSW","-63.616667","-10.583333","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1562220' target='other'> <mi>dwc_moreinfo</mi></a>","NY01301132","NY01301132_01","C. Castro de Oliveira","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1027920","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Cnidoscolus","neglectus","Cnidoscolus neglectus","Pohl",NA,"H. S. Irwin","15116","1966","04","South America","Brazil","Goiás","Formosa","Serra do Morcêgo, Côrrego Estrema, 35 km N.E. of Formosa","-47.10261","-15.30964","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1143097' target='other'> <mi>dwc_moreinfo</mi></a>","NY01027920","NY01027920_01","C. Castro de Oliveira","20","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","3962871","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Cnidoscolus","urens","Cnidoscolus urens","(L.) Arthur",NA,"J. J. Wurdack","41291","1956","01","South America","Venezuela","Bolívar",NA,"East slopes of Cerro Pijiguao above Pijiguao (about 70 km. from mouth of Rio Suapure)",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4257225' target='other'> <mi>dwc_moreinfo</mi></a>","NY03962871",NA,NA,"19","110","520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1027289","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Cnidoscolus","urens","Cnidoscolus urens","(L.) Arthur",NA,"S. Tsugaru","B1123","1987","08","South America","Brazil","Maranhão","São Luís",NA,"-44.3028","-2.5297","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1142832' target='other'> <mi>dwc_moreinfo</mi></a>","NY01027289",NA,"D. E. Atha","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","3962825","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Cnidoscolus","urens","Cnidoscolus urens","(L.) Arthur",NA,"M. Toledo","438","1994","11","South America","Bolivia","Santa Cruz","Ñuflo de Chávez","Region de Lomerio. 5 km al Sur de la plaza; curzando el río Zapocó Norte Comunidad de Palmira","-61.9347","-16.7525","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4257179' target='other'> <mi>dwc_moreinfo</mi></a>","NY03962825",NA,NA,"16","300","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","3962851","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Cnidoscolus","urens","Cnidoscolus urens","(L.) Arthur",NA,"G. Klug","3898","1934","10","South America","Peru","San Martín",NA,"Juan Jui, Alto Río Huallaga",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4257205' target='other'> <mi>dwc_moreinfo</mi></a>","NY03962851",NA,NA,NA,"100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","886681","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Cnidoscolus","urens","Cnidoscolus urens","(L.) Arthur",NA,"D. B. O. S. Cardoso","133","2004","07","South America","Brazil","Bahia","Tucano","Povoado Bizamum, ca. 23 km de Tucano.","-38.9781","-10.8925","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032380' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886681","NY00886681_01","L. P. de Queiroz; D. B. O. S. Cardoso","10","270","270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","3962824","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Cnidoscolus","urens","Cnidoscolus urens","(L.) Arthur",NA,"T. B. Croat","51653","1980","11","South America","Bolivia","La Paz","Larecaja","Along road between Caranavi and Guanay, 27.8 km N of Caranavi","-67.75","-15.55","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4257178' target='other'> <mi>dwc_moreinfo</mi></a>","NY03962824",NA,NA,"28","865",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","03687182","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Cnidoscolus","urens","Cnidoscolus urens","(L.) Arthur",NA,"L. Nusbaumer","4239","2014","10","South America","Brazil","Alagoas","Quebrangulo","Reserva Biológica da Pedra Talhada. localité de Quebrangulo","-36.448663","-9.235523","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2952272' target='other'> <mi>dwc_moreinfo</mi></a>","NY03687182","NY03687182_01",NA,"28","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","3962828","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Cnidoscolus","urens","Cnidoscolus urens","(L.) Arthur",NA,"E. P. Killip","14295","1926","01","South America","Colombia","Bolívar",NA,"Vicinity of Turbaco",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4257182' target='other'> <mi>dwc_moreinfo</mi></a>","NY03962828",NA,NA,"06","200","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","642547","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Cnidoscolus","urens","Cnidoscolus urens","(L.) Arthur",NA,"W. W. Thomas","12506","2001","05","South America","Brazil","Bahia","Boa Nova","Property of Gino Barros, 3.3 km E of Boa Nova on road to Dario Meira. Mata de Cipó","-40.187683","-14.384733","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=416968' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642547","NY00642547_01","J. A. Kallunki","18","750","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01301136","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Cnidoscolus","urens","Cnidoscolus urens","(L.) Arthur",NA,"N. T. da Silva","4929","1979","01","South America","Brazil","Pará",NA,"Marajó, Joanes","-48.5123152","-0.875396","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1562230' target='other'> <mi>dwc_moreinfo</mi></a>","NY01301136","NY01301136_01",NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","01301135","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Cnidoscolus","urens","Cnidoscolus urens","(L.) Arthur",NA,"A. da Silva","113","1944","02","South America","Brazil","Pará","Belém","On lands of Instituto Agronomico do Norte, 2 K. so. of Administration Building. Near Rio Guamá","-48.4447503","-1.4380977","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1562229' target='other'> <mi>dwc_moreinfo</mi></a>","NY01301135","NY01301135_01",NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
