"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","617639","PreservedSpecimen","Plantae","Apiaceae","Eryngium","scirpinum","Eryngium scirpinum","L. Riedel",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=92653' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617639","Magnoliophyta","Apiales","Cham.","L. Constance","s.n.",NA,NA,"{From protologue: Ad Serra da Piedade]",NA,NA,NA,NA,"NY00617639_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-06-29 11:28:50-03","UFRJ","RFA","8097","PreservedSpecimen","Plantae","Apiaceae","Eryngium","scirpinum","Eryngium scirpinum","P. Occhioni","1966","11","09",NA,"Brasil",NA,NA,"Flor alvecente","RFA36365",NA,NA,"Cham.","T.M. Pedersen","3474","Paraná","Ponta Grossa","Parque estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,NA,"1976","08","03","46557","auto",NA,NA,NA,NA,NA,NA
"13","2020-11-13 09:18:47-03","UFRJ","RFA","6558","PreservedSpecimen","Plantae","Apiaceae","Eryngium","scirpinum","Eryngium scirpinum","R. Reitz; R.M. Klein","1958","01","09",NA,"Brasil",NA,NA,"Erva; flor branca","RFA36364",NA,NA,"Cham.","Mathias & Constant","6028","Santa Catarina","Campo Alegre","Morro do Iquererim","-49.2655982971191","-26.1924991607666","1300","1300",NA,NA,NA,NA,"37493","auto",NA,NA,NA,NA,NA,NA
"14","2020-11-24 17:10:24-03","UTFPR","DVPR","1534","PreservedSpecimen","Plantae","Apiaceae","Eryngium","scirpinum","Eryngium scirpinum","Caxambu, MG; et al.","2013","11","28",NA,"Brasil",NA,NA,"Erva ereta, heliófita, capitulos verdes.; Relevo: ondulado. Vegetação: estepe (Campos Gerais).","DVPR001534","Magnoliophyta",NA,"Cham.","Barbosa, E","4931","Paraná","Tibagi","Sítio Sete Quedas","-50.15406","-24.35032","1087","1087","DVPR001534 DVPR001534_a","2014","04",NA,NA,NA,"-50.15406","-24.35032",NA,NA,NA,NA
"15","2020-02-08 08:43:55-03","NBC","NL-BOTANY","L.2576519","PreservedSpecimen","Plantae","Umbelliferae","Eryngium","scirpinum","Eryngium scirpinum","Pedersen TM","1975","02","02","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2576519 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2576519",NA,"Apiales","Cham.",NA,NA,NA,NA,"Brasilienses, Paraná,mun. Palmeira: Corrego da Anta.",NA,NA,NA,NA,"NL-L2576519",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"16","2020-02-08 08:43:55-03","NBC","NL-BOTANY","L.2576520","PreservedSpecimen","Plantae","Umbelliferae","Eryngium","scirpinum","Eryngium scirpinum","Reitz R; Klein RM","1960","12","21","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2576520 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2576520",NA,"Apiales","Cham.",NA,NA,NA,NA,"Santa Catarina, Morro do Campo Alegre, São Francisco do Sul.",NA,NA,NA,NA,"NL-L2576520",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"17","2020-02-08 08:43:55-03","NBC","NL-BOTANY","L.2576521","PreservedSpecimen","Plantae","Umbelliferae","Eryngium","scirpinum","Eryngium scirpinum","Hatschbach GG","1960","11","26","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2576521 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2576521",NA,"Apiales","Cham.",NA,NA,NA,NA,"Est Parana (Brasil), Mun. Campo Largo, Serra S. Luis.",NA,NA,NA,NA,"NL-L2576521",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"18","2020-02-08 08:43:55-03","NBC","NL-BOTANY","U.1076942","PreservedSpecimen","Plantae","Umbelliferae","Eryngium","scirpinum","Eryngium scirpinum","Reitz R; Klein RM","1958","01","09","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1076942 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1076942",NA,"Apiales","Cham.",NA,NA,NA,NA,"Morro do Iquererim, Campo Alegre. Campo. Erva.",NA,NA,NA,NA,"NL-U1076942",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"19","2020-11-04 10:59:29-03","ESALQ","ESA","16107","PreservedSpecimen","Plantae","Apiaceae","Eryngium","scirpinum","Eryngium scirpinum","Silva, J.M. ; Zelma, F.J.","1985","06","06",NA,"Brasil",NA,NA,NA,"ESA016107","Magnoliophyta",NA,"Cham. & Schltdl.","Pedersen, T.M.","30.0","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,"ESA016107",NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA
"20","2020-11-04 10:59:29-03","ESALQ","ESA","119043","PreservedSpecimen","Plantae","Apiaceae","Eryngium","scirpinum","Eryngium scirpinum","Krieger, L.","1971","12","18",NA,"Brasil",NA,NA,NA,"ESA119043","Magnoliophyta",NA,NA,NA,"11172.0","Paraná","Vila Velha","Reserva Estadual.",NA,NA,NA,NA,"ESA119043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-01-14 15:19:49-03","MN","R","92614","PreservedSpecimen","Plantae","Apiaceae","Eryngium","scirpinum","Eryngium scirpinum","Glaziou, A.F.M.","1894","11","12",NA,"Brasil",NA,NA,"Plantas do Brasil Central","R000092614",NA,NA,"Cham. & Schltdl.",NA,"21496","Goiás",NA,NA,NA,NA,NA,NA,"R000092614_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-02-15 11:32:54-02","IPA","IPA","9978","S","Plantae","Apiaceae","Eryngium","scirpinum","Eryngium scirpinum","Pickel, B.","1941","01","06","Southern America","Brasil",NA,NA,NA,"IPA0009978","Plantae",NA,"Cham.","Irgang, B.","s.n.","São Paulo","São Paulo","Bosque","-46.6300010681152","-23.5400009155273",NA,NA,NA,"1973",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"23","2019-02-15 11:32:54-02","IPA","IPA","62143","S","Plantae","Apiaceae","Eryngium","scirpinum","Eryngium scirpinum","Hoehne, W.","1941","12","02","Southern America","Brasil",NA,NA,NA,"IPA0062143","Plantae",NA,"Cham.","Hoehne, W.","s.n.","São Paulo","São Paulo","Campo de Congonhas","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"24","2019-02-15 11:32:54-02","IPA","IPA","9976","S","Plantae","Apiaceae","Eryngium","scirpinum","Eryngium scirpinum","Pickel, B.","1940","03","03","Southern America","Brasil",NA,NA,NA,"IPA0009976","Plantae",NA,"Cham.","Gehrt","4598","São Paulo","São Paulo","Bosque, no campo.","-46.6300010681152","-23.5400009155273",NA,NA,NA,"1940","06",NA,"53584","auto",NA,NA,NA,NA,NA,NA
"25","2019-08-27 13:33:47-03","IAP","PACA-AGP","36942","PreservedSpecimen","Plantae","Umbelliferae","Eryngium","scirpinum","Eryngium scirpinum","Hatschbach, G.","1948","01","06",NA,"Brasil",NA,NA,"fl.; em campo, arenoso; na exsicata o leg. é: R. Hertel. Habitat: in campestribus alte graminosis Fenofase: flor","PACA036942","Magnoliophyta","Umbellales","Cham. & Schltdl.","Emrich-Rambo","835","PR","Campo Largo","Purunã","-49.5283012390137","-25.4585990905762",NA,NA,NA,"1955","12","19","53742","auto",NA,NA,"Magnoliatae",NA,NA,NA
"26","2019-08-27 13:33:47-03","IAP","PACA-AGP","65066","PreservedSpecimen","Plantae","Umbelliferae","Eryngium","scirpinum","Eryngium scirpinum","Reitz & Klein","1958","01","09",NA,"Brasil",NA,NA,"HBR 16081. Habitat: campo","PACA065066","Magnoliophyta","Umbellales","Cham. & Schltdl.","Math. & Const.","6028","SC","Campo Alegre","Morro do Iquererim","-49.2655982971191","-26.1924991607666",NA,NA,NA,"1958",NA,NA,"37493","auto",NA,NA,"Magnoliatae",NA,NA,NA
"27","2019-08-27 13:33:47-03","IAP","PACA-AGP","66269","PreservedSpecimen","Plantae","Umbelliferae","Eryngium","scirpinum","Eryngium scirpinum","Reitz & Klein","1960","12","21",NA,"Brasil",NA,NA,"campo; erva; altit. 1200 m. Habitat: campo","PACA066269","Magnoliophyta","Umbellales","Cham. & Schltdl.","L. Constance","10465","SC","São Francisco do Sul","Morro do Campo Alegre","-48.6380996704102","-26.2432994842529","1200","1200",NA,"1963",NA,NA,"23627","auto",NA,NA,"Magnoliatae",NA,NA,NA
"28","2020-12-20 21:15:26-03","UFV","VIC","004763","PreservedSpecimen","Plantae","Apiaceae","Eryngium","scirpinum","Eryngium scirpinum","Dombroski, L.T.","1967","01",NA,NA,"Brasil",NA,NA,"Em campo freguente.","VIC004763",NA,NA,"Cham & Schecht",NA,"2205","Paraná","Curitiba","Ponta Grossa Rodovia do café","-49.2731018066406","-25.4277992248535",NA,NA,"VIC004763",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"29","2019-11-21 14:30:16-03","UFJF","CESJ","34965","PreservedSpecimen","Plantae","Apiaceae","Eryngium","scirpinum","Eryngium scirpinum","W. Hoehne","1941","12","02","América do Sul","Brasil",NA,NA,NA,"CESJ034965","Angiosperma",NA,"Cham.","W. Hoehne","s.n.","São Paulo",NA,"Campo de Congonhas",NA,NA,NA,NA,"CESJ034965",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-11-21 14:30:16-03","UFJF","CESJ","11172","PreservedSpecimen","Plantae","Apiaceae","Eryngium","scirpinum","Eryngium scirpinum","L. Krieger","1971","12","18","América do Sul","Brasil",NA,NA,"Em campo arenos, planta verde-amarelado. Fl. verde-amarelo.","CESJ011172","Angiosperma",NA,"Cham.",NA,"CESJ11172","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,"CESJ011172",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"31","2019-11-21 14:30:16-03","UFJF","CESJ","9790","PreservedSpecimen","Plantae","Apiaceae","Eryngium","scirpinum","Eryngium scirpinum","L. Krieger","1970","12","28","América do Sul","Brasil",NA,NA,"Em campo, flores esverdeadas.","CESJ009790","Angiosperma",NA,"Cham.","M.R.Soldati","CESJ9790","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,"CESJ009790","1978","03","13","46557","auto",NA,NA,NA,NA,NA,NA
"32","2021-04-07 11:40:52-03","UFMS","CGMS","63881","PreservedSpecimen","Plantae","Apiaceae","Eryngium","scirpinum","Eryngium scirpinum","O.S. Ribas; J. Cordeiro; E. Barbosa","1998","01","14",NA,"Brasil",NA,NA,"Flor alva. Habitat: Campo limpo, seco. Habito: Ereta.","CGMS1096849",NA,NA,"Cham.","O.S. Ribas","2266","Santa Catarina","Campo Alegre","Serra do Quiriri, Rio dos Alemães.","-49.2655982971191","-26.1924991607666",NA,NA,NA,"2005",NA,NA,"37493","auto",NA,NA,NA,NA,NA,NA
"33","2021-03-01 16:21:30-03","UNICAMP","UEC","15273","S","Plantae","Apiaceae","Eryngium","scirpinum","Eryngium scirpinum","Gibbs, PE; Leitão Filho, HF; Semir, J","1976","02","10",NA,"Brazil",NA,NA,"Subarbusto até 45 cm. Flores com bracteas azuladas.",NA,"Magnoliopsida",NA,"Cham. & Schltdl.",NA,"1739","São Paulo","Itararé","15 km ao S de Itararé.","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA
"34","2021-03-01 16:21:30-03","UNICAMP","UEC","15280","S","Plantae","Apiaceae","Eryngium","scirpinum","Eryngium scirpinum","Gibbs, PE; Leitão Filho, HF; Semir, J","1976","02","10",NA,"Brazil",NA,NA,"Folhas rosuladas. Flores brancas até 30cm.",NA,"Magnoliopsida",NA,"Cham. & Schltdl.",NA,"1720","São Paulo","Itararé","15 km ao S de Itararé.","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA
"35","2019-11-19 14:04:33-03","UFRPE","PEUFR","951","PreservedSpecimen","Plantae","Apiaceae","Eryngium","scirpinum","Eryngium scirpinum","B. Pickel","1940","03","03",NA,"Brasil",NA,NA,NA,"PEUFR000951",NA,NA,"Cham.","Gehrt","4598","São Paulo","São Paulo","Bosque","-46.6300010681152","-23.5400009155273",NA,NA,NA,"1940","06",NA,"53584","auto",NA,NA,NA,NA,NA,NA
"36","2020-10-14 09:58:13-03","FURB","FURB","43787","PreservedSpecimen","Plantae","Apiaceae","Eryngium","scirpinum","Eryngium scirpinum","Gasper, A.L. de; Funez, L.A.","2014","02","25",NA,"Brasil",NA,NA,"Projeto REFLORA FAPESC 14843/2011-1 Habitat: Campos naturais; campos antropizados Habito: erva terrícola;","FURB12218",NA,NA,"Cham.","Funez, L.A.","3563","Santa Catarina","Campo Alegre","Campos do Quiriri.","-48.9769445","-26.0247223","1300","1300","FURB12218","2014","11","19",NA,NA,"-48.9769445","-26.0247223",NA,NA,NA,NA
"37","2021-03-16 17:50:07-03","UCS","HUCS","49582","PreservedSpecimen","Plantae","Apiaceae","Eryngium","scirpinum","Eryngium scirpinum","Kulkamp, J.","2016","11","17",NA,"Brasil",NA,NA,"Doação Herbário ICN 194356&nf;&nf;&nf;&nf;; Em campo aberto formando uma roseta em meio às gramas",NA,"Angiospermae","Apiales","Cham.","Lucas, D.","142","Santa Catarina","Joinville","Campos de altitude do Quiriri","-49.638611","-26.040833",NA,NA,NA,"2017","03","01",NA,NA,"-49.638611","-26.040833",NA,NA,NA,NA
"38","2019-08-16 08:38:15-03","UTFPR","HCF","13188","S","Plantae","Apiaceae","Eryngium","scirpinum","Eryngium scirpinum","M.G. Caxambu","2013","11","28",NA,"Brasil",NA,NA,"erva ereta, heliófita. Capítulos verdes.",NA,NA,NA,"Cham.","E. Barboza","4931","PR","Tibagi","Sítio Sete Quedas","-50.261278","-24.584222","1087","1087",NA,"2014","04",NA,NA,NA,"50°15'40,6 W","24°35'03,2 S",NA,NA,NA,NA
"39","2019-08-16 08:38:15-03","UTFPR","HCF","9732","S","Plantae","Apiaceae","Eryngium","scirpinum","Eryngium scirpinum","M.G. Caxambu","2011","10","13",NA,"Brasil",NA,NA,"erva heliófita, ca. 0,30 m. Flores esverdeadas.",NA,NA,NA,"Cham.","J. Cordeiro & P.Larocca","3482","PR","Balsa Nova","Ponte dos Arcos","-49.806417","-25.551528","839","839",NA,"2013",NA,NA,NA,NA,"49°48'23,1 W","25°33'05,5 S",NA,NA,NA,NA
"40","2019-08-16 08:38:15-03","UTFPR","HCF","1563","S","Plantae","Apiaceae","Eryngium","scirpinum","Eryngium scirpinum","M.G. Caxambu","2004","11","07",NA,"Brasil",NA,NA,"planta herbácea, com folhas rosuladas.",NA,NA,NA,"Cham.","J. Cordeiro & E. Barboza","627","PR","Palmeira","Rio dos Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,NA,"2005","05",NA,"35166","auto",NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:12:13-03","MBM","MBM","390890","PreservedSpecimen","Plantae","Apiaceae","Eryngium","scirpinum","Eryngium scirpinum","Dunaiski Jr.; A.; Amaral, W.; Amaral, W.","1999","10","12","Southern America","Brazil",NA,NA,"Planta de 0,50m; com flores cremes.","MBM390890",NA,NA,"Cham. & Schltdl.","Cordeiro, J.; Barboza, E.","s.n.","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,"MBM390890","2012",NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:12:13-03","MBM","MBM","109796","PreservedSpecimen","Plantae","Apiaceae","Eryngium","scirpinum","Eryngium scirpinum","Hatschbach, G.","1984","12","27","Southern America","Brazil",NA,NA,NA,"MBM109796",NA,NA,"Cham. & Schltdl.","Pedersen, T.M.","48808","Paraná","Balsa Nova","Serra São Luís","-49.6356010437012","-25.5839004516602",NA,NA,"MBM109796",NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:12:13-03","MBM","MBM","22612","PreservedSpecimen","Plantae","Apiaceae","Eryngium","scirpinum","Eryngium scirpinum","Hatschbach, G.","1972","02","28","Southern America","Brazil",NA,NA,NA,"MBM022612",NA,NA,"Cham. & Schltdl.","Constance, L.","29250","Paraná","Sengés","Santo Antônio, 5km ao norte","-49.4636001586914","-24.1128005981445",NA,NA,"MBM022612",NA,NA,NA,"55682","auto",NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:12:13-03","MBM","MBM","35933","PreservedSpecimen","Plantae","Apiaceae","Eryngium","scirpinum","Eryngium scirpinum","Hatschbach, G.","1962","12","06","Southern America","Brazil",NA,NA,NA,"MBM035933",NA,NA,"Cham. & Schltdl.","Constance, L.","9566","Paraná","Balsa Nova","Campina da Cascavel","-49.6356010437012","-25.5839004516602",NA,NA,"MBM035933",NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:12:13-03","MBM","MBM","35936","PreservedSpecimen","Plantae","Apiaceae","Eryngium","scirpinum","Eryngium scirpinum","Hatschbach, G.","1957","11","14","Southern America","Brazil",NA,NA,NA,"MBM035936",NA,NA,"Cham. & Schltdl.","Constance, L.","4323","Paraná","Ipiranga","Rio Tibagi","-50.5842018127441","-25.0238990783691",NA,NA,"MBM035936",NA,NA,NA,"31827","auto",NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:12:13-03","MBM","MBM","35935","PreservedSpecimen","Plantae","Apiaceae","Eryngium","scirpinum","Eryngium scirpinum","Reitz, R.; Klein, R.M.; Klein, R.M.","1958","01","09","Southern America","Brazil",NA,NA,NA,"MBM035935",NA,NA,"Cham. & Schltdl.","Math.; Const.","6028","Santa Catarina","Campo Alegre","Morro do Iquererim","-49.2655982971191","-26.1924991607666",NA,NA,"MBM035935",NA,NA,NA,"37493","auto",NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:12:13-03","MBM","MBM","169665","PreservedSpecimen","Plantae","Apiaceae","Eryngium","scirpinum","Eryngium scirpinum","Ribas, O.S.; Cordeiro, J.; Cordeiro, J.","1992","01","10","Southern America","Brazil",NA,NA,NA,"MBM169665",NA,NA,"Cham. & Schltdl.","Pedersen, T.M.","425","Santa Catarina","Campo Alegre","Rodeio Grande, subida para Serra do Iquererim","-49.2655982971191","-26.1924991607666",NA,NA,"MBM169665",NA,NA,NA,"37493","auto",NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:12:13-03","MBM","MBM","391376","PreservedSpecimen","Plantae","Apiaceae","Eryngium","scirpinum","Eryngium scirpinum","Caxambu, M.G.","2013","02","28","Southern America","Brazil",NA,NA,"Erva heliófita, ereta, ca. 1m. Flores verdes.; Em área de várzea próxima ao cerrado. Relevo: suave-ondulado. Vegetação: Formação Pioneira com influência Fluvio-lacustre (várzeas).","MBM391376",NA,NA,"Cham. & Schltdl.","Barboza, E.","4572","Paraná","Turneiras do Oeste",NA,"-52.758194","-23.912972","503","503","MBM391376","2014",NA,NA,NA,NA,"-52.758194","-23.912972",NA,NA,NA,NA
"49","2020-12-21 16:12:13-03","MBM","MBM","252097","PreservedSpecimen","Plantae","Apiaceae","Eryngium","scirpinum","Eryngium scirpinum","Dusén, P.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM252097",NA,NA,"Cham. & Schltdl.","Dusén, P.","11453",NA,NA,"s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-12-21 16:12:13-03","MBM","MBM","388671","PreservedSpecimen","Plantae","Apiaceae","Eryngium","scirpinum","Eryngium scirpinum","Cordeiro, J.; Cardoso, T.R.; Laus, M.D.; Gervasio, M.; Stupp, P.; Cardoso, T.R.; Laus, M.D.; Gervasio, M.; Stupp, P.","2014","01","22","Southern America","Brazil",NA,NA,"Subarbusto de 85cm; inflorescência alvacenta.; Campo limpo, seco.","MBM388671",NA,NA,"Cham. & Schltdl.","Larocca, P.","5122","Paraná","Balsa Nova","Serra São Luiz do Purunã","-49.654722","-25.466944","1160","1160","MBM388671","2014",NA,NA,NA,NA,"-49.654722","-25.466944",NA,NA,NA,NA
