"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","typeStatus","fieldNumber","individualCount","sex"
"943","2020-03-05 14:12:55-03","UNEMAT","HPAN","1298.1","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Carniello, MA; Cruz, WJA","4012","2011","11","30","América","Brasil",NA,NA,"Coleta de material para extração de DNA.","HPAN000001298.1","Magnoliidae","Malpighiales","A. Juss.","Carniello, MA","Mato Grosso","Córrego Padre Inácio, Sítio Duas Irmãs","-57.582917","-15.975333",NA,"Cáceres",NA,NA,"2011","11","30","-57.582917","-15.975333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"944","2020-03-05 14:13:02-03","UNEMAT","HPAN","4760","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Carniello, MA; Galeano, TO; Campos, AKM","5966","2016","09","23","América","Brasil",NA,NA,NA,NA,"Magnoliidae","Malpighiales","A. Juss.",NA,"Mato Grosso","Estação Ecológica Serra das Araras, Cerrado, Trilha do Almirante.","-57.212778","-15.659472",NA,"Porto Estrela",NA,NA,"2017","06","08","-57.212778","-15.659472",NA,NA,NA,NA,NA,NA,NA,NA,NA
"945","2020-03-05 14:13:02-03","UNEMAT","HPAN","3258.1","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Carniello, MA; Lemes, SAL; Silva, MR","4854","2014","01","15","América","Brasil",NA,NA,"Levantamento Florístico e Fitossociológico da Estação Ecológica Serra das Araras ao longo da Trilha da sede à cachoeira Boca do José.","HPAN000003258.1","Magnoliidae","Malpighiales","A. Juss.","Carniello, MA","Mato Grosso","Estação Ecol. Serra das Araras","-57.203444","-15.640583",NA,"Porto Estrela","264","264","2015","02","13","-57.203444","-15.640583",NA,NA,NA,NA,NA,NA,NA,NA,NA
"946","2020-03-05 14:12:55-03","UNEMAT","HPAN","1299.1","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Carniello, MA; Cruz, WJA","4011","2011","11","30","América","Brasil",NA,NA,"Coleta de material para extração de DNA.","HPAN000001299.1","Magnoliidae","Malpighiales","A. Juss.","Carniello, MA","Mato Grosso","Córrego Padre Inácio, Sítio Duas Irmãs.","-57.582278","-15.973389",NA,"Cáceres",NA,NA,"2011","11","30","-57.582278","-15.973389",NA,NA,NA,NA,NA,NA,NA,NA,NA
"947","2020-03-05 14:12:55-03","UNEMAT","HPAN","2134","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Morais, FF; Monteiro, R","205","2009","11","25","América","Brasil",NA,NA,"Projeto: Análise da composição e estrutura da comunidade arbustivo - arbórea de Savana no Sudoeste de Mato Grosso - Brasil. Exsiccata doada pelo Herbarium Rioclarense (HRCB 54730).","HPAN000002134","Magnoliidae","Malpighiales","A. Juss.",NA,"Mato Grosso","Fazenda São Domingos, BR 070, fronteira Brasil/Bolívia.","-58.294722","-16.367222",NA,"Cáceres",NA,NA,NA,NA,NA,"-58.294722","-16.367222",NA,NA,NA,NA,NA,NA,NA,NA,NA
"948","2020-03-05 14:13:02-03","UNEMAT","HPAN","3260.1","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Carniello, MA; Lemes, SAL; Silva, MR","4851","2014","01","15","América","Brasil",NA,NA,"Levantamento Florístico e Fitossociológico da Estação Ecológica Serra das Araras ao longo da Trilha da sede à cachoeira Boca do José.","HPAN000003260.1","Magnoliidae","Malpighiales","A. Juss.","Carniello, MA","Mato Grosso","Estação Ecol. Serra das Araras","-57.203444","-15.640583",NA,"Porto Estrela","264","264","2015","02","13","-57.203444","-15.640583",NA,NA,NA,NA,NA,NA,NA,NA,NA
"949","2021-02-03 19:50:24-03","UNEMAT","HPAN","2750","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Carniello, MA; Moraes, MF; Coelho, TAS","4783","2014","10","22","América","Brasil",NA,NA,"Planta coletada como material testemunho do estudo de biologia floral da chácara Barú.","HPAN000002750","Magnoliidae","Malpighiales","A. Juss.","Carniello, MA","Mato Grosso","Bairro Espírito Santo, Chácara Barú","-57.672139","-16.073278",NA,"Cáceres","131","131","2013","10","22","-57.672139","-16.073278",NA,NA,NA,NA,NA,NA,NA,NA,NA
"950","2020-03-05 14:12:55-03","UNEMAT","HPAN","2124","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Morais, FF; Monteiro, R","278","2009","10","04","América","Brasil",NA,NA,"Projeto: Análise da composição e estrutura da comunidade arbustivo - arbórea de Savana no Sudoeste de Mato Grosso - Brasil. Exsiccata doada pelo Herbarium Rioclarense (HRCB 54803).","HPAN000002124","Magnoliidae","Malpighiales","A. Juss.",NA,"Mato Grosso","Fazenda São Domingos, BR 070, fronteira Brasil/Bolívia.","-58.296111","-16.363889",NA,"Cáceres",NA,NA,NA,NA,NA,"-58.296111","-16.363889",NA,NA,NA,NA,NA,NA,NA,NA,NA
"951","2020-03-05 14:12:55-03","UNEMAT","HPAN",NA,"PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Carniello, MA","943","2005","09","23","América","Brasil",NA,NA,NA,NA,"Magnoliidae","Malpighiales","A. Juss.","Carniello, MA","Mato Grosso",NA,"-57.6789016723633","-16.0706005096436",NA,"Cáceres",NA,NA,"2005","09",NA,NA,NA,"172193","auto",NA,NA,NA,NA,NA,NA,NA
"952","2020-03-05 14:12:55-03","UNEMAT","HPAN",NA,"PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Souza, S","s.n.","2003","01","08","América","Brasil",NA,NA,"Projeto Bases sócio-ambientais para o desenvolvimento urbano da cidade de Cáceres - MT.",NA,"Magnoliidae","Malpighiales","A. Juss.",NA,"Mato Grosso","Baía do Malheiros","-57.6789016723633","-16.0706005096436",NA,"Cáceres",NA,NA,NA,NA,NA,NA,NA,"172193","auto",NA,NA,NA,NA,NA,NA,NA
"953","2020-03-05 14:12:55-03","UNEMAT","HPAN",NA,"PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Carniello, MA","3284","2009","11","19","América","Brasil",NA,NA,NA,NA,"Magnoliidae","Malpighiales","A. Juss.","Carniello, MA","Mato Grosso","Córrego Padre Inácio, Sítio Duas Irmãs","-57.6789016723633","-16.0706005096436",NA,"Cáceres",NA,NA,"2009","11","19",NA,NA,"172193","auto",NA,NA,NA,NA,NA,NA,NA
"954","2020-03-05 14:12:55-03","UNEMAT","HPAN",NA,"PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Carniello, MA; Cruz, WJA","4010","2011","11","30","América","Brasil",NA,NA,NA,NA,"Magnoliidae","Malpighiales","A. Juss.","Carniello, MA","Mato Grosso","Córrego Padre Inácio, Sítio Duas Irmãs","-57.6789016723633","-16.0706005096436",NA,"Cáceres",NA,NA,"2011","11","30",NA,NA,"172193","auto",NA,NA,NA,NA,NA,NA,NA
"955","2021-02-26 21:16:37-03","UNEMAT","HPAN","1095.1","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Carniello, MA; Carniello, MA","1364","2007","10","14","América","Brasil",NA,NA,NA,"HPAN000001095.1","Magnoliidae","Malpighiales","A. Juss.","Carniello, MA","Mato Grosso","Córrego Padre Inácio, Sítio Duas Irmãs","-57.6789016723633","-16.0706005096436",NA,"Cáceres",NA,NA,"2007","10","14",NA,NA,"172193","auto",NA,NA,NA,NA,NA,NA,NA
"956","2020-03-05 14:12:55-03","UNEMAT","HPAN",NA,"PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Carniello, MA; Santos-Silva, R; Pedroga, JA; Cruz, WJA","4005","2011","11","27","América","Brasil",NA,NA,NA,NA,"Magnoliidae","Malpighiales","A. Juss.","Carniello, MA","Mato Grosso","Córrego Padre Inácio, Sítio Duas Irmãs","-57.6789016723633","-16.0706005096436",NA,"Cáceres",NA,NA,"2011","11","27",NA,NA,"172193","auto",NA,NA,NA,NA,NA,NA,NA
"957","2020-03-05 14:12:55-03","UNEMAT","HPAN",NA,"PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Carniello, MA; Santos-Silva, R; Pedroga, JA; Cruz, WJA","4004","2011","11","27","América","Brasil",NA,NA,NA,NA,"Magnoliidae","Malpighiales","A. Juss.","Carniello, MA","Mato Grosso","Córrego Padre Inácio, Sítio Duas Irmãs","-57.6789016723633","-16.0706005096436",NA,"Cáceres",NA,NA,"2011","11","27",NA,NA,"172193","auto",NA,NA,NA,NA,NA,NA,NA
"958","2020-03-05 14:12:55-03","UNEMAT","HPAN",NA,"PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Carniello, MA; Santos-Silva, R; Pedroga, JA; Cruz, WJA","4002","2011","11","27","América","Brasil",NA,NA,NA,NA,"Magnoliidae","Malpighiales","A. Juss.","Carniello, MA","Mato Grosso","Córrego Padre Inácio, Sítio Duas Irmãs","-57.6789016723633","-16.0706005096436",NA,"Cáceres",NA,NA,"2011","11","27",NA,NA,"172193","auto",NA,NA,NA,NA,NA,NA,NA
"959","2020-03-05 14:12:55-03","UNEMAT","HPAN",NA,"PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Carniello, MA; Silva, VP; Mello, AR; Cazarin, PD","2164","2008","09","26","América","Brasil",NA,NA,"Levantamento florístico e fitossociológico de uma área remanescente de cerrado alagável.",NA,"Magnoliidae","Malpighiales","A. Juss.","Carniello, MA","Mato Grosso","Córrego Padre Inácio, Sítio Duas Irmãs.","-57.6789016723633","-16.0706005096436",NA,"Cáceres",NA,NA,"2008","09",NA,NA,NA,"172193","auto",NA,NA,NA,NA,NA,NA,NA
"960","2020-03-05 14:12:55-03","UNEMAT","HPAN",NA,"PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Carniello, MA; Silva, VP; Mello, AR; Cazarin, PD","2164","2008","09","26","América","Brasil",NA,NA,"Levantamento florístico e fitossociológico de uma área remanescente de cerrado alagável.",NA,"Magnoliidae","Malpighiales","A. Juss.","Carniello, MA","Mato Grosso","Córrego Padre Inácio, Sítio Duas Irmãs.","-57.6789016723633","-16.0706005096436",NA,"Cáceres",NA,NA,"2008","09",NA,NA,NA,"172193","auto",NA,NA,NA,NA,NA,NA,NA
"961","2020-03-05 14:12:55-03","UNEMAT","HPAN",NA,"PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Carniello, MA; Silva, VP; Mello, AR; Cazarin, PD","2164","2008","09","26","América","Brasil",NA,NA,"Levantamento florístico e fitossociológico de uma área remanescente de cerrado alagável.",NA,"Magnoliidae","Malpighiales","A. Juss.","Carniello, MA","Mato Grosso","Córrego Padre Inácio, Sítio Duas Irmãs.","-57.6789016723633","-16.0706005096436",NA,"Cáceres",NA,NA,"2008","09",NA,NA,NA,"172193","auto",NA,NA,NA,NA,NA,NA,NA
"962","2020-03-05 14:12:55-03","UNEMAT","HPAN","1290","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Carniello, MA; Silva, VP; Mello, AR; Cazarin, PD","2164","2008","09","26","América","Brasil",NA,NA,"Levantamento florístico e fitossociológico de uma área remanescente de cerrado alagável.","HPAN000001290","Magnoliidae","Malpighiales","A. Juss.","Carniello, MA","Mato Grosso","Córrego Padre Inácio, Sítio Duas Irmãs.","-57.6789016723633","-16.0706005096436",NA,"Cáceres",NA,NA,"2008","09",NA,NA,NA,"172193","auto",NA,NA,NA,NA,NA,NA,NA
"963","2020-03-05 14:12:55-03","UNEMAT","HPAN",NA,"PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Carniello, MA; Silva, VP; Mello, AR; Cazarin, PD","2164","2008","09","26","América","Brasil",NA,NA,"Levantamento florístico e fitossociológico de uma área remanescente de cerrado alagável.",NA,"Magnoliidae","Malpighiales","A. Juss.","Carniello, MA","Mato Grosso","Córrego Padre Inácio, Sítio Duas Irmãs.","-57.6789016723633","-16.0706005096436",NA,"Cáceres",NA,NA,"2008","09",NA,NA,NA,"172193","auto",NA,NA,NA,NA,NA,NA,NA
"964","2020-03-05 14:12:55-03","UNEMAT","HPAN",NA,"PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Carniello, MA; Silva, VP; Mello, AR; Cazarin, PD","2164","2008","09","26","América","Brasil",NA,NA,"Levantamento florístico e fitossociológico de uma área remanescente de cerrado alagável.",NA,"Magnoliidae","Malpighiales","A. Juss.","Carniello, MA","Mato Grosso","Córrego Padre Inácio, Sítio Duas Irmãs.","-57.6789016723633","-16.0706005096436",NA,"Cáceres",NA,NA,"2008","09",NA,NA,NA,"172193","auto",NA,NA,NA,NA,NA,NA,NA
"965","2020-03-05 14:12:55-03","UNEMAT","HPAN",NA,"PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Carniello, MA","1312","2007","10","10","América","Brasil",NA,NA,NA,NA,"Magnoliidae","Malpighiales","A. Juss.",NA,"Mato Grosso","Entorno do aeroporto novo.","-57.6789016723633","-16.0706005096436",NA,"Cáceres",NA,NA,NA,NA,NA,NA,NA,"172193","auto",NA,NA,NA,NA,NA,NA,NA
"966","2020-03-05 14:12:55-03","UNEMAT","HPAN",NA,"PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Carniello, MA","1312","2007","10","10","América","Brasil",NA,NA,NA,NA,"Magnoliidae","Malpighiales","A. Juss.",NA,"Mato Grosso","Entorno do aeroporto novo.","-57.6789016723633","-16.0706005096436",NA,"Cáceres",NA,NA,NA,NA,NA,NA,NA,"172193","auto",NA,NA,NA,NA,NA,NA,NA
"967","2020-03-05 14:12:55-03","UNEMAT","HPAN","1104","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Carniello, MA","1312","2007","10","10","América","Brasil",NA,NA,NA,"HPAN000001104","Magnoliidae","Malpighiales","A. Juss.",NA,"Mato Grosso","Entorno do aeroporto novo.","-57.6789016723633","-16.0706005096436",NA,"Cáceres",NA,NA,NA,NA,NA,NA,NA,"172193","auto",NA,NA,NA,NA,NA,NA,NA
"968","2020-03-05 14:12:55-03","UNEMAT","HPAN",NA,"PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Carniello, MA","1312","2007","10","10","América","Brasil",NA,NA,NA,NA,"Magnoliidae","Malpighiales","A. Juss.",NA,"Mato Grosso","Entorno do aeroporto novo.","-57.6789016723633","-16.0706005096436",NA,"Cáceres",NA,NA,NA,NA,NA,NA,NA,"172193","auto",NA,NA,NA,NA,NA,NA,NA
"969","2020-03-05 14:12:55-03","UNEMAT","HPAN",NA,"PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Carniello, MA; Amorim, PRF; Pedroga, JA; Raymundi, LCF","470","2004","10","06","América","Brasil",NA,NA,"Coleta do projeto Estudo dos quintais da bacia do Alto Paraguai, comunidade, Porto Limão, MT.",NA,"Magnoliidae","Malpighiales","A. Juss.","Santos-Silva, R","Mato Grosso","Porto Limão","-57.6789016723633","-16.0706005096436",NA,"Cáceres",NA,NA,"2004","11",NA,NA,NA,"172193","auto",NA,NA,NA,NA,NA,NA,NA
"970","2020-12-02 09:07:23-03","UNITINS","HUTO","1309","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Santos, E.R.","1511","2007","12","12",NA,"Brasil",NA,NA,"Árvore com cerca de 3 m de altura. Frutos jovens verde","HUTO001309",NA,NA,"A. Juss.","Francener, A.","Tocantins","Região do projeto rio Formoso - Centro de Pesquisa Ambiental de Várzea (CPAV). Ao lado da represa Taboca","-49.682778","-12.023889","HUTO001309","Formoso do Araguaia",NA,NA,"2013","01","11","-49.682778","-12.023889",NA,NA,NA,NA,NA,NA,NA,NA,NA
"971","2020-12-02 09:07:23-03","UNITINS","HUTO","3426","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Guimarães, E.F.","64","2008","10","12",NA,"Brasil",NA,NA,"Arvoreta heliófita cerca de 2,50 m de altura. Folhas discolores, abaxial vilosa alvacenta. Flor amarela, estígma creme. Frutos imaturos cor verde. Beira da estrada.; Cerrado stricto sensu","HUTO003426",NA,NA,"A. Juss.","Fonseca, M.L.","Tocantins","Bacia do Tocantins. Sub-bacia do rio Tocantins. Folha SD-22-X-B. Ponto 24. Solo areno-quartzoso. Relevo plano","-48.438611","-12.2425",NA,"Peixe","261","261","2009","10",NA,"-48.438611","-12.2425",NA,NA,NA,NA,NA,NA,NA,NA,NA
"972","2020-12-02 09:07:23-03","UNITINS","HUTO","7177","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Lemos, H.L.","173","2017","08","26",NA,"Brasil",NA,NA,"Árvore com cerca de 2,50 m de altura. Flores vermelhas e amarelas.; Cerrado ralo.","HUTO007177",NA,NA,"A. Juss.",NA,"Tocantins","Bacia do rio Tocantins. Sub-bacia do rio Gameleira","-47.000556","-11.812222",NA,"Dianópolis",NA,NA,NA,NA,NA,"-47.000556","-11.812222",NA,NA,NA,NA,NA,NA,NA,NA,NA
"973","2020-12-02 09:07:23-03","UNITINS","HUTO","1615","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Santos, E.R.","1117","2004","10","26",NA,"Brasil",NA,NA,"Arbusto com cerca de 2 m de altura. Frutos jovens verde e amarelo; Cerrado","HUTO001615",NA,NA,"A. Juss.","Francener, A.","Tocantins",NA,"-46.794444","-12.2475","HUTO001615","Ponte Alta",NA,NA,"2013","01","11","-46.794444","-12.2475",NA,NA,NA,NA,NA,NA,NA,NA,NA
"974","2020-12-02 09:07:23-03","UNITINS","HUTO","1309","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Santos, E.R.","1511","2007","12","12",NA,"Brasil",NA,NA,"Árvore com cerca de 3 m de altura. Frutos jovens verde","HUTO001309",NA,NA,"A. Juss.","Francener, A.","Tocantins","Região do projeto rio Formoso - Centro de Pesquisa Ambiental de Várzea (CPAV). Ao lado da represa Taboca","-49.682778","-12.023889","HUTO001309","Formoso do Araguaia",NA,NA,"2013","01","11","-49.682778","-12.023889",NA,NA,NA,NA,NA,NA,NA,NA,NA
"975","2020-12-02 09:07:23-03","UNITINS","HUTO","3426","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Guimarães, E.F.","64","2008","10","12",NA,"Brasil",NA,NA,"Arvoreta heliófita cerca de 2,50 m de altura. Folhas discolores, abaxial vilosa alvacenta. Flor amarela, estígma creme. Frutos imaturos cor verde. Beira da estrada.; Cerrado stricto sensu","HUTO003426",NA,NA,"A. Juss.","Fonseca, M.L.","Tocantins","Bacia do Tocantins. Sub-bacia do rio Tocantins. Folha SD-22-X-B. Ponto 24. Solo areno-quartzoso. Relevo plano","-48.438611","-12.2425",NA,"Peixe","261","261","2009","10",NA,"-48.438611","-12.2425",NA,NA,NA,NA,NA,NA,NA,NA,NA
"976","2020-12-02 09:07:23-03","UNITINS","HUTO","7177","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Lemos, H.L.","173","2017","08","26",NA,"Brasil",NA,NA,"Árvore com cerca de 2,50 m de altura. Flores vermelhas e amarelas.; Cerrado ralo.","HUTO007177",NA,NA,"A. Juss.",NA,"Tocantins","Bacia do rio Tocantins. Sub-bacia do rio Gameleira","-47.000556","-11.812222",NA,"Dianópolis",NA,NA,NA,NA,NA,"-47.000556","-11.812222",NA,NA,NA,NA,NA,NA,NA,NA,NA
"977","2020-12-02 09:07:23-03","UNITINS","HUTO","1615","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Santos, E.R.","1117","2004","10","26",NA,"Brasil",NA,NA,"Arbusto com cerca de 2 m de altura. Frutos jovens verde e amarelo; Cerrado","HUTO001615",NA,NA,"A. Juss.","Francener, A.","Tocantins",NA,"-46.794444","-12.2475","HUTO001615","Ponte Alta",NA,NA,"2013","01","11","-46.794444","-12.2475",NA,NA,NA,NA,NA,NA,NA,NA,NA
"978","2020-12-02 09:07:23-03","UNITINS","HUTO","2060","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","orbignyana","Byrsonima orbignyana","Santos, E.R.","1775","2009","02","23",NA,"Brasil",NA,NA,"Árvore com cerca de 4 m de altura. Fruts amarelos quando maduros; Campo monodominante de miricizal","HUTO002060",NA,NA,"A. Juss.",NA,"Tocantins",NA,"-49.909167","-9.348611","HUTO002060","Caseara","183","183",NA,NA,NA,"-49.909167","-9.348611",NA,NA,NA,NA,NA,NA,NA,NA,NA
"979","2020-12-02 09:07:23-03","UNITINS","HUTO","1947","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","orbignyana","Byrsonima orbignyana","Santos, E.R.","1840","2008","10","11",NA,"Brasil",NA,NA,"Árvore com cerca de 3,5 m de altura. Frutos jovens e verde; Área de cerrado stricto sensu alagavel","HUTO001947",NA,NA,"A. Juss.",NA,"Tocantins",NA,"-49.991944","-12.172222","HUTO001947","Formoso do Araguaia","202","202",NA,NA,NA,"-49.991944","-12.172222",NA,NA,NA,NA,NA,NA,NA,NA,NA
"980","2020-12-02 09:07:23-03","UNITINS","HUTO","2641","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","orbignyana","Byrsonima orbignyana","Oliveira, F.C.A.","1705","2010","03","19",NA,"Brasil",NA,NA,"Arvoreta 3 m de altura e 10 cm de DAP. Folhas cartáceas, verde com manchas ferrugineas. Frutos imaturos cor verde. Abundante e dominante na área; Savana Parque (cerrado inudável)","HUTO002641",NA,NA,"A. Juss.","Fonseca, M.L.","Tocantins","Entrada para Fazenda Progresso. Bacia do Araguaia. Sub-bacia do rio Pium. Solo argiloso, incharcado. Relevo plano","-49.741111","-10.024444",NA,"Cristalândia","183","183","2010","03",NA,"-49.741111","-10.024444",NA,NA,NA,NA,NA,NA,NA,NA,NA
"981","2020-12-02 09:07:23-03","UNITINS","HUTO","3866","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","orbignyana","Byrsonima orbignyana","Fonseca, M.L.","6291","2010","03","18",NA,"Brasil",NA,NA,"Árvore 5 m de altura e 14 cm DAP. Casca gretada cor cinza, rosada internamente. Folhas cartáceas, discolores. Frutos imaturos cor verde. Segunda arbórea mais abundante; Savana Parque, Paratudal ou Caribal","HUTO003866",NA,NA,"A. Juss.","Fonseca, M.L.","Tocantins","Bacia do Araguaia. Sub-bacia do rio Javaés. Solo argiloso úmido ou alagado. Relevo plano","-49.9075","-10.846389",NA,"Lagoa da Confusão","176","176","2010","03",NA,"-49.9075","-10.846389",NA,NA,NA,NA,NA,NA,NA,NA,NA
"982","2020-12-02 09:07:23-03","UNITINS","HUTO","4715","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","orbignyana","Byrsonima orbignyana","Thomé, G.A.","10","2010","07","17",NA,"Brasil",NA,NA,"Árvore. Inflorescência apicais e amareladas, com botões verde-claro; Cerrado inundável (Savana Parque sensu IBGE)","HUTO004715",NA,NA,"A. Juss.","Haidar, R.F.","Tocantins","Folha SC-22-Z-A. Bacia do Tocantins. Sub-bacia do rio Javaés","-49.920556","-10.916389",NA,"Lagoa da Confusão","177","177","2010","07","17","-49.920556","-10.916389",NA,NA,NA,NA,NA,NA,NA,NA,NA
"983","2020-02-14 13:38:32-03","UEFS","HUEFS","254445","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Oliveira, F.S.","7","2019","05","07",NA,"Brasil",NA,NA,"Cerrad/o/carrasco.","HUEFS0254445","Angiospermae","Malpighiales","A.Juss.",NA,"Ceará",NA,"-39.4094009399414","-7.23416996002197",NA,"Crato",NA,NA,NA,NA,NA,NA,NA,"30071","auto","Rosanae",NA,NA,NA,NA,NA,NA
"984","2019-10-07 09:31:48-03","UEFS","HUEFS","81226","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Miranda, A.M.","4277","2003","12","06",NA,"Brasil",NA,NA,NA,"HUEFS0081226","Angiospermae","Malpighiales","A.Juss.","E.P.Queiroz","Bahia","Margem do riacho das Onças.","-40.3608016967773","-10.7417001724243","HUEFS0081226","Pindobaçu",NA,NA,"2008","05",NA,NA,NA,"20730","auto","Rosanae",NA,NA,NA,NA,NA,NA
"985","2019-10-07 09:31:48-03","UEFS","HUEFS","51448","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Carlos","FAB171",NA,NA,NA,NA,"Brasil",NA,NA,NA,"HUEFS0051448","Angiospermae","Malpighiales","A.Juss.","A.Francener","Tocantins","Trilha de Sampaio.","-47.8731002807617","-5.34833002090454","HUEFS0051448","Sampaio",NA,NA,"2015",NA,NA,NA,NA,"16212","auto","Rosanae",NA,NA,NA,NA,NA,NA
"986","2019-10-07 09:31:48-03","UEFS","HUEFS","113863","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Carvalho, P.D.","383","2006","11","04",NA,"Brasil",NA,NA,"Cerrado.","HUEFS0113863","Angiospermae","Malpighiales","A.Juss.","A.Francener","Bahia","Estrada Licínio de Almeida - Caetité.","-42.550278","-14.428611","HUEFS0113863","Licínio de Almeida","1013","1013","2013","12",NA,"42W33'1''","14S25'43''",NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA
"987","2019-10-07 09:31:48-03","UEFS","HUEFS","102672","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Souza-Silva, R.F.","64","2005","10","28",NA,"Brasil",NA,NA,NA,"HUEFS0102672","Angiospermae","Malpighiales","A.Juss.","E.P.Queiroz","Bahia","Morro Santa Cruz. Alto do Cruzeiro.","-40.248611","-10.517222","HUEFS0102672","Senhor do Bonfim","908","908","2008","05",NA,"40W14'55''","10S31'2''",NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA
