"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","month","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","class","coordinatePrecision","geoFlag","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","393256","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Erythroxylaceae","Erythroxylum","passerinum","Erythroxylum passerinum","Mart.",NA,"R. M. Harley","18415","1977","South America","Brazil","65 km NE of Itabuna, at the mouth of the Rio de Contas on the N bank opposit Itacaré. Alt sea level","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116354' target='other'> <mi>dwc_moreinfo</mi></a>","NY00393256","NY00393256_01","T. C. Plowman","01","30","Bahia",NA,"-39","-14.27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1738398","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Erythroxylaceae","Erythroxylum","passerinum","Erythroxylum passerinum","Mart.",NA,"P. da C. Gadelha Neto","3180","2012","South America","Brazil","Millennium Inorganic Chemicals Mineração Ltda.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2007494' target='other'> <mi>dwc_moreinfo</mi></a>","NY01738398","NY01738398_01",NA,"03","15","Paraíba","Mataraca","-34.9769","-6.5022","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","393262","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Erythroxylaceae","Erythroxylum","passerinum","Erythroxylum passerinum","Mart.",NA,"T. C. Plowman","12829","1983","South America","Brazil","Km 19 na estrada Ilhéus - Una. Sitio Cana Brava","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116356' target='other'> <mi>dwc_moreinfo</mi></a>","NY00393262","NY00393262_01","T. C. Plowman","02","11","Bahia","Ilhéus","-39.02","-15.03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","376750","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Erythroxylaceae","Erythroxylum","passerinum","Erythroxylum passerinum","Mart.",NA,"J. S. Blanchet","1849","1835","South America","Brazil",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116357' target='other'> <mi>dwc_moreinfo</mi></a>","NY00376750","NY00376750_01","T. C. Plowman",NA,NA,"Bahia",NA,"-39.039072","-15.159747",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","02687452","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Erythroxylaceae","Erythroxylum","passerinum","Erythroxylum passerinum","Mart.",NA,"J. L. da Costa Lima","380","2011","South America","Brazil","Fazenda Nossa Senhora do Carmo","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2953077' target='other'> <mi>dwc_moreinfo</mi></a>","NY02687452","NY02687452_01",NA,"02","12","Rio Grande do Norte","Goianinha","-35.219417","-6.319814","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","446047","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Erythroxylaceae","Erythroxylum","passerinum","Erythroxylum passerinum","Mart.",NA,"J. G. Jardim","1155","1997","South America","Brazil","Rod. BA-001 Ilhéus/Una, ca. 41 km S de Ilhéus","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116365' target='other'> <mi>dwc_moreinfo</mi></a>","NY00446047",NA,"M. I. Bezerra Loiola","11","04","Bahia","Una","-39.0753","-15.2933",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01240774","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Erythroxylaceae","Erythroxylum","passerinum","Erythroxylum passerinum","Mart.",NA,"A. M. Amorim","3964","2004","South America","Brazil","Estrada a Maraú. Coletas efetuadas a 10 km a partir de Itacaré.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1416804' target='other'> <mi>dwc_moreinfo</mi></a>","NY01240774","NY01240774_01","O. A. Jara-Muñoz","04","19","Bahia","Maraú","-39.02","-14.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","884918","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Erythroxylaceae","Erythroxylum","passerinum","Erythroxylum passerinum","Mart.",NA,"A. Q. Lobão","378","1998","South America","Brazil","Praia Rasa.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=969073' target='other'> <mi>dwc_moreinfo</mi></a>","NY00884918","NY00884918_01","J. L. da Costa Lima","11","11","Rio de Janeiro","Armaçao dos Búzios",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","02687451","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Erythroxylaceae","Erythroxylum","passerinum","Erythroxylum passerinum","Mart.",NA,"J. L. da Costa Lima","357","2011","South America","Brazil","Fazenda Muriaé","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2953076' target='other'> <mi>dwc_moreinfo</mi></a>","NY02687451","NY02687451_01",NA,"02","11","Rio Grande do Norte","São José de Mipibu","-35.235036","-6.132317","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","393253","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Erythroxylaceae","Erythroxylum","passerinum","Erythroxylum passerinum","Mart.",NA,"G. G. Hatschbach","46997","1983","South America","Brazil","Conceiçao da Barra, arredores","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116359' target='other'> <mi>dwc_moreinfo</mi></a>","NY00393253","NY00393253_01","T. C. Plowman","10","19","Espírito Santo","Conceiçao da Barra","-39.7319","-18.5933",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","393258","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Erythroxylaceae","Erythroxylum","passerinum","Erythroxylum passerinum","Mart.",NA,"R. M. Harley","18422","1977","South America","Brazil","65 km NE of Itabuna, at the mouth of the Rio de Contas on the bank opposite Itacaré. Alt. sea level","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116364' target='other'> <mi>dwc_moreinfo</mi></a>","NY00393258","NY00393258_01","T. C. Plowman","01","30","Bahia",NA,"-39","-14.27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","376748","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Erythroxylaceae","Erythroxylum","passerinum","Erythroxylum passerinum","Mart.",NA,"A. P. Duarte","3899","1953","South America","Brazil","Norte do Espirito Santo, Serra do Cristalino, m de Nova Venecia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116355' target='other'> <mi>dwc_moreinfo</mi></a>","NY00376748","NY00376748_01","T. C. Plowman","11","16","Espírito Santo","Nova Venécia","-40.4006","-18.7108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","376747","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Erythroxylaceae","Erythroxylum","passerinum","Erythroxylum passerinum","Mart.",NA,"H. P. Bautista","532","1982","South America","Brazil","Guarajuba, Loteamento Canto do Mar; SD.24-X-A","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116358' target='other'> <mi>dwc_moreinfo</mi></a>","NY00376747","NY00376747_01","T. C. Plowman","02","20","Bahia","Camaçari","-38.32","-12.69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","393259","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Erythroxylaceae","Erythroxylum","passerinum","Erythroxylum passerinum","Mart.",NA,"J. R. Pirani","3327","1994","South America","Brazil","Praia de Guriri","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116370' target='other'> <mi>dwc_moreinfo</mi></a>","NY00393259","NY00393259_01","J. A. Kallunki","12","03","Espírito Santo","Sao Mateus","-39.8589","-18.7161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","393263","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Erythroxylaceae","Erythroxylum","passerinum","Erythroxylum passerinum","Mart.",NA,"G. G. Hatschbach","58029","1992","South America","Brazil","Lagoa Juparaná","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116367' target='other'> <mi>dwc_moreinfo</mi></a>","NY00393263","NY00393263_01","N. Hensold","10","11","Espírito Santo","Linhares","-40.0719","-19.3911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1738122","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Erythroxylaceae","Erythroxylum","passerinum","Erythroxylum passerinum","Mart.",NA,"L.A. Gomes","339","2012","South America","Brazil","RPPN Mata do Crasto.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1965899' target='other'> <mi>dwc_moreinfo</mi></a>","NY01738122","NY01738122_01","J. L. da Costa Lima","03","16","Sergipe","Santa Luzia do Itanhy","-37.40192","-11.3685",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","644009","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Erythroxylaceae","Erythroxylum","passerinum","Erythroxylum passerinum","Mart.",NA,"H. C. de Lima","2900","1987","South America","Brazil","Estrada Rodovia do Sol, entroncamento p/Marataizes, próx. a Pontal","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=754526' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644009","NY00644009_01","J. L. da Costa Lima","05","10","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","376746","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Erythroxylaceae","Erythroxylum","passerinum","Erythroxylum passerinum","Mart.",NA,"H. M. Curran","76","1918","South America","Brazil",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116352' target='other'> <mi>dwc_moreinfo</mi></a>","NY00376746","NY00376746_01","T. C. Plowman","04","24","Bahia",NA,"-39.039072","-15.159747",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","02694629","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Erythroxylaceae","Erythroxylum","passerinum","Erythroxylum passerinum","Mart.",NA,"W. W. Thomas","15283","2011","South America","Brazil","RPPN Mata Estrela. 1.5 km W of Baía Formosa, near main entrance to Reseve.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2953352' target='other'> <mi>dwc_moreinfo</mi></a>","NY02694629","NY02694629_01","J. L. da Costa Lima","03","07","Rio Grande do Norte","Baía Formosa","-35.041667","-6.630556","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-02-18 09:29:23-03","UNESP-IBB","BOTU","26367","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","passerinum","Erythroxylum passerinum","Mart.",NA,"Folli, D.A.","3300","1998",NA,"Brasil",NA,NA,"Arbóreo, 18 m de altura, fuste 10 m, botão verde, flor amarelo, casca áspera","BOTU026367",NA,"Amaral Jr., A.","11","25","Espírito Santo","Linhares",NA,NA,NA,"1999","05","10","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-02-18 09:29:23-03","UNESP-IBB","BOTU","31462","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","passerinum","Erythroxylum passerinum","Mart.",NA,"Thomaz, L.D.","1653","1995","MBML","Brasil","Estação Biológica de Santa Lúcia",NA,NA,"BOTU031462",NA,"CEPEC","03","08","Espírito Santo","Santa Teresa",NA,NA,NA,"1995",NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-02-18 09:29:23-03","UNESP-IBB","BOTU","26743","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","passerinum","Erythroxylum passerinum","Mart.",NA,"Pereira, O.J.","1319","1987",NA,"Brasil",NA,NA,"Arbusto com aproximadamente 2 m de altura, flores alvas","BOTU026743",NA,"Amaral Jr., A.","10","27","Espírito Santo","Guarapari",NA,NA,NA,"1999","01","12","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-02-18 09:29:23-03","UNESP-IBB","BOTU","26745","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","passerinum","Erythroxylum passerinum","Mart.",NA,"Pereira, O.J.","2720","1992",NA,"Brasil",NA,NA,"Planta de 2 m de altura, flor alva","BOTU026745",NA,"Amaral Jr., A.","02","19","Espírito Santo","Araracruz",NA,NA,NA,"1999","01","12","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-02-18 09:29:23-03","UNESP-IBB","BOTU","31920","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","passerinum","Erythroxylum passerinum","Mart.",NA,"Costa-Neto, E.M.","41","1996",NA,"Brasil","Praia de Siribinha",NA,NA,"BOTU031920",NA,"Taguchi, L.E.","04","28","Bahia","Conde",NA,NA,NA,"2016","02","03","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-02-18 09:29:23-03","UNESP-IBB","BOTU","31951","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","passerinum","Erythroxylum passerinum","Mart.",NA,"Krieger, P.L.","10348","1971",NA,"Brasil",NA,NA,NA,"BOTU031951",NA,"Amaral Jr., A.","04","04","Rio de Janeiro","Rio das Ostras",NA,NA,NA,"2001","11","25","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-02-18 09:29:23-03","UNESP-IBB","BOTU","26741","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","passerinum","Erythroxylum passerinum","Mart.",NA,"Pereira, O.J.","451","1985",NA,"Brasil",NA,NA,"Arbusto de 1,5 m de altura, flor amarelo-esverdeada","BOTU026741",NA,"Amaral Jr., A.","05","06","Espírito Santo","Vitória",NA,NA,NA,"1999","01","11","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-02-18 09:29:23-03","UNESP-IBB","BOTU","26777","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","passerinum","Erythroxylum passerinum","Mart.",NA,"Farias, G.L.","194","1988",NA,"Brasil",NA,NA,"Árvore com + ou -25 m de altura e fuste de + 18 m, DAP 49 cm. Flor amarela e botão verde, fuste cilíndrico e casca escamosa","BOTU026777",NA,"Amaral Jr., A.","04","28","Bahia","Porto Seguro",NA,NA,NA,"1996","08","13","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-02-18 09:29:23-03","UNESP-IBB","BOTU","26728","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","passerinum","Erythroxylum passerinum","Mart.",NA,"Pereira, O.J.","1359","1987",NA,"Brasil",NA,NA,"Arbusto com 1,5 m de altura, flores alvas","BOTU026728",NA,"Amaral Jr., A.","11","03","Espírito Santo","Guarapari",NA,NA,NA,"1999","01","12","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-18 09:29:23-03","UNESP-IBB","BOTU","26737","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","passerinum","Erythroxylum passerinum","Mart.",NA,"Martins, M.L.L.","165","1992",NA,"Brasil",NA,NA,"Arbusto com aproximadamente 1,5 m de altura, frutos vermelhos","BOTU026737",NA,"Amaral Jr., A.","03","19","Espírito Santo",NA,NA,NA,NA,"1999","01","11","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-18 09:29:23-03","UNESP-IBB","BOTU","26740","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","passerinum","Erythroxylum passerinum","Mart.",NA,"Vinha, P.","865","1990",NA,"Brasil",NA,NA,"Planta com frutos imaturos","BOTU026740",NA,"Amaral Jr., A.","01","09","Espírito Santo","Itapemirim",NA,NA,NA,"1999","01","11","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-02-18 09:29:23-03","UNESP-IBB","BOTU","26742","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","passerinum","Erythroxylum passerinum","Mart.",NA,"Martins, M.L.L.","157","1992",NA,"Brasil",NA,NA,"Arbusto com aproximadamente 3 m de altura, frutos verdes","BOTU026742",NA,"Amaral Jr., A.","02","06","Espírito Santo","Vitória",NA,NA,NA,"1999","01","12","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-18 09:29:23-03","UNESP-IBB","BOTU","17941","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","passerinum","Erythroxylum passerinum","Mart.",NA,"Pereira, O.J.","1319","1987",NA,"Brasil",NA,NA,"Arbusto de 2m de altura, flores alvas","BOTU017941",NA,"Amaral Jr., A.","08","27","Espírito Santo","Guarapari",NA,NA,NA,"1999","01","12","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-18 09:29:23-03","UNESP-IBB","BOTU","31816","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","passerinum","Erythroxylum passerinum","Mart.",NA,"Thomaz, L.D.","1654","1995",NA,"Brasil","Estação Biológica de Santa Lúcia, (Mata Atlântica de encosta).",NA,NA,"BOTU031816",NA,"CEPEC","01","17","Espírito Santo","Santa Teresa",NA,NA,"650","1995",NA,NA,"9999","9999","800",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-02-18 09:29:23-03","UNESP-IBB","BOTU","26739","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","passerinum","Erythroxylum passerinum","Mart.",NA,"Gomes, J.M.","1358","1990",NA,"Brasil",NA,NA,"Planta com aproximadamente 2 m de altura, flor alva","BOTU026739",NA,"Amaral Jr., A.","10","19","Espírito Santo","Vitória",NA,NA,NA,"1999","01","11","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-02-18 09:29:23-03","UNESP-IBB","BOTU","26738","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","passerinum","Erythroxylum passerinum","Mart.",NA,"Martins, M.L.L.","150","1992",NA,"Brasil",NA,NA,"Árvore de aprox. 3 m de altura, flores pequenas alvas","BOTU026738",NA,"Amaral Jr., A.","02","06","Espírito Santo","Vitória",NA,NA,NA,"1999","01","11","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-02-18 09:29:23-03","UNESP-IBB","BOTU","28977","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","passerinum","Erythroxylum passerinum","Mart.",NA,"Carvalho, A.M.V.","2722","1990",NA,"Brasil",NA,NA,"Arbusto com ca., de 2,5 m de altura, flores com pétalas alvas, frutos imaturos verdes","BOTU028977",NA,"Araújo, T.","01","15","Bahia","Ilhéus",NA,NA,NA,"2012","08","13","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
