"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","stateProvince","locality","decimalLongitude","decimalLatitude","imagecode","identifiedBy","county","minimumElevationInMeters","maximumElevationInMeters","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"429","2020-12-21 16:24:40-03","MBM","MBM","30489","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita","Hatschbach, G.","33388","1973","11","18","Southern America","Brazil",NA,NA,NA,"MBM030489",NA,NA,NA,"(Spreng.) Müll. Arg.","Minas Gerais","Monte Alegre, arredores",NA,NA,"MBM030489","Allem, A.C.","Monte Alegre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","2020-12-21 16:24:40-03","MBM","MBM","38886","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita","Schinini, A.","4220","1971","11",NA,"Southern America","Paraguay",NA,NA,NA,"MBM038886",NA,NA,NA,"(Spreng.) Müll. Arg.",NA,NA,NA,NA,"MBM038886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","2020-12-21 16:24:40-03","MBM","MBM","413973","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita","Felitto, G.; Dutra, M.M.; Daniel, V.A.; Roher, D.; Dutra, M.M.; Daniel, V.A.; Roher, D.","1072","2017","01","24","Southern America","Brazil",NA,NA,"Escandente, 2m; frutos pilosos verdes.; Floresta Estacional Semidecidual em ecótone com o Cerrado.","MBM413973",NA,NA,NA,"(Spreng.) Müll. Arg.","São Paulo","Linha Férrea RUMO-ALL, trecho Jales-Pimenta","-50.619167","-20.266667",NA,"Motta, J.T.; Barbosa, E.","Urânia","413","413",NA,"2017","01","24","-50.619167","-20.266667",NA,NA,NA,NA,NA,NA,NA
"432","2020-12-21 16:24:40-03","MBM","MBM","45437","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita","Macedo, A.","5092",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM045437",NA,NA,NA,"(Spreng.) Müll. Arg.","Minas Gerais","Fazenda Santo Antônio",NA,NA,"MBM045437",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","2020-12-21 16:24:40-03","MBM","MBM","49216","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita","Semir, J.","2592","1976","03","18","Southern America","Brazil",NA,NA,NA,"MBM049216",NA,NA,NA,"(Spreng.) Müll. Arg.","Goiás","Chapada dos Veadeiros",NA,NA,"MBM049216","Hatschbach, G.","Alto Paraíso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","2020-12-21 16:24:40-03","MBM","MBM","52241","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita","Shepherd, G.J.; et al.; et al.","4147","1976","12","16","Southern America","Brazil",NA,NA,NA,"MBM052241",NA,NA,NA,"(Spreng.) Müll. Arg.","Mato Grosso","Rodovia Aquidauana a Campo Grande, km 50",NA,NA,"MBM052241","Hatschbach, G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","2020-12-21 16:24:40-03","MBM","MBM","52599","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita","Shepherd, G.J.; et al.; et al.","3628","1976","11","26","Southern America","Brazil",NA,NA,NA,"MBM052599",NA,NA,NA,"(Spreng.) Müll. Arg.","Distrito Federal","Estrada Anápolis a Brasília, km 50",NA,NA,"MBM052599","Hatschbach, G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","2020-12-21 16:24:40-03","MBM","MBM","52611","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita","Shepherd, G.J.; et al.; et al.","3742","1976","11","28","Southern America","Brazil",NA,NA,NA,"MBM052611",NA,NA,NA,"(Spreng.) Müll. Arg.","Goiás","Estrada Alto Paraíso a Campo Belo, km 41",NA,NA,"MBM052611","Hatschbach, G.","Alto Paraíso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","2020-12-21 16:24:40-03","MBM","MBM","60506","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita","Leitão Filho, H.F.","s.n.","1979","01","25","Southern America","Brazil",NA,NA,NA,"MBM060506",NA,NA,NA,"(Spreng.) Müll. Arg.","Mato Grosso","Rodovia Campo Grande - Aquidauana ao longo do 52-100",NA,NA,"MBM060506","Allem, A.C.","Campo Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","2020-12-21 16:24:40-03","MBM","MBM","67000","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita","Krapovickas, A.; Cristóbal, C.L.; Cristóbal, C.L.","34427","1979","01","28","Southern America","Brazil",NA,NA,NA,"MBM067000",NA,NA,NA,"(Spreng.) Müll. Arg.","Mato Grosso do Sul","85km de Campo Grande, camino a Aquidauana",NA,NA,"MBM067000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","2020-12-21 16:24:40-03","MBM","MBM","244288","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita","Hatschbach, G.; Hatschbach, M.; Ribas, O.S.; Hatschbach, M.; Ribas, O.S.","70344","2000","02","18","Southern America","Brazil",NA,NA,NA,"MBM244288",NA,NA,NA,"(Spreng.) Müll. Arg.","Goiás","Rodovia para Niquelândia, km 10-15","-48.0783004760742","-14.1513996124268","MBM244288","Allem, A.C.","Colinas do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"58154","auto",NA,NA,NA,NA,NA
"440","2020-12-21 16:24:40-03","MBM","MBM","140524","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita","Monteiro R, M.M.","3347","1990","02","01","Southern America","Brazil",NA,NA,NA,"MBM140524",NA,NA,NA,"(Spreng.) Müll. Arg.","Goiás","Rod. BR-040, 33km NNW de Cristalina","-47.6136016845703","-16.7686004638672","MBM140524","Allem, A.C.","Cristalina",NA,NA,NA,NA,NA,NA,NA,NA,"85457","auto",NA,NA,NA,NA,NA
"441","2020-12-21 16:24:40-03","MBM","MBM","149873","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita","Hatschbach, G.; Hatschbach, M.; Guimarães, D.; Hatschbach, M.; Guimarães, D.","52246","1992","01","19","Southern America","Brazil",NA,NA,NA,"MBM149873",NA,NA,NA,"(Spreng.) Müll. Arg.","Goiás","Bucaina","-48.4597015380859","-14.4738998413086","MBM149873","Allem, A.C.","Niquelândia",NA,NA,NA,NA,NA,NA,NA,NA,"74171","auto",NA,NA,NA,NA,NA
"442","2020-12-21 16:24:40-03","MBM","MBM","63524","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita","Oliveira, P.I.","64","1979","09","15","Southern America","Brazil",NA,NA,"Subarbusto 50cm, flor creme.; Campo queimado.","MBM063524",NA,NA,NA,"(Spreng.) Müll. Arg.","Mato Grosso","Arredores","-55.749698638916","-15.460599899292",NA,"Mendoza, M.","Chapada dos Guimarães",NA,NA,NA,"2018","09","21",NA,NA,"107042","auto",NA,NA,NA,NA,NA
"443","2020-12-21 16:24:40-03","MBM","MBM","39589","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita","Hatschbach, G.","37642","1975","11","16","Southern America","Brazil",NA,NA,NA,"MBM039589",NA,NA,NA,"(Spreng.) Müll. Arg.","Mato Grosso","Rio Cachoerinha","-55.749698638916","-15.460599899292",NA,"Allem, A.C.","Chapada dos Guimarães",NA,NA,NA,NA,NA,NA,NA,NA,"107042","auto",NA,NA,NA,NA,NA
"444","2020-12-21 16:24:40-03","MBM","MBM","187924","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","63404","1995","10","16","Southern America","Brazil",NA,NA,NA,"MBM187924",NA,NA,NA,"(Spreng.) Müll. Arg.","Mato Grosso do Sul","Serra de Maracaju,estrada Ecológica","-55.7872009277344","-20.4710998535156","MBM187924","Allem, A.C.","Aquidauana",NA,NA,NA,NA,NA,NA,NA,NA,"212961","auto",NA,NA,NA,NA,NA
"445","2020-12-21 16:24:40-03","MBM","MBM","293335","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","77312","2004","03","19","Southern America","Brazil",NA,NA,NA,"MBM293335",NA,NA,NA,"(Spreng.) Müll. Arg.","Mato Grosso do Sul","Rodovia Bonito - Anastácio, Fazenda Capão Verde","-56.4818992614746","-21.1210994720459","MBM293335","Rodrigues, A.S.","Bonito",NA,NA,NA,NA,NA,NA,NA,NA,"71352","auto",NA,NA,NA,NA,NA
"446","2020-12-21 16:24:40-03","MBM","MBM","33513","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita","Hatschbach, G.; Anderson, W.; Barneby, R.; Gates, B.; Anderson, W.; Barneby, R.; Gates, B.","36021","1975","02","09","Southern America","Brazil",NA,NA,"Arbusto 1,70m, flor creme.; Cerrado.","MBM033513",NA,NA,NA,"(Spreng.) Müll. Arg.","Mato Grosso do Sul","1km ao norte","-54.7599983215332","-18.5067005157471",NA,"Allem, A.C.","Coxim",NA,NA,NA,NA,NA,NA,NA,NA,"102528","auto",NA,NA,NA,NA,NA
"447","2020-12-21 16:24:40-03","MBM","MBM","125294","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","52434","1988","10","20","Southern America","Brazil",NA,NA,NA,"MBM125294",NA,NA,NA,"(Spreng.) Müll. Arg.","Mato Grosso do Sul","Rod. BR-060","-55.8300018310547","-21.1352996826172",NA,"Allem, A.C.","Nioaque",NA,NA,NA,NA,NA,NA,NA,NA,"49299","auto",NA,NA,NA,NA,NA
"448","2020-12-21 16:24:40-03","MBM","MBM","260212","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita","Barreto, M.","2626","1934","01","21","Southern America","Brazil",NA,NA,NA,"MBM260212",NA,NA,NA,"(Spreng.) Müll. Arg.","Minas Gerais","Aldo do Cercado","-43.937801361084","-19.9207992553711","MBM260212","Steyermark, J.A.","Belo Horizonte",NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA
"449","2020-12-21 16:24:40-03","MBM","MBM","23369","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita","Hatschbach, G.","28661","1972","01","16","Southern America","Brazil",NA,NA,"Flor alvecente, planta 1m.; Encosta rochosa de morro.","MBM023369",NA,NA,NA,"(Spreng.) Müll. Arg.","Minas Gerais","Rodovia Fernão Dias","-44.1996994018555","-20.1432991027832",NA,"Mendoza, M.","Brumadinho",NA,NA,NA,NA,NA,NA,NA,NA,"26639","auto",NA,NA,NA,NA,NA
"450","2020-12-21 16:24:40-03","MBM","MBM","173834","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","62601","1995","03","19","Southern America","Brazil",NA,NA,NA,"MBM173834",NA,NA,NA,"(Spreng.) Müll. Arg.","Minas Gerais","Rod. BA-365, próximo ao km 208","-44.9622001647949","-17.3511009216309","MBM173834","Allem, A.C.","Buritizeiro",NA,NA,NA,NA,NA,NA,NA,NA,"88041","auto",NA,NA,NA,NA,NA
"451","2020-12-21 16:24:40-03","MBM","MBM","190224","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","64092","1996","01","15","Southern America","Brazil",NA,NA,"Erva 50cm, ascendente, flor creme.; Cerrado, solo rochoso.","MBM190224",NA,NA,NA,"(Spreng.) Müll. Arg.","Minas Gerais","Estrada Várzea da Palma - Serra do Cabral, próximo ao km 20","-44.7308006286621","-17.5981006622314",NA,NA,"Várzea da Palma",NA,NA,NA,"2018","09","21",NA,NA,"60948","auto",NA,NA,NA,NA,NA
"452","2020-12-21 16:24:40-03","MBM","MBM","154720","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita","Hatschbach, G.; Noblick, L.R.; Noblick, L.R.","57060","1992","05","17","Southern America","Brazil",NA,NA,"Procumbente.; Campo cerrado.","MBM154720",NA,NA,NA,"(Spreng.) Müll. Arg.","Paraná","Aeroporto, Proximidades","-52.3830986022949","-24.0456008911133",NA,"Mendoza, M.","Campo Mourão",NA,NA,NA,"2018","09","21",NA,NA,"28572","auto",NA,NA,NA,NA,NA
"453","2020-12-21 16:24:40-03","MBM","MBM","135945","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita","Lindeman, J.; Haas, H.; Haas, H.","890","1966","04","05","Southern America","Brazil",NA,NA,NA,"MBM135945",NA,NA,NA,"(Spreng.) Müll. Arg.","Paraná","Fazenda Lagoa","-52.6049995422363","-23.6632995605469","MBM135945","Hatschbach, G.","Cianorte",NA,NA,NA,NA,NA,NA,NA,NA,"32009","auto",NA,NA,NA,NA,NA
"454","2020-12-21 16:24:40-03","MBM","MBM","300458","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","78660","2004","11","29","Southern America","Brazil",NA,NA,NA,"MBM300458",NA,NA,NA,"(Spreng.) Müll. Arg.","Bahia","Boqueirãozinho","-42.698600769043","-13.0193996429443","MBM300458","Rodrigues, A.S.","Macaúbas",NA,NA,NA,NA,NA,NA,NA,NA,"71420","auto",NA,NA,NA,NA,NA
"455","2020-12-21 16:24:40-03","MBM","MBM","160208","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita","Carvalho, A.M. de; et al.; et al.","2967","1990","03","19","Southern America","Brazil",NA,NA,NA,"MBM160208",NA,NA,NA,"(Spreng.) Müll. Arg.","Bahia","Ca. km 250 na Rod. BR-242","-41.5588989257812","-12.5289001464844","MBM160208","Cordeiro, I.","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,"20767","auto",NA,NA,NA,NA,NA
"456","2020-12-21 16:24:40-03","MBM","MBM","165286","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","60136","1994","02","08","Southern America","Brazil",NA,NA,NA,"MBM165286",NA,NA,NA,"(Spreng.) Müll. Arg.","Goiás","Estação Repetidora da Telebrasília de Roncador","-47.7841987609863","-14.9856004714966","MBM165286","Allem, A.C.","Água Fria de Goiás",NA,NA,NA,NA,NA,NA,NA,NA,"38359","auto",NA,NA,NA,NA,NA
"457","2020-12-21 16:24:40-03","MBM","MBM","74272","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita","Oliveira, P.I.; Anderson, W.R.; Anderson, W.R.","407","1982","02","21","Southern America","Brazil",NA,NA,NA,"MBM074272",NA,NA,NA,"(Spreng.) Müll. Arg.","Goiás","Caiapônia, 60km S","-51.8102989196777","-16.9566993713379","MBM074272","Allem, A.C.","Caiapônia",NA,NA,NA,NA,NA,NA,NA,NA,"77016","auto",NA,NA,NA,NA,NA
"458","2020-12-21 16:24:40-03","MBM","MBM","133744","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita","Hatschbach, G.; Hatschbach, M.; Nicolack, V.; Hatschbach, M.; Nicolack, V.","53995","1990","02","15","Southern America","Brazil",NA,NA,NA,"MBM133744",NA,NA,NA,"(Spreng.) Müll. Arg.","Goiás","Rio Bezerra","-46.7717018127441","-13.0367002487183","MBM133744","Allem, A.C.","Campos Belos",NA,NA,NA,NA,NA,NA,NA,NA,"70364","auto",NA,NA,NA,NA,NA
"459","2020-12-21 16:24:40-03","MBM","MBM","149874","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita","Hatschbach, G.; Hatschbach, M.; Kummrow, R.; Hatschbach, M.; Kummrow, R.","56214","1992","01","18","Southern America","Brazil",NA,NA,NA,"MBM149874",NA,NA,NA,"(Spreng.) Müll. Arg.","Goiás","Córrego Bom Sucesso","-49.5983009338379","-15.3083000183105","MBM149874","Allem, A.C.","Ceres",NA,NA,NA,NA,NA,NA,NA,NA,"29836","auto",NA,NA,NA,NA,NA
"460","2020-12-21 16:24:40-03","MBM","MBM","146704","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita","Carvalho, A.M. de; et al.; et al.","2254","1986","02","10","Southern America","Brazil",NA,NA,NA,"MBM146704",NA,NA,NA,"(Spreng.) Müll. Arg.","Goiás","Km 15, estrada Goiânia para Bela Vista","-49.2538986206055","-16.6786003112793","MBM146704","Webster, G.L.","Goiânia",NA,NA,NA,NA,NA,NA,NA,NA,"25250","auto",NA,NA,NA,NA,NA
"461","2020-12-21 16:24:40-03","MBM","MBM","139397","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","54693","1990","10","17","Southern America","Brazil",NA,NA,NA,"MBM139397",NA,NA,NA,"(Spreng.) Müll. Arg.","Goiás","Rod. GO-118, Rio das Almas","-47.2647018432617","-13.7763996124268","MBM139397","Allem, A.C.","Teresina de Goiás",NA,NA,NA,NA,NA,NA,NA,NA,"42211","auto",NA,NA,NA,NA,NA
"462","2020-12-21 16:24:40-03","MBM","MBM","184918","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita","Hatschbach, G.; Pott, A.; Pott, V.J.; Barboza, E.; Pott, A.; Pott, V.J.; Barboza, E.","63531","1995","10","19","Southern America","Brazil",NA,NA,"Arbusto 1m, flor alvescente.; Cerrado.","MBM184918",NA,NA,NA,"(Spreng.) Müll. Arg.","Mato Grosso","Rod. Jaciara a Chapada dos Guimarães, 10km O de Campo Verde","-55.1688995361328","-15.5466995239258",NA,"Allem, A.C.","Campo Verde",NA,NA,NA,"1995",NA,NA,NA,NA,"92328","auto",NA,NA,NA,NA,NA
"463","2020-12-21 16:24:40-03","MBM","MBM","194918","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita","Hatschbach, G.; Pott, A.; Barboza, E.; Pott, A.; Barboza, E.","63541","1995","10","19","Southern America","Brazil",NA,NA,NA,"MBM194918",NA,NA,NA,"(Spreng.) Müll. Arg.","Mato Grosso","Rodovia Jaciara a Chapada dos Guimarães, 10km O de Campo Verde","-55.1688995361328","-15.5466995239258","MBM194918","Allem, A.C.","Campo Verde",NA,NA,NA,NA,NA,NA,NA,NA,"92328","auto",NA,NA,NA,NA,NA
"464","2020-12-21 16:24:40-03","MBM","MBM","213852","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita","Hatschbach, G.; Schinini, A.; Barboza, E.; Schinini, A.; Barboza, E.","66728","1997","08","12","Southern America","Brazil",NA,NA,"Arbusto 1m, flor creme pálido.; Campo cerrado.","MBM213852",NA,NA,NA,"(Spreng.) Müll. Arg.","Mato Grosso","Arredores","-55.749698638916","-15.460599899292",NA,"Mendoza, M.","Chapada dos Guimarães",NA,NA,NA,"2018","09","21",NA,NA,"107042","auto",NA,NA,NA,NA,NA
"465","2020-12-21 16:24:40-03","MBM","MBM","291050","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita","Verardo, S.M.S.","23928","1989","01","29","Southern America","Brazil",NA,NA,NA,"MBM291050",NA,NA,NA,"(Spreng.) Müll. Arg.","Mato Grosso","Chapada dos Guimarães","-55.749698638916","-15.460599899292","MBM291050","Cordeiro, I.","Chapada dos Guimarães",NA,NA,NA,NA,NA,NA,NA,NA,"107042","auto",NA,NA,NA,NA,NA
"466","2020-12-21 16:24:40-03","MBM","MBM","184925","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita","Hatschbach, G.; Pott, A.; Barboza, E.; Pott, A.; Barboza, E.","63582","1995","10","19","Southern America","Brazil",NA,NA,"Erva, 35cm, flor alvescente.; Campo limpo; da chapada.","MBM184925",NA,NA,NA,"(Spreng.) Müll. Arg.","Mato Grosso","Mirante do Centro Geodésico","-55.749698638916","-15.460599899292",NA,"Mendoza, M.","Chapada dos Guimarães",NA,NA,NA,"2018","09","21",NA,NA,"107042","auto",NA,NA,NA,NA,NA
"467","2020-12-21 16:24:40-03","MBM","MBM","25276","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita","Hatschbach, G.","s.n.","1973","05","17","Southern America","Brazil",NA,NA,"Cerrado. Borda da serra.","MBM025276",NA,NA,NA,"(Spreng.) Müll. Arg.","Mato Grosso","São José da Serra","-56.0966987609863","-15.5960998535156",NA,"Allem, A.C.","Cuiabá",NA,NA,NA,NA,NA,NA,NA,NA,"74875","auto",NA,NA,NA,NA,NA
"468","2020-12-21 16:24:40-03","MBM","MBM","30478","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita","Hatschbach, G.; Koczicki, C.; Koczicki, C.","33193","1973","11","14","Southern America","Brazil",NA,NA,"Arbusto 1,50m, flor verde pálido.; Cerrado.","MBM030478",NA,NA,NA,"(Spreng.) Müll. Arg.","Mato Grosso","Rio Corrente","-54.1502990722656","-17.2089004516602",NA,"Allem, A.C.","Itiquira",NA,NA,NA,NA,NA,NA,NA,NA,"148503","auto",NA,NA,NA,NA,NA
"469","2020-12-21 16:24:40-03","MBM","MBM","280937","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","74946","2003","03","19","Southern America","Brazil",NA,NA,NA,"MBM280937",NA,NA,NA,"(Spreng.) Müll. Arg.","Mato Grosso do Sul","Piraputanga, arredores","-55.7872009277344","-20.4710998535156","MBM280937","Rodrigues, A.S.","Aquidauana",NA,NA,NA,NA,NA,NA,NA,NA,"212961","auto",NA,NA,NA,NA,NA
"470","2020-12-21 16:24:40-03","MBM","MBM","293334","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","77309","2004","03","19","Southern America","Brazil",NA,NA,NA,"MBM293334",NA,NA,NA,"(Spreng.) Müll. Arg.","Mato Grosso do Sul","Rodovia Bonito - Anastácio, Fazenda Capão Verde","-56.4818992614746","-21.1210994720459","MBM293334","Rodrigues, A.S.","Bonito",NA,NA,NA,NA,NA,NA,NA,NA,"71352","auto",NA,NA,NA,NA,NA
"471","2020-12-21 16:24:40-03","MBM","MBM","16445","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita","Hatschbach, G.; Guimarães, O.; Guimarães, O.","24549","1970","08","09","Southern America","Brazil",NA,NA,"Arbusto 1m, flores esverdeadas.; Cerrado.","MBM016445",NA,NA,NA,"(Spreng.) Müll. Arg.","Mato Grosso do Sul","Rio Anhanduí","-54.6464004516602","-20.4428005218506",NA,"Allem, A.C.","Campo Grande",NA,NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA
"472","2020-12-21 16:24:40-03","MBM","MBM","33502","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita","Hatschbach, G.; et al.; et al.","36019","1975","02","09","Southern America","Brazil",NA,NA,NA,"MBM033502",NA,NA,NA,"(Spreng.) Müll. Arg.","Mato Grosso do Sul","Coxim,1km ao norte","-54.7599983215332","-18.5067005157471","MBM033502","Allem, A.C.","Coxim",NA,NA,NA,NA,NA,NA,NA,NA,"102528","auto",NA,NA,NA,NA,NA
"473","2020-12-21 16:24:40-03","MBM","MBM","25242","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita","Hatschbach, G.","30426","1972","10","12","Southern America","Brazil",NA,NA,NA,"MBM025242",NA,NA,NA,"(Spreng.) Müll. Arg.","Mato Grosso do Sul","Miranda","-56.3782997131348","-20.2406005859375","MBM025242","Allem, A.C.","Miranda",NA,NA,NA,NA,NA,NA,NA,NA,"92112","auto",NA,NA,NA,NA,NA
"474","2020-12-21 16:24:40-03","MBM","MBM","222232","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita","Ribas, O.S.; Pereira, L.B.S.; Pereira, L.B.S.","2516","1998","02","04","Southern America","Brazil",NA,NA,NA,"MBM222232",NA,NA,NA,"(Spreng.) Müll. Arg.","Mato Grosso do Sul","Rod. BR-419, ca. 20km N de Nioaque","-55.8300018310547","-21.1352996826172","MBM222232","Allem, A.C.","Nioaque",NA,NA,NA,NA,NA,NA,NA,NA,"49299","auto",NA,NA,NA,NA,NA
"475","2020-12-21 16:24:40-03","MBM","MBM","78177","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita","Hatschbach, G.","45950","1982","12","13","Southern America","Brazil",NA,NA,NA,"MBM078177",NA,NA,NA,"(Spreng.) Müll. Arg.","Mato Grosso do Sul","Arrozeira","-54.5463981628418","-21.8019008636475","MBM078177","Allem, A.C.","Rio Brilhante",NA,NA,NA,NA,NA,NA,NA,NA,"65544","auto",NA,NA,NA,NA,NA
"476","2020-12-21 16:24:40-03","MBM","MBM","43581","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita","Hatschbach, G.","38609","1976","05","11","Southern America","Brazil",NA,NA,"Arbusto 2m, flor alvecente.; Cerrado.","MBM043581",NA,NA,NA,"(Spreng.) Müll. Arg.","Mato Grosso do Sul","Cachoeirão, Rod. BR-262","-54.8602981567383","-20.4421997070312",NA,"Mendoza, M.","Terenos",NA,NA,NA,"2018","09","21",NA,NA,"52758","auto",NA,NA,NA,NA,NA
"477","2020-12-21 16:24:40-03","MBM","MBM","52608","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita","Shepherd, G.J.; et al.; et al.","3889","1976","12","01","Southern America","Brazil",NA,NA,NA,"MBM052608",NA,NA,NA,"(Spreng.) Müll. Arg.","Minas Gerais","Estrada Diamantina a Corinto até 10km","-43.6002998352051","-18.2493991851807","MBM052608","Hatschbach, G.","Diamantina",NA,NA,NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA
