"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","recordNumber","day","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","individualCount","typeStatus","relatedCatalogItem","fieldNumber","sex"
"104","2020-12-21 16:17:25-03","MBM","MBM","101375","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L. Rob.","Ribas, O.S.",NA,NA,NA,"Fontella, J.","1983","02","Brazil","Santa Catarina","Itapoá","Praia de Itapoá, a 36km da divisa do Paraná - Santa Catarina","-48.6161003112793","-26.1168994903564",NA,NA,NA,NA,NA,"MBM101375","1331","14","MBM101375",NA,NA,"Southern America",NA,"18121","auto",NA,NA,NA,NA,NA,NA
"105","2020-12-21 16:17:25-03","MBM","MBM","21600","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casaretoi","Symphyopappus casaretoi","Rob.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Guimarães, O.; Guimarães, O.","1972","03","Brazil","Santa Catarina","Laguna","Mar Grosso","-48.7807998657227","-28.4825000762939",NA,NA,NA,NA,NA,"MBM021600","29363","31","MBM021600",NA,NA,"Southern America",NA,"21199","auto",NA,NA,NA,NA,NA,NA
"106","2020-12-21 16:17:25-03","MBM","MBM","140556","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casaretoi","Symphyopappus casaretoi","Rob.","Cristóbal, C.L.",NA,NA,NA,"Krapovickas, A.","1990","01","Brazil","Santa Catarina","Navegantes","Entre Navegantes e Gravata","-48.6542015075684","-26.8988990783691",NA,NA,NA,NA,NA,"MBM140556","43510","21","MBM140556",NA,NA,"Southern America",NA,"24562","auto",NA,NA,NA,NA,NA,NA
"107","2020-12-21 16:17:25-03","MBM","MBM","56295","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casaretoi","Symphyopappus casaretoi","Rob.","Zardini, E.M.",NA,NA,NA,"Hatschbach, G.; Zardini, E.M.; Zardini, E.M.","1978","02","Brazil","Santa Catarina","Piçarras","Caminho para Penha","-48.6716995239258","-26.7639007568359",NA,NA,NA,NA,NA,"MBM056295","40968","11","MBM056295",NA,NA,"Southern America",NA,"13557","auto",NA,NA,NA,NA,NA,NA
"108","2015-09-04 10:37:47-03","MNHN","RECOLNAT_MNHN_P","P04422350","PreservedSpecimen",NA,"Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.",NA,NA,NA,NA,"Delessert","1846","4","Argentina",NA,NA,"Buenos Ayres. Argentina, América do Sul",NA,NA,NA,NA,NA,NA,". . Herb Car Henr Schultz Bipont <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04422350' target='other'> <mi>dwc_moreinfo</mi></a>","P04422350",NA,"8","P04422350_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-12-11 11:33:34-03","UFMG","BHCB","137518","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.",NA,NA,NA,NA,"Hattori, EKO; Dettke, GA; Welker, CD; Ferreira, PPA","2010","02","Brasil","Rio Grande do Sul","Capão da Canoa","Estrada para Capão da Canoa.","-50.038333","-29.775","-50.038333","-29.775",NA,NA,"Arbusto cespitoso, ca. 1 m, brácteas involucrais alvas a róseas, corola e ramos do estilete alvo.; Arbusto cespitoso, ca. 1 m, brácteas involucrais alvas a róseas, corola e ramos do estilete alvo.","BHCB007851","1096","28",NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-12-11 11:33:34-03","UFMG","BHCB","44614","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.",NA,NA,NA,NA,"Cordeiro, J; Cruz, JM","1998","01","Brasil","Paraná","Pontal do Sul",NA,NA,NA,NA,NA,NA,NA,"Restinga arbustiva. Arbustivo, 1,2m. Capítulo alvacento.",NA,"1459","22",NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-12-11 11:33:34-03","UFMG","BHCB","34048","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.",NA,NA,NA,NA,"Ribas, OS; Barbosa, E; Pereira, LBS","1996","01","Brasil","Paraná","Paranaguá","Balneário Shangri-lá.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Restinga arbustiva. Arbustivo, 1,5m. Capítulo lilás.",NA,"1044","20",NA,"Dicotyledon",NA,"Southern America",NA,"24916","auto",NA,NA,NA,NA,NA,NA
"112","2020-12-11 11:33:34-03","UFMG","BHCB","134107","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.",NA,"2000","08",NA,"Souza, VC de; Sakuragui, CM; Scaramuzza, CAM; Fina, BG; Rolim, GS; Shimabukuro, MT","1993","02","Brasil","Paraná","Senges","Próximo ao Mirante da Cachoeira do Corisco.","-49.4636001586914","-24.1128005981445",NA,NA,NA,NA,"Arbusto, 2 m de altura. Invólucro lilás, pétalas róseas, estiletes alvo-rosados.; Área de plantação de Pinus abandonada.","BHCB011667","2216","13",NA,"Dicotyledon",NA,"Southern America",NA,"55682","auto",NA,NA,NA,NA,NA,NA
"113","2021-02-11 17:18:10-03","UFPR","UPCB","4776","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Barroso, G.M.","1964","01","01","Lange, R.B.","1964","01","Brasil","Paraná","Caiobá",NA,NA,NA,NA,NA,NA,NA,"Arbusto, até 1m, formando pequenos agrupamentos, flor róseo-arroxeadas-claras..",NA,"1344","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-02-11 17:18:10-03","UFPR","UPCB","86341","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L. Rob.","Robinson, H.","2006",NA,NA,"Cordeiro, J.","2006","01","Brasil","Paraná","Pontal do Paraná","Pontal do Sul","-48.511100769043","-25.6735992431641",NA,NA,NA,NA,"Arbusto, 1,50m; capítulo alvacento..",NA,"2327","29",NA,NA,NA,NA,NA,"19508","auto",NA,NA,NA,NA,NA,NA
"115","2021-02-11 17:18:10-03","UFPR","UPCB","34440","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Santos, E.P. et al.","1998","09","25","Santos, E.P.","1996","11","Brasil","Paraná","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Arbusto com ca. de 2,5m, capítulos vináceo-claro. Beira da mata nebular a 1350m de altitude..",NA,"298","23",NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA
"116","2016-11-15 05:15:00-02","MO","MOBOT","2452250","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L. Rob.","Cristóbal, C. L., //",NA,NA,NA,"Antonio C. Krapovickas|Carmen L. Cristóbal","1990","1","Brazil","Santa Catarina",NA,"Navegantes. Entre Navegantes y Gravata",NA,NA,NA,NA,NA,NA,NA,NA,"Krapovickas 43510","31",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-07-10 09:45:25-03","MBML","MBML-HERBARIO","53347",NA,"Plantae","Compositae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","J. Gaio/2015",NA,NA,NA,"F. Gonzatti","2015","01","Brasil","Rio Grande do Sul","Osório","Próximo a Lagoa dos Barros","-50.412778","-29.953056","50W24'46","29S57'11","14","14","Hábitat: Campo psamófilo. Arvoreta com capítulos rosados. In conferatum","MBML053347","1523","19","MBML053347",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-06-15 15:28:56-03","UNESP-RC","HRCB","49110","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Robinson, H.","2006",NA,NA,"Cordeiro, J.","2006","01","Brasil","Paraná","Pontal do Paraná","Pontal do Sul","-48.511100769043","-25.6735992431641",NA,NA,NA,NA,"Arbusto, 1,5m. Capítulo alvacento.",NA,"2327","29",NA,NA,NA,NA,NA,"19508","auto",NA,NA,NA,NA,NA,NA
"119","2020-06-15 15:28:56-03","UNESP-RC","HRCB","49062","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Robinson, H.","2006",NA,NA,"Cordeiro, J.","2006","01","Brasil","Paraná","Pontal do Paraná","Pontal do Sul","-48.511100769043","-25.6735992431641",NA,NA,NA,NA,"Arbusto, 1,50m, capítulo alvacento.",NA,"2327","29",NA,NA,NA,NA,NA,"19508","auto",NA,NA,NA,NA,NA,NA
"120","2020-06-25 16:06:07-03","FUVATES","HVAT","4718","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","K. Hagelund","1978","01","30","K. Hagelund","1978","01","Brasil","Rio Grande do Sul","São João do Sul",NA,NA,NA,NA,NA,NA,NA,"Doação do Herbário ICN. Registro ICN 182022.; Também encontrada nas areias de Torres-RS.","HVAT00004718","12314","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2021-01-26 14:12:28-03","CPACT","ECT","5169","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","J.Gaio","2015","04","06","F.Gonzatti","2015","01","Brasil","Rio Grande do Sul","Osório","Próximo à Lagoa Dos Barros.","-50.412778","-29.953056","50º24'46''W","29º57'11''S","14","14",NA,"ECT0005169","1523","19","ECT0005169","Embryophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2021-01-26 14:12:28-03","CPACT","ECT","878","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","H.Robinson","2006","07","01","R.Wasum; M.Sartori | L..Scur","2006","05","Brasil","Paraná","São Mateus do Sul","Mina de Xisto. Habitat: interior da capoeira. Coordenadas geográficas obtidas a partir dos dados de localidade, Mina de Xisto.","-50.4325","-25.800278","50º25'57''W","25º48'1''S","851","851",NA,"ECT0000878","3827","03","ECT0000878","Embryophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2014-12-23 12:37:06-02","UNIVILLE","JOIW","1004","S","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.",NA,NA,NA,NA,"J.C.F.Melo Jr.","2012","06","Brasil","PR","Tijucas do Sul","Pico Araçatuba - Campos de altitude","-49.183333","-25.75","49°11' W","25°45' S","1700","1700","h=0.4 m",NA,"881","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-09-12 05:00:02-03","US","US","3388991","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L. Rob.",NA,NA,NA,NA,"A. Kegler","2000","1","Brazil","Rio Grande do Sul",NA,"Mun. de Caxias do Sul, Galopolis",NA,NA,NA,NA,"780",NA,NA,"US01642376","570","30","US01642376_01",NA,"Asterales","South America",NA,NA,NA,"Dicotyledonae","1",NA,NA,NA,NA
"125","2020-09-12 05:00:02-03","US","US","3420740","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L. Rob.",NA,NA,NA,NA,"R. Wasum","2002","2","Brazil","Rio Grande do Sul",NA,"RS- Mun. de Sao Francisco de Paula- estrada para em beira da mata",NA,NA,NA,NA,"830",NA,NA,"US01642368","1325","10","US01642368_01",NA,"Asterales","South America",NA,NA,NA,"Dicotyledonae","1",NA,NA,NA,NA
"126","2020-09-12 05:00:02-03","US","US","2282224","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L. Rob.",NA,NA,NA,NA,"R. Reitz","1953","2","Brazil","Santa Catarina",NA,"Campo Massiambu, Palhoca",NA,NA,NA,NA,"5",NA,NA,"US01642374","5555","5","US01642374_01",NA,"Asterales","South America",NA,NA,NA,"Dicotyledonae","1",NA,NA,NA,NA
"127","2020-09-12 05:00:02-03","US","US","2985412","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L. Rob.",NA,NA,NA,NA,"R. Kummrow","1979","1","Brazil","Santa Catarina",NA,"Barra do Sai, Santa Catarina",NA,NA,NA,NA,NA,NA,NA,"US01642372","1245","18","US01642372_01",NA,"Asterales","South America",NA,NA,NA,"Dicotyledonae","1",NA,NA,NA,NA
"128","2020-09-12 05:00:02-03","US","US","3173940","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L. Rob.",NA,NA,NA,NA,"A. Lourteig & N. Matzerbacher","1978","2","Brazil","Rio Grande do Sul",NA,"Est. Rio Grande do Sul, Mun. Torres 15 km de Torres, butiazal",NA,NA,NA,NA,NA,NA,NA,"US01642377","3180","24","US01642377_01",NA,"Asterales","South America",NA,NA,NA,"Dicotyledonae","1",NA,NA,NA,NA
"129","2020-09-12 05:00:02-03","US","US","3120302","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L. Rob.",NA,NA,NA,NA,"J. Vidal","1939","2","Brazil","Rio Grande do Sul",NA,"Municipio de Torres, Cidade de Torres",NA,NA,NA,NA,NA,NA,NA,"US01642375","R39515",NA,"US01642375_01",NA,"Asterales","South America",NA,NA,NA,"Dicotyledonae","1",NA,NA,NA,NA
"130","2020-09-12 05:00:02-03","US","US","2962220","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L. Rob.",NA,NA,NA,NA,"R. Kummrow","1974","1","Brazil","Paraná",NA,"Praia dos Ferroviarios (mun. Matinhos) Parana",NA,NA,NA,NA,NA,NA,NA,"US01642370","265","31","US01642370_01",NA,"Asterales","South America",NA,NA,NA,"Dicotyledonae","1",NA,NA,NA,NA
"131","2020-09-12 05:00:02-03","US","US","2282162","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L. Rob.",NA,NA,NA,NA,"-- Reitz & Klein, --","1954","1","Brazil","Santa Catarina",NA,"Barra do Sul, Araqueri",NA,NA,NA,NA,NA,NA,NA,"US01642381","1481","3","US01642381_01",NA,"Asterales","South America",NA,NA,NA,"Dicotyledonae","1",NA,NA,NA,NA
"132","2020-09-12 05:00:02-03","US","US","3475552","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L. Rob.",NA,NA,NA,NA,"F. Marchett","2005","3","Brazil","Rio Grande do Sul",NA,"Mun. de Torres, parque da Guarita",NA,NA,NA,NA,NA,NA,NA,"US01642379","129","5","US01642379_01",NA,"Asterales","South America",NA,NA,NA,"Dicotyledonae","1",NA,NA,NA,NA
"133","2020-09-12 05:00:02-03","US","US","3211914","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L. Rob.",NA,NA,NA,NA,"R. Wasum & et al.","1992","1","Brazil","Rio Grande do Sul",NA,"RS, Cacias do Sul, Ana Rech, Faxinal",NA,NA,NA,NA,"750",NA,NA,"US01642373","8057","16","US01642373_01",NA,"Asterales","South America",NA,NA,NA,"Dicotyledonae","1",NA,NA,NA,NA
"134","2020-09-12 05:00:02-03","US","US","2282144","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L. Rob.",NA,NA,NA,NA,"-- Reitz & Klein, --","1952","2","Brazil","Santa Catarina",NA,"Laguna",NA,NA,NA,NA,NA,NA,NA,"US01642380","228","29","US01642380_01",NA,"Asterales","South America",NA,NA,NA,"Dicotyledonae","1",NA,NA,NA,NA
"135","2020-09-12 05:00:02-03","US","US","2282183","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L. Rob.",NA,NA,NA,NA,"-- Reitz & Klein, --","1956","2","Brazil","Santa Catarina",NA,"Pilces, Palhoca",NA,NA,NA,NA,"200",NA,NA,"US01642366","2770","24","US01642366_01",NA,"Asterales","South America",NA,NA,NA,"Dicotyledonae","1",NA,NA,NA,NA
"136","2020-09-12 05:00:02-03","US","US","2120164","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L. Rob.",NA,NA,NA,NA,"R. M. Klein","1951","2","Brazil","Santa Catarina",NA,"S. Francisco do Sul",NA,NA,NA,NA,NA,NA,NA,"US01642367","195","22","US01642367_01",NA,"Asterales","South America",NA,NA,NA,"Dicotyledonae","1",NA,NA,NA,NA
"137","2020-09-12 05:00:02-03","US","US","2141380","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L. Rob.",NA,NA,NA,NA,"L. Smith & R. Reitz","1952","3","Brazil","Santa Catarina",NA,"Mun. Florianopolis: forest, Morro Itacorubi, Ilha de Santa Catarina","-48.48","-27.57",NA,NA,"150",NA,NA,"US01642378","6165","12","US01642378_01",NA,"Asterales","South America",NA,NA,NA,"Dicotyledonae","1",NA,NA,NA,NA
"138","2020-09-12 05:00:02-03","US","US","3383432","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L. Rob.",NA,NA,NA,NA,"A. Kegler","1999","1","Brazil","Rio Grande do Sul",NA,"RS- Mun. Caxias do Sul, Sao Joao, Criuva",NA,NA,NA,NA,"780",NA,NA,"US01642371","102","20","US01642371_01",NA,"Asterales","South America",NA,NA,NA,"Dicotyledonae","1",NA,NA,NA,NA
"139","2020-09-12 05:00:02-03","US","US","2141276","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L. Rob.",NA,NA,NA,NA,"L. Smith & R. Reitz","1952","2","Brazil","Paraná",NA,"Mun. Guaratuba: low coastal forest, Guaratuba","-48.6","-25.9",NA,NA,"2",NA,NA,"US01642369","5736","21","US01642369_01",NA,"Asterales","South America",NA,NA,NA,"Dicotyledonae","1",NA,NA,NA,NA
"140","2019-12-09 17:29:27-03","UFPR","EFC","2072","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Hatschbach, G.",NA,NA,NA,"Kuniyoshi, Y.S.; Roderjan, C.V.","1989","12","Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"EFC002072","5392","27",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"141","2019-12-09 17:29:27-03","UFPR","EFC","17052","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Barbosa, E.","2014","02",NA,"Cordeiro, J. et al.","2014","01","Brasil","Paraná","Piraquara","Morro do Canal, alto do morro","-48.9819","-25.5156","-48.9819","-25.5156","1335","1335","Arbusto de 1,6 m, capítulos alvacentos.","EFC017052","5178","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2019-12-09 17:29:27-03","UFPR","EFC","12136","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Bizarro, O.M.R.","2014","02","12","Bizarro, O.M.R.","2014","01","Brasil","Paraná","Paranaguá","Ilha do Mel","-48.3132","-25.5306","-48.3132","-25.5306",NA,NA,"Semiarbusto de 0,6 m de altura; Flores brancas; Dunas frontais.","EFC012136","17","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2019-12-09 17:29:34-03","UFPR","EFC","17876","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","DALL AGNOL, R. T.","2019","01","31","DALL AGNOL, R. T.","2018","12","Brasil","Santa Catarina","Bombinhas","Restinga arbórea alterada de Mariscal.","-48.5020277777778","-27.1821166666667","-48,5020277777778","-27,1821166666667",NA,NA,"Arbusto lenhoso, 2 m; botões alvos, flores alvo-arroxeadas. __COMMOM_NAME__: vassoura","EFC017876","823","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2019-12-09 17:29:27-03","UFPR","EFC","8287","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.",NA,NA,NA,NA,"Roderjan, C.V.; Tramujas, A.P.","1999","03","Brasil","Paraná","Campina Grande do Sul","Pico Camapuã","-48.8569","-25.2546","-48.8569","-25.2546",NA,NA,"Arbusto 50cm, comum próximo ou sobre afloramentos de rocha em campo de altitude, 1705m s.n.m. Flores lilases.","EFC008287","1569","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2019-12-09 17:29:27-03","UFPR","EFC","15127","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Völtz, R.R.","2015","01","08","Völtz, R.R.; Santos, G.H.","2015","01","Brasil","Santa Catarina","São Francisco do Sul","Praia do Forte","-48.5513","-26.1713","-48.5513","-26.1713","2","2","Arbusto 1,2 m alt.; botões florais alvacentos e flores arroxeadas; Formação Pioneira de Influência Marinha herbáceo-arbustiva de terraço marinho. __COMMOM_NAME__: Vassoura-braba","EFC015127","919","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2019-12-09 17:29:27-03","UFPR","EFC","2552","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Hatschbach, G.","1999","02","05","Tramujas, A.P.","1990","02","Brasil","Paraná","Campina Grande do Sul","Serra dos Órgãos","-48.8361","-25.2582","-48.8361","-25.2582","1653","1653","Arbusto 1,5 m em campo de altitude a 1653 m s.n.m., pico Cerro Verde. Flores rosadas.","EFC002552","231","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2021-03-15 18:25:35-03","USP","SPF","225741","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","França, VG","2014","07",NA,"França, VG","2014","02","Brasil","São Paulo","São Paulo","Parque Estadual do Jaraguá","-46.766111","-23.476944","-46.766111","-23.476944","964","964","Arbusto de 0,5 m alt. Heliófita. População grande e concentrada. Brácteas dos capítulos arroxeadas. Pétalas lilases. Estigma lilás. Estames roxos. Pápus branco. Folhas duras.; Solo areno-pedregoso.","SPF00225741","41","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2014-04-04 18:26:43-03","PNFM","IRAI","5709","S","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Barbosa, E.","2012","04",NA,"Silva, J.M.","2012","03","Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-49.995472","-25.240389","-49.995472","-25.240389","950","950","Subarbusto, 80 cm, capítulos lilás. Afloramentos rochosos","IRAI00005709","8282","19",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2021-03-25 13:51:42-03","UNIVILLE","JOI","385","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.",NA,"2020","10","07","Hering-Rinnert, C.","2002","01","Brasil","Santa Catarina","Balneário Camboriú","Taquarinhas.","-48.6347007751465","-26.9906005859375",NA,NA,NA,NA,NA,"JOI000385","438","01","JOI000385",NA,NA,NA,NA,"8793","auto",NA,NA,NA,NA,NA,NA
"150","2021-03-25 13:51:42-03","UNIVILLE","JOI","284","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.",NA,"2020","10","07","Hering-Rinnert, C.","2002","01","Brasil","Santa Catarina","Balneário Camboriú","Taquarinhas.","-48.6347007751465","-26.9906005859375",NA,NA,NA,NA,NA,"JOI000284","437","01","JOI000284",NA,NA,NA,NA,"8793","auto",NA,NA,NA,NA,NA,NA
"151","2021-03-25 13:51:42-03","UNIVILLE","JOI","1730","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","E. Barbosa","2005","02","25","Casas, G.","2004","06","Brasil","Santa Catarina","São Francisco do Sul","Herdeiros","-48.6380996704102","-26.2432994842529",NA,NA,"2","2","Folhas glabras Habitat: Terrestre Habito: Herbácea","JOI001730","33","17","JOI001730",NA,NA,NA,NA,"23627","auto",NA,NA,NA,NA,NA,NA
"152","2021-03-25 13:51:42-03","UNIVILLE","JOI","5740","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.",NA,"2020","10","07","P. Campregher","2005","02","Brasil","Santa Catarina","São Francisco do Sul","Ilha da Rita","-48.6380996704102","-26.2432994842529",NA,NA,"2","2","Flor de cálice branco Habitat: Terrestre","JOI005740","37","17","JOI005740",NA,NA,NA,NA,"23627","auto",NA,NA,NA,NA,NA,NA
"153","2021-03-25 13:51:42-03","UNIVILLE","JOI","1370","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","J. Z. Berger","2005","10","20","F.C.S. Vieira","2005","01","Brasil","Santa Catarina","São Francisco do Sul","Ilha das Flores.","-48.6380996704102","-26.2432994842529",NA,NA,NA,NA,"; HABITAT: capoeira; HABITO: terrestre","JOI001370","762","22","JOI001370",NA,NA,NA,NA,"23627","auto",NA,NA,NA,NA,NA,NA
"154","2019-10-07 09:12:02-03","UEFS","HUEFS","234459","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","R.A.Bonaldi","2014",NA,NA,"Bonaldi, R.A.","2014","01","Brasil","Paraná","Paranaguá","Ilha do Mel, Encantadas.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Restinga.","HUEFS0234459","918","19","HUEFS0234459","Angiospermae","Asterales",NA,NA,"24916","auto","Asteranae",NA,NA,NA,NA,NA
"155","2019-09-04 19:33:19-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi",NA,NA,NA,NA,NA,"G. Casaretto",NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"193",NA,NA,"Spermatophyta",NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,"Type [status unknown]",NA,NA,NA
