"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","recordNumber","stateProvince","imagecode","identifiedBy","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","individualCount","typeStatus","relatedCatalogItem","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","00893810","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","sericea","Byrsonima sericea","W. R. Anderson","1975","02","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977837' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893810","Magnoliophyta","Malpighiales",NA,"DC.","11265","Mato Grosso do Sul","NY00893810_01","W. R. Anderson","Rio Verde de Mato Grosso","Salto das Sete Quedas on the Rio Verde, ca. 15 km SW of Rio Verde","-54.9674","-19.02192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1019256","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","sericea","Byrsonima sericea","L. S. Funch","1994","02","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1280212' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019256","Magnoliophyta","Malpighiales",NA,"DC.","770","Bahia","NY01019256_01",NA,"Lençóis","Rio Lençois.","-41.43","-12.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","475472","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","sericea","Byrsonima sericea","L. P. de Queiroz","1987","11","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=731043' target='other'> <mi>dwc_moreinfo</mi></a>","NY00475472","Magnoliophyta","Malpighiales",NA,"DC.","2108","Bahia","NY00475472_01",NA,"Barreiras","às margens do Rio de Janeiro","-45.4539","-11.8783",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","585384","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","sericea","Byrsonima sericea","J. G. Jardim","2001","03","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=731032' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585384","Magnoliophyta","Malpighiales",NA,"DC.","3323","Bahia","NY00585384_01","A. M. Amorim","Urandi","Rod. Licício de Almeida/Urandi 15.4 km","-42.5742","-14.7472","1020","1020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","475495","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","sericea","Byrsonima sericea","R. M. Harley","1977","01","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=730993' target='other'> <mi>dwc_moreinfo</mi></a>","NY00475495","Magnoliophyta","Malpighiales",NA,"DC.","17941","Bahia","NY00475495_01","W. R. Anderson",NA,"On the coast road between Alcobaça and Prado, 10 km NW of Alcobaça and 4 km N along road from the Rio Itanhentinga","-39.22","-17.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","631988","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","sericea","Byrsonima sericea","R. M. Harley","1992","01","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=731017' target='other'> <mi>dwc_moreinfo</mi></a>","NY00631988","Magnoliophyta","Malpighiales",NA,"DC.","H50724","Bahia","NY00631988_01","W. R. Anderson","Abaíra","Campo de Ouro Fino (baixo)","-41.9","-13.25","1600","1700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01198706","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","sericea","Byrsonima sericea","R. A. X. Borges","2006","12","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1447838' target='other'> <mi>dwc_moreinfo</mi></a>","NY01198706","Magnoliophyta","Malpighiales",NA,"DC.","441","Bahia","NY01198706_01",NA,"Almadina","Serra do Corcovado, 13,8 km ao SW de Coaraci, na estrada para Almadina. Fazenda São José. Proprietário Senhor Francisco.","-39.6033","-14.7058","650","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","592225","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","sericea","Byrsonima sericea","R. M. Harley","1991","12","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=730964' target='other'> <mi>dwc_moreinfo</mi></a>","NY00592225","Magnoliophyta","Malpighiales",NA,"DC.","H50328","Bahia","NY00592225_01","D. C. Zappi","Abaíra","Arredores de Catolés","-41.85","-13.28","1000","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1462183","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","sericea","Byrsonima sericea","D. M. Cavalcanti Ferreira","2010","11","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1551649' target='other'> <mi>dwc_moreinfo</mi></a>","NY01462183","Magnoliophyta","Malpighiales",NA,"DC.","310","Pernambuco","NY01462183_01","D. M. Cavalcanti Ferreira","Goiana","RPPN Fazenda Tabatinga. Borda do fragmento.","-34.8206","-7.6061",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","475427","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","sericea","Byrsonima sericea","R. P. Belém","1965","04","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=730966' target='other'> <mi>dwc_moreinfo</mi></a>","NY00475427","Magnoliophyta","Malpighiales",NA,"DC.","791","Bahia","NY00475427_01","W. R. Anderson","Canavieiras","Rodovia Camacan-Canavieira, 30 km W de Canavieira","-38.94","-15.67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","475609","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","sericea","Byrsonima sericea","O. X. B. Machado","1946","03","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=426457' target='other'> <mi>dwc_moreinfo</mi></a>","NY00475609","Magnoliophyta","Malpighiales",NA,"DC.","75760","Rio de Janeiro","NY00475609_01","W. R. Anderson","Rio de Janeiro","Restinga da Tijuca","-43.36594","-23.011012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","475442","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","sericea","Byrsonima sericea","R. P. Belém","1967","01","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=730970' target='other'> <mi>dwc_moreinfo</mi></a>","NY00475442","Magnoliophyta","Malpighiales",NA,"DC.","3044","Bahia","NY00475442_01","W. R. Anderson","Maraú","Maraú","-39.015311","-14.10395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","475491","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","sericea","Byrsonima sericea","R. M. Harley","1977","03","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=730988' target='other'> <mi>dwc_moreinfo</mi></a>","NY00475491","Magnoliophyta","Malpighiales",NA,"DC.","20133","Bahia","NY00475491_01","W. R. Anderson",NA,"Between 2.5 and 5 km S. of Vila do Rio de Contas on side road to W. of the road to Livramento, leading to the Rio Brumado","-41.83","-13.6","980","980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01806153","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","sericea","Byrsonima sericea","L.A. Gomes","2012","05","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2134266' target='other'> <mi>dwc_moreinfo</mi></a>","NY01806153","Magnoliophyta","Malpighiales",NA,"DC.","549","Sergipe","NY01806153_01","L.A. Gomes","Siriri","Mata do Cipó: Proximidades do Rio da Mata.","-37.0992","-10.5111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","540887","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","sericea","Byrsonima sericea","M. J. N. Rodal","1995","05","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=731015' target='other'> <mi>dwc_moreinfo</mi></a>","NY00540887","Magnoliophyta","Malpighiales",NA,"DC.","555","Pernambuco","NY00540887_01","W. R. Anderson","Caruaru","Caruaru, Murici, Brejo dos Cavalos, Parque Ecológico Municipal","-36","-8.405","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","475486","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","sericea","Byrsonima sericea","L. C. d. S. Giordano","1985","11","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=730965' target='other'> <mi>dwc_moreinfo</mi></a>","NY00475486","Magnoliophyta","Malpighiales",NA,"DC.","1","Rio de Janeiro","NY00475486_01","L. C. d. S. Giordano","Rio de Janeiro","Restina de Grumari","-43.2075","-22.9031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","475511","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","sericea","Byrsonima sericea","A. M. Amorim","1993","03","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=731018' target='other'> <mi>dwc_moreinfo</mi></a>","NY00475511","Magnoliophyta","Malpighiales",NA,"DC.","1089","Bahia","NY00475511_01","W. R. Anderson","Una","Reserva Biológica do Mico Leao (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una. Estrada paralela ao rumo da reserva","-39.08","-15.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","475461","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","sericea","Byrsonima sericea","S. A. Mori","1978","04","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=730995' target='other'> <mi>dwc_moreinfo</mi></a>","NY00475461","Magnoliophyta","Malpighiales",NA,"DC.","10037","Bahia","NY00475461_01","W. R. Anderson","Maracás","Fazenda Juramento, a 6 km ao S de Maracás, pela antiga rodovia para Jequié","-40.4306","-13.4411","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","475432","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","sericea","Byrsonima sericea","Collector unspecified",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=731049' target='other'> <mi>dwc_moreinfo</mi></a>","NY00475432","Magnoliophyta","Malpighiales",NA,"DC.","16",NA,"NY00475432_01",NA,NA,"Ad Mauá prov. Sebastianopolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","02098984","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","sericea","Byrsonima sericea","L.A. Gomes","2012","04","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2284340' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098984","Magnoliophyta","Malpighiales",NA,"DC.","358","Sergipe","NY02098984_01","L.A. Gomes","Capela","RVS Mata do Junco: Borda da mata.","-37.0633","-10.5361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","02098985","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","sericea","Byrsonima sericea","L.A. Gomes","2012","01","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2284765' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098985","Magnoliophyta","Malpighiales",NA,"DC.","306","Sergipe","NY02098985_01","L.A. Gomes","Santa Luzia do Itanhy","RPPN Mata do Crasto: Borda de mata.","-37.4503","-11.4156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1738126","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","sericea","Byrsonima sericea","R. B. de Lima","2008","02","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1967090' target='other'> <mi>dwc_moreinfo</mi></a>","NY01738126","Magnoliophyta","Malpighiales",NA,"DC.","2353","Paraíba","NY01738126_01","A. Araújo","João Pessoa","Cabo Branco. Falésia do Cabo Branco. Mata De Tabuleiro.","-34.8631","-7.115","47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","475448","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","sericea","Byrsonima sericea","S. A. Mori","1981","04","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=731005' target='other'> <mi>dwc_moreinfo</mi></a>","NY00475448","Magnoliophyta","Malpighiales",NA,"DC.","13655","Bahia","NY00475448_01","W. R. Anderson","Ilhéus","Road from Olivença to Una, 2 km S of Olivença","-39.0492","-14.7892",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","884966","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","sericea","Byrsonima sericea","W. Hoehne","1964","12","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=970123' target='other'> <mi>dwc_moreinfo</mi></a>","NY00884966","Magnoliophyta","Malpighiales",NA,"DC.","5920","Rio de Janeiro","NY00884966_01","M. C. H. Mamede",NA,"Barra da Tijuca","-43.369099","-22.995332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","475453","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","sericea","Byrsonima sericea","Wilkes Expedition",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=731052' target='other'> <mi>dwc_moreinfo</mi></a>","NY00475453","Magnoliophyta","Malpighiales",NA,"DC.","s.n.","Rio de Janeiro","NY00475453_01",NA,NA,"Near Rio de Janeiro (see Location note)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00893800","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","sericea","Byrsonima sericea","R. de Mello-Silva","1996","06","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977815' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893800","Magnoliophyta","Malpighiales",NA,"DC.","1114","Minas Gerais","NY00893800_01","M. C. H. Mamede",NA,"Gouveia. Limoeiro, Fazenda Barro Preto, córrego Limoeiro, próximo à rodovia BR 259 (Curvelo-Gouveia).","-43.9397","-18.5956","1045","1045",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","475504","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","sericea","Byrsonima sericea","R. M. Harley","1974","03","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=730978' target='other'> <mi>dwc_moreinfo</mi></a>","NY00475504","Magnoliophyta","Malpighiales",NA,"DC.","17021","Bahia","NY00475504_01","W. R. Anderson",NA,"16 km NW of Lagoinha (which is 5.5 km SW of Delfino) on side road to Minas do Mimoso","-41.33","-10.37","950","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","475433","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","sericea","Byrsonima sericea","G. Gardner","1837",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=731041' target='other'> <mi>dwc_moreinfo</mi></a>","NY00475433","Magnoliophyta","Malpighiales",NA,"DC.","946","Pernambuco","NY00475433_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","02692590","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","sericea","Byrsonima sericea","J. F. B. Pastore","2007","01","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2987796' target='other'> <mi>dwc_moreinfo</mi></a>","NY02692590","Magnoliophyta","Malpighiales",NA,"DC.","2385","Bahia","NY02692590_01",NA,"Lençóis","Beira da roda 242, entre Lent. De Lençois e Seabra. Ca. 10 km de Lençoies em linha reta (ao norte).","-41.38","-12.57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","475437","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","sericea","Byrsonima sericea","R. P. Belém","1967","01","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=730968' target='other'> <mi>dwc_moreinfo</mi></a>","NY00475437","Magnoliophyta","Malpighiales",NA,"DC.","2970","Bahia","NY00475437_01","W. R. Anderson","Itacaré","Itacaré.","-38.9967","-14.2778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","687246","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","sericea","Byrsonima sericea","W. Hoehne","1964","12","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=865313' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687246","Magnoliophyta","Malpighiales",NA,"DC.","5920","Rio de Janeiro","NY00687246_01","M. C. H. Mamede",NA,"Barra da Tijuca","-43.369099","-22.995332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","475454","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","sericea","Byrsonima sericea","Wilkes Expedition",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=731053' target='other'> <mi>dwc_moreinfo</mi></a>","NY00475454","Magnoliophyta","Malpighiales",NA,"DC.","s.n.","Rio de Janeiro","NY00475454_01",NA,NA,"Near Rio de Janeiro. Organ Mts.","-43.073169","-22.496706",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","475482","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","sericea","Byrsonima sericea","R. M. Harley","1992","01","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=731058' target='other'> <mi>dwc_moreinfo</mi></a>","NY00475482","Magnoliophyta","Malpighiales",NA,"DC.","H50724","Bahia","NY00475482_01",NA,"Abaíra","Campo de Ouro Fino (baixo)","-41.9","-13.25","1600","1700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
