"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","occurrenceRemarks","maximumElevationInMeters","minimumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","typeStatus","fieldNumber","individualCount","infraspecificEpithet","relatedCatalogItem","previousCatalogNumber"
"186","2020-12-09 14:46:48-03","FURB","FURB","6179","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","clavatum","Pleroma clavatum","(Pers.) P.J.F.Guim. & Michelang.","Costa, EF","Casas, G.","2004","05","20","Brasil","Santa Catarina","São Francisco do Sul","Ilha da Rita.","-48.6380996704102","-26.2432994842529",NA,NA,"FURB30577","FURB30577",NA,NA,NA,NA,NA,"Folha pilosa.",NA,NA,"23627","auto","2005","02","25",NA,NA,NA,NA,NA,NA,NA
"187","2021-03-16 17:53:45-03","UCS","HUCS","27588","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","Smith, S.F.","Wasum, R.A.","2006","01","18","Brasil","Paraná","Lapa","Pedra da Gruta do Monge","-49.701667","-25.773056","-49.701667","-25.773056",NA,NA,"Angiospermae","Myrtales","3466",NA,NA,"sobre os rochedos-local úmido","996","996",NA,NA,"2006","05",NA,NA,NA,NA,NA,NA,NA,NA
"188","2021-03-16 17:53:48-03","UCS","HUCS","4295","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","Hatschbach, G.","Silva, J.M.","1988","01","10","Brasil","Paraná","Guaratuba","Brejatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Angiospermae","Myrtales","466",NA,NA,"arbusto 1m, flor roxa; restinga","5","5","41937","auto","1988",NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2021-03-16 17:53:45-03","UCS","HUCS","23831","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","Hatschbach, G.","Barbosa, E.","2004","02","10","Brasil","Paraná","Palmeira","Estância São Rafael","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"Angiospermae","Myrtales","848",NA,NA,"ereta 70 cm, flor lilás; campo limpo - depressão turfosa e úmida",NA,NA,"35166","auto","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2021-03-16 17:53:48-03","UCS","HUCS","28144","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack",NA,"Sonehara, J.","2001","10","31","Brasil","Paraná","Matinhos","Parque Estadual do Rio da Onça","-48.5428009033203","-25.8174991607666",NA,NA,NA,NA,"Angiospermae","Myrtales","199",NA,NA,"flor roxa , arbusto 2m.",NA,NA,"15275","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2021-03-16 17:53:48-03","UCS","HUCS","6079","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","Hatschbach, G.","Silva, J.M.","1988","12","19","Brasil","Paraná","Guaratuba","Piçarras","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Angiospermae","Myrtales","564",NA,NA,"arbusto 1m, flor roxa - planície litorânea; beira de capoeira",NA,NA,"41937","auto","1989",NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2014-10-14 15:56:55-03","BS","M","M-0165830","S","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack",NA,"Martius, C.F.P. von",NA,NA,NA,"Brasil",NA,NA,"Habitat in campestribus apricis prope Rio de Janeiro. Provinciae Sebastianopolitanae.",NA,NA,NA,NA,"M0165830",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","NOTATYPE",NA,NA,NA,NA,NA
"193","2020-12-08 16:41:18-03","UTFPR","HCF","22521","S","Plantae","Melastomataceae","Pleroma","clavatum","Pleroma clavatum","(Pers.) P.J.F.Guim. & Michelang.",NA,"P.A.P. Franzoi","2016","10","29","Brasil","PR","Paranaguá","Ilha do Mel","-48.338056","-25.516111","48°20'17 W","25°30'58 S",NA,NA,NA,NA,"11",NA,NA,"arbusto 0,60 m; Flores roxas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2020-12-08 16:41:18-03","UTFPR","HCF","11320","S","Plantae","Melastomataceae","Pleroma","clavatum","Pleroma clavatum","(Pers.) P.J.F.Guim. & Michelang.","F.S. Meyer","M.G. Caxambu","2012","11","02","Brasil","PR","Pontal do Paraná","Balneário de Canoas","-48.471056","-25.675139","48°28'15,8 W","25°40'30,5 S",NA,NA,NA,NA,"4285",NA,NA,"arbusto ca. 1,10 m, heliófito. Pilosidade prateada nas folhas. Flores com cálice verde e corola roxa. Comum.","15","15",NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2020-12-08 16:41:18-03","UTFPR","HCF","10682","S","Plantae","Melastomataceae","Pleroma","clavatum","Pleroma clavatum","(Pers.) P.J.F.Guim. & Michelang.","M.G. Caxambu","M.G. Caxambu","2012","04","30","Brasil","SP","Cananéia","Fazenda Aroeira - Arredores","-47.837417","-24.889667","47°50'14,7 W","24°53'22,8 S",NA,NA,NA,NA,"4111",NA,NA,"erva heliófita, ereta, ca. 0,50 m. Flores com cálice verde e corola roxa.","9","9",NA,NA,"2012","06","04",NA,NA,NA,NA,NA,NA,NA
"196","2020-12-08 16:41:18-03","UTFPR","HCF","10795","S","Plantae","Melastomataceae","Pleroma","clavatum","Pleroma clavatum","(Pers.) P.J.F.Guim. & Michelang.","R. Goldenberg","E.L. Siqueira","2012","05","19","Brasil","PR","Pontal do Paraná","Pontal do Sul","-48.38825","-25.549861","48°23'17,7 W","25°32'59,5 S",NA,NA,NA,NA,"559",NA,NA,"arbusto ca. 1,80 m, heliófito. Flores roxas.","10","10",NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2020-12-08 16:41:18-03","UTFPR","HCF","26593","S","Plantae","Melastomataceae","Pleroma","clavatum","Pleroma clavatum","(Pers.) P.J.F.Guim. & Michelang.","D. Nunes","T.M. Damasco","2017","10","21","Brasil","PR","Guaratuba","Estrada do Cabaraquara, saindo do Bairro","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,NA,"18",NA,NA,"arbusto 1-2 m. Folhas verde-escuras. pêlos sedosos de coloração branco-acinzentada. Flores roxas.",NA,NA,"41937","auto","2017","10",NA,NA,NA,NA,NA,NA,NA,NA
"198","2020-06-29 09:31:10-03","UFRRJ","RBR","22489","S","Plantae","Melastomataceae","Tibouchina","holosericea","Tibouchina holosericea","Baill.",NA,"A. Puttemans","1900","03","00","Brasil","São Paulo","São Paulo","Horto Botânico","-46.6300010681152","-23.5400009155273",NA,NA,"RBR00022489",NA,NA,NA,"2040",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2020-06-29 09:31:10-03","UFRRJ","RBR","22491","S","Plantae","Melastomataceae","Tibouchina","holosericea","Tibouchina holosericea","Baill.",NA,"A. Puttemans","1908","10","00","Brasil","São Paulo","Santos","José Menino","-46.3300018310547","-23.9599990844727",NA,NA,"RBR00022491",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"26836","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2020-12-21 16:35:06-03","MBM","MBM","253944","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","Borgo, M.","Borgo, M.; et al.; et al.",NA,NA,NA,"Brazil","São Paulo",NA,"Rio Camaqui, Ilha Comprida",NA,NA,NA,NA,"MBM253944","MBM253944",NA,NA,"659","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2020-12-21 16:35:06-03","MBM","MBM","406190","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","Ferreira, P.C.","Ferreira, P.C.; Ariati, V.; Marinero, F.; Ariati, V.; Marinero, F.","2016","01","04","Brazil","Paraná","Guaraqueçaba","Parque Nacional do Superagüi, Próximo ao Camping do Pocidônio","-48.24","-25.4625","-48.24","-25.4625","MBM406190","MBM406190",NA,NA,"63","Southern America",NA,"Subarbusto, 1,5m de altura; flores roxas.; Formação Pioneira com Influência Marinha.","2","2",NA,NA,"2016","02","01",NA,NA,NA,NA,NA,NA,NA
"202","2020-12-21 16:35:06-03","MBM","MBM","270389","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","Pires, F.R.S.S.","Pires, F.R.S.S.","1985","03","29","Brazil","Minas Gerais","Juiz de Fora","Reserva Biológica Poço da Anta","-43.3502998352051","-21.7642002105713",NA,NA,"MBM270389","MBM270389",NA,NA,"20520","Southern America",NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2020-12-21 16:35:06-03","MBM","MBM","270390","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","Souza, L.G.","Krieger, L.","1971","01","24","Brazil","Minas Gerais","Santa Rita de Jacutinga","Santa Rita de Jacutinga","-44.0950012207031","-22.1494007110596",NA,NA,"MBM270390","MBM270390",NA,NA,"9885","Southern America",NA,NA,NA,NA,"20148","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2020-12-21 16:35:06-03","MBM","MBM","226066","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","Hatschbach, G.","Saito, Y.",NA,NA,NA,"Brazil","Paraná","Antonina","Antonina","-48.7118988037109","-25.4286003112793",NA,NA,"MBM226066",NA,NA,NA,"694","Southern America",NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2020-12-21 16:35:06-03","MBM","MBM","71504","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","Hatschbach, G.","Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Antonina","Pinheirinho","-48.7118988037109","-25.4286003112793",NA,NA,"MBM071504","MBM071504",NA,NA,"44306","Southern America",NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2020-12-21 16:35:06-03","MBM","MBM","281466","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","Borgo, M.","Borgo, M.","2002","11","20","Brazil","Paraná","Antonina","Reserva Natural Cachoeira, Fazenda Rincão","-48.7118988037109","-25.4286003112793",NA,NA,"MBM281466","MBM281466",NA,NA,"1910","Southern America",NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2020-12-21 16:35:06-03","MBM","MBM","234065","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","Hatschbach, G.","Hatschbach, G.; Spichiger, R.; Loizeau, P.A.; Spichiger, R.; Loizeau, P.A.",NA,NA,NA,"Brazil","Paraná","Antonina","Rio Xaxim","-48.7118988037109","-25.4286003112793",NA,NA,"MBM234065","MBM234065",NA,NA,"68833","Southern America",NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2020-12-21 16:35:06-03","MBM","MBM","38459","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","Wurdack, J.J.","Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Antonina","Saíva","-48.7118988037109","-25.4286003112793",NA,NA,"MBM038459","MBM038459",NA,NA,"37920","Southern America",NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2020-12-21 16:35:06-03","MBM","MBM","5805","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","Hatschbach, G.","Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Antonina","Sapitanduva","-48.7118988037109","-25.4286003112793",NA,NA,"MBM005805","MBM005805",NA,NA,"18528","Southern America",NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2020-12-21 16:35:06-03","MBM","MBM","212832","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","Ribas, O.S.","Maschio, W.",NA,NA,NA,"Brazil","Paraná","Colombo","Embrapa","-49.2242012023926","-25.2917003631592",NA,NA,"MBM212832","MBM212832",NA,NA,"134","Southern America",NA,NA,NA,NA,"13536","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2020-12-21 16:35:06-03","MBM","MBM","172948","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","Ribas, O.S.","Ziller, S.R.; et al.; et al.","1995","11","09","Brazil","Paraná","Guaraqueçaba","Guaraqueçaba, margem da estrada","-48.3288993835449","-25.3066997528076",NA,NA,"MBM172948","MBM172948",NA,NA,"571","Southern America",NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2020-12-21 16:35:06-03","MBM","MBM","222730","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","Athayde, S.F.","Athayde, S.F.",NA,NA,NA,"Brazil","Paraná","Guaraqueçaba","Morro do Quitumbé","-48.3288993835449","-25.3066997528076",NA,NA,"MBM222730","MBM222730",NA,NA,"71","Southern America",NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2020-12-21 16:35:06-03","MBM","MBM","13329","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","Hatschbach, G.","Hatschbach, G.; Guimarães, O.; Guimarães, O.",NA,NA,NA,"Brazil","Paraná","Guaraqueçaba","Serra Negra","-48.3288993835449","-25.3066997528076",NA,NA,"MBM013329","MBM013329",NA,NA,"23308","Southern America",NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2020-12-21 16:35:06-03","MBM","MBM","120581","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","Hatschbach, G.","Silva, J.M.",NA,NA,NA,"Brazil","Paraná","Guaratuba","Brejatuba","-48.5746994018555","-25.8827991485596",NA,NA,"MBM120581","MBM120581",NA,NA,"466","Southern America",NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2020-12-21 16:35:06-03","MBM","MBM","226078","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","Hatschbach, G.","Pereira, M.L.",NA,NA,NA,"Brazil","Paraná","Guaratuba","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,"MBM226078",NA,NA,NA,"123","Southern America",NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2020-12-21 16:35:06-03","MBM","MBM","226080","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","Dombrowski, L.T.","Dombrowski, L.T.; et al.; et al.",NA,NA,NA,"Brazil","Paraná","Guaratuba","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,"MBM226080",NA,NA,NA,"1107","Southern America",NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2020-12-21 16:35:06-03","MBM","MBM","226079","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","Dombrowski, L.T.","Dombrowski, L.T.; et al.; et al.",NA,NA,NA,"Brazil","Paraná","Guaratuba","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,"MBM226079",NA,NA,NA,"1144","Southern America",NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2020-12-21 16:35:06-03","MBM","MBM","226077","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","Wurdack, J.J.","Stellfeld, C.",NA,NA,NA,"Brazil","Paraná","Guaratuba","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,"MBM226077",NA,NA,NA,"4684","Southern America",NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2020-12-21 16:35:06-03","MBM","MBM","127856","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","Hatschbach, G.","Silva, J.M.",NA,NA,NA,"Brazil","Paraná","Guaratuba","Piçarras","-48.5746994018555","-25.8827991485596",NA,NA,"MBM127856","MBM127856",NA,NA,"564","Southern America",NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2020-12-21 16:35:06-03","MBM","MBM","29702","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","Hatschbach, G.","Kummrow, R.",NA,NA,NA,"Brazil","Paraná","Matinhos","Caiobá, Ilha do Farol","-48.5428009033203","-25.8174991607666",NA,NA,"MBM029702","MBM029702",NA,NA,"288","Southern America",NA,NA,NA,NA,"15275","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2020-12-21 16:35:06-03","MBM","MBM","29703","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","Hatschbach, G.","Kummrow, R.",NA,NA,NA,"Brazil","Paraná","Matinhos","Caiobá, Morro do Boi","-48.5428009033203","-25.8174991607666",NA,NA,"MBM029703","MBM029703",NA,NA,"244","Southern America",NA,NA,NA,NA,"15275","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2020-12-21 16:35:06-03","MBM","MBM","7097","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","Ribas, O.S.","Lindeman, J.; Haas, H.; Haas, H.",NA,NA,NA,"Brazil","Paraná","Matinhos","Matinhos","-48.5428009033203","-25.8174991607666",NA,NA,"MBM007097","MBM007097",NA,NA,"109","Southern America",NA,NA,NA,NA,"15275","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2020-12-21 16:35:06-03","MBM","MBM","310374","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack",NA,"Sonehara, J.","2001","10","31","Brazil","Paraná","Matinhos","Parque Estadual do Rio da Onça","-48.5428009033203","-25.8174991607666",NA,NA,"MBM310374","MBM310374",NA,NA,"199","Southern America",NA,NA,NA,NA,"15275","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2020-12-21 16:35:06-03","MBM","MBM","226076","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","Dombrowski, L.T.","Dombrowski, L.T.",NA,NA,NA,"Brazil","Paraná","Morretes","Morretes","-48.834400177002","-25.476900100708",NA,NA,"MBM226076",NA,NA,NA,"10268","Southern America",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2020-12-21 16:35:06-03","MBM","MBM","226067","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","Dombrowski, L.T.","Dombrowski, L.T.; et al.; et al.",NA,NA,NA,"Brazil","Paraná","Morretes","Rio Passa Sete","-48.834400177002","-25.476900100708",NA,NA,"MBM226067",NA,NA,NA,"3266","Southern America",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2020-12-21 16:35:06-03","MBM","MBM","294846","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","Hatschbach, G.","Barboza, E.; et al.; et al.","2004","02","10","Brazil","Paraná","Palmeira","Estância São Rafael","-50.0064010620117","-25.4293994903564",NA,NA,"MBM294846","MBM294846",NA,NA,"848","Southern America",NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2020-12-21 16:35:06-03","MBM","MBM","226073","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack",NA,"Bigarella, J.J.",NA,NA,NA,"Brazil","Paraná","Paranaguá","Alexandra","-48.5092010498047","-25.5200004577637",NA,NA,"MBM226073",NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2020-12-21 16:35:06-03","MBM","MBM","49755","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","Hatschbach, G.","Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Paranaguá","Alexandra","-48.5092010498047","-25.5200004577637",NA,NA,"MBM049755","MBM049755",NA,NA,"9052","Southern America",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2020-12-21 16:35:06-03","MBM","MBM","271005","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack",NA,"Tessmann, G.","1948","12","21","Brazil","Paraná","Paranaguá","Alexandra","-48.5092010498047","-25.5200004577637",NA,NA,"MBM271005","MBM271005",NA,NA,"3626","Southern America",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2020-12-21 16:35:06-03","MBM","MBM","271004","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","Tessmann, G.","Tessmann, G.","1947","11","04","Brazil","Paraná","Paranaguá","Caiobá","-48.5092010498047","-25.5200004577637",NA,NA,"MBM271004","MBM271004",NA,NA,"2589","Southern America",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2020-12-21 16:35:06-03","MBM","MBM","49756","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","Hatschbach, G.","Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Paranaguá","Caiobá","-48.5092010498047","-25.5200004577637",NA,NA,"MBM049756","MBM049756",NA,NA,"10777","Southern America",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2020-12-21 16:35:06-03","MBM","MBM","226070","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","Hertel, R.","Stellfeld, C.",NA,NA,NA,"Brazil","Paraná","Paranaguá","Caiobá","-48.5092010498047","-25.5200004577637",NA,NA,"MBM226070",NA,NA,NA,"302","Southern America",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2020-12-21 16:35:06-03","MBM","MBM","275904","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","Gatti, G.","Gatti, G.; et al.; et al.","2001","09","15","Brazil","Paraná","Paranaguá","Estação Ecológica de Guaraguaçu","-48.5092010498047","-25.5200004577637",NA,NA,"MBM275904","MBM275904",NA,NA,"736","Southern America",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2020-12-21 16:35:06-03","MBM","MBM","399566","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","Bonaldi, R.A.","Bonaldi, R.A.","2014","01","24","Brazil","Paraná","Paranaguá","Floresta Estadual do Palmito","-48.5092010498047","-25.5200004577637",NA,NA,"MBM399566","MBM399566",NA,NA,"943","Southern America",NA,"Arbusto de 1,5 m de altura, flores roxas.; Floresta Ombrófila Densa das Terras Baixas.",NA,NA,"24916","auto","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2020-12-21 16:35:06-03","MBM","MBM","110703","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","Silva, S.M.","Silva, S.M.",NA,NA,NA,"Brazil","Paraná","Paranaguá","Ilha das Cobras","-48.5092010498047","-25.5200004577637",NA,NA,"MBM110703","MBM110703",NA,NA,"s.n.","Southern America",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2020-12-21 16:35:06-03","MBM","MBM","110804","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","Silva, S.M.","Zanella; et al.; et al.",NA,NA,NA,"Brazil","Paraná","Paranaguá","Ilha das Cobras","-48.5092010498047","-25.5200004577637",NA,NA,"MBM110804","MBM110804",NA,NA,"s.n.","Southern America",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2020-12-21 16:35:06-03","MBM","MBM","226074","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","Wurdack, J.J.","Stellfeld, C.",NA,NA,NA,"Brazil","Paraná","Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,"MBM226074",NA,NA,NA,"4823","Southern America",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2020-12-21 16:35:06-03","MBM","MBM","226072","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","Silva, S.M.","Silva, S.M.; et al.; et al.",NA,NA,NA,"Brazil","Paraná","Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,"MBM226072",NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","2020-12-21 16:35:06-03","MBM","MBM","18234","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","Hatschbach, G.","Hatschbach, G.; Koczicki, C.; Koczicki, C.",NA,NA,NA,"Brazil","Paraná","Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,"MBM018234","MBM018234",NA,NA,"25647","Southern America",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","2020-12-21 16:35:06-03","MBM","MBM","110711","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","Silva, S.M.","Silva, S.M.",NA,NA,NA,"Brazil","Paraná","Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,"MBM110711","MBM110711",NA,NA,"s.n.","Southern America",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
