"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","yearIdentified","monthIdentified","dayIdentified","recordNumber","year","month","day","barcode","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","continentOcean","imagecode","infraspecificEpithet","class","typeStatus","preparationType","fieldNumber","individualCount","relatedCatalogItem","sex"
"15","2019-10-09 11:12:17-03","UFBA","ALCB","10303","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Cereus","fernambucensis","Cereus fernambucensis","Lem.","Taylor, NP; Zappi, D","Noblick, LR","Brasil","Bahia",NA,"Dunas de Itapuã.","-38.35","-12.933333",NA,"Planta de 50cm de altura com flores róseas.",NA,"1992","04",NA,"1695","1980","03","22",NA,"-38.35","-12.933333",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-10-09 11:12:17-03","UFBA","ALCB","109748","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Cereus","fernambucensis","Cereus fernambucensis","Lem.","Oliveira, DSC de","Oliveira, DSC de; Mattos Andrade, PE de; Duplat, VS; Guedes, ML","Brasil","Bahia","Salvador",NA,"-38.5","-12.983333",NA,NA,NA,"2013","03",NA,"122","2012","11","06",NA,"-38.5","-12.983333",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-10-09 11:12:20-03","UFBA","ALCB","120212","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Cereus","fernambucensis","Cereus fernambucensis","Lem.","Guedes, ML","Guedes, ML; Kelmo, F; et al.","Brasil","Bahia","Jandaíra","Litoral Norte, Próximo a parcela 22.","-37.35","-11.45",NA,"suculenta, caule segmentado em cladódios, colunares e costelados, ramos curtos transformados em aréolas com folhas e escamas modificadas em espinhos rígidos, irritantes gloquídios. Flores branco-rosadas.",NA,"2015","04",NA,"23340","2015","02","26",NA,"-37.35","-11.45",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-10-09 11:12:20-03","UFBA","ALCB","51846","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Cereus","fernambucensis","Cereus fernambucensis","Lem.","Ana, LYS","Guedes, ML; Alunos de Botânica III","Brasil","Bahia","Mata de São João","Litoral Norte","-38.283333","-12.516667",NA,NA,NA,"2006","02",NA,"8203","2001","02","03",NA,"-38.283333","-12.516667",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-10-09 11:12:20-03","UFBA","ALCB","53813","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Cereus","fernambucensis","Cereus fernambucensis","Lem.","Rocha, EA","Rocha, EA; Thomas, W; Jardim, JG; Alves, MA; Sant'Ana, SC de","Brasil","Bahia",NA,"6,5Km ao Norte da Praia de Saquaira, na Área de Proteção Ambiental Península de Maraú.","-38.952222","-13.988333",NA,"Planta ereta, com o caule medindo ca. de 50-70 cm de altura, geralmente com 4 costelas, material estéril.; Solo arenoso.",NA,"2000","02",NA,"569","2000","02","16",NA,"-38.952222","-13.988333",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-10-09 11:12:20-03","UFBA","ALCB","61585","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Cereus","fernambucensis","Cereus fernambucensis","Lem.","Meiado, MV","Guedes, ML; Alunos de Botânica III","Brasil","Bahia","Lauro de Freitas","Região Metropolitana Salvador, Guarajuba","-38.316667","-12.883333",NA,"ramos colunares com artículos fortemente costados, espinescentes.; Arbustiva-arbórea.",NA,"2010","11","16","s/n","2003","01","26",NA,"-38.316667","-12.883333",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-10-09 11:12:20-03","UFBA","ALCB","61586","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Cereus","fernambucensis","Cereus fernambucensis","Lem.","Meiado, MV","Guedes, ML; Alunos de Botânica III","Brasil","Bahia","Lauro de Freitas","Região Metropolitana Salvador, Guarajuba","-38.316667","-12.883333",NA,"ramos colunares com artículos fortemente costados, espinescentes.Flores vistosas . Frutos maduros vermelhos.; Arbustiva-arbórea.",NA,"2010","11","16","s/n","2003","01","26",NA,"-38.316667","-12.883333",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-10-09 11:12:20-03","UFBA","ALCB","71238","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Cereus","fernambucensis","Cereus fernambucensis","Lem.","Guedes, ML","Santana, JS; Guedes, ML; Valadão, RM","Brasil","Bahia","Itacaré","Litoral Sul, Fazenda das Bromélias","-38.983333","-14.266667",NA,"suculenta,#?#com espinho. Frutos maduros vermelhos.",NA,"2006","04",NA,"22","2006","03","18",NA,"-38.983333","-14.266667",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-10-09 11:12:20-03","UFBA","ALCB","80024","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Cereus","fernambucensis","Cereus fernambucensis","Lem.","Meiado, MV","Guedes, ML; Oliveira, ALPC de; et al.","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Dunas do Abaeté","-38.5","-12.966667",NA,"Flores cremes.",NA,"2010","11","16","13613","2007","02","06",NA,"-38.5","-12.966667",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-10-09 11:12:20-03","UFBA","ALCB","85944","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Cereus","fernambucensis","Cereus fernambucensis","Lem.","Gomes, FS","Gomes, FS; Guedes, ML; Alunos de Botânica III","Brasil","Bahia","Salvador","Região Metropolitana Salvador, em frente ao final de linha de Praia do Flamengo","-38.5","-12.966667",NA,"ca. 1,5 m. Oito espinhos em cada auréola, com gloquídeos. Cladódio verde, com quatro costelas. Fruto maduro, vináceo.",NA,"2008","11",NA,"74","2008","10","12",NA,"-38.5","-12.966667",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-10-09 11:12:20-03","UFBA","ALCB","98640","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Cereus","fernambucensis","Cereus fernambucensis","Lem.","Guedes, ML; Gomes, FS","Gomes, FS; Guedes, ML; Costa, AS","Brasil","Bahia","Conde","Litoral Norte, Caminho para Barra do Itariri","-37.590278","-11.901111",NA,"ca. 3 m alt. Botões verdes e flores passadas. Fruto imaturo, verde.; restinga arbustiva.",NA,"2011","06",NA,"734","2011","01","26",NA,"-37.590278","-11.901111","17","17","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-10-09 11:12:20-03","UFBA","ALCB","99505","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Cereus","fernambucensis","Cereus fernambucensis","Lem.","Guedes, ML; Garcia, GBC","Guedes, ML; Alunos de Botânica III","Brasil","Bahia","Camaçari","Guarajuba, cond. Recanto do Sol","-38.107778","-14.689444",NA,"Cladódios verdes. Flores alvas.; Dunas.",NA,"2011","07",NA,"18155","2011","06","05",NA,"-38.107778","-14.689444",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-10-09 11:12:17-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Cereus","fernambucensis","Cereus fernambucensis","Lem.","Rocha, EA","Rocha, EA; Thomas, W; Jardim, JG; Alves, MV; Torcki, B; Sant'Ana, SC de","Brasil","Bahia","Maraú","Litoral Sul, 6,5 km ao norte da Praia de Saquaira, na µrea de Proteção Ambiental Penísula de Maraú.","-38.952222","-13.988333",NA,"planta ereta. Caule medindo de 50-70 cm de altura; geralmente com 4 costelas. Material estéril.",NA,"2000","02",NA,"569","2000","02","16",NA,"-38.952222","-13.988333",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-05-29 01:15:25-03","UFBA","ALCB","111242","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Cereus","fernambucensis","Cereus fernambucensis fernambucensis","Lem.","Guedes, ML","Guedes, ML; Gomes, FS; Kelmo, F; et al.","Brasil","Bahia","Jandaíra","Litoral Norte, dunas de São Francisco do Conde.","-37.783333","-11.55",NA,NA,NA,"2020","05",NA,"20999","2013","07","20",NA,"-37.783333","-11.55",NA,NA,"Southern America",NA,"fernambucensis",NA,NA,NA,NA,NA,NA,NA
"29","2020-05-29 01:15:25-03","UFBA","ALCB","117884","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Cereus","fernambucensis","Cereus fernambucensis fernambucensis","Lem.","Guedes, ML","Guedes, ML; Costa, TF; Alunos de Kelmo da Disciplina Ecologia","Brasil","Bahia","Jandaíra","Litoral Norte, Coqueiros.","-37.783333","-11.55",NA,"caule segmentado em cladódios, costelados, com ramos transformados em aréolas com folhas modificadas em espinhos rígidos. Flores vistosas , com sépalas internas petalóides, róseas.",NA,"2020","05",NA,"22944","2014","07","27",NA,"-37.783333","-11.55",NA,NA,"Southern America",NA,"fernambucensis",NA,NA,NA,NA,NA,NA,NA
"30","2020-02-08 08:54:42-03","NBC","NL-BOTANY","U 0007616","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Cereus","fernambucensis","Cereus fernambucensis sericifer","(F.Ritter) N.P.Taylor & Zappi","Zappi DC; Taylor NP","Ritter F","Brazil","Rio de Janeiro",NA,"Rio de Janeiro; 'Tres Rios. Nr. 1' at the Río Paraiba",NA,NA,NA,"on rocks.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200007616 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"1991","10","01",NA,"1965","01","01","NL-U0007616",NA,NA,NA,NA,"Southern America","NL-U0007616","sericifer","Magnoliopsidae","type",NA,NA,NA,NA,NA
"31","2020-11-04 11:04:12-03","ESALQ","ESA","105303","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Cereus","fernambucensis","Cereus fernambucensis",NA,"Viani, R.A.G.","Paula-Souza, J.","Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096","48094",NA,"auto","2006","04","11","5718.0","2006","04","11","ESA105303",NA,NA,NA,NA,NA,"ESA105303",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:04:12-03","ESALQ","ESA","105296","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Cereus","fernambucensis","Cereus fernambucensis",NA,"Viani, R.A.G.","Paula-Souza, J.","Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096","48094",NA,"auto","2006","04","11","5719.0","2006","04","11","ESA105296",NA,NA,NA,NA,NA,"ESA105296",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:04:12-03","ESALQ","ESA","105293","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Cereus","fernambucensis","Cereus fernambucensis",NA,"Viani, R.A.G.","Pinho-Ferreira, M.A.M.","Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096","48094",NA,"auto","2006","04","11","662.0","2006","04","11","ESA105293",NA,NA,NA,NA,NA,"ESA105293",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-01-14 15:26:37-03","MN","R","146323","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cereus","fernambucensis","Cereus fernambucensis","Lem.",NA,"Cardoso, J.","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"276","1984","05","01","R010023255",NA,NA,NA,NA,NA,"R010023255",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-01-14 15:26:37-03","MN","R","204544","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cereus","fernambucensis","Cereus fernambucensis","Lem.",NA,"Calvente, A.M.; Paula, C.H.R.","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003","09","10","R010023264,R010023265",NA,NA,NA,NA,NA,"R010023264 R010023265",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-01-14 15:26:37-03","MN","R","204926","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cereus","fernambucensis","Cereus fernambucensis","Lem.",NA,"Oliveira, M.C.; Machado, A.F.P.; Pederneiras, L.C. & Barros, R.R.","Brasil","Rio de Janeiro","Quissama",NA,"-41.500217","-22.216117",NA,NA,NA,NA,NA,NA,"1164","2005","05","04","R010023261","41°30.013'W","22°12.967'S",NA,NA,NA,"R010023261",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-01-14 15:26:37-03","MN","R","205305","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cereus","fernambucensis","Cereus fernambucensis","Lem.","Almeida, M.C.","Oliveira, M.C.; Bernardo, L.S.; Barbosa, M.; Araujo, A.P.E. & Machado, A.F.P.","Brasil","Rio de Janeiro","Quissama",NA,"-41.497467","-22.20345",NA,NA,NA,"2014",NA,NA,"1134","2005","03","08","R010023243","41°29.848'W","22°12.207'S",NA,NA,NA,"R010023243",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-01-14 15:26:37-03","MN","R","222570","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cereus","fernambucensis","Cereus fernambucensis","Lem.",NA,"Segadas -Vianna, F.; Dau, L.;Ormond, W.T.; Machline, G.C. & Loredo Jr., J.","Brasil","Rio de Janeiro",NA,"Cabo Frio Co., Arraial do Cabo, Gabriel Cape",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1953","05","07","R010023279",NA,NA,NA,NA,NA,"R010023279",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-01-14 15:26:37-03","MN","R","91074","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cereus","fernambucensis","Cereus fernambucensis","Lem.","Taylor, N.P.","Sampaio, A.J.","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"1992",NA,NA,"6268","1931","12",NA,"R010023251",NA,NA,NA,NA,NA,"R010023251",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-01-14 15:26:37-03","MN","R","91116","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cereus","fernambucensis","Cereus fernambucensis","Lem.","Aona, L.Y.S.","Sampaio, A.J.","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"2004",NA,NA,"8214","1939","04",NA,"R010023252",NA,NA,NA,NA,NA,"R010023252",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-01-14 15:26:37-03","MN","R","211711","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cereus","fernambucensis","Cereus fernambucensis subsp.fernambucensis","Lem.","Zappi, D.","Segadas -Vianna, F.","Brasil","Rio de Janeiro","Rio de Janeiro","Recreio dos Bandeirantes","-43.346944","-23.003611",NA,NA,NA,"2014",NA,NA,"5052","1950",NA,NA,"R010023270,R010023271","43°20'49''W","23°00'13''S",NA,NA,NA,"R010023270 R010023271","subsp.fernambucensis",NA,NA,NA,NA,NA,NA,NA
"42","2021-01-14 15:26:37-03","MN","R","211712","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cereus","fernambucensis","Cereus fernambucensis subsp.fernambucensis","Lem.","Zappi, D.","Segadas -Vianna, F.","Brasil","Rio de Janeiro","Rio de Janeiro","Recreio dos Bandeirantes","-43.346944","-23.003611",NA,NA,NA,"2014",NA,NA,"5055","1950","10",NA,"R010023266,R010023267","43°20'49''W","23°00'13''S",NA,NA,NA,"R010023266 R010023267","subsp.fernambucensis",NA,NA,NA,NA,NA,NA,NA
"43","2021-01-14 15:26:37-03","MN","R","218466","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cereus","fernambucensis","Cereus fernambucensis subsp.fernambucensis","Lem.","Zappi, D.","Segadas -Vianna, F.; Dau, L.; Ormond, W.T.; Machline, G.C.; Loredo Jr., J.","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,"1443","1953","08","12","R010023276,R010023277",NA,NA,NA,NA,NA,"R010023276 R010023277","subsp.fernambucensis",NA,NA,NA,NA,NA,NA,NA
"44","2021-01-14 15:26:37-03","MN","R","218481","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cereus","fernambucensis","Cereus fernambucensis subsp.fernambucensis","Lem.","Zappi, D.",NA,"Brasil","Rio Grande do Norte",NA,NA,"-38.216667","-5.8",NA,NA,NA,"2014",NA,NA,"281","1981","01","21","R010023274","38°13'00''W","05°48'00''S",NA,NA,NA,"R010023274","subsp.fernambucensis",NA,NA,NA,NA,NA,NA,NA
"45","2021-01-14 15:26:37-03","MN","R","222551","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cereus","fernambucensis","Cereus fernambucensis","Lem.",NA,"Mascarenhas, A.A.S.; Reis, A.S.; Santos, J.L. & Silva, L.R.O.","Brasil","Bahia","Valença",NA,"-39.0731010437012","-13.3703002929688","43634",NA,"auto",NA,NA,NA,NA,"2010","04","10","R010023278",NA,NA,NA,NA,NA,"R010023278",NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-01-14 15:26:37-03","MN","R","218474","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cereus","fernambucensis","Cereus fernambucensis subsp.fernambucensis","Lem.","Zappi, D.","Carauta, J.P.P.; Osório, W.R.; Lacerda,R.W.; Oliveira, C.B.; Vianna Filho, M.; Carrito, T.T.; Vianna, J.R.S. & Kolonta, T.","Brasil","Rio de Janeiro","Armação de Búzios",NA,"-41.8816986083984","-22.7469005584717","12927",NA,"auto","2014",NA,NA,"7340","2003","09","27","R010023275",NA,NA,NA,NA,NA,"R010023275","subsp.fernambucensis",NA,NA,NA,NA,NA,NA,NA
"47","2021-01-14 15:26:37-03","MN","R","220097","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cereus","fernambucensis","Cereus fernambucensis","Lem.",NA,"Mello, A.C.G.","Brasil","Rio de Janeiro","Cabo Frio",NA,"-42.0186004638672","-22.8794002532959","40069",NA,"auto",NA,NA,NA,"361","2000","05","21","R010023248,R010023249",NA,NA,NA,NA,NA,"R010023248 R010023249",NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-01-14 15:26:37-03","MN","R","187061","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cereus","fernambucensis","Cereus fernambucensis","Lem.",NA,"Martins, V.L.C.; Silva, J.G. & Souza, A.T.","Brasil","Rio de Janeiro","Carapebus",NA,"-41.6610984802246","-22.1872005462646","13257",NA,"auto",NA,NA,NA,"174","1995","09","12","R010023256,R010023257",NA,NA,NA,NA,NA,"R010023256 R010023257",NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-01-14 15:26:37-03","MN","R","187540","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cereus","fernambucensis","Cereus fernambucensis","Lem.","Almeida, M.C.","Costa, A.; Gusmao, L.; Bacelar, C. & Souza, P.C.T.","Brasil","Rio de Janeiro","Carapebus",NA,"-41.6610984802246","-22.1872005462646","13257",NA,"auto","2014",NA,NA,"570","1995","11","28","R010023258,R010023259,R010023260",NA,NA,NA,NA,NA,"R010023258 R010023259 R010023260",NA,NA,NA,NA,NA,NA,NA,NA
