"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","year","month","day","stateProvince","locality","decimalLongitude","decimalLatitude","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","yearIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","monthIdentified","dayIdentified","individualCount","fieldNumber"
"231","2020-09-12 05:00:02-03","US","US","3412548","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","J. Hoock","919","South America - Neotropics","Guyana",NA,NA,NA,NA,NA,"Cyperales","L.","1956","8","27","Mahaica-Berbice","Maikony, M.A.R.D.S.",NA,NA,NA,NA,NA,NA,"Judziewicz, E. J.",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA
"232","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","E. L. Little Jr.","16724","South America - Neotropics","Guyana",NA,NA,NA,NA,NA,"Cyperales","L.","1955","8","19","E. Berbice-Corentyne","Courantyne, Blocks III. 20 mi. SE of New Amsterdam","-57.3","6.05",NA,NA,NA,"3",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA
"233","2020-09-12 05:00:02-03","US","US","929517","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Wilkes Explor. Exped.","s.n.","South America - Neotropics","Peru",NA,NA,NA,"US00991468",NA,"Cyperales","L.","1838",NA,NA,NA,NA,NA,NA,"US00991468_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA
"234","2020-09-12 05:00:02-03","US","US","1039262","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","G. S. Jenman","4586","South America - Neotropics","Guyana",NA,NA,NA,NA,NA,"Cyperales","L.","1888","6",NA,NA,"Coast Region",NA,NA,NA,NA,NA,NA,"Judziewicz, E. J.",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA
"235","2020-09-12 05:00:02-03","US","US","3412549","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","J. Hoock","918","South America - Neotropics","Guyana",NA,NA,NA,NA,NA,"Cyperales","L.","1956","8","15","Demerara-Mahaica","Georgetown, Jardin Botanique","-58.16","6.8",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA
"236","2020-09-12 05:00:02-03","US","US","725371","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","J. Kuyper","s.n.","South America - Neotropics","Suriname",NA,NA,NA,NA,NA,"Cyperales","L.","1913",NA,NA,NA,"Paramaribo, lower coast region along the Commewyne and Surinam Rivers",NA,NA,NA,NA,NA,NA,"Judziewicz, E. J.",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA
"237","2020-09-12 05:00:02-03","US","US","1039249","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Collector unknown","s.n.","South America - Neotropics","Guyana",NA,NA,NA,NA,NA,"Cyperales","L.","1911","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Judziewicz, E. J.",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA
"238","2020-09-12 05:00:02-03","US","US","3412546","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","J. Hoock","920","South America - Neotropics","Guyana",NA,NA,NA,NA,NA,"Cyperales","L.","1956","9","1","Mahaica-Berbice","Centre d'essai du riz [Rice Research Station]","-57.75","6.55",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA
"239","2020-09-12 05:00:02-03","US","US","3451287","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","T. Hollowell & W. Hinds","586","South America - Neotropics","Guyana",NA,NA,NA,NA,NA,"Cyperales","L.","2001","10","21","Barima-Waini","Waini Peninsula, Shell Dam chenier 1/2 km behind Almond Beach School","-59.7383","8.38583",NA,NA,"3",NA,"Hollowell, T. H., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA
"240","2020-09-12 05:00:02-03","US","US","2305741","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","E. L. Little Jr.","16682","South America - Neotropics","Guyana",NA,NA,NA,NA,NA,"Cyperales","L.","1955","8","16","E. Berbice-Corentyne","Courantyne, Blocks I & II. 20 mi. SE of New Amsterdam, Locust Reef, Camp No. 1","-57.3","6.05",NA,NA,NA,"3","Judziewicz, E. J.",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA
"241","2020-09-12 05:00:02-03","US","US","2151175","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","A. Semple","341","South America - Neotropics","Suriname",NA,NA,NA,NA,NA,"Cyperales","L.","1951","6","26",NA,"Paramaribo, Ministry of Agriculture livestock farm","-55.16","5.83",NA,NA,NA,NA,"Judziewicz, E. J.",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA
"242","2020-09-12 05:00:02-03","US","US","929516","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","G. S. Jenman","3962","South America - Neotropics","Guyana",NA,NA,NA,NA,NA,"Cyperales","L.","1887","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Judziewicz, E. J.",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA
"243","2020-09-12 05:00:02-03","US","US","929513","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Wilkes Explor. Exped.","s.n.","South America - Neotropics","Brazil",NA,NA,NA,"US00899282",NA,"Cyperales","L.","1838",NA,NA,"Rio de Janeiro","Rio Janeiro, Brazil",NA,NA,"US00899282_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA
"244","2020-09-12 05:00:02-03","US","US","3423689","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","B. G. Stergios, S. Niño & R. Caracas","19279","South America - Neotropics","Venezuela",NA,NA,"MO, PORT, US","US00662697",NA,"Cyperales","L.","2001","6",NA,"Trujillo","Parque Nacional Guaramacal, sector vertiente norte, carretera Laguna-páramo",NA,NA,"US00662697_01","Boconó","1900","1900","Davidse, G.",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA
"245","2020-09-02 16:37:15-03","Cenargen","CEN","90047","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","José Francisco Montenegro Valls","12470",NA,"Brasil","Exsicatas",NA,NA,"CEN00090047",NA,NA,"L.","1990","01","19","BA","Proximidades da pousada Locanda.","-39.4","-17.8875","CEN00090047","NOVA VICOSA","5","5","J. F. M. Valls","1990",NA,NA,NA,"-39.4","-17.8875",NA,"01",NA,"2",NA
"246","2020-09-02 16:37:15-03","Cenargen","CEN","37952","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Porto Jorge de Rocha - IPA",NA,NA,"Brasil","Exsicatas",NA,"Doação IPA - Herbarium 22510.","CEN00037952",NA,NA,"L.","1970","05","26","CE",NA,"-37.7696990966797","-4.56166982650757","CEN00037952","ARACATI",NA,NA,NA,NA,"56389","auto",NA,NA,NA,NA,NA,NA,"1",NA
"247","2020-09-02 16:37:15-03","Cenargen","CEN","99166","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","A. S. Hitchcock","8034",NA,"EUA","Exsicatas",NA,"Material recebido do DPTO de produção animal sob nº 251; tide flat. Doação.","CEN00099166",NA,NA,"L.","1911","09","08",NA,"In the vicinity of Colon and Cristobal, canal Zone.",NA,NA,"CEN00099166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"248","2020-09-02 16:37:15-03","Cenargen","CEN","2523","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Antônio Costa Allem","2319",NA,"Brasil","Exsicatas",NA,"Hábito similar a Cynodon dactylon. Ocasional em beira de calçada em Corumbá.","CEN00002523",NA,NA,"L.","1978","11","01","MS",NA,"-57.6533012390137","-19.0091991424561","CEN00002523","CORUMBA",NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,"2",NA
"249","2020-09-02 16:37:15-03","Cenargen","CEN","2524","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Antônio Costa Allem","2320",NA,"Brasil","Exsicatas",NA,"Com hábito similar a Cynodon dactylon. Ocasional em pequena mancha de solo encharcado a beira da estrada de ferro.","CEN00002524",NA,NA,"L.","1978","10","27","MS","Fazenda Bodoquena","-57.6533012390137","-19.0091991424561","CEN00002524","CORUMBA",NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,"1",NA
"250","2020-09-02 16:37:15-03","Cenargen","CEN","1446","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Antônio Costa Allem","1246",NA,"Brasil","Exsicatas",NA,"Boa forrageira.","CEN00001446",NA,NA,"L.","1977","11","16","MS","Fazenda São Bento. Distrito de Nabileque.","-57.6533012390137","-19.0091991424561","CEN00001446","CORUMBA",NA,NA,"J. F. M. Valls","2016","295160","auto",NA,NA,NA,NA,"03",NA,"4",NA
"251","2020-09-02 16:37:15-03","Cenargen","CEN","5087","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Lídio Coradin","2467",NA,"Brasil","Exsicatas",NA,"Filotaxia alternas. Comportamento independente.","CEN00005087",NA,NA,"L.","1980","05","21","PE","BR-232, Caruarú- Arcoverde, Racho dos Porcos, Km 25","-37.0539016723633","-8.41888999938965","CEN00005087","ARCOVERDE","560","560","I. L. Barreto","1984","23066","auto",NA,NA,NA,NA,"06",NA,"2",NA
"252","2020-09-02 16:37:15-03","Cenargen","CEN","37891","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Paulo Ferreira - IPA","49",NA,"Brasil","Exsicatas",NA,"Á beira de uma valeta. Doação IPA - Herbarium 18049.","CEN00037891",NA,NA,"L.","1969","10","07","PE","Bonji, Campo Experimental da divisão de Pesquisa do IPA.","-34.8810997009277","-8.05389022827148","CEN00037891","RECIFE",NA,NA,NA,NA,"18865","auto",NA,NA,NA,NA,NA,NA,"1",NA
"253","2020-09-02 16:37:15-03","Cenargen","CEN","2080","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Antônio Costa Allem","1880",NA,"Brasil","Exsicatas",NA,"Intensamente pastada. Boa forrageira. Abundante em campo limpo à beira da rodovia. Pastagem nativa. Antécios pequenos.","CEN00002080",NA,NA,"L.","1978","03","17","RS","BR153, km 190.","-54.1068992614746","-31.3313999176025","CEN00002080","BAGE",NA,NA,"J. F. M. Valls","1980","74087","auto",NA,NA,NA,NA,"07",NA,"1",NA
"254","2020-09-02 16:37:15-03","Cenargen","CEN","35262","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","José Francisco Montenegro Valls","14297",NA,"Brasil","Exsicatas",NA,"Ruderal. Crescendo adventícia sob proteção de cesto de lixo suspenso, em fresta com terra em calçada de cimento.","CEN00035262",NA,NA,"L.","1998","12","29","RS","Parada de ônibus frente ao Supermercado Real, junto ao Shopping Iguatemi.","-51.2299995422363","-30.0331001281738","CEN00035262","PORTO ALEGRE","840","840","J. F. M. Valls","1998","29946","auto",NA,"-5087556.0","-2937500.0",NA,"12",NA,"1",NA
"255","2020-09-02 16:37:15-03","Cenargen","CEN","2129","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Antônio Costa Allem","1929",NA,"Brasil","Exsicatas",NA,"Prostrada, reptante sobre solo pedregoso à beira da rodovia. Aparentemente adventícia e não nativa. Solo argiloso.","CEN00002129",NA,NA,"L.","1978","03","20","RS","Livramento - Quaraí RS183, km 20.","-56.4514007568359","-30.3875007629395","CEN00002129","QUARAI",NA,NA,"J. F. M. Valls","1980","74636","auto",NA,NA,NA,NA,"07",NA,"2",NA
"256","2020-09-02 16:37:15-03","Cenargen","CEN","4071","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","José Francisco Montenegro Valls","3038",NA,"Brasil","Exsicatas",NA,"Pouco florescido. Doação - Herbário Depto. Bot. da U.F.R.G.S.- Porto Alegre. Nº ICN 24.796","CEN00004071",NA,NA,"L.","1973","12","04","RS","Em calçada.","-54.8671989440918","-29.1916999816895","CEN00004071","SANTIAGO",NA,NA,"B. M. T. Walter","2010","56006","auto",NA,NA,NA,NA,"11",NA,"1",NA
"257","2020-09-02 16:37:15-03","Cenargen","CEN","35217","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","José Francisco Montenegro Valls","14243",NA,"Brasil","Exsicatas",NA,NA,"CEN00035217",NA,NA,"L.","1998","12","14","RS","Campo baixo junto ao aterro de estrada entre as pontes do rio Ibicui, na BR-472.","-57.0882987976074","-29.7546997070312","CEN00035217","URUGUAIANA","90","90","J. F. M. Valls","1999","93142","auto",NA,"-5668861.0","-2941111.0",NA,"01",NA,"1",NA
"258","2020-09-02 16:37:15-03","Cenargen","CEN","35229","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","José Francisco Montenegro Valls","14257",NA,"Brasil","Exsicatas",NA,NA,"CEN00035229",NA,NA,"L.","1998","12","15","RS","Junto às bombas de recalque de água para irrigação da Granja São Miguel, a sudoeste de Uruguaiana.","-57.0882987976074","-29.7546997070312","CEN00035229","URUGUAIANA","100","100","J. F. M. Valls","1999","93142","auto",NA,"-5722278.0","-2986972.0",NA,"01",NA,"1",NA
"259","2020-09-02 16:37:15-03","Cenargen","CEN","51134","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","José Francisco Montenegro Valls","14852",NA,"Brasil","Unicata",NA,"Erva alastradora. 2n=60 (A. Peñaloza & A. C. C. Machado).","CEN00051134",NA,NA,"L.","2002","02","23","SC","Margem do rio Pelotas, junto à cascata da Barrinha, pouco a leste de Bom Jardim.","-49.624698638916","-28.3369007110596","CEN00051134","BOM JARDIM DA SERRA","1300","1300","J. F. M. Valls","2002","32577","auto",NA,"-4959833.0","-2834778.0",NA,"02",NA,"1",NA
"260","2019-12-09 17:30:41-03","UFPR","EFC","9303","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Borgo, M.; Reinert, B.L.; Bornschein, M.R.","333",NA,"Brasil",NA,NA,"Herbácea de inflorescências verdes, na margem da ilha próximo de manguezais.","EFC009303",NA,NA,"L.","1998","12","19","Paraná","Ilha Barigüi","-48.5746994018555","-25.8827991485596",NA,"Guaratuba",NA,NA,"Borgo, M.","1999","41937","auto",NA,NA,NA,NA,"01","01",NA,NA
"261","2019-12-09 17:30:41-03","UFPR","EFC","14353","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Pacheco, G.B.S.","46",NA,"Brasil",NA,NA,"Herbácea em área de cava descoberta, solo degradado com 30 cm de altura. __COMMOM_NAME__: capim-forquilha","EFC014353",NA,NA,"L.","2002","10","29","Paraná","Alto Iguaçu","-49.016","-25.4574",NA,"São José dos Pinhais","877","877","Kozera, C.","2002",NA,NA,NA,"-49.0160","-25.4574",NA,"10","29",NA,NA
"262","2019-12-09 17:30:41-03","UFPR","EFC","7678","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Roderjan, C.V.","1449",NA,"Brasil",NA,NA,"Herbácea comum sobre cordões arenosos da restinga. Frutos imaturos.","EFC007678",NA,NA,"L.","1997","11","22","Paraná","Pontal do Sul","-48.3617","-25.5859",NA,"Pontal do Paraná",NA,NA,"Kozera, C.","1999",NA,NA,NA,"-48.3617","-25.5859",NA,"07","01",NA,NA
"263","2019-10-07 09:22:21-03","UEFS","HUEFS","113711","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Rocha, R.F.A.","416",NA,"Brasil",NA,NA,"Restinga baixa.","HUEFS0113711","Angiospermae","Poales","L.","1982","12","16","Alagoas","Praia do Pontal do Peba.","-36.434398651123","-10.4055995941162","HUEFS0113711","Piaçabuçu",NA,NA,NA,NA,"16123","auto","Lilianae",NA,NA,NA,NA,NA,NA,NA
"264","2019-10-07 09:22:21-03","UEFS","HUEFS","208686","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Valls, J.F.M.","12470",NA,"Brasil",NA,NA,NA,"HUEFS0208686","Angiospermae","Poales","L.","1990","01","19","Bahia","Proximidades da pousada Locanda. Área de campos úmidos e restingas bastante urbanizada.","-39.4","-17.8875","HUEFS0208686","Nova Viçosa","5","5",NA,NA,NA,NA,"Lilianae","39W24'0''","17S53'15''",NA,NA,NA,NA,NA
"265","2017-04-21 09:02:22-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","O. H. Ahumada","611","South America","Argentina",NA,NA,NA,NA,"Spermatophyta",NA,NA,"1977","2","4","Corrientes",NA,"-58","-29",NA,NA,NA,NA,"RRC ID Flag",NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA,"611"
"266","2016-11-01 13:00:44-02","F","FMNH-SEEDPLANTS","V0079985F","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","A. Sagástegui A.","7621","South America","Peru",NA,NA,NA,"V0079985F","Spermatophyta",NA,NA,"1972","5","5","La Libertad","Trujillo, Barraza","-79","-8.12","V0079985F_01","Trujillo",NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA
"267","2019-06-13 10:27:09-03","F","FMNH-SEEDPLANTS","V0410692F","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","I. M. Sánchez Vega","1706","South America","Peru",NA,NA,NA,"V0410692F","Spermatophyta",NA,NA,"1976","6","5","Cajamarca","valle de Cajamarca, cerca al aeropuerto",NA,NA,"V0410692F_01","Cajamarca","2600",NA,"Osvaldo Morrone",NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA
"268","2019-01-25 15:44:48-02","IAC","IAC","19399","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","s/col.","s/nº",NA,"Uruguai",NA,NA,NA,NA,NA,NA,"L.","1967","10","20","Rivera",NA,NA,NA,NA,NA,NA,NA,"s/det.","1967",NA,NA,NA,NA,NA,NA,"10","20",NA,NA
"269","2019-01-25 15:36:05-02","IAC","IAC","16042","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","D.M. Dedecca","259",NA,"Brasil",NA,NA,NA,NA,NA,NA,"L.","1953","02","15","São Paulo","IAC, Fazenda Santa Elisa","-47.077171","-22.870251",NA,"Campinas",NA,NA,"R.C. Oliveira","1997",NA,NA,NA,"-47.077171","-22.870251",NA,"05","15",NA,NA
"270","2019-01-25 15:36:05-02","IAC","IAC","16066","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","D.M. Dedecca","283",NA,"Brasil",NA,NA,NA,NA,NA,NA,"L.","1953","02","15","São Paulo","IAC, Fazenda Santa Elisa","-47.077171","-22.870251",NA,"Campinas",NA,NA,"R.C. Oliveira","1997",NA,NA,NA,"-47.077171","-22.870251",NA,"05","15",NA,NA
"271","2019-01-25 15:44:48-02","IAC","IAC","18524","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","A. Macedo","4383",NA,"Brasil",NA,NA,"Obs: local anotado com Pirineus",NA,NA,NA,"L.","1956","02","17","Goiás",NA,"-48.9592","-15.8525",NA,"Pirenópolis",NA,NA,"L.R. Parodi","1956",NA,NA,NA,"-48.9592","-15.8525",NA,"02","17",NA,NA
"272","2019-01-25 15:44:48-02","IAC","IAC","20692","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","s/col.","s/nº",NA,"Uruguai",NA,NA,"B-6351",NA,NA,NA,"L.","1955","04","10","Maldonado",NA,"-54.943","-34.9751",NA,"Punta del Este",NA,NA,"s/det.","1955",NA,NA,NA,"-54.943","-34.9751",NA,"04","10",NA,NA
"273","2019-01-25 15:44:48-02","IAC","IAC","22231","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","A. Blossfeld","s/nº",NA,"Brasil",NA,NA,"Nome popular: grama-mato-grosso",NA,NA,NA,"L.","1969","02","15","São Paulo",NA,"-46.8356","-23.5225",NA,"Carapicuíba",NA,NA,"T. Sendulsky","1969",NA,NA,NA,"-46.8356","-23.5225",NA,"03","15",NA,NA
"274","2019-01-25 15:44:48-02","IAC","IAC","23920","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","s/col.","s/nº",NA,NA,NA,NA,"Nome popular: grama-da-praia",NA,NA,NA,"L.","1938","03","20",NA,NA,NA,NA,NA,NA,NA,NA,"s/det.","1938",NA,NA,NA,NA,NA,NA,"03","20",NA,NA
"275","2019-01-25 15:44:48-02","IAC","IAC","23967","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","A.S. Hitchcock","8034",NA,NA,NA,NA,"Material recebido do Departamento de Produção Animal sob n.251",NA,NA,NA,"L.","1911","09","08",NA,"Na fronteira entre Colon e Cristobal, Canal Zone",NA,NA,NA,NA,NA,NA,"A.S. Hitchcock","1911",NA,NA,NA,NA,NA,NA,"09","08",NA,NA
"276","2019-01-25 15:44:48-02","IAC","IAC","23977","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","J.R. Zamith","s/nº",NA,"Brasil",NA,NA,"O material foi desmembrado, tendo originado, também, o IAC 633, que estava vazio.",NA,NA,NA,"L.","1935","03","15","São Paulo","Parque do D. Parque A.","-46.6361","-23.5475",NA,"São Paulo",NA,NA,"R.C. Oliveira","1997",NA,NA,NA,"-46.6361","-23.5475",NA,"05","08",NA,NA
"277","2019-01-25 15:44:48-02","IAC","IAC","24716","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","O. Ahumada","2902",NA,"Argentina",NA,NA,NA,NA,NA,NA,"L.","1979","02","10","Corrientes","30 km noroeste da Rota Nacional Alvear n.40","-56.5833","-29.0833",NA,"Alvear",NA,NA,"O. Ahumada","1979",NA,NA,NA,"-56.5833","-29.0833",NA,"02","10",NA,NA
"278","2019-01-25 15:44:48-02","IAC","IAC","5969","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","G.P. Viégas","s/nº",NA,"Brasil",NA,NA,NA,NA,NA,NA,"L.","1940","12","20","São Paulo","Praia do Guarujá, Santos, São Paulo","-46.3336","-23.9608",NA,"Santos",NA,NA,"G.P. Viégas","1940",NA,NA,NA,"-46.3336","-23.9608",NA,"12","20",NA,NA
"279","2019-01-25 15:44:48-02","IAC","IAC","633","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","J.R. Zamith","s/nº",NA,"Brasil",NA,NA,"Desmembrado do material IAC 23977. O IAC 633 muito provavelmente havia sido excluído, sendo que as informações foram apagadas do livro de registro, estando, portanto, vago (obs. C.F. Nardin em 23/01/2017)",NA,NA,NA,"L.","1935","03","15","São Paulo","Parque do Departamento de Produção Animal","-46.6361","-23.5475",NA,"São Paulo",NA,NA,"R.C. Oliveira","1997",NA,NA,NA,"-46.6361","-23.5475",NA,"05","08",NA,NA
"280","2019-01-25 15:36:05-02","IAC","IAC","7989","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","J. Santoro","s/nº",NA,"Brasil",NA,NA,NA,NA,NA,NA,"L.","1945","12","21","São Paulo","IAC, Fazenda Santa Elisa","-47.077171","-22.870251",NA,"Campinas",NA,NA,"R.C. Oliveira","1997",NA,NA,NA,"-47.077171","-22.870251",NA,"05","21",NA,NA
"281","2019-04-02 09:32:25-03","URICER","HPBR","2193","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","PLAUMANN, F.",NA,NA,"Brasil",NA,NA,NA,"HPBR002193",NA,NA,"L.","1943","11","13","SC",NA,NA,NA,NA,"Nova Teutônia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"282","2020-07-09 11:39:00-03","URICER","HPBR","9106","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","MOLOSSI, J.",NA,NA,"Brasil",NA,NA,NA,"HPBR009106",NA,NA,"L.","2002","10","03","RS","RIO SUZANO","-52.2738990783691","-27.6341991424561",NA,"Erechim",NA,NA,"MOLOSSI, J.","2002","46790","auto",NA,NA,NA,NA,"10","03","1",NA
"283","2020-11-12 17:02:36-03","UEL","FUEL","19123","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Kranz, WM","287",NA,"Brasil",NA,NA,NA,NA,"Tracheophyta","Poales","L.","1988","05","10","Paraná","Fazenda Americana","-50.761100769043","-23.4652996063232",NA,"São Sebastião da Amoreira",NA,NA,"Longhi-Wagner, HM","2008","13345","auto",NA,NA,NA,NA,"10","17",NA,NA
"284","2019-11-01 15:16:48-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Luetzelburg, P","26","Southern America","Brasil",NA,NA,NA,"UB0022592","Monocotyledonae",NA,"L.","1910",NA,NA,"Rio de Janeiro",NA,NA,NA,"UB0022592",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","2019-11-01 15:16:48-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Stevens, WD; Krukoff, BA","3402","Southern America","Nicaragua",NA,NA,"Straggling over rocks just above water level, forming mats; Crater rim, steep slope inside crater, and lake margin, disturbed deciduous forest","UB0023467","Monocotyledonae",NA,"L.","1977","08","19",NA,"Departamento de Managua: N side of Laguna de Jiloa","-86.2","12.13",NA,NA,NA,NA,"Davidse, G","1979",NA,NA,NA,"-86.2","12.13",NA,NA,NA,NA,NA
"286","2019-11-01 15:16:48-03","UnB","UB","114462","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Krieger, PL","11386","Southern America","Brasil",NA,NA,"Em pequenas touceiras, um tanto prostrada; Campo","UB0022590","Monocotyledonae",NA,"L.","1971","12","24","Paraná ",NA,"-50.1618995666504","-25.0949993133545","UB0022590","Ponta Grossa",NA,NA,"Pereira, RM","1976","46557","auto",NA,NA,NA,NA,"07","15",NA,NA
"287","2019-05-06 12:01:44-03","UFU","HUFU","52155","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Krieger, L.","11386",NA,"Brasil",NA,NA,"Campo.","HUFU00032126",NA,NA,"L.","1971","12","24","Paraná",NA,"-50.1618995666504","-25.0949993133545","HUFU00032126","Ponta Grossa",NA,NA,"Pereira, R.M.","1976","46557","auto",NA,NA,NA,NA,"07","15",NA,NA
"288","2020-08-20 20:41:37-03","UFSC","FLOR","1368","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Hatschbach, G.","14095",NA,"Brasil",NA,NA,NA,"FLOR0001368",NA,"Poales","L.","1966","11","22","Paraná","Pinheirinho.","-48.7118988037109","-25.4286003112793",NA,"Antonina",NA,NA,"Clayton, W.D.","1967","38300","auto",NA,NA,NA,NA,NA,NA,NA,NA
