"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","stateProvince","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"11","2021-02-08 11:07:02-03","UNESP-IBB","BOTU","10366","PreservedSpecimen","Plantae","Annonaceae","Annona","dioica","Annona dioica","A.St.-Hil.","Gottsberger, G.","Gottsberger, I.S.","1972","06","30","Brasil","Botucatu","18km north of Botucatu (14 km east of São Manuel). Along the São Manuel- Piracicaba highway. Near ex-RR station, 13 de Maio","-48.416667","-22.75","48°25'w","22°45's",NA,NA,"BOTU010366","BOTU010366","680R",NA,NA,NA,"Alt. ca 550m . Cerrado vegetation, xeromorphic tree & scrub woodland form, on gentle slope.; Coleção: Cerrado Estação 13 de Maio",NA,NA,"São Paulo","1975",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-02-18 09:28:35-03","UNESP-IBB","BOTU","7991","PreservedSpecimen","Plantae","Annonaceae","Annona","dioica","Annona dioica","A.St.-Hil.",NA,"Amaral Jr., A.","1985","10","24","Brasil","Botucatu","À margem da rodovia sem pavimentação, que liga Vitoriana ao Rio Bonito - Estrada do Roberto.",NA,NA,"9999","9999",NA,NA,"BOTU007991","BOTU007991","70",NA,NA,NA,"Cerradão. 1m de altura, flores carnosas amarelo-pálido. Flores masculinas.",NA,NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-02-08 11:07:02-03","UNESP-IBB","BOTU","13851","PreservedSpecimen","Plantae","Annonaceae","Annona","dioica","Annona dioica","A.St.-Hil.","Bicudo, L.R.H.","Bicudo, L.R.H.","1986","12","11","Brasil","Botucatu","À margem da rodovia João Melão, que liga São Manuel à Avaré, no Km 296.","-48.738611","-22.9","48°44'19w","22°54's",NA,NA,"BOTU013851","BOTU013851","1723",NA,NA,NA,"Campo Cerrado. 1,5m de altura. Botões verdes.",NA,NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-02-08 11:07:02-03","UNESP-IBB","BOTU","10365","PreservedSpecimen","Plantae","Annonaceae","Annona","dioica","Annona dioica","A.St.-Hil.","Gottsberger, G.","Gottsberger, I.S.","1972","10","09","Brasil","Botucatu","18km north of Botucatu (14 km east of São Manuel). Along the São Manuel- Piracicaba highway. Near ex-RR station, 13 de Maio","-48.416667","-22.75","48°25'w","22°45's",NA,NA,"BOTU010365","BOTU010365","11-91172",NA,NA,NA,"Alt. ca 550m . Cerrado vegetation, xeromorphic tree & scrub woodland form, on gentle slope.; Coleção: Cerrado Estação 13 de Maio",NA,NA,"São Paulo","1975",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-02-18 09:28:35-03","UNESP-IBB","BOTU","20051","PreservedSpecimen","Plantae","Annonaceae","Annona","dioica","Annona dioica","A.St.-Hil.","Campos, C.J.","Bertoncini, A.P.","1995","01","06","Brasil","Agudos","Fazenda da Cia e Cervejaria Brahma.",NA,NA,"9999","9999",NA,NA,"BOTU020051","BOTU020051","534",NA,NA,NA,"Cerrado. Arbusto, 2,5m de altura, folhas membranéceas, frutos verdes imaturos.",NA,NA,"São Paulo","1995","02","07",NA,NA,NA,NA,NA,NA,NA
"16","2021-02-18 09:28:35-03","UNESP-IBB","BOTU","10230","PreservedSpecimen","Plantae","Annonaceae","Annona","dioica","Annona dioica","A.St.-Hil.",NA,"Pereira, E.","1965","10","22","Brasil","Serra Geral do Paraná",NA,NA,NA,"9999","9999",NA,NA,"BOTU010230","BOTU010230","9418",NA,NA,NA,"Arbusto de flores cremes.",NA,NA,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-02-08 11:07:02-03","UNESP-IBB","BOTU","27203","PreservedSpecimen","Plantae","Annonaceae","Annona","dioica","Annona dioica","A.St.-Hil.","Ishara, K.L.","Ishara, K.L.","2008","11","07","Brasil","Pratânia","Fazenda Palmeira da Serra","-48.733333","-22.8","48°44'w","22°48's",NA,NA,"BOTU027203","BOTU027203","224",NA,NA,NA,"Subarbusto 1m, flor amarelo-esverdeada",NA,NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-02-08 11:07:02-03","UNESP-IBB","BOTU","22585","PreservedSpecimen","Plantae","Annonaceae","Annona","dioica","Annona dioica","A.St.-Hil.",NA,"Amaral Jr., A.","1999","04","12","Brasil","Bataguassu","Margem direita do Rio Paraná. Rio Pardo, Posto Fiscal-Quinze Novo","-52.201667","-21.691111","52°12'06w","21°41'28s",NA,NA,"BOTU022585","BOTU022585","515",NA,NA,NA,NA,NA,NA,"Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-02-08 11:07:02-03","UNESP-IBB","BOTU","25611","PreservedSpecimen","Plantae","Annonaceae","Annona","dioica","Annona dioica","A.St.-Hil.","Mello-Silva, R.","Galastri, N.A.","2007","11","14","Brasil","Botucatu","Distrito de Rubião Junior.","-48.509722","-22.883433","48°30'35w","22°53'006s",NA,NA,"BOTU025611","BOTU025611","5",NA,NA,NA,"Arbusto de até 2m de altura, flores hermafroditas, amarelo-esverdeadas, isoladas, carnosas e axilares, fruto verde-claro.",NA,NA,"São Paulo","2008","03","13",NA,NA,NA,NA,NA,NA,NA
"20","2021-02-18 09:28:35-03","UNESP-IBB","BOTU","10146","PreservedSpecimen","Plantae","Annonaceae","Annona","dioica","Annona dioica","A.St.-Hil.",NA,"Yanagizawa, Y.","1982","01","12","Brasil","Botucatu","Distrito de Rubião Junior, Fazenda Butignoli a cerca de 2km do Campus da UNESP.",NA,NA,"9999","9999",NA,NA,"BOTU010146","BOTU010146","55-120182",NA,NA,NA,"Uma área de Cerrado alterado com predominância de plantas herbáceas. Arbusto de aproximadamente 1,50m de altura; flores esverdeadas de odor semelhante ao pêssego.",NA,NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-02-08 11:07:02-03","UNESP-IBB","BOTU","27629","PreservedSpecimen","Plantae","Annonaceae","Annona","dioica","Annona dioica","A.St.-Hil.","Galastri, N.A.","Galastri, N.A.","2011","10","27","Brasil","Botucatu",NA,"-48.485556","-22.903056","48°29'8w","22°54'11s",NA,NA,"BOTU027629",NA,"11",NA,NA,NA,"Arbusto de até 2 metros de altura; flores masculinas, isoladas, amarelo-esverdeadas, carnosas e axilares; fruto verde claro, ovóide e globoso, do tipo múltiplo estrobiliforme",NA,NA,"São Paulo","2011","11","07",NA,NA,NA,NA,NA,NA,NA
"22","2021-02-08 11:07:02-03","UNESP-IBB","BOTU","27628","PreservedSpecimen","Plantae","Annonaceae","Annona","dioica","Annona dioica","A.St.-Hil.","Galastri, N.A.","Galastri, N.A.","2011","10","27","Brasil","Botucatu",NA,"-48.484694","-22.903889","48°29'4,9w","22°54'14s",NA,NA,"BOTU027628","BOTU027628","12",NA,NA,NA,"Arbusto de até 2 metros de altura; flores hermafroditas, isoladas, amarelo-esverdeadas, carnosas e axilares; fruto verde claro, ovóide e globoso, do tipo múltiplo estrobiliforme",NA,NA,"São Paulo","2011","11","07",NA,NA,NA,NA,NA,NA,NA
"23","2021-02-08 11:07:02-03","UNESP-IBB","BOTU","25612","PreservedSpecimen","Plantae","Annonaceae","Annona","dioica","Annona dioica","A.St.-Hil.","Silva, R. de M.","Galastri, N.A.","2007","11","14","Brasil","Botucatu","Distrito de Rubião Júnior","-48.509722","-22.884722","48°30'35w","22°53'05s",NA,NA,"BOTU025612","BOTU025612","3",NA,NA,NA,"Arbusto de até 2 m de altura, flores masculinas, amarelo-esverdeadas, isoladas, camosas e axilares",NA,NA,"São Paulo","2008","03","13",NA,NA,NA,NA,NA,NA,NA
"24","2021-02-08 11:07:02-03","UNESP-IBB","BOTU","10367","PreservedSpecimen","Plantae","Annonaceae","Annona","dioica","Annona dioica","A.St.-Hil.","Gottsberger, G.","Gottsberger, I.S.","1972","06","30","Brasil","Botucatu","18km north of Botucatu (14 km east of São Manuel). Along the São Manuel- Piracicaba highway. Near ex-RR station, 13 de Maio","-48.416667","-22.75","48°25'w","22°45's",NA,NA,"BOTU010367","BOTU010367","276R",NA,NA,NA,"Alt. ca 550m . Cerrado vegetation, xeromorphic tree & scrub woodland form, on gentle slope.; Coleção: Cerrado Estação 13 de Maio",NA,NA,"São Paulo","1975",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-02-18 09:28:35-03","UNESP-IBB","BOTU","10188","PreservedSpecimen","Plantae","Annonaceae","Annona","dioica","Annona dioica","A.St.-Hil.","Amaral Jr., A.","Duarte, A.P.","1960","01",NA,"Brasil","Tiradentes","Água Santa.",NA,NA,"9999","9999",NA,NA,"BOTU010188","BOTU010188","5111",NA,NA,NA,"Planta de formação rupestre, em arenito, subarbusto de 0,80m mais ou menos. <ll>dwc_commonname:</ll> araticum",NA,NA,"Minas Gerais","2000","08",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-02-18 09:28:35-03","UNESP-IBB","BOTU","10239","PreservedSpecimen","Plantae","Annonaceae","Annona","dioica","Annona dioica","A.St.-Hil.",NA,"Duarte, A.P.","1967","12","20","Brasil","Chapada dos Veadeiros",NA,NA,NA,"9999","9999",NA,NA,"BOTU010239","BOTU010239","10656",NA,NA,NA,NA,NA,NA,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-02-08 11:07:02-03","UNESP-IBB","BOTU","13852","PreservedSpecimen","Plantae","Annonaceae","Annona","dioica","Annona dioica","A.St.-Hil.","Bicudo, L.R.H.","Bicudo, L.R.H.","1985","12","18","Brasil","Botucatu","À margem da rodovia municipal (estrada do Roberto, que liga Vitoriana ao Rio Bonito Campo e Náutica), a mais ou menos 5 Km de Vitoriana, Fazenda Gold Farm.","-48.284722","-22.8","48°17'5w","22°48's",NA,NA,"BOTU013852","BOTU013852","229",NA,NA,NA,"1m de altura. Flor masculina, verde-pálido.",NA,NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-02-08 11:07:02-03","UNESP-IBB","BOTU","21777","PreservedSpecimen","Plantae","Annonaceae","Annona","dioica","Annona dioica","A.St.-Hil.",NA,"Amaral Jr., A.","1998","10","12","Brasil","Três Lagoas",NA,"-51.901944","-20.016667","51°54'07w","20°01's",NA,NA,"BOTU021777","BOTU021777","26",NA,NA,NA,NA,NA,NA,"Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-02-08 11:07:02-03","UNESP-IBB","BOTU","22658","PreservedSpecimen","Plantae","Annonaceae","Annona","dioica","Annona dioica","A.St.-Hil.",NA,"Amaral Jr., A.","1999","04","13","Brasil","Bataguassu","Margem direita do Rio Paraná. Rio Quiteroizinho","-52.450556","-22.150278","52°27'02w","22°09'01s",NA,NA,"BOTU022658","BOTU022658","588",NA,NA,NA,NA,NA,NA,"Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-10-18 16:23:29-02","UNEMAT","TANG","441","S","Plantae","Annonaceae","Annona","dioica","Annona dioica","A. St.-Hil.",NA,"Costa, M","2008","12",NA,"Brasil","Tangará da Serra","Assentamento Antônio Conselheiro","-57.4858016967773","-14.6194000244141",NA,NA,NA,NA,"TANG000000441",NA,"s.n.",NA,NA,NA,"carnoso, Ocorre no Cerrado e em área alagada,",NA,NA,"Mato Grosso",NA,NA,NA,"175746","auto",NA,NA,NA,NA,NA
"31","2021-03-30 12:33:27-03","EAO","IAN","122947","PreservedSpecimen","Plantae","Annonaceae","Annona","dioica","Annona dioica","A.St.-Hil.","Aristeguieta, L","Irwin, HS; Souza, R","1965","11","18","Brasil",NA,"Serra do Rio Preto. Rocky campo, ca. 7km. E. of Cabeceiras.",NA,NA,NA,NA,NA,NA,"IAN122947",NA,"10494","Southern America",NA,NA,"Shrub ca. 1.5m. tall. Fruit light green.","Dicotiledônea",NA,"Goiás","1967",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:33:27-03","EAO","IAN","153742","PreservedSpecimen","Plantae","Annonaceae","Annona","dioica","Annona dioica","A.St.-Hil.","Aristeguieta, L","Irwin, HS; Souza, R","1965","11","17","Brasil",NA,"Serra do Rio preto. Gallery forest, ca. 15km. E. of Cabeceiras.",NA,NA,NA,NA,"1000","1000","IAN153742",NA,"10413","Southern America",NA,NA,"Shrub ca. 1.5m. tall. Perianth yellow-green.","Dicotiledônea",NA,"Goiás","1967",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:33:27-03","EAO","IAN","55229","PreservedSpecimen","Plantae","Annonaceae","Annona","dioica","Annona dioica","A.St.-Hil.","Gehrt, A","Souza, O","1938","12","04","Brasil","Campinas","Fazenda Campo Grande.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"IAN055229",NA,"3137","Southern America",NA,NA,"Arbusto.","Dicotiledônea",NA,"São Paulo","1939","09",NA,"23900","auto",NA,NA,NA,NA,NA
"34","2020-01-20 14:40:08-03","UPM","MACK","23","PreservedSpecimen","Plantae","Annonaceae","Annona","dioica","Annona dioica","A. St.-Hil.","A. V. G. Sousa","D. Yoshie","2008","12","19","Brasil","Pirassununga","Cerrado de Emas.","-47.4199981689453","-21.9899997711182",NA,NA,NA,NA,NA,NA,"s/n",NA,NA,NA,NA,NA,NA,"SP","2008","12","19","24621","auto",NA,NA,NA,NA,NA
"35","2020-11-26 18:06:56-03","CPAN-UFMS","COR","10246","PreservedSpecimen","Plantae","Annonaceae","Annona","dioica","Annona dioica","A.St.-Hil.",NA,"Bortolotto, I. M.; Damasceno-Júnior, G. A.; Ishii, I. H.; Assis, E. M.; Rosso, C. & Magalhães, V.","2004","11","04","Brasil","Corumbá","Comunidade do Amolar; quintal, vizinho da D. Iraci","-57.508889","-18.0475","57º30'32''W","18º2'51''S","136","136",NA,NA,"1622",NA,NA,NA,"Árvore Habito: Árvore",NA,NA,"Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-02-08 09:38:16-03","NBC","NL-BOTANY","L.3724981","PreservedSpecimen","Plantae","Annonaceae","Annona","dioica","Annona dioica","A.St.-Hil.",NA,"Chatrou LW; Pirie MD; Solíz P I; I","2001","10","16","Bolivia",NA,"Dept. Santa Cruz, prov. Velasco, parque nacional Noel Kempff Mercado, 3-15 km southwest of camp Los Fierros, road towards Meseta. Alt. 225m. Schrub savanna, not inundated during the rainy season.","-60.51","-14.35","-60.51","-14.35",NA,NA,"NL-L3724981","NL-L3724981",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3724981 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"37","2020-02-08 09:38:16-03","NBC","NL-BOTANY","U 0131010","PreservedSpecimen","Plantae","Annonaceae","Annona","dioica","Annona dioica","A.St.-Hil.","Rainer HGR","Killeen TJ; Guillén R","1994","12","07","Bolivia",NA,"10 km al S de San Ignacio","-60.969667","-16.4555","-60.969667","-16.4555",NA,NA,"NL-U0131010",NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200131010 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliales","Santa Cruz","2000","11","01",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"38","2020-02-08 09:38:16-03","NBC","NL-BOTANY","U.1062270","PreservedSpecimen","Plantae","Annonaceae","Annona","dioica","Annona dioica","A.St.-Hil.","Rainer HGR","Jardim A",NA,NA,NA,"Bolivia",NA,NA,"-60.816667","-13.65","-60.816667","-13.65",NA,NA,"NL-U1062270","NL-U1062270",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1062270 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliales","Santa Cruz","1995","12","01",NA,NA,"Magnoliopsidae","U 0115728",NA,NA,NA
"39","2020-02-08 09:38:16-03","NBC","NL-BOTANY","U.1071716","PreservedSpecimen","Plantae","Annonaceae","Annona","dioica","Annona dioica","A.St.-Hil.","Rainer HGR","Silva GP da; et al.","2001","10","16","Brazil",NA,"Cavalcante - GO. Estrada balsa dos Paulistas (rio Tocantins) porto 1 km 7.","-48.142778","-13.456111","-48.142778","-13.456111",NA,NA,"NL-U1071716","NL-U1071716",NA,"Southern America",NA,NA,"Cerrado. Plano. Solo arenoso.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1071716 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliales","Goiás","2006","07","04",NA,NA,"Magnoliopsidae","U 0229307",NA,NA,NA
"40","2020-02-08 09:38:16-03","NBC","NL-BOTANY","L.1755405","PreservedSpecimen","Plantae","Annonaceae","Annona","dioica","Annona dioica","A.St.-Hil.","Rainer HGR","Hassler E","1913","10","01","Paraguay",NA,"Paraguaria Centralis: In regione Lacus Ypacaray.",NA,NA,NA,NA,NA,NA,"NL-L1755405","NL-L1755405",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1755405 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliales",NA,"1993","07","01",NA,NA,"Magnoliopsidae","L 0180320 | 92016237",NA,NA,NA
"41","2020-02-08 09:38:16-03","NBC","NL-BOTANY","L.3724394","PreservedSpecimen","Plantae","Annonaceae","Annona","dioica","Annona dioica","A.St.-Hil.",NA,"Chatrou LW; Pirie MD; Saucedo A","2001","11","05","Bolivia",NA,"Dept. Beni, Prov. Vaca Diez, Nazaret, 80 km SSW of Riberalta along road to La Paz.","-66.25","-11.366667","-66.25","-11.366667",NA,NA,"NL-L3724394","NL-L3724394",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3724394 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"42","2020-02-08 09:38:16-03","NBC","NL-BOTANY","L.3724939","PreservedSpecimen","Plantae","Annonaceae","Annona","dioica","Annona dioica","A.St.-Hil.",NA,"Chatrou LW; Pirie MD; Solíz P I; I","2001","10","15","Bolivia",NA,"Dept. Santa Cruz, prov. Velasco, parque nacional Noel Kempff Mercado, 3-15km southwest of camp Los Fierrod. Alt. 225m. Schrub savanna, inundated during the rainy season.","-60.52","-14.37","-60.52","-14.37",NA,NA,"NL-L3724939","NL-L3724939",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3724939 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"43","2020-02-08 09:38:16-03","NBC","NL-BOTANY","U.1062271","PreservedSpecimen","Plantae","Annonaceae","Annona","dioica","Annona dioica","A.St.-Hil.","Rainer HGR","Beck SG; Haase R","1984","02","24","Bolivia",NA,NA,"-67.25","-13.083333","-67.25","-13.083333",NA,NA,"NL-U1062271","NL-U1062271",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1062271 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliales","La Paz","1997","03","01",NA,NA,"Magnoliopsidae","U 0115729",NA,NA,NA
"44","2020-02-08 09:38:16-03","NBC","NL-BOTANY","U.1062272","PreservedSpecimen","Plantae","Annonaceae","Annona","dioica","Annona dioica","A.St.-Hil.","Rainer HGR","Gutiérrez E; Killeen TJ; Quevedo S RC","1993","11","18","Bolivia",NA,NA,"-61.016667","-13.533333","-61.016667","-13.533333",NA,NA,"NL-U1062272","NL-U1062272",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1062272 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliales","Santa Cruz","1995","12","01",NA,NA,"Magnoliopsidae","U 0115730",NA,NA,NA
"45","2020-02-08 09:38:16-03","NBC","NL-BOTANY","U.1062273","PreservedSpecimen","Plantae","Annonaceae","Annona","dioica","Annona dioica","A.St.-Hil.","Rainer HGR","Gutiérrez E; Killeen TJ; Quevedo S RC","1993","11","15","Bolivia",NA,NA,"-61.016667","-13.533333","-61.016667","-13.533333",NA,NA,"NL-U1062273","NL-U1062273",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1062273 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliales","Santa Cruz","1995","12","01",NA,NA,"Magnoliopsidae","U 0115731",NA,NA,NA
