"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","infraspecificEpithet","relatedCatalogItem","fieldNumber","individualCount","sex"
"217","2008-05-27 22:02:00-03","MO","MOBOT","1227460","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Ramiro Fonnegra G.|Francisco J. Roldán","Fonnegra G. 5420","1995","3","24","South America","Colombia",NA,NA,NA,NA,NA,NA,"(L.) Gaertn.","W.S. Alverson (WIS)","Antioquia","Universidad de Antioquia, Ciudad Universitaria.","-74.56666","6.25",NA,"1470.00000000",NA,"Medellín",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2014-04-04 05:50:00-03","MO","MOBOT","1254044","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Rodolfo Vásquez|et al.","Vásquez Martínez 24253","1997","6","26","South America","Peru",NA,NA,NA,NA,NA,NA,"(L.) Gaertn.",NA,"Amazonas","Distrito El Cenepa, Comunidad de Tutino, Pumpu-entsa. Bosque primario, suelo arcillo-arenoso.","-78.19805","-4.56805",NA,"340.00000000",NA,"Condorcanqui",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"219","2008-05-27 22:02:00-03","MO","MOBOT","1280970","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Alwyn H. Gentry|Douglas C. Daly|Henry León","Gentry 18066","1977","3","5","South America","Colombia",NA,NA,NA,NA,NA,NA,"(L.) Gaertn.","A.H. Gentry","Cundinamarca","Road between Facatativa and Honda, 28 km NW of Guaduas, second growth and disturbed forest along road.","-74.663253","5.181654",NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4167",NA,NA
"220","2015-04-30 05:52:00-03","MO","MOBOT","1325493","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Efraín Freire|M. Innunda","Freire Mayorga 3172","1998","7","3","South America","Ecuador",NA,NA,NA,NA,NA,NA,"(L.) Gaertn.",NA,"Pastaza","Cantón Arajuno, Parroquia Villano. Línea propuesta por ARCO para el oleoducto. Campamentos 4 a 5, km 10 de Villano. Bosque Primario.","-77.51666","-1.46666",NA,"430.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2015-04-30 05:52:00-03","MO","MOBOT","1350325","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Efraín Freire|M. Innunda","Freire Mayorga 3172","1998","7","3","South America","Ecuador",NA,NA,NA,NA,NA,NA,"(L.) Gaertn.",NA,"Pastaza","Cantón Arajuno, Parroquia Villano. Línea propuesta por ARCO para el oleoducto. Campamentos 4 a 5, km 10 de Villano. Bosque Primario.","-77.51666","-1.46666",NA,"430.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2008-05-27 22:02:00-03","MO","MOBOT","1399944","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Stephan G. Beck","Beck 6909",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,"(L.) Gaertn.","Killeen","Beni","San Borja, la Embocada 3 km hacia La Paz",NA,NA,NA,NA,NA,"Gral. Ballivian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2011-06-13 14:51:00-03","MO","MOBOT","1444462","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Alwyn H. Gentry|Enrique Rentería A.","Gentry 24534","1979","1","20","South America","Colombia",NA,NA,NA,NA,NA,NA,"(L.) Gaertn.",NA,"Chocó","50 km E of Quibdo, upper Río Atrato Valley.",NA,NA,NA,"450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1713","4",NA
"224","2008-11-20 09:36:00-02","MO","MOBOT","1453546","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Alwyn H. Gentry","Gentry 27268","1979","10","28","South America","Peru",NA,NA,NA,NA,NA,NA,"(L.) Gaertn.","A.Gentry","Madre de Dios","Pantiacolla, Serrania across Río Alto Madre de Dios from Shintuya.","-71.25","-12.5833333",NA,"450.00000000","650.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1854","4",NA
"225","2011-06-09 17:10:00-03","MO","MOBOT","190116","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Calaway H. Dodson|et al.","Dodson 8842",NA,NA,NA,"South America","Ecuador",NA,NA,NA,NA,NA,NA,"(L.) Gaertn.",NA,"Los Ríos","Jauneche forest, km 70 Quevedo-Palenque, via Mocachi.","-79.7","-1.26666",NA,"70.00000000",NA,"Vinces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2012-01-26 17:41:00-02","MO","MOBOT","1483402","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Alwyn H. Gentry|Sue Libenson|Kenneth Young|Mark E. Olson","Gentry 31222","1981","2","11","South America","Peru",NA,NA,NA,NA,NA,NA,"(L.) Gaertn.",NA,"Ucayali","Carretera Marginal, 22 km S of Km 86.","-75.0333333","-9.6833333",NA,"270.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1994","3",NA
"227","2016-11-23 10:58:00-02","MO","MOBOT","1507260","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Alwyn H. Gentry|David N. Smith","Gentry 36070","1982","3","4","South America","Peru",NA,NA,NA,NA,NA,NA,"(L.) Gaertn.","P.E. Gibbs (STA)","Pasco","Drainage of Río Palcazu between Km 51 and 60 of new road in construction NW of Villa Rica toward Puerto Bermudez, wet tropical forest in steep foothills.","-75.0833333","-10.5",NA,"700.00000000",NA,"Oxapampa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2267","3",NA
"228","2013-12-02 11:13:00-02","MO","MOBOT","1521965","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Michael H. Nee|G. Coimbra S.","Nee 41688","1991","7","13","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(L.) Gaertn.","!Alverson","Santa Cruz","3 km NW of center of Ascencion de Guarayos on road to Trinidad. Quaternary clay and silt, just west of bridge over Rio Zapocó.","-63.2","-15.8833333",NA,"190.00000000",NA,"Guarayos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"229","2014-07-08 11:40:00-03","MO","MOBOT","1543297","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Alwyn H. Gentry","Gentry 38111","1982","8","5","South America","Peru",NA,NA,NA,NA,NA,NA,"(L.) Gaertn.",NA,"Loreto","Río Samiria, Flor de Yarina.","-74.5","-5.0333333",NA,"160.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2385","1",NA
"230","2013-10-05 06:33:00-03","MO","MOBOT","1839359","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Gerrit Davidse|Ángel C. González","Davidse 14060","1978","2","14","South America","Venezuela",NA,NA,NA,NA,NA,NA,"(L.) Gaertn.","R. Liesner","Apure","Distrito Pedro Camejo; banks of the Río Meta near the Brazo La Martinera, 19.5 airline km W of Mata de Guanábano.","-68.4","6.18333",NA,"65.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1287",NA,NA
"231","2020-06-21 16:58:00-03","MO","MOBOT","1854711","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Alejandro Araujo M.|Héctor Cabrera|M.H. Calzadilla|Fabiola Torrico|Leopoldo Lucia|L. Quetehuari|Justino Navi|Marcelino Villanueva","Araujo Murakami 382","2002","10","15","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(L.) Gaertn.","A. Araujo (USZ)","La Paz","Área Natural de Manejo Integrado Madidi. Arroyo Rudidi, sobre el Río Tuichi.","-67.9613889","-14.3469444",NA,"337.00000000",NA,"Abel Iturralde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02-23","4",NA
"232","2008-05-27 22:02:00-03","MO","MOBOT","1861253","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Manuel J. Macía|et al.","Macía 4163","2001","5","3","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(L.) Gaertn.","conf. W.S. Alverson (WIS)","La Paz","Parque Nacional Madidi. Bosque tropical lluvioso primario. Plano inundable próximo al arroyo Yuruma, región de Tumupasa","-67.97194","-14.19527",NA,"610.00000000",NA,"Abel Iturralde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2008-05-27 22:02:00-03","MO","MOBOT","1867129","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Manuel J. Macía|et al.","Macía 4499","2001","5","18","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(L.) Gaertn.","conf. W.S. Alverson (WIS)","La Paz","Parque Nacional Madidi. Bosque tropical lluvioso primario. Tierra firme bien drenado alto, región de Tumupasa","-67.94111","-14.2625",NA,"480.00000000",NA,"Abel Iturralde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2008-05-27 22:02:00-03","MO","MOBOT","1867340","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","B. Kuno|Luis Rea","Kuno 238","1995","6","21","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(L.) Gaertn.","L. Rea","La Paz","delta que forman el arroyo Arana y el río Tuichi, pozo Yariapo X-1. Bosque primario, suelo arcilloso, bosque montano húmedo, en transición a bosque húmedo de llanura con elementos de bosque amazónico","-67.76666","-14.45",NA,"320.00000000",NA,"Abel Iturralde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2017-10-05 10:45:00-03","MO","MOBOT","188402","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Alwyn H. Gentry|Hermes Cuadros V.|Phillip Keating","Gentry 60574","1988","1","11","South America","Colombia",NA,NA,NA,NA,NA,NA,"(L.) Gaertn.",NA,"Bolívar","Santuario Nacional de los Colorados, Municipio San Juan Nepomuceno, 70 km SW of Cartagena. TRANSECT 3","-75.1666667","9.9666667",NA,"230.00000000","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-15","2",NA
"236","2008-05-27 22:02:00-03","MO","MOBOT","188486","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Kenneth Young","Young 140","1981","3","18","South America","Peru",NA,NA,NA,NA,NA,NA,"(L.) Gaertn.","Ronald Liesner","Madre de Dios","Dist. Tambopata; Tambopata Reserve, jct. of Río La Torre and Río Tambopata.",NA,NA,NA,"250.00000000",NA,"Tambopata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81-15","2",NA
"237","2016-10-13 05:56:00-03","MO","MOBOT","188506","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Fernando Hurtado|David A. Neill|Carlos E. Cerón","Hurtado 4","1988","5","27","South America","Ecuador",NA,NA,NA,NA,NA,NA,"(L.) Gaertn.","A. Fuentes (USZ)","Napo","Parque Nacional Yasuní. Pozo petrolero Daimi I, CONOCO. Bosque húmedo Tropical; bosque primario, lomas, suelos rojos oxisol.","-76.16666","-1.03333",NA,"230.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-1","2",NA
"238","2014-04-04 05:42:00-03","MO","MOBOT","188526","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Alwyn H. Gentry|Rodolfo Vásquez|Nestor Jaramillo","Gentry 29846","1980","8","16","South America","Peru",NA,NA,NA,NA,NA,NA,"(L.) Gaertn.","P.E. Gibbs (STA)","Loreto","Andoas, Río Pastaza near Ecuador border. Mature forest and forest edge on lateritic soil.","-76.46666","-2.8",NA,"210.00000000",NA,"Alto Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80-38","3",NA
"239","2008-05-27 22:02:00-03","MO","MOBOT","188689","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Carlos E. Cerón|Ayala, Judith","Cerón Martínez 9725","1990","4","27","South America","Ecuador",NA,NA,NA,NA,NA,NA,"(L.) Gaertn.","C. Cerón","Sucumbíos","Parroquia Tarapoa. 1 km del Pozo Petrolero Mariann 3 hacia la Reserva Faunística de Cuyabeno. Bosque húmedo Tropical. Bosque primario, suelo inundado. Transectos.","-76.36666","-0.13333",NA,"240.00000000",NA,"Lago Agrio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90-18","4",NA
"240","2008-05-27 22:02:00-03","MO","MOBOT","188727","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Alwyn H. Gentry","Gentry 76345","1992","3","28","South America","Peru",NA,NA,NA,NA,NA,NA,"(L.) Gaertn.","W. Alverson (WIS)","Loreto","Explorama Tourist Camp, Yanamono, Río Amazonas between Iquitos and mouth of Napo, mature forest on lateritic soil.","-72.83333","-3.46666",NA,"120.00000000",NA,"Maynas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"888","5",NA
"241","2008-05-27 22:02:00-03","MO","MOBOT","188832","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Alwyn H. Gentry","Gentry 43392","1983","8","5","South America","Peru",NA,NA,NA,NA,NA,NA,"(L.) Gaertn.",NA,"Madre de Dios","Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain.","-71.36666","-11.86666",NA,"400.00000000",NA,"Manu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83-219","3",NA
"242","2017-06-21 15:58:00-03","MO","MOBOT","188864","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Hermes Cuadros V.","Cuadros Villalobos 3096","1986","8","26","South America","Colombia",NA,NA,NA,NA,NA,NA,"(L.) Gaertn.","Ronald Liesner","Bolívar","entre Carmen de Bolivar y Zambrano. Alt. 200 m.","-74.948333","9.723333",NA,"200.00000000",NA,"Carmen de Bolivar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-23","4",NA
"243","2008-05-27 22:02:00-03","MO","MOBOT","188870","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","James L. Zarucchi|César E. Barbosa","Zarucchi 3557","1985","3","3","South America","Colombia",NA,NA,NA,NA,NA,NA,"(L.) Gaertn.",NA,"Vichada","Parque Nacional Natural El Tuparro, along Río Orinoco at Miramar, vegetation growing among large granitic boulders, Lat. 5º10'N, Long. 67º50'W, alt ca. 85 m.","-67.83333","5.16666",NA,"85.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-50","2",NA
"244","2016-12-26 10:10:00-02","MO","MOBOT","188946","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Daniel Rubio|Edgar Gudiño","Rubio 215","1989","6","23","South America","Ecuador",NA,NA,NA,NA,NA,NA,"(L.) Gaertn.","D. Rubio","Pastaza","Pozo petrolero Golondrina de PETRO-CANADA. 25 km (aprox.) al NW del pueblo de Curaray. Bosque húmedo Tropical; primario. Arboles cortados. Colinas; suelo rojo Dystropept.","-77.1","-1.1666667",NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89-3","3",NA
"245","2011-06-09 17:10:00-03","MO","MOBOT","189013","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Calaway H. Dodson|et al.","Dodson 5468",NA,NA,NA,"South America","Ecuador",NA,NA,NA,NA,NA,NA,"(L.) Gaertn.",NA,"Los Ríos","Río Palenque Biological Station.","-79.36666","-0.58333",NA,"150.00000000","220.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","2008-05-27 22:02:00-03","MO","MOBOT","189033","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Ronald L. Liesner|Bruce K. Holst","Liesner 18911","1985","10","22","South America","Venezuela",NA,NA,NA,NA,NA,NA,"(L.) Gaertn.","FVG (S.Alverson&Steyermark)","Bolívar","5 km S of El Pauji, El Abismo, Río Samay, affluent of Icabarú, forested valley, slopes, streams and river. Elev. 520 m, 4º23'N, 61º38'W.","-61.63333","4.38333",NA,"520.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-38","2",NA
"247","2008-05-27 22:02:00-03","MO","MOBOT","189086","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Vickers, William T.","Vickers 60",NA,NA,NA,"South America","Ecuador",NA,NA,NA,NA,NA,NA,"(L.) Gaertn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","2018-04-04 05:23:00-03","MO","MOBOT","189306","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","David N. Smith|Willi Brack E.|Angel Pretel","Smith 1675","1982","5","24","South America","Peru",NA,NA,NA,NA,NA,NA,"(L.) Gaertn.","Ronald L. Liesner (MO)","Pasco","vicinity of Huancabamba. Hacienda Yanachaga. Pasture edge & fence rows.","-75.53333","-10.36666",NA,"1850.00000000",NA,"Oxapampa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82-59","1",NA
"249","2008-05-27 22:02:00-03","MO","MOBOT","189313","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","David N. Smith|Sergio Vásquez S.","Smith 4966","1983","9","10","South America","Peru",NA,NA,NA,NA,NA,NA,"(L.) Gaertn.","Ronald L. Liesner (MO)","Amazonas","Rio Utcubamba valley, Pedro Ruíz-Chachapoyas Arid shrubland with some trees and cacti.","-77.86666","-6.15",NA,"1750.00000000",NA,"Chachapoyas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83-145","8",NA
"250","2008-05-27 22:02:00-03","MO","MOBOT","189341","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","David N. Smith","Smith 5203","1983","9","24","South America","Peru",NA,NA,NA,NA,NA,NA,"(L.) Gaertn.","Ronald L. Liesner (MO)","Pasco","Gran Pajonal, trail to Shumahuani from Chequitavo Possibly primary montaine forest.","-74.38333","-10.75",NA,"1200.00000000",NA,"Oxapampa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83-158","8",NA
"251","2008-05-27 22:02:00-03","MO","MOBOT","189450","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Alwyn H. Gentry|et al.","Gentry 52125","1985","10","9","South America","Peru",NA,NA,NA,NA,NA,NA,"(L.) Gaertn.","Ronald Liesner","Loreto","Yurimaguas Estacion Experimental de North Carolina State; 10 year old second growth dominated by Cecropia, on sandy and yellow lateritic soil.","-76.13333","-5.91666",NA,"180.00000000",NA,"Alto Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-352","4",NA
"252","2008-05-27 22:02:00-03","MO","MOBOT","189611","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Robin B. Foster","Foster 9738","1984","8","3","South America","Peru",NA,NA,NA,NA,NA,NA,"(L.) Gaertn.","R. Foster","Madre de Dios","Parque Nacional del Manu. Rio Manu, Cocha Cashu Station. Floodplain forest.","-71.41666","-11.83333",NA,"350.00000000",NA,"Manu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-40","1",NA
"253","2008-05-27 22:02:00-03","MO","MOBOT","189747","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","M. Alexiades|V. Pesha B.","Alexiades 948","1989","9","19","South America","Peru",NA,NA,NA,NA,NA,NA,"(L.) Gaertn.","J.L. Fernández A. (COL)","Madre de Dios","Comunidad Nativa de Infierno. Hermosa Chica. Study Plot 1.","-69.28333","-12.83333",NA,"260.00000000",NA,"Tambopata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"110","3",NA
"254","2012-07-10 13:26:00-03","MO","MOBOT","189756","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Alwyn H. Gentry|Hermes Cuadros V.","Gentry 68166","1989","10","25","South America","Colombia",NA,NA,NA,NA,NA,NA,"(L.) Gaertn.",NA,"Sucre","Colosó, Estación de Primatos, forest on limestone. Transect 3.","-75.3666667","9.5",NA,"300.00000000",NA,"Colosó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"286","3",NA
"255","2020-06-22 13:39:00-03","MO","MOBOT","1898097","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Alejandro Araujo M.|Susan Whitehead|M. Silman","Araujo Murakami 467","2003","7","17","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(L.) Gaertn.","A. Araujo (USZ) & M. Silman","La Paz","Parque Nacional Madidi, Rio Tuichi, Laguna Chalalan.","-67.9238889","-14.4230556",NA,"400.00000000",NA,"Franz Tamayo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03-02","1",NA
"256","2014-04-04 05:42:00-03","MO","MOBOT","189879","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Alwyn H. Gentry|Rodolfo Vásquez|Nestor Jaramillo","Gentry 42201","1983","6","27","South America","Peru",NA,NA,NA,NA,NA,NA,"(L.) Gaertn.","R. Vasquez (AMAZ)","Loreto","Yanamono. Explorama Tourist Camp, halfway between Indiana and mouth of Río Napo. Mature upland forest on yellowish lateritic soil. Tree Plot.","-72.83333","-3.46666",NA,"130.00000000",NA,"Maynas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83-147","2",NA
"257","2016-10-13 05:56:00-03","MO","MOBOT","189937","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","David A. Neill|Walter A. Palacios|Patricia Gómez A.|Carlos E. Cerón|Robin J. Marles","Neill 6860","1985","9","20","South America","Ecuador",NA,NA,NA,NA,NA,NA,"(L.) Gaertn.",NA,"Sucumbíos","5 km al N de Shushufindi. Bosque Húmedo Tropical. Bosque primario, suelo aluvial.","-76.66666","-0.16666",NA,"450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-10","4",NA
"258","2008-05-27 22:02:00-03","MO","MOBOT","190092","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Percy Núñez V.|C. Cárdenas|W. Duellman|B. Buchanan","Núñez Vargas 9996","1988","10","29","South America","Peru",NA,NA,NA,NA,NA,NA,"(L.) Gaertn.","O. Phillips","Madre de Dios","Alrededores del Albergue turístico Cusco Amazónico. Margen izquierdo del Río Madre de Dios, ca 35 km de Puerto Maldonado.","-69.05","-12.54",NA,"200.00000000",NA,"Tambopata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16","4",NA
"259","2008-06-27 03:32:00-03","MO","MOBOT","950452","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Erik Asplund","Asplund 16525","1955","5","30","South America","Ecuador",NA,NA,NA,NA,NA,NA,"(L.) Gaertn.","P.E. Gibbs","Esmeraldas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2014-04-04 05:43:00-03","MO","MOBOT","190313","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 9366","1987","8","18","South America","Peru",NA,NA,NA,NA,NA,NA,"(L.) Gaertn.",NA,"Loreto","Dtto. Iquitos, Km 42 Carretera Iquitos-Nauta. Bosque primario.","-73.33333","-4.58333",NA,"130.00000000",NA,"Maynas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-30","5",NA
"261","2014-04-04 05:43:00-03","MO","MOBOT","190315","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Alwyn H. Gentry|Rodolfo Vásquez","Gentry 42320","1983","6","28","South America","Peru",NA,NA,NA,NA,NA,NA,"(L.) Gaertn.",NA,"Loreto","Yanamono. Explorama Tourist Camp, Río Amazonas halfway between Indiana and mouth of Río Napo, seasonally inundated tahuampa forest.","-72.83333","-3.46666",NA,"120.00000000",NA,"Maynas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83-150","2",NA
"262","2011-06-13 15:13:00-03","MO","MOBOT","190333","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Alwyn H. Gentry","Gentry 68764","1989","12","14","South America","Peru",NA,NA,NA,NA,NA,NA,"(L.) Gaertn.",NA,"Madre de Dios","Cusco Amazónico, 15 km ENE of Puerto Maldonado.","-69.08333","-12.58333",NA,"200.00000000",NA,"Tambopata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"397","2",NA
"263","2008-05-27 22:02:00-03","MO","MOBOT","190495","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Franklin Ayala|et al.","Ayala Flores 3683","1982","8","5","South America","Peru",NA,NA,NA,NA,NA,NA,"(L.) Gaertn.",NA,"Loreto","Río Samiria, Flor de Yarina. Zona no inundada, restinga.",NA,NA,NA,"160.00000000",NA,"Maynas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28","4",NA
"264","2008-05-27 22:02:00-03","MO","MOBOT","190650","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Fernando Hurtado","Hurtado 2805","1991","12","1","South America","Ecuador",NA,NA,NA,NA,NA,NA,"(L.) Gaertn.",NA,"Pastaza","Pozo petrolero Villano 2 de Arco. Bosque húmedo Tropical. Bosque primario. Arboles cortados por las obras petroleras. Informante: Dalmacio Molina.","-77.33333","-1.41666",NA,"400.00000000",NA,"Pastaza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","2013-09-02 05:07:00-03","MO","MOBOT","190655","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Alwyn H. Gentry|Angel Salazar V.","Gentry 29421","1980","8","7","South America","Peru",NA,NA,NA,NA,NA,NA,"(L.) Gaertn.","A. Gentry","Ucayali","Bosque Nacional A. von Humboldt, Km 86, Pucallpa-Tingo Maria road. Arboretum and adjacent carretera de extracción.","-75.16666","-8.66666",NA,"270.00000000",NA,"Coronel Portillo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80-26","1",NA
