"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","recordNumber","phylum","order","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","infraspecificEpithet","typeStatus","fieldNumber","individualCount","relatedCatalogItem","sex"
"214","2020-10-01 14:16:04-03","JBB","HEPH","28585","S","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex Schmidt) Lundell","Silvestre Silva, J","2007","Silvestre Silva, J; Ribeiro, GHPM; Solórzano, A","2007","10","05","Brasil","Distrito Federal","Brasília","ARIE do Cerradão, ARIE do Cerradão","-47.816667","-15.85","-47.816667","-15.85",NA,NA,NA,"Southern America",NA,NA,"125","Dicotyledon","Caryophyllales",NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA
"215","2020-10-01 14:16:04-03","JBB","HEPH","36250","S","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex Schmidt) Lundell","Rosa, PO","2020","Rosa, PO; Soares, ACA","2019","11","12","Brasil","Goiás","Alto Paraíso de Goiás","Fazenda Oréades, Região da Chapada dos Veadeiros - Trilha Ecohistórica (Catras)","-47.900556","-14.226389","-47.900556","-14.226389",NA,NA,NA,"Southern America",NA,NA,"2533","Dicotyledon","Caryophyllales","660","660",NA,NA,"02",NA,NA,NA,NA,NA,NA,NA,NA
"216","2020-10-01 14:16:04-03","JBB","HEPH","3826","S","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex Schmidt) Lundell","Udulustch, RG; Rampin, VT","2008","Proença, CEB","1984","09","13","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília Córrego Cabeça de Veado","-47.866667","-15.85","-47.866667","-15.85",NA,NA,NA,"Southern America",NA,NA,"406","Dicotyledon","Caryophyllales","1025","1025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2020-10-01 14:16:04-03","JBB","HEPH","6049","S","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex Schmidt) Lundell","Salles, AEH","1985","Salles, AEH","1985","10","22","Brasil","Distrito Federal","Planaltina","Estação Ecológica de Águas Emendadas, Estação Ecológica de Águas Emendadas","-47.55","-15.516667","-47.55","-15.516667",NA,NA,NA,"Southern America",NA,NA,"289","Dicotyledon","Caryophyllales","1025","1025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2020-10-01 14:16:04-03","JBB","HEPH","7060","S","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex Schmidt) Lundell","Oliveira, PEAM de","2008","Oliveira, PEAM de","1990","08","30","Brasil","Distrito Federal","Brasília","Jardim Botânico de Brasília","-47.85","-15.85","-47.85","-15.85",NA,NA,NA,"Southern America",NA,NA,"1523","Dicotyledon","Caryophyllales","1025","1025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2020-10-01 14:16:04-03","JBB","HEPH","8277","S","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex Schmidt) Lundell","Ramos, AE","1993","Ramos, AE","1993","10","01","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília - Área do Projeto Aguas do Cerrado","-47.85","-15.866667","-47.85","-15.866667",NA,NA,NA,"Southern America",NA,NA,"128","Dicotyledon","Caryophyllales","1025","1025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2020-10-01 14:16:04-03","JBB","HEPH","8288","S","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex Schmidt) Lundell","Fernandes, CM","2008","Bulhões, B","1993","09","29","Brasil","Distrito Federal","Brasília","Jardim Botânico de Brasília próximo a Quadra C","-47.85","-15.866667","-47.85","-15.866667",NA,NA,NA,"Southern America",NA,NA,"20","Dicotyledon","Caryophyllales","1025","1025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2020-10-01 14:16:04-03","JBB","HEPH","8289","S","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex Schmidt) Lundell","Udulustch, RG; Rampin, VT","2000","Bulhões, B","1993","09","29","Brasil","Distrito Federal","Brasília","Jardim Botânico de Brasília próximo a quadra C","-47.85","-15.866667","-47.85","-15.866667",NA,NA,NA,"Southern America",NA,NA,"21","Dicotyledon","Caryophyllales","1025","1025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2020-10-01 14:16:04-03","JBB","HEPH","8296","S","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex Schmidt) Lundell","Udulustch, RG; Rampin, VT","2008","Boaventura, M","1993","10","04","Brasil","Distrito Federal","Brasília","Jardim Botânico de Brasília Trilha de saída","-47.85","-15.866667","-47.85","-15.866667",NA,NA,NA,"Southern America",NA,NA,"16","Dicotyledon","Caryophyllales","1025","1025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2020-10-01 14:16:04-03","JBB","HEPH","8325","S","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex Schmidt) Lundell","Fernandes, CM","2008","Lima, IV","1993","09","14","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília","-47.85","-15.866667","-47.85","-15.866667",NA,NA,NA,"Southern America",NA,NA,"122","Dicotyledon","Caryophyllales","1025","1025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2020-10-01 14:16:04-03","JBB","HEPH","8382","S","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex Schmidt) Lundell","Udulustch, RG; Rampin, VT",NA,"Caetano, VJ","1993","10","14","Brasil","Distrito Federal","Brasília","Jardim Botânico de Brasília Trilha da Entrada","-47.85","-15.866667","-47.85","-15.866667",NA,NA,NA,"Southern America",NA,NA,"22","Dicotyledon","Caryophyllales","1025","1025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2020-10-01 14:16:04-03","JBB","HEPH","8503","S","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex Schmidt) Lundell","Munhoz, CBR","1993","Nóbrega, MGG","1993","11","05","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília - Área do Projeto Aguas do Cerrado","-47.85","-15.866667","-47.85","-15.866667",NA,NA,NA,"Southern America",NA,NA,"261A","Dicotyledon","Caryophyllales","1025","1025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2020-10-01 14:16:04-03","JBB","HEPH","27173","S","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex Schmidt) Lundell","Reis, GC; Oliveira, MS","2010","Rosário, RF do","2010","09","14","Brasil","Distrito Federal","Brasília","Área de Relevante Interesse Ecológico - Granja do Ipê","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,"Southern America",NA,NA,"13","Dicotyledon","Caryophyllales",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2020-10-01 14:16:04-03","JBB","HEPH","2702","S","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex Schmidt) Lundell","Fernandes, CM","1982","Maury, CM","1982","09","10","Brasil","Distrito Federal","Brasília","Estação Ecológica de Águas Emendadas","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,"Southern America",NA,NA,"223","Dicotyledon","Caryophyllales",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2020-10-01 14:16:04-03","JBB","HEPH","2719","S","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex Schmidt) Lundell","Fernandes, CM","1982","Maury, CM","1982","09","10","Brasil","Distrito Federal","Brasília","Estação Ecológica de Águas Emendadas","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,"Southern America",NA,NA,"194","Dicotyledon","Caryophyllales",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2020-10-01 14:16:04-03","JBB","HEPH","8582","S","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex Schmidt) Lundell","Munhoz, CBR",NA,"Lima, IV","1993","11","24","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília - Córrego Cabeca de Veado","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,"Southern America",NA,NA,"307A","Dicotyledon","Caryophyllales",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2020-10-01 14:16:04-03","JBB","HEPH","30768","S","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex Schmidt) Lundell","Oliveira, MS","2014","Soares, ACA; et al.","2014","10","17","Brasil","Distrito Federal","Brasília","Estação Ecológica Jardim Botânico de Brasília, área do Cristo Redentor, acima do Morro do Urubu","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,"Southern America",NA,NA,"332","Dicotyledon","Caryophyllales",NA,NA,"70570","auto","10","17",NA,NA,NA,NA,NA,NA,NA
"231","2020-10-01 14:16:04-03","JBB","HEPH","8226","S","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex Schmidt) Lundell","Ramos, AE",NA,"Ramos, AE","1993","09","16","Brasil","Distrito Federal","Brasília","Jardim Botânico de Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,"Southern America",NA,NA,"98A","Dicotyledon","Caryophyllales",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2020-10-01 14:16:04-03","JBB","HEPH","13498","S","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex Schmidt) Lundell","Udulustch, RG; Rampin, VT","2008","Nóbrega, MGG","1997","11","14","Brasil","Distrito Federal","Brasília","Jardim Botânico de Brasília próximo ao Centro de visitantes","-47.9296989440918","-15.7797002792358",NA,NA,"Carpoteca n° 107",NA,NA,"Southern America",NA,NA,"844","Dicotyledon","Caryophyllales",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2020-10-01 14:16:04-03","JBB","HEPH","19343","S","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex Schmidt) Lundell","Ramos, AE","2003","Nóbrega, MGG","2003","06","07","Brasil","Distrito Federal","Brasília","Parque Cortado próximo ao Setor Habitacional Primavera","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,"Southern America",NA,NA,"1907","Dicotyledon","Caryophyllales",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2020-10-01 14:16:04-03","JBB","HEPH","12753","S","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex Schmidt) Lundell","Oliveira, RC","1996","Oliveira, RC","1996","11","12","Brasil","Maranhão","Balsas","Projeto Geral de Balsas Lote 16 área recém queimada","-46.0355987548828","-7.53249979019165",NA,NA,NA,NA,NA,"Southern America",NA,NA,"458","Dicotyledon","Caryophyllales",NA,NA,"222094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2020-10-01 14:16:04-03","JBB","HEPH","6822","S","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex Schmidt) Lundell","Salles, AEH","1989","Salles, AEH","1989","09","06","Brasil","Minas Gerais","Paracatu","80km de Paracatu - MG, Reserva da Campo (Reserva numero 01)","-46.874698638916","-17.2222003936768",NA,NA,NA,NA,NA,"Southern America",NA,NA,"1501A","Dicotyledon","Caryophyllales",NA,NA,"72344","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2020-10-01 14:16:04-03","JBB","HEPH","6506","S","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex Schmidt) Lundell","Salles, AEH","1995","Salles, AEH","1989","09","04","Brasil","Minas Gerais","Paracatu","80km de Paracatu - MG, Reserva numero 01","-46.874698638916","-17.2222003936768",NA,NA,NA,NA,NA,"Southern America",NA,NA,"1174","Dicotyledon","Caryophyllales",NA,NA,"72344","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2020-10-01 14:16:04-03","JBB","HEPH","6494","S","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex Schmidt) Lundell","Salles, AEH","1989","Salles, AEH","1989","09","03","Brasil","Minas Gerais","Paracatu","80km de Paracatu - MG, Reserva numero 01","-46.874698638916","-17.2222003936768",NA,NA,NA,NA,NA,"Southern America",NA,NA,"1161","Dicotyledon","Caryophyllales",NA,NA,"72344","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2020-12-11 11:39:42-03","UFMG","BHCB","194262","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex Schmidt) Lundell",NA,"2018","Oliveira, DMG; Perillo, LN; Stehmann, JR; Paucar, JOA; Tabosa, FRS","2017","12","14","Brasil","Minas Gerais","Monte Azul","Parque Estadual Caminho dos Gerais","-43.018889","-15.084167","-43.018889","-15.084167","Arbusto; Frutos maduros cor vinho.","BHCB194262",NA,"Southern America",NA,NA,"310","Dicotyledon",NA,"1088","1088",NA,NA,"10","02",NA,NA,NA,NA,NA,NA,NA
"239","2020-12-11 11:39:42-03","UFMG","BHCB","39822","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex Schmidt) Lundell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","2020-12-11 11:39:42-03","UFMG","BHCB","4771","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex Schmidt) Lundell",NA,NA,"Grandi, TSM; et al.","1980","09","10","Brasil","Distrito Federal","Brasília","Fazenda Água Limpa","-47.9","-15.95","-47.9","-15.95","Campo-cerrado;mata galeria;arbóreo;",NA,NA,"Southern America",NA,NA,"s.n.","Dicotyledon",NA,"1070","1070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","2020-12-11 11:39:42-03","UFMG","BHCB","48992","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex Schmidt) Lundell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2020-12-11 11:39:42-03","UFMG","BHCB","49863","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex Schmidt) Lundell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","2020-12-11 11:39:42-03","UFMG","BHCB","49870","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex Schmidt) Lundell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2020-12-11 11:39:42-03","UFMG","BHCB","10859","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex Schmidt) Lundell",NA,"2018","Taylor, NP; Zappi, DC; Eggi, U","1991","01","28","Brasil","Minas Gerais","Monte Azul",NA,"-42.874698638916","-15.1549997329712",NA,NA,NA,"BHCB046942",NA,"Southern America",NA,NA,"1479","Dicotyledon",NA,NA,NA,"41110","auto","12","14",NA,NA,NA,NA,NA,NA,NA
"245","2020-12-11 11:39:42-03","UFMG","BHCB","3135","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex Schmidt) Lundell",NA,"2018","Gontijo, TA","1990","10","18","Brasil","Minas Gerais","Paraopeba",NA,"-44.4042015075684","-19.2744007110596",NA,NA,"Cerrado",NA,NA,"Southern America",NA,NA,"s.n.","Dicotyledon",NA,NA,NA,"26090","auto","12","13",NA,NA,NA,NA,NA,NA,NA
"246","2020-12-11 11:39:42-03","UFMG","BHCB","3133","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex Schmidt) Lundell",NA,"2018","Gontijo, TA","1989","09","09","Brasil","Minas Gerais","Paraopeba",NA,"-44.4042015075684","-19.2744007110596",NA,NA,"Cerrado;","BHCB046945",NA,"Southern America",NA,NA,"s.n.","Dicotyledon",NA,NA,NA,"26090","auto","12","13",NA,NA,NA,NA,NA,NA,NA
"247","2021-03-10 17:21:23-03","UFMG","BHCB","5368","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex Schmidt) Lundell",NA,"2018","Gontijo, TA","1989","09","04","Brasil","Minas Gerais","Paraopeba",NA,"-44.4042015075684","-19.2744007110596",NA,NA,"Arbusto; Cerrado","BHCB046946",NA,"Southern America",NA,NA,"s.n.","Dicotyledon",NA,NA,NA,"26090","auto","12","13",NA,NA,NA,NA,NA,NA,NA
"248","2020-12-11 11:39:42-03","UFMG","BHCB","3142","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex Schmidt) Lundell",NA,"2018","Gontijo, TA","1989","09","06","Brasil","Minas Gerais","Paraopeba",NA,"-44.4042015075684","-19.2744007110596",NA,NA,"Cerrado.","BHCB046948",NA,"Southern America",NA,NA,"s.n.","Dicotyledon",NA,NA,NA,"26090","auto","12","13",NA,NA,NA,NA,NA,NA,NA
"249","2020-12-11 11:39:42-03","UFMG","BHCB","3138","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex Schmidt) Lundell",NA,NA,"Gontijo, TA","1990","10","04","Brasil","Minas Gerais","Paraopeba",NA,"-44.4042015075684","-19.2744007110596",NA,NA,"Cerrado;",NA,NA,"Southern America",NA,NA,"s.n.","Dicotyledon",NA,NA,NA,"26090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2020-12-11 11:39:42-03","UFMG","BHCB","3137","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex Schmidt) Lundell",NA,"2018","Gontijo, TA","1990","10","25","Brasil","Minas Gerais","Paraopeba",NA,"-44.4042015075684","-19.2744007110596",NA,NA,"Cerrado","BHCB046941",NA,"Southern America",NA,NA,"s.n.","Dicotyledon",NA,NA,NA,"26090","auto","12","14",NA,NA,NA,NA,NA,NA,NA
"251","2020-12-11 11:39:42-03","UFMG","BHCB","14260","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex Schmidt) Lundell",NA,"2018","Pedralli, G; Stehmann, JR; Teixeira, MCB","1987","10","09","Brasil","Minas Gerais","Leme do Prado","Acauã. Rio Araçuai, Entre Acauã e Minas Novas.","-42.6925010681152","-17.0832996368408",NA,NA,"Arboreo","BHCB046939",NA,"Southern America",NA,NA,"s.n.","Dicotyledon",NA,NA,NA,"17527","auto","12","14",NA,NA,NA,NA,NA,NA,NA
"252","2020-12-11 11:39:42-03","UFMG","BHCB","95348","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex Schmidt) Lundell",NA,NA,"Echternacht, LA; Dornas, T","2004","09","25","Brasil","Minas Gerais","Carmópolis de Minas","Estação Ecológica Estadual da Mata do Cedro.","-44.6349983215332","-20.5414009094238",NA,NA,"Arbórea (ca. 10m) em capoeira de Floresta Estacional Semidecidual. Em botões.",NA,NA,"Southern America",NA,NA,"659","Dicotyledon",NA,NA,NA,"18828","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2020-12-11 11:39:42-03","UFMG","BHCB","61796","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex Schmidt) Lundell",NA,NA,"Matoso, S","2001","07","03","Brasil","Minas Gerais","Brasilândia de Minas","Fazenda Brejão.","-46.0093994140625","-17.0097007751465",NA,NA,"Arbórea, flor branca.; Arbórea/ flor branca","BHCB002260","BHCB002260","Southern America",NA,NA,"48","Dicotyledon",NA,NA,NA,"51681","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","2020-12-11 11:39:42-03","UFMG","BHCB","98804","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex Schmidt) Lundell",NA,NA,"Tameirão Neto, E","2005","09","10","Brasil","Minas Gerais","Itacambira","Fazenda Tamanduá - Plantar MG 15.","-43.3088989257812","-17.0646991729736",NA,NA,"Cerrado, arbóreo",NA,NA,"Southern America",NA,NA,"4010","Dicotyledon",NA,NA,NA,"48089","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","2020-12-11 11:39:42-03","UFMG","BHCB","13392","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex Schmidt) Lundell",NA,NA,"Pedralli, MCT; Stehmann, JR","1987","10","10","Brasil","Minas Gerais","Minas Novas","Mata de Acauã.","-42.5903015136719","-17.218599319458",NA,NA,NA,NA,NA,"Southern America",NA,NA,"s.n.","Dicotyledon",NA,NA,NA,"54253","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","2020-12-11 11:39:42-03","UFMG","BHCB","71966","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex Schmidt) Lundell",NA,NA,"Barreto, HLM",NA,NA,NA,"Brasil","Minas Gerais","Belo Horizonte","Parque Vera Cruz","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,"Southern America",NA,NA,"7217","Dicotyledon",NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2020-12-11 11:39:42-03","UFMG","BHCB","179492","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex Schmidt) Lundell",NA,"2015","Carmo, FF","2010","11","22","Brasil","Minas Gerais","Riacho dos Machados","Peixe Bravo","-43.0494003295898","-16.0060997009277",NA,NA,"Coletada em afloramento de canga.","BHCB036012","BHCB036012","Southern America",NA,NA,"5275","Dicotyledon",NA,NA,NA,"39016","auto","10","27",NA,NA,NA,NA,NA,NA,NA
"258","2020-12-11 11:39:42-03","UFMG","BHCB","56830","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex Schmidt) Lundell",NA,"2018","Salino, A","2001","01","03","Brasil","Minas Gerais","Arinos","Rio Piratinga.","-46.105598449707","-15.9168996810913",NA,NA,"Arbusto com 1,5m de altura, no cerrado. Folhas cartáceas, frutos imaturos verdes.; Cerrado","BHCB046943",NA,"Southern America",NA,NA,"5708","Dicotyledon",NA,NA,NA,"73882","auto","12","13",NA,NA,NA,NA,NA,NA,NA
"259","2020-12-11 11:39:42-03","UFMG","BHCB","71970","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex Schmidt) Lundell",NA,NA,"Barreto, HLM",NA,NA,NA,"Brasil","Minas Gerais","Belo Horizonte","Serra do Taquaril.","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,"Southern America",NA,NA,"7216","Dicotyledon",NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2020-12-11 11:39:42-03","UFMG","BHCB","71968","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex Schmidt) Lundell",NA,NA,"Oliveira, JE",NA,NA,NA,"Brasil","Minas Gerais","Belo Horizonte","Serra do Taquaril.","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,"Southern America",NA,NA,"1200","Dicotyledon",NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","2020-12-11 11:39:42-03","UFMG","BHCB","71967","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex Schmidt) Lundell",NA,NA,"Barreto, HLM",NA,NA,NA,"Brasil","Minas Gerais","Belo Horizonte","Villa Independência.","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,"Southern America",NA,NA,"7218","Dicotyledon",NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","2021-03-24 17:18:13-03","UFMA","MAR","992","S","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex J.A. Schmidt) Lundell","L. Y. Th. Wesytra","1973","Ilse S. Gottsberger","1972","10","26","Brasil","São Paulo","Botucatu",NA,"-48.440278","-22.880556","48º26'25W","22º52'50S","Cerrado vegetation, xeremorphic tree and scrub woodland form, on gentle slope.",NA,NA,NA,NA,NA,"524",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2021-03-24 17:18:13-03","UFMA","MAR","990","S","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex J.A. Schmidt) Lundell","I. S. Gottsberger","1973","Ilse S. Gottsberger","1973","10","04","Brasil","São Paulo","Botucatu",NA,"-48.440278","-22.880556","48º26'25W","22º52'50S","Cerrado vegetation, xeremorphic tree and scrub woodland form, on gentle slope.",NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","2021-03-24 17:18:13-03","UFMA","MAR","991","S","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex J.A. Schmidt) Lundell","I. S. Gottsberger","1972","Ilse S. Gottsberger","1972","05","10","Brasil","São Paulo","Botucatu",NA,"-48.440278","-22.880556","48º26'25W","22º52'50S","Cerrado vegetation, xeremorphic tree and scrub woodland form, on gentle slope.",NA,NA,NA,NA,NA,"252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","2021-03-24 17:18:13-03","UFMA","MAR","989","S","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex J.A. Schmidt) Lundell","I. S. Gottsberger","1974","Ilse S. Gottsberger","1972","09","28","Brasil","São Paulo","Botucatu",NA,"-48.440278","-22.880556","48º26'25W","22º52'50S","Cerrado vegetation, xeremorphic tree and scrub woodland form, on gentle slope.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
