"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","year","month","day","county","locality","decimalLongitude","decimalLatitude","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2016-09-27 13:48:00-03","NY","NYBG","428445","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Licania","kunthiana","Licania kunthiana",NA,"isotype","R. Schomburgk","728","South America","Guyana",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=446038' target='other'> <mi>dwc_moreinfo</mi></a>","NY00428445",NA,NA,NA,NA,NA,NA,NA,"NY00428445_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00835874","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Licania","kunthiana","Licania kunthiana","Hook.f.",NA,"D. C. Daly","D181","South America","Brazil","Maranhão","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=919318' target='other'> <mi>dwc_moreinfo</mi></a>","NY00835874","1980","09","22","Zé Doca","Km 155 of Br 316","-45.67","-3","NY00835874_01","G. T. Prance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","378461","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Licania","kunthiana","Licania kunthiana","Hook.f.",NA,"I. A. Silva","94","South America","Brazil","Espírito Santo","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=446018' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378461","1979","10","18","Linhares","Reserva Florestal da CVRD. Estr. 223 km 0,040, lado direito. Proximo a torre","-40.0719","-19.3911","NY00378461_01","G. T. Prance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00835926","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Licania","kunthiana","Licania kunthiana","Hook.f.",NA,"E. P. Heringer","14074","South America","Brazil","Goiás","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=919327' target='other'> <mi>dwc_moreinfo</mi></a>","NY00835926","1974","12","18","Caldas Novas","At headwaters of the creek, Rio Quente, at the hotel, Pousada do Rio Quente, at foot of west slope of the Serra de Caldas, 13 km due WSW of city of Caldas Novas.","-48.75","-17.8","NY00835926_01","G. T. Prance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00835862","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Licania","kunthiana","Licania kunthiana","Hook.f.",NA,"J. A. Rizzo","2089","South America","Brazil","Goiás","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=919227' target='other'> <mi>dwc_moreinfo</mi></a>","NY00835862","1968","09","04","Senador Canedo","De Goiânia a Leopoldo de Bulhoes. 18 km. de Goiânia","-49.10185","-16.6176","NY00835862_01","G. T. Prance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01253589","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Licania","kunthiana","Licania kunthiana","Hook.f.",NA,"R. S. Cowan","38270","South America","Brazil","Amapá","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1515337' target='other'> <mi>dwc_moreinfo</mi></a>","NY01253589","1954","11","12",NA,"Serra do Navio, Rio Amapari. Slopes of Macaco.",NA,NA,"NY01253589_01","G. T. Prance","270","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00835867","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Licania","kunthiana","Licania kunthiana","Hook.f.",NA,"B. A. S. Pereira","1233","South America","Brazil","Distrito Federal","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=919253' target='other'> <mi>dwc_moreinfo</mi></a>","NY00835867","1984","12","11","Brasília","Bacia do Rio Sao Bartolomeu, ao lado da ponte sobre o rio Sao Bartolomeum na BR-251","-47.9294","-15.7797","NY00835867_01","G. T. Prance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00835860","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Licania","kunthiana","Licania kunthiana","Hook.f.",NA,"Y. E. J. Mexia","5409","South America","Brazil","Minas Gerais","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=919189' target='other'> <mi>dwc_moreinfo</mi></a>","NY00835860","1930","12","15","Viçosa","Viçosa, Agricultural College lands; hill northwest of Director's house","-42.868031","-20.7613428","NY00835860_01","G. T. Prance","675","675",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01253588","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Licania","kunthiana","Licania kunthiana","Hook.f.",NA,"W. A. Archer","8076","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1515275' target='other'> <mi>dwc_moreinfo</mi></a>","NY01253588","1942","12","29","Belém","South forest, I.A.N.","-48.4447503","-1.4380977","NY01253588_01","G. T. Prance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01197851","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Licania","kunthiana","Licania kunthiana","Hook.f.",NA,"P. Fiaschi","2205","South America","Brazil","Bahia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1097059' target='other'> <mi>dwc_moreinfo</mi></a>","NY01197851","2004","04","02","Uruçuca","Estrada de Serra Grande para Uruçuca. Área do inventário do plano de manejo do Parque Estadual da Serra do Conduru. Mata da torre do celular","-39.115","-14.4997","NY01197851_01","G. T. Prance","380","380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","378449","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Licania","kunthiana","Licania kunthiana","Hook.f.",NA,"G. T. Prance","4808","South America","Brazil","Pernambuco","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=446001' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378449","1967","04","15","Recife","Forest of Dois Irmaos, Recife","-34.950715","-8.007784",NA,"G. T. Prance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01253583","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Licania","kunthiana","Licania kunthiana","Hook.f.",NA,"J. M. Pires","14910","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1515251' target='other'> <mi>dwc_moreinfo</mi></a>","NY01253583","1974","09","18","Belém","IPEAN.","-48.4447503","-1.4380977","NY01253583_01","G. T. Prance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","378467","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Licania","kunthiana","Licania kunthiana","Hook.f.",NA,"F. C. Hoehne",NA,"South America","Brazil","São Paulo","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=446012' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378467","1931","03","25","Sao Paulo","Nativa no Jardim Botánico (Parque do Estado)","-46.618358","-23.646109","NY00378467_01","G. T. Prance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00867103","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Licania","kunthiana","Licania kunthiana","Hook.f.",NA,"D. G. Campbell","6476","South America","Brazil","Acre","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983942' target='other'> <mi>dwc_moreinfo</mi></a>","NY00867103","1985","10","10",NA,"Upper Río Moa near Fazenda Arizona.","-73.65","-7.48","NY00867103_01","G. T. Prance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00835889","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Licania","kunthiana","Licania kunthiana","Hook.f.",NA,"M. A. Lopes","176","South America","Brazil","Minas Gerais","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=919232' target='other'> <mi>dwc_moreinfo</mi></a>","NY00835889","1984","02","22","Caratinga","Est. Biol. de Caratinga. Matão","-42.1392","-19.7897","NY00835889_01","G. T. Prance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","335285","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Licania","kunthiana","Licania kunthiana","Hook.f.",NA,"D. B. Fanshawe","F841a","South America","Guyana",NA,"sheet","The Collection Number (Field Number on this label) F841a indicates that Fanshawe was the collector. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=446000' target='other'> <mi>dwc_moreinfo</mi></a>","NY00335285","1942","09","04",NA,"British Guiana: Mazaruni Station",NA,NA,NA,"G. T. Prance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00835865","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Licania","kunthiana","Licania kunthiana","Hook.f.",NA,"P. M. Andrade","420","South America","Brazil","Minas Gerais","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=919233' target='other'> <mi>dwc_moreinfo</mi></a>","NY00835865","1984","09","27","Caratinga","Est. Biol. de Caratinga. Matão","-42.1392","-19.7897","NY00835865_01","G. T. Prance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01253602","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Licania","kunthiana","Licania kunthiana","Hook.f.",NA,"N. A. Rosa","2308","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1515431' target='other'> <mi>dwc_moreinfo</mi></a>","NY01253602","1978","01","30",NA,"Amazonas, margens do R. da serra Aracá","-63.3745909","0.9016571","NY01253602_01","G. T. Prance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01292618","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Licania","kunthiana","Licania kunthiana","Hook.f.",NA,"G. T. Prance","1564","South America","Brazil","Pará","boxed","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1537623' target='other'> <mi>dwc_moreinfo</mi></a>","NY01292618","1965","10","08",NA,"Rios Pacaja and Muirapiranga. Banks of Rio Muirapiranga.","-50.75","-2.72","NY01292618_01 NY01292618_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00835873","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Licania","kunthiana","Licania kunthiana","Hook.f.",NA,"R. M. Harley","10660","South America","Brazil","Mato Grosso","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=919314' target='other'> <mi>dwc_moreinfo</mi></a>","NY00835873","1968","10","14",NA,"Near base camp","-51.77","-12.82","NY00835873_01","G. T. Prance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00835881","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Licania","kunthiana","Licania kunthiana","Hook.f.",NA,"G. T. Prance","58643","South America","Brazil","Tocantins","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=919176' target='other'> <mi>dwc_moreinfo</mi></a>","NY00835881","1964","08","10",NA,"Road Estreita to Tocantinopólis.",NA,NA,"NY00835881_01","G. T. Prance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00835888","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Licania","kunthiana","Licania kunthiana","Hook.f.",NA,"G. M. Christenson","GMC1155","South America","Brazil","Mato Grosso do Sul","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=919230' target='other'> <mi>dwc_moreinfo</mi></a>","NY00835888","1979","09","13","Coxim","50 km. north of city","-54.7597","-18.5069","NY00835888_01","G. T. Prance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00835900","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Licania","kunthiana","Licania kunthiana","Hook.f.",NA,"P. E. Gibbs","2837","South America","Brazil","Goiás","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=919323' target='other'> <mi>dwc_moreinfo</mi></a>","NY00835900","1976","09","09","Caldas Novas","A 1 km da ponte do Rio Corumbá","-48.60645","-18.0575","NY00835900_01","G. T. Prance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","378466","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Licania","kunthiana","Licania kunthiana","Hook.f.",NA,"F. C. Hoehne",NA,"South America","Brazil","São Paulo","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=446011' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378466","1931","03","25","Sao Paulo","Nativa no Jardim Botánico (Parque do Estado)","-46.618358","-23.646109","NY00378466_01","G. T. Prance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","01253590","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Licania","kunthiana","Licania kunthiana","Hook.f.",NA,"D. C. Daly","1117","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1515339' target='other'> <mi>dwc_moreinfo</mi></a>","NY01253590","1981","10","31",NA,"Approx. 30-35 km from Tucurui; 25 km S on Old BR 422, then 5-10 km E on Old railroad bed.","-49.6735668","-3.9906516","NY01253590_01","G. T. Prance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01253516","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Licania","kunthiana","Licania kunthiana","Hook.f.",NA,"G. T. Prance","2022","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1514636' target='other'> <mi>dwc_moreinfo</mi></a>","NY01253516","1965","11","07",NA,"Km 60, vicinity of Piritoro.",NA,NA,NA,"G. T. Prance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00835859","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Licania","kunthiana","Licania kunthiana","Hook.f.",NA,"R. de Lemos Fróes","2004","South America","Brazil","Maranhão","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=919183' target='other'> <mi>dwc_moreinfo</mi></a>","NY00835859","1932","11","28",NA,"Maracassumé River Region; Campo de Boa Esperanca.",NA,NA,"NY00835859_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","02695692","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Licania","kunthiana","Licania kunthiana","Hook.f.",NA,"B. A. S. Pereira","3244","South America","Brazil","Minas Gerais","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2980469' target='other'> <mi>dwc_moreinfo</mi></a>","NY02695692","1996","11","21","Paracatú","Km 10 da Rodovia MG-188 (Paracatú/Guarda Mor).","-47.33","-17.33","NY02695692_01",NA,"700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01292616","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Licania","kunthiana","Licania kunthiana","Hook.f.",NA,"G. T. Prance","2022","South America","Brazil","Pará","boxed","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1537618' target='other'> <mi>dwc_moreinfo</mi></a>","NY01292616","1965","11","07",NA,"Km 60, vicinity of Piritoro.",NA,NA,"NY01292616_01 NY01292616_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","378465","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Licania","kunthiana","Licania kunthiana","Hook.f.",NA,"O. Handro",NA,"South America","Brazil","São Paulo","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=446010' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378465","1933","05","02","Sao Paulo","Nativa no Jardim Botánico","-46.618358","-23.646109","NY00378465_01","G. T. Prance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","378472","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Licania","kunthiana","Licania kunthiana","Hook.f.",NA,"J. Miers","814","South America","Brazil","Rio de Janeiro","sheet","Coll. before Jul, 1878 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=446004' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378472","1878","07",NA,NA,NA,NA,NA,"NY00378472_01","G. T. Prance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","378451","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Licania","kunthiana","Licania kunthiana","Hook.f.",NA,"O. Handro",NA,"South America","Brazil","São Paulo","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=446007' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378451","1933","05","02","Sao Paulo","Nativa no Jardim Botanico","-46.618358","-23.646109","NY00378451_01","G. T. Prance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00194505","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Licania","kunthiana","Licania kunthiana","Hook.f.",NA,"W. L. Balée","2499","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=446034' target='other'> <mi>dwc_moreinfo</mi></a>","NY00194505","1986","06","13",NA,"Xingu River. Assurini Indians","-52.5854588","-7.2040035","NY00194505_01","G. T. Prance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
