"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","identifiedBy","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","dayIdentified","class","coordinatePrecision","geoFlag","individualCount","fieldNumber","sex"
"12","2020-02-08 08:49:49-03","NBC","NL-BOTANY","L.1299933","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Gochnatia","cordata",NA,"Gochnatia cordata","Less.",NA,"Pabst GFJ",NA,NA,NA,"Southern America","Brazil",NA,"Rio Grande do Sul, Pôrto Alegre, Chaca das Pedras, pr. Petrópolis.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1299933 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1299933","NL-L1299933",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"13","2019-08-27 13:27:32-03","IAP","PACA-AGP","38977","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Gochnatia","cordata",NA,"Gochnatia cordata","Less.",NA,"Rambo, B.",NA,"1948","12",NA,"Brasil","RS","Chac. Itapoan",NA,"VULNERÁVEL&nf;SEM MATERIAL - fl. novissimo Habitat: in campestribus saxosis dumetosis Fenofase: flor","PACA038977",NA,"18","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,"Emrich-Rambo","1954","07",NA,NA,NA,"02","Magnoliatae","29946","auto",NA,NA,NA
"14","2019-08-27 13:27:32-03","IAP","PACA-AGP","46591","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Gochnatia","cordata",NA,"Gochnatia cordata","Less.",NA,"Rambo, B.",NA,"1950","04",NA,"Brasil","RS","Itapoã",NA,"VULNERÁVEL&nf;SEM MATERIAL Habitat: in campestribus arenosis dumetosis Fenofase: flor","PACA046591",NA,"03","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,"Emrich-Rambo","1954","07",NA,NA,NA,"02","Magnoliatae","29946","auto",NA,NA,NA
"15","2019-08-27 13:27:32-03","IAP","PACA-AGP","41315","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Gochnatia","cordata",NA,"Gochnatia cordata","Less.",NA,"Rambo, B.",NA,"1949","04",NA,"Brasil","RS","Morro Santa Teresa",NA,"VULNERÁVEL&nf;SEM MATERIAL Habitat: in campestribus dumetosis Fenofase: flor","PACA041315",NA,"29","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,"Emrich-Rambo","1954","07",NA,NA,NA,"02","Magnoliatae","29946","auto",NA,NA,NA
"16","2019-08-27 13:27:32-03","IAP","PACA-AGP","107922","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Gochnatia","cordata",NA,"Gochnatia cordata","Less.",NA,"Sehnem, A.",NA,"1936","01",NA,"Brasil","RS","Cume do Morro das Cabras e campo Morro Santa Thereza",NA,NA,"PACA107922",NA,"02","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliatae","29946","auto",NA,NA,NA
"17","2019-08-27 13:27:44-03","IAP","PACA-AGP","70599","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Moquiniastrum","cordatum",NA,"Moquiniastrum cordatum","(Less.) G. Sancho",NA,"M. Sobral","5406","1986","12",NA,"Brasil","RS",NA,NA,"VULNERÁVEL&nf;Herb. ICN; arb. 1-1,8 m Habitat: na beira da estrada","PACA070599",NA,NA,"Cachoeira do Sul","-52.8939018249512","-30.0391998291016",NA,"K.A. Freitas","2014","05",NA,NA,NA,NA,"Magnoliatae","71201","auto",NA,NA,NA
"18","2019-08-27 13:27:44-03","IAP","PACA-AGP","61557","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Moquiniastrum","cordatum",NA,"Moquiniastrum cordatum","(Less.) G. Sancho",NA,"Camargo, O. R.","2674","1957","11",NA,"Brasil","RS",NA,NA,"VULNERÁVEL Habitat: in dumetosis Fenofase: na","PACA061557",NA,"19","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,"K.A. Freitas","2014","05",NA,NA,NA,NA,"Magnoliatae","29946","auto",NA,NA,NA
"19","2019-08-27 13:27:44-03","IAP","PACA-AGP","39442","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Moquiniastrum","cordatum",NA,"Moquiniastrum cordatum","(Less.) G. Sancho",NA,"Rambo, B.","39442","1949","01",NA,"Brasil","RS","Teresopolis",NA,"VULNERÁVEL&nf;cap. novissimo Habitat: in campestribus dumetosis","PACA039442",NA,"04","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,"K.A. Freitas","2014","05",NA,NA,NA,NA,"Magnoliatae","29946","auto",NA,NA,NA
"20","2019-08-27 13:27:44-03","IAP","PACA-AGP","40107","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Moquiniastrum","cordatum",NA,"Moquiniastrum cordatum","(Less.) G. Sancho",NA,"Rambo, B.","40107","1949","01",NA,"Brasil","RS","Vila Manresa",NA,"VULNERÁVEL&nf;cap. novissimis Habitat: in campestribus dumetosis","PACA040107",NA,"22","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,"K.A. Freitas","2014","05",NA,NA,NA,NA,"Magnoliatae","29946","auto",NA,NA,NA
"21","2019-08-27 13:27:44-03","IAP","PACA-AGP","545","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Moquiniastrum","cordatum",NA,"Moquiniastrum cordatum","(Less.) G. Sancho",NA,"Rambo, B.","545","1932","02",NA,"Brasil","RS","Vila Manresa",NA,"VULNERÁVEL Habitat: in campestribus saxosis dumetosis Fenofase: flor","PACA000545",NA,"04","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,"K.A. Freitas","2014","05",NA,NA,NA,NA,"Magnoliatae","29946","auto",NA,NA,NA
"22","2019-08-27 13:27:44-03","IAP","PACA-AGP","58584","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Moquiniastrum","cordatum",NA,"Moquiniastrum cordatum","(Less.) G. Sancho",NA,"Rambo, B.","58584","1956","02",NA,"Brasil","RS","Vila Manresa",NA,"VULNERÁVEL Habitat: in campestribus dumetosis Fenofase: flor","PACA058584",NA,"08","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,"K.A. Freitas","2014","05",NA,NA,NA,NA,"Magnoliatae","29946","auto",NA,NA,NA
"23","2019-08-27 13:27:44-03","IAP","PACA-AGP","40879","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Moquiniastrum","cordatum",NA,"Moquiniastrum cordatum","(Less.) G. Sancho",NA,"Rambo, B.","40879","1949","04",NA,"Brasil","RS","Granja Neugebauer p. Itapoan",NA,"VULNERÁVEL Habitat: in campestribus saxosis dumetosis Fenofase: flor","PACA040879",NA,"03","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,"Emrich-Rambo","1954","07",NA,NA,NA,"02","Magnoliatae","29946","auto",NA,NA,NA
"24","2019-08-27 13:27:44-03","IAP","PACA-AGP","41049","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Moquiniastrum","cordatum",NA,"Moquiniastrum cordatum","(Less.) G. Sancho",NA,"Rambo, B.",NA,"1949","04",NA,"Brasil","RS","Morro Agudo",NA,"VULNERÁVEL Habitat: in rupestribus dumetosis Fenofase: flor","PACA041049",NA,"13","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,"K.A. Freitas","2014","05",NA,NA,NA,NA,"Magnoliatae","29946","auto",NA,NA,NA
"25","2019-08-27 13:27:44-03","IAP","PACA-AGP","66372","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Moquiniastrum","cordatum",NA,"Moquiniastrum cordatum","(Less.) G. Sancho",NA,"J. Mattos","6860","1958","08",NA,"Brasil","RS","Petropolis - Jardim Botanico",NA,"VULNERÁVEL Habitat: no campo","PACA066372",NA,"26","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,"A. Sehnem","1975",NA,NA,NA,NA,NA,"Magnoliatae","29946","auto",NA,NA,NA
"26","2019-08-27 13:27:44-03","IAP","PACA-AGP","40948","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Moquiniastrum","cordatum",NA,"Moquiniastrum cordatum","(Less.) G. Sancho",NA,"Rambo, B.",NA,"1949","04",NA,"Brasil","RS","in summo monte das Cabras",NA,"VULNERÁVEL Habitat: in rupestribus dumetosis Fenofase: flor","PACA040948",NA,"08","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,"K.A. Freitas","2014","05",NA,NA,NA,NA,"Magnoliatae","10287","auto",NA,NA,NA
"27","2019-08-27 13:27:44-03","IAP","PACA-AGP","37343","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Moquiniastrum","cordatum",NA,"Moquiniastrum cordatum","(Less.) G. Sancho",NA,"Rambo, B.","37343","1948","07",NA,"Brasil","RS","in summo monte Sapucaia",NA,"VULNERÁVEL Habitat: in rupestribus dumetosis Fenofase: estéril","PACA037343",NA,"08","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,"K.A. Freitas","2014","05",NA,NA,NA,NA,"Magnoliatae","10287","auto",NA,NA,NA
"28","2019-08-27 13:27:44-03","IAP","PACA-AGP","98685","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Moquiniastrum","cordatum",NA,"Moquiniastrum cordatum","(Less.) G. Sancho",NA,"Sehnem, A.","12158","1971","04",NA,"Brasil","RS","Morro das Cabras",NA,"Habitat: herba in cacumine montis","PACA098685",NA,"18","São Leopoldo","-51.1472015380859","-29.7602996826172","200","K.A. Freitas","2014","05",NA,NA,"200",NA,"Magnoliatae","10287","auto",NA,NA,NA
"29","2021-03-01 16:24:14-03","UNICAMP","UEC","191585","S","Plantae","Magnoliopsida",NA,"Asteraceae","Gochnatia","cordata",NA,"Gochnatia cordata","Less.",NA,"Monge, M","1735","2013","05",NA,"Brazil","Rio Grande do Sul",". Estrada chegando em Alegrete.",NA,"Subarbusto, ramos eretos saindo do solo, indumento com coloração alva, frutos.; Pampa com cerros.","UEC155385","UEC155385","20","Alegrete","-55.8925","-29.753333",NA,"Monge, M",NA,NA,"-55.8925","-29.753333",NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-01-17 11:24:29-02","PUCRS","MPUC","634","S","Plantae",NA,"Asterales","Asteraceae","Gochnatia","cordata",NA,"Gochnatia cordata","Less.",NA,NA,NA,"1943","11","South America","Brasil","RS","Morro Santana",NA,NA,NA,NA,"05","Porto Alegre","-51.2372222222","-30.0191388889",NA,"Ir. Augusto","1943","01","-51.2372222222","-30.0191388889",NA,"01","Magnoliopsida",NA,NA,"1",NA,NA
"31","2019-01-17 11:24:34-02","PUCRS","MPUC","19094","S","Plantae",NA,"Asterales","Asteraceae","Moquiniastrum","cordatum",NA,"Moquiniastrum cordatum","(Less.) G. Sancho",NA,"L. Bohnen",NA,"2008","03","South America","Brasil","RS","Bairro Jardim Botânico",NA,"No campo sujo",NA,NA,"20","Porto Alegre","-51.2372222222","-30.0191388889",NA,"K.A. Freitas","2014","01","-51.2372222222","-30.0191388889",NA,"01","Magnoliopsida",NA,NA,"2","3220",NA
"32","2021-03-16 17:50:58-03","UCS","HUCS","07540","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Moquiniastrum","cordatum",NA,"Moquiniastrum cordatum","(Less.) G. Sancho",NA,"Sobral, M.","5406","1986","10",NA,"Brasil","Rio Grande do Sul","BR 290",NA,"Herbario ICN; Á beira da estrada",NA,NA,NA,"Cachoeira do Sul","-52.8939018249512","-30.0391998291016",NA,"Sobral, M.","1986",NA,NA,NA,NA,NA,NA,"71201","auto",NA,NA,NA
"33","2021-03-16 17:50:58-03","UCS","HUCS","31642","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Moquiniastrum","cordatum",NA,"Moquiniastrum cordatum","(Less.) G. Sancho",NA,"Marchett, F.","494","2006","04",NA,"Brasil","Rio Grande do Sul","Cerro do Tigre",NA,"Em campo rupestre",NA,NA,"21","Alegrete","-55.7919006347656","-29.7831001281738",NA,"Sobral, M.","2007","10",NA,NA,NA,"22",NA,"89305","auto",NA,NA,NA
"34","2020-12-21 16:15:58-03","MBM","MBM","62105","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Gochnatia","cordata",NA,"Gochnatia cordata","Less.",NA,"Schinini, A.; et al.; et al.","17025","1979","02","Southern America","Argentina",NA,NA,NA,NA,"MBM062105","MBM062105","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:15:58-03","MBM","MBM","196272","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Gochnatia","cordata",NA,"Gochnatia cordata","Less.",NA,"Jarenkow, J.A.","1830","1991","02","Southern America","Brazil","Rio Grande do Sul","Ca. 5km ao Sul",NA,NA,"MBM196272","MBM196272","13","Palmares do Sul","-50.5097007751465","-30.2577991485596",NA,"Mondin, C.",NA,NA,NA,NA,NA,NA,NA,"31350","auto",NA,NA,NA
"36","2020-12-21 16:15:58-03","MBM","MBM","15588","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Gochnatia","cordata",NA,"Gochnatia cordata","Less.",NA,"Pabst, G.","9441","1968","12","Southern America","Brazil","Rio Grande do Sul","Chácara da Pedras, para Petrópolis",NA,NA,"MBM015588","MBM015588","01","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,"Barroso, G.M.",NA,NA,NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA
"37","2015-09-04 05:49:12-03","MNHN","RECOLNAT_MNHN_P","P02405669","PreservedSpecimen",NA,NA,NA,"Asteraceae","Gochnatia","cordata","mollissima","Gochnatia cordata mollissima","Hassl.","isotype","Hassler, E.",NA,"1905","3",NA,"Paraguay",NA,"In viciniis Caaguazu","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02405669' target='other'> <mi>dwc_moreinfo</mi></a>","P02405669","P02405669_01 P02405669_02","1",NA,NA,NA,NA,"Roque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9327",NA
"38","2015-09-04 05:49:12-03","MNHN","RECOLNAT_MNHN_P","P02405675","PreservedSpecimen",NA,NA,NA,"Asteraceae","Gochnatia","cordata","mollissima","Gochnatia cordata mollissima","Hassl.",NA,"Hassler, E.",NA,NA,NA,NA,"Paraguai",NA,"Paraguay, in viciniis Caaguazú. Paraguai","hb","Plantae Paraguarienses, Florula Caaguazuensis. Martius. Reçu le 18 janvier 1906 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02405675' target='other'> <mi>dwc_moreinfo</mi></a>","P02405675","P02405675_01",NA,NA,NA,NA,NA,"Roque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9327 a",NA
"39","2015-09-04 05:49:34-03","MNHN","RECOLNAT_MNHN_P","P02405753","PreservedSpecimen",NA,NA,NA,"Asteraceae","Gochnatia","cordata",NA,"Gochnatia cordata","Less.",NA,"Rambo, B.",NA,"1949","4",NA,"Brasil","Rio Grande do Sul","In sumo monte das Cabras. São Leopoldo, Rio Grande do Sul, Sul, Brasil, América do Sul","hb",". . Plan Genera et Species Plantarum Argentinarum <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02405753' target='other'> <mi>dwc_moreinfo</mi></a>","P02405753","P02405753_01","8","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10287","auto",NA,"40948",NA
"40","2015-09-04 05:49:34-03","MNHN","RECOLNAT_MNHN_P","P02405750","PreservedSpecimen",NA,NA,NA,"Asteraceae","Gochnatia","cordata",NA,"Gochnatia cordata","Less.",NA,"Rambo, B.",NA,"1949","4",NA,"Brasil","Rio Grande do Sul","In sumo monte das Cabras. São Leopoldo, Rio Grande do Sul, Sul, Brasil, América do Sul","hb",". . Plan Genera et Species Plantarum Argentinarum <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02405750' target='other'> <mi>dwc_moreinfo</mi></a>","P02405750","P02405750_01","8","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10287","auto",NA,"40948",NA
"41","2010-03-25 09:55:00-03","MO","MOBOT","100263436","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Gochnatia","cordata",NA,"Gochnatia cordata","Less.",NA,"Pedro Jörgensen","Jörgensen 4807",NA,NA,"South America","Paraguay",NA,"In the camp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"42","2011-03-13 17:04:00-03","MO","MOBOT","100263438","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Gochnatia","cordata",NA,"Gochnatia cordata","Less.",NA,"Aurelio Schinini|O. Ahumada|Elsa L. Cabral|Ricardo O. Vanni","Schinini Cacace 17025","1979","2","South America","Argentina","Corrientes","3 Cerros, Co. Nazareno (Co. de Coutinho).",NA,NA,NA,NA,"14","San Martín",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"43","2010-08-24 09:25:00-03","MO","MOBOT","100263439","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Gochnatia","cordata",NA,"Gochnatia cordata","Less.",NA,"F. Sellow","Sellow s.n.","1814",NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"44","2010-06-18 17:22:00-03","MO","MOBOT","2247632","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Gochnatia","cordata",NA,"Gochnatia cordata","Less.",NA,"Arturo E. Burkart|Susana Crespo","Burkart 23169",NA,NA,"South America","Argentina","Entre Ríos","Federación",NA,NA,NA,NA,NA,"Federación","-57.88333","-31.01666",NA,"Freire, S. E.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2008-05-27 22:02:00-03","MO","MOBOT","2456370","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Gochnatia","cordata",NA,"Gochnatia cordata","Less.",NA,"Cláudio A. Mondin","Mondin 1042","1995","9","South America","Brazil","Rio Grande do Sul","Manoel Viana. barragem de Itu, 7 km da vila em direção a rodovia São Borja-Santiago",NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2018-03-27 11:03:00-03","MO","MOBOT","596965","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Gochnatia","cordata",NA,"Gochnatia cordata","Less.",NA,"Elsa M. Zardini|R. Velázquez","Zardini 25817","1991","1","South America","Paraguay","Caaguazú","Arroyo Yuquyry-Arroyo Taruma, 4 km N of Arroyo Yuquyry.",NA,NA,NA,NA,"12",NA,"-55.9166667","-25.2166667",NA,"Hyi-Gyung Kim & R.K. Jansen",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","522",NA
"47","2010-03-25 09:52:00-03","MO","MOBOT","801645","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Gochnatia","cordata",NA,"Gochnatia cordata","Less.",NA,"Elsa M. Zardini|H. Velázquez","Zardini 25532","1991","1","South America","Paraguay","Caaguazú","3 km S of Arroyo Taruma. Cerrado scrub.",NA,NA,NA,NA,"5",NA,"-55.9166667","-25.2",NA,"G. Sancho",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","514",NA
"48","2020-07-22 14:44:00-03","MO","MOBOT","2493350","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Gochnatia","cordata","mollissima","Gochnatia cordata mollissima","Hassl.",NA,"Émile Hassler","Hassler 9327","1905","3","South America","Paraguay","Caaguazú","Caaguazú",NA,NA,NA,NA,NA,NA,"-56.0166667","-25.45",NA,"Cabrera, A. L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
