"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","day","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","dayIdentified","typeStatus","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","687326","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","paucidens","Miconia paucidens","DC.","R. Goldenberg","W. Mantovani","1260","1980","11","South America","Brazil","Martinho Prado, Reserva Biologica da Fazenda Campininha","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=874093' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687326","NY00687326_01","17","São Paulo","Moji-Guaçu","-47.164784","-22.242395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-02-18 09:30:10-03","UNESP-IBB","BOTU","14836","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","paucidens","Miconia paucidens","DC.","Paschoal, M.E.S.","Paschoal, M.E.S.","2771","2002","02",NA,"Brasil",NA,NA,NA,"BOTU014836",NA,"22","São Paulo","Agudos",NA,NA,NA,NA,"2014","11","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-02-18 09:30:10-03","UNESP-IBB","BOTU","20592","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","paucidens","Miconia paucidens","DC.","Paschoal, M.E.S.","Christianini, S.R.","255","1996","05",NA,"Brasil",NA,NA,NA,"BOTU020592",NA,"28","São Paulo","Agudos",NA,NA,NA,NA,"2014","11","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-02-18 09:30:10-03","UNESP-IBB","BOTU","24837","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","paucidens","Miconia paucidens","DC.","Paschoal, M.E.S.","Paschoal, M.E.S.","2326","2000","10",NA,"Brasil",NA,NA,NA,"BOTU024837",NA,"25","São Paulo","Agudos",NA,NA,NA,NA,"2014","11","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-02-08 11:09:26-03","UNESP-IBB","BOTU","27869","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","paucidens","Miconia paucidens","DC.","Ishara, K.L.","Ishara, K.L.","126","2008","06",NA,"Brasil",NA,NA,NA,"BOTU027869",NA,"03","São Paulo","Pratânia","-48.733333","-22.8",NA,NA,NA,NA,"48°44'w","22°48's",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-02-18 09:30:10-03","UNESP-IBB","BOTU","6008","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","paucidens","Miconia paucidens","DC.","Paschoal, M.E.S.","Amaral Jr., A.","1764","1974","03",NA,"Brasil",NA,NA,NA,"BOTU006008",NA,"05","São Paulo","Pardinho",NA,NA,NA,NA,"2014","11","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-02-18 09:30:10-03","UNESP-IBB","BOTU","20073","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","paucidens","Miconia paucidens","DC.","Paschoal, M.E.S.","Assis Camargo, P.F.","521","1994","12",NA,"Brasil",NA,NA,NA,"BOTU020073",NA,"14","São Paulo","Agudos",NA,NA,NA,NA,"2014","11","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-02-18 09:30:10-03","UNESP-IBB","BOTU","28218","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","paucidens","Miconia paucidens","DC.","Paschoal, M.E.S.","Rissi, M.N.","356","2009","10",NA,"Brasil",NA,NA,NA,"BOTU028218",NA,"08","São Paulo","Bauru",NA,NA,NA,NA,"2014","11","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-02-18 09:30:10-03","UNESP-IBB","BOTU","2876","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","paucidens","Miconia paucidens","DC.","Paschoal, M.E.S.","Christianini, S.R.","532","1997","03",NA,"Brasil",NA,NA,NA,"BOTU002876",NA,"11","São Paulo","Agudos",NA,NA,NA,NA,"2014","11","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:44:33-03","EAO","IAN","35524","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Miconia","langsdorffii","Miconia langsdorffii","Cogn.","Lima, AS","Krug, HP","6288","1941","03","Southern America","Brasil","Estação de Pindorama, Pindorama.",NA,NA,"IAN035524","IAN035524 IAN035524_e","16","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:44:33-03","EAO","IAN","55234","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Miconia","langsdorffii","Miconia langsdorffii","Cogn.","Gehrt, A","Zagatto, O","3074","1938","12","Southern America","Brasil","Fazenda Campo Grande.",NA,NA,"IAN055234",NA,"04","São Paulo","Campinas","-47.060001373291","-22.8999996185303","23900","auto","1939","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:44:36-03","EAO","IAN","35905","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Miconia","paucidens","Miconia paucidens","DC.","Goldenberg, R","Lima, AS","7338","1943","11","Southern America","Brasil","Cerrado.",NA,NA,"IAN035905","IAN035905 IAN035905_e","12","Minas Gerais","Itabira do Campo",NA,NA,NA,NA,"2016","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:44:36-03","EAO","IAN","6506","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Miconia","paucidens","Miconia paucidens","DC.",NA,"Martins-da-Silva, RCV","s.n.",NA,NA,"Southern America","Brasil",NA,NA,NA,"IAN006506",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-02-08 21:32:40-03","UFBA","ALCB","06830","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","langsdorffii","Miconia langsdorffii","Cogn.","Lima, AS","Krug, H","s/n","1941","03","Southern America","Brasil","S.P.",NA,NA,NA,NA,"16","São Paulo","Pindorama","-48.9","-21.183333",NA,NA,"1941","06","-48.9","-21.183333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-10-09 11:20:26-03","UFBA","ALCB","86058","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","langsdorffii","Miconia langsdorffii","Cogn.","Hatschbach, G","Ribas, OS; Silva, JM; Vaz, J","7980","2008","02","Southern America","Brasil","Três Morrinhos",NA,"1,50 m. Flor alvacenta. Fruto imaturo.",NA,NA,"09","Paraná","Terra Rica","-52.6169013977051","-22.709400177002","23948","auto","2008",NA,NA,NA,"268","268",NA,NA,NA,NA,NA,NA,NA
"26","2019-10-09 11:20:26-03","UFBA","ALCB","06829","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","langsdorffii","Miconia langsdorffii","Cogn.","Lima, AS; Brade, AS","Mendes, OT;","4648","1938","11","Southern America","Brasil","Mato Joaquim Lionel, Pindorama.",NA,NA,NA,NA,"07","São Paulo","Pindorama","-48.9","-21.183333",NA,NA,"1939","11","-48.9","-21.183333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-10-09 11:20:26-03","UFBA","ALCB","86956","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","langsdorffii","Miconia langsdorffii","Cogn.","Hatschbach, G","Vaz, J; Ribas, OS","7980","2008","02","Southern America","Brasil","Três Morrinhos",NA,"ca de 1,50m. Flor alvacenta. Fruto imaturo",NA,NA,"09","Paraná","Terra Rica","-52.6169013977051","-22.709400177002","23948","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-02-08 21:32:40-03","UFBA","ALCB","039998","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","langsdorffii","Miconia langsdorffii","Cogn.",NA,"Hoehne, W","s/n","1951","11","Southern America","Brasil","Prox. a Limeira.",NA,"do cerrado, petalas alvas.",NA,NA,"19","São Paulo","Limeira","-47.4000015258789","-22.5599994659424","20999","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-02-08 10:03:54-03","NBC","NL-BOTANY","WAG.1094443","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","langsdorffii","Miconia langsdorffii","Cogn.",NA,"Anderson WR",NA,"1974","03","Southern America","Brazil","Paraná. Fazenda Lagôa, ca. 20 km N of Cianorte.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1094443 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1094443","NL-WAG1094443","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"30","2020-11-04 11:13:37-03","ESALQ","ESA","24629","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Miconia","langsdorffii","Miconia langsdorffii","Cogn.","Goldenberg, R.","Souza, V.C. et al.","5044.0","1994","01",NA,"Brasil",NA,NA,NA,"ESA024629",NA,"11","Minas Gerais","Jacuí","-46.7411003112793","-21.0167007446289","16705","auto","1998","01",NA,NA,NA,NA,NA,"01",NA,NA,NA,NA,NA
"31","2020-11-04 11:13:37-03","ESALQ","ESA","15479","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Miconia","langsdorffii","Miconia langsdorffii","Cogn.","Goldenberg, R.","Barreto, K.D. et al.","1445.0","2001","01",NA,"Brasil",NA,NA,NA,"ESA015479",NA,"01","São Paulo","Corumbataí","-47.6199989318848","-22.2199993133545","14989","auto","1998","01",NA,NA,NA,NA,NA,"01",NA,NA,NA,NA,NA
"32","2020-11-04 11:13:37-03","ESALQ","ESA","2650","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Miconia","langsdorffii","Miconia langsdorffii","Cogn.","Goldenberg, R.","Lima, A.S.",NA,"1943","11",NA,"Brasil",NA,NA,NA,"ESA002650",NA,"12","São Paulo","Itirapina","-47.8199996948242","-22.25","22843","auto","1992","09",NA,NA,NA,NA,NA,"30",NA,NA,NA,NA,NA
"33","2020-11-04 11:13:37-03","ESALQ","ESA","18580","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Miconia","langsdorffii","Miconia langsdorffii",NA,"Goldenberg, R.","Barreto, K.D. et al.","1768.0","1994","01",NA,"Brasil",NA,NA,NA,"ESA018580",NA,"11","São Paulo","Itapira","-46.8199996948242","-22.4300003051758","19933","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:13:37-03","ESALQ","ESA","36257","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Miconia","langsdorffii","Miconia langsdorffii","Cogn.","Goldenberg, R.","Rozza, A.F.","52.0","1995","06",NA,"Brasil",NA,NA,NA,"ESA036257","ESA036257","08","São Paulo","Matão","-48.3600006103516","-21.6000003814697","26922","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-04 11:13:37-03","ESALQ","ESA","8481","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Miconia","langsdorffii","Miconia langsdorffii","Cogn.","Rodrigues, R.R.","Souza, V.C. ; Souza, F.M.","2157.0","1993","02",NA,"Brasil",NA,NA,NA,"ESA008481",NA,"02","São Paulo","Piracicaba","-47.6399993896484","-22.7199993133545","44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:13:37-03","ESALQ","ESA","111711","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Miconia","langsdorffii","Miconia langsdorffii",NA,"Aguirre, G.H. et al.","Aguirre, G.H.",NA,"2008","01",NA,"Brasil",NA,NA,NA,"ESA111711","ESA111711","23","São Paulo","Quatá","-50.689998626709","-22.2399997711182","24407","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:13:37-03","ESALQ","ESA","75482","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Miconia","langsdorffii","Miconia langsdorffii","Cogn.",NA,"Meireles, L.D.; Gonçalves, A.P.S.; Soares Jr., F.J.; Meneghetti, G.I.P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","189.0","2001","04",NA,"Brasil","Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta Ombrófila Densa Baixomontana no entorno do Vale do Rio Mambu. 24o02'51,7S; 46o49'05,7W. 30-100msm.",NA,"Arbusto, frutos verde-escuros.","ESA075482","ESA075482","16","São Paulo","Itanhaém","-46.7799987792969","-24.1800003051758","26998","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:13:37-03","ESALQ","ESA","84802","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Miconia","langsdorffii","Miconia langsdorffii","Cogn.","Silva, R.R.","Viani, R.A.G.; Souza, S.C.P.M.; Gusson, E.; Cavallari Neto, M.; Melo, A.C.G.; Paula-Souza, J.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.","156.0","2003","04",NA,"Brasil","Parque Estadual Intervales, Trilha do Carmo Acima, em direção aos Três Córregos, trecho com intensa extração seletiva de palmito e madeira, com poucas espécies finais da sucessão, com melhora no final da trilha (2 km).",NA,"Arvoreta, 3m, frutos imaturos verdes e maduros roxos","ESA084802","ESA084802","18","São Paulo","Iporanga","-48.24","-24.18",NA,NA,NA,NA,"-48.24","-24.18",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-04 11:13:37-03","ESALQ","ESA","12908","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Miconia","langsdorffii","Miconia langsdorffii","Cogn.","Goldenberg, R.","Rocha, Y.T.","32.0","1992","11",NA,"Brasil",NA,NA,NA,"ESA012908",NA,"20","São Paulo","Américo Brasiliense","-48.0999984741211","-21.7199993133545","19311","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:13:37-03","ESALQ","ESA","19086","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Miconia","langsdorffii","Miconia langsdorffii","Cogn.","Goldenberg, R.","Barreto, K.D. et al.","2208.0","1994","03",NA,"Brasil",NA,NA,NA,"ESA019086",NA,"23","São Paulo","Anhembi","-48.1199989318848","-22.7800006866455","25656","auto","1995","08",NA,NA,NA,NA,NA,"18",NA,NA,NA,NA,NA
"41","2020-11-04 11:13:37-03","ESALQ","ESA","103177","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Miconia","langsdorffii","Miconia langsdorffii",NA,"Savassi-Coutinho, A.P.","Medeiros, D.A.","18421.0","2004","02",NA,"Brasil",NA,NA,NA,"ESA103177","ESA103177","12","São Paulo","Assis","-50.4099998474121","-22.6599998474121","23972","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:13:37-03","ESALQ","ESA","91461","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Miconia","langsdorffii","Miconia langsdorffii","Cogn.",NA,"Viani, R.A.G. et al.","436.0","2004","07",NA,"Brasil",NA,NA,NA,"ESA091461","ESA091461","12","São Paulo","Bofete","-48.25","-23.1000003814697","29333","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:13:37-03","ESALQ","ESA","22026","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Miconia","langsdorffii","Miconia langsdorffii","Cogn.",NA,"Tamashiro, J.Y. et al.","1149.0","1995","06",NA,"Brasil",NA,NA,NA,"ESA022026",NA,"13","São Paulo","Iaras","-49.1599998474121","-22.8700008392334","23438","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:13:37-03","ESALQ","ESA","22031","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Miconia","langsdorffii","Miconia langsdorffii","Cogn.",NA,"Tamashiro, J.Y. et al.","1066.0","1995","06",NA,"Brasil",NA,NA,NA,"ESA022031",NA,"12","São Paulo","Lençóis Paulista","-48.7999992370605","-22.5900001525879","29915","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-04 11:13:37-03","ESALQ","ESA","108656","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Miconia","langsdorffii","Miconia langsdorffii",NA,"Goldenberg, R.","Baitello, J.B.","1979.0","2007","12",NA,"Brasil",NA,NA,NA,"ESA108656","ESA108656","06","São Paulo","Paranapanema","-48.7200012207031","-23.3799991607666","29740","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-11-04 11:13:37-03","ESALQ","ESA","2639","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Miconia","langsdorffii","Miconia langsdorffii","Cogn.","Goldenberg, R.","Mendes, T.","4648.0","1938","11",NA,"Brasil",NA,NA,NA,"ESA002639",NA,"07","São Paulo","Pindorama","-48.9000015258789","-21.1800003051758","14884","auto","1992","09",NA,NA,NA,NA,NA,"30",NA,NA,NA,NA,NA
"47","2020-11-04 11:13:37-03","ESALQ","ESA","82580","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Miconia","langsdorffi","Miconia langsdorffi",NA,"Scramim, M.R.","Scramim, M.R.",NA,"2002","09",NA,"Brasil",NA,NA,NA,"ESA082580","ESA082580","28","São Paulo","Capela do Alto","-47.7299995422363","-23.4699993133545","10460","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-11-04 11:13:37-03","ESALQ","ESA","63936","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Miconia","langsdorffii","Miconia langsdorffii","Cogn.","Rodrigues, R.R.","Bufo, L.V.B. ; Sabadim, P.C.","74.0",NA,NA,NA,"Brasil",NA,NA,NA,"ESA063936","ESA063936",NA,"São Paulo","Porto Feliz","-47.5200004577637","-23.2099990844727","19715","auto","1997","01",NA,NA,NA,NA,NA,"01",NA,NA,NA,NA,NA
"49","2020-11-04 11:13:37-03","ESALQ","ESA","93184","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Miconia","langsdorffii","Miconia langsdorffii","Cogn.","Chiea, S.A.C.","Kuhlmann, M.",NA,"1964","11",NA,"Brasil",NA,NA,NA,"ESA093184","ESA093184","10","São Paulo","São Carlos","-47.8899993896484","-22.0100002288818","45913","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-01-14 15:31:40-03","MN","R","9592","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","paucidens","Miconia paucidens","DC.","Goldenberg, R.","Glaziou, A.F.M.","17546 a","1884","06",NA,"Brasil",NA,NA,"Plantas do Brasil Central","R000009592","R000009592_001","11","São Paulo","Mogi das Cruzes","-46.1883010864258","-23.5228004455566","28666","auto","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-11-19 10:24:19-03","CPAP","CPAP","11674","PreserverdSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","paucidens","Miconia paucidens","DC.","G. Hastchbach","Hatschbach, G.","58671","1993","02",NA,"Brasil","Rodovia MS-295, fazenda Santa Paula, 18 km Oeste de Tacuru",NA,"Arbusto 3m de altura, ramoso. FLOR: alva, anteras amarelas. FRUTO: preto. INTERESSE: . FREQUÊNCIA: . AMBIENTE: Cerrado; capão de mata. SUBSTRATO: . RELEVO: .",NA,NA,"08","MS","Tacuru","-55.0158004760742","-23.6324996948242","36822","auto","1993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-03-22 12:20:58-03","IPA","IPA","9944","S","Plantae","Plantae",NA,"Melastomataceae","Miconia","paucidens","Miconia paucidens","DC.","Goldemberg, R.","Pickel, B.","5548","1941","12","Southern America","Brasil","Helvétia, na mata.",NA,"Arbusto de flor roxa.","IPA0009944",NA,"08","São Paulo",NA,NA,NA,NA,NA,"2010","08",NA,NA,NA,NA,NA,"05",NA,NA,NA,NA,NA
