"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","phylum","order","infraspecificEpithet","scientificNameAuthorship","identifiedBy","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","typeStatus","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber"
"1","2020-09-23 10:41:54-03","E","E","167524","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe","Fiebrig, K.","5012","1905","03","22","E. Tropical South America","PY","herbarium specimen of unspecif","BGBASE:175924","<a href=http://data.rbge.org.uk/herb/E00167524 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00167524",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-09-23 10:41:54-03","E","E","9575","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe","Ratter, J.A.; Pott, A.; Bridgewater, S.; Filho, Fonsêca J.; Cardoso, C.F.R. & Dos Santos, G.B.",NA,"1996","09","26","E. Tropical South America","BR","herbarium specimen of unspecif","BGBASE:47883","<a href=http://data.rbge.org.uk/herb/E00009575 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00009575",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2020-09-23 10:41:54-03","E","E","167519","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe","Ratter, J.A.; Gouvêa, L.K.; Semir, J.; Shepherd, G.; Ribeiro, F. & Sousa Silva, J.C.","4302","1978","11","13","E. Tropical South America","BR","herbarium specimen of unspecif","BGBASE:175909","<a href=http://data.rbge.org.uk/herb/E00167519 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00167519","Sao Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","1017400","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe argenteum","L. B. Smith","14555","1965","01","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1206487' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017400","Paraná","Magnoliophyta","Myrtales","argenteum","(O.Berg) Landrum","L. R. Landrum","Piraí do Sul","Near Pirai do Sul","-50.17","-24.33","1000","1100","NY01017400_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","1182417","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe australe","J. C. Lindeman","4834","1967","03","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1402480' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182417","Paraná","Magnoliophyta","Myrtales","australe","Cambess.","L. R. Landrum",NA,"Fazenda Reserva, ca. 85 km SW of Guarapuava. Campo near Rio Reserva.","-52.0758963","-25.9309469","800","1050","NY01182417_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","1182374","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe argenteum","H. S. Irwin","25247a","1970","01","23","South America","Brazil","sheet",NA,"Label probably wrong. Plant description does not match specimen. Other collection of Irwin 25247 is Tibouchina. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1401166' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182374","Goiás","Magnoliophyta","Myrtales","argenteum","(O.Berg) Landrum","L. R. Landrum","Catalão","Contraforte Central, ca. 27 km N.E. of Catalão","-47.76956","-17.99421","875","875","NY01182374_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","616962","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe","A. Uhlmann","109","1994","11","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=536735' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616962","Paraná","Magnoliophyta","Myrtales",NA,"Cambess.","S. M. Silva","Jaguariaíva","Parque Estadual do Cerrado, Jaguariaíva","-49.68","-24.23",NA,NA,"NY00616962_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","00958046","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe argenteum","H. S. Irwin","14393","1966","04","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1021056' target='other'> <mi>dwc_moreinfo</mi></a>","NY00958046","Goiás","Magnoliophyta","Myrtales","argenteum","(O.Berg) Landrum","L. R. Landrum","Posse","Serra Geral de Goiás, Rio da Prata, ca. 6 km S. of Posse","-46.37","-14.13","800","800","NY00958046_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","617033","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe argenteum","J. A. Ratter","R4864","1983","11","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=46530' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617033","São Paulo","Magnoliophyta","Myrtales","argenteum","(O.Berg) Landrum","C. E. B. Proença",NA,"Floresta de Angatuba; Instituto Florestal de SP","-48.42","-23.45",NA,NA,"NY00617033_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","00958058","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe suffruticosum","G. T. Prance","19225","1973","10","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1021114' target='other'> <mi>dwc_moreinfo</mi></a>","NY00958058","Mato Grosso","Magnoliophyta","Myrtales","suffruticosum","(O.Berg) Landrum","L. R. Landrum",NA,"Between Buriti and Chapada dos Guimarães.","-55.7608333","-15.4436","720","720","NY00958058_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","617061","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe","J. A. Ratter","R4302","1978","11","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=375035' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617061","São Paulo","Magnoliophyta","Myrtales",NA,"Cambess.","C. E. B. Proença",NA,"St° Antonio da Posse, ± 20 km from Campinas on the road to Moji-Mirim",NA,NA,NA,NA,"NY00617061_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00958047","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe argenteum","H. S. Irwin","12220","1966","02","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1021057' target='other'> <mi>dwc_moreinfo</mi></a>","NY00958047","Distrito Federal","Magnoliophyta","Myrtales","argenteum","(O.Berg) Landrum","L. R. Landrum","Brasília",NA,"-47.9167","-15.7833","950","950","NY00958047_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00958045","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe argenteum","H. S. Irwin","25224","1970","01","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1021053' target='other'> <mi>dwc_moreinfo</mi></a>","NY00958045","Goiás","Magnoliophyta","Myrtales","argenteum","(O.Berg) Landrum","L. R. Landrum","Catalão","Contraforte Central, ca. 26 km N.E. of Catalão","-47.77624","-18.0006","875","875","NY00958045_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00958048","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe argenteum","H. S. Irwin","7432","1964","10","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1021058' target='other'> <mi>dwc_moreinfo</mi></a>","NY00958048","Goiás","Magnoliophyta","Myrtales","argenteum","(O.Berg) Landrum","L. R. Landrum","Jataí","Ca. 60 km. S. of Caiapônia on rd. to Jataí. Serra do Caiapó.","-51.75","-17.4","800","1000","NY00958048_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1182320","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe australe","G. G. Hatschbach","42641","1979","12","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1399685' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182320","Paraná","Magnoliophyta","Myrtales","australe","Cambess.","L. R. Landrum","Balsa Nova","S. Luis do Puruna","-49.6356","-25.5842",NA,NA,"NY01182320_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1182379","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe australe","H. S. Irwin","26707","1970","02","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1401173' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182379","Distrito Federal","Magnoliophyta","Myrtales","australe","Cambess.","L. R. Landrum","Brasília","Ca. 1 km N. of Barragem Paranoá, DF-9.","-47.7843","-15.7977","1000","1000","NY01182379_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1182325","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe australe","E. P. Heringer","702","1978","11","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1401081' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182325","Distrito Federal","Magnoliophyta","Myrtales","australe","Cambess.","L. R. Landrum","Brasília","A 500 m da margem do lago Paranoá","-47.9294","-15.7797",NA,NA,"NY01182325_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00958057","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe suffruticosum","H. S. Irwin","25885","1970","02","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1021112' target='other'> <mi>dwc_moreinfo</mi></a>","NY00958057","Minas Gerais","Magnoliophyta","Myrtales","suffruticosum","(O.Berg) Landrum","L. R. Landrum","Paracatú","Serra da Anta, summit of chapada, ca. 10 km N.W. of Paracatú","-46.93505","-17.16625","900","900","NY00958057_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1017401","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe suffruticosum","I. Mimura","59","1961","10","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1206490' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017401","São Paulo","Magnoliophyta","Myrtales","suffruticosum","(O.Berg) Landrum","L. R. Landrum","Sao José dos Campos","Uma área disjuntiva de cerrado, de várias centenas de km², rodeada antigamente por mata. Ca. 7.5 km SW em linha reta da praça principal de São José dos Campos. 200 m NW da Via Dutra.","-45.88","-23.1703","600","600","NY01017401_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","823248","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe suffruticosum","S. L. Jung-Mendaçolli","112","1977","10","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938203' target='other'> <mi>dwc_moreinfo</mi></a>","NY00823248","São Paulo","Magnoliophyta","Myrtales","suffruticosum","(O.Berg) Landrum","L. R. Landrum","Moji-Guaçu","Moji-Guaçu, Fazenda Campininha.","-47.164784","-22.242395","650","650","NY00823248_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1182352","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe australe","H. S. Irwin","7574","1964","10","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1401123' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182352","Goiás","Magnoliophyta","Myrtales","australe","Cambess.","L. R. Landrum","Jataí","Ca. 60 km. S. of Caiapônia on rd. to Jataí. Serra do Caiapó.","-51.75","-17.4","800","1000","NY01182352_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00958059","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe suffruticosum","E. P. Heringer","17549","1979","09","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1021115' target='other'> <mi>dwc_moreinfo</mi></a>","NY00958059",NA,"Magnoliophyta","Myrtales","suffruticosum","(O.Berg) Landrum","L. R. Landrum",NA,"Joao Pinheiro -Cristalina",NA,NA,NA,NA,"NY00958059_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00958060","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe suffruticosum","A. P. Duarte","2825","1950","08","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1021117' target='other'> <mi>dwc_moreinfo</mi></a>","NY00958060","Minas Gerais","Magnoliophyta","Myrtales","suffruticosum","(O.Berg) Landrum","L. R. Landrum","Patos de Minas","Patos de Minas","-46.5181","-18.5792","800","800","NY00958060_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1182324","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe australe","E. P. Heringer","699","1978","11","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1401080' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182324","Distrito Federal","Magnoliophyta","Myrtales","australe","Cambess.","L. R. Landrum","Brasília","A 500 m da margem do lago Paranoá","-47.9294","-15.7797",NA,NA,"NY01182324_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1182409","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe australe","L. R. Landrum","3953","1981","12","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1402466' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182409","Paraná","Magnoliophyta","Myrtales","australe","Cambess.","L. R. Landrum","Palmeira","Fazenda Santa Rita, ca. 65 km W of Curitiba on rd to Ponta Rossa.","-49.83","-25.42",NA,NA,"NY01182409_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00958043","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe argenteum","H. S. Irwin","26330","1970","02","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1021051' target='other'> <mi>dwc_moreinfo</mi></a>","NY00958043","Minas Gerais","Magnoliophyta","Myrtales","argenteum","(O.Berg) Landrum","L. R. Landrum","Paracatú","Serra da Tiririca, ca. 35 km N.W. of Paracatú","-47.1541","-17.05385","1000","1000","NY00958043_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00958044","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe argenteum","H. S. Irwin","25224","1970","01","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1021052' target='other'> <mi>dwc_moreinfo</mi></a>","NY00958044","Goiás","Magnoliophyta","Myrtales","argenteum","(O.Berg) Landrum","L. R. Landrum","Catalão","Contraforte Central, ca. 26 km N.E. of Catalão","-47.77624","-18.0006","875","875","NY00958044_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1017399","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe argenteum","L. B. Smith","14494","1965","01","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1206485' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017399","Paraná","Magnoliophyta","Myrtales","argenteum","(O.Berg) Landrum","L. R. Landrum","Castro","Carambei by Rio São João","-50.03","-24.5","950","950","NY01017399_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","885698","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe","L. R. Landrum","3909","1981","12","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006408' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885698","Paraná","Magnoliophyta","Myrtales",NA,"Cambess.","L. R. Landrum","Piraquara","Ca. 10 km E of Curitiba.","-49.17","-25.5",NA,NA,"NY00885698_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00958056","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe australe","T. C. Plowman","9351","1980","02","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1021109' target='other'> <mi>dwc_moreinfo</mi></a>","NY00958056","Maranhão","Magnoliophyta","Myrtales","australe","Cambess.","L. R. Landrum","Imperatriz","Bananal, 15 km S of Imperatriz along Belém-Brasília highway (BR 010)","-47.43","-5.67","290","290","NY00958056_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1182268","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe","G. Eiten","2394","1960","09","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1399549' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182268","São Paulo","Magnoliophyta","Myrtales",NA,"Cambess.","L. R. Landrum","Moji-Guaçu","Campos das Sete Lagôas. Fazenda Campininha, just north of Rio Moji-Guaçu. 10 km NNE of Padua Sales. (About 27 km. NW of city of Moji-Mirim.)","-47.142","-22.242","650","650","NY01182268_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1017400","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe argenteum","L. B. Smith","14555","1965","01","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1206487' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017400","Paraná","Magnoliophyta","Myrtales","argenteum","(O.Berg) Landrum","L. R. Landrum","Piraí do Sul","Near Pirai do Sul","-50.17","-24.33","1000","1100","NY01017400_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1182374","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe argenteum","H. S. Irwin","25247a","1970","01","23","South America","Brazil","sheet",NA,"Label probably wrong. Plant description does not match specimen. Other collection of Irwin 25247 is Tibouchina. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1401166' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182374","Goiás","Magnoliophyta","Myrtales","argenteum","(O.Berg) Landrum","L. R. Landrum","Catalão","Contraforte Central, ca. 27 km N.E. of Catalão","-47.76956","-17.99421","875","875","NY01182374_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00958046","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe argenteum","H. S. Irwin","14393","1966","04","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1021056' target='other'> <mi>dwc_moreinfo</mi></a>","NY00958046","Goiás","Magnoliophyta","Myrtales","argenteum","(O.Berg) Landrum","L. R. Landrum","Posse","Serra Geral de Goiás, Rio da Prata, ca. 6 km S. of Posse","-46.37","-14.13","800","800","NY00958046_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","617033","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe argenteum","J. A. Ratter","R4864","1983","11","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=46530' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617033","São Paulo","Magnoliophyta","Myrtales","argenteum","(O.Berg) Landrum","C. E. B. Proença",NA,"Floresta de Angatuba; Instituto Florestal de SP","-48.42","-23.45",NA,NA,"NY00617033_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00958047","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe argenteum","H. S. Irwin","12220","1966","02","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1021057' target='other'> <mi>dwc_moreinfo</mi></a>","NY00958047","Distrito Federal","Magnoliophyta","Myrtales","argenteum","(O.Berg) Landrum","L. R. Landrum","Brasília",NA,"-47.9167","-15.7833","950","950","NY00958047_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00958045","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe argenteum","H. S. Irwin","25224","1970","01","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1021053' target='other'> <mi>dwc_moreinfo</mi></a>","NY00958045","Goiás","Magnoliophyta","Myrtales","argenteum","(O.Berg) Landrum","L. R. Landrum","Catalão","Contraforte Central, ca. 26 km N.E. of Catalão","-47.77624","-18.0006","875","875","NY00958045_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00958048","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe argenteum","H. S. Irwin","7432","1964","10","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1021058' target='other'> <mi>dwc_moreinfo</mi></a>","NY00958048","Goiás","Magnoliophyta","Myrtales","argenteum","(O.Berg) Landrum","L. R. Landrum","Jataí","Ca. 60 km. S. of Caiapônia on rd. to Jataí. Serra do Caiapó.","-51.75","-17.4","800","1000","NY00958048_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00958043","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe argenteum","H. S. Irwin","26330","1970","02","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1021051' target='other'> <mi>dwc_moreinfo</mi></a>","NY00958043","Minas Gerais","Magnoliophyta","Myrtales","argenteum","(O.Berg) Landrum","L. R. Landrum","Paracatú","Serra da Tiririca, ca. 35 km N.W. of Paracatú","-47.1541","-17.05385","1000","1000","NY00958043_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00958044","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe argenteum","H. S. Irwin","25224","1970","01","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1021052' target='other'> <mi>dwc_moreinfo</mi></a>","NY00958044","Goiás","Magnoliophyta","Myrtales","argenteum","(O.Berg) Landrum","L. R. Landrum","Catalão","Contraforte Central, ca. 26 km N.E. of Catalão","-47.77624","-18.0006","875","875","NY00958044_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","1017399","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe argenteum","L. B. Smith","14494","1965","01","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1206485' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017399","Paraná","Magnoliophyta","Myrtales","argenteum","(O.Berg) Landrum","L. R. Landrum","Castro","Carambei by Rio São João","-50.03","-24.5","950","950","NY01017399_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00958058","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe suffruticosum","G. T. Prance","19225","1973","10","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1021114' target='other'> <mi>dwc_moreinfo</mi></a>","NY00958058","Mato Grosso","Magnoliophyta","Myrtales","suffruticosum","(O.Berg) Landrum","L. R. Landrum",NA,"Between Buriti and Chapada dos Guimarães.","-55.7608333","-15.4436","720","720","NY00958058_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00958057","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe suffruticosum","H. S. Irwin","25885","1970","02","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1021112' target='other'> <mi>dwc_moreinfo</mi></a>","NY00958057","Minas Gerais","Magnoliophyta","Myrtales","suffruticosum","(O.Berg) Landrum","L. R. Landrum","Paracatú","Serra da Anta, summit of chapada, ca. 10 km N.W. of Paracatú","-46.93505","-17.16625","900","900","NY00958057_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
