"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","stateProvince","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","typeStatus","previousCatalogNumber","relatedCatalogItem","relationshipType","fieldNumber","individualCount"
"111","2020-10-14 10:06:42-03","FURB","FURB","19442","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs","Sobral, M","2010","01","25","Stival-Santos, A.; Legal, E. & Silveira, S.","1454","2009","12","14","Brasil","São João Batista","Canudos.","-48.8675","-27.3597222","-48.8675000","-27.3597222","231","231","Florística IFFSC 428 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; roça Habito: arbustiva;","FURB44115","FURB44115","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2019-11-08 08:56:34-03","FURB","FURB","2319","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs","Karstedt, F; Soares, EL; Vendruscolo, GS","2006","08",NA,"Sobral, M.",NA,"1999","05","22","Brasil","Blumenau","Parque Natural Municipal Nascentes do Garcia.","-49.0877777","-27.0566667","-49.0877777","-27.0566667",NA,NA,NA,"FURB44117","FURB44117","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2020-10-14 10:06:42-03","FURB","FURB","26981","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs","Oliveira, AA de","2010","09","17","Korte, A.; Kniess, A.","2061","2010","02","25","Brasil","Rio do Campo","Tamanduá.","-50.1291667","-26.9086111","-50.1291667","-26.9086111","733","733","Florística IFFSC 682 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbusto; Fruto com fruto;","FURB44112","FURB44112","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-10-14 10:06:42-03","FURB","FURB","28467","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs","Sobral, M","2010","05","15","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1990","2010","04","23","Brasil","Orleans","Rio Minador.","-49.41","-28.17","-49.4100000","-28.1700000","445","445","Florística IFFSC e142b (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento, beira de estrada Habito: arbusto; flor amarela","FURB44114","FURB44114","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-10-14 10:06:42-03","FURB","FURB","29512","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs","Sobral, M","2010","08","15","Dreveck, S.; Carneiro, F.E.","2008","2010","03","30","Brasil","Timbó","Mundel Central.","-49.2294445","-26.8208334","-49.2294445","-26.8208334","268","268","Florística IFFSC 748 (Arbusto) Habitat: Floresta Ombrófila Densa; interior do fragmento Habito: arbusto; Fruto amarela;","FURB44107","FURB44107","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-10-14 10:06:42-03","FURB","FURB","29549","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs","Sobral, M","2010","08","15","Korte, A.; Kniess, A.","3246","2010","05","14","Brasil","Indaial","Warnow Alto.","-49.2308334","-27","-49.2308334","-27.0000000","357","357","Florística IFFSC 635 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbusto; Fruto amarela;","FURB44120","FURB44120","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-10-14 10:06:42-03","FURB","FURB","29851","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs","Sobral, M","2010","08","15","Korte, A.; Kniess, A.","1536","2010","01","27","Brasil","Mirim Doce","Pinhalzinho.","-50.1308334","-27.1802778","-50.1308334","-27.1802778","596","596","Florística IFFSC 508 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbusto; flor roxa","FURB44106","FURB44106","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-10-14 10:06:42-03","FURB","FURB","30134","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs","Sobral, M","2010","08","15","Korte, A.; Kniess, A.","2386","2010","03","30","Brasil","Rodeio","São Pedro.","-49.4113889","-26.9102778","-49.4113889","-26.9102778","611","611","Florística IFFSC 690 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arbustiva; Fruto amarelados;","FURB44123","FURB44123","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-10-14 10:06:42-03","FURB","FURB","32006","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs","Sobral, M","2010","10","29","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2894","2010","06","28","Brasil","Orleans","Rio Minador.","-49.41","-28.17","-49.4100000","-28.1700000","445","445","Florística IFFSC e142c (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: arbusto; Fruto amarelo;","FURB44121","FURB44121","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-10-14 10:06:42-03","FURB","FURB","46409","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs","Brotto, ML","2014","08","20","Schwirkowski, P.","162","2013","12","22","Brasil","São Bento do Sul","Rio Natal, trilhos, rabo do macaco.","-49.3897222","-26.3377777","-49.3897222","-26.3377777",NA,NA,NA,"FURB44116","FURB44116","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-10-14 10:06:42-03","FURB","FURB","46711","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs","Oliveira, AA de","2015","03","20","Oliveira, A.A. de","1351","2015","03","20","Brasil","Santa Terezinha","Morro do Taió.","-50.04","-26.73","-50.0400000","-26.7300000","765","765","Florística IFFSC 796, subunidade Oeste Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: Fruto verde-claro;","FURB44119","FURB44119","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-12-09 14:47:26-03","FURB","FURB","49359","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs","Schwirkowski, P","2015","11","11","Schwirkowski, P.; Venturi, I.","1291","2015","11","11","Brasil","São Bento do Sul","Rio Natal. Linha férrea, após o CEPA Rugendas.","-49.3133333","-26.3247223","-49.3133333","-26.3247223","600","600","Habitat: FOD Montana Habito: Arvoreta 2 m. Botões roxos, flores novas roxas, velhas marrom claro. Duplicata enviada para Herbário da Universidade Estadual de Maringá - HUEM","FURB49359","FURB49359","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-12-09 14:47:26-03","FURB","FURB","52985","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs","Funez, L.A.","2017","03","11","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","40","2017","03","11","Brasil","Benedito Novo",NA,"-49.5","-26.82","-49.5000000","-26.8200000","690","690","fruto verde Habitat: borda do fragmento florestal Habito: arbusto","FURB52985","FURB52985","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-10-14 10:06:42-03","FURB","FURB","56632","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs","Kassner-Filho, A.","2018","01","25","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","1609","2018","01","25","Brasil","Petrolândia",NA,"-49.6794445","-27.5394444","-49.6794445","-27.5394444",NA,NA,"fruto imaturo Habitat: interior do fragmento Habito: arbusto","FURB56632","FURB56632","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-10-14 10:06:42-03","FURB","FURB","61520","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs","Cordeiro, J.","2017","05","24","Bona, L.P.","880","2016","11","15","Brasil","Telêmaco Borba",NA,"-50.3997222","-24.2997222","-50.3997222","-24.2997222",NA,NA,NA,"FURB61520","FURB61520","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-10-14 10:06:42-03","FURB","FURB","7032","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs","Sobral, M","2009","03","09","Dreveck, S.; Verdi, M. & Godoy, M.B.","24","2007","11","06","Brasil","Mafra","Arroio do Irara.","-49.9508333","-26.0997222","-49.9508333","-26.0997222","879","879","Florística IFFSC 1061 Habitat: Floresta Ombrófila Mista; Habito: flor roxa","FURB44108","FURB44108","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2019-11-08 08:56:34-03","FURB","FURB","7518","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs","Oliveira, AA de","2010","09","14","Verdi, M.","706","2008","02","12","Brasil","Pouso Redondo","Corruchel.","-49.9422222","-27.3344444","-49.9422222","-27.3344444",NA,NA,NA,"FURB44113","FURB44113","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2019-11-08 08:56:34-03","FURB","FURB","8160","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs","Oliveira, AA de","2011","01","25","Verdi, M.","702","2008","07","31","Brasil","Pouso Redondo","Corruchel.","-49.9422222","-27.3344444","-49.9422222","-27.3344444","616","616",NA,"FURB44118","FURB44118","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-10-14 10:06:42-03","FURB","FURB","2986","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs","Karstedt, F; Soares, EL; Vendruscolo, GS","2006","08",NA,"Hatschbach, G.; Spichiger, R. & Cervi, A.C.","68666","1998","11","15","Brasil","São Mateus do Sul","Vargem Grande.","-50.3828010559082","-25.8742008209229",NA,NA,NA,NA,NA,"FURB04363","FURB04363","Paraná",NA,NA,NA,NA,"31353","auto",NA,NA,NA,NA,NA,NA,NA
"130","2020-10-14 10:06:42-03","FURB","FURB","267","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs","Oliveira, AA de","2010","09","14","Jeremias, O.",NA,"2002","02","17","Brasil","Gaspar",NA,"-48.9589004516602","-26.9314002990723",NA,NA,NA,NA,"FNMA. Florística. Nº antigo 45. Habitat: floresta Habito: arbórea;","FURB44109","FURB44109","Santa Catarina",NA,NA,NA,NA,"19036","auto",NA,NA,NA,NA,NA,NA,NA
"131","2021-03-16 17:55:11-03","UCS","HUCS","28497","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs","Vendruscolo, G.","2007","03",NA,"Wasum, R.A.","3783","2006","05","01","Brasil","Antônio Olinto","Arredores, interior da mata.","-50.1972007751465","-25.9860992431641",NA,NA,NA,NA,NA,NA,NA,"Paraná","Angiospermae","Solanales",NA,NA,"22130","auto",NA,NA,NA,NA,NA,NA,NA
"132","2021-03-16 17:55:11-03","UCS","HUCS","35663","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs","Cervi, A.C.","2002","11","28","Cervi, A.C.","9114","2002","11","25","Brasil","Curitiba","Arvoreta.&nf;Herbário MBM.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,"Paraná","Angiospermae","Solanales",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"133","2021-03-16 17:55:11-03","UCS","HUCS","27855","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs","Vendruscolo, G.","2007","03",NA,"Wasum, R.A.","3084","2005","11","05","Brasil","São Mateus do Sul","Estrada para Ponta Grossa, orla da mata.","-50.3828010559082","-25.8742008209229",NA,NA,NA,NA,NA,NA,NA,"Paraná","Angiospermae","Solanales",NA,NA,"31353","auto",NA,NA,NA,NA,NA,NA,NA
"134","2021-03-16 17:55:11-03","UCS","HUCS","7757","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs","Soares, E.L.C.","2006","05","02","Kummrow, R.","3095","1988","11","21","Brasil","Curitiba","Parque do IGuaçu, mata de araucária.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,"Paraná","Angiospermae","Solanales",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"135","2014-10-14 15:57:08-03","BS","M","M-0172095","S","Plantae","Solanaceae","Cyphomandra","diploconos","Cyphomandra diploconos","(Mart.) Sendtn.",NA,NA,NA,NA,"Martius, C.F.P. von",NA,NA,NA,NA,"Brasil",NA,"Habitat in via ad Tijuca et prope Faz. dos Negros; Provinciae Sebastianopolit.",NA,NA,NA,NA,NA,NA,NA,"M0172095",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,"Magnoliopsida","NOTATYPE",NA,NA,NA,NA,NA
"136","2014-10-14 15:57:08-03","BS","M","M-0172096","S","Plantae","Solanaceae","Cyphomandra","diploconos","Cyphomandra diploconos","(Mart.) Sendtn.",NA,NA,NA,NA,"Martius, C.F.P. von",NA,NA,NA,NA,"Brasil",NA,"Habitat in sepibus M. Serra dos Orgâos; Provinciae R. d. J.",NA,NA,NA,NA,NA,NA,NA,"M0172096",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,"Magnoliopsida","NOTATYPE",NA,NA,NA,NA,NA
"137","2014-10-14 15:57:08-03","BS","M","M-0172097","S","Plantae","Solanaceae","Cyphomandra","diploconos","Cyphomandra diploconos","(Mart.) Sendtn.",NA,NA,NA,NA,"Martius, C.F.P. von",NA,NA,NA,NA,"Brasil",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"M0172097",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,"Magnoliopsida","NOTATYPE",NA,NA,NA,NA,NA
"138","2014-10-14 15:57:08-03","BS","M","M-0172098","S","Plantae","Solanaceae","Cyphomandra","diploconos","Cyphomandra diploconos","(Mart.) Sendtn.",NA,NA,NA,NA,"Martius, C.F.P. von",NA,NA,NA,NA,"Brasil",NA,"Habitat in sepibus ad Sebastianopolin; Provinciae Rio d. Jo.",NA,NA,NA,NA,NA,NA,NA,"M0172098",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,"Magnoliopsida","NOTATYPE",NA,NA,NA,NA,NA
"139","2014-10-14 15:57:08-03","BS","M","M-0172099","S","Plantae","Solanaceae","Cyphomandra","diploconos","Cyphomandra diploconos","(Mart.) Sendtn.",NA,NA,NA,NA,"Pohl, J.B.E.",NA,NA,NA,NA,"Brasil",NA,"Legit in Brasilia",NA,NA,NA,NA,NA,NA,NA,"M0172099",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,"Magnoliopsida","NOTATYPE",NA,NA,NA,NA,NA
"140","2019-08-16 08:41:14-03","UTFPR","HCF","7430","S","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs","J. Cordeiro & E. Barboza","2010",NA,NA,"M.G. Caxambu","2425","2008","12","08","Brasil","Turvo","Propriedade da família Rickli","-51.564722","-25.044639","51°33'53 W","25°02'40,7 S","1085","1085","arbusto heliófito, ca. 1,80 m. Botões florais e flores roxas.",NA,NA,"PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2019-08-16 08:41:14-03","UTFPR","HCF","7474","S","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs","E. Barboza","2014",NA,NA,"M.G. Caxambu","2469","2008","12","08","Brasil","Turvo","Propriedade da família Rickli","-51.560333","-25.044444","51°33'37,2 W","25°02'40 S","1008","1008","subarbusto heliófito, ereto, ca. 1 m. Frutos imaturos verdes, pilosos, com reflexo dourado.",NA,NA,"PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2019-08-16 08:41:14-03","UTFPR","HCF","28105","S","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs","D. Roher","2016","11",NA,"G. Felitto","1037","2016","09","21","Brasil","Piraquara","Linha Férrea RUMO-ALL, trecho Roça Nova-","-48.998056","-25.470833","48°59'53 W","25°28'15 S","950","950","liana lenhosa, frutos alaranjados e amarelos. Ecótono de Floresta Ombrófila Mista e Floresta Ombrófila Densa.",NA,NA,"PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2019-08-16 08:41:14-03","UTFPR","HCF","22290","S","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs","A.A. de Oliveira","2010","09","14","M. Verdi","1290","2008","11","11","Brasil","Pouso Redondo","Corruchel","-49.942222","-27.334444","49°56'32 W","27°20'04 S","616","616","Floresta Ombrófila Densa. Flor roxa.",NA,NA,"SC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2019-08-16 08:41:14-03","UTFPR","HCF","28081","S","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs","J. Cordeiro","2017","05","24","L.P. Bona","880","2016","11","15","Brasil","Telêmaco Borba",NA,"-50.399722","-24.299722","50°23'59 W","24°17'59 S",NA,NA,"liana 2,7 m. Flores lilases. Conglomerado: 216 Subunidade: 2 Subparcela: 10 Árvore: 6 RN.",NA,NA,"PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2019-08-16 08:41:14-03","UTFPR","HCF","18177","S","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs","M.G. Caxambu","2015","11","04","E.L. Siqueira","1768","2015","10","22","Brasil","Mato Rico","Estação Ecológica Municipal Colombo","-52.227639","-24.743167","52°13'39,5 W","24°44'35,4 S","695","695","subarbusto ca. 1 m, semi-ciófilo. Flores roxas. frutos imaturos verdes.",NA,NA,"PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2019-08-16 08:41:14-03","UTFPR","HCF","9190","S","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs","M.G. Caxambu","2010","11","22","Romangnolo, M.B.","3064","2010","10","15","Brasil","Tuneiras do Oeste","Reserva Biológica das Perobas -Pinheiral","-52.8760986328125","-23.8705997467041",NA,NA,NA,NA,"arvoreta ca. 4 m. Flores roxas.",NA,NA,"PR",NA,NA,NA,NA,"24014","auto",NA,NA,NA,NA,NA,NA,NA
"147","2019-08-16 08:41:14-03","UTFPR","HCF","28269","S","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs","G. Hatschbach",NA,NA,NA,"J.M. Silva","4422","2005","10","17","Brasil","Apiaí","Serrinha","-48.8400001525879","-24.5",NA,NA,NA,NA,"arbusto, 1 m, flor violeta. Mata secundária.",NA,NA,"SP",NA,NA,NA,NA,"37738","auto",NA,NA,NA,NA,NA,NA,NA
"148","2020-12-21 16:45:43-03","MBM","MBM","24165","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) L. Bohs","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","31001","1972","12","19","Brazil","Campina Grande do Sul","Figueira, Rio Capivari","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM024165","MBM024165","Paraná",NA,NA,"Southern America",NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA
"149","2020-12-21 16:45:43-03","MBM","MBM","245179","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) L. Bohs","Hatschbach, G.",NA,NA,NA,"Ribas, O.S.; Barboza, E.; Silva, J.M.; Barboza, E.; Silva, J.M.","2854",NA,NA,NA,"Brazil","Campina Grande do Sul","Trilha para o Morro Camacuã","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM245179","MBM245179","Paraná",NA,NA,"Southern America",NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA
"150","2020-12-21 16:45:43-03","MBM","MBM","125625","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) L. Bohs","Bohs, L.",NA,NA,NA,"Kummrow, R.; Soares, A.A.; Soares, A.A.","3095","1988","11","21","Brazil","Curitiba","Parque Iguaçu","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"MBM125625","MBM125625","Paraná",NA,NA,"Southern America",NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"151","2020-12-21 16:45:43-03","MBM","MBM","118812","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) L. Bohs","Hatschbach, G.",NA,NA,NA,"Silva, J.M.; Cordeiro, J.; Cordeiro, J.","426",NA,NA,NA,"Brazil","Curitiba","Recanto das Araucárias","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"MBM118812","MBM118812","Paraná",NA,NA,"Southern America",NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"152","2020-12-21 16:45:43-03","MBM","MBM","161486","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) L. Bohs","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","59226","1993","10","12","Brazil","Doutor Ulysses","Rod. PR-092, km 125-8, Serra Paranapiacaba","-49.4197006225586","-24.5680999755859",NA,NA,NA,NA,NA,"MBM161486","MBM161486","Paraná",NA,NA,"Southern America",NA,"32237","auto",NA,NA,NA,NA,NA,NA,NA
"153","2020-12-21 16:45:43-03","MBM","MBM","90108","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) L. Bohs","Hatschbach, G.",NA,NA,NA,"Kuniyoshi, Y.S.; et al.; et al.","254",NA,NA,NA,"Brazil","Guaraqueçaba","Rio Pederneiras","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"MBM090108","MBM090108","Paraná",NA,NA,"Southern America",NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA
"154","2020-12-21 16:45:43-03","MBM","MBM","42974","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) L. Bohs","Smith, L.B.",NA,NA,NA,"Hatschbach, G.","9678","1962","12","13","Brazil","Guaratuba","Pedra Branca de Araraquara","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,"MBM042974","MBM042974","Paraná",NA,NA,"Southern America",NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA
"155","2020-12-21 16:45:43-03","MBM","MBM","73184","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) L. Bohs","Bohs, L.",NA,NA,NA,"Kummrow, R.","1647","1981","12","30","Brazil","Guaratuba","Usina Guaricana","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,"MBM073184","MBM073184","Paraná",NA,NA,"Southern America",NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA
"156","2020-12-21 16:45:43-03","MBM","MBM","250572","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) L. Bohs","Hatschbach, G.",NA,NA,NA,"Carneiro, J.","932",NA,NA,NA,"Brazil","Morretes","Estrada da Graciosa, Vista Cavalcanti","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"MBM250572","MBM250572","Paraná",NA,NA,"Southern America",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"157","2020-12-21 16:45:43-03","MBM","MBM","219958","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) L. Bohs","Hatschbach, G.",NA,NA,NA,"Silva, J.M.; Soares, A.; Maschio, W.; Soares, A.; Maschio, W.","2227",NA,NA,NA,"Brazil","Morretes","Parque Estadual Marumbi, próximo da Estação Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"MBM219958","MBM219958","Paraná",NA,NA,"Southern America",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"158","2020-12-21 16:45:43-03","MBM","MBM","12854","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) L. Bohs","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Fontella, J.P.; Fontella, J.P.","20821","1969","01","17","Brazil","Morretes","Rod. BR-277, Rio Capivari","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"MBM012854","MBM012854","Paraná",NA,NA,"Southern America",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"159","2020-12-21 16:45:43-03","MBM","MBM","171533","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) L. Bohs","Hatschbach, G.",NA,NA,NA,"Ribas, O.S.; Cordeiro, J.; Barboza, E.; Cordeiro, J.; Barboza, E.","758","1995","01","19","Brazil","Morretes","Serra Marumbi, picada ao Olimpo","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"MBM171533","MBM171533","Paraná",NA,NA,"Southern America",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"160","2020-12-21 16:45:43-03","MBM","MBM","61500","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) L. Bohs","Hatschbach, G.",NA,NA,NA,"Landrum, L.R.","2865","1977","12","13","Brazil","Morretes","Via Graciosa, Grota Funda","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"MBM061500","MBM061500","Paraná",NA,NA,"Southern America",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"161","2020-12-21 16:45:43-03","MBM","MBM","15446","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) L. Bohs","Bohs, L.",NA,NA,NA,"Lindeman, J.; et al.; et al.","4970","1967","03","18","Brazil","Pinhão","Capão Cachambu","-51.6596984863281","-25.6956005096436",NA,NA,NA,NA,NA,"MBM015446","MBM015446","Paraná",NA,NA,"Southern America",NA,"37408","auto",NA,NA,NA,NA,NA,NA,NA
