"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","infraspecificEpithet","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","coordinatePrecision","geoFlag","individualCount","fieldNumber","sex"
"97","2020-09-12 05:00:02-03","US","US","3068492","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R.M. King & H. Rob.",NA,"G. Hatschbach & J. M. Silva","49314","South America - Neotropics","Brazil","Antonio Joao, arredores, Mato Grosso do Sul",NA,NA,"US01642620","US01642620_01","1985","3","20","Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"98","2020-09-12 05:00:02-03","US","US","3387759","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R.M. King & H. Rob.",NA,"E. M. Zardini & L. Guerrero","48375","South America","Paraguay","Yaguarete Forest (Sustainable Forest Systems Site) around aserradero",NA,NA,"US01642622","US01642622_01","1998","3","12","San Pedro",NA,"-56.2114","-23.7961",NA,"210",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"99","2020-09-12 05:00:02-03","US","US","1193890","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R.M. King & H. Rob.",NA,"E. Hassler","12150","South America","Paraguay","Paraguaria Centralis: In regione lacus Ypacaray",NA,NA,"US01642618","US01642618_01","1913",NA,NA,"Central",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"100","2020-09-12 05:00:02-03","US","US","2283247","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R.M. King & H. Rob.",NA,"T. Pederson","3788","South America","Argentina","Estancia, Dep. Mburucuya, Prov. Corrientes",NA,NA,"US01642621",NA,"1956","3","13","Corrientes",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"101","2020-09-12 05:00:02-03","US","US","3409406","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R.M. King & H. Rob.",NA,"E. M. Zardini & L. Guerrero","46545","South America","Paraguay","Amambay, Parque Nacional Cerro Cora",NA,NA,"US01642619",NA,"1997","2","26","Amambay",NA,"-56.0106","-22.6861",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"102","2020-09-12 05:00:02-03","US","US","1473923","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Gyptis","vernoniopsis","Gyptis vernoniopsis","(Sch. Bip. ex Baker) R.M. King & H. Rob.",NA,"P. K. Dusén","s.n.","South America","Brazil","Brasilienses, Parana: Jaguariahyva opp., in campo",NA,NA,"US01642627","US01642627_01","1914","5","6","Paraná",NA,NA,NA,NA,"740",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"103","2020-09-12 05:00:02-03","US","US","1281148","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Gyptis","vernoniopsis","Gyptis vernoniopsis","(Sch. Bip. ex Baker) R.M. King & H. Rob.",NA,"P. K. Dusén","s.n.","South America","Brazil","Brasilienses, Parana: Jaguariahyva opp., in campo",NA,NA,"US01642626","US01642626_01","1914","5","6","Paraná",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"104","2020-09-12 05:00:02-03","US","US","1157890","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Gyptis","vernoniopsis","Gyptis vernoniopsis","(Sch. Bip. ex Baker) R.M. King & H. Rob.",NA,"C. Osten","6603","South America","Uruguay","Uruguay dep. Tacuarembo, Sausnavi Kampa",NA,NA,"US01642628",NA,"1913","3","19","Tacuarembó",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"105","2020-09-12 05:00:02-03","US","US","2169221","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Gyptis","vernoniopsis","Gyptis vernoniopsis","(Sch. Bip. ex Baker) R.M. King & H. Rob.",NA,"T. Pederson","2637","South America","Argentina","Estancia Las Tres Marias, Dep. Empedrado, Prov. Corrientes",NA,NA,"US01642635","US01642635_01","1954","3","13","Corrientes",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"106","2020-09-12 05:00:02-03","US","US","2283631","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Gyptis","vernoniopsis","Gyptis vernoniopsis","(Sch. Bip. ex Baker) R.M. King & H. Rob.",NA,"T. Pederson","3290","South America","Paraguay","Estancia La soledad, Santiago, Dep. Misiones",NA,NA,"US01642630",NA,"1955","2","7","Misiones",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"107","2020-09-12 05:00:02-03","US","US","2369548","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Gyptis","vernoniopsis","Gyptis vernoniopsis","(Sch. Bip. ex Baker) R.M. King & H. Rob.",NA,"S. Machado","212","South America - Neotropics","Brazil","Faz. Sta. Luzia do Campo Largo, SE da cid. de Itapetininga",NA,NA,"US01642624","US01642624_01","1960","3","17","São Paulo",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"108","2020-09-12 05:00:02-03","US","US","1473750","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Gyptis","vernoniopsis","Gyptis vernoniopsis","(Sch. Bip. ex Baker) R.M. King & H. Rob.",NA,"P. K. Dusén","16687","South America","Brazil","Brasilienses, Parana: Morungava praedicum (prope Itarara)",NA,NA,"US01642625","US01642625_01","1915","2","16","Paraná",NA,NA,NA,NA,"750",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"109","2020-09-12 05:00:02-03","US","US","1931375","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Gyptis","vernoniopsis","Gyptis vernoniopsis","(Sch. Bip. ex Baker) R.M. King & H. Rob.",NA,"J. M. Ruiz Huidobo","239","South America","Argentina","Provincia Cordoba, Pan de Azucar",NA,NA,"US01642633",NA,"1944","3","25","Cordoba",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"110","2020-09-12 05:00:02-03","US","US","3687621","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Gyptis","vernoniopsis","Gyptis vernoniopsis","(Sch. Bip. ex Baker) R.M. King & H. Rob.",NA,"G. Hatschbach, M. M. Hatschbach & E. L. Barbosa","77030","South America - Neotropics","Brazil","Rodovia Bela Vista a Caracol, proximo do Rio Caracol (Mun. Caracol) Mato Grosso do Sul",NA,NA,"US01642623","US01642623_01","2004","3","12","Mato Grosso do Sul",NA,NA,NA,NA,"300",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"111","2020-09-12 05:00:02-03","US","US","3120258","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Gyptis","vernoniopsis","Gyptis vernoniopsis","(Sch. Bip. ex Baker) R.M. King & H. Rob.",NA,"J. Vidal","151601","South America","Brazil","Brasil, R. G. do Sul, Sta. Maria",NA,NA,"US01642631","US01642631_01","1939","7","13","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"112","2020-09-12 05:00:02-03","US","US","1540867","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Gyptis","vernoniopsis","Gyptis vernoniopsis","(Sch. Bip. ex Baker) R.M. King & H. Rob.",NA,"P. Jörgensen","4265","South America","Paraguay","In dry Eatern Villaria [interpreted]",NA,NA,"US01642629",NA,"1931","1",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"113","2020-09-12 05:00:02-03","US","US","3120260","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Gyptis","vernoniopsis","Gyptis vernoniopsis","(Sch. Bip. ex Baker) R.M. King & H. Rob.",NA,"P. K. Dusén","2561","South America","Brazil","Brasil, Parana, Logo, No Campo",NA,NA,"US01642632","US01642632_01","1903","12","11","Paraná",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"114","2020-09-12 05:00:02-03","US","US","2172814","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Gyptis","vernoniopsis","Gyptis vernoniopsis","(Sch. Bip. ex Baker) R.M. King & H. Rob.",NA,"A. G. Schulz","7401","South America","Argentina","Gob. Chaco, Dep. Tapenaga, Camiro E. Urien a Villa Berthet",NA,NA,"US01642634","US01642634_01","1949","2","21",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"115","2019-09-04 18:46:47-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Eupatorium","vernoniopsis","Eupatorium vernoniopsis",NA,"Type [status unknown]","F. Sellow","3442","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-08-20 14:55:07-03","UFSC","FLOR","54167","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Eupatorium","lanigerum","Eupatorium lanigerum","Hook. & Arn.",NA,"Hassemer, G.N.","550",NA,"Brasil",NA,NA,"erva, flores púrpuras","FLOR0054167","FLOR0054167","2012","04","23","Santa Catarina","Urupema","-49.8731002807617","-27.9528007507324","Ferreira, J.P.R.",NA,NA,NA,NA,NA,"2014","10",NA,NA,NA,"23096","auto",NA,NA,NA
"117","2017-09-11 17:08:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Eupatorium","lanigerum","Eupatorium lanigerum","Hook. & Arn.",NA,"Tweedie, J","s.n.","Southern America","Brazil","Habitat in prov. Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2017-09-11 17:08:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Eupatorium","vernoniopsis","Eupatorium vernoniopsis","Sch.Bip. ex Baker",NA,"Riedel, L","s.n.","Southern America","Brazil","Habitat prov. S. Paulo in campis ad Hytu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2017-09-11 17:08:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Eupatorium","vernoniopsis","Eupatorium vernoniopsis","Sch.Bip. ex Baker",NA,"Sello, HL","s.n.","Southern America","Brazil","Habitat prov. S. Paulo in campis ad Hytu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2021-02-08 12:36:18-03","UFRGS","ICN","158463","S","Plantae","Dicotyledon",NA,"Asteraceae","Eupatorium","lanigerum","Eupatorium lanigerum","Hook. & Arn.",NA,"Fernandes, AC; Ritter, MR","s.n.","América do Sul","Brasil","Morro Santana",NA,"Material doado para o herbário HAS.; Vassoural no topo da face Sul. S30°03'40,3 W51°07'25,6",NA,NA,"2007","04","20","RS","Porto Alegre","-51.2299995422363","-30.0331001281738","Fernandes, AC","260","260",NA,NA,NA,NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA
"121","2021-02-08 12:36:22-03","UFRGS","ICN","015548","S","Plantae","Dicotyledon",NA,"Asteraceae","Gyptis","cf. lanigera","Gyptis cf. lanigera","(Hook. & Arn.) R.M. King & H. Rob.",NA,"Dutra, J","1548","América do Sul","Brasil","Feitoria",NA,NA,NA,NA,"1937","03","18","RS","São Leopoldo","-51.1472015380859","-29.7602996826172","Cabrera, A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10287","auto",NA,NA,NA
"122","2021-02-08 12:36:22-03","UFRGS","ICN","194043","S","Plantae","Dicotyledon",NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R. M. King & H. Rob.",NA,"Hagelund, K","10036","América do Sul","Brasil","Granja Faxinal",NA,NA,NA,NA,"1976","02","09","RS","Arroio dos Ratos","-51.7291984558105","-30.0771999359131","Christ, AL",NA,NA,NA,NA,NA,"2017","05",NA,NA,"19","29956","auto",NA,NA,NA
"123","2021-02-08 12:36:22-03","UFRGS","ICN","143121a","S","Plantae","Dicotyledon",NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R. M. King & H. Rob.",NA,"Hagelund, K","10111","América do Sul","Brasil","Granja Faxinal",NA,"Doação de Karner Hagelund.",NA,NA,"1976","03","15","RS","Arroio dos Ratos","-51.7291984558105","-30.0771999359131","Christ, AL",NA,NA,NA,NA,NA,"2018","01",NA,NA,"09","29956","auto",NA,NA,NA
"124","2021-02-08 12:36:22-03","UFRGS","ICN","064809","S","Plantae","Dicotyledon",NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R. M. King & H. Rob.",NA,"Franco, S Miotto; E.","s.n.","América do Sul","Brasil","Est. Ecol. Aracuri",NA,"Inflorescëncia rosa",NA,NA,"1982","03","26","RS","Esmeralda","-51.190299987793","-28.0536003112793","Miotto, STS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38649","auto",NA,NA,NA
"125","2021-02-08 12:36:22-03","UFRGS","ICN","043888","S","Plantae","Dicotyledon",NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R. M. King & H. Rob.",NA,"Hagelund, K","2129","América do Sul","Brasil","Granja Sodal",NA,NA,NA,NA,NA,NA,NA,"RS","Giruá","-54.3497009277344","-28.028299331665","Matzenbacher, NI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23862","auto",NA,NA,NA
"126","2021-02-08 12:36:22-03","UFRGS","ICN","043889","S","Plantae","Dicotyledon",NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R. M. King & H. Rob.",NA,"Hagelund, K","2128","América do Sul","Brasil","Granja Sodal",NA,NA,NA,NA,NA,NA,NA,"RS","Giruá","-54.3497009277344","-28.028299331665","Matzenbacher, NI",NA,NA,NA,NA,NA,"1978","05",NA,NA,"16","23862","auto",NA,NA,NA
"127","2021-02-08 12:36:22-03","UFRGS","ICN","194040","S","Plantae","Dicotyledon",NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R. M. King & H. Rob.",NA,"Hagelund, K","779","América do Sul","Brasil","Granja Sodal",NA,NA,NA,NA,"1963","05","12","RS","Giruá","-54.3497009277344","-28.028299331665","Christ, AL",NA,NA,NA,NA,NA,"2017","05",NA,NA,"19","23862","auto",NA,NA,NA
"128","2021-02-08 12:36:22-03","UFRGS","ICN","194041","S","Plantae","Dicotyledon",NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R. M. King & H. Rob.",NA,"Hagelund, K","2098","América do Sul","Brasil","Granja Sodal",NA,NA,NA,NA,"1964","03",NA,"RS","Giruá","-54.3497009277344","-28.028299331665","Christ, AL",NA,NA,NA,NA,NA,"2017","05",NA,NA,"19","23862","auto",NA,NA,NA
"129","2021-02-08 12:36:22-03","UFRGS","ICN","194042","S","Plantae","Dicotyledon",NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R. M. King & H. Rob.",NA,"Hagelund, K","2101","América do Sul","Brasil","Granja Sodal",NA,NA,NA,NA,"1964","03",NA,"RS","Giruá","-54.3497009277344","-28.028299331665","Christ, AL",NA,NA,NA,NA,NA,"2017","05",NA,NA,"19","23862","auto",NA,NA,NA
"130","2021-02-08 12:36:22-03","UFRGS","ICN","194044","S","Plantae","Dicotyledon",NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R. M. King & H. Rob.",NA,"Hagelund, K","2130","América do Sul","Brasil","Granja Sodal",NA,NA,NA,NA,"1964","03",NA,"RS","Giruá","-54.3497009277344","-28.028299331665","Christ, AL",NA,NA,NA,NA,NA,"2017","05",NA,NA,"19","23862","auto",NA,NA,NA
"131","2021-02-08 12:36:22-03","UFRGS","ICN","194045","S","Plantae","Dicotyledon",NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R. M. King & H. Rob.",NA,"Hagelund, K","2122","América do Sul","Brasil","Granja Sodal",NA,NA,NA,NA,"1964","03",NA,"RS","Giruá","-54.3497009277344","-28.028299331665","Christ, AL",NA,NA,NA,NA,NA,"2017","05",NA,NA,"19","23862","auto",NA,NA,NA
"132","2021-02-08 12:36:22-03","UFRGS","ICN","059651","S","Plantae","Dicotyledon",NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R. M. King & H. Rob.",NA,"Matzenbacher, NI","s.n.","América do Sul","Brasil","BR-116 km 302",NA,"Em campo, solo degradado",NA,NA,"1984","04","01","RS","Guaíba","-51.3250007629395","-30.113899230957","Matzenbacher, NI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28343","auto",NA,NA,NA
"133","2021-02-08 12:36:22-03","UFRGS","ICN","158462","S","Plantae","Dicotyledon",NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R. M. King & H. Rob.",NA,"Fernandes, AC; Ritter, MR","s.n.","América do Sul","Brasil","Morro Santana",NA,"Vassoural queimado, próximo ao marco, face Norte. S30°03'01,8 W51°07'21,7",NA,NA,"2007","05","03","RS","Porto Alegre","-51.2299995422363","-30.0331001281738","Fernandes, AC","285","285",NA,NA,NA,NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA
"134","2021-02-08 12:36:22-03","UFRGS","ICN","043611","S","Plantae","Dicotyledon",NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R. M. King & H. Rob.",NA,"Matzenbacher, NI","475","América do Sul","Brasil","Morro do Armour",NA,"Flores rosadas.; Encosta do morro.",NA,NA,"1976","03","26","RS","Santana do Livramento","-55.5327987670898","-30.8908004760742","Matzenbacher, NI",NA,NA,NA,NA,NA,"1976","03",NA,NA,"26","79795","auto",NA,NA,NA
"135","2021-02-08 12:36:22-03","UFRGS","ICN","015256","S","Plantae","Dicotyledon",NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R. M. King & H. Rob.",NA,"Dutra, J","1256","América do Sul","Brasil","Faz.Caraúna",NA,NA,NA,NA,NA,NA,NA,"RS","Bom Jesus","-50.4166984558105","-28.6678009033203","Matzenbacher, NI",NA,NA,NA,NA,NA,"1979","03",NA,NA,"06","55856","auto",NA,NA,NA
"136","2021-02-08 12:36:22-03","UFRGS","ICN","053567","S","Plantae","Dicotyledon",NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R. M. King & H. Rob.",NA,"Matzenbacher, NI","s.n.","América do Sul","Brasil","BR116 km 32",NA,"Ruderal.",NA,NA,"1983","04","10","RS","Guaíba","-51.3250007629395","-30.113899230957","Matzenbacher, NI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28343","auto",NA,NA,NA
"137","2021-02-08 12:36:22-03","UFRGS","ICN","009798","S","Plantae","Dicotyledon",NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R. M. King & H. Rob.",NA,"Irgang, BE","s.n.","América do Sul","Brasil","Granja L.I. Doth",NA,"Invasora de lavoura de soja, inflor. Violáceas.",NA,NA,"1972","04","01","RS","Panambi","-53.5017013549805","-28.2924995422363","Gaelzer, MB",NA,NA,NA,NA,NA,"1980","11",NA,NA,"20","22393","auto",NA,NA,NA
"138","2021-02-08 12:36:22-03","UFRGS","ICN","181123","S","Plantae","Dicotyledon",NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R. M. King & H. Rob.",NA,"Hagelund, K","10078 (DII)","América do Sul","Brasil","Granja Piraniti",NA,NA,NA,NA,"1976","02","02","RS","Santo Ângelo","-54.2630996704102","-28.2992000579834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25915","auto",NA,NA,NA
"139","2021-02-08 12:36:22-03","UFRGS","ICN","015615","S","Plantae","Dicotyledon",NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R. M. King & H. Rob.",NA,"Dutra, J","1615","América do Sul","Brasil",NA,NA,NA,NA,NA,"1937","03","10","RS","São Leopoldo","-51.1472015380859","-29.7602996826172","Christ, AL",NA,NA,NA,NA,NA,"2018","03",NA,NA,"19","10287","auto",NA,NA,NA
"140","2021-02-08 12:36:22-03","UFRGS","ICN","146996","S","Plantae","Dicotyledon",NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R. M. King & H. Rob.",NA,"Bordignon, SAL; Apel, M","3183","América do Sul","Brasil","Águas Claras",NA,"Material testemunho dissertação de mestrado PPG-Farmácia da UFRGS; Subarbusto com aprox. 0,7-1,0 m de altura; capítulos com flores róseas.; em solo arenoso.",NA,NA,"2006","03","02","RS","Viamão","-51.0233001708984","-30.0811004638672","Matzenbacher, NI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41667","auto",NA,NA,NA
"141","2020-05-19 11:37:46-03","FEPAGRO","BLA","7048","PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Eupatorium","lanigerum","Eupatorium lanigerum","Hook. & Arn.",NA,"A. Pott","21",NA,"Brasil","Estação Experimental",NA,"Habitat: Muito frequente em terrenos cultivados","BLA007048",NA,"1969","02","04","Rio Grande do Sul","Tupanciretã","-53.8358001708984","-29.0806007385254","G. Barroso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59498","auto",NA,NA,NA
"142","2020-08-26 10:47:52-03","MCN-FZBRS","HAS","20151","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Eupatorium","lanigerum","Eupatorium lanigerum","Hook. & Arn.",NA,"Bueno, O.","4202",NA,"Brasil","Defronte a Pedra do Segredo.",NA,"Arbusto com flore rosa; numeroso. Em beira de estrada não mexida.","HAS0020151",NA,"1985","03",NA,"Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50525","auto",NA,NA,NA
"143","2020-08-26 10:47:54-03","MCN-FZBRS","HAS","9193","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Eupatorium","lanigerum","Eupatorium lanigerum","Hook. & Arn.",NA,"Bueno, O.","1273",NA,"Brasil","Morro Morungava",NA,"acesso entre (anterior) a ponte sobre o Rio Morungava a esquerda da RS 020 no sentido Gravataí - Taquara; erva; altura aproximada 50cm; flores lilás; coletada em campo","HAS0009193",NA,"1979","03",NA,"Rio Grande do Sul","Gravataí","-50.9919013977051","-29.9444007873535","Bueno, O. ; Aguiar, L.",NA,NA,NA,NA,NA,"1979","05",NA,NA,NA,"25424","auto",NA,NA,NA
"144","2020-08-26 10:47:54-03","MCN-FZBRS","HAS","47620","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Eupatorium","lanigerum","Eupatorium lanigerum","Hook. & Arn.",NA,"Fernandes, A.C.","s.n.",NA,"Brasil","Depressão Central; Morro Santana.",NA,"; vassoural no topo, face Sul; S30º03'40,3 51º07'25,6; doação ICN 158463;","HAS0047620",NA,"2007","04",NA,"Rio Grande do Sul","Porto Alegre","-51.2299995422363","-30.0331001281738","Fernandes, A.C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA
"145","2020-08-26 10:47:52-03","MCN-FZBRS","HAS","47552","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Eupatorium","lanigerum","Eupatorium lanigerum","Hook. & Arn.",NA,"Senna, R.M.","1420",NA,"Brasil","Depressão Central; Morro Sta Teresa, FASE CASE PADRE CACIQUE.",NA,"; erva; campo;","HAS0047552",NA,"2009","03",NA,"Rio Grande do Sul","Porto Alegre","-51.2299995422363","-30.0331001281738","Senna, R. M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA
"146","2020-08-26 10:47:52-03","MCN-FZBRS","HAS","11408","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Eupatorium","lanigerum","Eupatorium lanigerum","Hook. & Arn.",NA,"Bueno, O.","2301",NA,"Brasil","Morro das Abertas",NA,"erva; flor roxa rosada; perfume nas folhas;. Muito numeroso; dispersa; campo não mexido; topo; encosta; solo granito","HAS0011408",NA,"1980","03",NA,"Rio Grande do Sul","Porto Alegre","-51.2299995422363","-30.0331001281738","Matzenbacher, N.I.",NA,NA,NA,NA,NA,"1980","11",NA,NA,"11","29946","auto",NA,NA,NA
"147","2020-12-01 09:01:31-03","MCN-FZBRS","HAS","11776","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Eupatorium","lanigerum","Eupatorium lanigerum","Hook. & Arn.",NA,"Martins, S.A.","154",NA,"Brasil","Morro Santana, lado sudoeste do morro",NA,"Erva com flor rosada; rara e dispersa em campo sujo.","HAS0011776",NA,"1980","04",NA,"Rio Grande do Sul","Porto Alegre","-51.2299995422363","-30.0331001281738","Matzenbacher, N.I.",NA,NA,NA,NA,NA,"1980","11",NA,NA,"11","29946","auto",NA,NA,NA
"148","2020-08-26 10:47:52-03","MCN-FZBRS","HAS","9480","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Eupatorium","cf. lanigerum","Eupatorium cf. lanigerum","Hook. & Arn.",NA,"Bueno, O.","1378",NA,"Brasil","Morro Tapera",NA,"acesso pela estrada Juca Batista; ereta; altura e diâmetro da planta 40 cm; flor cor de vinho (lilás roxa); fruto com papus amarelos; pouco numerosa; campo limpo; topo; solo granito; ápice da inflorescência arroxeado; idem as brácteas","HAS0009480",NA,"1979","05",NA,"Rio Grande do Sul","Porto Alegre","-51.2299995422363","-30.0331001281738","Bueno, O.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA
