"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","typeStatus","continentOcean","preparationType","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber"
"137","2020-12-20 21:18:10-03","UFV","VIC","10970","PreservedSpecimen","Plantae","Lythraceae","Magnolia","ovata","Magnolia ovata","(A.St.-Hil.) Spreng.",NA,"Silva, A.F.","s.n.","1985","10","24","Brasil","São Paulo","São José dos Campos","Flora da Reserva Florestal da Boa Vista","-45.9375","-23.075","-45.9375","-23.075",NA,NA,"VIC010970",NA,NA,NA,NA,NA,NA,"#?#Árvore de ate 20 m, ramos aromáticoa, frutos de sementes de auto vermelho vistas quando da descencia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-12-20 21:18:10-03","UFV","VIC","13621","PreservedSpecimen","Plantae","Lythraceae","Magnolia","ovata","Magnolia ovata","(A.St.-Hil.) Spreng.",NA,"Mota, A.L.P.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Araguari","Flora do Vale do Rio Araguari","-48.187198638916","-18.6471996307373",NA,NA,NA,NA,"VIC013621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA,NA
"139","2020-12-20 21:18:10-03","UFV","VIC","232","PreservedSpecimen","Plantae","Lythraceae","Magnolia","ovata","Magnolia ovata","(A.St.-Hil.) Spreng.",NA,"Mexia, Y.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Viçosa","ESAV","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"VIC000232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA
"140","2020-12-20 21:18:10-03","UFV","VIC","2120","PreservedSpecimen","Plantae","Lythraceae","Magnolia","ovata","Magnolia ovata","(A.St.-Hil.) Spreng.",NA,"Kulhmann.;","s.n.","1935","11","02","Brasil","Minas Gerais","Viçosa","ESAV","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"VIC002120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA
"141","2020-12-20 21:18:10-03","UFV","VIC","042219","PreservedSpecimen","Plantae","Lythraceae","Magnolia","ovata","Magnolia ovata","(A.St.-Hil.) Spreng.",NA,"Santos, M.L.; et al.","s.n.","2004","03","23","Brasil","Minas Gerais","Viçosa","Sitio Bom sucesso, próximo ao trevo da UFV., Mata do seu Nico.","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"VIC042219","VIC042219",NA,NA,NA,NA,NA,"Árvore l.ocalizada na proximidade de ravina, uma área úmida.",NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA
"142","2020-12-20 21:18:10-03","UFV","VIC","040472","PreservedSpecimen","Plantae","Lythraceae","Magnolia","ovata","Magnolia ovata","(A.St.-Hil.) Spreng.",NA,"Simão, M.R.V.C.","326","2012","10","10","Brasil","Minas Gerais","Viçosa","Estação de pesquisa treinamento e educação ambient, Floresta Estacional Semidecidual.","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"VIC040472","VIC040472",NA,NA,NA,NA,NA,"Árvore de 16 m, fruto imaturo verde,fruto maduro deiscente de sementes envoltas por arilo vermelho.",NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA
"143","2020-12-20 21:18:10-03","UFV","VIC","25155","PreservedSpecimen","Plantae","Lythraceae","Magnolia","ovata","Magnolia ovata","(A.St.-Hil.) Spreng.",NA,"Temponi, L.G.; Balduíno, A.C.","151","2000","10",NA,"Brasil","Minas Gerais","Viçosa","Fazenda do seu Nico","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"VIC025155",NA,NA,NA,NA,NA,NA,"Arborea, folha cartácea, fruto na caporteca, sementes vermelhas.",NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA
"144","2019-11-21 14:38:32-03","UFJF","CESJ","49908","PreservedSpecimen","Plantae","Magnoliaceae","Magnolia","ovata","Magnolia ovata","(A. St.-Hil.) Spreng.","F.R.G. Salimena","M.G. Rezende; R.C.L. Elias; F.R.G. Salimena; P.H. Nobre; S.A. Roman; F.S. Souza","102","2008","03","28","Brasil","Minas Gerais","Caldas","Pocinhos do Rio Verde, Pedra Branca","-46.386100769043","-21.9235992431641",NA,NA,NA,NA,"CESJ049908",NA,"Angiosperma",NA,NA,"América do Sul",NA,"Árvore ca. 15 m. Frutos verdes depositados na carpoteca.","2008","03","28","25710","auto",NA,NA,NA,NA,NA
"145","2019-11-21 14:38:32-03","UFJF","CESJ","45944","PreservedSpecimen","Plantae","Magnoliaceae","Magnolia","ovata","Magnolia ovata","(A. St.-Hil.) Spreng.","J.Kuntz-Galvão","A.P. Duarte","11244","1968","11","11","Brasil","Minas Gerais","Carmo do Cajuru","Pinho do brejo. Planta de solo úmido em mata ciliar.","-44.7710990905762","-20.1842002868652",NA,NA,NA,NA,"CESJ045944",NA,"Angiosperma",NA,NA,"América do Sul",NA,NA,"2011","10",NA,"23005","auto",NA,NA,NA,NA,NA
"146","2019-11-21 14:38:32-03","UFJF","CESJ","18399","PreservedSpecimen","Plantae","Magnoliaceae","Magnolia","ovata","Magnolia ovata","(A. St.-Hil.) Spreng.",NA,"L. Krieger","CESJ18399","1977","09",NA,"Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"CESJ018399",NA,"Angiosperma",NA,NA,"América do Sul",NA,"Fruto: múltiplo, lenhoso, deiscente (multifolículo). Sementes com arilo vermelho vivo. Árvore pequena, brejo. Nome vulgar: Pinha do brejo. Exclusivo da carpoteca",NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA
"147","2019-11-21 14:38:32-03","UFJF","CESJ","41243","PreservedSpecimen","Plantae","Magnoliaceae","Magnolia","ovata","Magnolia ovata","(A. St.-Hil.) Spreng.","F.R.G. Salimena","F.R.G. Salimena; P.H. Nobre","1122","2003","11",NA,"Brasil","Minas Gerais","Rio Preto","Serra Negra, estrada entre Rio Preto e Olaria.","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"CESJ041243",NA,"Angiosperma",NA,NA,"América do Sul",NA,"Árvore, 5m alt., botões florais verdes.","2004",NA,NA,"20815","auto",NA,NA,NA,NA,NA
"148","2019-11-21 14:38:32-03","UFJF","CESJ","41455","PreservedSpecimen","Plantae","Magnoliaceae","Magnolia","ovata","Magnolia ovata","(A. St.-Hil.) Spreng.","C.N. Matozinhos","A.S.M. Valente; K. Antunes; C.N. Matozinhos; F.R.G. Salimena; L.C.S. Assis; O.J. Bastos Neto","337","2004","02",NA,"Brasil","Minas Gerais","Rio Preto","Serra Negra, Fazenda da Tiririca.","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"CESJ041455",NA,"Angiosperma",NA,NA,"América do Sul",NA,"Árvore, ca. 5m alt., próximo ao córrego, no brejo. Frutos imaturos verdes. Copa rala. Fruto na carpoteca.","2006","09","12","20815","auto",NA,NA,NA,NA,NA
"149","2019-11-21 14:38:32-03","UFJF","CESJ","34366","PreservedSpecimen","Plantae","Magnoliaceae","Magnolia","ovata","Magnolia ovata","(A. St.-Hil.) Spreng.","L.C.S. Assis","L.C.S. Assis; M.K. Ladeira","250","2001","09","17","Brasil","Minas Gerais","Barroso","Mata do Baú","-43.9757995605469","-21.1868991851807",NA,NA,NA,NA,"CESJ034366",NA,"Angiosperma",NA,NA,"América do Sul",NA,"Árvore com aproximadamente 7m encontrada no interior da mata, ao lado de um córrego. Frutos multifoliculares com sementes alaranjadas. Pouco comum.&nf;(Frutos na carpoteca)","2003","09","02","7934","auto",NA,NA,NA,NA,NA
"150","2019-11-21 14:38:32-03","UFJF","CESJ","47421","PreservedSpecimen","Plantae","Magnoliaceae","Magnolia","ovata","Magnolia ovata","(A. St.-Hil.) Spreng.","J.Kuntz-Galvão","R. Mello-Silva","2168","2003","11","15","Brasil","Minas Gerais","Santos Dumont","Posses, Sítio Araçá. Nascentes do córrego Araçá.","-43.657222","-21.4675","-43.657222","-21.4675","1000","1000","CESJ047421",NA,"Angiosperma",NA,NA,"América do Sul",NA,"Grande população. Árvores 5-15m alt., ao longo das nascentes do córrego. Folhas verde-claras brilhantes. Botões jovens verdes. Frutos velhos, abertos e sem sementes.","2011","10",NA,NA,NA,NA,NA,NA,NA,NA
"151","2019-11-21 14:38:32-03","UFJF","CESJ","24781","PreservedSpecimen","Plantae","Magnoliaceae","Magnolia","ovata","Magnolia ovata","(A. St.-Hil.) Spreng.","J.Kuntz-Galvão","L. Krieger","CESJ24781","1989","05","09","Brasil","Minas Gerais","Lima Duarte","São Francisco do Prata, Serra das Flores","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ024781",NA,"Angiosperma",NA,NA,"América do Sul",NA,"Árvore pequena (6m), perto de água. Fruto sincárpico, lenhoso, abre regularmente como multifolículo. Sementes com arilo vermelho.","2011","10",NA,"30417","auto",NA,NA,NA,NA,NA
"152","2019-11-21 14:38:32-03","UFJF","CESJ","63502","PreservedSpecimen","Plantae","Magnoliaceae","Magnolia","ovata","Magnolia ovata","(A. St.-Hil.) Spreng.","F.R.G. Salimena","F.R.G. Salimena; P.H. Nobre; K. Antunes","3618","2013","08","15","Brasil","Minas Gerais","Rio Preto","Vila do Funil, RPPN São Lourenço do Funil e RPPN Serrinha","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"CESJ063502",NA,"Angiosperma",NA,NA,"América do Sul",NA,"Árvore ca. 10m, frutos maduros. Mata ciliar. Carpoteca","2013","08","15","20815","auto",NA,NA,NA,NA,NA
"153","2019-11-21 14:38:32-03","UFJF","CESJ","63425","PreservedSpecimen","Plantae","Magnoliaceae","Magnolia","ovata","Magnolia ovata","(A. St.-Hil.) Spreng.",NA,"C.N. Matozinhos; et al.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Rio Preto","Vilarejo do Funil","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"CESJ063425",NA,"Angiosperma",NA,NA,"América do Sul",NA,"Árvore 7m em área alagada. Frutos verdes. Material exclusivo da carpoteca.",NA,NA,NA,"20815","auto",NA,NA,NA,NA,NA
"154","2019-11-21 14:38:32-03","UFJF","CESJ","39366","PreservedSpecimen","Plantae","Magnoliaceae","Talauma","ovata","Talauma ovata","A. St.-Hil.","A.S.M. Valente","A.S.M. Valente; F.S. Araújo","227","2002","08","17","Brasil","Minas Gerais","LIma Duarte","Conceição do Ibitipoca, Estrada para Moreiras.","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ039366",NA,"Angiosperma",NA,NA,"América do Sul",NA,"Árvore ca. 13m. na borda da mata à beira do curso d'água. Folhas discolores, frutos imaturos verdes pêndulos.","2002","11",NA,"30417","auto",NA,NA,NA,NA,NA
"155","2021-04-07 11:45:31-03","UFMS","CGMS","7615","PreservedSpecimen","Plantae","Magnoliaceae","Magnolia","ovata","Magnolia ovata","(A.St.-Hil.) Spreng.",NA,"A. Amaral-Júnior; J.O. Medonça; O. Dias","167","1998","10","14","Brasil","Mato Grosso do Sul","Brasilândia","Estrada Brasilândia-Bataguassu, córrego da Boa Esperança.","-53.0666667","-21.3583333","-53,0666667","-21,3583333",NA,NA,"CGMS1015310",NA,NA,NA,NA,NA,NA,"ComBotões. Habitat: Mata de banhado. Habito: Árvore. 4,00m de altura.","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2021-04-07 11:45:31-03","UFMS","CGMS","55771","PreservedSpecimen","Plantae","Magnoliaceae","Magnolia","ovata","Magnolia ovata","(A.St.-Hil.) Spreng.",NA,"A. Pott","14367","2007","05","13","Brasil","Mato Grosso do Sul","Costa Rica","PCH Sucuriú, ex-Fazenda Beira-Rio, Rio Sucuriú, Distrito de Paraíso.","-52.9058333","-19.1880555","-52,9058333","-19,1880555","450","450","CGMS1085740",NA,NA,NA,NA,NA,NA,"Flor ausente. Fruto na carpoteca. Habitat: Floresta paludosa inundável com Mauritia flexuosa, Calophyllum brasiliense. Solo argioloso hidromórfico. Relevo várzea. Frequente. Habito: Árvore.","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2021-04-07 11:45:31-03","UFMS","CGMS","13198","PreservedSpecimen","Plantae","Magnoliaceae","Magnolia","ovata","Magnolia ovata","(A.St.-Hil.) Spreng.","A. Pott","A. Pott; V.J. Pott; S. Aragaki; A.C.M. Cristaldo","11561","2004","03","29","Brasil","Mato Grosso do Sul","Chapadão do Sul","Nascente do Pouso Frio (Cabeceira do Aporé ou Rio do Peixe).","-52.8522222","-18.6658333","-52,8522222","-18,6658333","800","800","CGMS1042596",NA,NA,NA,NA,NA,NA,"Flor ausente. Fruto ausente. Abundante na mata de galeria. Habitat: Campo arbustivo denso, úmido. Solo hidromórfico. Relevo fundo de vale. Habito: Árvore. Frequente. 3,00-8,00 m de altura.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2021-04-07 11:45:31-03","UFMS","CGMS","49643","PreservedSpecimen","Plantae","Magnoliaceae","Magnolia","ovata","Magnolia ovata","(A.St.-Hil.) Spreng.","A. Pott","A. Pott; V.J. Pott; A.L.B. Sartori; L.C.P. Lima; J.F.M. Valls; G.P. Silva; R.C. Oliveira; M. Moraes","8748","2001","03","30","Brasil","Mato Grosso do Sul","Campo Grande","Córrego Imbirussu, estrada do anel rodoviário, entre BR-262 em Indubrasil e trevo para Sidrolândia.","-54.7183334","-20.6188889","-54,7183334","-20,6188889",NA,NA,"CGMS1079575",NA,NA,NA,NA,NA,NA,"Flor ausente. Fruto marrom Habitat: Floresta ripária de Mauritia, perturbada. Solo argiloso vermelho. Relevo vale, em ondulado. Esparsa. Habito: Árvore. 8,00 m de altura.","2015","05","12",NA,NA,NA,NA,NA,NA,NA
"159","2021-04-07 11:45:31-03","UFMS","CGMS","14642","PreservedSpecimen","Plantae","Magnoliaceae","Magnolia","ovata","Magnolia ovata","(A.St.-Hil.) Spreng.",NA,"A. Pott; V.J. Pott; A.C.M. Cristaldo; O.A. Corsino Jr.","12398","2004","11","19","Brasil","Mato Grosso do Sul","Inocência","Fazenda Lagoinha, Córrego Constanza.","-51.88","-19.5683334","-51,88","-19,5683334","510","510","CGMS1044124",NA,NA,NA,NA,NA,NA,"Flor branca. Fruto ausente. Habitat: Floresta ripária em área de cerradão com pastagem. Solo arenoso aluvial. Relevo vale em ondulado. Habito: Árvore. Esparsa. 5,00-8,00 m de altura.","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2021-04-07 11:45:31-03","UFMS","CGMS","24557","PreservedSpecimen","Plantae","Magnoliaceae","Magnolia","ovata","Magnolia ovata","(A.St.-Hil.) Spreng.","G.A. Damasceno-Junior","H.C. Vinci-Carlos; G.A. Damasceno-Junior; R.M. Chiaravalloti","202","2008","02","29","Brasil","Mato Grosso do Sul","Campo Grande","Área de Proteção Ambiental dos Mananciais do Córrego Guariroba (APA do Guariroba), Fazenda Estância D#?#Casa, margem do Córrego do Açude.","-54.3972222","-20.5844444","-54,3972222","-20,5844444","554","554","CGMS1053994",NA,NA,NA,NA,NA,NA,"Fruto verde imaturo. Vereda preservada. Habitat: Cerrado. Campo graminoso úmido (Vereda), dossel de ilha de vegetação lenhosa. Solo arenoso hidromórfico. Relevo plano-ondulado. Rara. Habito: Árvore.10,00 m de altura.","2008","02","29",NA,NA,NA,NA,NA,NA,NA
"161","2021-04-07 11:45:31-03","UFMS","CGMS","6816","PreservedSpecimen","Plantae","Magnoliaceae","Magnolia","ovata","Magnolia ovata","(A.St.-Hil.) Spreng.",NA,"A. Amaral-Júnior; J.O. Mendonça; O. Dias","167","1998","10","14","Brasil","Mato Grosso do Sul","Brasilândia","Estrada Brasilândia-Bataguassu. Córrego Boa Esperança.","-52.1011111","-21.3583333","-52,1011111","-21,3583333",NA,NA,"CGMS1015311",NA,NA,NA,NA,NA,NA,"Com botões. Habitat: Mata de banhado. Habito: Árvore. 4,00m de altura.","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2021-04-07 11:45:31-03","UFMS","CGMS","24756","PreservedSpecimen","Plantae","Magnoliaceae","Magnolia","ovata","Magnolia ovata","(A.St.-Hil.) Spreng.","M.L. Bueno","M.L. Bueno","620","2007","12","24","Brasil","Mato Grosso do Sul","Campo Grande","APA do Guariroba.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"CGMS1054181",NA,NA,NA,NA,NA,NA,"Fruto verde. Habitat: Mata de galeria inundável. Habito: Árvore 10m.","2009","01","05","161190","auto",NA,NA,NA,NA,NA
"163","2021-04-07 11:45:31-03","UFMS","CGMS","24755","PreservedSpecimen","Plantae","Magnoliaceae","Magnolia","ovata","Magnolia ovata","(A.St.-Hil.) Spreng.","M.L. Bueno","M.L. Bueno","619","2007","12","24","Brasil","Mato Grosso do Sul","Campo Grande","APA do Guariroba.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"CGMS1054180",NA,NA,NA,NA,NA,NA,"Fruto verde. Habitat: Mata de galeria inundável. Habito: Árvore 10m.","2009","01","05","161190","auto",NA,NA,NA,NA,NA
"164","2021-04-07 11:45:31-03","UFMS","CGMS","14824","PreservedSpecimen","Plantae","Magnoliaceae","Talauma","ovata","Talauma ovata","A.St.-Hil.","U.M. Resende","A.S. Penha; T. Ramires; C.S. Campos; M.C. Lescano","5","2004","10","24","Brasil","Mato Grosso do Sul","Costa Rica","Fazenda Pouso Frio.","-52.8602778","-18.6558333","-52,8602778","-18,6558333",NA,NA,"CGMS1044024",NA,NA,NA,NA,NA,NA,"Heliófita. Mesófita. Habitat: Cerradão. Mata ciliar. Relevo ondulado com drenagem. Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2021-03-01 16:33:16-03","UNICAMP","UEC","200460","S","Plantae","Magnoliaceae","Magnolia","ovata","Magnolia ovata","(A.St.-Hil.) Spreng.",NA,"Pereira, LS; Belinello, R; Leal, DAG","N1627","2009","11","02","Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.183333","-23.4","-45.183333","-23.4","990","1045","UEC158011","UEC158011","Magnoliopsida",NA,NA,NA,NA,"Parcela N - Projeto Biota-FAPESP. Árvore com 6 metros de altura. Frequência da espécie na parcela: n=1; Mata Atlântica","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2021-03-01 16:33:16-03","UNICAMP","UEC","188962","S","Plantae","Magnoliaceae","Magnolia","ovata","Magnolia ovata","(A.St.-Hil.) Spreng.",NA,"Silva, BG; Koch, I; Castello, ACD; Vidal Junior, JD","183","2015","01","06","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.994444","-24.059444","-47.994444","-24.059444","800","800","UEC119445","UEC119445","Magnoliopsida",NA,NA,NA,NA,"Árvore, 6 m de altura e 5,7 cm de DAP; Floresta Ombrófila Densa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2021-03-01 16:33:16-03","UNICAMP","UEC","199853","S","Plantae","Magnoliaceae","Magnolia","ovata","Magnolia ovata","(A.St.-Hil.) Spreng.",NA,"Trad, RJ; Galvão, JC","665","2019","11","26","Brazil","São Paulo","Campinas","No campus da Universidade Estadual de Campinas (Unicamp). Área de preservação ambiental próxima à bomba de água. Árvore entre dois lagos, próxima à área úmida.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"UEC1667931",NA,"Magnoliopsida",NA,NA,NA,NA,"Árvore ca. 8 m; flores com cálice verde, corola creme e anteras creme com ápice enegrecido, odor adocicado.",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA
"168","2021-03-01 16:33:17-03","UNICAMP","UEC","52681","S","Plantae","Magnoliaceae","Talauma","ovata","Talauma ovata","A.St.-Hil.",NA,"Mello-Silva, R; Pirani, JR; Meguro, M","50","1989","03","24","Brazil","Minas Gerais","Santana do Riacho","Serra do Cipó, córrego 2 pontinhas. ca. 1220m s.n.m.","-43.566667","-20.416667","-43.566667","-20.416667",NA,NA,"UEC021975","UEC021975","Magnoliopsida",NA,NA,NA,NA,"Árvore de até 10m alt. DAP 30cm, no interior e orla de pequena mata ciliar. FOolhagem verde-brilhante na face adaxial. Frutos imaturos verdes.Voucher para estudos químicos; Orla de pequena mata ciliar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2021-03-01 16:33:16-03","UNICAMP","UEC","129362","S","Plantae","Magnoliaceae","Talauma","ovata","Talauma ovata","A.St.-Hil.","Tamashiro, JY; Meireles, LD","Gomes, BZ","78","2002","08","07","Brazil","São Paulo","Brotas","Horto Santa Fé 1","-48.042222","-22.265","-48.042222","-22.265",NA,NA,"UEC021962","UEC021962","Magnoliopsida",NA,NA,NA,NA,"altura: 11m; Formação estudada: Transição cerradão mata ciliar.&nf;Coleta em área alagada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2019-08-20 10:17:15-03","UNICAMP","UEC","147769","S","Plantae","Magnoliaceae","Talauma","ovata","Talauma ovata","A.St.-Hil.","Semir, J","Campos, MCR; Belinello, R","824","2006","07","18","Brazil","São Paulo","Picinguaba","Parque Estadual da Serra do Mar, Parcela E na Trilha do Corisco (Projeto Temático Biota Gradiente Funcional)",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,"indivíduo E1094, altura 10m","2007","09",NA,NA,NA,NA,NA,NA,NA,NA
"171","2021-03-01 16:33:17-03","UNICAMP","UEC","46053","S","Plantae","Magnoliaceae","Talauma","ovata","Talauma ovata","A.St.-Hil.",NA,"Gentry, A; Vieira, MC; Calos, A","59189","1987","09","08","Brazil","Minas Gerais","Monte Belo","Fazenda Lagoa","-46.25","-21.416667","-46.25","-21.416667",NA,NA,"UEC021957","UEC021957","Magnoliopsida",NA,NA,NA,NA,"Tree 20m, fruits green, turning brown and dehiscing irregularly, seeds with red aril; growing in remnant of brejo vegetation.; Semideciduous forest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2021-03-01 16:33:17-03","UNICAMP","UEC","54466","S","Plantae","Magnoliaceae","Talauma","ovata","Talauma ovata","A.St.-Hil.",NA,"Silva, AF","1327","1985","10","24","Brazil","São Paulo","São José dos Campos","Flora da Reserva Florestal da Boa Vista","-45.9375","-23.075","-45.9375","-23.075",NA,NA,"UEC021972","UEC021972","Magnoliopsida",NA,NA,NA,NA,"Árvore de até 20m, ramos aromáticos, frutos c/ sementes de auto vermelho vistas quando da deiscência",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2021-03-01 16:33:17-03","UNICAMP","UEC","79121","S","Plantae","Magnoliaceae","Talauma","ovata","Talauma ovata","A.St.-Hil.",NA,"Gandolfi, S; Leitão Filho, HF; Bezerra, CLF","UEC26944","1984","06","20","Brazil","São Paulo","Guarulhos","Aeroporto Internacional de São Paulo","-46.481389","-23.425","-46.481389","-23.425",NA,NA,"UEC021967","UEC021967","Magnoliopsida",NA,NA,NA,NA,"com frutos; Mata Mesófila Semidecídua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2021-03-01 16:33:17-03","UNICAMP","UEC","9857","S","Plantae","Magnoliaceae","Talauma","ovata","Talauma ovata","A.St.-Hil.",NA,"Ratter, JA; Fonseca, SG; Fonsêca Filho, J; Ribeiro, JF; Silva, JCS","3806","1976","10","21","Brazil","Distrito Federal","Brasília","Fazenda Água Limpa (University of Brasília field station), near Vargem Bonita, c. 18 km. SSW of Brasília TV tower.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"UEC021978","UEC021978","Magnoliopsida",NA,NA,NA,NA,"Tree, 12m tall. Tepals pale cream. In swampu gallery florest",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA
"175","2021-03-01 16:33:16-03","UNICAMP","UEC","102826","S","Plantae","Magnoliaceae","Talauma","ovata","Talauma ovata","A.St.-Hil.","Forster, R","Kinoshita, LS; Kozera, C; Filliettaz, AM","98297","1998","10","06","Brazil","Minas Gerais","Carrancas","Cachoira da Zilda","-44.6425018310547","-21.4874992370605",NA,NA,NA,NA,"UEC021970","UEC021970","Magnoliopsida",NA,NA,NA,NA,"Árvore ca 6m, botões jovens verdes.; Mata Ciliar",NA,NA,NA,"21143","auto",NA,NA,NA,NA,NA
"176","2021-03-01 16:33:17-03","UNICAMP","UEC","135867","S","Plantae","Magnoliaceae","Talauma","ovata","Talauma ovata","A.St.-Hil.",NA,"Simões, AO; Singer, RB; Belinello, R","613","1998","12","03","Brazil","Minas Gerais","Carrancas","Fazenda do Seu Nhô","-44.6425018310547","-21.4874992370605",NA,NA,NA,NA,"UEC021964","UEC021964","Magnoliopsida",NA,NA,NA,NA,"Árvore, cerca de 20m, flores brancas, fragrantes, pétalas carnosas, frutos imaturos verdes. Nome popular: Pinha-do-Brejo",NA,NA,NA,"21143","auto",NA,NA,NA,NA,NA
"177","2021-03-01 16:33:17-03","UNICAMP","UEC","135866","S","Plantae","Magnoliaceae","Talauma","ovata","Talauma ovata","A.St.-Hil.",NA,"Simões, AO; Singer, RB; Belinello, R","659","1998","12","04","Brazil","Minas Gerais","Carrancas","Serra de Bicas, mata no pé da Serra, propriedade do Sr. Toninho","-44.6425018310547","-21.4874992370605",NA,NA,NA,NA,"UEC021963","UEC021963","Magnoliopsida",NA,NA,NA,NA,"Árvore, 15m, flores brancas, fragrantes, pétaas carnosas. Em área de mara junto à curso d'água; Área de mata junto à curso d'água",NA,NA,NA,"21143","auto",NA,NA,NA,NA,NA
"178","2021-03-01 16:33:17-03","UNICAMP","UEC","59543","S","Plantae","Magnoliaceae","Talauma","ovata","Talauma ovata","A.St.-Hil.","Schiavini","Schiavini","226","1989","10","18","Brazil","Minas Gerais","Uberlândia","Estação Ecológica do Panga.&nf;Mata de Galeria do Rio Panga","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,"UEC021961","UEC021961","Magnoliopsida",NA,NA,NA,NA,"Árvore c.c 10.0m altura. 65cm de circunferência. Flor branca","1989","10","18","58223","auto",NA,NA,NA,NA,NA
"179","2021-03-01 16:33:17-03","UNICAMP","UEC","21616","S","Plantae","Magnoliaceae","Talauma","ovata","Talauma ovata","A.St.-Hil.","Hatschbach, G","Hatschbach, G","41553","1978","08","18","Brazil","Paraná","Antonina","Rio Pequeno","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"UEC021976","UEC021976","Magnoliopsida",NA,NA,NA,NA,"Árvore de 10m. Fruto a parte. Xileteca; mata pluvial, encosta de morro","1978","09",NA,"38300","auto",NA,NA,NA,NA,NA
"180","2021-03-01 16:33:17-03","UNICAMP","UEC","82023","S","Plantae","Magnoliaceae","Talauma","ovata","Talauma ovata","A.St.-Hil.",NA,"Durigan, G","31706","1994","04","15","Brazil","São Paulo","Assis","Estação Ecológica","-50.4099998474121","-22.6599998474121",NA,NA,NA,NA,"UEC021971","UEC021971","Magnoliopsida",NA,NA,NA,NA,"Árvore; Mata Ciliar, em terreno encharcado",NA,NA,NA,"23972","auto",NA,NA,NA,NA,NA
