"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","previousCatalogNumber","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","infraspecificEpithet","typeStatus"
"1","2021-04-05 14:34:13-03","UNESC","CRI","8161","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","M. Verdi","2009","03","09","M. Verdi; R. P. Hasckel e G. Klemz","1516","2009","03","09","Brasil","Santa Catarina","Anita Garibaldi","-51.125278","-27.685556","51º7'31''W","27º41'8''S","CRI007676","CRI007676",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-04-05 14:34:13-03","UNESC","CRI","12177","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.",NA,NA,NA,NA,"Sobral, M.; et al.","6581","1990","11","00","Brasil","Rio Grande do Sul","Derrubadas","-53.861111","-27.264722","53º51'40''W","27º15'53''S","CRI010355","CRI010355","Parque Estadual do Turvo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-04-05 14:26:10-03","UNESC","CRI","14229","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","Verdi, M","2008","12","11","Verdi, M.; Grosch, B. & Klemz, G.","1154","2008","12","11","Brasil","Santa Catarina","Capão Alto","-50.760833","-28.17","50º45'39''W","28º10'12''S","CRI013346","CRI013346","Fazenda Pessegueirinho. Fazenda Pessegueirinho.","762","762","Florística IFFSC 529 (Arbórea). Coletada entorno da unidade amostral. Habitat: Ecótono Floresta Ombrófila Mista e Floresta Estacional Decidual; Habito: Fruto verde;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-04-05 14:26:10-03","UNESC","CRI","14246","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","Verdi, M","2008","12","15","Verdi, M.; Grosch, B. & Klemz, G.","1157","2008","12","15","Brasil","Santa Catarina","Campo Belo do Sul","-50.849722","-28.035","50º50'59''W","28º2'6''S","CRI013345","CRI013345","Canoas / Fazenda Gateados. Canoas / Fazenda Gateados.","845","845","Florística IFFSC 677 Habitat: Ecótono Floresta Ombrófila Mista e Floresta Estacional Decidual; entorno do fragmento Habito: Fruto verde;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-04-05 14:34:13-03","UNESC","CRI","15349","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","Isadora Zapelini & José T. Pires","2020","08","08","Alexandre Medeiros","422","2017","06","04","Brasil","Santa Catarina","Balneário Camboriú","-48.5825","-27.028889","48º34'57''W","27º1'44''S","CRI014766",NA,"Estaleiro",NA,NA,"Flor branco rosada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-04-05 14:26:10-03","UNESC","CRI","13137","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","Seubert, RC","2014","08","08","Seubert, R.C.; Sampaio, D.K.; Hofschneider, E.; Rezini, J.A. & Gebien, W.","44","2014","08","08","Brasil","Santa Catarina","Indaial","-49.2175","-27.115","49º13'3''W","27º6'54''S","CRI011658","CRI011658","Faxinal do Bepe - Parque Nacional da Serra do Itajaí. Faxinal do Bepe - Parque Nacional da Serra do Itajaí.","635","635","Projeto Restaurar Habitat: Floresta Ombrófila Densa Montana; encosta Habito: arbustiva;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","778855","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","A. C. Brade",NA,NA,NA,"F. C. Hoehne","s.n.","1929","12","12","Brazil","São Paulo","Sao Paulo","-46.621883","-23.654505",NA,NA,"NY00778855","NY00778855_01","Sao Paulo, nativa no Parque do Estado e Jardim Botanico.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=796390' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","1018693","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","J. R. Pirani",NA,NA,NA,"R. de Mello-Silva","63","1989","10","22","Brazil","Minas Gerais","Maria da Fé","-45.3753","-22.3083",NA,NA,"NY01018693","NY01018693_01","Córrego com mata ciliar próximo à cidade.","1278","1278","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1262067' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","592260","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","S. F. Smith",NA,NA,NA,"R. A. Wasum","912","2001","01","21","Brazil","Rio Grande do Sul","Sao Francisco de Paula","-50.5833","-29.4483",NA,NA,"NY00592260","NY00592260_01","José Velho","750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=333236' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","487039","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","S. F. Smith",NA,NA,NA,"R. A. Wasum","s.n.","1995","12","27","Brazil","Rio Grande do Sul","Erechim","-52.2739","-27.6344",NA,NA,"NY00487039","NY00487039_01","Erechim - IBDF","780","780","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=333232' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","777204","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","A. C. B. Lacerda",NA,NA,NA,"A. Lacerda","183","1998","12","17","Brazil","Paraná","Piraquara","-49.05","-25.43",NA,NA,"NY00777204","NY00777204_01","Morro do Canal, Mananciais da Serra","990","990","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=333238' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","487038","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","S. F. Smith",NA,NA,NA,"A. Butzke","s.n.","1994","12","08","Brazil","Rio Grande do Sul","Erechim","-52.2739","-27.6344",NA,NA,"NY00487038","NY00487038_01","Erechim - Seminário N.Srª Fátima","780","780","Herbara-7578 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=333233' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","589242","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","S. F. Smith",NA,NA,NA,"R. A. Wasum","866","2000","12","31","Brazil","Rio Grande do Sul","Sao Francisco de Paula","-50.5833","-29.4483",NA,NA,"NY00589242","NY00589242_01","José Velho","750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=333237' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1182591","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","P. W. Fritsch",NA,NA,NA,"F. C. Hoehne","24537",NA,NA,NA,"Brazil","São Paulo",NA,NA,NA,NA,NA,"NY01182591","NY01182591_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1407119' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","487042","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","S. F. Smith",NA,NA,NA,"A. Kegler","93","1999","01","20","Brazil","Rio Grande do Sul","Caxias do Sul","-51.1792","-29.1683",NA,NA,"NY00487042","NY00487042_01","Criúva","780","780","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=333235' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","487040","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","S. F. Smith",NA,NA,NA,"R. A. Wasum","s.n.","1998","05","30","Brazil","Rio Grande do Sul","Caçapava do Sul","-53.4914","-30.5122",NA,NA,"NY00487040","NY00487040_01","Passo do Pessegueiro","300","300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=333234' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","487030","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","P. W. Fritsch",NA,NA,NA,"E. M. Francisco","s.n.","1998","11","27","Brazil","Paraná","Tibagi","-50.4133","-24.5094",NA,NA,"NY00487030","NY00487030_01","Area da Fazenda Batavo",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=400916' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2017-02-01 13:47:00-02","NY","NYBG","487043","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus",NA,"N. M. Bacigalupo",NA,NA,NA,"O. Morrone","901","1996","02","16","Argentina","Misiones","General Manuel Belgrano","-53.82","-26.4",NA,NA,"NY00487043",NA,"Ruta Nac. 14, 33 km de Bernardo de Irigoyen, camino a Tobuna","720","720","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=333239' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1182590","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","P. W. Fritsch",NA,NA,NA,"A. F. Regnell","Ser. II46",NA,NA,NA,"Brazil","Minas Gerais","Caldas","-46.386100769043","-21.9235992431641",NA,NA,"NY01182590","NY01182590_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1407118' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Ericales","South America","sheet","25710","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","487041","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","20599","1968","12","10","Brazil","Paraná","Laranjeiras do Sul","-52.08","-25.42",NA,NA,"NY00487041","NY00487041_01","Pinhal Ralo",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=333240' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1146284","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.",NA,NA,NA,NA,"P. W. Fritsch","1800","2005","10","13","Brazil","Paraná","Curitiba","-49.20283","-25.482",NA,NA,"NY01146284","NY01146284_01","Conjunto Marumbí","883","883","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1336695' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-02-18 09:30:49-03","UNESP-IBB","BOTU","31178","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.",NA,NA,NA,NA,"Ferreira, R.C.C.","117","1997","09","23","Brasil","São Paulo","Botucatu",NA,NA,"9999","9999","BOTU031178",NA,"Reserva Butignoli, à 1 km a SW do Campus Universitário da UNESP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-02-18 09:30:49-03","UNESP-IBB","BOTU","27726","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","Magalhães, J.H.R.","2010",NA,NA,"Magalhães, J.H.R.","91","2010","09","17","Brasil","São Paulo","Botucatu","-48.492222","-22.881111","48°29'32w","22°52'52s","BOTU027726",NA,"Distrito de Rubião Júnior",NA,NA,"Folhas discolores, face abaxial esbranquiçada, pontos esparços cor de ferrugem na face abaxial da folha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-06-29 11:32:44-03","UFRJ","RFA","13408","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.",NA,NA,NA,NA,"P. Occhioni","5372","1972","11","26","Brasil","Paraná","Paraná",NA,NA,NA,NA,"RFA49800",NA,"Estrada Ponta Grossa-Guarapuava",NA,NA,"Arvoreta 6 m, flores alvas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-06-29 11:32:44-03","UFRJ","RFA","24300","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","M. Bovini",NA,NA,NA,"F. M. de B. Pereira","341","2000","05","01","Brasil","Minas Gerais","Itamonte","-44.686111","-22.252778","44º41'10''W","22º15'10''S","RFA29751",NA,"Distrito de Dois Irmãos, Comarca de Itanhandu. Fazenda dos Dois Irmãos","1300","1300","Arbusto com 4m de altura e DAP de 7cm, flores roxas, folhas verdes, comum no local Habito: Arbusto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-13 09:21:02-03","UFRJ","RFA","27033","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","M. Bovini","2001","07","03","F. B. Pereira","18/78","2001","03","08","Brasil","Minas Gerais","Itamonte","-44.65","-22.246944","44º39'0''W","22º14'49''S","RFA29752",NA,"Fazenda Campo Redondo e Dois Irmãos","1391","1391","Árvore, 7m de altura, 12cm de DAP, comum no local",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-06-29 11:32:44-03","UFRJ","RFA","7024","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","L.B. Smith","1956",NA,NA,"Reitz; Klein","2093","1954","09","23","Brasil","Santa Catarina","Itajaí","-48.6618995666504","-26.9078006744385",NA,NA,"RFA49794",NA,"Cunhas","20","20","Árvore 15 m altura, flor branca, estames amarelos",NA,NA,NA,NA,"27253","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-13 09:21:02-03","UFRJ","RFA","12329","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","G.G. Hatschbach",NA,NA,NA,"G.G. Hatschbach; O. Guimarães","20599","1968","12","10","Brasil","Paraná","Laranjeiras do Sul","-52.4160995483398","-25.4078006744385",NA,NA,"RFA49793",NA,"Pinhal Ralo",NA,NA,"Arvoreta, pétalas alvas, anteras amarelas com 8 m altura",NA,NA,NA,NA,"28404","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-24 17:11:07-03","UTFPR","DVPR","3425","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","Estevan, DA","2016",NA,NA,"Souza, PR; Estevan, DA","44","2015","12","18","Brasil","Paraná","Dois Vizinhos","-53.055018","-25.431179","-53.055018","-25.431179","DVPR003425",NA,"Comunidade Pinheirinho",NA,NA,"Árvore 4m, frutos.; Ecótono de Floresta Estacional Semidecidual e Floresta Ombrófila Mista","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-24 17:11:07-03","UTFPR","DVPR","4987","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","Caxambu, MG","2011","02","17","Caxambu, MG; et al.","3367","2010","12","10","Brasil","Paraná","Luiziana","-52.26234","-24.3209","-52.26234","-24.3209","DVPR004987",NA,"Estação Ecológica Luiziana.","621","621","árvore ca. 8 m, heliófita, ripária. Flores de cálice verde e corola alva, com filetes róseos.; Relevo: ondulado - Vegetação: floresta Ombrófila Mista aluvial.","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-24 17:11:07-03","UTFPR","DVPR","4965","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","Caxambu, MG","2015","10","07","Caxambu, MG; Siqueira, EL; Moraes, A","6781","2015","08","20","Brasil","Paraná","Céu Azul","-53.4936","-25.08132","-53.4936","-25.08132","DVPR004965",NA,"Parque Nacional do Iguaçu, cercaniais da BR-277","667","667","árvore ca. 8 m. Botões florais verdes.; Relevo:suave-ondulado","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-24 17:11:07-03","UTFPR","DVPR","4505","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","Caxambu, MG","2009","09","23","Siqueira, EL; et al.","254","2009","09","17","Brasil","Paraná","Campo Mourão","-52.26393","-24.14519","-52.26393","-24.14519","DVPR004505",NA,"RPPN Ana Tramujas - Propriedade do Sr. Artur César Vigilato.","734","734","árvore heliófita. Folhas discolores. Botões florais alvos.; Relevo: suave - ondulado.","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-24 17:11:07-03","UTFPR","DVPR","5478","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","Estevan, DA","2017","06",NA,"Souza, PR; et al.","108","2017","04",NA,"Brasil","Paraná","São Jorge d' Oeste","-53.633","-25.4035","-53.633","-25.4035","DVPR005478",NA,"RPPN Salto Chopim",NA,NA,"Árvore ca 5m, parcela 15, número do indíviduo 1728; Floresta Estacional Semidecidual","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-24 17:11:07-03","UTFPR","DVPR","4607","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","Ribas, OS","2003",NA,NA,"Silva, JM; Soares, A; Maschio, W","3051","1999","09","02","Brasil","Paraná","Três Barras do Paraná","-53.1808013916016","-25.4188995361328",NA,NA,"DVPR004607",NA,"Área da Copel.",NA,NA,"árvore, 10 m, frutos imaturo. Floresta.","Magnoliophyta",NA,NA,NA,"20611","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-24 17:11:07-03","UTFPR","DVPR","5015","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","Caxambu, MG","2011","09","23","Caxambu, MG; et al.","3440","2011","09","09","Brasil","Paraná","Tuneiras do Oeste","-52.45047","-23.50211","-52.45047","-23.50211","DVPR005015",NA,"Reserva Biológica das Perobas - estrada interna","513","513","Arvoretra ca. 7m, heliófita. Botões florais acinzentados; Relevo: suave-ondulado - Vegetação: Floresta Estacional Semidecidual Submontana","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-24 17:11:07-03","UTFPR","DVPR","4986","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","Caxambu, MG","2009","12","21","Caxambu, MG; Siqueira, EL","2887","2009","11","13","Brasil","Paraná","Turvo","-51.31296","-25.02199","-51.31296","-25.02199","DVPR004986",NA,"Arredores.","1008","1008","árvore heliófita, ca. 10 m. Frutos imaturos verdes.; Relevo: ondulado - Vegetação: Floresta Ombrófila Mista Montana.","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:50:03-03","EAO","IAN","87354","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.",NA,NA,NA,NA,"Rambo, B","31050","1945","10","03","Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,"IAN087354",NA,"São Leopoldo.&nf;In silvula campestri.",NA,NA,NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:50:03-03","EAO","IAN","87407","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.",NA,NA,NA,NA,"Reitz, R; Padre","2756","1948","12","24","Brasil","Santa Catarina",NA,NA,NA,NA,NA,"IAN087407",NA,"Riozinho-Bom retiro. Mata.","1000","1000",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:50:03-03","EAO","IAN","59218","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.",NA,NA,NA,NA,"Rambo, B","44990","1949","12","26","Brasil","Rio Grande do Sul","Gramado","-50.8739013671875","-29.3785991668701",NA,NA,"IAN059218",NA,NA,NA,NA,NA,"Dicotiledônea",NA,"Southern America",NA,"13851","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-12-04 15:25:54-03","PUCPR","HUCP","16751","S","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","Hatschbach, GG",NA,NA,NA,"Selusniaki, M","395","2005","06","11","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Bosque da Fazendinha",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-12-04 15:25:54-03","PUCPR","HUCP","17284","S","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","Selusniaki, M",NA,NA,NA,"Selusniaki, M","675","2005","12","08","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"HUCP00018417","HUCP00018417","Bosque da Fazendinha",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
