"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","previousCatalogNumber","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","infraspecificEpithet","typeStatus"
"188","2019-08-27 13:28:51-03","IAP","PACA-AGP","106425","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","RS","Nova Petropolis","-51.1143989562988","-29.3763999938965",NA,NA,"PACA106425",NA,"Morro Korb",NA,NA,"árvore de 7 m. com frutos imaturos Habitat: em floresta com araucária em estádio secundário","Magnoliophyta","Ebenales",NA,NA,"14669","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"189","2019-08-27 13:28:51-03","IAP","PACA-AGP","48634","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","Emrich-Rambo","1954","09","22","Sehnem, A.","1461","1945","10","31","Brasil","RS","Pareci Novo","-51.3974990844727","-29.6382999420166",NA,NA,"PACA048634",NA,NA,NA,NA,"Habitat: in silvula secundaria Fenofase: fruto semievoluto Hábito: árvore","Magnoliophyta","Ebenales",NA,NA,"9951","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"190","2019-08-27 13:28:51-03","IAP","PACA-AGP","63378","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","Sacco","1958","09","17","Sacco",NA,"1954","12","28","Brasil","RS","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,"PACA063378",NA,NA,NA,NA,"IAS 263; fl. Habitat: in silvula Fenofase: flor","Magnoliophyta","Ebenales",NA,NA,"51462","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"191","2019-08-27 13:28:51-03","IAP","PACA-AGP","27020","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","Emrich-Rambo","1954","09","22","Rambo, B.",NA,"1944","10",NA,"Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"PACA027020",NA,"Morro da Polícia",NA,NA,"fl. Habitat: in silvula campestri Fenofase: flor","Magnoliophyta","Ebenales",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"192","2019-08-27 13:28:51-03","IAP","PACA-AGP","66326","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.",NA,NA,NA,NA,"A. Lauffer","190","1957","10","27","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"PACA066326",NA,"Vila Ipiranga",NA,NA,NA,"Magnoliophyta","Ebenales",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"193","2019-08-27 13:28:51-03","IAP","PACA-AGP","95434","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","C. Mondin","1998","09",NA,"C. Mondin & C. E. Nascimento","1500","1998","09","23","Brasil","RS","Santana da Boa Vista","-53.1152992248535","-30.8719005584717",NA,NA,"PACA095434",NA,"Arroio Vargas",NA,NA,"HASU 6918&nf;c/ ca. 4m Habitat: na mata ciliar Hábito: árvore","Magnoliophyta","Ebenales",NA,NA,"47489","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"194","2019-08-27 13:28:51-03","IAP","PACA-AGP","25202","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","Emrich-Rambo","1954","09","22","F. Theissen SJ",NA,"1907",NA,NA,"Brasil","RS","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,"PACA025202",NA,NA,NA,NA,"ster. Habitat: in silva campestri","Magnoliophyta","Ebenales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"195","2019-08-27 13:28:51-03","IAP","PACA-AGP","25246","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","Emrich-Rambo","1954","09","22","F. Theissen SJ",NA,"1907",NA,NA,"Brasil","RS","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,"PACA025246",NA,NA,NA,NA,"fl. Habitat: in silva campestri Fenofase: flor","Magnoliophyta","Ebenales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"196","2019-08-27 13:28:51-03","IAP","PACA-AGP","25324","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","Emrich-Rambo","1954","09","22","F. Theissen SJ",NA,"1907",NA,NA,"Brasil","RS","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,"PACA025324",NA,NA,NA,NA,"fl. Habitat: in silvula campestri Fenofase: flor","Magnoliophyta","Ebenales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"197","2019-08-27 13:28:51-03","IAP","PACA-AGP","35694","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","Emrich-Rambo","1954","09","22","Henz, E.",NA,"1946","11","20","Brasil","RS","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,"PACA035694",NA,NA,NA,NA,"fl. Habitat: in silvula campestri Fenofase: flor","Magnoliophyta","Ebenales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"198","2019-08-27 13:28:51-03","IAP","PACA-AGP","7851","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","Emrich-Rambo","1954","09","22","F. Theissen SJ",NA,"1907",NA,NA,"Brasil","RS","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,"PACA007851",NA,NA,NA,NA,"fl. Habitat: in silvula campestri Fenofase: flor","Magnoliophyta","Ebenales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"199","2019-08-27 13:28:51-03","IAP","PACA-AGP","38385","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","Emrich-Rambo","1954","09","22","Rambo, B.",NA,"1948","11","29","Brasil","RS","Sapucaia do Sul","-51.1483001708984","-29.8246994018555",NA,NA,"PACA038385",NA,NA,NA,NA,"fl. Habitat: in silvula campestri Fenofase: flor","Magnoliophyta","Ebenales",NA,NA,"7291","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"200","2019-08-27 13:28:51-03","IAP","PACA-AGP","50045","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","Emrich-Rambo","1954","09","22","Rambo, B.",NA,"1951","02","13","Brasil","RS","Soledade","-52.5102996826172","-28.8183002471924",NA,NA,"PACA050045",NA,NA,NA,NA,"fl. Habitat: in silvula campestri Fenofase: flor","Magnoliophyta","Ebenales",NA,NA,"42411","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"201","2019-08-27 13:28:51-03","IAP","PACA-AGP","85370","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","J. Mauhs",NA,NA,NA,"Mauhs, J.",NA,"1999","01","26","Brasil","RS","Vacaria","-50.9338989257812","-28.5121994018555",NA,NA,"PACA085370",NA,"Boqueirão, Refugiados",NA,NA,"Q1S9 Habitat: capão de mata secundária","Magnoliophyta","Ebenales",NA,NA,"63451","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"202","2019-08-27 13:28:51-03","IAP","PACA-AGP","65926","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","L. B. Smith","1956",NA,NA,"R. Klein","1019","1955","01","07","Brasil","SC","Itajaí","-48.6618995666504","-26.9078006744385",NA,NA,"PACA065926",NA,"Morro da Fazenda",NA,NA,"HBR 10323; arvoreta; fruto imaturo: verde; altit. 350 msm; altura: 6 m. Habitat: mata Fenofase: fruto imaturo Hábito: arvoreta Ecossistema: MATA","Magnoliophyta","Ebenales",NA,NA,"27253","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"203","2019-08-27 13:28:51-03","IAP","PACA-AGP","101863","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.",NA,NA,NA,NA,"Sonego, R.C. et al.",NA,"2004","08","09","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"PACA101863",NA,"FLONA",NA,NA,"parcela 1, planta 112&nf;alt.: 0,41 m&nf;juvenil Habitat: interior de floresta Ecossistema: FLORESTA OMBRÓFILA MISTA","Magnoliophyta","Ebenales",NA,NA,"76715","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"204","2019-08-27 13:28:51-03","IAP","PACA-AGP","38899","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","Emrich-Rambo","1954","09","22","Rambo, B.",NA,"1948","12","17","Brasil","RS","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,"PACA038899",NA,NA,NA,NA,"fl. Habitat: in silvula campestri Fenofase: flor","Magnoliophyta","Ebenales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"205","2019-08-27 13:28:51-03","IAP","PACA-AGP","95435","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","A. C. Araújo","1997","10",NA,"Ohlweiler, A. A.","329","1997","04","02","Brasil","RS","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,"PACA095435",NA,"N. Campus, Unisinos",NA,NA,"HASU 6004&nf;C/ 3m de altura. Entre centro 6 e 7. Planta repleta de frutos Habitat: capoeira Hábito: arvoreta","Magnoliophyta","Ebenales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"206","2019-08-27 13:28:51-03","IAP","PACA-AGP","93138","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","Marchioretto & Bastos",NA,NA,NA,"Marchioretto, M. S.",NA,"1991","06","11","Brasil","RS","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,"PACA093138",NA,"Novo Câmpus",NA,NA,"5 m de altura, próximo ao córrego Habitat: Em beira de mata.","Magnoliophyta","Ebenales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"207","2019-08-27 13:28:51-03","IAP","PACA-AGP","107195","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","Stephen F. Smith","1992","01",NA,"Wasum & Bastos","315","1991","11","12","Brasil","RS","Tupanciretã","-53.8358001708984","-29.0806007385254",NA,NA,"PACA107195",NA,"Jari, Rincão de Sto. Antônio","450","450","Universidade de Caxias do Sul, 8026 Habitat: Beira da mata Hábito: árvore","Magnoliophyta","Ebenales",NA,NA,"59498","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"208","2019-08-27 13:28:51-03","IAP","PACA-AGP","65927","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","L. B. Smith","1956",NA,NA,"Reitz & Klein","2093","1954","09","23","Brasil","SC","Itajaí","-48.6618995666504","-26.9078006744385",NA,NA,"PACA065927",NA,"Cunhas",NA,NA,"HBR 10321; árvore; flor branca; estames amarelos. Habitat: mata Fenofase: flor branca Hábito: árvore Ecossistema: MATA","Magnoliophyta","Ebenales",NA,NA,"27253","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"209","2019-08-27 13:28:51-03","IAP","PACA-AGP","65928","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","L. B. Smith","1956",NA,NA,"R. Klein","1683","1955","10","14","Brasil","SC","Itajaí","-48.6618995666504","-26.9078006744385",NA,NA,"PACA065928",NA,"Morro da Ressacada",NA,NA,"HBR 10320; árvore; flor branca, estames amarelos; altit. 150 msm; altura: 15 m. Habitat: mata Fenofase: flor branca Hábito: árvore Ecossistema: MATA","Magnoliophyta","Ebenales",NA,NA,"27253","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"210","2019-08-27 13:28:51-03","IAP","PACA-AGP","49945","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","Emrich-Rambo","1954","09","22","Rambo, B.",NA,"1951","02","06","Brasil","SC","Itapiranga","-53.7122001647949","-27.1693992614746",NA,NA,"PACA049945",NA,NA,NA,NA,"ster. Habitat: in silvula secundaria","Magnoliophyta","Ebenales",NA,NA,"18767","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"211","2019-08-27 13:28:51-03","IAP","PACA-AGP","58321","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","Asplund","1953",NA,NA,"P. R. Reitz","5326","1953","01","26","Brasil","SC","Mafra","-49.8053016662598","-26.111400604248",NA,NA,"PACA058321",NA,NA,NA,NA,"HBR 6976; árvore; flor com pét. branca, centro: roxo; altit. 750 msm, altura: 6 m. Habitat: in silva Fenofase: flor branca Hábito: árvore","Magnoliophyta","Ebenales",NA,NA,"66490","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"212","2019-08-27 13:28:51-03","IAP","PACA-AGP","113289","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","Daniel B. Falkenberg","1996",NA,NA,"Daniel B. Falkenberg","7717","1996","03","27","Brasil","SC","Urubici","-49.5917015075684","-28.0149993896484",NA,NA,"PACA113289",NA,"estrada sc 439, ca. 2 km a leste do trevo de acesso para o Morro da Igraja, junto ao paredão arenítico na margem do rio canoas.","950","950","FLOR Habitat: beira de mata rupícola Fenofase: fruto acinzentado Hábito: árvore","Magnoliophyta","Ebenales",NA,NA,"30102","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"213","2020-12-20 21:19:33-03","UFV","VIC","023994","PreservedSpecimen","Plantae","Styraceae","Styrax","leprosus","Styrax leprosus","Hook",NA,NA,NA,NA,"Francisco, E.M.; et al.","s.n.","1998","11","27","Brasil","Paraná","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,"VIC023994",NA,"Área de Fazenda Batavo",NA,NA,"Árvore de 7-8 m, flores creme esverdeadas, fruto jovem.",NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2020-12-20 21:19:33-03","UFV","VIC","034353","PreservedSpecimen","Plantae","Styraceae","Styrax","leprosus","Styrax leprosus","Hook",NA,NA,NA,NA,"Venzke, T.S.","s.n.","2008","12","30","Brasil","Rio Grande do Sul","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,"VIC034353",NA,"Colônia Bacchini, Borda de mata de encosta.",NA,NA,"Arvoreta de ca de 3,5 m, ambiente heliófilo.",NA,NA,NA,NA,"51462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2020-12-20 21:19:33-03","UFV","VIC","031576","PreservedSpecimen","Plantae","Styraceae","Styrax","leprosus","Styrax leprosus","Hook",NA,NA,NA,NA,"Cavalheiro, A.L.; et al.","187","2000","03","09","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,"VIC031576","VIC031576","Sítio Rampazzo- São luís",NA,NA,"Árvopre de 7 m, CAP de 49 cm, projeção de 2,7x3, frutos imaturos verdes , final de floração e inicio de frutificação;interior e borda de mata ciliar, matriz do viveiro.",NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2020-02-27 16:44:26-03","UFSC","CTBS","3343","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosum","Styrax leprosum","Hook. & Arn.","Marcon, A.","2013","11","04","Mariot, A.",NA,"2013","11","04","Brasil","Santa Catarina","Vargem","-50.810278","-27.482778","50°48'37W","27°28'58S",NA,NA,"Canteiro de Obras da UHE de São Roque","743","743",NA,NA,NA,NA,NA,NA,NA,NA,NA,"LUSC 6310",NA,NA,NA,NA,NA,NA
"217","2020-02-27 16:44:26-03","UFSC","CTBS","3340","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosum","Styrax leprosum","Hook. & Arn.","Marcon, A.","2013","11","04","Steiner, F.",NA,"2013","11","04","Brasil","Santa Catarina","Vargem","-50.810556","-27.482778","50°48'38W","27°28'58S",NA,NA,"Canteiro de Obras da UHE de São Roque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LUSC 6309",NA,NA,NA,NA,NA,NA
"218","2020-02-27 16:44:26-03","UFSC","CTBS","3344","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosum","Styrax leprosum","Hook. & Arn.","Steiner, F.","2013","11","04","Mariot, A.",NA,"2013","11","04","Brasil","Santa Catarina","Vargem","-50.810556","-27.4825","50°48'38W","27°28'57S",NA,NA,"Canteiro de Obras da UHE de São Roque","744","744",NA,NA,NA,NA,NA,NA,NA,NA,NA,"LUSC 6311",NA,NA,NA,NA,NA,NA
"219","2021-03-10 14:35:19-03","UFSC","CTBS","298","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","Scipioni, M.C.",NA,NA,NA,"Santos, Vanderlei dos (Guga)","15","2012","10","29","Brasil","Santa Catarina","Curitibanos","-50.53655","-27.283325","50°32'11.58W","27°16'59.97S",NA,NA,"Sítio Dom Pedrito, próximo ao campus UFSC, Rodovia Municipal Ulysses Gaboardi.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2020-02-27 16:44:26-03","UFSC","CTBS","4041","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","Scipioni, M.C.","2008","12","19","Scipioni, M.C.",NA,"2008","12","19","Brasil","Rio Grande do Sul","Encruzilhada do Sul","-52.521900177002","-30.5438995361328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62084","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2021-03-24 17:10:04-03","UFES","SAMES","5557","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","Korte,A.","2011","05","18","Korte,A.","6704","2011","04","19","Brasil","Santa Catarina","Brunópolis","-50.8683013916016","-27.3057994842529",NA,NA,"SAMES05557",NA,"Floresta Ombrófila mista.","920","920","Florística IFFSC 405 (arvoreta); estádio sucessional: avançado; Habito: Árvore",NA,NA,NA,NA,"18979","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0050476","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","G. Hatschbach",NA,NA,NA,"G. Hatschbach; J. Cordeiro","50852","1987","1","5","Brazil","Parana",NA,"-51.4333","-25.5167",NA,NA,NA,NA,"Col. Vitoria (Mun. Guarapuava).",NA,NA,"Árvore 6 m, petalas alvas, anteras amarelas.","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0050472","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","Tressens",NA,NA,NA,"S. G. Tressens; C. L. Cristóbal, J. Kehl, A. Krapovickas, D. Miranda, V. Revilla, F. Robledo","4706","1993","2","25","Argentina","Misiones",NA,"-54.2","-26.9",NA,NA,NA,NA,"Dep. Guarani. Predio Guarani. Tramo I.",NA,NA,"Arbol 15 m alt. Flores blancas.","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0050474","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","G. Hatschbach",NA,NA,NA,"O. S. Ribas; G. C. Gilbert","319","1990","11","6","Brazil","Parana",NA,"-52.389663","-26.418569",NA,NA,NA,NA,"Granja Paumar (Mun. Clevelândia).",NA,NA,"Árvore 4 m, frutos imaturos.","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0050475","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","G. Hatschbach",NA,NA,NA,"G. Hatschbach","48832","1985","1","10","Brazil","Parana",NA,"-49.3","-25.1667",NA,NA,NA,NA,"Rod. PR-092 (Mun. Rio Branco do Sul).",NA,NA,"Árvore 8 m, petalas alvas, anteras amarelas.","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0050473","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","Stephen F. Smith",NA,NA,NA,"R. Wasum; N. Bastos","8026","1992","1","1","Brazil","Rio Grande do Sul",NA,"-53.849188","-29.07311",NA,NA,NA,NA,"Tupanciretã, Jari, Rincão de Sto. Antônio.","450",NA,"rvore.","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2019-11-21 14:46:19-03","UFJF","CESJ","44777","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","Keller","2001",NA,NA,"H. Keller","1367","2001","10","16","Argentina","Misiones","Dep.San Pedro",NA,NA,NA,NA,"CESJ044777",NA,"Aldea Aborigen  Guavira poty, Interior de selva.",NA,NA,"árbol. N.V.: kA' OVECHY.","Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2019-11-21 14:46:19-03","UFJF","CESJ","61587","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","E.M.Saddi","2011","07",NA,"E.M.; P.Samor, JHMartins,","468","2011","04","26","Brasil","Minas Gerais","Bom Jardim de Minas","-44.1911010742188","-21.9472007751465",NA,NA,"CESJ061587",NA,"Parcela P2 dos estudos para o EIA do Mineiroduto Bom Sucesso, MG - Itaguaí, RJ. Lat.: 21º59'18S; Lon.: 44º10'18W; Alt.: ca. 1000m.",NA,NA,"Frutos imaturos, cálice persistente. Folhas e ramos com pelos lepidotos ferrugíneos. Mata. Habitat: Floresta Estacional Semidecidual.","Angiosperma",NA,"América do Sul",NA,"20996","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2019-11-21 14:46:19-03","UFJF","CESJ","52721","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","M.G. Rezende","2010","01",NA,"D. Monteiro; M.G. Rezende; T.M. Machado","484","2009","01","16","Brasil","Minas Gerais","Caldas","-46.386100769043","-21.9235992431641",NA,NA,"CESJ052721",NA,"Pocinhos do Rio Verde, Serra da Pedra Branca.",NA,NA,"Arbusto ca.1m, interior da mata úmida e sombreada, à margem da trilha. Lâmina discolor, papirácea, frutos verdes, pecíolo marrom.","Angiosperma",NA,"América do Sul",NA,"25710","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2019-11-21 14:46:19-03","UFJF","CESJ","69541","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","M. Verdi","2008","01","26","M. Verdi; B. Grosch; G. Klemz","1051","2008","11","26","Brasil","Santa Catarina","Concórdia","-51.974722","-27.313889","-51.974722","-27.313889","CESJ069541",NA,"Linha Sertão","548","548","Fito IFFSC 1693/L/36. Floresta Estacional Decidual. Fruto imaturo verde.","Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2019-11-21 14:46:19-03","UFJF","CESJ","59079","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","L.L. Giacomin","2013","06",NA,"F.R.G. Salimena; L. Menini Neto; D.Santiago; P.H. Nobre","3397","2012","03","02","Brasil","MInas Gerais","Baependi","-44.8899993896484","-21.9589004516602",NA,NA,"CESJ059079",NA,"Parque Estadual da Serra do Papagaio, Centro de Apoio ao Pesquisador. Mata de Araucária.",NA,NA,"Arbusto, ca. 1,5m, flores alvas com pétalas reflexas, anteras amarelas, folhas discolores. No interior da mata.","Angiosperma",NA,"América do Sul",NA,"29865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2019-11-21 14:46:19-03","UFJF","CESJ","62554","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","L.L. Giacomin","2013","06",NA,"D.S. Santiago","532","2013","03","31","Brasil","MInas Gerais","Baependi","-44.8899993896484","-21.9589004516602",NA,NA,"CESJ062554",NA,"Parque Estadual da Serra do Papagaio, Interior da Mata de Araucária do vale.",NA,NA,"Árvore, ca. 3 m, frutos verdes imaturos.","Angiosperma",NA,"América do Sul",NA,"29865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2019-11-21 14:46:19-03","UFJF","CESJ","61633","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","L.L. Giacomin","2013","06",NA,"D.S. Santiago; S.G. Furtado; L. Menini Neto","392","2013","01","24","Brasil","MInas Gerais","Baependi","-44.8899993896484","-21.9589004516602",NA,NA,"CESJ061633",NA,"Parque Estadual da Serra do Papagaio, Interior da Mata de Araucária, na beira do Rio do charco, próximo a casa do pesquisador.",NA,NA,"Árvore, ca. 6 m. Pétalas alvas e estames amarelos.","Angiosperma",NA,"América do Sul",NA,"29865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2019-11-21 14:46:19-03","UFJF","CESJ","60421","PreservedSpecimen","Plantae","Styracaceae","Styrax","leprosus","Styrax leprosus","Hook. & Arn.","L.L. Giacomin","2013","06",NA,"D.S. Santiago; J.H.C. Ribeiro","140","2012","09","20","Brasil","MInas Gerais","Baependi","-44.8899993896484","-21.9589004516602",NA,NA,"CESJ060421",NA,"Parque Estadual da Serra do Papagaio, No interior da Mata de Araucária, próximo ao Rio do Charco.",NA,NA,"Árvore, ca 3 m, frutos imaturos verdes, parte abaxial da folha discolor.","Angiosperma",NA,"América do Sul",NA,"29865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
