"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","typeStatus","recordedBy","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","recordNumber","year","month","day","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","fieldNumber","verbatimLongitude","verbatimLatitude","class","individualCount"
"14","2019-08-20 09:59:13-03","UNICAMP","UEC","6837","S","Plantae","Liliopsida",NA,"Bromeliaceae","Dyckia","minarum","Dyckia minarum","Mez",NA,NA,"Shepherd, GJ; Semir, J; Andrade, JB; Leite, V",NA,"Brazil","Minas Gerais","Caparaó","Pico da Bandeira","-41.9043998718262","-20.523099899292",NA,"flor, Erva entre pedras, flores alaranjadas. Beira de mata e campo aberto com pedras.","UEC075926","UEC075926","5793","1977","09","06",NA,NA,"15056","auto",NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-08-20 09:59:13-03","UNICAMP","UEC","100273","S","Plantae","Liliopsida",NA,"Bromeliaceae","Dyckia","minarum","Dyckia minarum","Mez","Santos-Silva, F",NA,"Amaral, MCE; Belinello, R; Arantes, AA",NA,"Brazil","São Paulo","Pedregulho","Distrito estreito. Ao lado da represa de","-47.4700012207031","-20.25",NA,"flor, Flores vermelhas. Cerrado.","UEC075930",NA,"9783","1997","04","20",NA,NA,"27552","auto","2016","02","24",NA,NA,NA,NA,NA
"16","2021-03-01 16:19:02-03","UNICAMP","UEC","186411","S","Plantae","Liliopsida",NA,"Bromeliaceae","Dyckia","minarum","Dyckia minarum","Mez","Santos-Silva, F",NA,"Amaral, MCE; Arantes, AA; Belinello, R; et al.",NA,"Brazil","São Paulo","Pedregulho","distrito estreito, ao lado da represa de furnas","-47.4700012207031","-20.25",NA,"flores vermelhas; campo rupestre, cerrado","UEC112673","UEC112673","97/83","1997","04","20",NA,NA,"27552","auto","2016","02","24",NA,NA,NA,NA,NA
"17","2021-03-01 16:19:02-03","UNICAMP","UEC","134634","S","Plantae","Liliopsida",NA,"Bromeliaceae","Dyckia","minarum","Dyckia minarum","Mez","Santos-Silva, F",NA,"Amaral, MCE; Arantes, AA; Belinello, R; et al.",NA,"Brazil","São Paulo","Pedregulho","distrito estreito, ao lado da represa de furnas","-47.4700012207031","-20.25",NA,"flores vermelhas; campo rupestre, cerrado","UEC011154","UEC011154","97/83","1997","04","20",NA,NA,"27552","auto","2016","02","24",NA,NA,NA,NA,NA
"18","2021-03-01 16:19:02-03","UNICAMP","UEC","84705","S","Plantae","Liliopsida",NA,"Bromeliaceae","Dyckia","minarum","Dyckia minarum","Mez","Santos-Silva, F",NA,"Marcondes-Ferreira, W; Belinello, R",NA,"Brazil","São Paulo","Pedregulho","Estreito, Fazenda Três irmãos.","-47.4700012207031","-20.25",NA,"Flores abóbora.; Campo rupestre, solo arenoso e afloramentos de quartzito.","UEC071467","UEC071467","1281","1996","01","18",NA,NA,"27552","auto","2016","02","24",NA,NA,NA,NA,NA
"19","2019-08-20 09:59:13-03","UNICAMP","UEC","94846","S","Plantae","Liliopsida",NA,"Bromeliaceae","Dyckia","minarum","Dyckia minarum","Mez","Santos-Silva, F",NA,"Marcondes-Ferreira, W; Belinello, R; Semir, J; Dutilh, JHA; Nakajima, JN; Hind, DJN",NA,"Brazil","São Paulo","Pedregulho","Estreito, Perto da Fazenda Três Irmãos","-47.4700012207031","-20.25",NA,"flor, Sépalas salmon, pétalas laranja forte, estames amarelos, eixo salmon e brácteas creme","UEC075924","UEC075924","1502","1997","11","05",NA,NA,"27552","auto","2016","02","24",NA,NA,NA,NA,NA
"20","2020-12-21 16:19:23-03","MBM","MBM","20519","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","minarum","Dyckia minarum","Mez","Leme, E.M.C.",NA,"Hatschbach, G.; Pelanda, P.; Pelanda, P.","Southern America","Brazil","Minas Gerais","Gouveia","Serra do Espinhaço","-43.7407989501953","-18.4543991088867",NA,"Terrícola.","MBM020519","MBM020519","27796","1971","11","12",NA,NA,"37970","auto",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:19:23-03","MBM","MBM","295891","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","minarum","Dyckia minarum","Mez","Versieux, L.M.",NA,"Mello-Silva, R.; et al.; et al.","Southern America","Brazil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,NA,"MBM295891","MBM295891","2000","2002","11","09",NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:19:23-03","MBM","MBM","180491","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","minarum","Dyckia minarum","Mez","Dombrowski, L.T.",NA,"Dombrowski, L.T.","Southern America","Brazil","Paraná","Palmeira","Fazenda Santa Rita","-50.0064010620117","-25.4293994903564",NA,"Terrícola.","MBM180491","MBM180491","12551","1981","09","02",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:19:23-03","MBM","MBM","180490","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","minarum","Dyckia minarum","Mez","Dombrowski, L.T.",NA,"Dombrowski, L.T.","Southern America","Brazil","Paraná","Palmeira","Fazenda Santa Rita","-50.0064010620117","-25.4293994903564",NA,"Terrícola.","MBM180490","MBM180490","14241","1990","01","24",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA
"24","2015-09-03 21:18:17-03","MNHN","RECOLNAT_MNHN_P","P01678096","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Dyckia","minarum","Dyckia minarum","Mez",NA,NA,"Claussen",NA,"Brasil",NA,NA,"Campos. Brasil, América do Sul",NA,NA,"hb",". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01678096' target='other'> <mi>dwc_moreinfo</mi></a>","P01678096","P01678096_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2015-09-28 05:44:37-03","MNHN","RECOLNAT_MNHN_P","P00713143","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Dyckia","minarum","Dyckia minarum","Mez","Mez","isolectotype","Regnell, A.F.",NA,"Brasil",NA,NA,"Caldas, Prov. Minarum",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00713143' target='other'> <mi>dwc_moreinfo</mi></a>","P00713143","P00713143_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"II 283",NA,NA,NA,NA
"26","2015-09-03 21:18:17-03","MNHN","RECOLNAT_MNHN_P","P01678093","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Dyckia","minarum","Dyckia minarum","Mez",NA,NA,"Sellow",NA,"Brasil",NA,NA,". Brasil, América do Sul",NA,NA,"hb",". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01678093' target='other'> <mi>dwc_moreinfo</mi></a>","P01678093","P01678093_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20",NA,NA,NA,NA
"27","2015-09-03 21:18:17-03","MNHN","RECOLNAT_MNHN_P","P01678094","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Dyckia","minarum","Dyckia minarum","Mez",NA,NA,"Sellow",NA,"Brasil",NA,NA,". Brasil, América do Sul",NA,NA,"hb",". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01678094' target='other'> <mi>dwc_moreinfo</mi></a>","P01678094","P01678094_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60",NA,NA,NA,NA
"28","2015-09-03 21:18:17-03","MNHN","RECOLNAT_MNHN_P","P01678095","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Dyckia","minarum","Dyckia minarum","Mez",NA,NA,"Claussen",NA,"Brasil","Minas Gerais",NA,"Brésil. Minas Geraes. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,"hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01678095' target='other'> <mi>dwc_moreinfo</mi></a>","P01678095","P01678095_01",NA,"1838","1","1",NA,NA,NA,NA,NA,NA,NA,"148",NA,NA,NA,NA
"29","2015-09-28 07:21:37-03","MNHN","RECOLNAT_MNHN_P","P00713140","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Dyckia","minarum","Dyckia minarum","Mez",NA,NA,"Glaziou, A.",NA,"Brésil",NA,NA,"Goyaz : Entre Rio Costo et Bananal, dans le campo",NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00713140' target='other'> <mi>dwc_moreinfo</mi></a>","P00713140","P00713140_01",NA,"1895","9","6",NA,NA,NA,NA,NA,NA,NA,"22192 a",NA,NA,NA,NA
"30","2015-09-28 18:43:14-03","MNHN","RECOLNAT_MNHN_P","P00713141","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Dyckia","minarum","Dyckia minarum","Mez","Forzza","isolectotype","Regnell, A.F.",NA,"Brasil",NA,NA,"Caldas, Prov. Minarum",NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00713141' target='other'> <mi>dwc_moreinfo</mi></a>","P00713141","P00713141_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"II 283",NA,NA,NA,NA
"31","2015-09-28 05:44:18-03","MNHN","RECOLNAT_MNHN_P","P00713142","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Dyckia","minarum","Dyckia minarum","Mez",NA,"isolectotype","Regnell, A.F.",NA,"Brasil",NA,NA,"Caldas, Prov. Minarum",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00713142' target='other'> <mi>dwc_moreinfo</mi></a>","P00713142","P00713142_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"II 283",NA,NA,NA,NA
"32","2015-09-03 21:18:17-03","MNHN","RECOLNAT_MNHN_P","P01678098","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Dyckia","minarum","Dyckia minarum","Mez",NA,NA,"Glaziou, A.",NA,"Brasil",NA,NA,"Brésil. Brasil, América do Sul",NA,NA,"hb",". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01678098' target='other'> <mi>dwc_moreinfo</mi></a>","P01678098","P01678098_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17278",NA,NA,NA,NA
"33","2015-09-03 21:18:17-03","MNHN","RECOLNAT_MNHN_P","P01678099","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Dyckia","minarum","Dyckia minarum","Mez",NA,NA,"Glaziou, A.",NA,"Brasil","Minas Gerais",NA,"Brésil: Minas, Serra do Lenheiro. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,"hb",". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01678099' target='other'> <mi>dwc_moreinfo</mi></a>","P01678099","P01678099_01",NA,"1888","4","23",NA,NA,NA,NA,NA,NA,NA,"17280",NA,NA,NA,NA
"34","2015-09-03 21:18:17-03","MNHN","RECOLNAT_MNHN_P","P01678100","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Dyckia","minarum","Dyckia minarum","Mez",NA,NA,"Glaziou, A.",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Brésil, Quinta. Rio de Janeiro, Rio de Janeiro, Sudeste, Brasil, América do Sul","-43.2075004577637","-22.9027996063232","hb",". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01678100' target='other'> <mi>dwc_moreinfo</mi></a>","P01678100","P01678100_01",NA,"1890","9","25",NA,NA,"57442","auto",NA,NA,NA,"18571",NA,NA,NA,NA
"35","2015-09-03 21:18:17-03","MNHN","RECOLNAT_MNHN_P","P01678097","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Dyckia","minarum","Dyckia minarum","Mez",NA,NA,"Glaziou, A.",NA,"Brasil","Minas Gerais","São João del Rei","Serra de S. José d´El Rei. São João del Rei, Minas Gerais, Sudeste, Brasil, América do Sul","-44.2616996765137","-21.1355991363525","hb",". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01678097' target='other'> <mi>dwc_moreinfo</mi></a>","P01678097","P01678097_01",NA,"1888","4","1",NA,NA,"39093","auto",NA,NA,NA,"17821",NA,NA,NA,NA
"36","2020-12-11 11:43:31-03","UFMG","BHCB","75595","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Dyckia","minarum","Dyckia minarum","Mez",NA,NA,"Viana, PL","Southern America","Brasil","Minas Gerais","Brumadinho","Retiro das Pedras","-43.983611","-20.093056",NA,"Erva de flores alaranjadas em campo rupestre",NA,NA,"500","2001","02","05","1400","1400",NA,NA,NA,NA,NA,NA,"-43.983611","-20.093056",NA,NA
"37","2020-12-11 11:43:31-03","UFMG","BHCB","191106","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Dyckia","minarum","Dyckia minarum","Mez",NA,NA,"Quaresma, AS; Meyer, PB","Southern America","Brasil","Minas Gerais","Rio Acima",NA,"-43.732803","-20.125286",NA,"Campo sujo","BHCB191106",NA,"897","2018","05","03","1178","1178",NA,NA,"2018","06","10",NA,"-43.732803","-20.125286",NA,NA
"38","2020-12-11 11:43:31-03","UFMG","BHCB","58097","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Dyckia","minarum","Dyckia minarum","Mez",NA,NA,"Barreto, HLM","Southern America","Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"2094",NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-11 11:43:31-03","UFMG","BHCB","54368","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Dyckia","minarum","Dyckia minarum","Mez",NA,NA,"Tameirão Neto, E","Southern America","Brasil","Minas Gerais","Curvelo",NA,"-44.4308013916016","-18.7563991546631",NA,NA,NA,NA,"3139",NA,NA,NA,NA,NA,"57661","auto",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-11 11:43:31-03","UFMG","BHCB","15512","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Dyckia","minarum","Dyckia minarum","Mez",NA,NA,"Pedralli, G","Southern America","Brasil","Minas Gerais","Patrocínio",NA,"-46.9925003051758","-18.9438991546631",NA,NA,NA,NA,"s.n.","1986","10","21",NA,NA,"44638","auto",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-11 11:43:31-03","UFMG","BHCB","25685","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Dyckia","minarum","Dyckia minarum","Mez",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Perdizes",NA,"-47.2928009033203","-19.3528003692627",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-11 11:43:31-03","UFMG","BHCB","25685","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Dyckia","minarum","Dyckia minarum","Mez",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Perdizes",NA,"-47.2928009033203","-19.3528003692627",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-11 11:43:31-03","UFMG","BHCB","27780","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Dyckia","minarum","Dyckia minarum","Mez",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Iraí de Minas","Rio Santo Antônio","-47.4613990783691","-18.9839000701904",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"17800","auto",NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-11 11:43:31-03","UFMG","BHCB","27780","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Dyckia","minarum","Dyckia minarum","Mez",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Iraí de Minas","Rio Santo Antônio","-47.4613990783691","-18.9839000701904",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"17800","auto",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-11 11:43:31-03","UFMG","BHCB","58098","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Dyckia","minarum","Dyckia minarum","Mez",NA,NA,"Mendes Magalhães","Southern America","Brasil","Minas Gerais","Belo Horizonte","Serra do Taquaril","-43.937801361084","-19.9207992553711",NA,"Herbacea, baixa frequência e flôr vermelha; Cerrado","BHCB043261","BHCB043261","3309","1942","08","02",NA,NA,"17082","auto","1942",NA,NA,NA,NA,NA,NA,NA
"46","2021-02-11 17:18:23-03","UFPR","UPCB","66909","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","minarum","Dyckia minarum","Mez","Völtz, R.R.",NA,"Völtz, R.R.",NA,"Brasil","Paraná","Campina Grande do Sul","Serra do Capivari, Pico Capivari Médio.","-48","-25",NA,"Planta rupícola com inflorescência em racemo de pétalas laranjas. Refúgios Vegetacionais..","UPCB0033312","UPCB0033312","51","2009","08","16","1552","1552",NA,NA,"2009","11","19",NA,"-48","-25",NA,NA
"47","2018-06-22 05:25:00-03","MO","MOBOT","2453047","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","minarum","Dyckia minarum","Mez",NA,NA,"Pe. Raulino Reitz","South America","Brazil","Santa Catarina",NA,"Campo Alegre. perto da cidade",NA,NA,NA,NA,NA,NA,"Reitz 3912","1951","1","14","850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2016-08-26 09:16:14-03","UFSM","HDCF","2970","S","Plantae",NA,NA,"Bromeliaceae","Dyckia","minarum","Dyckia minarum","Mez","Marchiori, J. N. C.",NA,"Marchiori, J. N. C.","América","Brasil","Rio Grande do Sul","São Vicente do Sul","Cerro do Loreto","-54.6794013977051","-29.6916999816895",NA,"Pétalas de cor amarela. Topo do cerro",NA,NA,"590","1986","10","04",NA,NA,"42672","auto","1986","10","04",NA,NA,NA,NA,NA
"49","2020-12-03 10:05:50-03","UFMA","BMA","1597","PreservedSpecimen","Plantae",NA,"Poales","Bromeliaceae","Dyckia","minarum","Dyckia minarum","Mez",NA,NA,"E. Guarçoni",NA,"Brasil","MG","Ouro Preto","entorno do PEI, Fazenda do Tesoureiro.","-43.5080986022949","-20.2875003814697",NA,"Terrestre em área aberta na Mata de Galeria. Frequente. Floresceu em cultivo em 18.IV.2012. Sépala e pépala laranjas. Filetes livres acima do anel pétalo-estamínico.",NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-06-07 18:04:51-03","UFLA","ESAL","31239","S","Plantae",NA,NA,"Bromeliaceae","Dyckia","minarum","Dyckia minarum","Mez","Arruda, I A C",NA,"Arruda, I A C; Mansanares, M E; Martins, C P V; Ribeiro, W S",NA,"Brasil","Minas Gerais","Itutinga","Serra do Pombeiro porção Sul","-44.690833","-21.393333",NA,"Erva, 27cm, escapo portando brácteas com base vinácea e ápice verde ou inteiramente vinácea. Sépalas vermelho-alaranjadas e pétalas laranja.; Campo Rupestre, afloramento.",NA,NA,"81","2015","09","22","1112","1112",NA,NA,"2016","12",NA,NA,"-44.690833","-21.393333",NA,NA
"51","2020-09-12 05:00:02-03","US","US","1234436","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Dyckia","minarum","Dyckia minarum","Mez in Mart.",NA,NA,"P. K. Dusén","South America - Neotropics","Brazil","Paraná","Jaguariaíva",NA,"-49.7057991027832","-24.2511005401611",NA,NA,"US01935408","US01935408_01","10373","1910","10","22",NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,"Monocotyledonae","1"
