"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode"
"1","2019-10-09 11:14:02-03","UFBA","ALCB","62308","PreservedSpecimen","Plantae","Dicotyledon","Euphorbiaceae","Cnidoscolus","adenoblepharus","Cnidoscolus adenoblepharus","Bureau & K.Schum.","Casas, FJF","2007","11","22","holotipo","Roque, N; Jesus Junior, LA; Xavier, AB; Anjos, BA dos; Rigueira, D; Guedes, ML","698","2003","04","29","Southern America","Brasil","Bahia","Carinhanha","Médio São Francisco, após a Serra do Ramalho - Agrovila 23","-43.751389","-14.211389","-43.751389","-14.211389","439","439","ca 3 m alt.#?#entre rochas. Flores alvas. Frutos verdes com tricomas.; com predominância de Bombacaceae","ALCB000073","ALCB000073"
"2","2021-03-15 18:26:52-03","USP","SPF","160730","PreservedSpecimen","Plantae",NA,"Euphorbiaceae","Cnidoscolus","adenoblepharus","Cnidoscolus adenoblepharus","Fern.Casas & J.M.Pizarro","Tempe","2008","02","22","isotype","Roque, N; Jesus Junior, LA; Xavier, AB; Anjos, BA; Rigueira, D","698","2003","04","29",NA,"Brasil","Bahia","Carinhanha","Médio São Francisco. Após a Serra do Ramalho - Agrovila 23.","-43.75","-14.211389","-43.75","-14.211389","439","439","Árvore: ca. 3 m alt., entre rochas. Flores alvas. Frutos verdes com tricomas.; Caatinga arbórea: com predominância de Bombacaceae.","SPF00160730",NA
