"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount"
"11","2021-03-30 12:45:21-03","EAO","IAN","181886","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Ficus","catappifolia","Ficus catappifolia","Kunth & Bouch.",NA,"Souza, MAD de; Borgheti, F; ER; Borghetti, C","1535","2000","10","09","Southern America","Brasil","Amazonas","Maués","Orla da praia de Maués-Açú e proximidades. Área de transição ou de influência: solo arenoso de praia, algumas partes com rochas; água escurecida ou turva, vegetação típica de igapó, no interior mais para restinga. Crescendo na praia, em dossel. Ocasi","-57.7186012268066","-3.38361001014709",NA,"Árvore mata-pau ramificado da base, robusta. Sicômoros maduros verdes, pintalgados de branco.","IAN181886",NA,"447092","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-30 12:45:21-03","EAO","IAN","37015","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Ficus","catappifolia","Ficus catappifolia","Kunth & Bouch.","Jr; DeWolf, GP","Pires, JM","1240","1948","08","22","Southern America","Brasil","Pará","Curralinho","Campo Natural.","-49.7952995300293","-1.81360995769501",NA,"Árvore pequena, frutos levemente arroxeados.","IAN037015","IAN037015 IAN037015_e IAN037015_e1 IAN037015_e2","76491","auto","1958","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-10-09 11:20:56-03","UFBA","ALCB","71461","PreservedSpecimen","Plantae","Dicotyledon",NA,"Moraceae","Ficus","cattappifolia","Ficus cattappifolia","(Spreng.) Müll.Arg.","Guedes, ML","Guedes, ML; Rabelo, P; Silva, ASA da; Ramos, GUG","12062","2006","01","11","Southern America","Brasil","Bahia","Monte Santo","Nordeste","-39.316667","-10.433333",NA,"látex branco. Folhas cartáceas, discolores. Inflorescência do tipo sincônio.; Arbustiva-Arbórea","ALCB035169","ALCB035169 ALCB035169_1",NA,NA,"2006","05","-39.316667","-10.433333",NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 10:23:28-03","NBC","NL-BOTANY","U.1425910","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","catappifolia","Ficus catappifolia","Kunth & Bouché",NA,"Mennega AMW",NA,"1974","11","13","Southern America","Surinam",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425910 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1425910","NL-U1425910",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0023070",NA,NA,NA,NA,NA
"15","2020-02-08 10:23:28-03","NBC","NL-BOTANY","L.1600276","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","catappifolia","Ficus catappifolia","Kunth & Bouché",NA,"Granville J-J de; Crozier F; Sarthou C",NA,"2004","04","17","Southern America","Guyana",NA,NA,"guyana francaise; inselbergs de la haute wanapi; extremite ouest de la savane-roche","-53.827778","2.505556",NA,"lisiere de savane roche<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1600276 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1600276","NL-L1600276",NA,NA,NA,NA,"-53.827778","2.505556","Magnoliopsidae","L 0735610",NA,NA,NA,NA,NA
"16","2020-02-08 10:23:28-03","NBC","NL-BOTANY","L.3918198","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","catappifolia","Ficus catappifolia","Kunth & Bouché",NA,"Granville J-J de; Crozier F; Sarthou C",NA,"2004","04","17","Southern America","Guyana",NA,NA,"guyana francaise; inselbergs de la haute wanapi; extremite ouest de la savane-roche","-53.827778","2.505556",NA,"lisiere de savane roche<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3918198 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3918198","NL-L3918198",NA,NA,NA,NA,"-53.827778","2.505556","Magnoliopsidae",NA,NA,NA,NA,NA,NA
"17","2020-02-08 10:23:28-03","NBC","NL-BOTANY","L.4163632","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","catappifolia","Ficus catappifolia","Kunth & Bouché",NA,"Sabatier D; Molino J-F",NA,"2007","03","14","Southern America","French Guiana",NA,NA,"Inselbergs de la Haute Wanapi.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4163632 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4163632","NL-L4163632",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"18","2020-02-08 10:23:28-03","NBC","NL-BOTANY","U 0285870","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","catappifolia","Ficus catappifolia","Kunth & Bouché",NA,"Mennega AMW",NA,"1974","11","13","Southern America","Surinam",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200285870 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0285870",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw21276",NA,NA,NA,NA,NA
"19","2020-02-08 10:23:28-03","NBC","NL-BOTANY","U.1425909","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","catappifolia","Ficus catappifolia","Kunth & Bouché","Berg CC","Vieira MGG; et al.",NA,"1979","10","11","Southern America","Brazil","Amazonas",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425909 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1425909","NL-U1425909",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0023072",NA,NA,NA,NA,NA
"20","2020-02-08 10:23:28-03","NBC","NL-BOTANY","U.1425911","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","catappifolia","Ficus catappifolia","Kunth & Bouché","Berg CC","Hallé F",NA,"1984","09","07","Southern America","French Guiana",NA,NA,"Arbocel.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425911 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1425911","NL-U1425911",NA,NA,"1985","02",NA,NA,"Magnoliopsidae","U 0023065","01",NA,NA,NA,NA
"21","2020-02-08 10:23:28-03","NBC","NL-BOTANY","U.1425912","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","catappifolia","Ficus catappifolia","Kunth & Bouché","Berg CC","Loubry D",NA,NA,NA,NA,"Southern America","French Guiana",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425912 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1425912","NL-U1425912",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0023063",NA,NA,NA,NA,NA
"22","2020-02-08 10:23:28-03","NBC","NL-BOTANY","U.1425913","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","catappifolia","Ficus catappifolia","Kunth & Bouché","Berg CC","Tostain O",NA,"1993","10","15","Southern America","French Guiana",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425913 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1425913","NL-U1425913",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0023062",NA,NA,NA,NA,NA
"23","2020-02-08 10:23:28-03","NBC","NL-BOTANY","U.1425914","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","catappifolia","Ficus catappifolia","Kunth & Bouché","Berg CC","Austin DF",NA,"1979","10","14","Southern America","Brazil","Amapá",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425914 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1425914","NL-U1425914",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0023068",NA,NA,NA,NA,NA
"24","2020-02-08 10:23:28-03","NBC","NL-BOTANY","U.1425915","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","catappifolia","Ficus catappifolia","Kunth & Bouché",NA,"Vilhena R",NA,"1978","12","09","Southern America","Brazil","Pará",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425915 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1425915","NL-U1425915",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0023067",NA,NA,NA,NA,NA
"25","2020-02-08 10:23:28-03","NBC","NL-BOTANY","U.1425916","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","catappifolia","Ficus catappifolia","Kunth & Bouché",NA,"Prévost M-F",NA,"1979","09","17","Southern America","French Guiana",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425916 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1425916","NL-U1425916",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0023066",NA,NA,NA,NA,NA
"26","2020-02-08 10:23:28-03","NBC","NL-BOTANY","U.1425917","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","catappifolia","Ficus catappifolia","Kunth & Bouché","Berg CC","Maciel UN; Cordeiro MR",NA,"1978","12","12","Southern America","Brazil","Pará",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425917 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1425917","NL-U1425917",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0023069",NA,NA,NA,NA,NA
"27","2020-02-08 10:23:28-03","NBC","NL-BOTANY","U.1425918","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","catappifolia","Ficus catappifolia","Kunth & Bouché","Berg CC","Maciel UN; Cordeiro MR",NA,"1978","12","12","Southern America","Brazil","Pará",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425918 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1425918","NL-U1425918",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0023064",NA,NA,NA,NA,NA
"28","2020-02-08 10:23:28-03","NBC","NL-BOTANY","U.1425919","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","catappifolia","Ficus catappifolia","Kunth & Bouché","Berg CC","Daly DC",NA,"1980","10","10","Southern America","Brazil","Maranhão",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425919 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1425919","NL-U1425919",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0023071",NA,NA,NA,NA,NA
"29","2020-02-08 10:23:28-03","NBC","NL-BOTANY","U.1425920","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","catappifolia","Ficus catappifolia","Kunth & Bouché","Berg CC","Weitzman AL",NA,"1987","09","12","Southern America","French Guiana",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425920 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1425920","NL-U1425920",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0023061",NA,NA,NA,NA,NA
"30","2020-02-08 10:23:28-03","NBC","NL-BOTANY","U.1425921","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","catappifolia","Ficus catappifolia","Kunth & Bouché","Berg CC","Oldeman RAA",NA,"1967","01","26","Southern America","French Guiana",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425921 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1425921","NL-U1425921",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0023060",NA,NA,NA,NA,NA
"31","2020-02-08 10:23:28-03","NBC","NL-BOTANY","U.1425922","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","catappifolia","Ficus catappifolia","Kunth & Bouché","Berg CC","Granville J-J de",NA,"1973","07","26","Southern America","French Guiana",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425922 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1425922","NL-U1425922",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0023059",NA,NA,NA,NA,NA
"32","2020-02-08 10:23:28-03","NBC","NL-BOTANY","U.1425923","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","catappifolia","Ficus catappifolia","Kunth & Bouché","Berg CC","Granville J-J de",NA,"1973","07","26","Southern America","French Guiana",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425923 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1425923","NL-U1425923",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0023058",NA,NA,NA,NA,NA
"33","2020-02-08 10:23:28-03","NBC","NL-BOTANY","U.1425924","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","catappifolia","Ficus catappifolia","Kunth & Bouché","Berg CC","Grenand P",NA,"1978","08","15","Southern America","French Guiana",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425924 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1425924","NL-U1425924",NA,NA,"1984","03",NA,NA,"Magnoliopsidae","U 0023057","01",NA,NA,NA,NA
"34","2021-01-14 15:31:56-03","MN","R","196028","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","catappifolia","Ficus catappifolia","Kunth & C.D. Bouché",NA,"Mello Filho, L.E.","5415","1986","09","19",NA,"Brasil","Fernando de Noronha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-01-14 15:31:56-03","MN","R","171410","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","catappifolia","Ficus catappifolia","Kunth & C.D. Bouché",NA,"Mello Filho, L.E.","5134","1986","05",NA,NA,"Brasil","Fernando de Noronha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-01-14 15:31:56-03","MN","R","195709","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","catappifolia","Ficus catappifolia","Kunth & C.D. Bouché",NA,"Mello Filho, L.E.","5545","1991","09","04",NA,"Brasil","Rondônia",NA,NA,NA,NA,NA,"Flora Jamari (MT)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-01-14 15:31:56-03","MN","R","201537","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","catappifolia","Ficus catappifolia","Kunth & C.D. Bouché",NA,"Mello Filho, L.E.","4615","1980","08","23",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-01-17 13:47:17-03","MN","R","139259","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","catappifolia","Ficus catappifolia","Kunth & C.D. Bouché","Carauta, J.P.P.","Carauta, J.P.P. 1513; Andrade, J.C. 109",NA,"1980","08","10",NA,"Brasil","Minas Gerais","Curvelo","Sucuriú","-44.4308013916016","-18.7563991546631",NA,NA,NA,NA,"57661","auto","1990","11",NA,NA,NA,NA,"14","600","600",NA,NA
"39","2015-07-02 14:03:03-03","JBP","HPL","9723","S","Plantae",NA,NA,"Moraceae","Ficus","catappifolia","Ficus catappifolia","Kunth & Bouché","H. Lorenzi","H. Lorenzi","336","1993","08","25",NA,"Brasil","SP","Jaú","Coletado nas proximidades do município de Jaú, no Posto do Obelisco (trevo), na estrada Jaú-Araraquara.","-48.55","-22.29",NA,NA,NA,NA,"24071","auto","1993","08",NA,NA,NA,NA,"25",NA,NA,NA,NA
"40","2014-09-25 12:32:37-03","FEMACT","MIRR","918","S","Plantae",NA,NA,"Moraceae","Ficus","catappifolia","Ficus catappifolia","Kunth & Bouché",NA,"Ratter, J.A.","5782","1987","03","19",NA,"Brasil","Roraima","Alto Alegre","Ilha de Maracá, SEMA Estação., Maracá Rain Forest Project&nf;Gap 13.","-61.333333","3.366667",NA,"[BARCODE = *MIRR 00918*]Maracá Rain Forest Project&nf;Gap 13. Tall terra firme forest.&nf;Falled tree 705.; Tall terra firme forest.",NA,NA,NA,NA,NA,NA,"-61.333333","3.366667",NA,NA,NA,NA,NA,NA,NA
"41","2019-02-15 11:46:04-02","IPA","IPA","44814","S","Plantae","Plantae",NA,"Moraceae","Ficus","catappifolia","Ficus catappifolia","Kunth & Bouché","Ataíde, M.","Ataide, M.","s.n.","1973","01","02","Southern America","Brasil","Alagoas","Maceió","Praia de Pajuçara","-35.7352981567383","-9.6658296585083",NA,NA,"IPA0044814",NA,"34538","auto","1973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-02-15 11:46:04-02","IPA","IPA","16586","S","Plantae","Plantae",NA,"Moraceae","Ficus","catappifolia","Ficus catappifolia","Kunth & Bouché","Carauta, P.","Andrade-Lima","68-5379","1968","05","08","Southern America","Brasil","Pernambuco","Ilha de Fernando de Noronha","terrenos incultos à margem da estrada para Santo Antônio.",NA,NA,NA,"Árvore 6-7m.","IPA0016586",NA,NA,NA,"1972","01",NA,NA,NA,NA,"23",NA,NA,NA,NA
"43","2019-02-15 11:46:04-02","IPA","IPA","31005","S","Plantae","Plantae",NA,"Moraceae","Ficus","catappifolia","Ficus catappifolia","Kunth & Bouché","Ataíde, M.","Rocha, R.F.A.","182","1982","03","17","Southern America","Brasil","Alagoas","Piaçabuçu","Bonito, próximo as dunas.","-36.434398651123","-10.4055995941162",NA,"Árvore; fruto verde. Independente.; Restinga. Solo bem drenado.","IPA0031005",NA,"16123","auto","1983","10",NA,NA,NA,NA,"04",NA,NA,NA,NA
"44","2019-12-09 11:50:58-03","IECOS","HBRA","3997","S","Plantae",NA,NA,"Moraceae","Ficus","catappifolia","Ficus catappifolia","Kunth & Bouché","U. Mehlig","E. S. Oliveira","227","2009","12","17","América do Sul","Brasil","Pará","Bragança","cidade de Bragança, Mirante de São Benedito","-46.74972222","-1.04861111","exsicata","Arbusto, apresenta látex. Sicônios verdes","HBRA0002327","HBRA0002327",NA,NA,"2011","09","-46.74972222","-1.04861111",NA,NA,"04",NA,NA,NA,NA
"45","2019-11-27 13:50:39-03","UFS","ASE","19155","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Moraceae","Ficus","catappifolia","Ficus catappifolia","Kunth & Bouché","Matos, E","Matos, GMA; Matos, E; Costa, SM","8","2010","01","20","Southern America","Brasil","Sergipe","Aracaju","Parque Augusto Franco","-37.071667","-10.911111",NA,"Comprimento de 6 a 10m. Lactescente (látex branco).; Comprimento de 6 a 10m. Lactescente (látex branco).","ASE0006132","ASE0006132",NA,NA,"2010","12","-37.071667","-10.911111",NA,NA,"15",NA,NA,NA,NA
"46","2019-11-27 13:50:39-03","UFS","ASE","19159","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Moraceae","Ficus","catappifolia","Ficus catappifolia","Kunth & Bouché","Matos, E","Matos, E; Costa, SM;","209","2008","11","29","Southern America","Brasil","Sergipe","Aracaju","Parque da Cidade","-37.053817","-10.909542",NA,NA,"ASE0006130","ASE0006130",NA,NA,"2010","07","-37.053817","-10.909542",NA,NA,"06",NA,NA,NA,NA
"47","2019-11-27 13:50:39-03","UFS","ASE","21499","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Moraceae","Ficus","catappifolia","Ficus catappifolia","Kunth & Bouché","Gomes, LA","Prata, AP; Gomes, LA; Carregosa, T; Déda, RM; Santos, E","2705","2011","08","09","Southern America","Brasil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto, Borda da mata. Solo arenoso.","-37.429167","-11.401389",NA,"Árvore, ca. de 16m de altura. Látex branco. Frutos imaturos verdes.; Árvore, ca. de 16m de altura. Látex branco. Frutos imaturos verdes.; Mata Atlântica.","ASE0006137","ASE0006137",NA,NA,"2011","09","-37.429167","-11.401389",NA,NA,NA,NA,NA,NA,NA
"48","2021-03-01 16:35:50-03","UNICAMP","UEC","20070","S","Plantae","Magnoliopsida",NA,"Moraceae","Ficus","catappifolia","Ficus catappifolia","Kunth & C.D.Bouché","Bastos, NC","Austin, DF; Santos, MR; Secco, RS; Nauman, CE; Rosário, CC","7023","1979","10","14",NA,"Brazil","Amapá","Macapá","Parque Florestal de Macapá","-51.0663986206055","-0.366667002439499",NA,"Cipó estrangulante, com frutos verdes e látex, fixada sobre uma árvore. Mata secundaria bem entrada do parque.",NA,NA,"225229","auto","1980","03",NA,NA,NA,NA,"02",NA,NA,NA,NA
