"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","individualCount","sex"
"51","2021-02-11 17:21:12-03","UFPR","UPCB","87288","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C.DC.","Braga, R. | Lange, R.","35","1959","11","06",NA,"Brasil","Paraná","Serra Dourada",NA,"Interior da mata..","UPCB0038537","UPCB0038537","Silva, T.M.","Douradina","-53.2916984558105","-23.3808002471924",NA,NA,NA,"2016","08",NA,"20318","auto",NA,NA,NA,NA,NA,NA,NA
"52","2008-05-27 22:02:00-03","MO","MOBOT","1500183","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C. DC.","G.H. Tate","Tate 971","1926","4","26","South America","Bolivia","La Paz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2012-03-01 05:10:00-03","MO","MOBOT","1859559","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C. DC.","Thorsten Krömer","Krömer 1061","2000","4","21","South America","Bolivia","La Paz","Parque Nacional Madidi, refugio Chalalßn, campamento Eslabon y alrededores.",NA,NA,NA,NA,NA,"Franz Tamayo","-67.93333","-14.45",NA,"350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2008-05-27 22:02:00-03","MO","MOBOT","2098611","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C. DC.","F. Miranda|et al.","Miranda Aviles 372","2004","5","20","South America","Bolivia","La Paz","Área Natural de Manejo Integrado Apolobamba, Wayrapata, aprox. a 0,7 Km NE del caserío. Bosque yungueño subandino superior pluvial con Lauraceae spp, Melastomataceae spp., Socratea exorrhiza y Cyathea pallescens; ladera w pendiente 60%. Parcela de evaluación epífitas 4.",NA,NA,NA,NA,"F. Miranda (LPB)","Bautista Saavedra","-68.49","-15.08555",NA,"1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04-04","1",NA
"55","2008-05-27 22:02:00-03","MO","MOBOT","2098621","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C. DC.","F. Miranda|et al.","Miranda Aviles 406","2004","5","21","South America","Bolivia","La Paz","Area Natural de Manejo Integrado Apolobamba, Wayrapata, aprox. 1 Km NE del caserio. Bosque yungueño subandino pluvial con Lauraceae spp, Rubiaceae spp.y Protium altsonii; ladera W, pendiente 40%. Parcela evaluacion epifitas 5.",NA,NA,NA,NA,"F. Miranda (LPB)","Bautista Saavedra","-68.48944","-15.08472",NA,"1294.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04-05","1",NA
"56","2009-07-27 09:31:00-03","MO","MOBOT","2271240","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C. DC.","Auguste F.M. Glaziou","Glaziou 8943","1861",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"R. Callejas P.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2014-11-20 05:44:00-02","MO","MOBOT","2516859","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C. DC.","Belén Jiménez|Griselda Marín O.","Jiménez 59",NA,NA,NA,"South America","Paraguay","Canindeyú","Reserva Natural del Bosque Mbaracayú",NA,NA,NA,NA,NA,NA,"-55.41666","-24.08333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2008-05-27 22:02:00-03","MO","MOBOT","2874319","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C. DC.","Per Dusén","Dusén s.n.","1914","4",NA,"South America","Brazil","Paraná","Vella Velha in silvala ad trucios.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"875.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2009-08-21 21:06:00-03","MO","MOBOT","2874428","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C. DC.","Ronaldo Wasum|et al.","Wasum 5092","1989","1","4","South America","Brazil",NA,"RS - Estrela sobre troncos - interior da mata.",NA,NA,NA,NA,"R. Callejas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2008-05-27 22:02:00-03","MO","MOBOT","3277504","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C. DC.","Otto Kuntze","Kuntze s.n.",NA,NA,NA,"South America","Bolivia","Cochabamba","Tunari",NA,NA,NA,NA,"Foster's 1958 catalog notes file",NA,"-66.35","-17.31666",NA,"3000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2008-05-27 22:02:00-03","MO","MOBOT","688597","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C. DC.","James C. Solomon","Solomon 12375","1984","9","16","South America","Bolivia","La Paz","24.5 km N of (below) the pass at the head of the Zongo Valley. Remnants of moist cloud forest with Clusia, Weinmannia, Prunus and some tree ferns.",NA,NA,NA,NA,"R. Callejas (NY)","Murillo","-68.11666","-16.31666",NA,"3100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-66","5",NA
"62","2014-08-04 14:49:00-03","MO","MOBOT","689572","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C. DC.","James C. Solomon","Solomon 9580","1983","2","12","South America","Bolivia","La Paz","13.7 km NW of San Pedro on road through Incahuara-Mejillones, and along trail to 12 de Octubre.",NA,NA,NA,NA,"R. Callejas (HUA)","Nor Yungas","-67.6166667","-15.9666667",NA,"1500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83-26","4",NA
"63","2009-08-21 07:03:00-03","MO","MOBOT","2110993","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya angustifolia","C. DC.","Émile Hassler","Hassler 5811",NA,NA,NA,"South America","Paraguay","Canindeyú","Curuguary",NA,NA,NA,NA,"Lourteig",NA,NA,NA,"angustifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2009-07-21 23:34:00-03","MO","MOBOT","2479490","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya angustifolia","C. DC.","Per Dusén","Dusén 9177a","1910","1","25","South America","Brazil","Paraná","Vila Velha",NA,NA,NA,NA,NA,NA,NA,NA,"angustifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2008-05-27 22:02:00-03","MO","MOBOT","2479508","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya psilostachya",NA,"Apparicio P. Duarte","Duarte 1703","1949","5","14","South America","Brazil","Paraná","Foz do Iguaçu. Parque Nacional do Iguaçu, margem São João",NA,NA,NA,NA,NA,NA,NA,NA,"psilostachya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2015-09-16 06:16:00-03","MO","MOBOT","2516884","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya psilostachya",NA,"Benedict (Benjamin) Balansa","Balansa 4533",NA,NA,NA,"South America","Paraguay","Paraguarí","Cerro d'Acahy",NA,NA,NA,NA,NA,NA,NA,NA,"psilostachya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2018-09-12 14:48:25-03","UNIOESTE","UNOP","8774","S","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C. DC.","Machado-Silva, T.","147","2017","02","25",NA,"Brasil","Paraná","Parque Estadual de Vila Velha, Trilha da Lagoa Dourada, Floresta.",NA,"Erva epífita, pendente sobre troncos, com folhas verde escuras.",NA,NA,"Machado-Silva, T.","Ponta Grossa","-50.093286","-25.404444",NA,NA,NA,"2017","02","25",NA,NA,NA,"-50.093286","-25.404444",NA,NA,NA,NA
"68","2018-09-12 14:48:25-03","UNIOESTE","UNOP","8982","S","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C. DC.","Machado-Silva, T.","271","2018","02","24",NA,"Brasil","Paraná","Distrito de São Salvador, rio São José, cachoeira secundária",NA,"Erva epífita pendente, folhas verticiladas, verde.",NA,NA,"Machado-Silva, T.","Cascavel","-53.591558","-25.027947",NA,NA,NA,"2018","02","24",NA,NA,NA,"-53.591558","-25.027947",NA,NA,NA,NA
"69","2018-09-12 14:48:25-03","UNIOESTE","UNOP","8980","S","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C. DC.","Machado-Silva, T.","269","2018","02","24",NA,"Brasil","Paraná","Distrito de são Salvador, margens do rio São José",NA,"Erva epífita pendente, folhas verticiladas, verde com máculas vináceas nas folhas.",NA,NA,"Machado-Silva, T.","Cascavel","-53.5876","-25.041983",NA,NA,NA,"2018","02","24",NA,NA,NA,"-53.5876","-25.041983",NA,NA,NA,NA
"70","2019-08-29 16:18:56-03","UNIOESTE","UNOP","8910","S","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C. DC.","Caxambu, M.G.; Siqueira, E.L.; Araújo, C.C.; Siqueira, E.L.; Araújo, C.C.","7698","2016","12","15",NA,"Brasil","Paraná","Parque Nacional do Iguaçu - Trilha da Represa",NA,"Erva epífita, semi-ciófila, ripária. Espigas verdes.",NA,NA,"Machado-Silva, T.","Foz do Iguaçu","-54.470694","-25.620583",NA,NA,NA,"2017","10","04",NA,NA,NA,"-54.470694","-25.620583",NA,NA,NA,NA
"71","2016-09-15 10:17:31-03","UNIOESTE","UNOP","6966","S","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C. DC.","Martinez, M.T.; Ferneda Rocha, L.C.; Temponi, L.G.; Ferneda Rocha, L.C.; Temponi, L.G.","94","2011","09","13",NA,"Brasil","Paraná","Parque Nacional do Iguaçu. Trilha da Represa São João.",NA,"Epífita. Folhas verticiladas. Estéril.",NA,NA,"Machado-Silva, T.","Foz do Iguaçu","-54.5881004333496","-25.5478000640869",NA,NA,NA,"2016","09","13","39570","auto",NA,NA,NA,NA,NA,NA,NA
"72","2018-09-12 14:48:25-03","UNIOESTE","UNOP","7981","S","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C. DC.","Temponi, L.G.; Lautert, M.; Salino, A.; Lautert, M.; Salino, A.","1248A","2013","03","08",NA,"Brasil","Paraná","Parque Estadual do Rio Guarani. Trilha de Educação Ambiental",NA,"Epífita, folha carnosa, discolor, inflorescência verde.",NA,NA,"Machado-Silva, T.","Três Barras do Paraná","-53.161944","-25.439611",NA,"420","420","2016","09","13",NA,NA,NA,"-53.161944","-25.439611",NA,NA,NA,NA
"73","2018-09-12 14:48:25-03","UNIOESTE","UNOP","8981","S","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C. DC.","Machado-Silva, T.","270","2018","02","24",NA,"Brasil","Paraná","Distrito de são Salvador, margens do rio São José",NA,"Erva epífita pendente, folhas verticiladas, verde com máculas vináceas nas folhas.",NA,NA,"Machado-Silva, T.","Cascavel","-53.5876","-25.041983",NA,NA,NA,"2018","02","24",NA,NA,NA,"-53.5876","-25.041983",NA,NA,NA,NA
"74","2020-08-31 09:13:49-03","INPA","INPA","28744","S","Plantae","Dicotyledon Magnoliids","Piperales","Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C.DC.","Prance, GT","13595","1971","02","10","Southern America","Brasil","Roraima","Botamatatedi a Maitá, Between Botamatatedi and maitá",NA,NA,"INPA0028744","INPA0028744 INPA0028744_e INPA0028744_e1",NA,NA,"-63.534444","3.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-63.534444","3.25",NA,NA,NA,NA
"75","2021-03-17 14:38:20-03","UTFPR-SL","SHPR","362","PreservedSpecimen","Plantae","Anthophyta",NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C. DC.","Biral, L. |D. Lange | V.A. Cavarzere","1498","2018","11","27","América do Sul","Brasil","Paraná","Parque Estadual Cabeça do Cachorro.","exsicata","Epífita, folhas carnosas, flores verdes, anteras amareladas.Habitat: Floresta estacional semidecidual.","SHPR000362",NA,"Carmo, F.R.","São Pedro do Iguaçu","-53.911944","-24.915833",NA,"500","500","2019","02",NA,NA,NA,NA,"53º54'43 W","24º54'57 S",NA,NA,NA,NA
"76","2021-02-25 10:13:13-03","CVRD","CVRD","7469","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C. DC.","Folli, D.A.","4354","2002","09","12","América do Sul","BRASIL","ES",NA,NA,"<ll>dwc_commonname:</ll> Barandi trepador","CVRD007469","CVRD007469","Elsie F. Guimarães","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,NA,"2010","02","04","48094","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"77","2021-02-25 10:13:13-03","CVRD","CVRD","11254","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","psilostachya","Peperomia psilostachya var. angustifolia","C. DC.","Siqueira, G.S.","417","2008","05","06","América do Sul","BRASIL","ES",NA,NA,"Planta em cima de uma Guapira (Maria mole) <ll>dwc_commonname:</ll> Barandi de conta","CVRD011254",NA,"Daniela Monteiro","Linhares","-39.954484","-19.093196","var. angustifolia","29","29","2012","06","12",NA,NA,"Magnoliopsida","-39,954484","-19,093196",NA,NA,NA,NA
"78","2021-02-25 10:13:13-03","CVRD","CVRD","5584","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","psilostachya","Peperomia psilostachya var. angustifolia","C. DC.","Folli, D.A.","2887","1997","01","06","América do Sul","BRASIL","ES","Próximo área do cajú",NA,"<ll>dwc_commonname:</ll> Barandi de conta","CVRD005584","CVRD005584","Elsie F. Guimaraes","Linhares","-40.0722007751465","-19.3910999298096","var. angustifolia",NA,NA,"1998","11","10","48094","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"79","2021-02-25 10:13:13-03","CVRD","CVRD","8058","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","psilostachya","Peperomia psilostachya var. angustifolia","C. DC.","Folli, D.A.","4452","2003","01","09","América do Sul","BRASIL","ES","RFL 01/80 Bloco A T 6",NA,"<ll>dwc_commonname:</ll> Barandi de conta","CVRD008058",NA,"Daniela Monteiro","Linhares","-40.0722007751465","-19.3910999298096","var. angustifolia",NA,NA,"2012","06","12","48094","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"80","2020-09-12 05:00:02-03","US","US","3172418","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","psilostachya","Peperomia psilostachya",NA,"R. Wasum","5092","1989","1","4","South America","Brazil","Rio Grande do Sul",NA,NA,NA,"US01334624","US01334624_01",NA,"Vacaria","-50.9338989257812","-28.5121994018555",NA,NA,NA,NA,NA,NA,"63451","auto","Dicotyledonae",NA,NA,NA,NA,"1",NA
"81","2020-09-12 05:00:02-03","US","US","2058804","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","psilostachya","Peperomia psilostachya",NA,"G. Hatschbach","2723","1951","11","10","South America","Brazil","Paraná","Loc. Col. Quero-Quero",NA,NA,"US01334625","US01334625_01",NA,"Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,NA,"35166","auto","Dicotyledonae",NA,NA,NA,NA,"1",NA
"82","2020-09-12 05:00:02-03","US","US","1194741","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","psilostachya","Peperomia psilostachya",NA,"G. O. A. Malme","468","1892","12","17","South America","Brazil","Rio Grande do Sul",NA,NA,NA,"US01334627","US01334627_01",NA,"Piratini","-53.1041984558105","-31.4480991363525",NA,NA,NA,NA,NA,NA,"62286","auto","Dicotyledonae",NA,NA,NA,NA,"1",NA
"83","2020-09-12 05:00:02-03","US","US","1481725","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","psilostachya","Peperomia psilostachya",NA,"P. K. Dusén","s.n.","1914","4","26","South America","Brazil","Paraná","Villa Velha",NA,NA,"US01334626","US01334626_01",NA,"Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,NA,"46557","auto","Dicotyledonae",NA,NA,NA,NA,"1",NA
"84","2020-09-12 05:00:02-03","US","US","531294","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","psilostachya","Peperomia psilostachya subobovatilimba","C. DC.","H. F. Pittier","1096","1906","1",NA,"South America - Neotropics","Colombia","Cauca","Rio Lopez, Rio Palo Basin, Tierra Adentro.",NA,NA,"US00104804",NA,NA,NA,NA,NA,"subobovatilimba","2300","2500",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"Holotype",NA,"1",NA
"85","2020-09-02 16:35:44-03","Cenargen","CEN","48296","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C.DC.","Domingos Antônio Folli","4452","2003","01","09",NA,"Brasil","ES","Reserva Natural da CVRD - RFL 01/80 Bloco A T 6. Estrada Gávea. Km 2,9","Exsicatas","Doação do Herbário CVRD. Nº Registro 8058","CEN00048296","CEN00048296","M. Carvalho-Silva","LINHARES","-40.0722007751465","-19.3910999298096",NA,NA,NA,"2003","07",NA,"48094","auto",NA,NA,NA,NA,NA,"1",NA
"86","2020-09-02 16:35:44-03","Cenargen","CEN","48295","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C.DC.","Domingos Antônio Folli","4354","2002","09","12",NA,"Brasil","ES","Reserva Natural da CVRD. Estrada Oiticica.","Exsicatas","Doação do Herbário CVRD. Nº Registro 7469","CEN00048295","CEN00048295","M. Carvalho-Silva","LINHARES","-40.0722007751465","-19.3910999298096",NA,NA,NA,"2003","07",NA,"48094","auto",NA,NA,NA,NA,NA,"1",NA
"87","2019-11-13 11:28:19-03","USP","SPF","144345","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C.DC.","Fiaschi, P","498","2000","12","05",NA,"Brasil","São Paulo","Parque Estadual de Campos do Jordão",NA,NA,"SPF00144345","SPF00144345","Carvalho-Silva, M","Campos do Jordão","-45.466667","-22.683333",NA,"1500","1500","2003","05",NA,NA,NA,NA,"-45.466667","-22.683333",NA,NA,NA,NA
"88","2019-11-13 11:28:19-03","USP","SPF","84774","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C.DC.","Zappi, DC","95","1989","05","24",NA,"Paraguai","Canindeyú","Reserva Biológica Itabó",NA,NA,"SPF00084774","SPF00084774","Carvalho-Silva, M","General Francisco Caballero",NA,NA,NA,NA,NA,"2003","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-07-09 14:04:15-03","F","FMNH-SEEDPLANTS","V0443286F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya",NA,"P. Jörgensen","4217","1930","10",NA,"South America","Paraguay",NA,NA,NA,NA,"V0443286F","V0443286F_01",NA,NA,"-58.1689","-23.2025",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"90","2020-11-04 17:30:15-03","UEM","HUEM","22244","S","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C.DC.","Milaneze-Gutierre, MA; colaboradores","s.n.","2012","02","02",NA,"Brasil","Paraná","Área de alagamento da UHE Mauá",NA,"Epífita; folhas suculentas de formato losangular.","HUEM000009868","HUEM000009868","G.A. Dettke","Telêmaco Borba","-50.583333","-24.35",NA,NA,NA,"2015",NA,NA,NA,NA,NA,"-50.583333","-24.35",NA,NA,NA,NA
"91","2021-03-10 11:38:52-03","UNILA","EVB","226","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C.DC.","Buttura, E.","491","1980","03","11",NA,"Brasil","Paraná","Parque Nacional Sete Quedas. Parque Nacional das Sete Quedas",NA,NA,"EVB000226","EVB000226","Machado-Silva, T.","Guaíra","-54.295556","-24.068889",NA,NA,NA,"2017","10","16",NA,NA,NA,"54º17'44''W","24º4'8''S",NA,NA,NA,NA
"92","2018-10-10 15:16:56-03","CAS","CAS-BOT","593535","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C. DC.","Jorgensen, Pedro","4217",NA,NA,NA,"South America","Paraguay",NA,"Unspecified",NA,"All green. Epiphytic [illegible]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"93","2021-02-08 12:44:40-03","UFRGS","ICN","159880","S","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C.DC","Grings, M","490","2008","04","05","América do Sul","Brasil","RS","Projeto de Assentamento Oriental",NA,"epífita com espigas curtas; em floresta com araucária em início de encosta",NA,NA,"Grings, M","Salto do Jacuí","-53.2125015258789","-29.0883007049561",NA,NA,NA,NA,NA,NA,"27781","auto",NA,NA,NA,NA,NA,NA,NA
"94","2021-02-08 12:44:40-03","UFRGS","ICN","044117","S","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C.DC","Waechter, JL","1195","1979","02","26","América do Sul","Brasil","RS","Trombudo",NA,"Epifítica em interior de mato, sobre tajuba (Chlorophora trinctoria)",NA,NA,"Guimarães, E","Santa Cruz do Sul","-52.4258003234863","-29.7175006866455",NA,NA,NA,NA,NA,NA,"38612","auto",NA,NA,NA,NA,NA,NA,NA
"95","2021-02-08 12:44:40-03","UFRGS","ICN","033934","S","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C.DC","Waechter, JL; Baptista, LRM","529","1977","05","13","América do Sul","Brasil","RS","V. São João (mato do Sr. Felisberto)",NA,"Epífita em árvore caída; espiga esbranquiçada.",NA,NA,NA,"Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA
"96","2021-02-08 12:44:40-03","UFRGS","ICN","124934","S","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C.DC","Waechter, JL; Giongo, C","223","2001","12","19","América do Sul","Brasil","RS","Estação Experimental Agronômica da UFRGS Arroio dos Ratos",NA,"Epífito em floresta de galeria",NA,NA,"Giongo, C","Eldorado do Sul","-51.6161003112793","-30.0839004516602",NA,NA,NA,NA,NA,NA,"33687","auto",NA,NA,NA,NA,NA,NA,NA
"97","2021-02-08 12:44:40-03","UFRGS","ICN","159858","S","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C.DC","Grings, M","470","2006","09","27","América do Sul","Brasil","RS","Projeto de Assentamento Santa Alice",NA,"epífita estéril; sobre árvore no interior de floresta de galeria do arroio Basílio",NA,NA,"Grings, M","Herval","-53.3955993652344","-32.0236015319824",NA,NA,NA,NA,NA,NA,"51680","auto",NA,NA,NA,NA,NA,NA,NA
"98","2021-02-08 12:44:40-03","UFRGS","ICN","159877","S","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C.DC","Grings, M","488","2008","04","02","América do Sul","Brasil","RS","Projeto de Assentamento Santa Júlia",NA,"epífita com espigas curtas; em floresta com remanescentes primários em encosta de coxilha",NA,NA,"Grings, M","Júlio de Castilhos","-53.6817016601562","-29.226900100708",NA,NA,NA,NA,NA,NA,"41205","auto",NA,NA,NA,NA,NA,NA,NA
"99","2021-02-08 12:44:40-03","UFRGS","ICN","047230","S","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C.DC","Waechter, JL","1558","1980","02","18","América do Sul","Brasil","RS","Trombudo",NA,"Epífito em interior de mata, sobre angico (Parapiptadenia rigida)",NA,NA,"Waechter, JL","Santa Cruz do Sul","-52.4258003234863","-29.7175006866455",NA,"15","15",NA,NA,NA,"38612","auto",NA,NA,NA,NA,NA,NA,NA
"100","2019-11-21 10:14:15-03","IBt","SP","370543","S","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C.DC.","Fiaschi, P; Costa, CB; Konno, TUP; Bitencourt, G","498","2000","12","05",NA,"Brasil","São Paulo","Parque Estadual de Campos do Jordão, Trilha do Sapucaí.",NA,NA,"SP011015","SP011015","Carvalho Silva, M","Campos do Jordão","-45.466667","-22.683333",NA,"1500","1500","2003",NA,NA,NA,NA,NA,"-45.466667","-22.683333",NA,NA,NA,NA
"101","2019-11-21 10:14:15-03","IBt","SP","114113","S","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C.DC.","Mattos, J","14564","1967","03","30",NA,"Brasil","São Paulo","Serra da Cantareira, Horto Florestal.",NA,NA,NA,NA,"Callejas, R","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,"1984","01","06","53584","auto",NA,NA,NA,NA,NA,NA,NA
"102","2019-04-17 15:22:08-03","GH","HU-HERB","GH 01982555","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C. de Candolle","P. K. H. Dusén",NA,"1914","4",NA,"South America","Brazil","Paraná","Villa Velha in truncis arb.","Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
