"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","class","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","individualCount","fieldNumber","relatedCatalogItem","typeStatus"
"45","2021-02-11 17:19:39-03","UFPR","UPCB","92101","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade","Bochorny, T.","Martinelli, G. et al.","19883","2017","04","26",NA,"Brasil","Rio de Janeiro","Rio Claro","Parque Estadual do Cunhambebe. Alto da Pedra Chata. Mata nebular e vegetação arbustiva","-44.164444","-22.903333","1500","1500",NA,"Arbusto, 3m, heliófila; folhas verdes, discolores; frutos imaturos de cor verde. Habitat: Mata Atlântica..","UPCB0033212","UPCB0033212",NA,NA,"2017",NA,"-44.164444","-22.903333","06",NA,NA,NA,NA,NA
"46","2021-02-11 17:19:39-03","UFPR","UPCB","94887","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade","Goldenberg, R.","Goldenberg, R. | Herrera, F.A.M.","2668","2019","07","10",NA,"Brasil","Rio de Janeiro","Paraty","Ponta Negra, trilha para Martin de Sá","-44.604722","-23.341944","75","75",NA,"Arvoreta 5m; frutos imaturos verdes, maduros castanhos","UPCB0045850",NA,NA,NA,"2019",NA,"-44.604722","-23.341944",NA,NA,NA,NA,NA,NA
"47","2021-02-11 17:19:39-03","UFPR","UPCB","96737","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade","Bochorny, T.","Bochorny, T. | Bacci, L.F. | Braga, L.S.","148","2015","07","21",NA,"Brasil","Rio de Janeiro","Petrópolis","Parque Nacional da Serra dos Órgãos, Início da trilha para o Morro do Açu","-43.0775","-22.468611","1200","1200",NA,"Árvore, 2,5m, frutos castanhos secos.","UPCB0047053",NA,NA,NA,"2015",NA,"-43.077500","-22.468611","07",NA,NA,NA,NA,NA
"48","2021-02-11 17:19:39-03","UFPR","UPCB","96738","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade","Bochorny, T.","Bochorny, T. | Lozano, E.D.","176","2015","12","12",NA,"Brasil","Rio de Janeiro","Petrópolis","Araras, Vale das Videiras, trilha para a Pedra da Cuca","-43.273889","-22.416111","1500","1500",NA,"Arvoreta, 3m, botões florais.","UPCB0047052",NA,NA,NA,"2015",NA,"-43.273889","-22.416111","12",NA,NA,NA,NA,NA
"49","2021-02-11 17:19:39-03","UFPR","UPCB","78684","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade","Baumgratz, J. F. A.","Baumgratz, J.F.A.","653a","1994","01","28",NA,"Brasil","Minas Gerais","Delfim Moreira","Estrada para São Francisco dos Campos, ca. 1,8-5km após a entrada ao lado do posto da Polícia Federal.","-45.2799987792969","-22.5091991424561","1435","1435",NA,"Mata ombrófila de encosta planta bem frequente no local, inclusive com indivíduos rebrotando após o corte e também se reproduzindo vegetativamente por estruturas subterrâneas (raízes gemíferas). Árvore ca. 2,5-7m alt., heliófilas, fu","UPCB0012558","UPCB0012558","20219","auto","1997",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-02-11 17:19:39-03","UFPR","UPCB","45085","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade","Bochorny, T.","Campos, B.C.","27","2001","12","02",NA,"Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,"Árvore 8m, flores com pétalas alvas, estames amarelos tornando-se castanhos após a antese, cálice esverdeado, forte cheiro adocicado. Estrada próxima à entrada do parque..","UPCB0012572","UPCB0012572","30417","auto","2015",NA,NA,NA,"10","13",NA,NA,NA,NA
"51","2021-02-23 16:20:39-03","UFPR","UPCB","97101","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade","Bochorny, T.","Lopes, J. C. | Alcântara, S. | Gonella, P. S. M. | Martinelli, I. G. | Montserrat, L.","133","2010","12","15",NA,"Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca. Caminho para o Pico do Pião.","-43.793098449707","-21.8425006866455","1455","1455",NA,"Mata Atlântica. Árvore ca. 3 m alt. Cálice verde, corola alva, anteras amarelas e estiletes alvos. Frutos verdes.","UPCB0047008",NA,"30417","auto","2015",NA,NA,NA,"10","06",NA,NA,NA,NA
"52","2021-02-11 17:19:39-03","UFPR","UPCB","67930","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade","Bochorny, T.","Meirelles, J.","435","2010","01","24",NA,"Brasil","Rio de Janeiro","Petrópolis","Parque Nacional da Serra dos Orgãos. Trilha do Pico do Alicate.","-43.1786003112793","-22.5049991607666",NA,NA,NA,"Campo de altitude. Árvore ca. 8 m alt. Pétalas brancas (observadas), estames amarelos. Frutos verdes..","UPCB0012570","UPCB0012570","36524","auto","2015",NA,NA,NA,"10","13",NA,NA,NA,NA
"53","2021-02-11 17:19:39-03","UFPR","UPCB","80325","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade","Bochorny, T.","Reginato, M.","1494","2014","10","09",NA,"Brasil","Rio de Janeiro","Petrópolis","P. N. da Serra dos Órgãos. Trilha para o Açu.","-43.1786003112793","-22.5049991607666",NA,NA,NA,"Arvoreta 2m. Frutos velhos marrons. Campo de Altitude alterado. Pedra do Queijo..","UPCB0012566","UPCB0012566","36524","auto","2016",NA,NA,NA,"05","09",NA,NA,NA,NA
"54","2021-02-11 17:19:39-03","UFPR","UPCB","59686","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade","Goldenberg, R.","Matozinhos, C.N.","239","2005","11","09",NA,"Brasil","Minas Gerais","Rio Preto","Serra Negra, trilha do Ninho da Égua","-43.8278007507324","-22.0891990661621",NA,NA,NA,"Árvore 6m, flores brancas..","UPCB0012568","UPCB0012568","20815","auto","2007",NA,NA,NA,"01","01",NA,NA,NA,NA
"55","2021-02-11 17:19:39-03","UFPR","UPCB","91991","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade","Justino, L.L.","Justino, L.L. et al.","119","2014","11","23",NA,"Brasil","Minas Gerais","Rio Preto","Sítio do Neném Roque. Trilha para a Antena","-43.8278007507324","-22.0891990661621","1370","1370",NA,"Arvoreta, 1,5m em afloramento rochoso arbustal, sob alta intensidade solar. Flores alvas com estames amarelos e estilete branco esverdeado..","UPCB0033204","UPCB0033204","20815","auto","2014",NA,NA,NA,"12","10",NA,NA,NA,NA
"56","2021-02-11 17:19:39-03","UFPR","UPCB","91989","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade","Justino, L.L.","Justino, L.L. et al.","140","2015","02","25",NA,"Brasil","Minas Gerais","Rio Preto","Trilha para o Ninho da Égua","-43.8278007507324","-22.0891990661621",NA,NA,NA,"Arvoreta 2m, no arbustal latifoliado, crescendo sob solo quartizítico. Frutos do tipo ruptídio..","UPCB0033210","UPCB0033210","20815","auto","2015",NA,NA,NA,"02","25",NA,NA,NA,NA
"57","2014-05-02 12:21:00-03","MO","MOBOT","100704904","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade","J.F. Baumgratz","José F.A. Baumgratz|et al.","Baumgratz 651","1994","1","26","South America","Brazil","Rio de Janeiro","Itatiaia","Garganta do Registro, ca. 26.5 km da rodovia Presidente Dutra, atrás do bebedouro de água potável (limite dos estados do Rio de Janeiro e Minas Gerais).","-44.5633010864258","-22.4960994720459","1669.00000000",NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"58","2008-05-27 22:02:00-03","MO","MOBOT","3227826","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade","J.F.A. Baumgratz","LANSTYAK","LANSTYAK 256","1939","1",NA,"South America","Brazil",NA,NA,"Itatiaya Km. 21 (Serra Negra).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2013-05-17 13:14:00-03","MO","MOBOT","333255","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade","R. Goldenberg (UPCB)","A. Salino|Alwyn H. Gentry","Salino 59","1987","1","24","South America","Brazil","Rio de Janeiro",NA,"Serra de Mantequeira, Alto du Serra. 22º23'S, 44º46'W. Alt. 1660 m.","-44.7666667","-22.3833333","1660.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","87-1",NA,NA
"60","2020-08-31 09:06:28-03","INPA","INPA","254131","S","Plantae","Dicotyledon Com-Clade","Myrtales","Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade","Baumgratz, JFA","Baumgratz, JFA","651","1994","01","26","Southern America","Brasil","Rio de Janeiro","Itatiaia","Garganta do Registro, ca. 26,5 km da rodovia Presidente Dutra, atrás do bebebouro de água potável (limite dos estados do rio de Janeiro e Minas Gerais).","-44.5633010864258","-22.4960994720459","1669","1669",NA,NA,"INPA0254131","INPA0254131 INPA0254131_e","19648","auto","1997",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-07-10 09:47:21-03","MBML","MBML-HERBARIO","45943",NA,"Plantae",NA,NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade","J.F.A. Baumgratz/1997","J.F.A. Baumgratz; M.L. D'El R. Souza e M.R. Mimura","653","1994","01","28",NA,"Brasil","Minas Gerais","Delfim Moreira","Estrada para São Francisco dos Campos, ca 1,8-5km após a entrada ao lado do posto da Policia Federal (1435m)","-45.2799987792969","-22.5091991424561","1500","1500",NA,"Mata Ombrófila de encosta planta bem frequente no local, inclusive com indivíduos rebrotando após o corte e também se reproduzindo vegetativamente por estruturas subterrâneas (raízes gemíferas). Árvore ca 2,5-7m alt., heliófilas, fuste","MBML045943","MBML045943","20219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-07-10 09:47:21-03","MBML","MBML-HERBARIO","45942",NA,"Plantae",NA,NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade","J.F.A. Baumgratz/1997","J.F.A. Baumgratz; M.L. D'El R. Souza e M.R. Mimura","651","1994","01","26",NA,"Brasil","Rio de Janeiro","Itatiaia","Garganta do Registro, ca 26,5km da rodovia Presidente Dutra, atrás do bebedouro de água potável (limite dos estados do RJ e MG)","-44.5633010864258","-22.4960994720459","1669","1669",NA,"Árvore ca 3,5m alt., fuste ca 1,5m alt., 12cm diâm., castanho-escuro, rugoso, folhas verdes discolores, pecíolos verdes, domácias diminutas e verdes, hipanto, cálice e pedicelo verdes, pétalas alvas com base levemente esverdeado-amarel","MBML045942","MBML045942","19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-07-10 09:47:21-03","MBML","MBML-HERBARIO","51005",NA,"Plantae",NA,NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade","T. Bochomy/13-X-2015","J. Meirelles; M. K. Caddah, M. Reginato","435","2010","01","24",NA,"Brasil","Rio de Janeiro","Petrópolis","Parque Nacional da Serra dos Orgãos. Trilha do Pico do Alicate","-43.1786003112793","-22.5049991607666",NA,NA,NA,"Campo de altitude. Árvore ca. 8m alt. Pétalas brancas (observadas), estames amarelos . Frutos verdes","MBML051005","MBML051005","36524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-01 11:49:07-03","UFPE","UFP","425908","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade","Baumgartz, JF","Baumgratz, JFA; Souza, MLD'el R; Mimura, MR","651","1994","01","26",NA,"Brasil","Rio de Janeiro","Itatiaia",NA,"-44.5633010864258","-22.4960994720459","1669","1669",NA,"Galhas na folhas (nervuras) e inflorescência; árvore isolada e única em área extremamente alterada, ao lado de uma Tibouchina sp e uma Myrtaceae.; Árvore aprox. 3,5m de altura; fuste aprox. 1,5m de altura, 12cm diâmetro castanho escuro","UFP425908",NA,"19648","auto","1997",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-01 11:49:07-03","UFPE","UFP","75272","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade","Baumgartz, JF","Baumgratz, JFA; Souza, MLD'el R; Mimura, MR","651","1994","01","26",NA,"Brasil","Rio de Janeiro","Itatiaia",NA,"-44.5633010864258","-22.4960994720459","1669","1669",NA,"Galhas na folhas (nervuras) e inflorescência; árvore isolada e única em área extremamente alterada, ao lado de uma Tibouchina sp e uma Myrtaceae.; Árvore aprox. 3,5m de altura; fuste aprox. 1,5m de altura, 12cm diâmetro castanho escuro","UFP075272",NA,"19648","auto","1997",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-09-12 05:00:02-03","US","US","2859490","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade",NA,"P. Occhioni","8744","1979","1",NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,"Parque Nacional do Itatiaia. Estr. Registro- Agulhas Negras, km 09",NA,NA,NA,NA,NA,NA,"US01901090","US01901090_01 US01901090_02",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA,NA
"67","2020-09-12 05:00:02-03","US","US","2623386","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade",NA,NA,"256","1939","1",NA,"South America - Neotropics","Brazil","Rio de Janeiro","Itatiaia","km 21","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"US01901091","US01901091_01 US01901091_02","19648","auto",NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA,NA
"68","2020-09-12 05:00:02-03","US","US","3672316","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade",NA,"J. F. A. Baumgratz, M. D'El Rei Souza & M. Mimura",NA,"1994","1","28","South America - Neotropics","Brazil","Minas Gerais","Delfim Moreira","Estrada para São Francisco dos Campos, ca. 1,8-5km após a entrada ao lado do posto da Polícia Federal (1435m).","-45.2799987792969","-22.5091991424561","1500",NA,NA,NA,"US01901088","US01901088_01 US01901088_02","20219","auto",NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA,NA
"69","2020-09-12 05:00:02-03","US","US","1199812","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade",NA,"E. H. Ule","4555","1898","1","1","South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"US01901092","US01901092_01 US01901092_02",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA,NA
"70","2020-09-12 05:00:02-03","US","US","3672315","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade",NA,"J. F. A. Baumgratz, M. D'El Rei Souza & M. Mimura","651","1994","1","26","South America - Neotropics","Brazil","Rio de Janeiro","Itatiaia","Garganta do Registro ca. 26,5 km da rodovia Presidente Dutra, atrás do bebedouro de água potável (limite dos estados do Rio de Janeiro e Minas Gerais)","-44.5633010864258","-22.4960994720459","1669",NA,NA,NA,"US01901089","US01901089_01 US01901089_02","19648","auto",NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA,NA
"71","2020-09-12 05:00:02-03","US","US","3179971","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade",NA,"G. T. Prance & M. L. Lebrón-Luteyn","30132","1987","1","24","South America - Neotropics","Brazil","Rio de Janeiro","Resende","Engo. Passos-Itamonte","-44.75","-22.38","1600",NA,NA,NA,"US01902312","US01902312_01 US01902312_02",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA,NA
"72","2019-11-13 11:25:17-03","USP","SPF","179604","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade","Chiavegatto, B","Forzza, RC","4359","2006","11","22",NA,"Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"SPF00179604",NA,"30417","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-11-13 11:25:17-03","USP","SPF","163594","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade","Temponi, LG","Temponi, LG","312","2004","01","21",NA,"Brasil","Rio de Janeiro","Itatiaia",NA,"-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"SPF00163594",NA,"19648","auto","2004",NA,NA,NA,"04",NA,NA,NA,NA,NA
"74","2019-11-13 11:25:17-03","USP","SPF","204276","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade","Santos Filho, LAF","Braga, JMA","4509","1997","12","03",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"SPF00204276",NA,"19648","auto","2009",NA,NA,NA,"07",NA,NA,NA,NA,NA
"75","2019-11-13 11:25:17-03","USP","SPF","70444","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade","Baumgratz, JFA","Salino, A","59","1987","01",NA,NA,"Brasil","Rio de Janeiro","Resende","Parque Nacional do Itatiaia","-44.4467010498047","-22.468900680542",NA,NA,NA,NA,"SPF00070444",NA,"36089","auto","1997",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-10-07 09:34:13-03","UEFS","HUEFS","173605","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade",NA,"Braga, J.M.A.","4509","1997","12","03",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional de Itatiaia. Macieiras, estrada para o abrigo macieiras, mirante.","-44.5633010864258","-22.4960994720459",NA,NA,NA,"Mata alterada e de encosta.","HUEFS0173605","HUEFS0173605","19648","auto",NA,"Rosanae",NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-10-07 09:34:13-03","UEFS","HUEFS","200359","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade",NA,"Baumgratz, J.F.A.","651","1994","01","26",NA,"Brasil","Rio de Janeiro","Itatiaia","Garganta do Registro, ca.26,5 Km da rodovia Presidente Dultra, atrás do bebedouro de água potável (limite dos estados do Rio de Janeiro e Minas Gerais), ca. 1669m alt.","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"HUEFS0200359","HUEFS0200359","19648","auto",NA,"Rosanae",NA,NA,NA,NA,NA,NA,NA,NA
"78","2015-03-07 08:52:50-03","F","FMNH-SEEDPLANTS","V0139083F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0139083F","V0139083F_01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-07-23 12:12:47-03","CEPLAC","CEPEC","119912","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana",NA,"B. Chiavegatto","R. C. Forzza","4359","2006","11","22",NA,"Brasil","Minas Gerais","LIMA DUARTE","Parque Estadual do Ibitipoca.","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2007",NA
"80","2020-07-23 12:12:47-03","CEPLAC","CEPEC","132410","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana",NA,"L. A. F. Santos-Filho","J. M. A. Braga","4509",NA,NA,NA,NA,"Brasil","Rio de Janeiro","ITATIAIA",NA,"-44.5633010864258","-22.4960994720459",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-07-23 12:12:47-03","CEPLAC","CEPEC","120232","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana",NA,"B. Chiavegatto","R. C. Forzza","4132",NA,NA,NA,NA,"Brasil","Minas Gerais","LIMA DUARTE","Parque Estadual da Serra do Ibitipoca, trilha so Monjolinho-Pico do Pião.","-43.793098449707","-21.8425006866455",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-07-23 12:12:47-03","CEPLAC","CEPEC","146111","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana",NA,"J. F. A. Baumgratz","J. F. A. Baumgratz","651",NA,NA,NA,NA,"Brasil","Rio de Janeiro","ITATIAIA",NA,"-44.5633010864258","-22.4960994720459",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-11-01 15:03:58-03","UnB","UB","199572","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade","Baumgartz, JFA","Baumgartz, JFA; et al.","653A","1994","01","28","Southern America","Brasil","Minas Gerais","Delfim Moreira","Estrada para São Francisco dos Campos, ca. 1,8-5km após a entrada ao lado do posto da Polícia Federal","-45.2799987792969","-22.5091991424561",NA,NA,NA,"Árvore 2,5-7m., heliófilas, fuste 60cm-2m., 6-10cm diâmetro, geralmente restos, rugosos a ásperos, castanhos a cinéreos; folhas verdes discolores; pecíolos verdes; domácias diminutase verdes; hipanto, cálice e pedicelo verdes; pétalas alvas com base",NA,NA,"20219","auto","1997",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-05-06 11:59:18-03","UFU","HUFU","54120","S","Plantae",NA,NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade","Romero, R.","Matozinhos, C.N.; Abreu, N.L.","428","2008","12","10",NA,"Brasil","Minas Gerais","Rio Preto","Serra Negra, Ninho da Égua, Burro de Ouro.","-43.8278007507324","-22.0891990661621",NA,NA,NA,"Arbusto com flores brancas, cálice verde e filetes vermelhos.; Campo de altitude.","HUFU00060606","HUFU00060606","20815","auto","2009",NA,NA,NA,"02",NA,NA,NA,NA,NA
"85","2021-02-23 13:22:44-03","MN","R-TIPOS","38776","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade","Baumgratz, J.F.A.","Glaziou, A.F.M.","8375","1876","02","11",NA,"Brasil","São Paulo","Campos da Bocaina",NA,NA,NA,NA,NA,NA,NA,"R000038776","R000038776_001",NA,NA,"1997",NA,NA,NA,NA,NA,NA,NA,NA,"Paratypus"
"86","2021-02-23 13:22:44-03","MN","R-TIPOS","28859","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade","Baumgratz, J.F.A.","Netto, L.S.M.","1879","1879",NA,NA,NA,"Brasil","São Paulo","Campos da Bocaina",NA,NA,NA,NA,NA,NA,NA,"R000028859","R000028859_001",NA,NA,"1997",NA,NA,NA,NA,NA,NA,NA,NA,"Lectotypus"
"87","2020-08-20 20:39:59-03","UFSC","FLOR","41197","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade","Baumgratz, J.F.A.","Baumgratz, J.F.A.; Santos Filho, L.A.F.; Barbarena, F.F. & Silva, W.","923","2007","02","06",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Garganta do Registro, atrás do bebedouro, único individuo no local.","-44.566667","-22.25","1670","1670",NA,"arvore com ramos pardacentos, cilíndrico; folhas verdes discolores, pecíolo verde, flor hipanto 8-costado, lacínias do cálice verdes; pétalas alvas; estames com filete alvo-amarelados, anteras amarelas; estilete alvo-esverdeadosjo","FLOR0041197",NA,NA,NA,"2007",NA,"44º34'W","22º15'S",NA,NA,NA,NA,NA,NA
"88","2020-08-20 20:39:59-03","UFSC","FLOR","55866","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade","Baumgratz, J.F.A.","Baumgratz, J.F.A.; Souza, M.L. & Mimura, M.R.","653B","1994","01","28",NA,"Brasil","Minas Gerais","Delfim Moreira","Estrada para São Francisco dos Campos, ca. 1,8-5km após a entrada ao lado do posto da Polícia Federal.","-45.2799987792969","-22.5091991424561","1435","1435",NA,"Arvore ca. 2,5-7m de altura, heliófilas, fuste 60cm-2m de altura, 6-10cm de diâmetro, geralmete retos, rugosos a ásperos, castanhos a cinéreos, folhas verdes, discolores, pecíolos verdes; domácias diminutas e verdes; hipanto, cáli","FLOR0055866",NA,"20219","auto","1997",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-08-20 20:39:59-03","UFSC","FLOR","55888","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade","Baumgratz, J.F.A.","Baumgratz, J.F.A.; Souza, M.L. & Mimura, M.R.","653A","1994","01","28",NA,"Brasil","Minas Gerais","Delfim Moreira","Estrada para São Francisco dos campos, ca.1,8-5 km após a entrada ao lado do posto da Polícia Federal (1435m).","-45.2799987792969","-22.5091991424561","1435","1435",NA,"Arvores ca. 2,5-7m de altura, heliófitas, Fuste 60 cm- 2m de altura, 6-10cm de diâmetro, geralmente retos, rugosos a asperos, castanhos a cinéreos, folhas verdes discolores, pecíolos verdes; domácias diminutas e verdes, hipanto, c","FLOR0055888",NA,"20219","auto","1997",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-08-20 14:57:43-03","UFSC","FLOR","55898","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade","Santos Filho, L.A.F.","Santos Filho, L.A.F.; Barberena, F. & Pinheiro, W.S.","106","2009","09","20",NA,"Brasil","Rio de Janeiro","Itatiaia","Bebedouro da Graganta do Registro, logo antes da entrada para o Planalto.","-44.5633010864258","-22.4960994720459","1683","1683",NA,"Arvore heliófila com ramos e peciolos pardacentos, folhas verdes discolores, frutos passados pardacentos, 4 m de altura","FLOR0055898",NA,"19648","auto","2009",NA,NA,NA,"09",NA,NA,NA,NA,NA
