"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","phylum","order","individualCount","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","imagecode","typeStatus","verbatimLongitude","verbatimLatitude","infraspecificEpithet","class","relatedCatalogItem","relationshipType","fieldNumber"
"16","2021-03-15 16:37:00-03","NY","NYBG","247034","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","polystachya","Aechmea polystachya","Mez","C. C. Mez",NA,NA,NA,"A. F. M. Glaziou","8986",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"Museum botanicum Berolinense <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=603354' target='other'> <mi>dwc_moreinfo</mi></a>","NY00247034",NA,"Magnoliophyta","Poales",NA,"South America",NA,NA,"sheet","NY00247034_01","possible type",NA,NA,NA,NA,NA,NA,NA
"17","2020-01-28 13:11:07-03","MCN-PUC-MINAS","HPUC-MG","ANG3725","S","Plantae","Bromeliaceae","Aechmea","distichantha","Aechmea distichantha",NA,NA,NA,NA,NA,"M.F.Vasconcelos","15-213",NA,NA,NA,"Brasil","São Paulo",NA,"Pico Agudo - Município de Santo Antônio do Pinhal","-45.65","-22.85",NA,"Parte A e B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45°39'W","22°51'S",NA,NA,NA,NA,NA
"18","2020-11-13 09:19:15-03","UFRJ","RFA","24710","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","distichantha","Aechmea distichantha","Lem.","Tânia Wendt","2002","04","10","Flávio de B. Pereira","22/35","2000","09","19","Brasil","Rio de Janeiro","Sapucaia","Fazendas Pilatos.","-42.827778","-22.055278",NA,"Hábito herbáceo, folhas verdes, flores vermelhas, comum no local.","RFA34520",NA,NA,NA,NA,NA,"515","515",NA,NA,NA,"42º49'40''W","22º3'19''S",NA,NA,NA,NA,NA
"19","2020-11-13 09:19:15-03","UFRJ","RFA","26788","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","distichantha","Aechmea distichantha","Lem.","Tânia Wendt","2002","04","10","Flávio de Britto Pereira","out-72","2001","02","08","Brasil","Minas Gerais","Itamonte","Fazenda Campo Redondo","-44.695556","-22.291944",NA,"Epífita,comum no local.","RFA34519",NA,NA,NA,NA,NA,"1400","1400",NA,NA,NA,"44º41'44''W","22º17'31''S",NA,NA,NA,NA,NA
"20","2020-06-29 11:29:37-03","UFRJ","RFA","42313","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","distichantha","Aechmea distichantha","Lem.","M.B.Plumm, A.P.M.Buzzani, B.V.Vinolo, E.C.N.Melo, F.Sciammarella","2017","12","07","M.B.Plumm; A.P.M.Buzzani, B.V.Vinolo, E.C.N.Melo, F.Sciammarella","101","2017","12","07","Brasil","Rio de Janeiro","Itatiaia","PARNA Itatiaia, estrada para parte alta, arredores do Brejo da Lapa. Floresta Ombrófila Densa Alto-Montana.","-44.735",NA,NA,"Erva epífita em ambiente úmido. Cerca de 1 m de altura. Brácteas florais rosa-paliáceas. Brácteas primárias paliáceas. Brácteas pedunculares alvas-esverdeadas e paliáceas. Três pétalas rosas","RFA35986",NA,NA,NA,NA,NA,"1900","1900",NA,NA,NA,"44º44'6''W","22ºS",NA,NA,NA,NA,NA
"21","2020-06-29 11:29:37-03","UFRJ","RFA","30936","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","distichantha","Aechmea distichantha","Lem.","A.P.G. Faria","2002","10","01","A.P.G. Faria; T. Wendt; R.A. Kautsky; G.K. Brown; T. Evans","89","2002","10","01","Brasil","Espírito Santo","Domingos Martins","Reserva particular de Roberto A. Kautsky","-40.6591987609863","-20.3633003234863","48150","Escapo rosa, bráctea escapal esverdeada, bráctea floral e sépalas rosas, pétalas roxas","RFA52463","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-06-29 11:29:37-03","UFRJ","RFA","28610","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","distichantha","Aechmea distichantha","Lem.","L.M. Versieux","2004","06","16","R.C. Mota; S.P. Ribeiro","1277","2001","10","09","Brasil","Minas Gerais","Camanducaia","Fazenda Melhoramentos","-46.1446990966797","-22.7553005218506","22140","Erva epífita; brácteas e inflorescência vermelhas","RFA52461","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-06-29 11:29:37-03","UFRJ","RFA","31088","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","distichantha","Aechmea distichantha","Lem.",NA,NA,NA,NA,"T. Wendt; L.O.F. Sousa; G.K. Brown","510","2003","10","17","Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande, Trilha do Santo Antonio para Lopes Mendes","-44.3180999755859","-23.0067005157471","32988","Rupícola, frequente, inflorescência passada de cor pálea (DNA, Material para cultivo e exsicata)","RFA28300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-06-29 11:29:37-03","UFRJ","RFA","30893","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","distichantha","Aechmea distichantha","Lem.","T. Wendt",NA,NA,NA,"A.P.G. Faria; T. Wendt","10","1998","10",NA,"Brasil","São Paulo","Ubatuba","Praia de Picinguaba. Cultivada por Luiz Carlos Gurken","-45.0699996948242","-23.4300003051758","34265","Folhas na parte adaxial marrom vinoso e parte abaxial esverdeada. Escapo rosa claro. Brácteas escapais paleáceas. Bráctea floral rosa clara. Sépalas rosa escuro. Pétalas roxas","RFA52462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-06-29 11:29:37-03","UFRJ","RFA","22812","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","distichantha","Aechmea distichantha glaziovii","(Baker) L.B. Sm.","L.B. Smith",NA,NA,NA,"F. Segadas-Vianna","94","1943","06",NA,"Brasil","Rio de Janeiro","Itatiaia","Macieiras","-44.5633010864258","-22.4960994720459","19648",NA,"RFA52460","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"glaziovii",NA,NA,NA,NA
"26","2020-06-29 11:29:37-03","UFRJ","RFA","22812","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","distichantha","Aechmea distichantha glaziovii","(Baker) L.B. Sm.","L.B. Smith",NA,NA,NA,"F. Segadas-Vianna","94","1943","06",NA,"Brasil","Rio de Janeiro","Itatiaia","Macieiras","-44.5633010864258","-22.4960994720459","19648",NA,"RFA52460","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"glaziovii",NA,NA,NA,NA
"27","2020-11-24 17:10:34-03","UTFPR","DVPR","6581","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","distichantha","Aechmea distichantha","Lem.","Hatschbach, G",NA,NA,NA,"Buttura, E","112","1979","08","02","Brasil","Paraná","Guaíra","Parque Nacional Sete Quedas","-54.1744","-24.0408",NA,"Porte ereto 0,8m; Parede rochosa","DVPR006581",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,"-54.1744","-24.0408",NA,NA,NA,NA,NA
"28","2020-11-24 17:10:34-03","UTFPR","DVPR","5043","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","distichantha","Aechmea distichantha","Lem.","Estevan, DA","2017","02",NA,"Minuzzo, JJ; et al.","5","2016","11","22","Brasil","Paraná","São Jorge d' Oeste","RPPN Salto do Chopim","-53.043755","-25.364014",NA,"Epífita, flores rosas; Relevo: ondulado. Vegetação: Floresta Estacional Semidecidual","DVPR005043",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,"-53.043755","-25.364014",NA,NA,NA,NA,NA
"29","2020-11-24 17:10:34-03","UTFPR","DVPR","3515","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","distichantha","Aechmea distichantha","Lem.","Estevan, DA","2016","06",NA,"Estevan, DA","2203","2015","11","01","Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758","34265","Epífita, flores rosas e brácteas roxas.&nf;; Mangue.","DVPR003515","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-24 17:10:34-03","UTFPR","DVPR","2360","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","distichantha","Aechmea distichantha","Lem.","Estevan, DA","2014","12","19","Estevan, DA; Duarte, E","2139","2014","12","15","Brasil","Paraná","São Jorge d' Oeste","Salto do Chopim. Propriedade Sr. Jair Nogueira","-53.044992","-25.364176",NA,"Erva, flor rosa, folha com espinhos.; Interior de mata. Ecótono entre Floresta Estacional Semidecidual e Floresta Ombrófila Mista.","DVPR002360",NA,"Magnoliophyta",NA,NA,NA,"385","385",NA,NA,NA,"-53.044992","-25.364176",NA,NA,NA,NA,NA
"31","2021-04-08 17:44:51-03","EAO","IAN","8851","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","platyphylla","Aechmea platyphylla","Hassl.",NA,NA,NA,NA,"Rojas, T","11283",NA,NA,NA,"Paraguai",NA,NA,NA,NA,NA,NA,NA,"IAN008851",NA,"Monocotiledônea",NA,NA,NA,NA,NA,NA,"IAN008851_f",NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-12-12 15:31:38-03","UFABC","HUFABC","002226","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","distichantha","Aechmea distichantha","Lem.","M. Keiller; J.H.L.El Ottra","2019","08",NA,"M. Keiller; J. H. L. El Ottra","18","2019","07","12","Brasil","São Paulo","São Paulo","Parque CIENTEC, Na beira do lago.","-46.6300010681152","-23.5400009155273","53584","Erva ca. 30 cm. Inflorescências rosas. Flores roxas. Folhas discolores.","HUFABC002226","auto","Angiospermas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-12-04 15:26:25-03","PUCPR","HUCP","1147","S","Plantae","Bromeliaceae","Aechmea","distichantha","Aechmea distichantha","Lem.","Acra, LA","1985","10","12","Hobold, W","s.n.",NA,NA,NA,"Brasil","Paraná",NA,"Estrada Curitiba-São Mateus",NA,NA,NA,NA,"HUCP00004826",NA,"Monocotiledonea",NA,NA,NA,NA,NA,NA,"HUCP00004826",NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-12-04 15:26:25-03","PUCPR","HUCP","21239","S","Plantae","Bromeliaceae","Aechmea","distichantha","Aechmea distichantha","Lem.","Lozano, E",NA,NA,NA,"Lozano, E; Selusniaki, M","122","2009","08","15","Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602","27346",NA,"HUCP00004838","auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,"HUCP00004838",NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-12-04 15:26:25-03","PUCPR","HUCP","24538","S","Plantae","Bromeliaceae","Aechmea","distichantha","Aechmea distichantha","Lem.","Lago, GB",NA,NA,NA,"Lago, GB","05","2015","06","06","Brasil","Paraná","Bocaiúva do Sul",NA,"-49.1150016784668","-25.2061004638672","61623",NA,NA,"auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-12-04 15:26:25-03","PUCPR","HUCP","10802","S","Plantae","Bromeliaceae","Aechmea","distichantha","Aechmea distichantha","Lem.","Cervi, AC",NA,NA,NA,"Cervi, AC","s.n.","1987","08","17","Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535","25180",NA,NA,"auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-12-04 15:26:25-03","PUCPR","HUCP","1148","S","Plantae","Bromeliaceae","Aechmea","distichantha","Aechmea distichantha","Lem.","Acra, LA","1986","09","07","Fonelatto, RC","009",NA,NA,NA,"Brasil","Paraná","Curitiba","Centro Cívico, Parque João Paulo 2°.","-49.2731018066406","-25.4277992248535","25180",NA,"HUCP00004937","auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,"HUCP00004937",NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-12-04 15:26:25-03","PUCPR","HUCP","10740","S","Plantae","Bromeliaceae","Aechmea","distichantha","Aechmea distichantha","Lem.","Ricardo, M",NA,NA,NA,"Johnsson, MCM; Marcia, CM","022","1997","06","15","Brasil","Paraná","Curitiba","Parque São Lourenço","-49.2731018066406","-25.4277992248535","25180",NA,"HUCP00004617","auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,"HUCP00004617",NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-12-04 15:26:25-03","PUCPR","HUCP","21939","S","Plantae","Bromeliaceae","Aechmea","distichantha","Aechmea distichantha","Lem.","Kersten, RA",NA,NA,NA,"Selusniaki, M","2982","2010","10",NA,"Brasil","Paraná","Palmas",NA,"-51.9906005859375","-26.4841995239258","46666",NA,NA,"auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-02-27 21:09:30-03","PUCPR","HUCP","18143","S","Plantae","Bromeliaceae","Aechmea","distichantha","Aechmea distichantha","Lem.","Kersten, RA","2007","03","21","Hach, R","s.n.",NA,NA,NA,"Brasil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625","56988",NA,"HUCP00004735","auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,"HUCP00004735",NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-12-04 15:26:25-03","PUCPR","HUCP","21280","S","Plantae","Bromeliaceae","Aechmea","distichantha","Aechmea distichantha","Lem.","Kersten, RA",NA,NA,NA,"Michelon, C","697","2010","03","28","Brasil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625","56988",NA,"HUCP00004787","auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,"HUCP00004787",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-02-27 21:09:30-03","PUCPR","HUCP","18142","S","Plantae","Bromeliaceae","Aechmea","distichantha","Aechmea distichantha","Lem.","Kersten, RA","2007","10","29","Hach, R","s.n.","2005","05","15","Brasil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625","56988",NA,"HUCP00004771","auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,"HUCP00004771",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-02 16:28:40-03","CPAN-UFMS","COR","17550","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","distichantha","Aechmea distichantha","Lem.","Godoy, F.M.R.","2019","03","20","Godoy, F.M.R.; Costa, A. F.; Kessous, I.M.","99","2019","03","20","Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, seguindo a estrada para parte alta, nos arredores do Brejo da Lapa.","-44.727222","-22.379722",NA,"Inflorêscencia rósea com pétalas azuladas#?#Frutos globosos Habitat: Terrestre Habito: Epífita",NA,NA,NA,NA,NA,NA,"2160","2160",NA,NA,NA,"44º43'38''W","22º22'47''S",NA,NA,NA,NA,NA
"44","2021-03-02 16:28:40-03","CPAN-UFMS","COR","17551","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","distichantha","Aechmea distichantha","Lem.","Godoy, F.M.R.","2019","03","22","Godoy, F.M.R.","100","2019","03","22","Brasil","Minas Gerais","Caldas","Trilha da Pedra Branca. Subindo a estrada da Pedra Branca.","-46.381389","-21.960278",NA,"Sépalas róseas com pétalas de cor lilás azulada.#?#Frutos globosos. Habito: Epífita, rupícola ou saxícola",NA,NA,NA,NA,NA,NA,"1000","1000",NA,NA,NA,"46º22'53''W","21º57'37''S",NA,NA,NA,NA,NA
"45","2020-11-26 18:07:25-03","CPAN-UFMS","COR","11501","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","distichantha","Aechmea distichantha","Lem.","Gecele Paggi",NA,NA,NA,"Damasceno Júnior,G.A.;Maria,V.R.;Batilani,J.;Pott,A;Velasques,J.","4112","2005","12","13","Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda Harmonia - Proximo da sede. Mata decídua fechada; ; afloramento de rocha.","-57.8824996948242","-21.6989002227783","185577","Com Flor: inflorescência rosa",NA,"auto",NA,NA,NA,NA,"513","513",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-11-26 18:07:25-03","CPAN-UFMS","COR","15775","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","distichantha","Aechmea distichantha","Lem.",NA,NA,NA,NA,"Godoy, F.M.R.; Paggi, G.M.; Lenzi, M. & Ruas, R.B.",NA,"2014","07","31","Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda Retiro Conceição - mas também encontrada na Fazenda Tereré, na região do #?##?#Fecho do Rio#?##?#, em todos os morros ocorrendo sobre rocha. arenoso.","-57.8824996948242","-21.6989002227783","185577","Foram encontrados vários agrupamentos de plantas. Em 31/7/2014 e 8/11/2014, encontramos muitos indivíduos com flores.; Com Flor: Inflorescência rosa e pétalas azuis",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-11-26 18:07:25-03","CPAN-UFMS","COR","15747","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","distichantha","Aechmea distichantha","Lem.",NA,NA,NA,NA,"Godoy, F.M.R..; Paggi, G. M.;Ruas R.B.; Lenzi, M.","2","2014","08","01","Brasil","Mato Grosso do Sul","Porto Murtinho","Morro. Chaco; ;.","-57.8824996948242","-21.6989002227783","185577","Com Flor: Escápula floral e sépalas rosa claro, pétalas roxas.",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-02-08 10:12:04-03","NBC","NL-BOTANY","L.1426356","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","distichantha","Aechmea distichantha","Lem.",NA,NA,NA,NA,"Pedersen TM",NA,"1969","09","18","Argentina",NA,NA,"Plantae Argetinenses. Along the edges of woods and thickets on clay, or occasionally epiphytal, abundant. Estancia,, La Yela' Dep. Empedrado. Prov. Corrientes.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1426356 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1426356",NA,NA,"Poales",NA,"Southern America",NA,NA,NA,"NL-L1426356",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
