"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","locality","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","infraspecificEpithet","relationshipType","relatedCatalogItem","individualCount","typeStatus","eventTime","fieldNumber"
"165","2021-03-01 16:36:14-03","UNICAMP","UEC","113793","S","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","Kawasaki, L",NA,NA,NA,"Sanchez, M; Pedroni, F","1996","01","11","Brazil","São Paulo","Ubatuba","-44.8","-23.366667","-44.8","-23.366667",NA,NA,"Mata de Planície, Restinga, árvore 3662 com 20m de altura, com frutos maduros roxos.","UEC077689","UEC077689","468","Brasil, São Paulo, Ubatuba, Picinguaba.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2021-03-01 16:36:14-03","UNICAMP","UEC","115671","S","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","Tamashiro, JY",NA,NA,NA,"Hazanaki, N; Peroni, N; Veríssimo, MM","1998","11","17","Brazil","São Paulo","Cananéia","-47.89","-24.956944","-47.89","-24.956944",NA,NA,"Árvore.; Restinga",NA,NA,"75","São Paulo Bagre",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2021-03-01 16:36:14-03","UNICAMP","UEC","178206","S","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","et al.; Gomes, JAMA",NA,NA,NA,"Gomes, JAMA; Santos, OA; Santos, S; Benedetti, FJ","2007","11","07","Brazil","São Paulo","Ubatuba","-45.143086","-23.619469","-45.143086","-23.619469","350","350","Árvore, 8m alt., 48,2cm PAP.&nf;; Floresta Ombrófila Densa Submontana.","UEC002732","UEC002732","50361","Fazenda Capricórnio, Parcela I (Parque Estadual da Serra do Mar, Núcleo Picinguaba).",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2021-03-01 16:36:14-03","UNICAMP","UEC","183933","S","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","Tamashiro, JY","2013",NA,NA,"Ribeiro-da-Silva, F","2012","09","22","Brazil","São Paulo","Iracemápolis","-47.508056","-22.576667","-47.508056","-22.576667",NA,NA,"Arbusto 2 metros; Floresta Estacional Semidecídua","UEC108451","UEC108451","s.n.","Represa Municipal",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2021-03-01 16:36:14-03","UNICAMP","UEC","183938","S","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","Tamashiro, JY","2013",NA,NA,"Ribeiro-da-Silva, F","2012","10","02","Brazil","São Paulo","Iracemápolis","-47.508056","-22.576667","-47.508056","-22.576667",NA,NA,"Arbusto 2 metros; Floresta Estacional Semidecídua","UEC108456","UEC108456","s.n.","Represa Municipal",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2021-03-01 16:36:14-03","UNICAMP","UEC","186507","S","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.",NA,NA,NA,NA,"Pereira, JC","2014","10",NA,"Brazil","São Paulo","Paulínia","-47.1","-22.783333","-47.1","-22.783333",NA,NA,"Abóreo.Encontra-se cultivada em ex situ.","UEC111798","UEC111798","s.n.","CPMA,CPQBA, Betel",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2021-03-01 16:36:14-03","UNICAMP","UEC","186519","S","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.",NA,NA,NA,NA,"Pereira, JC","2014","10",NA,"Brazil","São Paulo","Paulínia","-47.1","-22.783333","-47.1","-22.783333",NA,NA,"Arbóreo. Encontra-se cultivada em ex situ.","UEC111836","UEC111836","s.n.","CPMA,CPQBA, Betel.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2021-03-01 16:36:14-03","UNICAMP","UEC","197386","S","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.",NA,NA,NA,NA,"Braga, JO","2017","10","22","Brazil","São Paulo","Amparo","-46.808333","-22.7575","-46.808333","-22.7575",NA,NA,"Arbusto, flores sem corola, muitos estames, 4 sépalas verdes","UEC160310","UEC160310","52","Jardim Botânico Araribá RPPN, Sítio Duas Cachoeiras, Jardim Botânico Araribá, RPPN.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2021-03-01 16:36:14-03","UNICAMP","UEC","78547","S","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.",NA,NA,NA,NA,"Leite, EC; et al.","1993","11","11","Brazil","São Paulo","Ubatuba","-44.966667","-23.35","-44.966667","-23.35",NA,NA,"Árvore, 11m.","UEC023593","UEC023593","29256","Praia de Puruba",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2021-03-01 16:36:14-03","UNICAMP","UEC","81169","S","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","Ivanauskas, NM","1995","05","02","Catharino, ELM","1986","09","06","Brazil","São Paulo","Iguape","-47.616667","-24.566667","-47.616667","-24.566667",NA,NA,"Árvoer, casca lisa, descamante. Cerca de 8m de alt., local encharcado. Beira do Rio Ribeira.",NA,NA,"938","Fazenda Boa Vista",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2021-03-01 16:36:14-03","UNICAMP","UEC","36839","S","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","Hatschbach, G","1977","01",NA,"Hatschbach, G","1969","10","08","Brazil","Paraná","Ipiranga","-50.5842018127441","-25.0238990783691",NA,NA,NA,NA,"Arvoreta 5m, flor alva, mata de galeria.",NA,NA,"22397","Rio Ipiranga",NA,NA,NA,"Magnoliopsida",NA,"31827","auto",NA,NA,NA,NA,NA,NA,NA,NA
"176","2021-03-01 16:36:14-03","UNICAMP","UEC","57180","S","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","Faria Júnior, JEQ","2009","09",NA,"Dutra, E; Irenice; Maria, J","1983","08","27","Brazil","Paraná","Maringá","-51.9385986328125","-23.4253005981445",NA,NA,NA,NA,"Avoreta nativa com 1,0 - 2,0m de altura. Flores brancas.; Ao lado do espécime nº 78.",NA,NA,"s.n.","Horto Florestal Dr. Luiz Teixeira Mendes, Área 4 do Projeto Flora.",NA,NA,NA,"Magnoliopsida",NA,"19250","auto",NA,NA,NA,NA,NA,NA,NA,NA
"177","2019-08-20 10:21:02-03","UNICAMP","UEC","138196","S","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","Costa, IR",NA,NA,NA,"Costa, IR; Silveira, ER","2003","10","10","Brazil","São Paulo","Assis","-50.4099998474121","-22.6599998474121",NA,NA,NA,NA,"nome popular: grumixama",NA,NA,"505","Estação Ecológica e Experimental de Assis",NA,NA,NA,"Magnoliopsida",NA,"23972","auto",NA,NA,NA,NA,NA,NA,NA,NA
"178","2019-08-20 10:21:02-03","UNICAMP","UEC","138213","S","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","Costa, IR",NA,NA,NA,"Costa, IR; Silveira, ER","2003","10","10","Brazil","São Paulo","Assis","-50.4099998474121","-22.6599998474121",NA,NA,NA,NA,"nome popular: grumixama",NA,NA,"505","Estação Ecológica e Experimental de Assis",NA,NA,NA,"Magnoliopsida",NA,"23972","auto",NA,NA,NA,NA,NA,NA,NA,NA
"179","2019-08-20 10:21:02-03","UNICAMP","UEC","71510","S","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","Santin, DA",NA,NA,NA,"Santin, DA","1993","09","23","Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,NA,NA,"31133","UEC - Instituto de Artes",NA,NA,NA,"Magnoliopsida",NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA
"180","2019-08-20 10:21:02-03","UNICAMP","UEC","71516","S","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","Santin, DA",NA,NA,NA,"Santin, DA","1993","04","13","Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,NA,NA,"31127","UEC - Instituto de Artes",NA,NA,NA,"Magnoliopsida",NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA
"181","2019-08-20 10:21:02-03","UNICAMP","UEC","71515","S","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","Santin, DA",NA,NA,NA,"Santin, DA","1992","10","22","Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,NA,NA,"31128","UEC - Parque Ecológico - Arboreto Curva 3, Rua 3-4",NA,NA,NA,"Magnoliopsida",NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA
"182","2021-03-01 16:36:14-03","UNICAMP","UEC","36838","S","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.",NA,NA,NA,NA,"Davis, PH; Cruz, ND; Felippe, GM; Kinoshita, JH; Shepherd, GJ","1976","09","30","Brazil","São Paulo","Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,"1550","1680","Árvore até 5m. Folhas aromáticas. Flores brancas.",NA,NA,"3102","Reserva do Instituto Florestal, Estrada para Paiol. Beira de mata.",NA,NA,NA,"Magnoliopsida",NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA
"183","2021-03-01 16:36:14-03","UNICAMP","UEC","133963","S","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.",NA,NA,NA,NA,"Urbanetz, C; et al.","2003","10","25","Brazil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"Árvore conhecida como grumixama.",NA,NA,"165","Fazenda Folha Larga",NA,NA,NA,"Magnoliopsida",NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"184","2021-03-01 16:36:14-03","UNICAMP","UEC","41036","S","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","Sobral, M","1991",NA,NA,"Kinjo, S; Figueira, LMG; Yamamoto, K; Moniwa, M; Michair, JI","1984","05","09","Brazil","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"Arbusto 1,5 - 2m; botões com cálice arroxeados brácteas verdes, beira de mata.",NA,NA,"16544","Serra do Japí",NA,NA,NA,"Magnoliopsida",NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA,NA
"185","2021-03-01 16:36:14-03","UNICAMP","UEC","85660","S","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.",NA,NA,NA,NA,"Simão-Bianchini, R; Shirasuna, RT; Rossi, L; Kiyama, CY","1994","09","05","Brazil","São Paulo","Salesópolis","-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,"Árvore, 3m alt. Cálice verde claro, corola branca a rosada, androceu alvo. Frutos imaturos verdes a vináceos, com o cálice persistente vinho.",NA,NA,"520","Estação Biológica de Boracéia, Estrada para a barragem da SABESP no Rio Guaratuba.",NA,NA,NA,"Magnoliopsida",NA,"18032","auto",NA,NA,NA,NA,NA,NA,NA,NA
"186","2021-03-01 16:36:14-03","UNICAMP","UEC","80640","S","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","Faria Júnior, JEQ","2014","05",NA,"Santin, DA; Moreira, JLA; et al.","1994","12","15","Brazil","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Arbórea, 6m, frutos verdes e maduros (negros), tronco esfoleante.","UEC106089","UEC106089","32447","Ilha Anchieta, trilha do Guilherme",NA,NA,NA,"Magnoliopsida",NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"187","2021-03-01 16:36:14-03","UNICAMP","UEC","32974","S","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","Mattos, J","1964",NA,NA,"Cruz, ND","1964","02","27","Brazil","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Árvore com flores brancas.","UEC023592","UEC023592","90","no km 252 na rodovia São Paulo - Ubatuba.",NA,NA,NA,"Magnoliopsida",NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"188","2021-03-01 16:36:14-03","UNICAMP","UEC","67685","S","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.",NA,NA,NA,NA,"Damasceno Junior, GA; et al.","1993","11","16","Brazil","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Árvore 6m, flores brancas.","UEC023591","UEC023591","29304","Praia de Maranduba",NA,NA,NA,"Magnoliopsida",NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"189","2019-08-20 10:21:02-03","UNICAMP","UEC","90991","S","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.",NA,NA,NA,NA,"Hazanaki, N","1995","03","23","Brazil","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,"33773","Praia do Camburí",NA,NA,NA,"Magnoliopsida",NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"190","2019-11-19 14:08:31-03","UFRPE","PEUFR","49046","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","M. Sobral","2005","10","11","G.E.L. Macedo","2004","03","04","Brasil","Bahia","Jequié","-40.10565","-13.944722","40º06'339W","13º56'41S",NA,NA,"Árvore de folhas opostas, verdes, discolor, frutos verdes, cálice persistente","PEUFR049046",NA,"547","Fazenda brejo novo; Otávio Mangabeira pela Exupério Miranda no Bairro do Mandacaru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2019-11-19 14:08:31-03","UFRPE","PEUFR","16235","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","E. Mc Lughadha","1995",NA,NA,"D.P. Lima","1971","10","02","Brasil","Bahia","Porto Seguro","-39.0647010803223","-16.4496994018555",NA,NA,NA,NA,"Árvore +/- 5m por 8cm de diamêtro; flores alvas sem perfume","PEUFR016235",NA,"12715","Matas de Vale Verde",NA,NA,NA,NA,NA,"68835","auto",NA,NA,NA,NA,NA,NA,NA,NA
"192","2019-11-19 14:08:31-03","UFRPE","PEUFR","16239","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","E. Mc Lughadha","1995",NA,NA,"D.P. Lima","1971","10","01","Brasil","Bahia","Porto Seguro","-39.0647010803223","-16.4496994018555",NA,NA,NA,NA,"Árvore +/- 12m de altura por 35cm de diamêtro; flores esverdeadas","PEUFR016239",NA,"12714","Matas de Vale Verde",NA,NA,NA,NA,NA,"68835","auto",NA,NA,NA,NA,NA,NA,NA,NA
"193","2020-04-22 16:22:16-03","UFPB","JPB","34691","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","Souza, MC","2008","08","11","Rocha, EA","2002","06","15","Brasil","Bahia","Una","-39.000278","-15.100833","-39.000278","-15.100833",NA,NA,"; DESC: Árvore ca. de 4-5m de alt.; com flores alvacentas. Planta crescendo em área de mangue que foi aterrada, próxima à beira da estrada.",NA,NA,"1173","Estuário do Acuípe","Southern America",NA,NA,"Angiosperma","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2019-11-06 09:56:39-03","UFOP","OUPR","9473","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.",NA,NA,NA,NA,"Nogueira, R.E.","1999","09","05","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Arbusto,",NA,NA,"61","APA Estadual Cachoeira das Andorinhas, Entre a cachoeira Véu da Noiva e Nudista, mata ciliar",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"195","2019-11-06 09:56:39-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","Kawasaki, M.L.","1998",NA,NA,"Schettino, M.","1996","11","18","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Arbusto, frutos cor de vinho",NA,NA,"s.n.","Cachoeira do Campo",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"196","2019-11-06 09:56:39-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","Kawasaki, M.L.","1998",NA,NA,"Zurlo, M.A.","1976","09","09","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Árvore, flores brancas",NA,NA,"s.n.","Campo Grande, Sítio da Jerey, cultivada",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"197","2019-11-06 09:56:39-03","UFOP","OUPR","32369","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","Pedrosa, L.G.","2018","11","02","Pedrosa, L.G.","2018","11","02","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Árvore, ca. 9m. Flores alvas/rosadas. Frutos vermelhos/vináceos. Grota em campo rupestre.",NA,NA,"944","Parque Estadual do Itacolomi, Próximo à trilha do Pico.",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"198","2019-11-06 09:56:39-03","UFOP","OUPR","31857","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","Pedrosa, L.G.","2018","09","05","Pedrosa, L.G.","2018","09","05","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Árvore, ca. 6m. Flores alvas/rosadas. Campo rupestre.",NA,NA,"725","Parque Estadual do Itacolomi, Trilha do Pico.",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"199","2019-11-06 09:56:39-03","UFOP","OUPR","31854","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","Pedrosa, L.G.","2018","09","05","Pedrosa, L.G.","2018","09","05","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Árvore, ca. 2m. Flores alvas/rosadas. Campo rupestre.",NA,NA,"722","Parque Estadual do Itacolomi, Trilha do Pico.",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"200","2020-12-04 13:19:27-03","UDESC","LUSC","6463","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","Condorcet Aranha",NA,NA,NA,"Condorcet Aranha","2000","10","04","Brasil","Santa Catarina","Joinville","-48.8456001281738","-26.3043994903564",NA,NA,NA,NA,";brancas com estames lilás;;.","LUSC008652","LUSC008652","10249","Rua Max Colin, terreno baldio, próximo ao número 525 - perímetro urbano.",NA,NA,NA,NA,NA,"37150","auto",NA,NA,NA,NA,NA,NA,NA,NA
"201","2020-12-04 13:19:27-03","UDESC","LUSC","7119","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","F.F. Mazine","1998","01","11","J.P.Souza","1998","08","28","Brasil","São Paulo","Monte Mor","-47.310001373291","-22.9400005340576",NA,NA,NA,NA,NA,"LUSC007136","LUSC007136","2696","Haras Vanguarda. Rod. SP 101, km32.",NA,NA,NA,NA,NA,"12206","auto",NA,NA,NA,NA,NA,NA,NA,NA
"202","2019-01-17 11:26:39-02","PUCRS","MPUC","18340","S","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","N.I. Matzenbacher","2013","01","01",NA,"2013","06","29","Brasil","RS","Guaíba","-51.3280556","-30.1011667","-51.3280556000","-30.1011667000",NA,NA,NA,NA,NA,NA,"BR 116 km 307, Fazenda São Maximiano","South America",NA,NA,NA,"Myrtales",NA,NA,"Magnoliopsida",NA,NA,NA,"1",NA,NA,NA
"203","2019-11-08 08:53:47-03","FURB","FURB","1226","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","Sobral, M","2006","05","01","Cristofolini, L.","1999","10","05","Brasil","Santa Catarina","Blumenau","-49.0791667","-26.9055556","-49.0791667","-26.9055556",NA,NA,NA,"FURB32089","FURB32089",NA,"FURB.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2019-11-08 08:53:47-03","FURB","FURB","12850","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","Beckhauser, TA","2006","09",NA,"Beckhauser, T.A.","2006","09","25","Brasil","Santa Catarina","Blumenau","-49.0791667","-26.9055556","-49.0791667","-26.9055556","38","38",NA,"FURB32088","FURB32088","40","Campus I - FURB.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2019-11-08 08:53:47-03","FURB","FURB","1294","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","Cristofolini, L","2000","11","22","Cristofolini, L.","2000","11","08","Brasil","Santa Catarina","Blumenau","-49.0791667","-26.9055556","-49.0791667","-26.9055556",NA,NA,NA,"FURB32094","FURB32094",NA,"FURB.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2020-10-14 10:03:22-03","FURB","FURB","15095","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","Stival-Santos, A","2009","10","13","Stival-Santos, A.; Legal, E. & Silveira, S.","2009","10","13","Brasil","Santa Catarina","Blumenau","-49.14","-27.0002778","-49.1400000","-27.0002778","351","351","Florística IFFSC 636b (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; beira da estrada Habito: arbustiva;","FURB32093","FURB32093","1017","Garcia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2019-11-08 08:53:47-03","FURB","FURB","15376","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","Funez, L.A.","2009","10","27","Funez, L.A.","2009","10","27","Brasil","Santa Catarina","Blumenau","-49.0788889","-26.9052778","-49.0788889","-26.9052778","38","38",NA,"FURB32083","FURB32083","484","Campus I - FURB.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2019-11-08 08:53:47-03","FURB","FURB","198","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","Sobral, M","2006","05","01","Azambuja, M.L.","2006","12","05","Brasil","Santa Catarina","Blumenau","-49.0791667","-26.9055556","-49.0791667","-26.9055556","25","25",NA,"FURB32092","FURB32092",NA,"FURB.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2020-10-14 10:03:22-03","FURB","FURB","20097","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","Sobral, M","2008","08","01","Gasper, A.L. de; Dreveck, S. & Brogni, E.","2008","04","07","Brasil","Santa Catarina","Santa Terezinha","-50.04","-26.73","-50.0400000","-26.7300000","765","765","Fito IFFSC 796 /L/51 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbórea;","FURB32085","FURB32085","2519","Morro do Taió.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2020-10-14 10:03:22-03","FURB","FURB","32654","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","Sobral, M","2015","07","10","Verdi, M.; Caglioni, E. & Martins, E.M.","2010","08","10","Brasil","Santa Catarina","Apiúna","-49.4122222","-27.1788889","-49.4122222","-27.1788889","783","783",NA,"FURB32081","FURB32081","5262","Anta Gorda.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2019-11-08 08:53:47-03","FURB","FURB","42307","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","Funez, L.A.","2013","10","08","Funez, L.A.","2013","10","08","Brasil","Santa Catarina","Blumenau","-49.0488889","-26.9283334","-49.0488889","-26.9283334","36","36",NA,"FURB32082","FURB32082","2297","Rua Pastor Oswaldo Hesse.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2019-11-08 08:53:47-03","FURB","FURB","50260","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","M. Sobral","2017","05","02","Funez, L.A.; Trevisan, R.; Ferreira, J.P.R. & Venturi, S.","2014","11","04","Brasil","Santa Catarina","Garuva","-48.9544444","-26.0391666","-48.9544444","-26.0391666","1200","1200",NA,"FURB50260","FURB50260","3949","Alto Quiriri.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2020-10-14 10:03:22-03","FURB","FURB","5687","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","Piaz, GK; Gonçalves, C","2006","11","15","Piaz, G.K.","2006","11","19","Brasil","Santa Catarina","Blumenau","-49.0791667","-26.9055556","-49.0791667","-26.9055556",NA,NA,"Exótica do Vale do Itajaí. Habitat: encosta Habito: arbórea;","FURB02424","FURB02424",NA,"FURB - Câmpus I.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2020-10-14 10:03:22-03","FURB","FURB","65968","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","Schwirkowski, P.","2019","12","05","Schwirkowski, P.","2019","12","05","Brasil","Santa Catarina","São Bento do Sul","-49.3866666","-26.2461111","-49.3866666","-26.2461111","850","850","Em jardim Habitat: Heliófita, frutos negros quando maduros Habito: Árvore","FURB65968","FURB65968","3717","Centro. Ao lado do Restaurante Sandori.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
