"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","typeStatus","recordNumber","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"18","2021-03-15 16:37:00-03","NY","NYBG","00835717","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","gardneri","Licania gardneri","G. T. Prance","1964","09","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=918524' target='other'> <mi>dwc_moreinfo</mi></a>","NY00835717",NA,"59117","Magnoliophyta","Malpighiales","(Hook.f.) Fritsch","G. T. Prance","Mato Grosso","Serra do Roncador. Vicinity of Chavantina. Margin of Rio Mortes","-52.3531","-14.6733","NY00835717_01","Nova Xavantina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","378493","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","gardneri","Licania gardneri","J. Y. Tamashiro","1977","08","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=680607' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378493",NA,"6554","Magnoliophyta","Malpighiales","(Hook.f.) Fritsch","G. T. Prance","São Paulo","Fda. Santa Elisa","-47.06","-22.9","NY00378493_01","Campinas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00835736","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","gardneri","Licania gardneri","H. S. Irwin","1964","10","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=918505' target='other'> <mi>dwc_moreinfo</mi></a>","NY00835736",NA,"6744","Magnoliophyta","Malpighiales","(Hook.f.) Fritsch","G. T. Prance","Mato Grosso","Ca. 70 km. N. of Xavantina, on rd. to Garapú.","-52.37","-14.22","NY00835736_01",NA,"300","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00835722","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","gardneri","Licania gardneri","J. A. Ratter","1968","07","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=918628' target='other'> <mi>dwc_moreinfo</mi></a>","NY00835722",NA,"R2029","Magnoliophyta","Malpighiales","(Hook.f.) Fritsch","G. T. Prance","Mato Grosso","4 km N. of the Base Camp of the Expedition. (c. 270 km. N. of Xavantina)","-51.87","-12.9","NY00835722_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00835716","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","gardneri","Licania gardneri","G. T. Prance","1964","10","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=918521' target='other'> <mi>dwc_moreinfo</mi></a>","NY00835716",NA,"59514","Magnoliophyta","Malpighiales","(Hook.f.) Fritsch","G. T. Prance","Goiás","20 km. south of Caiaponia, road to Jatai. Serra do Caiapó","-51.8103","-16.9569","NY00835716_01","Caiapônia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00835737","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","gardneri","Licania gardneri","H. S. Irwin","1966","06","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=918508' target='other'> <mi>dwc_moreinfo</mi></a>","NY00835737",NA,"17707","Magnoliophyta","Malpighiales","(Hook.f.) Fritsch","G. T. Prance","Goiás","Ca. 6 km. N. W. of Piranhas. Drainage of the Upper Rio Araguaia.","-51.87","-16.47","NY00835737_01","Piranhas","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00835713","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","gardneri","Licania gardneri","D. R. Hunt","1966","06","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=918509' target='other'> <mi>dwc_moreinfo</mi></a>","NY00835713",NA,"6283","Magnoliophyta","Malpighiales","(Hook.f.) Fritsch","G. T. Prance","Goiás","Between Jataí and Caiaponia., 42 km from Caiaponia","-51.8103","-16.9569","NY00835713_01","Caiapônia","600","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01112755","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","gardneri","Licania gardneri","E. T. Neto","1996","03","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1263111' target='other'> <mi>dwc_moreinfo</mi></a>","NY01112755",NA,"1940","Magnoliophyta","Malpighiales","(Hook.f.) Fritsch","G. T. Prance","Minas Gerais","Araguari. UHE Capim Branco","-48.1869","-18.6472","NY01112755_01","Araguari",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00835741","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","gardneri","Licania gardneri","G. G. Hatschbach","1974","07","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=918531' target='other'> <mi>dwc_moreinfo</mi></a>","NY00835741",NA,"34674","Magnoliophyta","Malpighiales","(Hook.f.) Fritsch","G. T. Prance","Mato Grosso","Rio Araguaia, Cachoeira","-53.2153","-17.3147","NY00835741_01","Alto Araguaia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00835742","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","gardneri","Licania gardneri","G. G. Hatschbach","1995","05","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=240583' target='other'> <mi>dwc_moreinfo</mi></a>","NY00835742",NA,"62599","Magnoliophyta","Malpighiales","(Hook.f.) Fritsch","G. T. Prance","Mato Grosso","Rio Branco, Salto das Nuvens","-58.1267","-15.1297","NY00835742_01","Salto do Céu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00835746","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","gardneri","Licania gardneri","J. A. Ratter","1976","11","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=918633' target='other'> <mi>dwc_moreinfo</mi></a>","NY00835746",NA,"R3941","Magnoliophyta","Malpighiales","(Hook.f.) Fritsch","G. T. Prance","Goiás","Near Goiás Velho","-50.13945","-15.9342","NY00835746_01","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00835718","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","gardneri","Licania gardneri","G. T. Prance","1964","10","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=918528' target='other'> <mi>dwc_moreinfo</mi></a>","NY00835718",NA,"59441","Magnoliophyta","Malpighiales","(Hook.f.) Fritsch","G. T. Prance","Mato Grosso","Serra do Roncador; Road Chavantina to Barra do Garcas, 55 km. north of Barra do Garcas.","-52.2567","-15.8903","NY00835718_01","Barra do Garças",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00835756","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","gardneri","Licania gardneri","G. C. G. Argent","1967","10","05","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=918724' target='other'> <mi>dwc_moreinfo</mi></a>","NY00835756",NA,"6661","Magnoliophyta","Malpighiales","(Hook.f.) Fritsch","G. T. Prance","Mato Grosso","Expedition Base Camp, c. 2 km W of base camp","-51.77","-12.82","NY00835756_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00835743","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","gardneri","Licania gardneri","G. G. Hatschbach","1973","11","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=560084' target='other'> <mi>dwc_moreinfo</mi></a>","NY00835743",NA,"33215","Magnoliophyta","Malpighiales","(Hook.f.) Fritsch","G. T. Prance","Mato Grosso","Ponte de Pedra","-54.6356","-16.4708","NY00835743_01","Rondonopolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00835748","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","gardneri","Licania gardneri","J. A. Ratter","1967","07","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=918626' target='other'> <mi>dwc_moreinfo</mi></a>","NY00835748",NA,"R115","Magnoliophyta","Malpighiales","(Hook.f.) Fritsch","G. T. Prance","Mato Grosso","c. 1 km S of Xavantina near airport","-52.3531","-14.6733","NY00835748_01","Nova Xavantina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00835720","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","gardneri","Licania gardneri","J. A. Ratter","1967","08","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=918631' target='other'> <mi>dwc_moreinfo</mi></a>","NY00835720",NA,"R455","Magnoliophyta","Malpighiales","(Hook.f.) Fritsch","G. T. Prance","Mato Grosso","2 km E. of Xavantina","-52.33","-14.73","NY00835720_01","Nova Xavantina","500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00835710","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","gardneri","Licania gardneri","H. S. Irwin","1966","06","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=918506' target='other'> <mi>dwc_moreinfo</mi></a>","NY00835710",NA,"16718","Magnoliophyta","Malpighiales","(Hook.f.) Fritsch","G. T. Prance","Mato Grosso","Ca. 2 km. N.E. of Xavantina. Drainage of the Upper Rio Araguaia.","-52.33687","-14.65392","NY00835710_01",NA,"400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","378492","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","gardneri","Licania gardneri","R. M. Harley","1980","04","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=680606' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378492",NA,"21645","Magnoliophyta","Malpighiales","(Hook.f.) Fritsch","G. T. Prance","Bahia","Chapadao Ocidental da Bahia. Islets and banks of the Rio Corrente by Correntina","-44.63","-13.33","NY00378492_01",NA,"580","580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00835715","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","gardneri","Licania gardneri","G. T. Prance","1964","08","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=918518' target='other'> <mi>dwc_moreinfo</mi></a>","NY00835715",NA,"58569","Magnoliophyta","Malpighiales","(Hook.f.) Fritsch","G. T. Prance","Tocantins","West of Filadélfia, Serra de Mamoneira. Northern Goiás",NA,NA,"NY00835715_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00835724","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","gardneri","Licania gardneri","J. A. Ratter","1967","07","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=918625' target='other'> <mi>dwc_moreinfo</mi></a>","NY00835724",NA,"R136","Magnoliophyta","Malpighiales","(Hook.f.) Fritsch","G. T. Prance","Mato Grosso","C. 1 km E. of Xavantina","-52.33","-14.73","NY00835724_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00835750","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","gardneri","Licania gardneri","G. C. G. Argent","1968","08","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=918623' target='other'> <mi>dwc_moreinfo</mi></a>","NY00835750",NA,"6737","Magnoliophyta","Malpighiales","(Hook.f.) Fritsch","G. T. Prance","Mato Grosso","Expedition Base Camp","-51.77","-12.82","NY00835750_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00835721","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","gardneri","Licania gardneri","J. A. Ratter","1976","06","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=918630' target='other'> <mi>dwc_moreinfo</mi></a>","NY00835721",NA,"R3232","Magnoliophyta","Malpighiales","(Hook.f.) Fritsch","G. T. Prance","Minas Gerais","About 20 km from Arinos on the road to Januária","-45.964914","-15.964433","NY00835721_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00835779","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","gardneri","Licania gardneri","B. Maguire","1963","08","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=918703' target='other'> <mi>dwc_moreinfo</mi></a>","NY00835779",NA,"56160","Magnoliophyta","Malpighiales","(Hook.f.) Fritsch","G. T. Prance","Tocantins","Between Cristalandia and Gurupi, Belem-Brasilia Highway",NA,NA,"NY00835779_01",NA,"300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00835778","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","gardneri","Licania gardneri","J. M. Pires","1980","09","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=918697' target='other'> <mi>dwc_moreinfo</mi></a>","NY00835778",NA,"17135","Magnoliophyta","Malpighiales","(Hook.f.) Fritsch","G. T. Prance","Mato Grosso","Ponte sobre o Rio Suspiro, 60 km ao Sul de Paranatinga",NA,NA,"NY00835778_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00835739","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","gardneri","Licania gardneri","H. S. Irwin","1966","06","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=918511' target='other'> <mi>dwc_moreinfo</mi></a>","NY00835739",NA,"17034","Magnoliophyta","Malpighiales","(Hook.f.) Fritsch","G. T. Prance","Mato Grosso","Ca. 20 km. S. of Xavantina. Drainage of the Upper Rio Araguaia.","-52.32","-14.82","NY00835739_01",NA,"400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00835725","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","gardneri","Licania gardneri","G. C. G. Argent","1967","09","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=918622' target='other'> <mi>dwc_moreinfo</mi></a>","NY00835725",NA,"6388","Magnoliophyta","Malpighiales","(Hook.f.) Fritsch","G. T. Prance","Goiás","C. 1 km. East of Aragarças","-52.25","-15.85","NY00835725_01","Aragarças",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
