"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","class","dayIdentified","typeStatus","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","verbatimLongitude","verbatimLatitude"
"11","2021-03-15 16:37:00-03","NY","NYBG","761871","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","falcatum","Paspalum falcatum","Nees ex Steud.",NA,"J. R. Swallen","7738","1945","12","17","South America","Brazil","Rio Grande do Sul","Valinho, 3-4 km. from Passo Fundo",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=392520' target='other'> <mi>dwc_moreinfo</mi></a>","NY00761871","NY00761871_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00895745","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","falcatum","Paspalum falcatum","Nees ex Steud.",NA,"A. F. M. Glaziou","22575","1895","02","02","South America","Brazil","Goiás","Vao do Parana à [?]iquira",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967475' target='other'> <mi>dwc_moreinfo</mi></a>","NY00895745","NY00895745_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00895725","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","falcatum","Paspalum falcatum","Nees ex Steud.",NA,"P. Clausen","1019",NA,NA,NA,"South America","Brazil","Minas Gerais","Brésil (Minas Geraes)",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967481' target='other'> <mi>dwc_moreinfo</mi></a>","NY00895725","NY00895725_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:54:03-03","EAO","IAN","64738","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Paspalum","falcatum","Paspalum falcatum","Nees ex Steud.",NA,"Widgren","3930","1845",NA,NA,"Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"IAN064738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:54:03-03","EAO","IAN","63031","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Paspalum","falcatum","Paspalum falcatum","Nees ex Steud.",NA,"Porto, C","3302","1937","02","15","Southern America","Brasil","São Paulo",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"IAN063031",NA,"Campos do Jordão","21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:54:03-03","EAO","IAN","65963","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Paspalum","falcatum","Paspalum falcatum","Nees ex Steud.","Oliveira, RC","Brade, AC","8148","1915","04",NA,"Southern America","Brasil","São Paulo","Jundiaí, Morro do Murça.","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"IAN065963",NA,"Jundiaí","17840","auto","2001","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:54:03-03","EAO","IAN","66035","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Paspalum","falcatum","Paspalum falcatum","Nees ex Steud.","Chase, A","Brade, AC","12247","1932","12",NA,"Southern America","Brasil","São Paulo","Vila Emma.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"IAN066035",NA,"São Paulo","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 10:19:22-03","NBC","NL-BOTANY","L 0044894","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Paspalum","falcatum","Paspalum falcatum","Nees","Henrard JT","Sello F",NA,NA,NA,NA,"Southern America","Brazil",NA,"Brasilia",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200044894 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0044894","NL-L0044894",NA,NA,NA,"1919","01","Magnoliopsidae","01","type","908922059",NA,NA,NA,NA,NA
"19","2020-02-08 10:19:22-03","NBC","NL-BOTANY","U.1520758","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Paspalum","falcatum","Paspalum falcatum","Nees",NA,"Düsen P",NA,"1909","01","17","Southern America","Brazil",NA,"Rio Tibugý, in subuliginosis.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1520758 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1520758","NL-U1520758",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 12:18:51-03","ESALQ","ESA","2414","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poaceae","Paspalum","falcatum","Paspalum falcatum","Nees.","Oliveira, R.","Hoehne, W.",NA,"1942","01","14",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"ESA002414","ESA002414","São Miguel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-04 12:18:51-03","ESALQ","ESA","70111","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poaceae","Paspalum","falcatum","Paspalum falcatum","Nees ex Steudel","Krieger, L.","Krieger, L.",NA,"1976","12","26",NA,"Brasil","Paraná",NA,"-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"ESA070111","ESA070111","Ponta Grossa","46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-02-02 14:38:17-02","BGBM","B","B 10 0365521","S","Plantae",NA,NA,"Gramineae","Paspalum","falcatum","Paspalum falcatum","Nees ex Steud.",NA,"F. Sellow","5331",NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100365521 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100365521","B100365521",NA,NA,NA,NA,NA,NA,NA,"type",NA,NA,NA,NA,NA,NA
"23","2019-11-21 14:42:54-03","UFJF","CESJ","14368","PreservedSpecimen","Plantae","Angiosperma",NA,"Poaceae","Paspalum","falcatum","Paspalum falcatum","Nees ex Stendel","L. Krieger","L. Krieger","CESJ14368","1976","12","26","América do Sul","Brasil","Paraná","Uvaia","-50.1618995666504","-25.0949993133545",NA,NA,NA,"Na beira do rio em lugares úmidos, rizomatosa, emitindo colmos compressos de 1,5 m de altura.","CESJ014368",NA,"Ponta Grossa","46557","auto","1989","05",NA,"05",NA,NA,NA,NA,NA,NA,NA
"24","2019-11-21 14:42:54-03","UFJF","CESJ","2417A","PreservedSpecimen","Plantae","Angiosperma",NA,"Poaceae","Paspalum","falcatum","Paspalum falcatum","Nees ex Stendel","R.C. Oliveira","L. Krieger","CESJ2417","1976","12","26","América do Sul","Brasil","Paraná","Uvaia","-50.1618995666504","-25.0949993133545",NA,NA,NA,"Capim rasteiro do brejo. Na beira do rio, lugares úmidos, 1,5m de altura. racemos subfalcados, ráquis cobrindo as espiguetas, pilosa nas margens.","CESJ02417A",NA,"Ponta Grossa","46557","auto","2000","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-11-06 09:57:07-03","UFOP","OUPR","13449","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","falcatum","Paspalum falcatum","Nees ex Trin.","Valls, J.F.M.; Oliveira, R.C.","Damazio, L.B.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Serra do Caraça",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-01-27 14:32:56-03","UFSM","SMDB","12377","S","Plantae",NA,NA,"Poaceae","Paspalum","falcatum","Paspalum falcatum","Nees ex Steud.","Canto-Dorow, T","Kozera, C; Kozera, OP","2740","2005","12","07",NA,"Brasil","Paraná","Ponte dos Arcos.","-49.6356010437012","-25.5839004516602",NA,NA,NA,"Herbácea cespitosa com inflorescência arroxeada; várzea.","SMDB012377",NA,"Balsa Nova","27346","auto","2007","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:40:46-03","MBM","MBM","27511","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","falcatum","Paspalum falcatum","Nees ex Steud.","Renvoize, S.A.","Macedo, A.","5199",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,"MBM027511","MBM027511","Santa Bárbara","33136","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:40:46-03","MBM","MBM","222787","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","falcatum","Paspalum falcatum","Nees ex Steud.","Longhi-Wagner, H.","Schneider, H.","s.n.","1990",NA,NA,"Southern America","Brazil","Paraná",NA,"-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"MBM222787","MBM222787","Palmeira","35166","auto","2008","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:40:46-03","MBM","MBM","207441","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","falcatum","Paspalum falcatum","Nees ex Steud.","Dombrowski, L.T.","Dombrowski, L.T.","13805",NA,NA,NA,"Southern America","Brazil","Paraná","Fazenda Santa Rita","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"MBM207441",NA,"Palmeira","35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:40:46-03","MBM","MBM","254330","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","falcatum","Paspalum falcatum","Nees ex Steud.","Krieger, L.","Krieger, L.","14368",NA,NA,NA,"Southern America","Brazil","Paraná","Rio Tibagi","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"MBM254330","MBM254330","Ponta Grossa","46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:40:46-03","MBM","MBM","207438","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","falcatum","Paspalum falcatum","Nees ex Steud.","Renvoize, S.A.","Dombrowski, L.T.","9459",NA,NA,NA,"Southern America","Brazil","Paraná","Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"MBM207438",NA,"Ponta Grossa","46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:40:46-03","MBM","MBM","48359","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","falcatum","Paspalum falcatum","Nees ex Steud.","Parodi, L.R.","Schulz, A.G.","11775",NA,NA,NA,"Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"MBM048359","MBM048359",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:40:46-03","MBM","MBM","319975","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","falcatum","Paspalum falcatum","Nees ex Steud.","Longhi-Wagner, H.","Kozera, C.; Kozera, O.P.; Kozera, O.P.","2740","2005","12","07","Southern America","Brazil","Paraná","Ponte dos Arcos.","-49.6356010437012","-25.5839004516602",NA,NA,NA,"Herbácea cespitosa com inflorescência arroxeada, várzea.","MBM319975","MBM319975","Balsa Nova","27346","auto","2008","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:40:46-03","MBM","MBM","207439","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","falcatum","Paspalum falcatum","Nees ex Steud.","Dombrowski, L.T.","Dombrowski, L.T.","12890",NA,NA,NA,"Southern America","Brazil","Paraná","Chapada Santo Antônio","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"MBM207439",NA,"Jaguariaíva","44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:40:46-03","MBM","MBM","148881","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","falcatum","Paspalum falcatum","Nees ex Steud.",NA,"Quarín, C.","4052",NA,NA,NA,"Southern America","Brazil","Rio Grande do Sul","Ciríaco","-51.8763999938965","-28.343599319458",NA,NA,NA,NA,"MBM148881","MBM148881","Ciríaco","17085","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:40:46-03","MBM","MBM","254329","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","falcatum","Paspalum falcatum","Nees ex Steud.","Quintão, S.P.","UFJF-Embrapa","21864",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Bengo","-44.2616996765137","-21.1355991363525",NA,NA,NA,NA,"MBM254329","MBM254329","São João del Rey","39093","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:40:46-03","MBM","MBM","207440","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","falcatum","Paspalum falcatum","Nees ex Steud.","Dombrowski, L.T.","Dombrowski, L.T.","13864",NA,NA,NA,"Southern America","Brazil","Paraná","CPE do IAPAR","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"MBM207440",NA,"Ponta Grossa","46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-11-01 15:28:35-03","PUC-RIO","FCAB","1453","PreservedSpecimen","Plantae",NA,"Angiospermae","Poaceae","Paspalum","falcatum","Paspalum falcatum","Nees ex Steud.",NA,"P.E. Leite S.J.","s.n.","1946","02",NA,NA,"Brasil","São Paulo",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"001453",NA,"Campos do Jordão","21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2017-11-08 10:01:21-02","MNHN","RECOLNAT_MNHN_P","P00868645","PreservedSpecimen",NA,NA,NA,"Poaceae","Paspalum","falcatum","Paspalum falcatum","Nees ex Steud.",NA,"Glaziou, A.",NA,"1895","2","2",NA,"Brésil",NA,"Vao do Parana, a Itiquira",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00868645' target='other'> <mi>dwc_moreinfo</mi></a>","P00868645","P00868645_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22575",NA,NA,NA,NA
"40","2017-11-08 10:01:21-02","MNHN","RECOLNAT_MNHN_P","P00868646","PreservedSpecimen",NA,NA,NA,"Poaceae","Paspalum","falcatum","Paspalum falcatum","Nees ex Steud.",NA,"Guillemin",NA,"1839","2",NA,NA,"Brésil",NA,"Brésil Méridional, S. Paul.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00868646' target='other'> <mi>dwc_moreinfo</mi></a>","P00868646","P00868646_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"560",NA,NA,NA,NA
"41","2004-09-06 17:29:01-03","MNHN","RECOLNAT_MNHN_P","P00868650","PreservedSpecimen",NA,NA,NA,"Poaceae","Paspalum","falcatum","Paspalum falcatum","Nees ex Steud.",NA,"Glaziou, A.",NA,"1886","12","30",NA,"Brésil",NA,"Sitio a Ilheos",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00868650' target='other'> <mi>dwc_moreinfo</mi></a>","P00868650","P00868650_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16557",NA,NA,NA,NA
"42","2020-12-11 11:45:16-03","UFMG","BHCB","57913","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","falcatum","Paspalum falcatum","Nees ex Steud.",NA,"Magalhães, GM","s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,"Data registrada coleta: 1908",NA,NA,"Belo Horizonte","17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-11 11:45:16-03","UFMG","BHCB","117287","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","falcatum","Paspalum falcatum","Nees ex Steud.",NA,"Rezende, SG; et al.","1944","2007","01","25","Southern America","Brasil","Minas Gerais","Mina Várzea do Lopes.","-43.801399230957","-20.2532997131348",NA,NA,NA,"Habitat:Campo sujo, Porte: herbáceo, considerada rara (P.L. Viana)",NA,NA,"Itabirito","20553","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-02-11 17:21:19-03","UFPR","UPCB","60856","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","falcatum","Paspalum falcatum","Nees ex Steud.","Canto-Dorow, T.","Kozera, C.","3402","2006","01","05",NA,"Brasil","Paraná","Ponte dos Arcos.","-49.6356010437012","-25.5839004516602",NA,NA,NA,"Herbácea, em várzea, inflorescências arroxeadas..","UPCB0039206","UPCB0039206","Balsa Nova","27346","auto","2007","01",NA,"01",NA,NA,NA,NA,NA,NA,NA
"45","2020-05-25 15:13:54-03","FSU","FSU","000074360","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","falcatum","Paspalum falcatum","Nees ex Steud.",NA,"H. S. Irwin, H. Maxwell, D. C. Wasshausen","18702",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2018-06-27 10:05:00-03","MO","MOBOT","101052604","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","falcatum","Paspalum falcatum","Nees","Agnes Chase","Per Dusén","Dusén 7546","1909","1","17","South America","Brazil","Paraná","Rio Tibagý.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"47","2009-03-20 03:33:00-03","MO","MOBOT","1420619","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","falcatum","Paspalum falcatum","Nees","F.O. Zuloaga & O. Morrone, 2002 (SI)","Elsa M. Zardini|R. Brítez","Zardini 52818","1999","12","13","South America","Paraguay","Caazapá","Estancia Tapytá of Shell Forestry Ltd. Cerrado scrub on road to Tayá-i creek. Collecting area: around two hectares.","-55.765","-26.25027","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1191","4",NA,NA,NA
"48","2008-05-27 22:02:00-03","MO","MOBOT","1796634","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","falcatum","Paspalum falcatum","Nees","Gerrit Davidse","Gerrit Davidse|T.P. Ramamoorthy","Davidse 10593","1976","2","25","South America","Brazil","Minas Gerais","19 km NE of the intersection of highways 381 amd 459 (ca. 12 km SW of S. Gonçalo do Sapucai. Marsh with standing water with grasses, sedges, and Ludwigia dominant.",NA,NA,"870.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1107",NA,NA,NA,NA
"49","2008-05-27 22:02:00-03","MO","MOBOT","1796744","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","falcatum","Paspalum falcatum","Nees","Gerrit Davidse","Gerrit Davidse|T.P. Ramamoorthy","Davidse 10601","1976","2","25","South America","Brazil","Minas Gerais","19 km NE of the intersection of highways 381 amd 459 (ca. 12 km SW of S. Gonçalo do Sapucai. Marsh with standing water with grasses, sedges, and Ludwigia dominant.",NA,NA,"870.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1107",NA,NA,NA,NA
"50","2010-08-24 09:46:00-03","MO","MOBOT","213592","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","falcatum","Paspalum falcatum","Nees",NA,"F. Sellow","Sellow 5331","1814",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2009-07-17 06:52:00-03","MO","MOBOT","2228488","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","falcatum","Paspalum falcatum","Nees","Morrone, O.","Arturo E. Burkart","Burkart 14770","1943","12","16","South America","Argentina","Misiones","Santa Ana","-55.58333","-27.38333",NA,NA,NA,NA,NA,NA,"Candelaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
