"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","fieldNumber","typeStatus","individualCount","relatedCatalogItem"
"51","2020-12-11 11:37:35-03","UFMG","BHCB","66692","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.",NA,"Barreto, HLM","9900",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-12-11 11:37:35-03","UFMG","BHCB","66693","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.",NA,"Barreto, HLM; Markgraf, F","12070",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Grão Mogol",NA,"-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,NA,NA,NA,"67219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-12-11 11:37:35-03","UFMG","BHCB","23967","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Itabirito","Pico do Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-12-11 11:37:35-03","UFMG","BHCB","40630","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.",NA,"Barros, A; Stehmann, JR","s.n.","1997","10","28","Southern America","Brasil","Minas Gerais","Brumadinho","Retiro das Pedras","-44.1996994018555","-20.1432991027832","1480","1480",NA,"Campo: - 1: afloramento: 0: mata: 0","BHCB008410",NA,"2012","26639","auto","08",NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-12-11 11:37:35-03","UFMG","BHCB","49557","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.",NA,"Lombardi, JA","3310","1999","10","22","Southern America","Brasil","Minas Gerais","Nova Lima","Retiro das Pedras","-43.8466987609863","-19.9855995178223",NA,NA,NA,"campo rupestre sobre canga, erva, folhas papiráceas, cálice e glândulas verdes, pétalas amarelas","BHCB008100",NA,"2012","29211","auto","08",NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-11 11:37:35-03","UFMG","BHCB","45868","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.",NA,"Madsen, V; Silveira, FR da","127","1998","11","07","Southern America","Brasil","Minas Gerais","Brumadinho","Serra da Moeda","-44.1996994018555","-20.1432991027832","1400","1400",NA,"Herbácea, ca. 10cm. Flores amarelo-alaranjadas.; Campo rupestre.","BHCB008411",NA,"2012","26639","auto","08",NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-12-11 11:37:35-03","UFMG","BHCB","35349","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.",NA,"Franco, GR; Maluf, MP; Franzot, SP","29","1987","11","28","Southern America","Brasil","Minas Gerais","Moeda","Serra da Moeda","-44.0527992248535","-20.3330993652344","750","750",NA,"Herbácea.; Campo rupestre.","BHCB008409",NA,"2012","14750","auto","08",NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-12-11 11:37:36-03","UFMG","BHCB","9283","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.",NA,"Paula, JA; et al.","s.n.","1986","11","29","Southern America","Brasil","Minas Gerais","Moeda","Serra da Moeda","-44.0527992248535","-20.3330993652344",NA,NA,NA,"Campo rupestre;herbáceo;",NA,NA,NA,"14750","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-01-15 17:52:57-03","UFMG","BHCB","113753","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.",NA,"Batista, JAN; Bizri, HRE","1683","2006","12","03","Southern America","Brasil","Minas Gerais","Moeda","Serra da Moeda, Cerca de 33 km s de Belo Horizonte a partir do entroncamento do anel rodoviário com a BR. Morros a esquerda da pista em direção a Moeda, cerca de 2 km após o entroncamento com a BR 040.","-44.0527992248535","-20.3330993652344",NA,NA,NA,"Campo limpo e campo sujo sobre encosta. Solo arenoso-argiloso, raso, pobre, com cascalho e blocos de rocha sobre a superfície.#?#; Campo limpo e campo sujo sobre encosta. Solo arenoso-argiloso, raso, pobre, com cascalho e blocos de roch","BHCB008089",NA,"2012","14750","auto","08",NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-12-11 11:37:35-03","UFMG","BHCB","11474","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.",NA,"Oliveira, AV","s.n.","1987","11","14","Southern America","Brasil","Minas Gerais","Itabirito","Serra de Itabirito.","-43.801399230957","-20.2532997131348",NA,NA,NA,"cerrado, herbáceo","BHCB008099",NA,"2012","20553","auto","08",NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-02-11 17:19:29-03","UFPR","UPCB","52903","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.","Volpi, R.L.","Romero, R.","1517","1994","12","08",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, estrada para Sacramento, após a entrada do Retiro","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Herbáceo, ca. 0,2m, glândulas esverdeadas, corola, estames e estigmas amarelados..",NA,NA,"2006","57119","auto","03",NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-02-11 17:19:29-03","UFPR","UPCB","65639","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.","Volpi, R.L.","Nakajima, J.N.","2909","1997","10","17",NA,"Brasil","Minas Gerais","São Roque de Minas","Guarita de Sacramento, ca. 3km em direção a São Roque de Minas, PARNA Serra da Canastra.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Herbáceo ca. 0,2m. Glândulas e cálice esverdeados. Corola amrelo-alaranjadas. Anteras amareladas. Campo limpo em borda de cerrado, 2 meses após queimada..",NA,NA,"2006","57119","auto","03",NA,NA,NA,NA,NA,NA,NA,NA
"63","2014-08-23 05:35:00-03","MO","MOBOT","2857149","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A. St.-Hil.","W.R. Anderson","Howard S. Irwin|R. Reis dos Santos|R. Souza|S.F. da Fonsêca","Irwin 24033","1969","3","8","South America","Brazil","Goiás",NA,"Valley. Cerrado on steep rocky slopes and sandy valley flats below, ca. 7 km south of Cavalcante.",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2010-11-21 13:47:00-02","MO","MOBOT","2857239","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A. St.-Hil.","W.R. Anderson","William R. Anderson","Anderson 7948","1978","3","25","South America","Brazil","Goiás",NA,"Serra Geral do Paraná. 3-4 km NE of Sáo Joáo da Alianca; cerrado & Campo limpo with rocky clay. Open campo.",NA,NA,"1070.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-08-31 09:03:48-03","INPA","INPA","49068","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.","Anderson, WR","Anderson, WR","6849","1973","03","11","Southern America","Brasil","Goiás",NA,"8 Km by road W of Monte Alegre, rocky, steep-sided ridge and grassy, sandy cerrado and campo limpo at its base.","-47.371069","-13.624231","600","700",NA,NA,"INPA0049068",NA,"1974",NA,NA,NA,NA,NA,"-47.371069","-13.624231",NA,NA,NA,NA
"66","2018-10-09 16:31:42-03","UFLA","ESAL","13848","S","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.","Alves, LL","Lourenço, RA","158",NA,NA,NA,NA,"Brasil","Minas Gerais","Lavras","Parque Ecologico Quedas do Rio Bonito","-44.999444","-21.245278",NA,NA,NA,"erva; 0,13; amarela;",NA,NA,"2016",NA,NA,"10",NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA
"67","2018-10-09 16:31:42-03","UFLA","ESAL","14439","S","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.","Alves, LL","Lourenço, RA","275",NA,NA,NA,NA,"Brasil","Minas Gerais","Lavras","Parque Ecologico Quedas do Rio Bonito","-44.999444","-21.245278",NA,NA,NA,"erva; 0,9; amarela;; cerrado",NA,NA,"2016",NA,NA,"10",NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA
"68","2018-10-09 16:31:42-03","UFLA","ESAL","30077","S","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.",NA,"Mansanares, ME; Domingos, DQ; Andrade, EA","1927","2010","11","19",NA,"Brasil","Minas Gerais","Lavras","Serra do Farias.","-44.999444","-21.245278",NA,NA,NA,"Erva. Flor com cálice verde, glândulas verdes e corola amarela.",NA,NA,"2013",NA,NA,"02",NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA
"69","2018-10-09 16:31:42-03","UFLA","ESAL","30078","S","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.","Mamede, MCH","Mansanares, ME; Andrade, EA; Reis, GH; do","2101","2010","12","15",NA,"Brasil","Minas Gerais","Carrancas","Ponto 16, Serra de Carrancas, Salto. Afloramento no topo do morro, próximo à pista de sa","-44.670833","-21.455806",NA,NA,NA,"Crescendo em solo arenoso/pedregoso. Flores com cálice verde e corola amarela, glândulas verdes.",NA,NA,"2012",NA,NA,"08",NA,NA,"-44.670833","-21.455806",NA,NA,NA,NA
"70","2017-11-24 14:11:20-02","UFLA","ESAL","21488","S","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.","Alves, LL","Leandro, Alessandra","551",NA,NA,NA,NA,"Brasil","Minas Gerais","Ingaí","Reserva do Boqueirão","-44.9171981811523","-21.4011001586914",NA,NA,NA,"; 15cm; amarelas terminais;",NA,NA,"2016","16664","auto","10",NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-12-16 11:32:50-03","UFG","UFG","18366","S","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A. St.-Hil.","Francener, A.","César, R.; Monteiro, C.H.","412","1996","03","30",NA,"Brasil","Goiás","Cidade de Goiás","Serra do Brumado",NA,NA,NA,NA,NA,"Herbácea. ca. de 0,40 cm de altura. Botões florais com corola alaranjada. Flores com corola amarela.","UFG0018366","UFG0018366","2009",NA,NA,"03","23",NA,NA,NA,NA,NA,NA,NA
"72","2020-12-16 11:32:50-03","UFG","UFG","28972","S","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A. St.-Hil.","Francener, A.","Guarino, E.S.G.; et al.","43","2000","03","28",NA,"Brasil","Distrito Federal","Brasília",NA,"-48","-15.866667","1100","1100",NA,"Erva terrestre, ca. de 0,40 cm de altura. Flor amarela.","UFG0028972","UFG0028972","2009",NA,NA,"03","23",NA,"-48","-15.866667",NA,NA,NA,NA
"73","2020-12-16 11:32:50-03","UFG","UFG","7393","S","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A. St.-Hil.","Anderson, W.R.","Rizzo, J.A.","7326","1971","12","20",NA,"Brasil","Goiás","Amorinópolis","Serra dos Caiapós","-51.0936012268066","-16.6191997528076",NA,NA,NA,"Herbáceo ca. de 0,30 cm. Corola amarela.","UFG0007393","UFG0007393","2004","22710","auto","12","30",NA,NA,NA,NA,NA,NA,NA
"74","2019-06-10 10:11:02-03","FZB-BH","BHZB","5456","S","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta",NA,"atualizado pelo Species link","Silveira, V.M. et al.","127","1998","11","07",NA,"Brasil","MG","Brumadinho","Serra da Moeda","-43.983333","-20.1","1400","1400",NA,"Doação BHCB 45.868. Coord: 20°06' 43°59' W. Altitude: 1400m. Folhas maiores no ápice (+-2,5cm) que na base (+-1cm). Muito pilosas. Outros coletores: Silveira, F.",NA,NA,NA,NA,NA,NA,NA,NA,"43W 59'","20S 06'",NA,NA,NA,NA
"75","2021-01-26 13:55:47-03","IMA","MAC","7585","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.de St.-Hill.","A.M.Amorim","R.P.Lyra-Lemos; M.Sagiyma","1708","1991","01","26",NA,"Brasil","Goiás","Pirenópolis","Morro do Frota, Mata Alto do Carmo, área de transição mata/cerrado.","-48.957317","-15.851619",NA,NA,NA,"Subarbusto ca. de 40cm de altura. Pétalas amarelas.; Cerrado.","MAC0007585",NA,"1999",NA,NA,NA,NA,NA,"-48.957317","-15.851619",NA,NA,NA,NA
"76","2020-09-12 05:00:02-03","US","US","1573896","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A. St.-Hil.",NA,"G. H. von Langsdorff","s.n.",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US01876801","US01876801_01 US01876801_02",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"77","2020-09-12 05:00:02-03","US","US","3421623","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A. St.-Hil.",NA,"J. B. Santos & R. Macedo","10","2001","11","30","South America - Neotropics","Brazil","São Thomé das Letras",NA,"Região montanhosa","-44.9853","-21.7222",NA,NA,NA,NA,"US01876800","US01876800_01 US01876800_02",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"78","2020-09-02 16:32:15-03","Cenargen","CEN","83100","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.","B. M. T. Walter","Clarissa Gouveia Fontes","101","2007","03","14",NA,"Brasil","DF","BRASILIA","Fazenda Sucupira Cerrado no inicio da estrada de acesso a fazenda (próximo ao lixão).","48.01","-15.902222","1100","1100","Exsicatas",NA,"CEN00083100","CEN00083100","2018",NA,NA,"10",NA,NA,"48.01","-15.902222",NA,NA,"2",NA
"79","2020-09-02 16:32:15-03","Cenargen","CEN","83137","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.","B. M. T. Walter","Clarissa Gouveia Fontes","138","2007","04","04",NA,"Brasil","DF","BRASILIA","Fazenda Sucupira, próximo ao bambuzal.","48.0019444","-15.910555","1120","1120","Exsicatas",NA,"CEN00083137","CEN00083137","2018",NA,NA,"10",NA,NA,"48.0019444","-15.910555",NA,NA,"1",NA
"80","2020-09-02 16:32:15-03","Cenargen","CEN","96109","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.","B. M. T. Walter","Aelton Biasi Giroldo","244","2014","04","15",NA,"Brasil","DF","BRASILIA","Jardim Botânico de Brasilia.","-47.848055","-15.873611","1050","1050","Unicata",NA,"CEN00096109","CEN00096109","2018",NA,NA,"10",NA,NA,"-47.848055","-15.873611",NA,NA,"1",NA
"81","2020-09-02 16:32:15-03","Cenargen","CEN","111255","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.","B. M. T. Walter","J. Moises Mendoza F.","4991","2015","03","28",NA,"Brasil","GO","IPAMERI","BR-457, ca. 2,6 km O da BR-050, mais 14 km NO por estrada de terra (à direita).","-47.876666","-16.948333","830","830","Exsicatas","Flores com apêndices escuros. Frequente mas disperso no local. Cerrado bastante conservado, em área plana lado campos de cultivo.","CEN00111255","CEN00111255","2019",NA,NA,"09",NA,NA,"-47.876666","-16.948333",NA,NA,"3",NA
"82","2020-09-02 16:32:15-03","Cenargen","CEN","33446","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.","B. M. T. Walter","Alexandre Bonesso Sampaio","179","1998","04","24",NA,"Brasil","DF","BRASILIA","Campo próximo a cascalheira na entrada da Fazenda Sucupira (CENARGEN/EMBRAPA), entrada norte - Riacho Fundo.","-47.9296989440918","-15.7797002792358","1080","1080","Exsicatas",NA,"CEN00033446","CEN00033446","2018","70570","auto","10",NA,NA,"-4803333.0","-1592417.0",NA,NA,"2",NA
"83","2020-09-02 16:32:15-03","Cenargen","CEN","55893","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.","B. M. T. Walter","Roberto Fontes Vieira","1246","1992","04","01",NA,"Brasil","DF","BRASILIA","Estrada Sobradinho/Brazlândia.","-47.9296989440918","-15.7797002792358","1200","1200","Unicata",NA,"CEN00055893","CEN00055893","2018","70570","auto","10",NA,NA,"-4810000.0","-1566667.0",NA,NA,"1",NA
"84","2020-09-02 16:32:15-03","Cenargen","CEN","38335","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.","L. Alves","Juliana Guimarães Faria","85","1999","04","30",NA,"Brasil","DF","BRASILIA","Fazenda Sucupira. Cerrado no entorno do capril, depois da cerca.","-47.9296989440918","-15.7797002792358","1070","1070","Exsicatas",NA,"CEN00038335","CEN00038335","2017","70570","auto","10",NA,NA,"-4801667.0","-1591667.0",NA,NA,"1",NA
"85","2020-09-02 16:32:15-03","Cenargen","CEN","38325","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.","B. M. T. Walter","Juliana Guimarães Faria","75","1999","04","30",NA,"Brasil","DF","BRASILIA","Fazenda Sucupira. Cerrado no entorno do capril, depois da cerca.","-47.9296989440918","-15.7797002792358","1070","1070","Exsicatas","Pilosidade em toda a planta; pêlos grandes. Pétalas amareladas e alaranjadas.","CEN00038325","CEN00038325","2018","70570","auto","10",NA,NA,"-4801667.0","-1591667.0",NA,NA,"1",NA
"86","2020-09-02 16:32:15-03","Cenargen","CEN","39143","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.","B. M. T. Walter","Ernestino de S. Gomes Guarino","43","2000","03","28",NA,"Brasil","DF","BRASILIA","Fazenda Sucupira (FAZ), atrás da Mata do Riacho Fundo, próximo a sede da Caprinocultura.","-47.9296989440918","-15.7797002792358","1100","1100","Exsicatas",NA,"CEN00039143","CEN00039143","2018","70570","auto","10",NA,NA,"-4800000.0","-1586667.0",NA,NA,"3",NA
"87","2020-09-02 16:32:15-03","Cenargen","CEN","39176","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.","B. M. T. Walter","Ernestino de S. Gomes Guarino","76","2000","04","04",NA,"Brasil","DF","BRASILIA","Fazenda Sucupira (FAZ), lado direito da estrada que liga o Riacho Fundo ao restaurante da Fazenda.","-47.9296989440918","-15.7797002792358","1100","1100","Exsicatas","Planta pilosa, tanto as folhas como o ramo.","CEN00039176","CEN00039176","2018","70570","auto","10",NA,NA,"-4800000.0","-1586667.0",NA,NA,"1",NA
"88","2020-09-02 16:32:15-03","Cenargen","CEN","38268","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.","B. M. T. Walter","Juliana Guimarães Faria","18","1999","04","22",NA,"Brasil","DF","BRASILIA","Fazenda Sucupira, na encosta da margem esquerda do córrego Riacho Fundo.","-47.9296989440918","-15.7797002792358","1070","1070","Exsicatas",NA,"CEN00038268","CEN00038268","2018","70570","auto","10",NA,NA,"-4801667.0","-1591667.0",NA,NA,"2",NA
"89","2020-09-02 16:32:15-03","Cenargen","CEN","17026","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.","B. M. T. Walter","Bruno Machado Teles Walter","1206","1992","04","13",NA,"Brasil","GO","NIQUELANDIA","Estrada de terra vicinal à GO - 237. Entrada a 1 km da ponte sobre o rio Bagagem, estrada Niquelândia - Colinas do Sul.","-48.4597015380859","-14.4738998413086","480","480","Exsicatas","Planta com xilopódio desenvolvido. Área de influência da UHE Serra da Mesa.","CEN00017026","CEN00017026","2018","74171","auto","10",NA,NA,"-4820000.0","-1435000.0",NA,NA,"2",NA
"90","2020-09-02 16:32:15-03","Cenargen","CEN","16939","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.","B. M. T. Walter","Bruno Machado Teles Walter","1116","1992","04","12",NA,"Brasil","GO","NIQUELANDIA","Ponte sobre o rio Bagagem; distante 32.5 km da cidade de Niquelândia. Estrada Niquelândia/Colinas do Sul.","-48.4597015380859","-14.4738998413086","430","430","Exsicatas","Planta com xilopódio desenvolvido. Bacia de inundação da UHE Serra da Mesa.","CEN00016939","CEN00016939","2018","74171","auto","10",NA,NA,"-4820000.0","-1436667.0",NA,NA,"1",NA
"91","2020-09-02 16:32:15-03","Cenargen","CEN","26386","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.","A. Francener","UFJF & EMBRAPA","23062","1988","12","09",NA,"Brasil","MG","SAO JOAO DEL REI",NA,"-44.2616996765137","-21.1355991363525",NA,NA,"Exsicatas","Invasora de pastagem. Doação Herbário UFJF.","CEN00026386","CEN00026386","2011","39093","auto","08",NA,NA,NA,NA,NA,NA,"1",NA
"92","2021-03-15 18:28:25-03","USP","SPF","87501","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.","Souza, VC","Martens, LA","13","1988","11","29",NA,"Brasil","Minas Gerais","Brumadinho","Serra da Calçada, Trecho da Serra da Moeda). Retiro das Pedras. Ao sul, leste e norte das divisas do Comdonínio R. das Pedras.","-44.216667","-20.133333","1400","1400",NA,"Planta de apenas 14 cms de alt. Possue um xilopódio ou tubérculo em forma de pião, de onde partem um ou dois caules eretos e pilosos. Folhas de pêlos longos e macios, em ambas as faces. Flores, duas ou três terminais em grupo, na cor","SPF00087501","SPF00087501","1989",NA,NA,"12","22",NA,"-44.216667","-20.133333",NA,NA,NA,NA
"93","2021-03-15 18:28:25-03","USP","SPF","35661","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.","Mamede, MCH","Cordeiro, I","CFCR5861","1984","11","03",NA,"Brasil","Minas Gerais","São Thomé das Letras","Serra do Cantagalo, Campo rupestre. Campo limpo pedregoso.","-44.9852981567383","-21.7222003936768",NA,NA,NA,"Erva perene. Flores amarelas. Pouco freqüente. Populações no alto da serra.","SPF00035661","SPF00035661","1984","16076","auto","11",NA,NA,NA,NA,NA,NA,NA,NA
"94","2021-03-15 18:28:25-03","USP","SPF","37831","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.","Mamede, MCH","Mello-Silva, R","CFCR5809","1984","11","02",NA,"Brasil","Minas Gerais","São Thomé das Letras","Serra do Gavião.","-44.9852981567383","-21.7222003936768",NA,NA,NA,"Subarbusto no campo limpo pedregoso. Flores amarelas. Pouco freqüente.; Campo rupestre.","SPF00037831","SPF00037831","1987","16076","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-03-15 18:28:25-03","USP","SPF","160153","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.","Mamede, MCH","Motta, LB","2","2003","05","15",NA,"Brasil","São Paulo","Franco da Rocha","Parque Estadual do Juquery, Campo limpo.","-46.7200012207031","-23.3199996948242",NA,NA,NA,"Erva ca. 12 cm alt., com sistema subterrâneo. Pétalas e estaminódios amarelos.","SPF00160153","SPF00160153","2003","12135","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2019-11-13 11:24:26-03","USP","SPF","10916","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.","Mamede, MCH","Hoehne, W","s.n.","1941","11","04",NA,"Brasil","São Paulo","São Paulo","Campo Congonhas. Campo seco.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"SPF00010916","SPF00010916",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2021-03-15 18:28:25-03","USP","SPF","17316","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.","Mamede, MCH","Joly, AB","534","1947","11","09",NA,"Brasil","São Paulo","São Paulo","Campos entre Penha e Suzano (Quinze de Novembro).","-46.6300010681152","-23.5400009155273",NA,NA,NA,"Erva. Flores amarelas.","SPF00017316","SPF00017316","1996","53584","auto","06","17",NA,NA,NA,NA,NA,NA,NA
"98","2019-10-07 09:31:55-03","UEFS","HUEFS","151412","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Camarea","affinis x hirsuta","Camarea affinis x hirsuta",NA,"A.Francener","Rapini, A.","1817","2009","01","22",NA,"Brasil","Goiás","Teresina de Goiás","BR-010.","-47.168333","-13.506944","1445","1445",NA,NA,"HUEFS0151412","HUEFS0151412","2014",NA,NA,"04",NA,"Rosanae","47W10'6''","13S30'25''",NA,NA,NA,NA
"99","2019-10-07 09:31:55-03","UEFS","HUEFS","223519","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.",NA,"Sampaio, P.S.P.","1287","2015","11","20",NA,"Brasil","Minas Gerais","São Thomé das Letras","APA São Thomé, vale do Canta Galo, próximo à cachoeira das Panelas.","-44.961944","-21.728333","1050","1050",NA,"Cerrado rupestre.","HUEFS0223519","HUEFS0223519",NA,NA,NA,NA,NA,"Rosanae","44W57'43''","21S43'42''",NA,NA,NA,NA
"100","2015-03-13 18:46:34-03","F","FMNH-SEEDPLANTS","V0221983F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0221983F","V0221983F_01",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
