"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","typeStatus","individualCount"
"17","2020-02-08 09:14:11-03","NBC","NL-BOTANY","U.1308688","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Phaseolus","lunatus","Phaseolus lunatus","L.","Kuyper J",NA,NA,NA,NA,"Southern America","Surinam",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1308688 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1308688","NL-U1308688",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0029442",NA,NA,NA
"18","2020-02-08 09:14:11-03","NBC","NL-BOTANY","U.1308703","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Phaseolus","lunatus","Phaseolus lunatus","L.","Andel TR van; Roberts N; Ford G; George N",NA,"1996","11","03","Southern America","Guyana","North West District",NA,NA,"-59.5","7.75",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1308703 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1308703","NL-U1308703",NA,"Andel TR van",NA,NA,NA,NA,NA,"-59.5","7.75",NA,NA,"Magnoliopsidae","U 0101663",NA,NA,NA
"19","2021-01-14 15:30:08-03","MN","R","23170","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Phaseolus","lanatus","Phaseolus lanatus","L.","Malme, G.O.A.","3299","1903","05","11",NA,"Brasil","Mato Grosso","Chapada dos Guimarães",NA,"-55.749698638916","-15.460599899292",NA,"Herb. Brasil. Regnell. Musei. bot. Stockholm. Plantae Itineris Regnelliani Iidi.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"107042","auto",NA,NA,NA,NA,NA
"20","2021-01-14 15:30:08-03","MN","R","116469","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Phaseolus","lunatus","Phaseolus lunatus","L.","Mello Filho, L.E.; Andrade, A. 2169; Mello, N.; Lessa, E. & Medeiros, E.","2265","1966","03","27",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moreira, J.L.A.",NA,NA,"1998","02","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-01-14 15:30:08-03","MN","R","68926","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Phaseolus","lunatus","Phaseolus lunatus","L.","Asplund, E.","6963","1939","06","16",NA,"Equador","Pichincha",NA,NA,NA,NA,NA,"Inter Regnell quartum. Flora aequatoriensis",NA,NA,NA,NA,"2900","2900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-01-14 15:30:08-03","MN","R","33162","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Phaseolus","lunatus","Phaseolus lunatus","L.","Mello Barreto, H.L.","8634","1939","05","19",NA,"Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,"Mello Barreto, H.L.",NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA
"23","2021-01-14 15:30:08-03","MN","R","131076","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Phaseolus","lunatus","Phaseolus lunatus","L.","Silveira, A.A.","1747","1890","10",NA,NA,"Brasil","Pará","Belém",NA,"-48.5043983459473","-1.4558299779892",NA,"Comissão Geográfica de Geológica de Minas",NA,NA,NA,"Moreira, J.L.A.",NA,NA,"1998","02","13",NA,NA,"48462","auto",NA,NA,NA,NA,NA
"24","2021-04-06 09:00:34-03","UFPI","TEPB","4950","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Phaseolus","lunatus","Phaseolus lunatus","L.","W. D. STEVENS","12251","1979","02","14",NA,"Nicarágua","Zelaya",NA,"Departamento de ZELAYA:along new road from Río Blanco to Río Copalar, ca 26 km E of Río Blanco.","-85.001389","12.848611",NA,"Rodside thicket, herbaceous vine, fruits flattened Ambiente: tall evergreen forest on steep slopes <ll>dwc_commonname:</ll> umirim/umiri",NA,NA,NA,NA,"320","320",NA,NA,NA,"85°00'05W","12°50'55N",NA,NA,NA,NA,NA,NA,NA
"25","2021-04-04 13:43:10-03","UFPI","TEPB","6772","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Phaseolus","lunatus","Phaseolus lunatus","L.","G.C. Pereira Pinto","13/89","1989","09","09",NA,"Brasil","Bahia","Salvador",NA,"-38.510799407959","-12.9710998535156",NA,"Planta volúvel; robusta; frutos tenros e sementes, édulos; cultivada. Ambiente: Cultivada",NA,NA,NA,"Marcus Alves",NA,NA,"2008","07","01",NA,NA,"26018","auto",NA,NA,NA,NA,NA
"26","2020-10-29 20:58:27-03","UFPI","TEPB","23616","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Phaseolus","lunatus","Phaseolus lunatus","Haberte","Oliveira, F. C. S.","70","2007","04","14",NA,"Brasil","Piauí","Oeiras","Exu","-42.1310997009277","-7.0252799987793",NA,"Erva, escandente, flor branca, muito frequente, solo humífero. Ambiente: Transição Cerrado/Caatinga",NA,NA,NA,"R.P.Lyra-Lemos",NA,NA,NA,NA,NA,NA,NA,"54774","auto",NA,NA,NA,NA,NA
"27","2019-02-22 11:46:53-03","IPA","IPA","90051","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Phaseolus","lunatus","Phaseolus lunatus","L.","Abreu, D.B.O.","62","2014","07","22","Southern America","Brasil","Bahia","Palmeiras","Chapada Diamantina, Comunidade Vale do Capão.","-41.5588989257812","-12.5289001464844",NA,"Material em estudo para Dissertação de Mestrado - Universidade Federal do Oeste da Bahia, campus Barreiras.; Mata úmida / Cerrado /Caatinga","IPA0090051",NA,NA,"Bocage, A.; Gallindo, F.",NA,NA,"2014","12",NA,NA,NA,"20767","auto",NA,NA,NA,NA,NA
"28","2019-02-22 11:46:53-03","IPA","IPA","48285","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Phaseolus","lunatus","Phaseolus lunatus","L.","Pascoal, R.F.","s.n.","1985","12","11","Southern America","Brasil","Pernambuco","Recife","Jardim São Paulo","-34.8810997009277","-8.05389022827148",NA,NA,"IPA0048285",NA,NA,"Ataíde, M.",NA,NA,"1985",NA,NA,NA,NA,"18865","auto",NA,NA,NA,NA,NA
"29","2019-02-22 11:46:53-03","IPA","IPA","4068","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Phaseolus","lunatus","Phaseolus lunatus","L.","Pickel, B.","1454","1927","08",NA,"Southern America","Brasil","Pernambuco","São Lourenço da Mata","Tapera, São Bento","-35.0182991027832","-8.00222015380859",NA,"Cultivada, flores alvas","IPA0004068",NA,NA,"Harms",NA,NA,"1933","05",NA,NA,NA,"21764","auto",NA,NA,NA,NA,NA
"30","2019-02-22 11:46:53-03","IPA","IPA","41451","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Phaseolus","lunatus","Phaseolus lunatus","L.","Ridley","1887",NA,NA,NA,"Southern America","Brasil","Pernambuco","Ilha de Fernando de Noronha",NA,"-32.393889","-3.878611",NA,NA,"IPA0041451",NA,NA,NA,NA,NA,NA,NA,NA,"-32.393889","-3.878611",NA,NA,NA,NA,NA,NA,NA
"31","2019-02-22 11:46:53-03","IPA","IPA","82979","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Phaseolus","lunatus","Phaseolus lunatus","L.","Félix, J.","s.n.","2007","08","10","Southern America","Brasil","Pernambuco","Caruaru","encontrada em propriedade de agricultor, assistido pelo IPA.","-35.9761009216309","-8.28332996368408",NA,"Erva; vagens verdes claras.; Caatinga.","IPA0082979",NA,NA,"Bocage, A.",NA,NA,"2007","08",NA,NA,NA,"35136","auto",NA,NA,NA,NA,NA
"32","2019-08-27 13:29:35-03","IAP","PACA-AGP","6377","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Fabaceae","Phaseolus","lunatus","Phaseolus lunatus","L.","Pöther",NA,NA,NA,NA,NA,"Alemanha",NA,NA,NA,NA,NA,NA,"Sammlung Pöther (Coleção Pöther).","PACA006377",NA,NA,"J. L. A. Moreira",NA,NA,"1998","02","13",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"33","2020-05-29 15:48:19-03","UNICAMP","UEC","69407","S","Plantae","Magnoliopsida",NA,"Fabaceae","Phaseolus","lunatus","Phaseolus lunatus","L.","Luderwaldt, H; Fonseca","s.n.","1920","10",NA,NA,"Brazil","São Paulo",NA,"Ilha de Alcatrazes",NA,NA,NA,NA,"UEC195588","UEC195588",NA,"Hoehne, FC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-01 16:31:07-03","UNICAMP","UEC","69960","S","Plantae","Magnoliopsida",NA,"Fabaceae","Phaseolus","lunatus","Phaseolus lunatus","L.","Pott, A; Araújo, MR; Boock, A; Tavares, CCF","3068","1987","07","28",NA,"Brazil","Mato Grosso do Sul","Miranda","Beira da estrada (MS325) do Carandazal; 3,8 km sul da ferrovia; próximo a estação do carandazal.","-57.183333","-19.8",NA,"Erva volúvel, semente alimentícia, flor botão creme, fruto castanho claro. Frequente.; Ambiente rudereto viario; não alagável. Solo argiloso com ou sem aterro de cascalho calcário. relevo quase plano.&nf;Obs.: quartzoso.","UEC076319","UEC076319",NA,"Moreira, JLA","90","90","1998","02","13","-57.183333","-19.8",NA,NA,NA,NA,NA,NA,NA
"35","2020-05-29 15:48:19-03","UNICAMP","UEC","069420","S","Plantae","Magnoliopsida",NA,"Fabaceae","Phaseolus","lunatus","Phaseolus lunatus","L.","Meirelles, T L","s.n.","1942","05","09",NA,"Brazil","São Paulo","Amparo","Fazenda Palmeira","-46.75","-22.7",NA,NA,"UEC195591","UEC195591",NA,"Gehrt, A",NA,NA,NA,NA,NA,"-46.75","-22.7",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:31:07-03","UNICAMP","UEC","174775","S","Plantae","Magnoliopsida",NA,"Fabaceae","Phaseolus","lunatus","Phaseolus lunatus","L.","Damasceno Junior, GA; Gonçalves, PV","1968","2000","10","17",NA,"Brazil","Mato Grosso do Sul","Ladário","Rancho do Sr. Buguinho e arredores - Faz São Marcelo.","-57.581411","-19.187539",NA,"Trepadeira; flor; fruto; crescendo no sub bosque da mata. Solo com Afloramento de rochas. Relevo- Morro.; Mata Semidecídua - Cerradão.","UEC030064","UEC030064",NA,NA,NA,NA,NA,NA,NA,"-57.581411","-19.187539",NA,NA,NA,NA,NA,NA,NA
"37","2020-05-29 15:48:19-03","UNICAMP","UEC","83424","S","Plantae","Magnoliopsida",NA,"Fabaceae","Phaseolus","lunatus","Phaseolus lunatus","L.","Delgado, SA; Mercado, P; Torres, L; Wong, A","1456","1993","12","11",NA,"Mexico","Veracruz",NA,"Boca del Río. Dunas Costeras.",NA,NA,NA,"fruto, Flores lilas.","UEC195584","UEC195584",NA,"Delgado-Salinas, A",NA,NA,"1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-05-29 15:48:19-03","UNICAMP","UEC","070256","S","Plantae","Magnoliopsida",NA,"Fabaceae","Phaseolus","lunatus","Phaseolus lunatus","L.","Krieger, L","s.n.","1970","06","20",NA,"Brazil","Rio de Janeiro","Rio das Ostras",NA,"-41.9449996948242","-22.5268993377686",NA,"Cipó volúvel, flores lilacíneas (seriam alaranjadas?)","UEC195586","UEC195586",NA,"Moreira, JLA",NA,NA,"1998","02","10",NA,NA,"17620","auto",NA,NA,NA,NA,NA
"39","2021-03-01 16:31:07-03","UNICAMP","UEC","32751","S","Plantae","Magnoliopsida",NA,"Fabaceae","Phaseolus","lunatus","Phaseolus lunatus","L.","Forni-Martins, ER","14359","1982","11","20",NA,"Brazil","São Paulo","Campinas","Instituto Agronomico de Campinas","-47.060001373291","-22.8999996185303",NA,"Trepadeira, flores brancas; planta cultivada.","UEC195587","UEC195587",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA
"40","2020-02-03 10:09:04-03","UNICAMP","UEC","201226","S","Plantae","Magnoliopsida",NA,"Fabaceae","Phaseolus","lunatus","Phaseolus lunatus","L.","Lombello, RA","L24","1997","08","25",NA,"Brazil","São Paulo","Campinas","Mata Santa Genebra","-47.060001373291","-22.8999996185303",NA,NA,"UEC182329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA
"41","2021-03-01 16:31:07-03","UNICAMP","UEC","069399","S","Plantae","Magnoliopsida",NA,"Fabaceae","Phaseolus","lunatus","Phaseolus lunatus","L.","Gehrt, A","s.n.","1935","07","12",NA,"Brazil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,"Cultivada em São Paulo, flores alvas, sementes castanhas com pintas vermelhas.","UEC195589","UEC195589",NA,"Hoehne, FC",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"42","2020-05-29 15:48:19-03","UNICAMP","UEC","91417","S","Plantae","Magnoliopsida",NA,"Fabaceae","Phaseolus","lunatus","Phaseolus lunatus","L.","Gehrt, A","s.n.","1935","07","12",NA,"Brazil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,"Cultivada em São Paulo; flores alvas; sementes castanas com pintas vermelhas.","UEC195585","UEC195585",NA,"Hoehne, FC",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"43","2021-03-01 16:31:07-03","UNICAMP","UEC","069400","S","Plantae","Magnoliopsida",NA,"Fabaceae","Phaseolus","lunatus","Phaseolus lunatus","L.","Gehrt, A","s.n.","1933","03","06",NA,"Brazil","São Paulo","São Paulo","Pinheiros","-46.6300010681152","-23.5400009155273",NA,"Cultivada.","UEC195590","UEC195590",NA,"Hoehne, FC",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"44","2019-11-19 14:08:07-03","UFRPE","PEUFR","36254","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Pap.","Phaseolus","lunatus","Phaseolus lunatus","L.","G.C.P. Pinto","13","1989","09","09",NA,"Brasil","Bahia","Salvador",NA,"-38.510799407959","-12.9710998535156",NA,"Planta volúvel, robusta; frutos tenros e sementes; cultivada","PEUFR036254",NA,NA,"G.C.P. Pinto",NA,NA,"1989","12","14",NA,NA,"26018","auto",NA,NA,NA,NA,NA
"45","2020-04-22 16:20:50-03","UFPB","JPB","56031","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Leguminosae","Phaseolus","lunatus","Phaseolus lunatus","L.","Almeida, MP; Queiroz, F","25","2009","08","04","Southern America","Brasil","Paraíba","Queimadas","Sítio Guritiba, Plantio de feijão consorciado localizado na comunidade e propriedade da agricultora Isabel Maria de Luna.","-35.947222","-7.036111",NA,"; HABITAT: Caatinga; DESC: Região seminárida sob vegetação de Caatinga, com afloramentos rochosos, média declividade. Microrregião Cariri. Na área encontram-se pequenas propriedades contendo lavouras, pastos e remanescentes de Caating","JPB0056031",NA,NA,"Snak, C",NA,NA,"2017","08",NA,"-35.947222","-7.036111",NA,NA,NA,NA,NA,NA,NA
"46","2020-04-22 16:20:50-03","UFPB","JPB","56032","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Leguminosae","Phaseolus","lunatus","Phaseolus lunatus","L.","Almeida, MP; Queiroz, F","26","2009","07","04","Southern America","Brasil","Paraíba","Queimadas","Sítio Guritiba, Plantio de feijão consorciado localizado na comunidade. Na propriedade da agricultora Isabel Maria de Luna.","-35.947222","-7.036111",NA,"; HABITAT: Caatinga; DESC: Região semiárida sob vegetação de Caatinga, com afloramentos rochosos, média declividade. Microrregião Cariri. Na área encontram-se pequenas propriedades contendo lavouras, pastos e remanescentes de Caatinga","JPB0056032",NA,NA,"Snak, C",NA,NA,"2017","08",NA,"-35.947222","-7.036111",NA,NA,NA,NA,NA,NA,NA
"47","2020-04-22 16:20:50-03","UFPB","JPB","56030","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Leguminosae","Phaseolus","lunatus","Phaseolus lunatus","L.","Almeida, MP; Queiroz, F","24","2009","07","03","Southern America","Brasil","Paraíba","Areial","Sítio Areial, Plantio de feijão consorciado localizado na comunidade e na propriedade do agricultor Antônio Pereira dos Santos (Seu Galego).","-35.798889","-6.943333",NA,"; HABITAT: Caatinga; DESC: Região semiárida sob vegetação de Caatinga, com afloramentos rochosos, média declividade. Microrregião Cariri. Na área encontram-se pequenas propriedades contendo lavouras, pastos e remanescentes de Caatinga","JPB0056030",NA,NA,"Snak, C",NA,NA,"2017","08",NA,"-35.798889","-6.943333",NA,NA,NA,NA,NA,NA,NA
"48","2019-08-16 08:39:30-03","UTFPR","HCF","19874","S","Plantae",NA,NA,"Fabaceae","Phaseolus","lunatus","Phaseolus lunatus","L.","M.G. Caxambu","7407","2016","04","21",NA,"Brasil","PR","Foz do Iguaçu","Parque Nacional do Iguaçu, Macuco","-54.456111","-25.649222",NA,"trepadeira volúvel, heliófita. Flores alvacentas. Botões florais verdes.",NA,NA,NA,"G.A. Dettke","160","160","2018","07","09","54°27'22 W","25°38'57,2 S",NA,NA,NA,NA,NA,NA,NA
"49","2020-06-29 09:30:28-03","UFRRJ","RBR","18847","S","Plantae",NA,NA,"Fabaceae","Phaseolus","lunatus","Phaseolus lunatus","L.","A. Frazão","s.n.","1924","08","04",NA,"?",NA,"?","'Serie A - 47.'",NA,NA,NA,NA,"RBR00018847",NA,NA,"A. Frazão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
