"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","relatedCatalogItem","eventTime","fieldNumber","individualCount","previousCatalogNumber"
"1","2021-03-15 16:37:00-03","NY","NYBG","00859414","PreservedSpecimen","Plantae","Magnoliophyta","Nymphaeales","Cabombaceae","Cabomba","furcata","Cabomba furcata","Schult. & Schult.f.","M. Orgaard","J. E. de Paula","710","1976","03","24","South America","Brazil","Goiás","Formosa","Formosa. Lagoa de Piripiri, Rio Canabrava.","-47.3342","-15.5372","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=958992' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859414","NY00859414_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","00859413","PreservedSpecimen","Plantae","Magnoliophyta","Nymphaeales","Cabombaceae","Cabomba","furcata","Cabomba furcata","Schult. & Schult.f.","M. Orgaard","D. Philcox","4643","1968","03","31","South America","Brazil","Mato Grosso",NA,"Km. 26 Xavantina-Aragarças road.","-52.23","-14.63","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=958990' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859413","NY00859413_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","02270753","PreservedSpecimen","Plantae","Magnoliophyta","Nymphaeales","Cabombaceae","Cabomba","furcata","Cabomba furcata","Schult. & Schult.f.",NA,"C. Davidson","10255","1980","06","11","South America","Brazil","Pará","Oriximiná","Lago Uraría, SW of Oriximiná, across Rio Trombetas. Extreme SW end of the lake (except Victoria near mouth of lake)","-55.9658736","-1.8697525","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2442673' target='other'> <mi>dwc_moreinfo</mi></a>","NY02270753","NY02270753_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","00859410","PreservedSpecimen","Plantae","Magnoliophyta","Nymphaeales","Cabombaceae","Cabomba","furcata","Cabomba furcata","Schult. & Schult.f.","J. H. Wiersema","G. G. Hatschbach","60902","1994","06","10","South America","Brazil","Mato Grosso do Sul","Corumbá","Fazenda Campo Dora, Vazante","-57.6531","-19.0094","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=958906' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859410","NY00859410_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","00859415","PreservedSpecimen","Plantae","Magnoliophyta","Nymphaeales","Cabombaceae","Cabomba","furcata","Cabomba furcata","Schult. & Schult.f.","M. Orgaard","L. M. M. Carreira","892","1983","05","07","South America","Brazil","Mato Grosso","Vila Bela de Santíssima Trindade","estrada para a Fazenda Arrozal. km 5 da estrada Vila Bela-Pontesse Lacerda.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=958998' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859415","NY00859415_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","00859416","PreservedSpecimen","Plantae","Magnoliophyta","Nymphaeales","Cabombaceae","Cabomba","furcata","Cabomba furcata","Schult. & Schult.f.","M. Orgaard","D. R. Hunt","5930","1966","06","11","South America","Brazil","Mato Grosso","Barra do Garças","Barra do Garças - Xavantina road, 25km. from Xavantina.","-52.2567","-15.8903","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959006' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859416","NY00859416_01","600","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","2270755","PreservedSpecimen","Plantae","Magnoliophyta","Nymphaeales","Cabombaceae","Cabomba","furcata","Cabomba furcata","Schult. & Schult.f.",NA,"S. A. Mori","21760","1991","07","17","South America","Brazil","Amazonas",NA,"Rio Solimões. Lago Janauacá.","-60.283333","-3.466667","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2442675' target='other'> <mi>dwc_moreinfo</mi></a>","NY02270755","NY02270755_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","00836842","PreservedSpecimen","Plantae","Magnoliophyta","Nymphaeales","Cabombaceae","Cabomba","furcata","Cabomba furcata","Schult. & Schult.f.","J. A. Kallunki","J. G. Jardim","3397","2001","04","02","South America","Brazil","Bahia","Malhada","Rod. para o Distrito de Cana Brava, 3.5 km ao S da cidade. Caatinga, áreas alagadiças dos Baixadões do Rio São Francisco.","-43.7538889","-14.3616667","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=923587' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836842","NY00836842_01","450","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","00859417","PreservedSpecimen","Plantae","Magnoliophyta","Nymphaeales","Cabombaceae","Cabomba","furcata","Cabomba furcata","Schult. & Schult.f.","M. Orgaard","F. C. Hoehne","19262","1927","04","28","South America","Brazil","Minas Gerais","Pouso Alegre","Pouso Alegre, Minas.","-45.9358","-22.2303","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959078' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859417","NY00859417_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","2270754","PreservedSpecimen","Plantae","Magnoliophyta","Nymphaeales","Cabombaceae","Cabomba","furcata","Cabomba furcata","Schult. & Schult.f.",NA,"G. T. Prance","3996","1967","01","22","South America","Brazil","Roraima",NA,"Canto Galo, Rio Mucajaí between Pratinha and Rio Apiaú","-61.1802006","2.6780147","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2442674' target='other'> <mi>dwc_moreinfo</mi></a>","NY02270754","NY02270754_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","00859412","PreservedSpecimen","Plantae","Magnoliophyta","Nymphaeales","Cabombaceae","Cabomba","furcata","Cabomba furcata","Schult. & Schult.f.","M. Orgaard","R. M. Harley","10245","1968","09","24","South America","Brazil","Mato Grosso",NA,"Expedition Base Camp. By the Suiá Missu Ferry c. 40 km N.W. of base camp.","-51.77","-12.82","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=958925' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859412","NY00859412_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","288840","PreservedSpecimen","Plantae","Magnoliophyta","Nymphaeales","Cabombaceae","Cabomba","piauhyensis","Cabomba piauhyensis","Gardner","Unspecified Determiner","G. Gardner","2478","1836",NA,NA,"South America","Brazil","Piauí",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=96876' target='other'> <mi>dwc_moreinfo</mi></a>","NY00288840","NY00288840_01",NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1017962","PreservedSpecimen","Plantae","Magnoliophyta","Nymphaeales","Cabombaceae","Cabomba","warmingii","Cabomba warmingii","Casp.","R. R. Haynes","G. G. Hatschbach","37959","1976","01","16","South America","Brazil","Paraná","Morretes","Rio Pequeno, próx. a barra. Nas águas mansas do rio.","-48.8342","-25.4769","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1233480' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017962","NY01017962_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","02270254","PreservedSpecimen","Plantae","Magnoliophyta","Nymphaeales","Cabombaceae","Cabomba","warmingii","Cabomba warmingii","Casp.",NA,"M. R. Mesquita","250","2000","05","01","South America","Brazil","Amazonas",NA,"Reserva de Desenvolvimento Sustentável de Mamirauá",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2434636' target='other'> <mi>dwc_moreinfo</mi></a>","NY02270254","NY02270254_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00859409","PreservedSpecimen","Plantae","Magnoliophyta","Nymphaeales","Cabombaceae","Cabomba","warmingii","Cabomba warmingii","Casp.","J. A. Kallunki","C. da Silva","424","1982","03","26","South America","Brazil","Mato Grosso","Poconé","Poconé, Rod. Transpantaneira Km 17.","-56.6228","-16.2569","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=958900' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859409","NY00859409_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-13 09:19:15-03","UFRJ","RFA","40522","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","furcata","Cabomba furcata","Schult. & Schult.f.",NA,"Petruzella, A.; Konno, T.U.P.","s.n.","2013","10","10",NA,"Brasil","Rio de Janeiro","Macaé","Parque Nacional da Restinga de Jurubatib.","-41.7868995666504","-22.3708000183105",NA,NA,"RFA32905",NA,NA,NA,NA,"47209","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-06-29 11:29:42-03","UFRJ","RFA","34054","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","furcata","Cabomba furcata","Schult. & Schult.f.",NA,"F.A. Esteves","31","2005","00","00",NA,"Brasil","Pará","Pará","Carajás",NA,NA,NA,NA,"RFA21949",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-06-29 11:29:42-03","UFRJ","RFA","34055","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","furcata","Cabomba furcata","Schult. & Schult.f.",NA,"F.A. Esteves","33","2005","00","00",NA,"Brasil","Pará","Pará","Carajás",NA,NA,NA,NA,"RFA21950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-06-29 11:29:42-03","UFRJ","RFA","34056","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","furcata","Cabomba furcata","Schult. & Schult.f.",NA,"F.A. Esteves","174","2005","00","00",NA,"Brasil","Pará","Pará","Carajás",NA,NA,NA,NA,"RFA21951",NA,NA,NA,NA,NA,NA,"2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-24 17:10:22-03","UTFPR","DVPR","6607","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","furcata","Cabomba furcata","Schult. & Schult. f.","Pott, VJ","Pott, VJ; Pott, A","8233","2005","09","21",NA,"Brasil","Mato Grosso do Sul","Corumbá","Fazenda Redenção, próximo a pista de avião, Parque Estadual do Rio Negro, Pantanal","-56.4411","-19.3632",NA,"Erva aquática submersa fixa, frequente, flor rosa forte; Vazante 20-60cm de profundidade, solo arenoso, relevo plano","DVPR006607",NA,"98","98",NA,NA,NA,"2005","09","-56.4411","-19.3632",NA,NA,NA,NA,NA,NA,NA
"21","2019-09-10 21:42:29-03","UNEMAT","TANG","4915","S","Plantae",NA,NA,"Cabombaceae","Cabomba","furcata","Cabomba furcata","Schult. & Schult.f.","Engels, ME","Engels, ME; Soares, VA","4246","2016","02","18",NA,"Brasil","Mato Grosso","Itauba","Resgate de flora da UHE Colider, Floresta do Planalto dos Parecis, região de ecótono entre a Floresta Amazônica e Cerrado.","-55.306581","-11.115856",NA,NA,"TANG000004915",NA,"280","280",NA,NA,NA,"2016","02","-55.306581","-11.115856","18",NA,NA,NA,NA,NA,NA
"22","2019-09-10 21:42:29-03","UNEMAT","TANG","5174","S","Plantae",NA,NA,"Cabombaceae","Cabomba","furcata","Cabomba furcata","Schult. & Schult.f.","Engels, ME","Engels, ME; Bezerra, AS","4232","2016","02","02",NA,"Brasil","Mato Grosso","Itaúba","Resgate de flora da UHE Colíder., Floresta do Planalto dos Parecis, região de ecótono entre a Floresta Amazônica e Cerrado. Lote G de supressão. Próximo a balsa.","-55.306361","-12.100572",NA,NA,"TANG000005174",NA,"280","280",NA,NA,NA,"2016","02","-55.306361","-12.100572","02",NA,NA,NA,NA,NA,NA
"23","2018-08-28 10:12:49-03","UNEMAT","TANG","1962","S","Plantae",NA,NA,"Cabombaceae","Cabomba","furcata","Cabomba furcata","Schult. & Schult.f.",NA,"Rocha, RCC; Abdo, MSA","3","2012","02","18",NA,"Brasil","Mato Grosso","Denise","Balneário Municipal de Denise, A Represa esta localizada próxima a entrada da cidade ao lado esquerdo da Rodovia Estadual MT 343.","-57.436697","-14.748664",NA,NA,"TANG000001962",NA,NA,NA,NA,NA,NA,NA,NA,"-57.436697","-14.748664",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:36:21-03","EAO","IAN","87639","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Cabombaceae","Cabomba","furcata","Cabomba furcata","Schult & Schult.f.","Lima, CT","Fróes, RL","31685","1955","04","15","Southern America","Brasil","Pará",NA,"Lago Cuçarí; Planalto de Santarém, onde foi feito o levantamento estatístico florestal pelo IAN,SPVEA e FAO.",NA,NA,NA,NA,"IAN087639",NA,NA,NA,NA,NA,NA,"2011","07",NA,NA,"11",NA,NA,NA,NA,NA,NA
