"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","relatedCatalogItem","eventTime","fieldNumber","individualCount","previousCatalogNumber"
"25","2021-03-02 16:28:40-03","CPAN-UFMS","COR","5762","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","furcata","Cabomba furcata","Schult. & Schult.f.","Pott, V. J.","Pott, V. J.; Foster, R.; Damasceno-Júnior, G. A. & Resende, U.","3628","1998","08","28",NA,"Brasil","Mato Grosso do Sul","Rio Verde de Mato Grosso","Pantanal; sub-região de Aquidauana; corixão, próximo à ponte","-55.343056","-19.128333",NA,"Erva aquática submersa fixa; flor lilás Habito: Erva aquática submersa fixa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"55º20'35''W","19º7'42''S",NA,NA,NA,NA,NA,NA,NA
"26","2020-11-26 18:07:29-03","CPAN-UFMS","COR","2390","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","furcata","Cabomba furcata","Schult. & Schult.f.",NA,"Feitosa, A. L. A.; Miranda, J. C.","6","1991","05","18",NA,"Brasil","Mato Grosso do Sul","Corumbá","Passo do Lontra; UFMS/BEP - Base de Estudos do Pantanal","-57.019167","-19.576667",NA,"Herbáceo aquático; flor lilás Habito: Herbáceo aquático",NA,NA,"89","89",NA,NA,NA,NA,NA,"57º1'9''W","19º34'36''S",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-02 16:28:43-03","CPAN-UFMS","COR","948","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","furcata","Cabomba furcata","Schult. & Schult.f.","Cook, C. D. K.","Almeida Rego","790","1986","08","10",NA,"Brasil","Mato Grosso do Sul","Corumbá","Baía do Oito","-57.63","-18.999722",NA,"Erva; flores lilases grandes; folhas sagitadas Habito: Erva",NA,NA,"120","120",NA,NA,NA,NA,NA,"57º37'48''W","18º59'59''S",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-02 16:28:43-03","CPAN-UFMS","COR","911","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","furcata","Cabomba furcata","Schult. & Schult.f.","Cook, C","Almeida Rego","754","1986","08","07",NA,"Brasil","Mato Grosso do Sul","Corumbá","Porto da Manga","-57.236111","-19.257222",NA,"Aquática; flor rosa, pequena Habito: Aquática",NA,NA,"85","85",NA,NA,NA,"2001","04","57º14'10''W","19º15'26''S","05",NA,NA,NA,NA,NA,NA
"29","2021-03-02 16:28:43-03","CPAN-UFMS","COR","944","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","furcata","Cabomba furcata","Schult. & Schult.f.","Cook, C.","Almeida Rego","786","1986","08","10",NA,"Brasil","Mato Grosso do Sul","Corumbá","Baía do Oito","-57.63","-18.999722",NA,"Cabomba de folhas sagitadas; flores lilases, grandes Habito: Aquática",NA,NA,"120","120",NA,NA,NA,"2001","04","57º37'48''W","18º59'59''S","05",NA,NA,NA,NA,NA,NA
"30","2021-03-02 16:28:43-03","CPAN-UFMS","COR","819","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","furcata","Cabomba furcata","Schult. & Schult.f.","Cristopher D. K. Cook","Almeida Rego","654","1986","07","29",NA,"Brasil","Mato Grosso do Sul","Corumbá","Fazenda Porto Belo; baía do Castelo","-57.580833","-18.559444",NA,"Erva aquática; flor lilás, grande; sépalas com linhas vermelhas, estames com tamanhos diferentes em flores diferentes, talvez por ser protogênica Habito: Erva aquática",NA,NA,"89","89",NA,NA,NA,NA,NA,"57º34'51''W","18º33'34''S",NA,NA,NA,NA,NA,NA,NA
"31","2020-11-26 18:07:29-03","CPAN-UFMS","COR","8940","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","furcata","Cabomba furcata","Schult. & Schult.f.","Porfírio, G. E. O.","Porfírio, G. E. O","8","2002","11","30",NA,"Brasil","Mato Grosso do Sul","Corumbá","Porto da Manga; rodovia estadual MS-228","-57.236111","-19.257222",NA,"Erva aquática submersa fixa; flor roxa Habito: Erva aquática submersa fixa",NA,NA,"85","85",NA,NA,NA,NA,NA,"57º14'10''W","19º15'26''S",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-02 16:28:40-03","CPAN-UFMS","COR","733","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","furcata","Cabomba furcata","Schult. & Schult.f.","Cristopher D. K. Cook","Almeida Rego","558","1986","07","23",NA,"Brasil","Mato Grosso do Sul","Corumbá","Rio Paraguai; baía do Tuiuiú; a uma distância de 15 km da cidade, rio acima","-57.6725","-18.866111",NA,"Erva aquática; flores lilases, pequenas Habito: Erva aquática",NA,NA,"88","88",NA,NA,NA,NA,NA,"57º40'21''W","18º51'58''S",NA,NA,NA,NA,NA,NA,NA
"33","2020-11-26 18:07:29-03","CPAN-UFMS","COR","920","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","furcata","Cabomba furcata","Schult. & Schult.f.",NA,"Almeida Rego","762","1986","08","08",NA,"Brasil","Mato Grosso do Sul","Corumbá","Pantanal da Nhecolândia; fazenda Nhumirim; baía T2","-56.619167","-18.988056",NA,"Erva aquática; flor roxa; folhas sagitadas flutuantes Habito: Erva aquática",NA,NA,"104","104",NA,NA,NA,NA,NA,"56º37'9''W","18º59'17''S",NA,NA,NA,NA,NA,NA,NA
"34","2020-11-26 18:07:29-03","CPAN-UFMS","COR","2461","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","furcata","Cabomba furcata","Schult. & Schult.f.",NA,"Amaral, M. I.; Nogueira, A. S.; Reis, M.",NA,"1991","05","18",NA,"Brasil","Mato Grosso do Sul","Corumbá","Passo do Lontra; UFMS/BEP - Base de Estudos do Pantanal","-57.019167","-19.576667",NA,"Planta aquática submersa, flor roxa Habito: Aquática submersa",NA,NA,"85","85",NA,NA,NA,NA,NA,"57º1'9''W","19º34'36''S",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-02 16:28:40-03","CPAN-UFMS","COR","1006","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","furcata","Cabomba furcata","Schult. & Schult.f.","Cristopher D. K. Cook","Almeida Rego","700","1986","07","30",NA,"Brasil","Mato Grosso do Sul","Corumbá","Rio Paraguai, antes da baía do Tuiuiú","-57.700278","-18.8675",NA,"Aquática; flores lilases claras, pequenas Habito: Aquática",NA,NA,NA,NA,NA,NA,NA,"2001","04","57º42'1''W","18º52'3''S","05",NA,NA,NA,NA,NA,NA
"36","2020-11-26 18:07:29-03","CPAN-UFMS","COR","3587","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","piauhyensis","Cabomba piauhyensis","Gardner",NA,"Sanches,A.L. et al.","53","1994","09","12",NA,"Brasil","Mato Grosso do Sul","Ladário",NA,"-57.6016998291016","-19.0046997070312",NA,"Submersa fixa",NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-26 18:07:29-03","CPAN-UFMS","COR","632","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","warmingii","Cabomba warmingii","Casp.","Pe. Balduino Rambo","José da Costa Sacco","744","1957","12","02",NA,"Brasil","Rio Grande do Sul","Pelotas","Canal I. A. S. - S. Gonçalo","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,NA,NA,NA,"51462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-10-09 11:12:17-03","UFBA","ALCB","01209","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cabombaceae","Cabomba","furcata","Cabomba furcata","Schult.f. & Schult.f.",NA,"Costa, AL","843","1960","09","10","Southern America","Brasil","Bahia","Jacobina","Piemonte da Diamantina, Lagoa Antônio Sobrinho","-40.516667","-11.166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-40.516667","-11.166667",NA,NA,NA,NA,NA,NA,NA
"39","2019-10-09 11:12:17-03","UFBA","ALCB","01209","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cabombaceae","Cabomba","furcata","Cabomba furcata","Schult.f. & Schult.f.",NA,"Costa, AL","s/n","1960","09","10","Southern America","Brasil","Bahia","Jacobina","Piemonte da Diamantina, Lagoa do Antonio Sobrinho","-40.516667","-11.166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-40.516667","-11.166667",NA,NA,NA,NA,NA,NA,NA
"40","2019-10-09 11:12:17-03","UFBA","ALCB","01210","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cabombaceae","Cabomba","furcata","Cabomba furcata","Schult.f. & Schult.f.","Lima, CT de","Costa, AL","s/n","1974","07","20","Southern America","Brasil","Bahia","Barra","Médio São Francisco, Lagoa Limoeiro. Fazenda Grande","-43.133333","-11.083333",NA,NA,"ALCB002110","ALCB002110",NA,NA,NA,NA,NA,"2013","07","-43.133333","-11.083333","29",NA,NA,NA,NA,NA,NA
"41","2019-10-09 11:12:17-03","UFBA","ALCB","048622","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cabombaceae","Cabomba","furcata","Cabomba furcata","Schult.f. & Schult.f.","Guedes, ML; Santana, DL","Santana, DL","96","2000","03","23","Southern America","Brasil","Bahia","Mata de São João","Litoral Norte, Praia do Forte, Rio Açu","-38.283333","-12.516667",NA,"aquática. Limbo filamentoso submerso. Flores emersas, longo pecíolo, liláses. Comum.",NA,NA,NA,NA,NA,NA,NA,"2000","05","-38.283333","-12.516667",NA,NA,NA,NA,NA,NA,NA
"42","2019-10-09 11:12:17-03","UFBA","ALCB","47676","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cabombaceae","Cabomba","furcata","Cabomba furcata","Schult.f. & Schult.f.","Lima, CT de","Harley, RM; França, F; Miranda, EB","53781","2000","03","31","Southern America","Brasil","Bahia","Formosa do Rio Preto","Oeste, Na beira da estrada, nos arredores da cidade","-45.243611","-11.026944",NA,"Aquática. Folhas imersas. Flores exserta da água. Pedicelo ereto, avermelhado, sépalas avermelhadas, pétlas lilás com base alaranjada, estames amarelos, carpelos verde-amarelados com estigmas brancos. Fruto verde. Flor submersa depois","ALCB002109","ALCB002109",NA,NA,NA,NA,NA,"2013","07","-45.243611","-11.026944","29",NA,NA,NA,NA,NA,NA
"43","2020-02-08 10:08:39-03","NBC","NL-BOTANY","U.1447051","PreservedSpecimen","Plantae",NA,"Nymphaeales","Cabombaceae","Cabomba","furcata","Cabomba furcata","Schult. & Schult.f.",NA,"Prance GT; Forero E; Pena BS; Ramos JF",NA,"1967","01","22","Southern America","Brazil",NA,NA,"Brazilian Amazonia, Territorio do Roraima, Canto galo, Rio Mucajaí, betwen Pratinha and Rio Apiaú.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1447051 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1447051","NL-U1447051",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"44","2020-02-08 10:08:39-03","NBC","NL-BOTANY","WAG.1118907","PreservedSpecimen","Plantae",NA,"Nymphaeales","Cabombaceae","Cabomba","piauhyensis","Cabomba piauhyensis","Gardner",NA,"Beck SG",NA,"1980","04","09","Southern America","Bolivia",NA,NA,"Depto. Beni, Prov. Ballivian, Espiritu en la zona de influencia del rio Yacuma.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1118907 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1118907","NL-WAG1118907",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"45","2020-02-08 10:08:39-03","NBC","NL-BOTANY","L 0038660","PreservedSpecimen","Plantae",NA,"Nymphaeales","Cabombaceae","Cabomba","pubescens","Cabomba pubescens","Ule",NA,"Ule EHG",NA,"1909","10","01","Southern America","Brazil","Amazonas",NA,"BrasilienseAmazonas-ExpeditionRio Branco; Surumu",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200038660 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0038660","NL-L0038660",NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","915108275",NA,NA,NA,NA
