"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","coordinatePrecision","geoFlag","infraspecificEpithet","class","individualCount","typeStatus","fieldNumber"
"25","2020-02-08 09:33:19-03","NBC","NL-BOTANY","U 0137064","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","guilleminiana","Plantago guilleminiana","Decne.","Lindeman JC",NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1966","09","12","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200137064 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0137064",NA,NA,"Lamiales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"26","2020-11-04 12:18:26-03","ESALQ","ESA","14592","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","guilleminiana","Plantago guilleminiana",NA,NA,NA,NA,NA,"Gabrielli, A.C. et al.","397.0","1980","11","06","Brasil","Minas Gerais","Poços de Caldas",NA,"-46.5614013671875","-21.7877998352051",NA,NA,NA,"ESA014592","ESA014592","Magnoliophyta",NA,NA,NA,NA,NA,"23696","auto",NA,NA,NA,NA,NA
"27","2020-11-04 12:18:26-03","ESALQ","ESA","95444","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","guilleminiana","Plantago guilleminiana","Decne.","Paula-Souza, J.","2006","07","11","Paula-Souza, J.; Zuloaga, F.O.; Morrone, O.; Tsuji, R.; Silveira, M.F.","5766.0","2006","07","11","Brasil","São Paulo","São Bento do Sapucaí","Estrada para Campos do Jordão, a ca. 12km do limite entre os municípios. Beira de estrada em floresta de altitude",NA,"-22.655","-45,643,333","-22,655","Erva, inflorescências passadas castanhas","ESA095444","ESA095444","Magnoliophyta",NA,NA,"1645","1645",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-04 12:18:26-03","ESALQ","ESA","31093","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","guilleminiana","Plantago guilleminiana",NA,NA,NA,NA,NA,"Souza, V.C.; Souza, J.P.; Scalon, V.R.; Astorino, A.","10530.0","1996","01","26","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,"ESA031093","ESA031093","Magnoliophyta",NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA
"29","2020-11-04 12:18:26-03","ESALQ","ESA","18814","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","guilleminiana","Plantago guilleminiana",NA,NA,NA,NA,NA,"Souza, J.P. et al.","163.0","1995","04","01","Brasil","São Paulo","São Bento do Sapucaí",NA,"-45.7299995422363","-22.6800003051758",NA,NA,NA,"ESA018814","ESA018814","Magnoliophyta",NA,NA,NA,NA,NA,"18089","auto",NA,NA,NA,NA,NA
"30","2020-11-04 12:18:26-03","ESALQ","ESA","41526","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","guilleminiana","Plantago guilleminiana","Decne.","Souza, J.P.","1996","12","05","Souza, J.P. ; Souza, V.C.","723.0","1996","11","14","Brasil","São Paulo","São Paulo","Gramado do estacionamento do Instituto de Biociências - USP","-46.6300010681152","-23.5400009155273",NA,NA,"Erva; flores castanhas","ESA041526","ESA041526","Magnoliophyta",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"31","2020-11-04 12:18:26-03","ESALQ","ESA","88077","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","guilleminiana","Plantago guilleminiana","Decne.","Rahn, K.",NA,NA,NA,"Hatschbach, G. et al.","21358.0","1969","04","18","Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,NA,"ESA088077","ESA088077","Magnoliophyta",NA,NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA
"32","2020-11-04 12:18:26-03","ESALQ","ESA","107855","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","guilleminiana","Plantago guilleminiana",NA,"Paula-Souza, J.","2007",NA,NA,"Sanches, J.H","15.0","2007","04","03","Brasil","Santa Catarina","Urupema",NA,"-49.8731002807617","-27.9528007507324",NA,NA,NA,"ESA107855","ESA107855","Magnoliophyta",NA,NA,NA,NA,NA,"23096","auto",NA,NA,NA,NA,NA
"33","2020-11-04 12:18:26-03","ESALQ","ESA","18813","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","guilleminiana","Plantago guilleminiana",NA,NA,NA,NA,NA,"Souza, J.P. et al.","164.0","1995","04","01","Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,"ESA018813","ESA018813","Magnoliophyta",NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA
"34","2020-11-04 12:18:26-03","ESALQ","ESA","17233","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","guilleminiana","Plantago guilleminiana",NA,NA,NA,NA,NA,"Souza, V.C. et al.","4157.0","1993","09","07","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,"ESA017233","ESA017233","Magnoliophyta",NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA
"35","2020-11-04 12:18:26-03","ESALQ","ESA","18078","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","guilleminiana","Plantago guilleminiana",NA,NA,NA,NA,NA,"Souza, V.C. et al.","7345.0","1994","09","14","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,"ESA018078","ESA018078","Magnoliophyta",NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA
"36","2020-11-04 12:18:26-03","ESALQ","ESA","28480","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","guilleminiana","Plantago guilleminiana","Decne","Souza, J.P.","1995","01","01","Souza, V.C.; Souza, J.P. et al.","9499.0","1995","05","01","Brasil","Rio de Janeiro","Itatiaia.","Parque Nacional de Itatiaia.","-44.5633010864258","-22.4960994720459",NA,NA,"Erva; frutos passados castanhos. Campo arenoso.","ESA028480","ESA028480","Magnoliophyta",NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA
"37","2019-08-27 13:34:28-03","IAP","PACA-AGP","86007","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","guilleminiana","Plantago guilleminiana","Decne.","S.M. Hefler","2001","10","30","S. M. Hefler","56","2001","05","31","Brasil","RS","Ponta Grossa","Passo dos Pupo",NA,NA,NA,NA,"UPCB 44865 Habitat: Em campo rochoso","PACA086007",NA,"Magnoliophyta","Scrophulariales",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"38","2019-08-27 13:34:28-03","IAP","PACA-AGP","86019","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","guilleminiana","Plantago guilleminiana","Decne.","S.M. Hefler","2001","10","30","S. M. Hefler et at.","44","2001","02","06","Brasil","PR","São Luiz do Purunã","Próximo ao Cristo, Campo Largo",NA,NA,NA,NA,"UPCB 44886 Habitat: Em campo seco e rochoso","PACA086019",NA,"Magnoliophyta","Scrophulariales",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"39","2019-08-27 13:34:28-03","IAP","PACA-AGP","86429","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","guilleminiana","Plantago guilleminiana","Decne.","K. Rahn",NA,NA,NA,"Hatschbach, G.","21358","1969","04","18","Brasil","PR","Balsa Nova","Serra Santana","-49.6356010437012","-25.5839004516602",NA,NA,"Habitat: Campo pedregoso","PACA086429",NA,"Magnoliophyta","Scrophulariales",NA,"1100","1100",NA,"27346","auto",NA,"Magnoliopsida",NA,NA,NA
"40","2019-08-27 13:34:28-03","IAP","PACA-AGP","50861","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","guilleminiana","Plantago guilleminiana","Decne.","E. Asplund","1954","09","08","Hatschbach, G.","1450","1949","08","15","Brasil","PR","Piraquara","Florestal","-49.0633010864258","-25.4416999816895",NA,NA,"Revisado por S.M. Hefler em 21/12/2001. Habitat: In campestribus graminosis Fenofase: flor","PACA050861",NA,"Magnoliophyta","Scrophulariales",NA,NA,NA,NA,"12577","auto",NA,"Magnoliopsida",NA,NA,NA
"41","2019-08-27 13:34:28-03","IAP","PACA-AGP","58128","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","guilleminiana","Plantago guilleminiana","Decne.","Asplund","1954",NA,NA,"P. R. Reitz","5724","1953","09","22","Brasil","PR","São José dos Pinhais",NA,"-49.2064018249512","-25.5347003936768",NA,NA,"HBR 8943&nf;Revisado por S.M. Hefler em 21/12/2001. Habitat: In graminosis Fenofase: flor","PACA058128",NA,"Magnoliophyta","Scrophulariales",NA,"900","900",NA,"45291","auto",NA,"Magnoliopsida",NA,NA,NA
"42","2019-08-27 13:34:28-03","IAP","PACA-AGP","86018","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","guilleminiana","Plantago guilleminiana","Decne.","S.M. Hefler","2001","10","30","S. M. Hefler et at.","21","2000","10","26","Brasil","PR","Tibagi","Paque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,"UPCB 44887 Habitat: No campo seco, em meio a gramíneas","PACA086018",NA,"Magnoliophyta","Scrophulariales",NA,NA,NA,NA,"56988","auto",NA,"Magnoliopsida",NA,NA,NA
"43","2020-12-20 21:18:52-03","UFV","VIC","29021","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","guilleminiana","Plantago guilleminiana","Decne",NA,NA,NA,NA,"Hefler, S. .M.","56","2001","05","31","Brasil","Paraná","Ponta Grossa","Passo dos Lupo","-50.1618995666504","-25.0949993133545",NA,NA,"Em campo rochoso.","VIC029021","VIC029021",NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA
"44","2019-11-21 14:41:58-03","UFJF","CESJ","61031","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","guilleminiana","Plantago guilleminiana","Decne.",NA,NA,NA,NA,"D.S. Santiago; K. Antunes; R.J.V. Alves","284","2012","11","24","Brasil","Minas Gerais","Alagoa","Parque Estadual da Serra do Papagaio, Pico do Santo Agostinho (Garrafão). Campo de altitude (topo).","-44.6418991088867","-22.1706008911133",NA,NA,"Erva, ca. 15 cm, frutos verdes, escamas marrons.","CESJ061031",NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,"13155","auto",NA,NA,NA,NA,NA
"45","2019-11-21 14:41:58-03","UFJF","CESJ","70223","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","guilleminiana","Plantago guilleminiana","Decne.","L.V.V. Cruz","2017",NA,NA,"L.V.V. Cruz; S.G. Furtado; A. Magro; L. Menini Neto","191","2017","10","20","Brasil","Minas Gerais","Itamonte","Parque Nacional do Itatiaia, Circuito 5 Lagos","-45.163056","-22.617778","-45.163056","-22.617778","Erva, ca, 15 cm, flores amareladas, muito frequente circundando e dentro da 1° lagoa do circuito","CESJ070223",NA,"Angiosperma",NA,"América do Sul","2471","2471",NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-11-27 13:51:43-03","UFS","ASE","40330","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","guilleminiana","Plantago guilleminiana","Decne.","Hassemer, G","2015",NA,NA,"Hassemer, G; Carrijo, T; Garbin, ML","820","2015","11","02","Brasil","Minas Gerais","Alto Caparaó","na beira da estrada, no começo da subida para acesso a Tronqueria.","-41.5095","-20.25218","-41.5095","-20.25218",NA,"ASE0041847",NA,"Magnoliophyta",NA,"Southern America","1187","1187",NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-01 16:38:03-03","UNICAMP","UEC","165574","S","Plantae","Plantaginaceae","Plantago","guilleminiana","Plantago guilleminiana","Decne.","Meireles, LD","2009",NA,NA,"Meireles, LD; Nunes, JA; Neto, JOC","3100","2007","04","24","Brazil","Minas Gerais","Passa Quatro","Serra Fina, Capim Amarelo. Médio.","-44.893222","-22.442056","-44.893222","-22.442056","Ervas com frutos secos.; Campo de nifelina","UEC068634","UEC068634","Magnoliopsida",NA,NA,"1974","2037",NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-01 16:38:03-03","UNICAMP","UEC","165576","S","Plantae","Plantaginaceae","Plantago","guilleminiana","Plantago guilleminiana","Decne.","Meireles, LD","2009",NA,NA,"Meireles, LD; Nunes, JA; Neto, JOC; Cordeiro, TR","3333","2007","09","15","Brazil","Minas Gerais","Passa Quatro","Serra Fina, Maracanã.","-44.879278","-22.428944","-44.879278","-22.428944","Erva com inflorescência verde-avermelhado.; Campo de nifelina","UEC068631","UEC068631","Magnoliopsida",NA,NA,"2281","2281",NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-01 16:38:03-03","UNICAMP","UEC","22430","S","Plantae","Plantaginaceae","Plantago","guilleminiana","Plantago guilleminiana","Decne.","Tamashiro, JY","1983","08",NA,"Gabrielli, AC","397","1980","11","06","Brazil","Minas Gerais","Poços de Caldas","Campo de Santa Rosália","-46.564722","-21.838889","-46.564722","-21.838889","Erva em roseta, escapo floral com 20cm de altura.","UEC151462","UEC151462","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-01 16:38:03-03","UNICAMP","UEC","77861","S","Plantae","Plantaginaceae","Plantago","guilleminiana","Plantago guilleminiana","Decne.","Souza, JP","1994",NA,NA,"Souza, VC; Miyagi, PH; Souza, JP","7345","1994","11","14","Brazil","São Paulo","Itararé","Estrada Itararé - Bonsucesso., Fazenda Santa Maria do Espinho. Campo natural com banhado e mata ciliar adjacentes.","-49.263056","-24.261667","-49.263056","-24.261667","Erva, frutos castanho-claros. Sobre afloramento rochoso.","UEC151461","UEC151461","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-08-20 10:23:03-03","UNICAMP","UEC","128342","S","Plantae","Plantaginaceae","Plantago","guilleminiana","Plantago guilleminiana","Decne.","Meireles, LD","2003","01",NA,"Meireles, LD","1230","2002","10","21","Brazil","Minas Gerais","Camanducaia","Monte Verde, Campo de Altitude Impactado","-46.1446990966797","-22.7553005218506",NA,NA,"Erva no campo graminóide","UEC087169","UEC087169","Magnoliopsida",NA,NA,NA,NA,NA,"22140","auto",NA,NA,NA,NA,NA
