"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","scientificNameAuthorship","recordNumber","year","month","day","imagecode","decimalLongitude","decimalLatitude","class","order","identifiedBy","county","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","individualCount","fieldNumber","sex"
"17","2020-12-21 16:11:51-03","MBM","MBM","147091","PreservedSpecimen","Plantae","Aneuraceae","Aneura","pinguis","Aneura pinguis",NA,"Bourell, M.; et al.; et al.","Northern America","USA",NA,"Michigan",NA,NA,NA,"MBM147091",NA,"(L.) Dum.","3967","1991","06","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-12-21 16:11:51-03","MBM","MBM","182192","PreservedSpecimen","Plantae","Aneuraceae","Aneura","pinguis","Aneura pinguis",NA,"Bourell, M.; et al.; et al.","Northern America","USA",NA,"Michigan",NA,NA,NA,"MBM182192",NA,"(L.) Dum.","4189","1991","07","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-21 16:11:51-03","MBM","MBM","182193","PreservedSpecimen","Plantae","Aneuraceae","Aneura","pinguis","Aneura pinguis",NA,"s.c.","Northern America","USA",NA,"California",NA,NA,NA,"MBM182193",NA,"(L.) Dum.","10717","1983","09","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-12-21 16:11:51-03","MBM","MBM","241738","PreservedSpecimen","Plantae","Aneuraceae","Aneura","pinguis","Aneura pinguis",NA,"Jury, S.L.; et al.; et al.","Europe","UK",NA,"Wales",NA,NA,NA,"MBM241738",NA,"(L.) Dum.","5558","1984","07","16",NA,NA,NA,NA,NA,"Watson, E.V.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:11:51-03","MBM","MBM","384186","PreservedSpecimen","Plantae","Aneuraceae","Aneura","pinguis","Aneura pinguis",NA,"Ristow, R.; Ristow, N.R.; Ristow, N.R.",NA,"Brasil","Paraná","Rodovia da Uva, km 5",NA,NA,"Terrícola. Área antropizada","MBM384186",NA,"(L.) Dum.","1452",NA,NA,NA,NA,"-49.221167","-25.332944",NA,NA,"Peralta, D.F.","Colombo","-49.221167","-25.332944",NA,NA,"2011","07","25",NA,NA,NA,NA,NA
"22","2020-12-21 16:11:51-03","MBM","MBM","131233","PreservedSpecimen","Plantae","Aneuraceae","Aneura","pinguis","Aneura pinguis",NA,"Cordeiro, J.; Poliquesi, C.B.; Poliquesi, C.B.","Southern America","Brazil","Paraná","Morro Mãe Catira",NA,NA,NA,"MBM131233",NA,"(L.) Dum.","655","1989","10","31",NA,"-49.0769004821777","-25.3656005859375",NA,NA,"D. Griffin, I.I.I.","Quatro Barras",NA,NA,NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA
"23","2019-05-02 10:52:05-03","IBt","SP-BRYOPHYTA","174183","S","Plantae","Aneuraceae","Aneura","pinguis","Aneura pinguis",NA,"Yano, O.","Southern America","BRASIL","São Paulo","Ilha do Cardoso",NA,NA,"No barranco junto do Sambaki perto da casa do barco","SP081891",NA,"(L.) Dumort.","3949","1982","03","04",NA,"-47.939722","-25.016389",NA,NA,"Peralta, D.F.","Cananéia","-47.939722","-25.016389","20","20","2009","12",NA,NA,NA,NA,NA,NA
"24","2019-05-02 10:52:05-03","IBt","SP-BRYOPHYTA","123077","S","Plantae","Aneuraceae","Aneura","pinguis","Aneura pinguis",NA,"Vital, D.M.","Southern America","BRASIL","São Paulo","Ilha do Cardoso",NA,NA,"Growing on a rotten trunk, laying on floor of a swampy gallery forest","SP066090",NA,"(L.) Dumort.","3206","1974","05","24",NA,"-47.939722","-25.016389",NA,NA,"Peralta, D.F.","Cananéia","-47.939722","-25.016389","20","20","2009","12",NA,NA,NA,NA,NA,NA
"25","2019-05-02 10:52:05-03","IBt","SP-BRYOPHYTA","123119","S","Plantae","Aneuraceae","Aneura","pinguis","Aneura pinguis",NA,"Vital, D.M.","Southern America","BRASIL","Paraná",NA,NA,NA,"On rotten trunk fallen in shade along a stream","SP066132",NA,"(L.) Dumort.","3377","1974","06","20",NA,"-50.297222","-25.683333",NA,NA,NA,"São João do Triunfo","-50.297222","-25.683333","840","840",NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-05-02 10:52:05-03","IBt","SP-BRYOPHYTA","126473","S","Plantae","Aneuraceae","Aneura","pinguis","Aneura pinguis",NA,"Griffin III, D.G.; Vital, D.M.; Yano, O.","Southern America","BRASIL","Amazonas","along the road Manaus-Caracarai, rio Urubu",NA,NA,"growing at base of vertical sandstone cliff","SP067732",NA,"(L.) Dumort.","922","1974","08","13",NA,"-60.025","-3.101944",NA,NA,"Vital, D.M.","Manaus","-60.025","-3.101944","90","90",NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-05-02 10:52:05-03","IBt","SP-BRYOPHYTA","126696","S","Plantae","Aneuraceae","Aneura","pinguis","Aneura pinguis",NA,"Vital, D.M.","Southern America","BRASIL","Rio de Janeiro","Parque Nacional do Itatiaia",NA,NA,"on a rotten trunk, along the margins of rio Lago Azul","SP067955",NA,"(L.) Dumort.","4873","1974","04","24",NA,"-44.446667","-22.468889",NA,NA,"Vital, D.M.","Resende","-44.446667","-22.468889","1050","1050",NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-05-02 10:52:05-03","IBt","SP-BRYOPHYTA","132246","S","Plantae","Aneuraceae","Aneura","pinguis","Aneura pinguis",NA,"Vital, D.M.","Southern America","BRASIL","São Paulo","Ilha do Cardoso",NA,NA,"associado a Riccardia e Telaranea sp. Filling rocky crevices at base of rocky cliffs bathed sometimes by the sea water, costão","SP068872",NA,"(L.) Dumort.","6665","1976","11","17",NA,"-47.939722","-25.016389",NA,NA,"Vital, D.M.","Cananéia","-47.939722","-25.016389","20","20",NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-05-02 10:52:05-03","IBt","SP-BRYOPHYTA","132290","S","Plantae","Aneuraceae","Aneura","pinguis","Aneura pinguis",NA,"Yano, O.","Southern America","BRASIL","São Paulo","Ilha do Cardoso",NA,NA,"Sobre as frestas das rochas próximo ao Costão da Lage, associado a Prionolejeunea aemula (Gott.) Evans. + Kurzia capillaris (Sw.) Grolle","SP068916",NA,"(L.) Dumort.","568","1976","11","17",NA,"-47.939722","-25.016389",NA,NA,"Peralta, D.F.","Cananéia","-47.939722","-25.016389","20","20",NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-05-02 10:52:05-03","IBt","SP-BRYOPHYTA","132593","S","Plantae","Aneuraceae","Aneura","pinguis","Aneura pinguis",NA,"Yano, O.","Southern America","BRASIL","São Paulo","Ilha do Cardoso",NA,NA,"sobre pedras úmidas no lugar sombrio, no morro da Bica","SP069218",NA,"(L.) Dumort.","831","1977","09","13",NA,"-47.939722","-25.016389",NA,NA,"Peralta, D.F.","Cananéia","-47.939722","-25.016389","20","20","2009","12",NA,NA,NA,NA,NA,NA
"31","2019-05-02 10:52:05-03","IBt","SP-BRYOPHYTA","132670","S","Plantae","Aneuraceae","Aneura","pinguis","Aneura pinguis",NA,"Vital, D.M.","Southern America","BRASIL","São Paulo","Along BR - 116, Km 76",NA,NA,"on a rotten fallen trunk, in a secondary forest","SP069295",NA,"(L.) Dumort.","7144","1977","07","14",NA,"-47.068333","-23.931667",NA,NA,"Vital, D.M.","Juquitiba","-47.068333","-23.931667","685","685",NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-05-02 10:52:05-03","IBt","SP-BRYOPHYTA","133634","S","Plantae","Aneuraceae","Aneura","pinguis","Aneura pinguis",NA,"Yano, O.","Southern America","BRASIL","Santa Catarina","perto da Praia da Estrela",NA,NA,"sobre tronco podre perto do riacho na mata úmida e sombria","SP070360",NA,"(L.) Dumort.","2425","1980","04","16",NA,"-48.645833","-26.769444",NA,NA,"Yano, O.","Penha","-48.645833","-26.769444","20","20",NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-05-02 10:52:05-03","IBt","SP-BRYOPHYTA","133944","S","Plantae","Aneuraceae","Aneura","pinguis","Aneura pinguis",NA,"Vital, D.M.","Southern America","BRASIL","São Paulo",NA,NA,NA,"sobre pau podre, na mata úmida e brejosa","SP070732",NA,"(L.) Dumort.","9716","1980","11","22",NA,"-45.656389","-22.73",NA,NA,"Vital, D.M.","Campos do Jordão","-45.656389","-22.73","1600","1600",NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-05-02 10:52:05-03","IBt","SP-BRYOPHYTA","133974","S","Plantae","Aneuraceae","Aneura","pinguis","Aneura pinguis",NA,"Vital, D.M.","Southern America","BRASIL","São Paulo","Ilha do Cardoso",NA,NA,"sobre pau podre caido nos bordos do rio Perequê, próximo á represa","SP070761",NA,"(L.) Dumort.","9769","1981","01","24",NA,"-47.939722","-25.016389",NA,NA,"Peralta, D.F.","Cananéia","-47.939722","-25.016389","20","20","2009","12",NA,NA,NA,NA,NA,NA
"35","2019-05-02 10:52:05-03","IBt","SP-BRYOPHYTA","134517","S","Plantae","Aneuraceae","Aneura","pinguis","Aneura pinguis",NA,"Yano, O.","Southern America","BRASIL","Amazonas","Igarapé Arabu, Serra Curicuriari",NA,NA,"sobre pau podre, quase no topo da serra","SP071137",NA,"(L.) Dumort.","1862","1979","07","10",NA,"-66.916667","-0.65",NA,NA,"Yano, O.","São Gabriel da Cachoeira","-66.916667","-0.65","130","130",NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-05-02 10:52:05-03","IBt","SP-BRYOPHYTA","173981","S","Plantae","Aneuraceae","Aneura","pinguis","Aneura pinguis",NA,"Vital, D.M.","Southern America","BRASIL","São Paulo","Ilha do Cardoso",NA,NA,"On decaying log in a low and very humid forest, at a swamp area.","SP081688",NA,"(L.) Dumort.","10519","1982","06","03",NA,"-47.939722","-25.016389",NA,NA,"Vital, D.M.","Cananéia","-47.939722","-25.016389","20","20",NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-05-02 10:52:05-03","IBt","SP-BRYOPHYTA","174028","S","Plantae","Aneuraceae","Aneura","pinguis","Aneura pinguis",NA,"Vital, D.M.","Southern America","BRASIL","Paraná",NA,NA,NA,"On decaying log, in a small area of forest","SP081735",NA,"(L.) Dumort.","10573","1982","07","14",NA,"-49.463611","-24.112778",NA,NA,NA,"Sengés","-49.463611","-24.112778","620","620",NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-05-02 10:52:05-03","IBt","SP-BRYOPHYTA","189802","S","Plantae","Aneuraceae","Aneura","pinguis","Aneura pinguis",NA,"Vital, D.M.","Southern America","BRASIL","São Paulo",NA,NA,NA,"No barranco e bordas de um riacho, no lado norte da cidade","SP084867",NA,"(L.) Dumort.","11042","1983","07","03",NA,"-46.680833","-22.681944",NA,NA,NA,"Monte Alegre do Sul","-46.680833","-22.681944","750","750",NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-05-02 10:52:05-03","IBt","SP-BRYOPHYTA","189819","S","Plantae","Aneuraceae","Aneura","pinguis","Aneura pinguis",NA,"Vital, D.M.","Southern America","BRASIL","São Paulo","Ilha do Cardoso",NA,NA,"Sobre tronco morto caido no chão da mata (atlântica) próximo á cachoeira do Perequê","SP084884",NA,"(L.) Dumort.","11059","1983","07","27",NA,"-47.939722","-25.016389",NA,NA,"Peralta, D.F.","Cananéia","-47.939722","-25.016389","20","20","2008","05",NA,NA,NA,NA,NA,NA
"40","2019-05-02 10:52:05-03","IBt","SP-BRYOPHYTA","189948","S","Plantae","Aneuraceae","Aneura","pinguis","Aneura pinguis",NA,"Vital, D.M.","Southern America","BRASIL","São Paulo","Caverna do Diabo",NA,NA,"On decaying hard log, in forest along a stream","SP085024",NA,"(L.) Dumort.","11188","1983","08","27",NA,"-48.119444","-24.532778",NA,NA,NA,"Eldorado","-48.119444","-24.532778","100","100",NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-05-02 10:52:05-03","IBt","SP-BRYOPHYTA","191064","S","Plantae","Aneuraceae","Aneura","pinguis","Aneura pinguis",NA,"Yano, O.; Wanderley, M.G.L.","Southern America","BRASIL","São Paulo","Ilha do Cardoso",NA,NA,"Sobre pau podre, na mata úmida.","SP086050",NA,"(L.) Dumort.","8936","1984","06","12",NA,"-47.939722","-25.016389",NA,NA,"Peralta, D.F.","Cananéia","-47.939722","-25.016389","20","20","2008","05",NA,NA,NA,NA,NA,NA
"42","2019-05-02 10:52:05-03","IBt","SP-BRYOPHYTA","207490","S","Plantae","Aneuraceae","Aneura","pinguis","Aneura pinguis",NA,"Vital, D.M.; Buck, W.R.","Southern America","BRASIL","São Paulo","Caverna do Diabo",NA,NA,"Humid hardwood forest over limestone.","SP088239",NA,"(L.) Dumort.","12533","1984","09","29",NA,"-48.333333","-24.7",NA,NA,NA,"Eldorado","-48.333333","-24.7","200","200",NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-05-02 10:52:05-03","IBt","SP-BRYOPHYTA","207571","S","Plantae","Aneuraceae","Aneura","pinguis","Aneura pinguis",NA,"Vital, D.M.","Southern America","BRASIL","São Paulo","Ilha do Cardoso",NA,NA,"Ca 50m da linha de arrebentação das ondas do mar","SP089052",NA,"(L.) Dumort.","12607","1984","10","23",NA,"-47.939722","-25.016389",NA,NA,"Peralta, D.F.","Cananéia","-47.939722","-25.016389","20","20",NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-05-02 10:52:05-03","IBt","SP-BRYOPHYTA","207594","S","Plantae","Aneuraceae","Aneura","pinguis","Aneura pinguis",NA,"Vital, D.M.","Southern America","BRASIL","São Paulo","Ilha do Cardoso",NA,NA,"Sobre tronco grosso, morto caido na mata Atlantica. Associado a Wigkia flagellifera (Broth.) H.A.Crum","SP089075",NA,"(L.) Dumort.","12630","1984","12","18",NA,"-47.939722","-25.016389",NA,NA,"Peralta, D.F.","Cananéia","-47.939722","-25.016389","20","20",NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-05-02 10:52:05-03","IBt","SP-BRYOPHYTA","207595","S","Plantae","Aneuraceae","Aneura","pinguis","Aneura pinguis",NA,"Vital, D.M.","Southern America","BRASIL","São Paulo","Ilha do Cardoso",NA,NA,"Sobre um toco podre na mata atlantica","SP089076",NA,"(L.) Dumort.","12631","1984","12","18",NA,"-47.939722","-25.016389",NA,NA,"Peralta, D.F.","Cananéia","-47.939722","-25.016389","20","20",NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-05-02 10:52:05-03","IBt","SP-BRYOPHYTA","207742","S","Plantae","Aneuraceae","Aneura","pinguis","Aneura pinguis",NA,"Vital, D.M.","Southern America","BRASIL","Goiás","Serra Dourada",NA,NA,"In partial shade, on rocks at base of a waterfall","SP089218",NA,"(L.) Dumort.","12779","1985","01","01",NA,"-48.881944","-13.653611",NA,NA,NA,"Formoso","-48.881944","-13.653611","560","560",NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-05-02 10:52:05-03","IBt","SP-BRYOPHYTA","207932","S","Plantae","Aneuraceae","Aneura","pinguis","Aneura pinguis",NA,"Vital, D.M.","Southern America","BRASIL","São Paulo","Ilha do Cardoso",NA,NA,"Sobre madeira podre ao longo de um riacho na mata de encosta","SP089403",NA,"(L.) Dumort.","12988","1985","04","24",NA,"-47.939722","-25.016389",NA,NA,"Vital, D.M.","Cananéia","-47.939722","-25.016389","20","20",NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-05-02 10:52:05-03","IBt","SP-BRYOPHYTA","134482","S","Plantae","Aneuraceae","Aneura","pinguis","Aneura pinguis",NA,"Yano, O.","Southern America","BRASIL","Amazonas","Morro Ximaio, Rio Marié",NA,NA,"sobre tronco podre caido na mata","SP071103",NA,"(L.) Dumort.","1790","1979","07","07",NA,"-66.833333","-0.763889",NA,NA,NA,"s/l","-66.833333","-0.763889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-05-02 10:52:05-03","IBt","SP-BRYOPHYTA","086288","S","Plantae","Aneuraceae","Riccardia","pinguis","Riccardia pinguis",NA,"Hattori, S.; Kurata, T.","Asia-Temperate","Japan","Kiushiu","Obi",NA,NA,"rupicola, mesophila, ca 100m","SP060441",NA,"(L.) S.F. Gray","s.n.","1946","11",NA,NA,NA,NA,NA,NA,NA,"Miyazaki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-05-02 10:52:05-03","IBt","SP-BRYOPHYTA","086510","S","Plantae","Aneuraceae","Riccardia","pinguis","Riccardia pinguis",NA,"Vital, D.M.","Southern America","BRASIL","São Paulo","Instituto de Botânica",NA,NA,"sobre tronco podre dentro de um pequeno riacho (á margem)","SP060768",NA,"(L.) S.F. Gray","233","1964","08","05",NA,"-46.636111","-23.5475",NA,NA,"Hell, K.G.","São Paulo","-46.636111","-23.5475","760","760","1966","09","16",NA,NA,NA,NA,NA
"51","2019-05-02 10:52:05-03","IBt","SP-BRYOPHYTA","086786","S","Plantae","Aneuraceae","Riccardia","pinguis","Riccardia pinguis",NA,"Vital, D.M.","Southern America","BRASIL","São Paulo","Pico Itapeva",NA,NA,"No chão do capão","SP061156",NA,"(L.) S.F. Gray","614","1966","01","25",NA,"-45.461667","-22.923889",NA,NA,NA,"Pindamonhangaba","-45.461667","-22.923889","560","560",NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-05-02 10:52:05-03","IBt","SP-BRYOPHYTA","086816","S","Plantae","Aneuraceae","Riccardia","pinguis","Riccardia pinguis",NA,"Vital, D.M.","Southern America","BRASIL","São Paulo","Pico Itapeva",NA,NA,"No solo umido da encosta","SP061186",NA,"(L.) S.F. Gray","707","1966","03","04",NA,"-45.461667","-22.923889",NA,NA,NA,"Pindamonhangaba","-45.461667","-22.923889","560","560",NA,NA,NA,NA,NA,NA,NA,NA
