"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","preparationType","occurrenceRemarks","barcode","imagecode","geoFlag","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","typeStatus","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","00957430","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","fuligineum","Piper fuligineum","Kunth","E. P. Heringer","4184","1980","04","01","South America","Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu. Quadrícula N° 107","-47.9294","-15.7797",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1096256' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957430",NA,NA,"R. Callejas Posada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00957418","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","fuligineum","Piper fuligineum","Kunth","C. A. W. Schwacke","5926","1887","10","12","South America","Brazil","Minas Gerais","Itabira","Rio das Velhas.","-43.2267","-19.6194",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1096160' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957418","NY00957418_01",NA,"T. G. Yuncker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00957396","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","fuligineum","Piper fuligineum","Kunth","H. S. Irwin","8415","1965","09","17","South America","Brazil","Distrito Federal","Brasília","East side of Lagôa Paranoá","-47.9297","-15.7797",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1096128' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957396","NY00957396_01",NA,"M. Carvalho-Silva","975","975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","04137833","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","fuligineum","Piper fuligineum","Kunth","M. H. Nee","51666","2000","11","27","South America","Bolivia","Santa Cruz",NA,"Santiesteban. 3 km E of San Jesé","-63.375","-16.83",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4466606' target='other'> <mi>dwc_moreinfo</mi></a>","NY04137833",NA,NA,NA,"240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00935120","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","fuligineum","Piper fuligineum","Kunth","G. Pereira-Silva","4504","2000","12","13","South America","Brazil","Goiás","Cavalcante","Margem direita do rio Macacão.","-48.0806","-13.5642",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=972822' target='other'> <mi>dwc_moreinfo</mi></a>","NY00935120","NY00935120_01",NA,"M. Carvalho-Silva","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00957432","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","fuligineum","Piper fuligineum","Kunth","B. Maguire","56184","1963","08","16","South America","Brazil","Distrito Federal","Brasília","Ponte de Sobradinho.","-47.9294","-15.7797",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1096270' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957432","NY00957432_01",NA,"M. Carvalho-Silva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","556337","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","fuligineum","Piper fuligineum","Kunth","G. G. Hatschbach","35493","1974","11","20","South America","Brazil","Paraná","Guaraqueçaba","Picada Praia Deserta - Rio Paciencia","-48.3289","-25.3069",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=301574' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556337","NY00556337_01",NA,"R. Callejas Posada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00957410","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","fuligineum","Piper fuligineum","Kunth","H. S. Irwin","23237","1969","02","13","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço, ca. 35 km N.E. of Francisco Sá, on road to Salinas","-43.21845","-16.40385",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1096135' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957410","NY00957410_01",NA,"R. Callejas Posada","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","556336","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","fuligineum","Piper fuligineum","Kunth","R. M. Harley","25658","1988","10","26","South America","Brazil","Bahia","Rio de Contas","9 km ao norte da cidade na estrada para o povado de Mato Grosso","-41.83","-13.5",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=301578' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556336","NY00556336_01",NA,"R. Callejas Posada","1250","1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00934855","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","fuligineum","Piper fuligineum","Kunth","M. Carvalho-Silva","17","2000","09","10","South America","Brazil","Distrito Federal","Brasília","Corrego Vicente Pires, ao lado da pista principal","-47.9294","-15.7797",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=958627' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934855","NY00934855_01",NA,"M. Carvalho-Silva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00957424","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","fuligineum","Piper fuligineum","Kunth","E. P. Heringer","6347","1981","02","26","South America","Brazil","Distrito Federal","Brasília","Córrego do Guara, próximo à SIA.","-47.9294","-15.7797",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1096264' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957424","NY00957424_01",NA,"M. Carvalho-Silva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00957397","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","fuligineum","Piper fuligineum","Kunth","H. S. Irwin","8768","1965","09","28","South America","Brazil","Distrito Federal","Brasília","Immediately W. of Planaltina","-47.67603","-15.6167",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1096129' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957397","NY00957397_01",NA,"M. Carvalho-Silva","950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","556334","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","fuligineum","Piper fuligineum","Kunth","W. W. Thomas","4438","1985","10","17","South America","Brazil","Mato Grosso","Luciara","1-5 km W of BR 158, 43 km S of Porto Alegre do Norte","-51.75","-11.28",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=301576' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556334","NY00556334_01",NA,"R. Callejas Posada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00957401","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","fuligineum","Piper fuligineum","Kunth","H. S. Irwin","10539","1965","11","19","South America","Brazil","Minas Gerais",NA,"Serra do Rio Preto. 25 km E. of Cabeceiras (ca. 4 km E. of Goiás-Minas Gerais border)","-46.74996","-15.8",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1096131' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957401","NY00957401_01",NA,"M. Carvalho-Silva","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00957405","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","fuligineum","Piper fuligineum","Kunth","H. S. Irwin","14390","1966","04","05","South America","Brazil","Goiás","Posse","Serra Geral de Goiás, Rio da Prata, ca. 6 km S. of Posse","-46.37","-14.13",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1096141' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957405","NY00957405_01",NA,"R. Callejas Posada","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00957419","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","fuligineum","Piper fuligineum","Kunth","G. F. J. Pabst","4058","1957","06","10","South America","Brazil","Minas Gerais","Caxambu","Arredores de Caxambú.","-44.9322","-21.9772",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1096161' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957419","NY00957419_01",NA,"T. G. Yuncker","900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00957423","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","fuligineum","Piper fuligineum","Kunth","R. C. de Mendonça","203","1983","05","16","South America","Brazil","Distrito Federal","Brasília","Reserva Ecológica do IBGE. Chácara II.","-47.9294","-15.7797",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1096262' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957423","NY00957423_01",NA,"M. Carvalho-Silva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00957425","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","fuligineum","Piper fuligineum","Kunth","E. P. Heringer","258","1979","11","08","South America","Brazil","Distrito Federal","Brasília","Recor, picada R-8","-47.9294","-15.7797",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1096258' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957425","NY00957425_01",NA,"R. Callejas Posada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00957422","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","fuligineum","Piper fuligineum","Kunth","E. P. Heringer","207","1979","10","11","South America","Brazil","Distrito Federal","Brasília","RECOR. Picada R-3. Margem do Rio Roncador.","-47.9294","-15.7797",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1096268' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957422","NY00957422_01",NA,"M. Carvalho-Silva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00957429","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","fuligineum","Piper fuligineum","Kunth","E. P. Heringer","3073","1980","01","07","South America","Brazil","Distrito Federal","Brasília","BR-251 após a cachoeirinha.","-47.9294","-15.7797",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1096253' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957429","NY00957429_01",NA,"R. Callejas Posada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00957415","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","fuligineum","Piper fuligineum","Kunth","H. L. de M. Barreto","10390","1939","12","18","South America","Brazil","Minas Gerais","Belo Horizonte","Mergulhão","-43.9378","-19.9208",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1096155' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957415","NY00957415_01",NA,"T. G. Yuncker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00957417","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","fuligineum","Piper fuligineum","Kunth","C. A. W. Schwacke","s.n.","1887","09","12","South America","Brazil","Minas Gerais",NA,"Rio das Velhas prope Fabira do campo.",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1096158' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957417","NY00957417_01",NA,"T. G. Yuncker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00957414","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","fuligineum","Piper fuligineum","Kunth","B. D. Sucre","801","1965","08","26","South America","Brazil","Distrito Federal","Brasília","Matas do Zoobotânico.","-47.9294","-15.7797",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1096153' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957414","NY00957414_01",NA,"C. L. F. Ichaso; E. F. Guimarães",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","556333","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","fuligineum","Piper fuligineum","Kunth","M. H. Nee","44489","1994","01","16","South America","Bolivia","Santa Cruz","Andrés Ibáñez","6 km NW of Terebinto on road to El Hondo","-63.4208","-17.68",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=301572' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556333","NY00556333_01",NA,"M. H. Nee","450","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","556342","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","fuligineum","Piper fuligineum","Kunth","J. Santoro","10461","1949","04","27","South America","Brazil","São Paulo","Campinas","Campinas","-47.039738","-22.887661",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=301587' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556342",NA,NA,"T. G. Yuncker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00957409","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","fuligineum","Piper fuligineum","Kunth","H. S. Irwin","21202","1968","03","15","South America","Brazil","Tocantins","Araguaína","Ca. 15 km S. of Araguaína.","-48.15","-7.3",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1096133' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957409","NY00957409_01",NA,"M. Carvalho-Silva","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00957392","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","fuligineum","Piper fuligineum","Kunth","W. R. Anderson","6402","1973","03","05","South America","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 20 km by road N of Alto Paraíso","-47.5167","-13.9376",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1095862' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957392","NY00957392_01",NA,"E. F. Guimarães; C. L. F. Ichaso","1600","1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00957406","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","fuligineum","Piper fuligineum","Kunth","H. S. Irwin","15575","1966","05","02","South America","Brazil","Goiás","Formosa","Côrrego Itaquera, ca. 30 km N. of Formosa","-47.43","-15.3",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1096149' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957406","NY00957406_01",NA,"C. L. F. Ichaso; E. F. Guimarães","850","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01021427","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","fuligineum","Piper fuligineum","Kunth","J. F. Ramos","R. & S. s.n.","1967","10",NA,"South America","Brazil","Mato Grosso",NA,"Collected near the base camp of the expedition (c. 270 km N of Xavantina)","-51.87","-12.9",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1099699' target='other'> <mi>dwc_moreinfo</mi></a>","NY01021427","NY01021427_01",NA,"B. L. Stannard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00957416","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","fuligineum","Piper fuligineum","Kunth","E. H. G. Ule","181","1892","06",NA,"South America","Brazil","Minas Gerais","Uberaba","Uberaba","-47.9306","-19.7508",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1096157' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957416","NY00957416_01",NA,"T. G. Yuncker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","556331","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","fuligineum","Piper fuligineum","Kunth","A. L. Stoffers","347","1982","11","17","South America","Guyana",NA,NA,"Makatui savanna, ca. 3.5 SW of Aishalton","-59.25","2.5",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=301582' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556331","NY00556331_01",NA,"A. R. A. Görts-van Rijn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00957403","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","fuligineum","Piper fuligineum","Kunth","H. S. Irwin","13124","1966","02","24","South America","Brazil","Distrito Federal","Brasília","Ca. 5 km S.E. of Brasilia on road to Belo Horizonte","-48.18","-15.73",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1096146' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957403","NY00957403_01",NA,"C. L. F. Ichaso; E. F. Guimarães","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00957393","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","fuligineum","Piper fuligineum","Kunth","W. R. Anderson","9570","1973","05","01","South America","Brazil","Goiás","Caiapônia","Serra do Caiapó, ca. 25 km (straight line) SW of Caiapônia","-51.81666667","-17.1071",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1095863' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957393","NY00957393_01",NA,"E. F. Guimarães; C. L. F. Ichaso","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","00957400","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","fuligineum","Piper fuligineum","Kunth","H. S. Irwin","9045","1965","10","07","South America","Brazil","Distrito Federal","Brasília","Ca. 2 km E. of Sobradinho","-47.79805","-15.6333",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1096142' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957400","NY00957400_01",NA,"C. L. F. Ichaso; E. F. Guimarães","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
