"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","preparationType","occurrenceRemarks","barcode","imagecode","geoFlag","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","typeStatus","class","relatedCatalogItem","fieldNumber","individualCount"
"11","2020-06-29 11:32:47-03","UFRJ","RFA","10214","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Cecropia","hololeuca","Cecropia hololeuca","Miq.",NA,"P. Occhioni","4235","1971","01","20",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Matas do Morro Dois Irmãos","-43.2075004577637","-22.9027996063232","57442",NA,"Árvore ramificada, copa ampla, folhas niveas em baixo","RFA46053",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-06-29 11:32:47-03","UFRJ","RFA","39806","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Cecropia","hololeuca","Cecropia hololeuca","Miq.",NA,"R. Finotti; J. Caruzo","251",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Guapimirim","Interior de fragmento florestal cujo o entorno é ocupado por várias pequenas propriedades, antigo assentamento do INCRA","-42.845833","-22.577222",NA,NA,"Árvore de 7 m de altura e PAP de 26,3 cm","RFA50327",NA,NA,"50","50","42º50'45''W","22º34'38''S",NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-06-29 11:32:47-03","UFRJ","RFA","29229","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Cecropia","hololeuca","Cecropia hololeuca","Miq.","C. M. B. Correia","C. M. B. Correia","369","1993","10","07",NA,"Brasil","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas, Estrada para Juturnaíba, próximo a Casa da Cintia","-42.25","-22.5",NA,NA,"Árvore com 10 m de altura. Folhas brancas na face inferior. Inflorescência madura nigrescente. Frutos apreciados por mico, gambá, jacu, tucano, macaco da noite","RFA46085",NA,NA,NA,NA,"42º15'W","22º30'S",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-13 09:21:05-03","UFRJ","RFA","24995","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Cecropia","hololeuca","Cecropia hololeuca","Miq.","C.M. Vieira","Flávio de Britto Pereira","52/22","2000","07","22",NA,"Brasil","Rio de Janeiro","Guapimirim","Fazenda São Francisco de Paula.","-42.958333","-22.608611",NA,NA,"Árvore, 13m de altura, 16cm de DAP, folha prateada, comum no local.","RFA35474",NA,NA,"38","38","42º57'30''W","22º36'31''S","2000","08","17",NA,NA,NA,NA,NA
"15","2020-06-29 11:32:47-03","UFRJ","RFA","42562","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Cecropia","hololeuca","Cecropia hololeuca","Miq.","Lopes. R. C.","Maquieiro, R.","6","2017","10","04",NA,"Brasil","Rio de Janeiro","Duque de Caxias","Rua Pastor Manoel Avelino de Souza 671- Xerém.","-43.3025","-22.590278",NA,NA,"Árvore com 11 metros de altura.","RFA36884",NA,NA,"500","500","43º18'9''W","22º35'25''S","2017","10","04",NA,NA,NA,NA,NA
"16","2021-03-30 12:50:09-03","EAO","IAN","120750","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Urticaceae","Cecropia","hololeuca","Cecropia hololeuca","Miq.","Berg, CC","Heringer, EP","10234","1965","01","29","Southern America","Brasil","Minas Gerais","Ponte Nova",NA,"-42.9085998535156","-20.4164009094238","16921",NA,NA,"IAN120750",NA,"auto",NA,NA,NA,NA,"2001","03","10",NA,NA,NA,NA,NA
"17","2021-03-30 12:50:09-03","EAO","IAN","120749","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Urticaceae","Cecropia","hololeuca","Cecropia hololeuca","Miq.","Berg, CC","Heringer, EP","10234","1965","01","29","Southern America","Brasil","Minas Gerais","Ponte Nova",NA,"-42.9085998535156","-20.4164009094238","16921",NA,NA,"IAN120749",NA,"auto",NA,NA,NA,NA,"2001","03","10",NA,NA,NA,NA,NA
"18","2021-03-30 12:50:09-03","EAO","IAN","94084","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Urticaceae","Cecropia","hololeuca","Cecropia hololeuca","Miq.","Berg, CC","Glaziou, AFM","18497","1870","10","31","Southern America","Brasil","Rio de Janeiro","Rio de Janeiro","Corcovado.","-43.2075004577637","-22.9027996063232","57442",NA,"BERG & ROSSELLI (2005:98) citaram: Type. Brazil. Without locality, Pohl s.n. (holotype: W, destroyed), neotype here designated: Brazil, Rio de Janeiro: Mun. Rio de Janeiro, Corcovado, Aug 1890 (! fl fr), Glaziou 18497 (IAN; isoneotype","IAN094084",NA,"auto",NA,NA,NA,NA,"2001","03","14","neotipo",NA,NA,NA,NA
"19","2021-03-30 12:50:09-03","EAO","IAN","94392","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Urticaceae","Cecropia","hololeuca","Cecropia hololeuca","Miq.",NA,"Glaziou, AFM","18498","1891","01","21","Southern America","Brasil","Rio de Janeiro","Rio de Janeiro","Corcovado.","-43.2075004577637","-22.9027996063232","57442",NA,NA,"IAN094392",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-12-04 15:25:56-03","PUCPR","HUCP","12308","S","Plantae","Eudicotiledonea",NA,"Urticaceae","Cecropia","hololeuca","Cecropia hololeuca","Miq.","Jaszczerski, JC","Libsch, D","032","2000","02","20",NA,"Brasil","Santa Catarina","Garuva","Rodovia BR 101","-48.8549995422363","-26.0266990661621","22441",NA,NA,"HUCP00010434","HUCP00010434","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-10-09 11:25:26-03","UFBA","ALCB","85330","PreservedSpecimen","Plantae","Dicotyledon",NA,"Urticaceae","Cecropia","hololeuca","Cecropia hololeuca","Miq.","Guedes, ML","Ramos, C.H.A.; Santos, FC; Santos, EC; Ana Rita","49","2008","07","10","Southern America","Brasil","Bahia","Itagibá","Litoral Sul, Mata do Laterítico","-39.731944","-14.176389",NA,NA,"de ca 10m. Folhas com lâminas lobadas, cartáceas , discolores, ambas as faces cobertas por denso tomento níveo. Inflorescência jovem.","ALCB055284",NA,NA,NA,NA,"-39.731944","-14.176389","2008","11",NA,NA,NA,NA,NA,NA
"22","2019-10-09 11:25:26-03","UFBA","ALCB","85330","PreservedSpecimen","Plantae","Dicotyledon",NA,"Urticaceae","Cecropia","hololeuca","Cecropia hololeuca","Miq.","Guedes, ML","Ramos, C.H.A.; Santos, FC; Santos, EC","49","2008","07","10","Southern America","Brasil","Bahia","Itagibá","Mata do Laterítico.","-39.731944","-14.176389",NA,NA,"Ca. 10m.; folhas com lâminas lobadas, cartáceas, discolores, ambas as faces cobertas por denso tomento níveo. Inflorescência jovem.",NA,NA,NA,NA,NA,"-39.731944","-14.176389","2008","11",NA,NA,NA,NA,NA,NA
"23","2020-02-08 10:22:42-03","NBC","NL-BOTANY","U.1189061","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Cecropia","hololeuca","Cecropia hololeuca","Miq.","Berg CC","Mexia YEJ",NA,"1930","02","24","Southern America","Brazil","Minas Gerais",NA,NA,"-42.876638","-20.756822",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1189061 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1189061","NL-U1189061",NA,NA,NA,"-42.876638","-20.756822",NA,NA,NA,NA,"Magnoliopsidae","U 0047898",NA,NA
"24","2020-02-08 10:22:42-03","NBC","NL-BOTANY","U.1189062","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Cecropia","hololeuca","Cecropia hololeuca","Miq.","Kuhlmann JG","Kuhlmann JG",NA,"1939","01","01","Southern America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1189062 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1189062","NL-U1189062",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0047897",NA,NA
"25","2020-02-08 10:22:42-03","NBC","NL-BOTANY","U.1189063","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Cecropia","hololeuca","Cecropia hololeuca","Miq.","Berg CC","Kuhlmann JG",NA,"1929","02","20","Southern America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1189063 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1189063","NL-U1189063",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0047896",NA,NA
"26","2020-02-08 10:22:42-03","NBC","NL-BOTANY","U.1189301","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Cecropia","hololeuca","Cecropia hololeuca","Miq.",NA,"Ducke A; Kuhlmann JG",NA,"1922","04","20","Southern America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1189301 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1189301","NL-U1189301",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0047905",NA,NA
"27","2020-02-08 10:22:42-03","NBC","NL-BOTANY","U.1189302","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Cecropia","hololeuca","Cecropia hololeuca","Miq.",NA,"Carauta JPP",NA,"1968","02","28","Southern America","Brazil","Rio de Janeiro",NA,"Cachoeiras de Macacu",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1189302 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1189302","NL-U1189302",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0047901",NA,NA
"28","2020-02-08 10:22:42-03","NBC","NL-BOTANY","U.1189303","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Cecropia","hololeuca","Cecropia hololeuca","Miq.",NA,"Carauta JPP",NA,"1968","02","28","Southern America","Brazil","Rio de Janeiro",NA,"Cachoeiras de Macacu",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1189303 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1189303","NL-U1189303",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0047902",NA,NA
"29","2020-02-08 10:22:42-03","NBC","NL-BOTANY","U.1189304","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Cecropia","hololeuca","Cecropia hololeuca","Miq.",NA,"Carauta JPP",NA,"1968","02","28","Southern America","Brazil","Rio de Janeiro",NA,"Cachoeiras de Macacu",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1189304 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1189304","NL-U1189304",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0047903",NA,NA
"30","2020-02-08 10:22:42-03","NBC","NL-BOTANY","U.1189305","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Cecropia","hololeuca","Cecropia hololeuca","Miq.",NA,"Carauta JPP",NA,"1968","02","28","Southern America","Brazil","Rio de Janeiro",NA,"Cachoeiras de Macacu",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1189305 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1189305","NL-U1189305",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0047904",NA,NA
"31","2020-02-08 10:22:42-03","NBC","NL-BOTANY","U.1189306","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Cecropia","hololeuca","Cecropia hololeuca","Miq.","Berg CC","Santos TS dos",NA,"1971","09","16","Southern America","Brazil","Bahia",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1189306 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1189306","NL-U1189306",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0047900",NA,NA
"32","2020-02-08 10:22:42-03","NBC","NL-BOTANY","U.1189307","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Cecropia","hololeuca","Cecropia hololeuca","Miq.","Berg CC","Berg CC; Mattos Silva LA",NA,"1980","04","01","Southern America","Brazil","Bahia",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1189307 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1189307","NL-U1189307",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0047899",NA,NA
"33","2020-11-04 11:20:19-03","ESALQ","ESA","69285","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Urticaceae","Cecropia","hololeuca","Cecropia hololeuca","Miq.",NA,"Krieger, L.",NA,"1971","05","14",NA,"Brasil","Minas Gerais","Dias Tavares",NA,NA,NA,NA,NA,NA,"ESA069285","ESA069285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:20:19-03","ESALQ","ESA","98503","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Urticaceae","Cecropia","hololeuca","Cecropia hololeuca",NA,NA,"Lima, H.C.","4985.0","1995","01","11",NA,"Brasil","Rio de Janeiro","Silva Jardim",NA,"-42.3917007446289","-22.6508007049561","29995",NA,NA,"ESA098503","ESA098503","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-04 12:16:20-03","ESALQ","ESA","135567","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Cecropia","hololeuca","Cecropia hololeuca","Miq.","M.F.O. Silva","M.F.O. Silva","772.0","2013","12","03",NA,"Brasil","Rio de Janeiro","Casmiro de Abreu",NA,NA,NA,NA,NA,NA,"ESA135567",NA,NA,NA,NA,NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:20:19-03","ESALQ","ESA","36156","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Urticaceae","Cecropia","hololeuca","Cecropia hololeuca","Miq.","Gandolfi, S.","Gandolfi, S.",NA,"1995","05","30",NA,"Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303","23900",NA,NA,"ESA036156","ESA036156","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:20:19-03","ESALQ","ESA","125596","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Urticaceae","Cecropia","hololeuca","Cecropia hololeuca",NA,"Santos, K.","Santos, K. ; Belinello, R.","1013.0","1905","06","22",NA,"Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303","23900",NA,NA,"ESA125596",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:20:19-03","ESALQ","ESA","10283","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Urticaceae","Cecropia","hololeuca","Cecropia hololeuca","Miq.","Rodrigues, R.R. et al.","Barreto, K.D. et al.","254.0","1993","04","13",NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545","44778",NA,NA,"ESA010283","ESA010283","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-01-14 15:31:46-03","MN","R","39245","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Cecropia","hololeuca","Cecropia hololeuca","Miq.","Neto, S.R.","Ule, E.H.G.",NA,"1900","01",NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1992","05","26",NA,NA,NA,NA,NA
"40","2021-01-14 15:31:46-03","MN","R","58518","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Cecropia","hololeuca","Cecropia hololeuca","Miq.","Neto, S.R.","Ule, E.H.G.",NA,"1899","08",NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1991","05","27",NA,NA,NA,NA,NA
"41","2021-01-17 13:47:08-03","MN","R","199759","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Cecropia","hololeuca","Cecropia hololeuca","Miq.",NA,"Carauta, J.P.P. 7131; Dias, E.; Kautsky, D.; Assumpção, D. & Cremasco, E.",NA,"2000","05","24",NA,"Brasil","Espírito Santo","Guarapari",NA,"-40.5110015869141","-20.6580009460449","28401",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-08 19:35:00-03","MN","R","215418","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Cecropia","hololeuca","Cecropia hololeuca","Miq.",NA,"Machado, A.F.P.","594 A","2008","05",NA,NA,"Brasil","Espírito Santo","Santa Teresa",NA,"-40.6002998352051","-19.9356002807617","23813",NA,NA,"R010022477","R010022477","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-01-14 15:31:46-03","MN","R","215417","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Cecropia","hololeuca","Cecropia hololeuca","Miq.","Machado, A.F.P.","Machado, A.F.P.","594","2008","04",NA,NA,"Brasil","Espírito Santo","Santa Teresa",NA,"-40.6002998352051","-19.9356002807617","23813",NA,NA,"R010022476,R010022475,R010022474","R010022474 R010022475 R010022476","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-01-14 15:31:46-03","MN","R","171581","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Cecropia","hololeuca","Cecropia hololeuca","Miq.","Neto, S.R.","Carauta, J.P.P.","46","1957","09","06",NA,"Brasil","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541","13937",NA,NA,NA,NA,"auto",NA,NA,NA,NA,"1992","05","27",NA,NA,NA,NA,NA
"45","2021-01-17 13:47:08-03","MN","R","171626","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Cecropia","hololeuca","Cecropia hololeuca","Miq.",NA,"Martinelli, G. 9908; Dalcin, E. & Hatton, J.",NA,"1984","10","02",NA,"Brasil","Rio de Janeiro","Magé",NA,"-43.040599822998","-22.6527996063232","20531",NA,"World Wildlife Fund",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-01-14 15:31:46-03","MN","R","202891","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Cecropia","hololeuca","Cecropia hololeuca","Miq.",NA,"Medeiros, M.F.T.","26","2000","08","19",NA,"Brasil","Rio de Janeiro","Mangaratiba",NA,"-44.040599822998","-22.9596996307373","17272",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-01-17 13:47:08-03","MN","R","185936","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Cecropia","hololeuca","Cecropia hololeuca","Miq.","Carauta, J.P.P.","Carauta, J.P.P. 6907; Irmgard",NA,"1994","05","17",NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232","57442",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-01-14 15:31:46-03","MN","R","39246","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Cecropia","hololeuca","Cecropia hololeuca","Miq.","Neto, S.R.","Ule, E.H.G.",NA,"1897","09",NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232","57442",NA,NA,NA,NA,"auto",NA,NA,NA,NA,"1992","05","26",NA,NA,NA,NA,NA
"49","2021-01-17 13:47:08-03","MN","R","203487","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Cecropia","hololeuca","Cecropia hololeuca","Miq.",NA,"Carauta, J.P.P. 7286; Silva, M.F.O.",NA,"2003","06","18",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Tijuca","-43.2075004577637","-22.9027996063232","57442",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-01-14 15:31:46-03","MN","R","203488","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Cecropia","hololeuca","Cecropia hololeuca","Miq.","Carauta, J.P.P.","Silva, M.F.O.",NA,"2003","06","19",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Tijuca","-43.2075004577637","-22.9027996063232","57442",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-01-17 13:47:08-03","MN","R","205338","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Cecropia","hololeuca","Cecropia hololeuca","Miq.","Payer, M.","Payer, M. 13; Diaz, B.E.",NA,"2004","01","15",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Urca","-43.2075004577637","-22.9027996063232","57442",NA,NA,NA,NA,"auto",NA,NA,NA,NA,"2005","07","11",NA,NA,NA,NA,NA
