"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","infraspecificEpithet","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","sex"
"164","2020-02-08 10:35:13-03","NBC","NL-BOTANY","U.1736612","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.","Nee MH","Haas JH de",NA,"1967","11","24","Argentina","Tucumán",NA,NA,NA,NA,NA,"NL-U1736612","NL-U1736612",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1736612 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae","U 0113911",NA,NA,NA,NA
"165","2020-02-08 10:35:13-03","NBC","NL-BOTANY","U.1736613","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.","Nee MH","Meyer T",NA,"1944","02","18","Argentina","Misiones",NA,NA,NA,NA,NA,"NL-U1736613","NL-U1736613",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1736613 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae","U 0113850",NA,NA,NA,NA
"166","2020-02-08 10:35:13-03","NBC","NL-BOTANY","U.1736614","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.","Nee MH","Alvarez J",NA,"1945","12","17","Argentina","Misiones",NA,NA,NA,NA,NA,"NL-U1736614","NL-U1736614",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1736614 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae","U 0113851",NA,NA,NA,NA
"167","2020-02-08 10:35:13-03","NBC","NL-BOTANY","U.1736615","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.","Nee MH","Arbo MM; et al.",NA,"1993","09","07","Argentina","Misiones",NA,NA,NA,NA,NA,"NL-U1736615","NL-U1736615",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1736615 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae","U 0113852",NA,NA,NA,NA
"168","2020-02-08 10:35:13-03","NBC","NL-BOTANY","U.1736616","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.","Nee MH","Arbo MM; et al.",NA,"1993","09","07","Argentina","Misiones",NA,NA,NA,NA,NA,"NL-U1736616","NL-U1736616",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1736616 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae","U 0113854",NA,NA,NA,NA
"169","2020-02-08 10:35:13-03","NBC","NL-BOTANY","U.1736617","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.","Nee MH","Vanni RO; et al.",NA,"1987","07","29","Argentina","Misiones",NA,NA,NA,NA,NA,"NL-U1736617","NL-U1736617",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1736617 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae","U 0113853",NA,NA,NA,NA
"170","2020-02-08 10:35:13-03","NBC","NL-BOTANY","U.1736621","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.",NA,"Herter WGF",NA,"1933","12","02","Uruguay",NA,NA,NA,NA,NA,NA,"NL-U1736621","NL-U1736621","Plantae Uruguayenses Exsiccatae. Dep. de Rivera. AtaQues.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1736621 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"171","2020-02-08 10:35:13-03","NBC","NL-BOTANY","U.1736622","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.","Nee MH","Meyer T",NA,"1943","07","28","Argentina","Tucumán",NA,NA,NA,NA,NA,"NL-U1736622","NL-U1736622",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1736622 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae","U 0113863",NA,NA,NA,NA
"172","2020-02-08 10:35:13-03","NBC","NL-BOTANY","U.1736623","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.","Nee MH","Meyer T",NA,"1939","10","15","Argentina","Tucumán",NA,NA,NA,NA,NA,"NL-U1736623","NL-U1736623",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1736623 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae","U 0113862",NA,NA,NA,NA
"173","2020-02-08 10:35:13-03","NBC","NL-BOTANY","U.1736624","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.","Nee MH","Pedersen TM",NA,"1951","08","02","Argentina","Corrientes",NA,NA,NA,NA,NA,"NL-U1736624","NL-U1736624",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1736624 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae","U 0113861",NA,NA,NA,NA
"174","2020-02-08 10:35:13-03","NBC","NL-BOTANY","U.1736626","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.","Nee MH","Peirano A",NA,"1932","08","21","Argentina","Tucumán",NA,NA,NA,NA,NA,"NL-U1736626","NL-U1736626",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1736626 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae","U 0113859",NA,NA,NA,NA
"175","2020-02-08 10:35:13-03","NBC","NL-BOTANY","U.1736627","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.","Nee MH","Peirano A",NA,"1934","11","23","Argentina","Tucumán",NA,NA,NA,NA,NA,"NL-U1736627","NL-U1736627",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1736627 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae","U 0113858",NA,NA,NA,NA
"176","2020-02-08 10:35:13-03","NBC","NL-BOTANY","U.1736628","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.","Nee MH","Schreiter R",NA,"1940","10","01","Argentina","Salta",NA,NA,NA,NA,NA,"NL-U1736628","NL-U1736628",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1736628 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae","U 0113857",NA,NA,NA,NA
"177","2020-02-08 10:35:13-03","NBC","NL-BOTANY","U.1736642","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.",NA,"Fonnegra Gomez R",NA,"1994","09","14","Colombia",NA,NA,"-75.05","5.566667","-75.05","5.566667","NL-U1736642","NL-U1736642","Flora Colombiana, Antiquia. Municipio Narino: Carretera a Termales 'Espiritu Santo'.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1736642 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"178","2020-02-08 10:35:13-03","NBC","NL-BOTANY","U.1736643","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.","Nee MH","Schunke Vigo J",NA,"1977","05","29","Peru","San Martín",NA,NA,NA,NA,NA,"NL-U1736643","NL-U1736643",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1736643 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae","U 0113672",NA,NA,NA,NA
"179","2020-02-08 10:35:13-03","NBC","NL-BOTANY","U.1736644","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.",NA,"Nee MH",NA,"1991","07","06","Bolivia",NA,NA,"-62.433333","-16.591667","-62.433333","-16.591667","NL-U1736644","NL-U1736644","Plants of Bolivia. Depto. Santa Cruz, Prov. Nuflo de Chavez, Cerro Puquio Sur, 7 km ENE of San Ramon.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1736644 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"180","2020-02-08 10:35:13-03","NBC","NL-BOTANY","U.1736645","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.",NA,"Nee MH; Saldías-Paz M; Ruiz P; Ruiz T",NA,"1987","07","29","Bolivia",NA,NA,"-63.633333","-17.6","-63.633333","-17.6","NL-U1736645","NL-U1736645","Plants of Bolivia, Depto. Santa Cruz, Prov. Ichilo, 3 km Sw of Estancia San Rafael de Amboro, 15 km (by air) SSE of Buena Vista.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1736645 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"181","2020-02-08 10:35:13-03","NBC","NL-BOTANY","U.1736646","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.",NA,"Boom BM",NA,"1984","03","29","Bolivia",NA,NA,"-66.033333","-11.75","-66.033333","-11.75","NL-U1736646","NL-U1736646","Plants of Bolivia. Dept. of Beni, Prov. Vaca Diez, Vicinity of the Chacobo villagealto Ivon, tropical wet forest.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1736646 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"182","2020-02-08 10:35:13-03","NBC","NL-BOTANY","U.1736647","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.",NA,"Krukoff BA",NA,"1939","07","01","Bolivia",NA,NA,NA,NA,NA,NA,"NL-U1736647","NL-U1736647","Bolivia: Department of La Paz : Province of S. Yungas: Basin of Rio Bopi, San Bartolome (near Calisaya).",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1736647 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"183","2020-02-08 10:35:13-03","NBC","NL-BOTANY","U.1736813","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.","Nee MH","Prance GT; Coêlho DF; Ramos JF; Farias LG",NA,"1968","10","07","Brazil","Acre",NA,NA,NA,NA,NA,"NL-U1736813","NL-U1736813",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1736813 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae","U 0113582",NA,NA,NA,NA
"184","2020-02-08 10:35:13-03","NBC","NL-BOTANY","U.1736814","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.",NA,"Lindeman JC; Haas JH de",NA,"1966","06","16","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U1736814","NL-U1736814",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1736814 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae","U 0113609",NA,NA,NA,NA
"185","2020-02-08 10:35:13-03","NBC","NL-BOTANY","U.1736815","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.","Nee MH","Porto ML; Oliveira PL",NA,"1971","02","03","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,"NL-U1736815","NL-U1736815",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1736815 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae","U 0113615",NA,NA,NA,NA
"186","2020-02-08 10:35:13-03","NBC","NL-BOTANY","U.1736816","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.","Nee MH","Rambo B",NA,"1949","06","28","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,"NL-U1736816","NL-U1736816",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1736816 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae","U 0113608",NA,NA,NA,NA
"187","2020-02-08 10:35:13-03","NBC","NL-BOTANY","U.1736818","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.",NA,"Lindeman JC; Haas JH de",NA,"1966","11","16","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U1736818","NL-U1736818",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1736818 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae","U 0113610",NA,NA,NA,NA
"188","2020-02-08 10:35:13-03","NBC","NL-BOTANY","U.1736820","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.","Nee MH","Barros F de",NA,"1991","01","16","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U1736820","NL-U1736820",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1736820 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae","U 0098138",NA,NA,NA,NA
"189","2020-02-08 10:35:13-03","NBC","NL-BOTANY","U.1736821","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.","Nee MH","Lindeman JC; Haas JH de",NA,"1966","03","31","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U1736821","NL-U1736821",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1736821 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae","U 0113604",NA,NA,NA,NA
"190","2020-02-08 10:35:13-03","NBC","NL-BOTANY","U.1736822","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.","Nee MH","Prance GT; Coêlho DF; Ramos JF; Farias LG",NA,"1968","10","04","Brazil","Acre",NA,NA,NA,NA,NA,"NL-U1736822","NL-U1736822",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1736822 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae","U 0113747",NA,NA,NA,NA
"191","2020-02-08 10:35:13-03","NBC","NL-BOTANY","U.1736823","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.","Nee MH","Lorentz PG",NA,"1879","01","24","Paraguay","Presidente Hayes",NA,NA,NA,NA,NA,"NL-U1736823","NL-U1736823",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1736823 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae","U 0113605",NA,NA,NA,NA
"192","2020-02-08 10:35:13-03","NBC","NL-BOTANY","U.1736824","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.",NA,"Lindeman JC; Haas JH de",NA,"1966","06","24","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U1736824","NL-U1736824",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1736824 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae","U 0113602",NA,NA,NA,NA
"193","2020-02-08 10:35:13-03","NBC","NL-BOTANY","U.1736825","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.","Nee MH","Prance GT; Lleras E; Coêlho DF",NA,"1973","10","24","Brazil","Mato Grosso",NA,NA,NA,NA,NA,"NL-U1736825","NL-U1736825",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1736825 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae","U 0113600",NA,NA,NA,NA
"194","2020-02-08 10:35:13-03","NBC","NL-BOTANY","U.1736826","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.","Nee MH","Regnell AF",NA,"1850","09","30","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"NL-U1736826","NL-U1736826",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1736826 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae","U 0113597",NA,NA,NA,NA
"195","2020-02-08 10:35:13-03","NBC","NL-BOTANY","U.1736827","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.","Nee MH","Prance GT; Silva NT",NA,"1964","09","12","Brazil","Distrito Federal",NA,NA,NA,NA,NA,"NL-U1736827","NL-U1736827",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1736827 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae","U 0113596",NA,NA,NA,NA
"196","2020-02-08 10:35:13-03","NBC","NL-BOTANY","U.1736828","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.","Nee MH","Bernardi L",NA,"1978","11","11","Paraguay","Neembucú",NA,NA,NA,NA,NA,"NL-U1736828","NL-U1736828",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1736828 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae","U 0113594",NA,NA,NA,NA
"197","2020-02-08 10:35:13-03","NBC","NL-BOTANY","U.1736619","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.","Nee MH","Krapovickas A; et al.",NA,"1987","03","05","Argentina","Misiones",NA,"-56.066667","-27.05","-56.066667","-27.05","NL-U1736619","NL-U1736619",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1736619 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae","U 0113855",NA,NA,NA,NA
"198","2020-02-08 10:35:13-03","NBC","NL-BOTANY","U.1736618","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.","Nee MH","Krapovickas A; et al.",NA,"1987","03","05","Argentina","Misiones",NA,"-56.066667","-27.05","-56.066667","-27.05","NL-U1736618","NL-U1736618",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1736618 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae","U 0113856",NA,NA,NA,NA
"199","2020-02-08 10:35:13-03","NBC","NL-BOTANY","L.2864434","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigillatum","Cestrum strigillatum","Ruiz & Pav.",NA,"Bang M",NA,"1890","01","01","Bolivia",NA,NA,NA,NA,NA,NA,"NL-L2864434","NL-L2864434","Yungas.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2864434 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"200","2020-02-08 10:35:13-03","NBC","NL-BOTANY","L.2864435","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigillatum","Cestrum strigillatum","Ruiz & Pav.",NA,"Buchtien O",NA,"1907","11","01","Bolivia","La Paz",NA,"-68.15","-15.233333","-68.15","-15.233333","NL-L2864435","NL-L2864435","Mapiri: Charopampa.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2864435 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"201","2020-02-08 10:35:13-03","NBC","NL-BOTANY","L.2864436","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigillatum","Cestrum strigillatum","Ruiz & Pav.",NA,"Herzog T",NA,"1911","06","01","Bolivia",NA,NA,NA,NA,NA,NA,"NL-L2864436","NL-L2864436","Strauch im Buschwald bei Loco-Tal.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2864436 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"202","2020-02-08 10:35:13-03","NBC","NL-BOTANY","L.2864437","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigillatum","Cestrum strigillatum","Ruiz & Pav.",NA,"Morel I",NA,"1946","09","06","Argentina",NA,NA,NA,NA,NA,NA,"NL-L2864437","NL-L2864437","Gob. Formosa. Dep. Pikomajo. Ruta 11 via Pilcomayo Km 1.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2864437 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"203","2020-02-08 10:35:13-03","NBC","NL-BOTANY","L.2864438","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigillatum","Cestrum strigillatum","Ruiz & Pav.",NA,"Hatschbach GG; Guimarães OA",NA,"1968","04","18","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2864438","NL-L2864438","Est. Paraná. Mun. Umuarama. Ivate.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2864438 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"204","2020-02-08 10:35:13-03","NBC","NL-BOTANY","L.2864439","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigillatum","Cestrum strigillatum","Ruiz & Pav.",NA,"Reche JO",NA,"1955","01","01","Argentina",NA,NA,"-65.316667","-26.816667","-65.316667","-26.816667","NL-L2864439","NL-L2864439","Provincia Tucuman. Dpt. Tafi. Yerba Buena.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2864439 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"205","2020-02-08 10:35:13-03","NBC","NL-BOTANY","L.2864440","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigillatum","Cestrum strigillatum","Ruiz & Pav.",NA,"Pedersen TM",NA,"1977","11","05","Argentina",NA,NA,NA,NA,NA,NA,"NL-L2864440","NL-L2864440","between San Javier & Puerto Rosario. Dept. San Javier. Prov. Misiones.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2864440 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Solanales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"206","2020-11-04 12:16:09-03","ESALQ","ESA","134346","PreservedSpecimen","Plantae","Solanaceae","Cestrum","calycinum","Cestrum calycinum","Kunth",NA,"C.P. Caliari et al.","2356.0","2009","04","21","Brasil","Paraná","Telêmaco Borba","-50.6156005859375","-24.3239002227783",NA,NA,"ESA134346",NA,"Parque Ecológico da Klabin. Floresta Estacional Semidecidua. Área perturbada. Estrada do Lobo.",NA,NA,"Arbusto, ca. 2 m., sépalas esverdeadas e pétalas verdes, odor ruim.",NA,NA,NA,"35037","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
