"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","recordNumber","continentOcean","locality","preparationType","occurrenceRemarks","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","infraspecificEpithet","monthIdentified","dayIdentified","class","relatedCatalogItem","typeStatus","previousCatalogNumber","individualCount","fieldNumber"
"188","2019-11-21 14:36:55-03","UFJF","CESJ","28132","PreservedSpecimen","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","H.F. Leitão Filho","H.M.de Souza","1967","10","24","Brasil","São Paulo","S. Luis do Paraytinga",NA,NA,NA,NA,"CESJ028132",NA,"Angiosperma",NA,"CESJ28132","América do Sul","Rod. para Ubatuba antes do Alto da Serra",NA,"Árvore com 4-5 m nova. Flores amarelas. Madeira de lei.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2019-11-21 14:36:55-03","UFJF","CESJ","X-263","PreservedSpecimen","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão",NA,"?",NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,"CESJ00X263",NA,"Angiosperma",NA,"s.n.",NA,NA,NA,"Nome vulgar:Óleo pardo,jataúba.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2019-11-21 14:36:55-03","UFJF","CESJ","34161","PreservedSpecimen","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","A.V. Lopes; P.L. Viana","R.M. Castro; F.R.G. Salimena; P.H. Nobre","2001","05","20","Brasil","Minas Gerais","Lima Duarte","-43.793098449707","-21.8425006866455",NA,NA,"CESJ034161",NA,"Angiosperma",NA,"375","América do Sul","Arraial de Conceição do Ibitipoca, Parque Estadual de Ibitipoca e Pedra do Gavião.",NA,"Árvore no pasto, ca. 7,0 m. Flores creme com cálice e pedicelo esverdeados. Presença de abelhas em vista Ás flores.",NA,NA,"2005","30417","auto",NA,"11","09",NA,NA,NA,NA,NA,NA
"191","2019-11-21 14:36:55-03","UFJF","CESJ","46096","PreservedSpecimen","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","P.L. Viana","P.L. Viana; N.F.O. Mota; T.E. Almeida","2005","05","09","Brasil","Minas Gerais","Santo Antônio do Rio Abaixo","-43.2538986206055","-19.2283000946045",NA,NA,"CESJ046096",NA,"Angiosperma",NA,"1866","América do Sul","Área de influência da PCH Quinquim",NA,"Árvore de aproximadamente, 8 m de altura em área de pastagem. Frutos maduros castanhos.",NA,NA,"2005","8339","auto",NA,"09",NA,NA,NA,NA,NA,NA,NA
"192","2019-09-16 10:29:45-03","UNICAMP","UEC","115107","S","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","Sartori, ALB","Cardoso-Leite, E","1998","06","07","Brazil","São Paulo","Jundiaí","-46.25","-23.25","-46.25","-23.25","UEC066243","UEC066243","Magnoliopsida",NA,"A724",NA,"Reserva Biológica Municipal da Serra do",NA,"folha, 9m.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2019-10-14 10:24:17-03","UNICAMP","UEC","118755","S","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","Sartori, ALB","Lima, HC; Gomes, JC; Wendt, T; Farney de Sá, C; Andreata, RHP","1987","07",NA,"Brazil","Rio de Janeiro","Santa Maria Madalena","-41.833333","-21.883333","-41.833333","-21.883333","UEC166439","UEC166439","Magnoliopsida",NA,"3054",NA,"Parque Estadual do Desengano, Sossego",NA,"flor, Capoeira de encosta. Árvore pequena, cerca de 14m de altura, tronco com casca levemente fissurada e acinzentada. DAP 28 cm. Flores perfumadas, cálice alvo-esverdeado e corola e estames alvos. Frequente na capoeira de encosta. N",NA,NA,"1999",NA,NA,NA,"08",NA,NA,NA,NA,NA,NA,NA
"194","2019-09-16 10:29:45-03","UNICAMP","UEC","150226","S","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","Bertoncello, R","Bertoncello, R; Pansonato, M","2007","06","10","Brazil","São Paulo","Ubatuba","-44.789167","-23.303889","-44.789167","-23.303889","UEC166437","UEC166437","Magnoliopsida",NA,"625",NA,"Parque Estadual da Serra do Mar, Morro do Cuscuzeiro",NA,NA,"970","970","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2019-09-16 10:29:45-03","UNICAMP","UEC","73942","S","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","Sartori, ALB","Shepherd, GJ; Moreira, JLA","1995","04","05","Brazil","São Paulo","Cruzeiro","-45.236111","-22.491667","-45.236111","-22.491667","UEC166438","UEC166438","Magnoliopsida",NA,"95-11",NA,"Faz. Boa Vista.",NA,"flor, Mata de encosta, perturbada. Árvore com 8m, botões verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2021-03-01 16:31:06-03","UNICAMP","UEC","163506","S","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","Silva, ED","Silva, ED","2008","01","25","Brazil","São Paulo","Ubatuba","-44.819444","-23.361111","-44.819444","-23.361111","UEC092306","UEC092306","Magnoliopsida",NA,"1018",NA,"Núcleo Picinguaba Parque Estadual da Serra do Mar.",NA,"Árvore 5 m, estéril.; Floresta Ombrófila Densa de Terras Baixas.","21","21","2008",NA,NA,NA,"03",NA,NA,NA,NA,NA,NA,NA
"197","2021-03-01 16:31:06-03","UNICAMP","UEC","163638","S","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","Sanches, M","Sanchez, M;; Belinello, R; Pedroni, F; Laps, RR","1997","04","16","Brazil","São Paulo","Ubatuba","-44.8","-23.366667","-44.8","-23.366667","UEC092243","UEC092243","Magnoliopsida",NA,"1595",NA,"Picinguaba Morro do Corisco.",NA,"Árvore 310 com 7 m de altura, vegetativo.; Mata atlântica de encosta.","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2021-03-01 16:31:06-03","UNICAMP","UEC","170007","S","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","Silva, ED","Rochelle, ALC",NA,NA,NA,"Brazil","São Paulo","Ubatuba","-45.084167","-23.366667","-45.084167","-23.366667","UEC041771","UEC041771","Magnoliopsida",NA,"J189",NA,"Fazenda Capricórnio - Bairro Taquaral, Floresta Ombrófila Densa Submontana.",NA,"Indivíduo J189 da parcela J do Projeto Temático BIOTA-Gradiente Funcional.","450","450","2008",NA,NA,NA,"02",NA,NA,NA,NA,NA,NA,NA
"199","2021-03-01 16:31:06-03","UNICAMP","UEC","188889","S","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão",NA,"Silva, BG; Koch, I; Castello, ACD; Vidal Junior, JD","2015","01","08","Brazil","São Paulo","São Miguel Arcanjo","-47.969444","-24.067778","-47.969444","-24.067778","UEC119484","UEC119484","Magnoliopsida",NA,"231",NA,"Parque Estadual Carlos Botelho",NA,"Árvore, 8 m de altura e 7,3 cm de DAP; Floresta Ombrófila Densa","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2019-09-16 10:29:45-03","UNICAMP","UEC","91464","S","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","Sartori, ALB","Barreto, KD; Fernandes, GD; Vitti, FX","1994","06","28","Brazil","São Paulo","São José do Barreiro","-44.582222","-22.664722","-44.582222","-22.664722","UEC166441","UEC166441","Magnoliopsida",NA,"2641",NA,"Serra da Bocaina.",NA,"flor, Árvore, 3m alt., flores creme. Borda.",NA,NA,"1999",NA,NA,NA,"08",NA,NA,NA,NA,NA,NA,NA
"201","2019-09-16 10:29:45-03","UNICAMP","UEC","91475","S","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","Sartori, ALB","Farias, GL","1988","07","12","Brazil","Bahia","Porto Seguro","-39.0647010803223","-16.4496994018555",NA,NA,"UEC166435","UEC166435","Magnoliopsida",NA,"208",NA,"Reserva Florestal de Porto Seguro - CVRD",NA,"flor, Mata de Tabuleiro. Arbóreo com 25m de altura. Botão verde, flor branco.",NA,NA,"1999","68835","auto",NA,"08",NA,NA,NA,NA,NA,NA,NA
"202","2019-09-23 10:16:16-03","UNICAMP","UEC","206067","S","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","Sartori, ALB","Sartori, ALB; Koch, I; Mansano, VF; Sciamarelli, A; Goldenberg, R","1996","08","22","Brazil","Espírito Santo","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"UEC161974","UEC161974","Magnoliopsida",NA,"207",NA,"Reserva Florestal da CVRD, perto do escritório",NA,"folha, Árvore 18m. Material estéril. Caboretinga.",NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2021-03-01 16:31:06-03","UNICAMP","UEC","105636","S","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","Sartori, ALB","Gomes, JML","1992","10","10","Brazil","Espírito Santo","Presidente Kennedy","-41.0466995239258","-21.0988998413086",NA,NA,"UEC166433","UEC166433","Magnoliopsida",NA,"1704",NA,"São Salvador, Domínio dos Tabuleiros",NA,"Planta com 6m de altura. N.V. óleo pardo; No pasto",NA,NA,"1999","24088","auto",NA,"08",NA,NA,NA,NA,NA,NA,NA
"204","2021-03-01 16:31:06-03","UNICAMP","UEC","75950","S","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","Hatschbach, G","Silva, MJ; Ribas, OS","1994","09","01","Brazil","Paraná","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672",NA,NA,"UEC161985","UEC161985","Magnoliopsida",NA,"1381",NA,"Rodovia para o Parque das Lauraceas, Rio Capivari.",NA,"Árvore de 20m. flor alva, odorífera, próxima ao rio.; Mata Pluvial.",NA,NA,"1994","61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2019-09-16 10:29:45-03","UNICAMP","UEC","39104","S","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","Sartori, ALB","Vieira, AOS","1986","10","02","Brazil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,"UEC166432","UEC166432","Magnoliopsida",NA,"s.n.",NA,"Mata do Godoy.",NA,"flor, Árvore 12m, flores branco-esverdeadas. Entrada da mata.",NA,NA,"1999","63728","auto",NA,"08",NA,NA,NA,NA,NA,NA,NA
"206","2019-09-16 10:29:45-03","UNICAMP","UEC","46622","S","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","Sartori, ALB","Vieira, AOS","1986","10","02","Brazil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,"UEC166434","UEC166434","Magnoliopsida",NA,"s.n.",NA,"Mata do Godoy.",NA,"flor, Árvore 12m, flores branco-esverdeadas. Entrada da mata.",NA,NA,"1999","63728","auto",NA,"08",NA,NA,NA,NA,NA,NA,NA
"207","2019-09-16 10:29:45-03","UNICAMP","UEC","97991","S","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","Dias, MC","Dias, MC; et al.","1995","09","29","Brazil","Paraná","Sertanópolis","-51.0363998413086","-23.0585994720459",NA,NA,"UEC066241","UEC066241","Magnoliopsida",NA,"44",NA,"Fazenda Ferraz",NA,"fruto, Árvore 10m alt., frutos imaturos verdes. Beira da mata.",NA,NA,"1996","19992","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2019-09-16 10:29:45-03","UNICAMP","UEC","70574","S","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","Sartori, ALB","Toledo Filho, DV; et al.","1992","02","12","Brazil","São Paulo","Águas da Prata","-46.7099990844727","-21.9300003051758",NA,NA,"UEC166442","UEC166442","Magnoliopsida",NA,"26050",NA,"Reserva Estadual de Águas da Prata, mata",NA,"folha, Árvore 8-10m, interior da mata.",NA,NA,"1999","13435","auto",NA,"08",NA,NA,NA,NA,NA,NA,NA
"209","2021-03-01 16:31:06-03","UNICAMP","UEC","84330","S","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","Sartori, A","Hoehne, FC","1933","10","04","Brazil","São Paulo","Cabreúva","-47.1300010681152","-23.2999992370605",NA,NA,"UEC066244","UEC066244","Magnoliopsida",NA,"s.n.",NA,"Serra do Japy.",NA,"Árvore com flores alvacentes e aromáticas",NA,NA,"1999","16877","auto",NA,"08",NA,NA,NA,NA,NA,NA,NA
"210","2021-03-01 16:31:06-03","UNICAMP","UEC","91463","S","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","Sartori, ALB","Prado, RH","1991",NA,NA,"Brazil","São Paulo","Caconde","-46.6399993896484","-21.5200004577637",NA,NA,"UEC166431","UEC166431","Magnoliopsida",NA,NA,NA,NA,NA,"N.V. - óleo pardo, palnte arbórea c.a de 15m. de altura, flores creme, aroma agradável",NA,NA,"1999","19274","auto",NA,"08",NA,NA,NA,NA,NA,NA,NA
"211","2021-03-01 16:31:06-03","UNICAMP","UEC","177900","S","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão",NA,"Moraes, FAL","2003","08","11","Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"UEC023714","UEC023714","Magnoliopsida",NA,"s.n.",NA,"IAC, Parque.",NA,"Árvore, ca. 10m de altura; flores creme.",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2019-09-16 10:29:45-03","UNICAMP","UEC","135622","S","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão",NA,"Tozzi, AMGA","1998","08","28","Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"UEC166440","UEC166440","Magnoliopsida",NA,"9817",NA,"Jardim Botânico",NA,"Árvore de ca. 6m de altura, estéril. Material testemunho de estudos fitoquímicos.",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2021-03-01 16:31:06-03","UNICAMP","UEC","202515","S","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão",NA,"Tozzi, AMGA; Rodrigues, G; et al.","2004","10","27","Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"UEC182541","UEC182541","Magnoliopsida",NA,"s.n.",NA,"Planta cultivada no Jardim Botânico (Arboreto) da UNICAMP (Rua 71, cova 6. Introdução 3449).",NA,"Árvore de ca. 6m de altura, estéril. Material testemunho de estudo fitoquímicos.",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2021-03-01 16:31:06-03","UNICAMP","UEC","175068","S","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","Mantovani, W","Melo, MMRF; Atanásio, A","1989","11","21","Brazil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,"UEC029693","UEC029693","Magnoliopsida",NA,"817",NA,"Ilha do Cardoso.",NA,"Árvore ca. 25m alt.; Perímetro a 1,3m do solo: 120cm; Material estéril coletado do indivíduo nº 2207 amostrado na parcela instalada pela coletora para estudo fitossociológico. N.P. cabreuva.; Mata de encosta do morro de captação de águ",NA,NA,"1990","37574","auto",NA,"06",NA,NA,NA,NA,NA,NA,NA
"215","2019-09-16 10:29:45-03","UNICAMP","UEC","91465","S","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","Sartori, ALB","Moraes, PLR; Diniz, CC","1994","05","22","Brazil","São Paulo","São Miguel Arcanjo","-47.9900016784668","-23.8700008392334",NA,NA,"UEC166436","UEC166436","Magnoliopsida",NA,"1007",NA,"Parque Estadual de Carlos Botelho.",NA,"folha, Árvore, ca. 18m, co-dominante, meio de encosta.",NA,NA,"1999","27904","auto",NA,"08",NA,NA,NA,NA,NA,NA,NA
"216","2021-03-01 16:31:06-03","UNICAMP","UEC","156322","S","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","Sartori, ALB","Galleti, M; et al.","1994","08","24","Brazil","São Paulo","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"UEC054459","UEC054459","Magnoliopsida",NA,"531",NA,"Fazenda Intervales, Base Saibadela, trilha azul. Na fen. n. 90A",NA,"Árvore, 15 m de altura, flores brancas, com odor de laranja e carambora.",NA,NA,"1999","34059","auto",NA,"08",NA,NA,NA,NA,NA,NA,NA
"217","2021-03-01 16:31:06-03","UNICAMP","UEC","147758","S","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão",NA,"Campos, MCR; Gomes, JAMA; Benedetti, FJ","2007","07","15","Brazil","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,"UEC161975","UEC161975","Magnoliopsida",NA,"982A",NA,"Núcleo Picinguaba/PESM; Trilha da Casa da Farinha; parcela E, subparcela 78",NA,"Indivíduo E0985, altura 19m",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2021-03-01 16:31:06-03","UNICAMP","UEC","172632","S","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","Silva, ED","Silva, ED","2007","07","13","Brazil","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,"UEC016719","UEC016719","Magnoliopsida",NA,"901",NA,"Núcleo Santa Virgínia, Parque Estadual da Serra do Mar.",NA,"Árvore 5m, estéril.; Trilha do Poço do Pito, floresta ombrófila densa montana.",NA,NA,"2008","34265","auto",NA,"01",NA,NA,NA,NA,NA,NA,NA
"219","2019-11-19 14:07:41-03","UFRPE","PEUFR","15423","PreservedSpecimen","Plantae","Leguminosae-Caes.","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","H.C. de Lima","M.T. Monteiro","1971","07","21","Brasil","Bahia","Itamaraju","-39.5311012268066","-17.0391998291016",NA,NA,"PEUFR015423",NA,NA,NA,"23490",NA,"Fazenda Boa Vista",NA,"Flores amareladas com perfume bastante agradável",NA,NA,"2002","55932","auto",NA,"12",NA,NA,NA,NA,NA,NA,NA
"220","2020-04-22 16:20:48-03","UFPB","JPB","56146","PreservedSpecimen","Plantae","Leguminosae","Myrocarpus","frondosus","Myrocarpus frondosus","Fr. Allen.","Lima, HC","Lima, HC; Filardi, FLR; Ribeiro, RD; Silva, AG","2008","07","23","Brasil","Bahia","Porto Seguro","-39.0647010803223","-16.4496994018555",NA,NA,"JPB0056146",NA,"Angiosperma","Dicotyledon","6905","Southern America","Parque Nacional do Monte Pascoal, Na entrada da Sede, lado direito.",NA,"; DESC: Árvore com 16 metros de altura. Tronco com casca escamosa e pardacenta, DAP ca 20+35 cm. Inflorescência erectas, flores com cálice alvo-esverdeado, e estames alvos. Ocasional na área. Fotos H.C.L. Material em alcool 70 grau e",NA,NA,"2008","68835","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2020-04-22 16:20:48-03","UFPB","JPB","6765","PreservedSpecimen","Plantae","Leguminosae","Myrocarpus","frondosus","Myrocarpus frondosus","Fr. Allen.",NA,"Sehnem, A","1949","10","20","Brasil","Rio Grande do Sul","Montenegro","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"Angiosperma","Dicotyledon","JPB6765","Southern America","Linha São Pedra, São Salvador.",NA,"; DESC: Arbóreo. Folhas alternas, compostas; flores com pétalas desiguais, fortemente zigomorfa.",NA,NA,NA,"21601","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2020-12-04 13:19:15-03","UDESC","LUSC","10224","PreservedSpecimen","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus",NA,"Caxambu, M.G.","Caxambu, M.G.; Siqueira, E.L. & Morais, A.D.","2016","08","26","Brasil","Paraná","Céu Azul","-53.870278","-25.191944","53º52'13''W","25º11'31''S","LUSC009913","LUSC009913",NA,NA,"7474",NA,"Parque Nacional do Iguaçu.",NA,"Flores alvas com estames amarelos. Botões florais verdes. Habitat: Floresta Estacional Semidecidual Submontana Habito: Arbórea","646","646","2016",NA,NA,NA,"09","02",NA,NA,NA,NA,NA,NA
"223","2020-12-04 13:19:16-03","UDESC","LUSC","7545","PreservedSpecimen","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus",NA,"Silva, A.C.","Souza,K.","2015","02","23","Brasil","Santa Catarina","Capão Alto","-50.5119018554688","-27.9368991851807",NA,NA,"LUSC001492","LUSC001492",NA,NA,"13",NA,"Próximo a Divisa do Estado de SC e RS (Rio Pelotas).",NA,NA,NA,NA,"2013","41668","auto",NA,"10","25",NA,NA,NA,NA,NA,NA
"224","2021-03-26 10:43:28-03","UDESC","LUSC","9159","PreservedSpecimen","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus",NA,"C. Mondin","C. Mondin","2017","09","18","Brasil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,"LUSC007886","LUSC007886",NA,NA,"3733",NA,"Praia da solidão.",NA,"Arvoreta com ca. 5 m de altura. Na borda da mata. Flores brancas perfumadas.",NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2020-12-04 13:19:16-03","UDESC","LUSC","7787","PreservedSpecimen","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus",NA,"Richetti, E.","Richetti, E.","2012","10","10","Brasil","Santa Catarina","Joaçaba","-51.5046997070312","-27.1781005859375",NA,NA,"LUSC001488","LUSC001488",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18588","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2020-12-04 13:19:16-03","UDESC","LUSC","7786","PreservedSpecimen","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus",NA,"Richetti, E.","Richetti, E.","2012","10","10","Brasil","Santa Catarina","Joaçaba","-51.5046997070312","-27.1781005859375",NA,NA,"LUSC001485","LUSC001485",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012","18588","auto",NA,"11","09",NA,NA,NA,NA,NA,NA
"227","2020-12-04 13:19:15-03","UDESC","LUSC","6257","PreservedSpecimen","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus",NA,"Steiner, F.","Mariot, A.","2013","11","06","Brasil","Santa Catarina","Vargem","-50.9749984741211","-27.489200592041",NA,NA,"LUSC001482","LUSC001482",NA,NA,NA,NA,"Canteiro de obras da UHE São Roque.",NA,NA,"800.4","800.4","2013","16238","auto",NA,"11","06",NA,NA,NA,NA,NA,NA
"228","2020-12-04 13:19:15-03","UDESC","LUSC","6256","PreservedSpecimen","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus",NA,"Steiner, F.","Mariot, A.","2013","11","06","Brasil","Santa Catarina","Vargem","-50.9749984741211","-27.489200592041",NA,NA,"LUSC001481","LUSC001481",NA,NA,NA,NA,"Canteiro de obras da UHE São Roque.",NA,NA,"793.2","793.2","2013","16238","auto",NA,"11","06",NA,NA,NA,NA,NA,NA
"229","2020-12-04 13:19:15-03","UDESC","LUSC","6255","PreservedSpecimen","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus",NA,"Steiner, F.","Marcon, A.","2013","11","06","Brasil","Santa Catarina","Vargem","-50.9749984741211","-27.489200592041",NA,NA,"LUSC001493","LUSC001493",NA,NA,NA,NA,"Canteiro de obras da UHE São Roque.",NA,NA,"794.2","794.2","2013","16238","auto",NA,"10","31",NA,NA,NA,NA,NA,NA
"230","2019-01-17 11:25:27-02","PUCRS","MPUC","21059","S","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","R.S. Bergamin","M.L. Vieira","2015","08","22","Brasil","PR","Leópolis","-50.7510986328125","-23.0799999237061",NA,NA,NA,NA,NA,"Fabales",NA,"South America",".",NA,"Vegetação secundária",NA,NA,"2015","22638","auto",NA,"01","01","Magnoliopsida",NA,NA,NA,"1",NA
"231","2019-01-17 11:25:27-02","PUCRS","MPUC","18339","S","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","N.I. Matzenbacher",NA,"2012","11","25","Brasil","RS","Guaíba","-51.3280556","-30.1011667","-51.3280556000","-30.1011667000",NA,NA,NA,"Fabales",NA,"South America","BR 116 km 307, Fazenda São Maximiano",NA,NA,NA,NA,"2012",NA,NA,NA,"01","01","Magnoliopsida",NA,NA,NA,"1",NA
"232","2020-10-14 10:01:44-03","FURB","FURB","20071","PreservedSpecimen","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","Gasper, AL de","Verdi, M.; Hasckel, R.P. & Klemz, G.","2008","11","18","Brasil","Santa Catarina","Lacerdópolis","-51.6144444","-27.2680556","-51.6144444","-27.2680556","FURB25374","FURB25374",NA,NA,"3771",NA,"Canela Funda - Santa Bárbara.",NA,"Fito IFFSC 1787 /O/22 Habitat: Floresta Estacional Decidual; Estágio médio de regeneração Habito: arbórea;","647","647","2010",NA,NA,NA,"01","25",NA,NA,NA,NA,NA,NA
"233","2020-10-14 10:01:44-03","FURB","FURB","34898","PreservedSpecimen","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","Oliveira, AA de","Dreveck, S.","2010","05","25","Brasil","Santa Catarina","Benedito Novo","-49.5","-26.82","-49.5000000","-26.8200000","FURB25372","FURB25372",NA,NA,"2465",NA,"Alto São João.",NA,"Voucher estéril IFFSC 745 (Fitossociologia) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbórea;","690","690","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2020-10-14 10:01:44-03","FURB","FURB","45378","PreservedSpecimen","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","Oliveira, AA de","Oliveira, A.A. de","2015","01","11","Brasil","Santa Catarina","Jacinto Machado","-49.86","-29.07","-49.8600000","-29.0700000","FURB25371","FURB25371",NA,NA,"897",NA,"Tenente.",NA,"Fito IFFSC 10 /S/9","80","80","2015",NA,NA,NA,"01","11",NA,NA,NA,NA,NA,NA
"235","2020-10-14 10:01:44-03","FURB","FURB","38873","PreservedSpecimen","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","Smith, SF","Bresolin, A.","1971","11","04","Brasil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,"FURB25370","FURB25370",NA,NA,"395",NA,"Tapera, Caeira.",NA,NA,"200","200","1992","27000","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2020-10-14 10:01:44-03","FURB","FURB","2135","PreservedSpecimen","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","Cordeiro, J","Sevegnani, L.","2002","11","18","Brasil","Santa Catarina","Rio do Sul","-49.6431007385254","-27.2141990661621",NA,NA,"FURB25373","FURB25373",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","15163","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
