"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount"
"98","2019-11-19 14:06:58-03","UFRPE","PEUFR","25880","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.",NA,"M.T. Monteiro","23542","1971","09","21",NA,"Brasil","Bahia","Itamaraju","Fazenda Boa Vista","-39.5311012268066","-17.0391998291016",NA,"Árvore; flores amarelo-esverdeadas pouco perfumadas; resina vermelha","PEUFR025880",NA,"55932","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2019-11-19 14:06:58-03","UFRPE","PEUFR","25881","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.",NA,"M.T. Monteiro","23519","1971","07","30",NA,"Brasil","Bahia","Itamaraju","Fazenda Palmeira","-39.5311012268066","-17.0391998291016",NA,"Árvore; flores amareladas com pouco perfume; madeira amarelada; resina avermelhada","PEUFR025881",NA,"55932","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2019-11-19 14:06:58-03","UFRPE","PEUFR","53804","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.","J. Irapuan","V. V. P. Ribeiro","2","2018","03","13",NA,"Brasil","Pernambuco","Recife","Campus da UFRPE","-34.8810997009277","-8.05389022827148",NA,"Árvore sem flores; com fruto imaturo verde; cerca de 20m de altura; tronco estriado; folhas digitadas, folha adaxial verde escuro, abaxial verde claro com nervuras proeminente e terminal de ramos lenticelados; o fruto se encontra na","PEUFR053804",NA,"18865","auto",NA,NA,NA,NA,"2018","03","13",NA,NA,NA,NA
"101","2019-11-19 14:06:58-03","UFRPE","PEUFR","606","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.","Pickel","B. Pickel","4834","1939","09","30",NA,"Brasil","São Paulo","São Paulo","Horto Florestal","-46.6300010681152","-23.5400009155273",NA,"Árvore","PEUFR000606",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-05-20 15:13:55-03","UFPB","JPB","3023","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.",NA,"Xavier, LP","JPB3023","1971","11","13","Southern America","Brasil","Paraíba","João Pessoa",NA,"-34.863056","-7.115",NA,NA,NA,NA,NA,NA,"47","47","-34.863056","-7.115",NA,NA,NA,NA,NA,NA,NA
"103","2019-11-06 09:55:16-03","UFOP","OUPR","13967","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.","Messias, M.C.T.B.","Messias, M.C.T.B.","s.n.","2002","09","07",NA,"Brasil","Minas Gerais","Ipanema",NA,"-41.7131004333496","-19.8008003234863",NA,"Árvore, flores amarelo-claras, sementes usadas como purgativas. Mata",NA,NA,"26330","auto",NA,NA,NA,NA,"2002","11","01",NA,NA,NA,NA
"104","2019-11-06 09:55:16-03","UFOP","OUPR","17315","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.","Badini, J.","Badini, J.","s.n.","1966",NA,NA,NA,"Brasil","Minas Gerais","Mariana","Passagem de Mariana","-43.4160995483398","-20.377799987793",NA,"Árvore, flores pálidas. Cultivada",NA,NA,"33524","auto",NA,NA,NA,NA,"1966",NA,NA,NA,NA,NA,NA
"105","2019-11-06 09:55:16-03","UFOP","OUPR","17316","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.","Badini, J.","Badini, J.","s.n.","1966",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,"Árvore, flores pálidas. Cultivada",NA,NA,"44599","auto",NA,NA,NA,NA,"1966",NA,NA,NA,NA,NA,NA
"106","2020-12-04 13:19:08-03","UDESC","LUSC","364","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.","Silva, A.C. da","Elise; Isabelli & Paula",NA,"2006","07","04",NA,"Brasil","Minas Gerais","Itutinga",NA,"-44.6577987670898","-21.2980995178223",NA,NA,"LUSC007963","LUSC007963","24458","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-12-04 13:19:08-03","UDESC","LUSC","365","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.","Silva, A.C. da",NA,NA,"2006","07","04",NA,"Brasil","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541",NA,NA,"LUSC007964","LUSC007964","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-10-14 10:01:26-03","FURB","FURB","14150","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.","Oliveira, AA de","Sevegnani, L.",NA,"2009","10","01",NA,"Brasil","Santa Catarina","Blumenau","Próximo a agência dos Correios da Itoupava Norte.","-49.0838889","-26.8866666",NA,NA,"FURB01577","FURB01577",NA,NA,"11","11","-49.0838889","-26.8866666","2011","02","04",NA,NA,NA,NA
"109","2020-09-25 10:57:40-03","UFPE","UFP-CARPOTECA","67","S","Plantae",NA,NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Will. Alograf.",NA,"Nascimento, M","s.n.","2001","06",NA,NA,"Brasil","Pernambuco","Guaramiranga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2019-12-06 19:29:32-03","UFES","VIES","8019","S","Plantae",NA,NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.","Sarnaglia Júnior, V.B.","Sarnaglia Júnior, V.B.; Zani, L.B.; Gomes, J.M.L. & Dutra, S.S.","177","2009","10","15",NA,"Brasil","Espírito Santo","Aracruz","A.I. do Limão.","-40.150278","-19.675833",NA,NA,"VIES008019","VIES008019",NA,NA,NA,NA,"40º9'1''W","19º40'33''S","2009","10","15",NA,NA,NA,NA
"111","2020-04-27 16:09:39-03","UFES","VIES","20288","S","Plantae",NA,NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.","Pereira, M.A.","Pereira, M.A.","59","1993","01","05",NA,"Brasil","Espírito Santo","Aracruz",NA,"-40.2733001708984","-19.8202991485596",NA,NA,"VIES020288","VIES020288","37987","auto",NA,NA,NA,NA,"1993","01","05",NA,NA,NA,NA
"112","2020-04-27 16:09:39-03","UFES","VIES","20246","S","Plantae",NA,NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.","Acácio, G.","Acácio, G.","122","1994","03","23",NA,"Brasil","Espírito Santo","Cachoeiro de Itapemirim","R.F. Bananal do Norte.","-41.1128005981445","-20.8488998413086",NA,NA,"VIES020246","VIES020246","35694","auto",NA,NA,NA,NA,"1994","03",NA,NA,NA,NA,NA
"113","2020-04-27 16:09:39-03","UFES","VIES","32998","S","Plantae",NA,NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.","Assis, A.M.","Assis, A.M.; Cipriano, R. & Coutinho, H.","2814","2012","01","03",NA,"Brasil","Espírito Santo","Conceição da Barra","APA de Conceição da Barra.","-39.7322006225586","-18.5932998657227",NA,NA,"VIES032998","VIES032998","41644","auto","17","17",NA,NA,"2012","12","03",NA,NA,NA,NA
"114","2020-04-27 16:09:39-03","UFES","VIES","7709","S","Plantae",NA,NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.","Farney, C.","Pereira, O.J.; Gomes, J.M.L.; Martins, M.L.L.; Pereira, S.V. & Simões, J.M.","3079","1992","03","25",NA,"Brasil","Espírito Santo","Conceição da Barra","Área 213 da Aracruz Celulose S.A.","-39.7322006225586","-18.5932998657227",NA,NA,"VIES007709","VIES007709","41644","auto",NA,NA,NA,NA,"2014","07",NA,NA,NA,NA,NA
"115","2020-04-27 16:09:39-03","UFES","VIES","11964","S","Plantae",NA,NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.","Oliveira, A.G.","Giaretta, A.O.; Lopes, L.C.M.; Amaral, M.V. & Ribeiro, M.","702","2010","01","13",NA,"Brasil","Espírito Santo","Conceição da Barra","Itaúnas.","-39.7322006225586","-18.5932998657227",NA,NA,"VIES011964","VIES011964","41644","auto",NA,NA,NA,NA,"2010","01","13",NA,NA,NA,NA
"116","2020-10-05 13:18:26-03","UFES","VIES","42541","S","Plantae",NA,NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.",NA,"Nepomuceno, A.; Nicchio, R.; Miranda, V.S.; Sossai, B.G.; Mendes, B.; Dias, L.F.D.; Alves-Araújo, A.","709","2019","02","20",NA,"Brasil","Espírito Santo","Conceição da Barra","Trilha do Paliteiro (interior). Flona do Rio Preto","-39.7322006225586","-18.5932998657227",NA,NA,"VIES042541","VIES042541","41644","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2019-06-27 10:24:52-03","UFES","VIES","13575","S","Plantae",NA,NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.",NA,"Flores, T.B.","966","2010","10","29",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale - estrada ao lado do viveiro.","-40.0722007751465","-19.3910999298096",NA,NA,"VIES013575","VIES013575","48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2019-12-06 19:29:32-03","UFES","VIES","26646","S","Plantae",NA,NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.",NA,"Flores, T.B.; Romão, G.O.","1140","2012","08","25",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.133333","-18.95",NA,NA,"VIES026646","VIES026646",NA,NA,NA,NA,"40º8'W","18º57'S",NA,NA,NA,NA,NA,NA,NA
"119","2020-04-27 16:09:39-03","UFES","VIES","31625","S","Plantae",NA,NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.","Zorzanelli, J.P.F.","Dias, H.M.; Santos, J.A.; Serafim, J.A.S. & Machado, U.N.","278","2007","09","18",NA,"Brasil","Bahia","Caravelas",NA,"-39.183333","-17.716667",NA,NA,"VIES031625","VIES031625",NA,NA,NA,NA,"39º11'0''W","17º43'0''S","2013","03","18",NA,NA,NA,NA
"120","2021-02-12 18:12:05-03","UFES","VIES","36754","S","Plantae",NA,NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.",NA,"Gurtler, J.; Dutra, S.C.","JAC 272","2017","12","05",NA,"Brasil","Espírito Santo","Nova Venécia","Fazenda Santa Rita. Ao pé da pedra da torre (P1).","-40.443056","-18.785",NA,NA,"VIES036754","VIES036754",NA,NA,NA,NA,"40º26'35''W","18º47'6''S",NA,NA,NA,NA,NA,NA,NA
"121","2021-02-12 18:12:05-03","UFES","VIES","36854","S","Plantae",NA,NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.",NA,"Gurtler, J.; Dutra, S.C.","JAC 372","2018","02","02",NA,"Brasil","Espírito Santo","Nova Venécia","Fazenda Santa Rita. Ao pé da pedra da torre (P3).","-40.441389","-18.785278",NA,NA,"VIES036854","VIES036854",NA,NA,NA,NA,"40º26'29''W","18º47'7''S",NA,NA,NA,NA,NA,NA,NA
"122","2019-12-06 19:29:32-03","UFES","VIES","37282","S","Plantae",NA,NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.",NA,"Souza, W.O.; Machado, J.O. & Alves-Araújo, A.","280","2014","03","18",NA,"Brasil","Espírito Santo","Conceição da Barra","Parque Estadual de Itaúnas.","-39.701944","-18.403333",NA,NA,"VIES037282","VIES037282",NA,NA,NA,NA,"39º42'7''W","18º24'12''S",NA,NA,NA,NA,NA,NA,NA
"123","2020-01-20 11:05:30-03","UFES","VIES","46370","S","Plantae",NA,NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.",NA,"Menezes, B.D.; Assis, A.M.; Vago, A.M.; Rezende, J.D. & Botelho, R.M.","51","2010","08","20",NA,"Brasil","Espírito Santo","Serra","Vertente sudeste. Acesso pelo Bairro Jardim Tropical (FURNAS).","-40.3","-20.182778",NA,NA,"VIES046370",NA,NA,NA,"270","270","40º18'W","20º10'58''S",NA,NA,NA,NA,NA,NA,NA
"124","2020-04-27 16:09:39-03","UFES","VIES","22651","S","Plantae",NA,NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.","Gomes, J.M.L.","Gomes, J.M.L.","3718","2011","04","23",NA,"Brasil","Espírito Santo","Linhares","Flona de Goytacazes.","-40.0722007751465","-19.3910999298096",NA,NA,"VIES022651","VIES022651","48094","auto",NA,NA,NA,NA,"2011","04","23",NA,NA,NA,NA
"125","2019-06-27 10:24:52-03","UFES","VIES","23717","S","Plantae",NA,NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.",NA,"Giaretta, A.O.; Lobão, A.Q.; Gusson, M.F.; Ribeiro, M.; Lopes.L.C.M.; Cruz, F.M. & Borges, K.F.","703","2010","01","18",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,"VIES023717",NA,"33715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-04-27 16:09:39-03","UFES","VIES","10287","S","Plantae",NA,NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.","Silva, V.R.","Silva, V.R.","4","2000","02","21",NA,"Brasil","Espírito Santo","Vitória","Campus da UFES - Goiabeiras.","-40.3377990722656","-20.3194007873535",NA,NA,"VIES010287","VIES010287","15291","auto",NA,NA,NA,NA,"2000","02","21",NA,NA,NA,NA
"127","2021-04-05 11:06:00-03","UNESP-IBB","BOTUW","370","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.",NA,NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo",NA,"Comp. Vale do Rio Doce","-40.533333","-19.866667",NA,NA,"BOTUW000370",NA,NA,NA,NA,NA,"40°32'W","19°52'S",NA,NA,NA,NA,NA,NA,NA
"128","2020-06-29 09:30:14-03","UFRRJ","RBR","43724","S","Plantae",NA,NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.","T.P.P. Alverga","J.H. Martins",NA,"2013","06","17",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Rio de janeiro. Inventário complementar P2-05.","-43.234722","-22.901111",NA,NA,"RBR00043724",NA,NA,NA,NA,NA,"43º14'5''W","22º54'4''S",NA,NA,NA,NA,NA,NA,NA
"129","2020-06-29 09:30:14-03","UFRRJ","RBR","17890","S","Plantae",NA,NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.",NA,"D.C. Carvalho","72","2005","09","21",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Restinga da marambaia, praia do sino, floresta atlantica de encosta .","-44.040599822998","-22.9596996307373",NA,NA,"RBR00017890",NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-06-29 09:30:14-03","UFRRJ","RBR","44959","S","Plantae",NA,NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.","FLO Mário Xavier","J.B. Netto-Ferreira","2","2019","01","29",NA,"Brasil","Rio de Janeiro","Seropédica","Universidade Federal Rural do Rio de Janeiro. Casa de Vegetação do Instituto de Agronomia. Amostra retirada de mudas produzidas na casa de vegetação 4 do Instituto de Agronomia da UFRRJ.","-43.683333","-22.75",NA,NA,"RBR00044959",NA,NA,NA,"33","33","43º41'W","22º45'S",NA,NA,NA,NA,NA,NA,NA
"131","2020-06-29 09:30:14-03","UFRRJ","RBR","13213","S","Plantae",NA,NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.",NA,"D.C. Carvalho","26","2005","04","22",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Caminho para Praia do sino.","-44.040599822998","-22.9596996307373",NA,NA,"RBR00013213",NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2013-04-01 09:17:58-03","IPT","BCTW","1190","S","Plantae","Magnoliophyta",NA,NA,"Joannesia","princeps","Joannesia princeps","Vellozo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"133","2013-04-01 09:17:58-03","IPT","BCTW","2597","S","Plantae","Magnoliophyta",NA,NA,"Joannesia","princeps","Joannesia princeps","Vellozo",NA,NA,NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"134","2013-04-01 09:17:58-03","IPT","BCTW","4148","S","Plantae","Magnoliophyta",NA,NA,"Joannesia","princeps","Joannesia princeps","Vellozo",NA,NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo",NA,"Divisa com Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"135","2013-04-01 09:17:58-03","IPT","BCTW","4356","S","Plantae","Magnoliophyta",NA,NA,"Joannesia","princeps","Joannesia princeps","Vellozo",NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Belo Horizonte",NA,"-43.9378","-19.9208",NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"136","2013-04-01 09:17:58-03","IPT","BCTW","1187","S","Plantae","Magnoliophyta",NA,NA,"Joannesia","princeps","Joannesia princeps","Vellozo",NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Tombos",NA,"-42.0228","-20.9047",NA,NA,NA,NA,"16749","auto",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"137","2013-04-01 09:17:58-03","IPT","BCTW","11102","S","Plantae","Magnoliophyta",NA,NA,"Joannesia","princeps","Joannesia princeps","Vellozo",NA,NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo","Linhares",NA,"-40.0722","-19.3911",NA,"Reserva Florestal Vale do Rio Doce",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"138","2013-04-01 09:17:58-03","IPT","BCTW","1188","S","Plantae","Magnoliophyta",NA,NA,"Joannesia","princeps","Joannesia princeps","Vellozo",NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"139","2013-04-01 09:17:58-03","IPT","BCTW","1189","S","Plantae","Magnoliophyta",NA,NA,"Joannesia","princeps","Joannesia princeps","Vellozo",NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"140","2021-03-21 19:34:27-03","UFC","EAC","35649","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.","Nunes, E.; Marques, V.B.","Marques, V.B.; Carvalho, A.M.M.","6","2005","04","28","Southern America","Brasil","Ceará","Fortaleza","Campus do Pici, Cantina da Pesca","-38.543098449707","-3.71722006797791",NA,"Arbórea, planta 93","EAC0035649","EAC0035649","19924","auto",NA,NA,NA,NA,"2005","05","11",NA,NA,NA,NA
"141","2021-03-21 19:34:27-03","UFC","EAC","24025","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.","Castro, A.S.F.","Castro, A.S.F.","135","1996","03","12","Southern America","Brasil","Ceará","Fortaleza","Rua Pinto Madeira, Centro","-38.543098449707","-3.71722006797791",NA,"Ruderal","EAC0024025","EAC0024025","19924","auto",NA,NA,NA,NA,"1996","03","12",NA,NA,NA,NA
"142","2021-03-21 19:34:27-03","UFC","EAC","38674","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.","Fernandes, A.; Nunes, E.","Silveira, E.R.","s.n.","2006","02","09","Southern America","Brasil","Ceará","Guaramiranga","Remanso","-38.9331016540527","-4.26332998275757",NA,"Arbórea, fruto marrom; Mata úmida","EAC0038674","EAC0038674","13198","auto",NA,NA,NA,NA,"2006","03","28",NA,NA,NA,NA
"143","2021-03-21 19:34:27-03","UFC","EAC","28479","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.","Nunes, E.","Cavalcanti, F.S.; Silveira, E.R.","s.n.","1999","08","26","Southern America","Brasil","Ceará","Ubajara","PARNA","-40.9211006164551","-3.85443997383118",NA,"Arvoreta, flor branca","EAC0028479","EAC0028479","27385","auto",NA,NA,NA,NA,"1999","09","08",NA,NA,NA,NA
"144","2021-03-21 19:34:27-03","UFC","EAC","55632","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.","Moura, R.","Loiola, M.I.B.; Tabosa, F.R.S.","2233","2014","03","13","Southern America","Brasil","Ceará","Ubajara","PARNA de Ubajara, Entrada do portão principal da sede do ICMBio.","-40.945556","-3.836111",NA,"Árvore 16m; flor com pétalas brancas; fruto de cor amarronzado.","EAC0055632","EAC0055632",NA,NA,"879","879","-40.945556","-3.836111","2014","05","14",NA,NA,NA,NA
"145","2021-03-21 19:34:27-03","UFC","EAC","22035","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.","Fernandes, A.; Nunes, E.","Fernandes, A.; Nunes, E.","EAC22035","1995","02","21","Southern America","Brasil","Ceará","Guaramiranga","Serra de Baturité","-38.9331016540527","-4.26332998275757",NA,"Arbórea, flor creme","EAC0022035","EAC0022035","13198","auto",NA,NA,NA,NA,"1995","02","22",NA,NA,NA,NA
"146","2021-03-21 19:34:27-03","UFC","EAC","39440","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.","Castro, A.S.F.","Cavalcanti, F.S.","1032","2006","08","11","Southern America","Brasil","Ceará","Tianguá","Jaburú","-40.99169921875","-3.7322199344635",NA,"Árvore.&nf;Flores aromáticas.&nf;Flor branca.; Mata baixa","EAC0039440","EAC0039440","36695","auto",NA,NA,NA,NA,"2006","11","28",NA,NA,NA,NA
"147","2021-03-21 19:34:27-03","UFC","EAC","6533","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.","Nunes, E.; et al.","Fernandes, A.; Martins, P.; Matos, F.J.A.","EAC6533","1979","06","15","Southern America","Brasil","Ceará","Ubajara","na entrada do PARNA de Ubajara., Substrato arenoso","-40.9211006164551","-3.85443997383118",NA,"Independente, folha alterna","EAC0006533","EAC0006533","27385","auto",NA,NA,NA,NA,"1979","07","12",NA,NA,NA,NA
"148","2020-12-21 16:24:36-03","MBM","MBM","418824","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.","Cordeiro, J.","Marinero, F.; Nardin, E.C.; Nardin, E.C.","1084","2018","11","23","Southern America","Brazil","Minas Gerais","Bom Jesus do Galho","Rio Doce","-42.498056","-19.526389",NA,"Árvore latescente 7 m; frutos verdes.; Vegetação Secundária Estágio Inicial","MBM418824",NA,NA,NA,"223","223","-42.498056","-19.526389","2019","05","15",NA,NA,NA,NA
"149","2020-12-21 16:24:36-03","MBM","MBM","428846","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.","Lozano, E.D.","Lozano, E.D.; Daniel, V.A.; Daniel, V.A.","3849","2017","09","30","Southern America","Brazil","Espírito Santo","Linhares","Área de Restauração Natural da Fibria","-40.354444","-19.57325",NA,"Árvore, 8 m, flores alvas, mata alterada. Prensada com álcool.; Floresta Estacional Semidecidual.","MBM428846",NA,NA,NA,NA,NA,"-40.354444","-19.57325","2017",NA,NA,NA,NA,NA,NA
"150","2019-11-01 15:28:12-03","PUC-RIO","FCAB","5224","PreservedSpecimen","Plantae",NA,"Angiospermae","Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.",NA,"E. Melo; F. Franca","647","1992","03","29",NA,"Brasil","Brasília","Brasília","Distrito Federal SQS 108","-47.9296989440918","-15.7797002792358",NA,"Árvore 12m alt., flores com petalas brancas, estigma amarelo, frutos imaturo esverdeado, maduro escuro. Látex incolor. Cultivada.","005224",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2015-09-05 07:37:06-03","MNHN","RECOLNAT_MNHN_P","P04830653","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.",NA,"Gaudichaud",NA,"1831","1","1",NA,"Brasil","Rio de Janeiro",NA,"Brésil, Rio de Janeiro.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04830653' target='other'> <mi>dwc_moreinfo</mi></a>","P04830653","P04830653_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1158",NA
"152","2015-09-05 07:37:06-03","MNHN","RECOLNAT_MNHN_P","P04830659","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.",NA,"Riedel",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Brasilia.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04830659' target='other'> <mi>dwc_moreinfo</mi></a>","P04830659","P04830659_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2015-09-05 07:37:06-03","MNHN","RECOLNAT_MNHN_P","P04830646","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.",NA,"Riedel",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Brasilia.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04830646' target='other'> <mi>dwc_moreinfo</mi></a>","P04830646","P04830646_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2015-09-05 07:37:06-03","MNHN","RECOLNAT_MNHN_P","P04830647","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.",NA,"Leschnault",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04830647' target='other'> <mi>dwc_moreinfo</mi></a>","P04830647","P04830647_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
