"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","locality","occurrenceRemarks","phylum","order","recordNumber","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","561594","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","eugeniopsoides","Calyptranthes eugeniopsoides","D.Legrand & Kausel","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","1970","01","15","Brazil","Paraná","Paranaguá","-48.5092","-25.5203",NA,NA,"300","300","NY00561594","NY00561594_01","Pico Torto","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=694107' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","23348","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1522397","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","eugeniopsoides","Marlierea eugeniopsoides","(D.Legrand & Kausel) D.Legrand","M. Sobral",NA,NA,NA,"G. G. Hatschbach","1980","01","16","Brazil","Paraná","Guaraqueçaba","-48.3289","-25.3069",NA,NA,NA,NA,"NY01522397","NY01522397_01","Tagaçaba","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1751635' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","42714","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","615455","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","eugeniopsoides","Marlierea eugeniopsoides","(D.Legrand & Kausel) D.Legrand","M. Sobral",NA,NA,NA,"O. dos S. Ribas","1996","01","10","Brazil","Paraná","Morretes","-48.8342","-25.4769",NA,NA,NA,NA,"NY00615455","NY00615455_01","Serra Marumbi, Rio Taquaral","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=417261' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","963","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","615453","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","eugeniopsoides","Marlierea eugeniopsoides","(D.Legrand & Kausel) D.Legrand","M. L. Kawasaki",NA,NA,NA,"G. G. Hatschbach","1994","12","28","Brazil","Paraná","Bocaiúva do Sul","-49.115","-25.2061",NA,NA,"500","700","NY00615453","NY00615453_01","Parque Estadual das Lauráceas","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=417262' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","61395","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","557834","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","eugeniopsoides","Marlierea eugeniopsoides","(D.Legrand & Kausel) D.Legrand","F. F. Mazine",NA,NA,NA,"W. J. Burchell","1826","11","16","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"NY00557834","NY00557834_01","Forest above Benedictine Monastery","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479528' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","3649","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","615447","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","eugeniopsoides","Marlierea eugeniopsoides","(D.Legrand & Kausel) D.Legrand","M. F. Santos",NA,NA,NA,"R. M. Klein","1955","01","18","Brazil","Santa Catarina","Blumenau","-49.082834","-26.926032",NA,NA,"250","250","NY00615447","NY00615447_01","Mata da Cia Hering, Blumenau","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=604709' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","1105","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","615454","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","eugeniopsoides","Marlierea eugeniopsoides","(D.Legrand & Kausel) D.Legrand","M. Sobral",NA,NA,NA,"R. Kummrow","1985","01","08","Brazil","Paraná","Morretes","-48.8342","-25.4769",NA,NA,NA,NA,"NY00615454","NY00615454_01","Colônia Floresta","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=417260' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","2720","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-13 09:20:23-03","UFRJ","RFA","9362","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","eugeniopsoides","Marlierea eugeniopsoides","( D.Legrand & Kausel) D.Legrand","M. Sobral","2001",NA,NA,"G.G. Hatschbach","1968","02","14","Brasil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"20","20","RFA28033",NA,"Picadão Cambará - Col. Limeira","Arbusto 3 m de altura; flor alva Habitat: Mata pluvial,encosta de morro",NA,NA,"18599",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"19","2020-11-13 09:20:23-03","UFRJ","RFA","10842","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","eugeniopsoides","Marlierea eugeniopsoides","( D.Legrand & Kausel) D.Legrand","M. Sobral","2001",NA,NA,"G.G. Hatschbach","1970","01","15","Brasil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"RFA10808",NA,"Pico Torto","Arvoreta 5 m de altura; flor alva",NA,NA,"23348",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"20","2019-11-19 15:44:42-03","UNEB","HUNEB","3607","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","eugeniopsoides","Marlierea eugeniopsoides","Legr. & Kaus.",NA,NA,NA,NA,"Fonseca, M.R.","1998","10","11","Brasil","Bahia","Mucugê","-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,"HUNEB0003607",NA,"Unidade sustentável de Mucugê, BA - 142, Km 42",NA,"Angiospermae","Florideophycidae","568",NA,NA,"52493","auto","Dicotyledoneae",NA,NA,NA,NA,NA
"21","2020-01-20 14:40:43-03","UPM","MACK","1304","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","eugeniopsoides","Marlierea eugeniopsoides","( D.Legrand & Kausel) D.Legrand","A. A. de Oliveira","2010","04","08","S. Dreveck; et al.","2010","01","28","Brasil","SC","São João de Itaperiú",NA,NA,"S","W",NA,NA,NA,NA,"Santo antônio, floresta ombrófila densa, interior do fragmento.",NA,NA,NA,"1624",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-01-20 14:40:43-03","UPM","MACK","1302","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","eugeniopsoides","Marlierea eugeniopsoides","( D.Legrand & Kausel) D.Legrand","A. L. de Gasper","2010","03","29","A. Stival-Santos","2010","02","20","Brasil","SC","Águas Mornas","-48.823600769043","-27.6938991546631","S","W",NA,NA,NA,NA,"Canto do Schutch, interior do fragmento, floresta ombrófila densa.",NA,NA,NA,"1810",NA,NA,"26556","auto",NA,NA,NA,NA,NA,NA
"23","2020-01-20 14:40:43-03","UPM","MACK","1342","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","eugeniopsoides","Marlierea eugeniopsoides","( D.Legrand & Kausel) D.Legrand","M. Sobral","2010","01","25","A. Korte; A. Kniess","2009","09","17","Brasil","SC","Leoberto Leal","-49.2868995666504","-27.5069007873535","S","W",NA,NA,NA,NA,"Tigre, floresta ombrófila densa.",NA,NA,NA,"213",NA,NA,"21755","auto",NA,NA,NA,NA,NA,NA
"24","2020-01-20 14:40:43-03","UPM","MACK","1300","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","eugeniopsoides","Marlierea eugeniopsoides","( D.Legrand & Kausel) D.Legrand","M. Sobral","2010","01","25","M. Verdi; et al.","2009","11","07","Brasil","SC","Nova veneza","-49.4977989196777","-28.6366996765137","S","W",NA,NA,NA,NA,"São Bonifácio, floresta ombrófila densa.",NA,NA,NA,"3066",NA,NA,"20545","auto",NA,NA,NA,NA,NA,NA
"25","2020-05-19 10:30:33-03","UFBA","ALCB","034516","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","eugeniopsoides","Marlierea eugeniopsoides","(Kausel & D.Legrand) D.Legrand","Sobral, M","1996",NA,NA,"Ribas, OS; Silva, JM; Barbosa, E","1996","01","10","Brasil","Rio Grande do Norte","Paraná","-38.3130989074707","-6.48639011383057",NA,NA,NA,NA,"ALCB058558",NA,NA,"Arvoreta, 3 m, flores alvas.","Dicotyledon",NA,"963","Southern America",NA,"12981","auto",NA,NA,NA,NA,NA,NA
"26","2020-05-19 10:30:33-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Myrtaceae","Marlierea","eugeniopsoides","Marlierea eugeniopsoides","(Kausel & D.Legrand) D.Legrand","Sobral, M","2002",NA,NA,"Silva, JM","2002","02","10","Brasil","Santa Catarina","Itapoá","-48.6161003112793","-26.1168994903564",NA,NA,"10","10",NA,NA,"Rio Saí Guaçu, Ponte do Quinze","6 m. Flor alvacenta.; da planície litorânea.","Dicotyledon",NA,"3569","Southern America",NA,"18121","auto",NA,NA,NA,NA,NA,NA
"27","2020-05-19 10:30:33-03","UFBA","ALCB","60386","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","eugeniopsoides","Marlierea eugeniopsoides","(Kausel & D.Legrand) D.Legrand","Sobral, M","2002",NA,NA,"Silva, JM","2002","02","10","Brasil","Santa Catarina","Itapoá","-48.6161003112793","-26.1168994903564",NA,NA,"10","10","ALCB058559",NA,"Rio Saí Guaçu, Ponte do Quinze","6 m. Flor alvacenta.; da planície litorânea.","Dicotyledon",NA,"3569","Southern America",NA,"18121","auto",NA,NA,NA,NA,NA,NA
"28","2020-02-08 10:05:50-03","NBC","NL-BOTANY","L.2511216","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","eugeniopsoides","Calyptranthes eugeniopsoides","D.Legrand & Kausel",NA,NA,NA,NA,"Hatschbach GG","1965","11","30","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L2511216","NL-L2511216","Est. Parana, Mun. Antonina, Rio Cotia.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2511216 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"29","2020-02-08 10:06:42-03","NBC","NL-BOTANY","U.1451030","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","eugeniopsoides","Marlierea eugeniopsoides","(D.Legrand & Kausel) D.Legrand",NA,NA,NA,NA,"Lindeman JC; Girardi AM; Porto ML; Valls JFM","1971","11","18","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1451030","NL-U1451030","Colonia S.Pedro, 8 km W de Torres, mata da planície costeira.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1451030 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"30","2020-11-04 11:14:21-03","ESALQ","ESA","4713","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","eugeniopsoides","Calyptranthes eugeniopsoides",NA,NA,NA,NA,NA,"Jaramillo, C.B.J.","1986","11","08","Brasil","São Paulo","Iguape","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"ESA004713",NA,NA,NA,"Magnoliophyta",NA,"4.0",NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:14:42-03","ESALQ","ESA","128434","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","eugeniopsoides","Marlierea eugeniopsoides",NA,"Ivanauskas, N.M.","2013",NA,NA,"Kuntz, J.","2013","04","01","Brasil","São Paulo","Tapiraí","-47.5","-23.9599990844727",NA,NA,"282","282","ESA128434",NA,"Reserva Particular da Votorantim (CBA). UHE da Barra, UHE Alecrim trilha da Chaminé","Árvore ca. 3 m alt., frutos imaturos verdes.","Magnoliophyta",NA,"1028.0",NA,NA,"41034","auto",NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:14:42-03","ESALQ","ESA","128430","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","eugeniopsoides","Marlierea eugeniopsoides",NA,"Ivanauskas, N.M.",NA,NA,NA,"Bettinardi, M.L.","2013","04","01","Brasil","São Paulo","Tapiraí","-47.50978","-24.10233","-47.50978","-24.10233","254","254","ESA128430",NA,"Reserva Particular da Votorantim (CBA). UHE da Barra, UHE Alecrim trilha da Chaminé","Árvore. 5 m de altura, fruto verde.","Magnoliophyta",NA,"6.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:14:42-03","ESALQ","ESA","128432","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","eugeniopsoides","Marlierea eugeniopsoides",NA,"Ivanauskas, N.M.","2013",NA,NA,"Delfini, C.","2013","03","27","Brasil","São Paulo","Tapiraí","-47.45029","-24.07695","-47.45029","-24.07695","331","331","ESA128432",NA,"Trilha entre a UHE Alecrim e UHE Porto Raso. Floresta Ombrófila Densa, na margem do rio Dezembro.","Árvore, ca. 2m alt., frutos imaturos verdes.","Magnoliophyta",NA,"834.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:14:42-03","ESALQ","ESA","128433","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","eugeniopsoides","Marlierea eugeniopsoides",NA,"Ivanauskas, N.M.","2013",NA,NA,"Cabral, F.N.","2013","03","30","Brasil","São Paulo","Tapiraí","-47.29357","-24.01305","-47.29357","-24.01305",NA,NA,"ESA128433",NA,"Trilha do Chagas, UHE da Fumaça, Floresta Ombrófila Densa, à margem esquerda do Rio Juquiá.","Arvoreta de 3m. Com fruto verde.","Magnoliophyta",NA,"890.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-04 11:14:42-03","ESALQ","ESA","128431","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","eugeniopsoides","Marlierea eugeniopsoides",NA,"Ivanauskas, N.M.",NA,NA,NA,"Bettinardi, M.L.","2013","04","02","Brasil","São Paulo","Tapiraí","-47.54499","-24.15709","-47.54499","-24.15709","113","113","ESA128431",NA,"Reserva Particular da Votorantim (CBA). UHE da Barra, UHE Serraria, trilha da Igrejinha","Árvore inteira, fruto verde","Magnoliophyta",NA,"45.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:14:42-03","ESALQ","ESA","92230","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","eugeniopsoides","Marlierea eugeniopsoides",NA,"Tsuji, R.& Souza,V.C.",NA,NA,NA,"Ivanauskas, N.M. et al.","2001","07","07","Brasil","São Paulo","Itanhaém","-46.7799987792969","-24.1800003051758",NA,NA,NA,NA,"ESA092230","ESA092230",NA,NA,"Magnoliophyta",NA,"4490.0",NA,NA,"26998","auto",NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:14:42-03","ESALQ","ESA","123926","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","eugeniopsoides","Marlierea eugeniopsoides",NA,"Souza, V.C.","2013",NA,NA,"Souza, V.C. ; Flores, T.B.","2013","05","01","Brasil","São Paulo","Tapiraí","-47.5","-23.9599990844727",NA,NA,NA,NA,"ESA123926",NA,"Área da Cia. Votorantim. Trilha do Rio Dezembro.","Árvore, ca. 6 m alt. Frutos imaturos verdes.","Magnoliophyta",NA,"35027.0",NA,NA,"41034","auto",NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:14:42-03","ESALQ","ESA","128958","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","eugeniopsoides","Marlierea eugeniopsoides",NA,"Colletta, G.D. et al.","2014",NA,NA,"Colletta, G.D.","2014","04","14","Brasil","São Paulo","Tapiraí","-47.5","-23.9599990844727",NA,NA,NA,NA,"ESA128958",NA,"Reserva CBA","Árvore, frutos imaturos verdes","Magnoliophyta",NA,"1374.0",NA,NA,"41034","auto",NA,NA,NA,NA,NA,NA
"39","2020-11-04 11:14:50-03","ESALQ","ESA","25899","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","eugeniopsoides","Myrcia eugeniopsoides","(D.Legrand & Kausel) Mazine","Santos, M.F.","2019",NA,NA,"Moraes, P.L.R.",NA,NA,NA,"Brasil","São Paulo","São Miguel Arcanjo","-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"ESA025899",NA,NA,NA,"Magnoliophyta",NA,"1187.0",NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA
"40","2020-11-04 10:56:24-03","ESALQ","ESA","142627","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","eugeniopsoides","Myrcia eugeniopsoides","(D.Legrand & Kausel) Mazine","Santos, M.F.","2019",NA,NA,"Melo, P.H.A.","2017","06","27","Brasil","São Paulo","Apiai","-48.8400001525879","-24.5",NA,NA,NA,NA,"ESA142627",NA,NA,NA,NA,NA,"7063.0",NA,NA,"37738","auto",NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:14:50-03","ESALQ","ESA","109818","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","eugeniopsoides","Myrcia eugeniopsoides","(D.Legrand & Kausel) Mazine","Santos, M.F.","2019",NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,NA,NA,"Brasil","São Paulo","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"ESA109818",NA,"Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes",NA,"Magnoliophyta",NA,"29350.0",NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:14:50-03","ESALQ","ESA","79593","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","eugeniopsoides","Myrcia eugeniopsoides","(D.Legrand & Kausel) Mazine","Santos, M.F.","2019",NA,NA,"Bortoleto, S.; Araújo, A.O.; Freire, R.A.P.; Capretz, R.L.; Castellen, M.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","2002","04","23","Brasil","São Paulo","São Miguel Arcanjo","-475.943","-240.327","-475,943","-240,327",NA,NA,"ESA079593",NA,"Parque Estadual de Carlos Botelho, Núcleo S.M.Arcanjo. Floresta Estacional Semidecidual/ Floresta Ombrófila Densa Montana.Trilha do Taquaral.","Arbusto de 3m de altura. Frutos imaturos verdes.","Magnoliophyta",NA,"120.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:14:50-03","ESALQ","ESA","8512","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","eugeniopsoides","Myrcia eugeniopsoides","(D.Legrand & Kausel) Mazine","Santos, M.F.","2019",NA,NA,"Moraes, P.L.R.","1993","01","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA008512",NA,NA,NA,"Magnoliophyta",NA,"794.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:14:50-03","ESALQ","ESA","80718","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","eugeniopsoides","Myrcia eugeniopsoides","(D.Legrand & Kausel) Mazine","Santos, M.F.","2019",NA,NA,"Savassi, A.P.; Silva, F.D.; Campos, L.M.; Duarte, A.R.; Arango, B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","2002","04","20","Brasil","São Paulo","São Miguel Arcanjo","-475.808","-240.403","-475,808","-240,403",NA,NA,"ESA080718",NA,"Parque Estadual de Carlos Botelho, Núcleo S.M.Arcanjo. Floresta Estacional Semidecidual/Floresta Ombrófila Densa Montana","Árvore de 4m. Frutos imaturos verdes.","Magnoliophyta",NA,"230.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-04 11:14:50-03","ESALQ","ESA","85195","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","eugeniopsoides","Myrcia eugeniopsoides","(D.Legrand & Kausel) Mazine","Santos, M.F.","2019",NA,NA,"Ribas, O.S. ; Silva, J,M.","2002","02","06","Brasil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"ESA085195",NA,NA,NA,"Magnoliophyta",NA,"4309.0",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"46","2020-11-04 10:56:24-03","ESALQ","ESA","106135","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","eugeniopsoides","Myrcia eugeniopsoides","(D.Legrand & Kausel) Mazine","Santos, M.F.","2019",NA,NA,"Sampaio, D.","1905","06","26","Brasil","São Paulo","Cananeia","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"ESA106135",NA,NA,NA,NA,NA,"39.0",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
