"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordNumber","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","infraspecificEpithet","individualCount","fieldNumber"
"53","2019-08-16 08:40:39-03","UTFPR","HCF","1813","S","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach) M.B. Moos ex Stapf & C.E.Hubb","R.P. Mormul","2004","10","06","Brasil","PR","Campo Mourão","Fazenda Experimental da COAMO","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,"R.P. Mormul","2004","10","06","97",NA,NA,"porção superior 2.",NA,NA,NA,NA,"28572","auto",NA,NA,NA,NA
"54","2019-11-26 13:10:39-03","UTFPR","HCF","29796","S","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach) M.B. Moos ex Stapf & C.E.Hubb","J. Cordeiro","2006","01","03","Brasil","PR","Curitiba","Jardim Botânico Municipal","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"R.S. Rodrigues","2017","03","15","2319",NA,NA,"Ruderal. Formando touceira.",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA
"55","2020-12-21 16:41:02-03","MBM","MBM","342791","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schum.) Stapf & Hubbard","Krieger, L.; et al.; et al.","1989","05","23","Brazil","Minas Gerais","Coronel Pacheco","Embrapa","-43.2655982971191","-21.5877990722656",NA,NA,"MBM342791","MBM342791","Krieger, L.","1989","05","26","23712",NA,NA,"Forrageira de alta palatabilidade, importada da África, ereta, perene, cultivada em países tropicais",NA,NA,"Southern America",NA,"10350","auto",NA,NA,NA,NA
"56","2016-05-31 08:35:24-03","JBB","HEPH","30636","S","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(R.E.Massey ex Stapf) Clayton","Aranha, C","2000","05","22","Brasil","Santa Catarina","Joinville","Estrada do Pico","-48.8456001281738","-26.3043994903564",NA,NA,NA,NA,"Aranha, C","2000","05","22","10219",NA,NA,NA,"Monocotyledon","Poales","Southern America",NA,"37150","auto",NA,NA,NA,NA
"57","2020-12-11 11:45:19-03","UFMG","BHCB","117313","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) M.B.Moss ex Stapf & C.E.Hubb.","Rezende, SG; Werneck, MS; Neves, GS","2005","08","30","Brasil","Minas Gerais","Ouro Preto","Gambá. Mina Ferteco - CVRD.","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,"1970","1200","1200","Habitat: campo sujo, herbáceo","Monocotyledon",NA,"Southern America",NA,"44599","auto",NA,NA,NA,NA
"58","2020-12-11 11:45:19-03","UFMG","BHCB","162553","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) M.B.Moss ex Stapf & C.E.Hubb.","Souza, JP; Souza, VC de; Rodrigues, RR; Tamashiro, JY; Ivanauskas, NM","1996","12","15","Brasil","São Paulo","Cunha","Margens da Cachoeira Barracão","-44.9599990844727","-23.0699996948242",NA,NA,"BHCB005868",NA,NA,NA,NA,NA,"918",NA,NA,NA,"Monocotyledon",NA,"Southern America",NA,"38855","auto",NA,NA,NA,NA
"59","2013-01-28 05:13:00-02","MO","MOBOT","1117823","PreservedSpecimen","Plantae","Poaceae","Setaria","anceps","Setaria anceps","Stapf ex Broun & R.E. Massey","Rubén Mostacedo","1995","10","25","Bolivia","Santa Cruz","Andrés Ibáñez","Estación Experimental El Vallecito. 8,5 km al Norte de la ciudad.","-63.1475","-17.698333",NA,NA,NA,NA,"B. Mostacedo",NA,NA,NA,"Mostacedo 19","398.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"4",NA
"60","2010-04-23 17:44:00-03","MO","MOBOT","100149139","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) Stapf & C.E. Hubb. ex M.B. Moss","Carlos E. Cerón|Amparo Gallo","1999","4","2","Ecuador","Pichincha","Quito","Parroquia Suburbana Sn. José de Minas. Cerro Paso Alto. Cuenca del río Cambugan.","-78.5166667","0.1833333",NA,NA,NA,NA,"S. Laegaard",NA,NA,NA,"Cerón Martínez 37704","2450.00000000","2530.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,"1",NA
"61","2019-09-03 04:36:00-03","MO","MOBOT","1294252","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) Stapf & C.E. Hubb. ex M.B. Moss","Homero Vargas|Edwin Narváez|Sandra Orellana","1998","9","15","Ecuador","Napo","Tena","Parque Nacional Llanganates. Vía Salcedo-Tena, km 68-72. Riberas del Río Mulatos, cerca de Río Sápala. Bosque muy húmedo Montano Bajo; roca metamórfica.","-78.2","-0.98333",NA,NA,NA,NA,"S. Laegaard (AAU)",NA,NA,NA,"Vargas López 2430","2230.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"62","2008-05-27 22:02:00-03","MO","MOBOT","1551119","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) Stapf & C.E. Hubb. ex M.B. Moss","Silvia Patricia Flores Vásquez|E. Delgado","1999","10","14","Peru","Cajamarca","San Ignacio","Localidad de Selva Andina Bosque Intervenido","-78.9025","-5.01194",NA,NA,NA,NA,"Gerrit Davidse, Sept 2001 (MO)",NA,NA,NA,"Flores Vásquez 219","1550.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"8",NA
"63","2009-07-17 16:36:00-03","MO","MOBOT","1901572","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) Stapf & C.E. Hubb. ex M.B. Moss","Thomas B. Croat|Mark Menke","2003","5","27","Ecuador","Zamora-Chinchipe",NA,"Along road between Zumbi (on Río Zamora, 7.7 Km S of Yanzaza), and Cordillera del Cóndor, 6.8 Km E of Paquisha at Río Nangaritza.","-78.58333","-3.905",NA,NA,NA,NA,"Gerrit Davidse, 2004 (MO)",NA,NA,NA,"Croat 89503","792.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"3","1202"
"64","2010-12-01 18:05:00-02","MO","MOBOT","2249390","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) Stapf & C.E. Hubb. ex M.B. Moss","Camilo L. Quarín","1972","1","6","Argentina","Misiones","Eldorado","Eldorado, Escuela Agrotécnica","-54.61666","-26.41666",NA,NA,NA,NA,"Nicora, E. G.",NA,NA,NA,"Quarín 221",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"65","2011-06-09 17:46:00-03","MO","MOBOT","230471","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) Stapf & C.E. Hubb. ex M.B. Moss","Israel G. Vargas C.","1989","5","24","Bolivia","Santa Cruz","Obispo Santiesteban","Saavedra, estación esperimental del C.I.A.T.","-63.21666","-17.23333",NA,NA,NA,NA,"Gerrit Davidse (MO)",NA,NA,NA,"Vargas Caballero 187","260.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"4","39"
"66","2015-04-26 05:38:00-03","MO","MOBOT","232574","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) Stapf & C.E. Hubb. ex M.B. Moss","Carlos E. Cerón|Ayala, Judith|J. Jiménez","1990","3","8","Ecuador","Pichincha","Quito","Chiriboga, en la carretera vieja a Santo Domingo. Reserva Forestal La Favorita del Ministerio Agric. Bosque muy húmedo Montano Bajo. Transectos. Informante: José Enrique Muñoz.","-78.78333","-0.2",NA,NA,NA,NA,"Gerrit Davidse (MO)",NA,NA,NA,"Cerón Martínez 8949","1600.00000000","1800.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,"6","90-10"
"67","2008-05-27 22:02:00-03","MO","MOBOT","241149","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) Stapf & C.E. Hubb. ex M.B. Moss","Filskov, Per|Søndergaard, Martin|Gregersen, I.","1981","11","8","Ecuador","Pichincha",NA,"Nanegalito, 2 km along the road to Nanegal. Grassfields for dairy cattle.","-78.68333","0.13333",NA,NA,NA,NA,"Renvoize",NA,NA,NA,"Filskov 37046","1400.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"68","2008-05-27 22:02:00-03","MO","MOBOT","241159","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) Stapf & C.E. Hubb. ex M.B. Moss","Simon Lægaard","1984","4","8","Ecuador","Pichincha",NA,"Near San Miquel de los Bancos.","-78.86666","0.01666",NA,NA,NA,NA,"Renvoize, 1991 (K)",NA,NA,NA,"Lægaard 51934","1200.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"69","2008-05-27 22:02:00-03","MO","MOBOT","241168","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) Stapf & C.E. Hubb. ex M.B. Moss","Simon Lægaard","1984","10","6","Ecuador","Pichincha",NA,"Near Tandayapi.","-78.66666","0.03333",NA,NA,NA,NA,"Renvoize, 1991 (K)",NA,NA,NA,"Lægaard 53109","1400.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"70","2008-05-27 22:02:00-03","MO","MOBOT","241179","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) Stapf & C.E. Hubb. ex M.B. Moss","Simon Lægaard","1985","4","3","Ecuador","Morona-Santiago",NA,"Along road S of Gualaquiza.","-78.55","-3.4",NA,NA,NA,NA,"Renvoize",NA,NA,NA,"Lægaard 53992","1000.00000000","1100.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"71","2008-05-27 22:02:00-03","MO","MOBOT","241189","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) Stapf & C.E. Hubb. ex M.B. Moss","Simon Lægaard","1985","7","13","Ecuador","Pichincha",NA,"Road Nono - Vicinte Maldonado near Santa Rosa.","-78.7","-0.11666",NA,NA,NA,NA,"Renvoize",NA,NA,NA,"Lægaard 54620","2200.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"72","2008-05-27 22:02:00-03","MO","MOBOT","241198","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) Stapf & C.E. Hubb. ex M.B. Moss","Simon Lægaard","1985","10","6","Ecuador","Pichincha",NA,"Km 23 on road Alluriquin - Aloag, near Tandape. Roadside and river in cleft.","-78.8","-0.4",NA,NA,NA,NA,"Renvoize",NA,NA,NA,"Lægaard 55386","1900.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"73","2010-04-23 20:53:00-03","MO","MOBOT","2431336","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) Stapf & C.E. Hubb. ex M.B. Moss","Osvaldo Morrone|Norma B. Deginani|Ana M. Cialdella","1996","2","11","Argentina","Misiones","Cainguás","Ruta Prov. 7, camino de Aristobulo del Valle a Jardín América, 4 km de A. del Valle","-54.91666","-27.08333",NA,NA,NA,NA,"Pensiero, J. F., //",NA,NA,NA,"Morrone 649","270.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"74","2009-09-17 18:46:00-03","MO","MOBOT","2655004","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) Stapf & C.E. Hubb. ex M.B. Moss","Simon Lægaard|C. Duran","2003","4","17","Ecuador","Galapagos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lægaard 22465",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"75","2009-09-16 19:47:00-03","MO","MOBOT","2655061","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) Stapf & C.E. Hubb. ex M.B. Moss","Simon Lægaard|P. Pozo|C. Buddenhagen|V. Coronel|J.L. Escandon","2003","4","22","Ecuador","Galapagos",NA,"Finca La Armada along road El Progreso - Junco","-89.5","-0.9",NA,NA,NA,NA,NA,NA,NA,NA,"Lægaard 22484","500.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"76","2009-06-27 16:39:00-03","MO","MOBOT","2656768","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) Stapf & C.E. Hubb. ex M.B. Moss","Simon Lægaard","1992","4","26","Ecuador","Zamora-Chinchipe",NA,"Valladolid - Yangana km 5. Roadside.","-79.15","-4.53333",NA,NA,NA,NA,"Laegaard, S. (AAU)",NA,NA,NA,"Lægaard 102458","2070.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"77","2009-06-27 16:40:00-03","MO","MOBOT","2666320","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) Stapf & C.E. Hubb. ex M.B. Moss","Simon Lægaard","1998","9","19","Ecuador","Pastaza",NA,"Ca km 35-40 along road in construction through 10. de Augusto towards Arajuno","-77.06666","-1.36666",NA,NA,NA,NA,"S. Laegaard, herb LOJA/AAU",NA,NA,NA,"Lægaard 19168",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"78","2015-08-23 05:45:00-03","MO","MOBOT","2666818","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) Stapf & C.E. Hubb. ex M.B. Moss","Simon Lægaard|S.A. Renvoize","1988","3","13","Ecuador","Imbabura",NA,"Km 52 Otavalo - Selva Alegre. Roadside.","-78.53333","0.25",NA,NA,NA,NA,"Laegaard, S. (AAU)",NA,NA,NA,"Lægaard 70820","2350.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"79","2009-06-27 16:40:00-03","MO","MOBOT","2667049","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) Stapf & C.E. Hubb. ex M.B. Moss","Simon Lægaard","1999","1","18","Ecuador","Sucumbíos",NA,"Quito-Lago Agrio, below Sardinas. Roadside","-77.06666","-0.03333",NA,NA,NA,NA,"S. Laegaard, herb. LOJA/AAU",NA,NA,NA,"Lægaard 19489","1675.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"80","2013-03-08 17:44:00-03","MO","MOBOT","2668221","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) Stapf & C.E. Hubb. ex M.B. Moss","Simon Lægaard|Onore Riväre","1999","4","15","Ecuador","Loja",NA,"Experimental cultivations at Estaciùn Experimental Zapotepamba de UNL.","-79.78333","-4.05",NA,NA,NA,NA,NA,NA,NA,NA,"Lægaard 19920","900.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"81","2009-06-27 16:40:00-03","MO","MOBOT","2669548","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) Stapf & C.E. Hubb. ex M.B. Moss","Simon Lægaard","1990","7","24","Ecuador","Pichincha",NA,"Km 36 SE of Aurora (near Sto Domingo) passing La Reforma. Roadbank.","-79.13333","-0.46666",NA,NA,NA,NA,"Renvoize, S. (K)",NA,NA,NA,"Lægaard 71809B","1450.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"82","2010-03-24 18:05:00-03","MO","MOBOT","3485624","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) Stapf & C.E. Hubb. ex M.B. Moss","Abel Monteagudo|J. Arteaga|Antonio Peña|J.L. Mateo","2007","6","5","Peru","Pasco","Oxapampa","Distrito Oxapampa. En chacras de la parte baja de la quebrada San Luis (zona de amortiguamiento). Tesis de Maestría de J. Arteaga (Evaluación comparativa de dos microcuencas y calidad de agua en Oxapampa). Bosque húmedo montano secundario.","-75.3775","-10.5822223",NA,NA,NA,NA,"Gerrit Davidse, 2009 (MO)",NA,NA,NA,"Monteagudo Mendoza 14195","1950.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"4",NA
"83","2008-05-27 22:02:00-03","MO","MOBOT","981139","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) Stapf & C.E. Hubb. ex M.B. Moss","Grady L. Webster|D.G. Kelch","1990","7","12","Ecuador","Pichincha","Quito","Parroquia Nanegal: Reserva Maquipucuna, secondary rain forest along Río Umachaca E of Hacienda El Carmen, c. 5 km airline SE of Nanegal; occ. in pasture adj. to stream.","-78.625","0.125",NA,NA,NA,NA,"Gerrit Davidse",NA,NA,NA,"Webster 28112",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"84","2013-12-29 05:52:00-02","MO","MOBOT","981141","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) Stapf & C.E. Hubb. ex M.B. Moss","Grady L. Webster|Roberto Urtecho|Goodstein, Gregorio","1989","8","29","Ecuador","Pichincha","Quito","Reserva Maquipucuna, Hacienda El Carmen, steep cliffside above Umachaca River, c. 6 km airline SE of Nanegal.","-78.63333","0.125",NA,NA,NA,NA,"Gerrit Davidse",NA,NA,NA,"Webster 27156","1400.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"85","2008-05-27 22:02:00-03","MO","MOBOT","1313657","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata sericea","(R.E. Massey ex Stapf) Clayton","José Campos de la Cruz|W. Vargas","1997","5","17","Peru","Cajamarca","San Ignacio","San José de Lourdes. Localidad Laurel. Relicto de bosque primario (Bosque intervenido)","-78.95","-5.01666",NA,NA,NA,NA,"Gerrit Davidse, May 2001 (MO)",NA,NA,NA,"Campos de la Cruz 3905","1500.00000000","1600.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,"sericea","7",NA
"86","2008-05-27 22:02:00-03","MO","MOBOT","1477904","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata sericea","(R.E. Massey ex Stapf) Clayton","Elsa M. Zardini|Leongino Guerrero","2000","6","4","Paraguay","Presidente Hayes",NA,"Pilcomayo River Basin. Trail to Fortin General Bruguez. Dry forest and inundated savannas on clay soil.","-58.18527","-24.92361",NA,NA,NA,NA,"Gerrit Davidse, Apr 2001 (MO)",NA,NA,NA,"Zardini 54735","100.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,"sericea","4","1210"
"87","2018-06-19 07:28:00-03","MO","MOBOT","223478","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata sericea","(R.E. Massey ex Stapf) Clayton","Osvaldo Morrone|José F. Pensiero","1992","5","2","Paraguay","Amambay",NA,"Ruta 5, camino a P.J. Caballero.","-56.0833333","-22.6666667",NA,NA,NA,NA,"J.F. Pensiero",NA,NA,NA,"Morrone 565",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"sericea","1","38"
"88","2008-05-27 22:02:00-03","MO","MOBOT","2329979","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata sericea","(R.E. Massey ex Stapf) Clayton","Thomas B. Croat","2004","7","19","Ecuador","Zamora-Chinchipe",NA,"Along road between Namirez on Río Zamora to Nambija, 7.9 km E of San Carlos.","-78.7975","-4.06166",NA,NA,NA,NA,"Gerrit Davidse, 2005 (MO)",NA,NA,NA,"Croat 91479","1733.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,"sericea","2","1676"
"89","2014-07-31 11:22:00-03","MO","MOBOT","233320","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata sericea","(R.E. Massey ex Stapf) Clayton","Carlos E. Cerón|Ayala, Judith","1990","5","27","Ecuador","Sucumbíos","Gonzalo Pizarro","Reventador. El Salado, junto al Río Quijos. Transecto de 10 x 2 m.","-77.6","-0.0166667",NA,NA,NA,NA,"Gerrit Davidse, May 2001 (MO)",NA,NA,NA,"Cerón Martínez 10020","1400.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,"sericea","6","90-24"
"90","2018-05-17 05:29:00-03","MO","MOBOT","2514429","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata sericea","(R.E. Massey ex Stapf) Clayton","María E. Múlgura|C. Calviño|S. Martínez|Nataly O'Leary","2003","12","12","Paraguay","Amambay",NA,"Ex-Campamento, proximidades del arroyo Aquidaban Niqui, albardón del arroyo","-56.02","-22.64833",NA,NA,NA,NA,"Morrone, O., III-",NA,NA,NA,"Múlgura 3687","240.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,"sericea",NA,NA
"91","2008-05-27 22:02:00-03","MO","MOBOT","3270365","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata sericea","(R.E. Massey ex Stapf) Clayton","Troels M. Pedersen","1956","11","21","Paraguay","Itapúa",NA,"S. Cosme. Woodland on the bank of the R. Paraná, near the mouth of the Arroyo Atingý.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pedersen 4378",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"sericea",NA,NA
"92","2008-05-27 22:02:00-03","MO","MOBOT","1313657","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata sericea","(R.E. Massey ex Stapf) Clayton","José Campos de la Cruz|W. Vargas","1997","5","17","Peru","Cajamarca","San Ignacio","San José de Lourdes. Localidad Laurel. Relicto de bosque primario (Bosque intervenido)","-78.95","-5.01666",NA,NA,NA,NA,"Gerrit Davidse, May 2001 (MO)",NA,NA,NA,"Campos de la Cruz 3905","1500.00000000","1600.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,"sericea","7",NA
"93","2008-05-27 22:02:00-03","MO","MOBOT","1477904","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata sericea","(R.E. Massey ex Stapf) Clayton","Elsa M. Zardini|Leongino Guerrero","2000","6","4","Paraguay","Presidente Hayes",NA,"Pilcomayo River Basin. Trail to Fortin General Bruguez. Dry forest and inundated savannas on clay soil.","-58.18527","-24.92361",NA,NA,NA,NA,"Gerrit Davidse, Apr 2001 (MO)",NA,NA,NA,"Zardini 54735","100.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,"sericea","4","1210"
"94","2018-06-19 07:28:00-03","MO","MOBOT","223478","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata sericea","(R.E. Massey ex Stapf) Clayton","Osvaldo Morrone|José F. Pensiero","1992","5","2","Paraguay","Amambay",NA,"Ruta 5, camino a P.J. Caballero.","-56.0833333","-22.6666667",NA,NA,NA,NA,"J.F. Pensiero",NA,NA,NA,"Morrone 565",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"sericea","1","38"
"95","2008-05-27 22:02:00-03","MO","MOBOT","2329979","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata sericea","(R.E. Massey ex Stapf) Clayton","Thomas B. Croat","2004","7","19","Ecuador","Zamora-Chinchipe",NA,"Along road between Namirez on Río Zamora to Nambija, 7.9 km E of San Carlos.","-78.7975","-4.06166",NA,NA,NA,NA,"Gerrit Davidse, 2005 (MO)",NA,NA,NA,"Croat 91479","1733.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,"sericea","2","1676"
"96","2014-07-31 11:22:00-03","MO","MOBOT","233320","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata sericea","(R.E. Massey ex Stapf) Clayton","Carlos E. Cerón|Ayala, Judith","1990","5","27","Ecuador","Sucumbíos","Gonzalo Pizarro","Reventador. El Salado, junto al Río Quijos. Transecto de 10 x 2 m.","-77.6","-0.0166667",NA,NA,NA,NA,"Gerrit Davidse, May 2001 (MO)",NA,NA,NA,"Cerón Martínez 10020","1400.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,"sericea","6","90-24"
"97","2018-05-17 05:29:00-03","MO","MOBOT","2514429","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata sericea","(R.E. Massey ex Stapf) Clayton","María E. Múlgura|C. Calviño|S. Martínez|Nataly O'Leary","2003","12","12","Paraguay","Amambay",NA,"Ex-Campamento, proximidades del arroyo Aquidaban Niqui, albardón del arroyo","-56.02","-22.64833",NA,NA,NA,NA,"Morrone, O., III-",NA,NA,NA,"Múlgura 3687","240.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,"sericea",NA,NA
"98","2008-05-27 22:02:00-03","MO","MOBOT","3270365","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata sericea","(R.E. Massey ex Stapf) Clayton","Troels M. Pedersen","1956","11","21","Paraguay","Itapúa",NA,"S. Cosme. Woodland on the bank of the R. Paraná, near the mouth of the Arroyo Atingý.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pedersen 4378",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"sericea",NA,NA
"99","2019-03-29 10:41:37-03","UFSM","HDCF","7216","S","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) M. B. Moss ex Stapf & C. E. Hubb.","Tust, M. A.","2015","04","10","Brasil","Rio Grande do Sul","Rio Pardo",NA,"-52.56","-30.24","-52.56","-30.24",NA,NA,"Canto-Dorow, T. S.","2016","01","28",NA,NA,NA,"RS-524-2-2-H1",NA,NA,"América",NA,NA,NA,NA,NA,NA,NA
"100","2021-01-10 20:52:28-03","INPA","INPA","123884","S","Plantae","Poaceae","Setaria","anceps","Setaria anceps","Stapf ex Massey","Yamakoshi, M","1977","03",NA,"Brasil","Amazonas",NA,"Igarapé do Sumauma, Lago Amanã, rio Japurá, Estrada Manaus-Itacoatiara, Km 27, Sede da EMBRAPA. Solo argilo-arenoso, descampado.","-64.6","-2.4","-64.6","-2.4","INPA0123884","INPA0123884 INPA0123884_e",NA,NA,NA,NA,"185",NA,NA,NA,"Monocotyledon","Poales","Southern America",NA,NA,NA,NA,NA,NA,NA
"101","2021-01-10 20:52:28-03","INPA","INPA","68596","S","Plantae","Poaceae","Setaria","anceps","Setaria anceps","Stapf ex Massey","Dantas, MM","1977","05","25","Brasil","Amazonas",NA,"AM 010, km 232, Fazenda Aruanã, Estrada Manaus-Itacoatiara, Km 232.","-58.716667","-3.033333","-58.716667","-3.033333","INPA0068596","INPA0068596 INPA0068596_e INPA0068596_e1",NA,NA,NA,NA,"INPA68596",NA,NA,NA,"Monocotyledon","Poales","Southern America",NA,NA,NA,NA,NA,NA,NA
