"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","01873508","PreservedSpecimen","Plantae","Magnoliophyta","Commelinales","Commelinaceae","Dichorisandra","leucophthalmos","Dichorisandra leucophthalmos","Hook.",NA,"W. W. Thomas","13398","2003","03","16","South America","Brazil","Bahia","Jussari","Fazenda Serra do Teimoso, Reserva Serra do Teimoso. Lower forest, Northern portion of reserve","-39.5306","-15.1533","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2939586' target='other'> <mi>dwc_moreinfo</mi></a>","NY01873508","NY01873508_01","275","350",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01131541","PreservedSpecimen","Plantae","Magnoliophyta","Commelinales","Commelinaceae","Dichorisandra","leucophthalmos","Dichorisandra leucophthalmos","Hook.","L. Y. S. Aona-Pinheiro","J. L. Hage","220","1979","01","04","South America","Brazil","Bahia","Ilhéus","Area do CEPEC (Centro de PEquisas do Cacau), km 22 rodovi Ilhéus/Itabuna - BR 415. Reserva Botanica","-39.22095","-14.7739696","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1276198' target='other'> <mi>dwc_moreinfo</mi></a>","NY01131541","NY01131541_01","50","50",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01131545","PreservedSpecimen","Plantae","Magnoliophyta","Commelinales","Commelinaceae","Dichorisandra","leucophthalmos","Dichorisandra leucophthalmos","Hook.","R. B. Faden","A. M. V. de Carvalho","4413","1994","02","28","South America","Brazil","Bahia","Uruçuca","Distrito de Serra Grande. 7.3 km na estrada Serra Grande/Itacaré, Fazenda Lagoa do Conjunto Fazenda Santa Cruz.","-39.0617","-14.4231","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1276224' target='other'> <mi>dwc_moreinfo</mi></a>","NY01131545","NY01131545_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-10-09 11:27:42-03","UFBA","ALCB","027650","PreservedSpecimen","Plantae","Monocotyledon",NA,"Commelinaceae","Dichorisandra","leucophthalmos","Dichorisandra leucophthalmos","Hook.f.","Faden, RB","Carvalho, AM de; Sant'Ana, SC de; Mattos Silva, LA","4413","1994","02","28","Southern America","Brasil","Bahia","Uruçuca","Litoral Sul, Distrito de Serra Grande, 7,3 Km na estrada Serra Grande Itacaré, Fazenda Lagoa do Conjunto Faz. Santa Cruz","-39.016667","-14.416667",NA,"folhas discolores com face inferior mais clara. Flores com pétalas azuis. Crescendo no interior da mata.","ALCB010046","ALCB010046",NA,NA,"1994","-39.016667","-14.416667",NA,NA,NA,NA,NA,NA
"15","2021-02-24 18:14:23-03","UFBA","ALCB","028851","PreservedSpecimen","Plantae","Monocotyledon",NA,"Commelinaceae","Dichorisandra","leucophthalmos","Dichorisandra leucophthalmos","Hook.f.","Mattos Silva, LA","Mattos Silva, LA; Florêncio, CS; Assis, RG","3316","1996","01","18","Southern America","Brasil","Bahia","Ilhéus","Litoral Sul, Campus da UESC, Km 16 da rodovia Ilhéus-Itabuna (BR 415). Coletas próximo & ponte, parte externa da  rea reservada para a recomposição florística","-39.166667","-14.8",NA,"45 cm. Folhas com a face adaxial verde-escuro e a abaxial verde-claro. Flores com sépalas verdes e pétalas lilases.; Cacaual. Solo argiloso.","ALCB010045","ALCB010045","40","40","1996","-39.166667","-14.8",NA,NA,NA,NA,NA,NA
"16","2021-02-24 18:14:23-03","UFBA","ALCB","032209","PreservedSpecimen","Plantae","Monocotyledon",NA,"Commelinaceae","Dichorisandra","leucophthalmos","Dichorisandra leucophthalmos","Hook.f.","Aona, LYS","Mattos Silva, LA; Florêncio, CS; Assis, RG; Souza, MG de","3390","1996","03","12","Southern America","Brasil","Bahia","Ilhéus","Litoral Sul, Campus da UESC, Km 16 da rodovia Ilhéus-Itabuna (BR 415). Coletas próximas & ponte em cacaual sob mata","-39.166667","-14.8",NA,"aquosa. Folhas discolores e brilhantes. Flores com sépalas verde-claro e pétalas azulada a lilás.; remanescentes.","ALCB010047",NA,"40","40","2006","-39.166667","-14.8","02",NA,NA,NA,NA,NA
"17","2019-10-09 11:27:42-03","UFBA","ALCB","043385","PreservedSpecimen","Plantae","Monocotyledon",NA,"Commelinaceae","Dichorisandra","leucophthalmos","Dichorisandra leucophthalmos","Hook.f.","Aona, LYS","Santos, NRS; Florêncio, CS; Souza, MG de","01","1996","04","11","Southern America","Brasil","Bahia","Ilhéus","Litoral Sul, Campus da Universidade Estadual de Santa Cruz (UESC), Km 16 da Rod. Ilhéus-Itabuna (BR 415). Coletas na µrea de Reserva","-39.166667","-14.8",NA,"aquática, 0,60 a 1,20 m. Folhas com face abaxial verde-claro e adaxial verde-escuro. Flores esbranquiçadas a lilases, anteras aparentes amarelas. Frequente.; solo argiloso.","ALCB010049","ALCB010049","40","40","2006","-39.166667","-14.8","02",NA,NA,NA,NA,NA
"18","2019-10-09 11:27:42-03","UFBA","ALCB","043776","PreservedSpecimen","Plantae","Monocotyledon",NA,"Commelinaceae","Dichorisandra","leucophthalmos","Dichorisandra leucophthalmos","Hook.f.","Guedes, ML; Guedes, ML; Guedes, ML; Paraguassú, LA","Paraguassú, LA; Guedes, ML; Lima, SS dos; Cabral, L; Oliveira, H; Rocha, M","506","1999","06","21","Southern America","Brasil","Bahia","Porto Seguro","Extremo Sul, Estação Veracruz.","-39.05","-16.433333",NA,"Planta terrestre, erva de aproximadamente 50 cm. Folhas discolores, membran ceas. Rara.; Área de mata ciliar da nascente do rio dos Mangues, domínio fitoecológico de Floresta Ombrófila Densa.","ALCB010058","ALCB010058",NA,NA,"1999","-39.05","-16.433333","07",NA,NA,NA,NA,NA
"19","2019-10-09 11:27:42-03","UFBA","ALCB","66426","PreservedSpecimen","Plantae","Monocotyledon",NA,"Commelinaceae","Dichorisandra","leucophthalmos","Dichorisandra leucophthalmos","Hook.f.","Aona, LYS","Mattos Silva, LA; B.R. dos Santos","4505","2002","01","03","Southern America","Brasil","Bahia","Ilhéus","Litoral Sul, Campus da Universidade Estadual de Santa Cruz (UESC), Km 16 da Rod. Ilhéus/ Itabuna (BR 415)","-39.166667","-14.8",NA,"35cm. Folhas discolores, glabras. Flores basais, com sépalas verde-claro e pétalas lilases no ápice e brancas na base; anteras amarelo-ouro. Frequente em áreas encharcadas.; Solo argiloso. Coletada no cacaual em cabruca.","ALCB010048","ALCB010048","40","40","2015","-39.166667","-14.8","06",NA,NA,NA,NA,NA
"20","2019-02-15 11:36:47-02","IPA","IPA","69258","S","Plantae","Plantae",NA,"Commelinaceae","Dichorisandra","leucophthalmos","Dichorisandra leucophthalmos","Hook.",NA,"Thomas W.W.;; Pirani, J.R.; Mello-Silva, R. de; Fernandes, J.R.; Pirani, J.R.; Mello-Silva, R. de; Fernandes, J.R.","s.n.","1988","09","18","Southern America","Brasil","Bahia","Itabuna","CEPLAC, Reserva CEPEC, quadra D, old cacau platation under rain forest canopy, fairly well preserved.","-39.216667","-14.8",NA,"Herb on forest. Leaves shiny green above, shiny & paler beneath. Buds pale greenish brown. Petals blue.","IPA0069258",NA,NA,NA,NA,"-39.216667","-14.8",NA,NA,NA,NA,NA,NA
"21","2019-02-15 11:36:47-02","IPA","IPA","69268","S","Plantae","Plantae",NA,"Commelinaceae","Dichorisandra","leucophthalmos","Dichorisandra leucophthalmos","Hook.","Roxana Barreto","Thomas W.W.;; Amorim, A.; Gasson, P.; Amorim, A.; Gasson, P.","9005","1992","02","01","Southern America","Brasil","Bahia","Ilhéus","road from Olivença to Serra das Trempes, 6 km from Olivença.","-39.05","-14.983333",NA,"Herb in clearings in forest, to 1m tall, leaves shiny green. Flowers at ground level. corollas purple.; Atlantic coastal forest.","IPA0069268",NA,NA,NA,"1996","-39.05","-14.983333","05","31",NA,NA,NA,NA
"22","2019-08-20 09:59:27-03","UNICAMP","UEC","145048","S","Plantae","Liliopsida",NA,"Commelinaceae","Dichorisandra","leucophthalmos","Dichorisandra leucophthalmos","Hook.","Aona, LYS","Thomas, WW; Amorim, AM; Sant' Ana, S; Paixão, JL; Querino, RN","s.n.","2003","03","16",NA,"Brazil","Bahia","Jussari","Fazenda Serra do Teimoso, Reserva Serra so Teimoso. Lower forest, Nothern portion of reserve. Southern Bahian moist forest with elements of semi-decidous forest.","-39.530556","-15.153333",NA,"Herb among rocks, adaxial leaf surface deep green to maroon with pale midrib; buds pale pinkish; corollas pale blue. [photo].",NA,NA,"275","350","2007","-39.530556","-15.153333","07",NA,NA,NA,NA,NA
"23","2019-08-20 09:59:27-03","UNICAMP","UEC","145048","S","Plantae","Liliopsida",NA,"Commelinaceae","Dichorisandra","leucophthalmos","Dichorisandra leucophthalmos","Hook.","Aona, LYS","Thomas, WW; Paixão, JL; Amorim, AMA; Sant' Ana, S; Querino, RN","13398","2003","03","16",NA,"Brazil","Bahia","Jussari","Fazenda Serra do Teimoso, Reserva Serra so Teimoso. Lower forest, Nothern portion of reserve. Southern Bahian moist forest with elements of semi-decidous forest.","-39.530556","-15.153333",NA,"Herb among rocks, adaxial leaf surface deep green to maroon with pale midrib; buds pale pinkish; corollas pale blue. [photo].","UEC057612","UEC057612","275","350","2007","-39.530556","-15.153333","07",NA,NA,NA,NA,NA
"24","2019-08-20 09:59:27-03","UNICAMP","UEC","145049","S","Plantae","Liliopsida",NA,"Commelinaceae","Dichorisandra","leucophthalmos","Dichorisandra leucophthalmos","Hook.","Aona, LYS","Carvalho, AMV; Jardim, JG; Sant'Ana, SC; Amorim, AMA","4505","1994","04","06",NA,"Brazil","Bahia","Porto Seguro","Reserva da Brasil Holanda de Ind. S/A, Entrada no Km 22 da Rodovia Eunápolis - Porto Seguro. Ca. 9,5 Km na entrada. Mata Higrófila Sul Baiana. Mata perturbada.","-39.325278","-16.4625",NA,"Erva crescendo no interior da mata. Flores com pétalas azuis. Frutos imaturos verdes com pontuações escuros.","UEC057609","UEC057609",NA,NA,"2007","-39.325278","-16.4625","07",NA,NA,NA,NA,NA
"25","2021-03-01 16:19:18-03","UNICAMP","UEC","35068","S","Plantae","Liliopsida",NA,"Commelinaceae","Dichorisandra","leucophthalmos","Dichorisandra leucophthalmos","Hook.",NA,"Brito, HS; Vinha, SG","179","1983","03","04",NA,"Brazil","Bahia","Santa Cruz Cabrália","Estação Ecológica do Pau-Brasil, cerca de 16km a W de Porto Seguro. Leito do rio temporário, atrás do pomar.","-39.0247001647949","-16.2780990600586",NA,"Planta herbácea de até 1m de altura. Inflorescências na base da planta. Flores brancas na parte inteior e azuis nas bordaduras. Caule não ramificado.; Região de Mata higrófila sul baiana.","UEC134093","UEC134093",NA,NA,NA,NA,NA,NA,NA,"49584","auto",NA,NA
"26","2019-08-15 09:04:27-03","UESC","UESC","820","S","Plantae","Angiospermae","Florideophycidae","Commelinaceae","Dichorisandra","leucophthalmos","Dichorisandra leucophthalmos","Hook",NA,"L.A.Mattos Silva","3390","1996","03","12",NA,"Brasil","Bahia","Ilhéus",NA,"-39.166667","-14.8",NA,"Herbácea, aquosa.","UESC0000820",NA,NA,NA,NA,"39W10'0''","14S48'0''",NA,NA,NA,NA,"Monocotyledoneae",NA
"27","2019-08-15 09:04:27-03","UESC","UESC","15732","S","Plantae","Angiospermae","Florideophycidae","Commelinaceae","Dichorisandra","leucophthalmos","Dichorisandra leucophthalmos","Hook",NA,"Batista, R.S.","10","2011","12","17",NA,"Brasil","Bahia","Ilhéus",NA,"-39.173056","-14.795",NA,"Mata raleada (plantio de cacau) remanescente da Mata Atlântica. Solo rico em matéria orgânica e serrapilheira.; Herbácea, mucilaginosa e ereta. 1,00m de altura.","UESC0015732",NA,NA,NA,NA,"39W10'23''","14S47'42''",NA,NA,NA,NA,"Monocotyledoneae",NA
"28","2019-08-15 09:04:27-03","UESC","UESC","6581","S","Plantae","Angiospermae","Florideophycidae","Commelinaceae","Dichorisandra","leucophthalmos","Dichorisandra leucophthalmos","Hook",NA,"L.A.Mattos Silva","4505","2002","01","03",NA,"Brasil","Bahia","Ilhéus",NA,"-39.166667","-14.8",NA,"Mata Atlântica.; Herbácea, 35 cm de altura.; Frequente em áreas encharcadas.","UESC0006581",NA,NA,NA,NA,"39W10'0''","14S48'0''",NA,NA,NA,NA,"Monocotyledoneae",NA
"29","2019-08-15 09:04:27-03","UESC","UESC","588","S","Plantae","Angiospermae","Florideophycidae","Commelinaceae","Dichorisandra","leucophthalmos","Dichorisandra leucophthalmos","Hook",NA,"L.A.Mattos Silva","3288","1995","12","26",NA,"Brasil","Bahia","Ilhéus",NA,"-39.166667","-14.8",NA,"Herbácea, 50-60 cm de altura.","UESC0000588",NA,"40","40",NA,"39W10'0''","14S48'0''",NA,NA,NA,NA,"Monocotyledoneae",NA
"30","2020-10-28 20:08:28-03","UESC","UESC","15736","S","Plantae","Angiospermae","Florideophycidae","Commelinaceae","Dichorisandra","leucophthalmos","Dichorisandra leucophthalmos","Hook",NA,"Batista, R.S.","16","2011","12","17",NA,"Brasil","Bahia","Ilhéus",NA,"-39.170833","-14.794722",NA,"Mata raleada (cabruca/plantio de cacau? Remanescente da Mata Atlântica. Solo rico em matéria orgânica e serrapilheira.; Herbácea, mucilaginosa e ereta. 60cm de altura.","UESC0015736",NA,NA,NA,NA,"39W10'15''","14S47'41''",NA,NA,NA,NA,"Monocotyledoneae",NA
"31","2019-08-15 09:04:27-03","UESC","UESC","748","S","Plantae","Angiospermae","Florideophycidae","Commelinaceae","Dichorisandra","leucophthalmos","Dichorisandra leucophthalmos","Hook",NA,"L.A.Mattos Silva","3316","1996","01","18",NA,"Brasil","Bahia","Ilhéus",NA,"-39.166667","-14.8",NA,"Herbácea, aproximadamente 45 cm de altura.","UESC0000748",NA,NA,NA,NA,"39W10'0''","14S48'0''",NA,NA,NA,NA,"Monocotyledoneae",NA
"32","2020-10-28 20:08:28-03","UESC","UESC","15735","S","Plantae","Angiospermae","Florideophycidae","Commelinaceae","Dichorisandra","leucophthalmos","Dichorisandra leucophthalmos","Hook",NA,"Batista, R.S.","14","2011","12","17",NA,"Brasil","Bahia","Ilhéus",NA,"-39.170833","-14.794722",NA,"Mata raleada (cabruca/plantio de cacau) remanescente da Mata Atlântica. Solo rico em matéria orgânica e serrapilheira.; Herbácea, mucilaginosa, ereta. 60cm de altura.","UESC0015735",NA,NA,NA,NA,"39W10'15''","14S47'41''",NA,NA,NA,NA,"Monocotyledoneae",NA
"33","2008-05-27 22:02:00-03","MO","MOBOT","3022279","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Dichorisandra","leucophthalmos","Dichorisandra leucophthalmos","Hook.","R. Faden","W. Wayt Thomas","Thomas 6006","1988","2","18","South America","Brazil","Bahia",NA,"Mun. Itabuna, CEPLAC, Reserva CEPEC, quadra D, old cacau plantation under rainforest canopy, fairly well preserved.","-39.21666","-14.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-04 11:04:56-03","UFRB","HURB","4009","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Dichorisandra","leucophthalmos","Dichorisandra leucophthalmos","Hook.","L.Y.S. Aona","Batista, R.S.","10","2011","12","17",NA,"Brasil","Bahia","Ilhéus","Universidade Estadual de Santa Cruz, Km 16;","-39.173272","-14.795272",NA,NA,"HURB000004009",NA,NA,NA,"2012","39°10'23,78 W","14°47'42,98 S","09",NA,NA,NA,NA,NA
"35","2020-09-12 05:00:02-03","US","US","3648296","PreservedSpecimen","Plantae",NA,"Commelinales","Commelinaceae","Dichorisandra","leucophthalmos","Dichorisandra leucophthalmos","Hook.","Faden, R. B., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","P. Fiaschi et al.","2736","2005","3","12","South America - Neotropics","Brazil","Bahia","Almadina","Rodovia de Almadina para Ibitupa, ca. 20 km. Fazenda Sao Roque, ca. 10 km da entrada do ramal.","-39.7131","-14.6408",NA,NA,"US00975276","US00975276_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1"
"36","2020-09-12 05:00:02-03","US","US","2948060","PreservedSpecimen","Plantae",NA,"Commelinales","Commelinaceae","Dichorisandra","leucophthalmos","Dichorisandra leucophthalmos","Hook.","Faden, R. B., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","J. L. Hage","220","1979","4","1","South America - Neotropics","Brazil","Bahia","Ilhéus","Cepec, km 22 on ilheus/itabuna","-39.0494003295898","-14.7889003753662",NA,NA,"US00152706","US00152706_01","50","50",NA,NA,NA,NA,NA,"61245","auto","Monocotyledonae","1"
"37","2020-09-12 05:00:02-03","US","US","2979178","PreservedSpecimen","Plantae",NA,"Commelinales","Commelinaceae","Dichorisandra","leucophthalmos","Dichorisandra leucophthalmos","Hook.","Faden, R. B., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","J. Almeida & T. S. Santos","214","1968","11","9","South America - Neotropics","Brazil","Bahia","Ilhéus","Cepec","-39.0494003295898","-14.7889003753662",NA,NA,"US00152705","US00152705_01",NA,NA,NA,NA,NA,NA,NA,"61245","auto","Monocotyledonae","1"
"38","2020-09-12 05:00:02-03","US","US","3237978","PreservedSpecimen","Plantae",NA,"Commelinales","Commelinaceae","Dichorisandra","leucophthalmos","Dichorisandra leucophthalmos","Hook.","Faden, R. B., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","A. M. Carvalho, S. A. Mori & B. M. Boom","613","1981","4","19","South America - Neotropics","Brazil",NA,NA,"Ilheus",NA,NA,NA,NA,"US00313263","US00313263_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1"
"39","2020-09-12 05:00:02-03","US","US","3221038","PreservedSpecimen","Plantae",NA,"Commelinales","Commelinaceae","Dichorisandra","leucophthalmos","Dichorisandra leucophthalmos","Hook.","Faden, R. B., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","W. W. Thomas, A. M. Amorim & P. Gasson","9005","1992","2","1","South America - Neotropics","Brazil","Bahia",NA,"Ilheus",NA,NA,NA,NA,"US00400728","US00400728_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1"
"40","2020-09-12 05:00:02-03","US","US","2951887","PreservedSpecimen","Plantae",NA,"Commelinales","Commelinaceae","Dichorisandra","leucophthalmos","Dichorisandra leucophthalmos","Hook.","Faden, R. B., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","L. A. Mattos Silva","1454","1982","2","8","South America - Neotropics","Brazil","Bahia","Ilhéus","Se of olivenca","-39.0494003295898","-14.7889003753662",NA,NA,"US00152708","US00152708_01",NA,NA,NA,NA,NA,NA,NA,"61245","auto","Monocotyledonae","1"
"41","2020-09-12 05:00:02-03","US","US","2979169","PreservedSpecimen","Plantae",NA,"Commelinales","Commelinaceae","Dichorisandra","leucophthalmos","Dichorisandra leucophthalmos","Hook.","Faden, R. B., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","E. B. Santos","18","1982","6","2","South America - Neotropics","Brazil","Bahia","Ilhéus","Cepec, km 22 on ilheus/itabuna","-39.0494003295898","-14.7889003753662",NA,NA,"US00152709","US00152709_01","50","50",NA,NA,NA,NA,NA,"61245","auto","Monocotyledonae","1"
"42","2020-09-12 05:00:02-03","US","US","3291559","PreservedSpecimen","Plantae",NA,"Commelinales","Commelinaceae","Dichorisandra","leucophthalmos","Dichorisandra leucophthalmos","Hook.",NA,"A. M. Carvalho, S. C. Sant' Ana & L. A. Mattos Silva","4413","1994","2","28","South America - Neotropics","Brazil","Bahia",NA,"Urucuca, serra grande",NA,NA,NA,NA,"US00450249","US00450249_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1"
"43","2020-09-12 05:00:02-03","US","US","2951880","PreservedSpecimen","Plantae",NA,"Commelinales","Commelinaceae","Dichorisandra","leucophthalmos","Dichorisandra leucophthalmos","Hook.","Faden, R. B., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","J. L. Hage & -- Santos","533","1981","3","5","South America - Neotropics","Brazil","Bahia","Ilhéus","Cepec, km 22 on ilheus/itabuna","-39.0494003295898","-14.7889003753662",NA,NA,"US00152707","US00152707_01","50","50",NA,NA,NA,NA,NA,"61245","auto","Monocotyledonae","1"
