"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","typeStatus","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount","previousCatalogNumber","sex"
"49","2021-01-14 15:29:35-03","MN","R","6684","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart.","Barbosa, H.","1143",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Ducke, W.A.",NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
"50","2021-01-14 15:29:35-03","MN","R","162410","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart.","Mello Filho, L.E.","s.n.","1980","09","19",NA,"Brasil","Minas Gerais","Tiradentes","Caminho da mãe d#?#agua","-44.1781005859375","-21.1103000640869",NA,NA,NA,NA,"F. C. P. Garcia",NA,NA,NA,"1999","08",NA,NA,"10355","auto",NA,NA,NA,NA,NA,NA,NA
"51","2021-01-14 15:29:35-03","MN","R","192628","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart.","Leoncini, O.","11","1964","06","22",NA,"Brasil","Minas Gerais","Poços de Caldas","Morro do Ferro","-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,"D. A. Lima",NA,NA,NA,"1968","03",NA,NA,"23696","auto",NA,NA,NA,NA,NA,NA,NA
"52","2021-01-14 15:29:35-03","MN","R","192637","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart.","Becker, J.","95","1963","08","26",NA,"Brasil","Minas Gerais","Poços de Caldas","Morro do Ferro","-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,"D. A. Lima",NA,NA,NA,"1968","03",NA,NA,"23696","auto",NA,NA,"21",NA,NA,NA,NA
"53","2021-01-14 15:29:35-03","MN","R","192631","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart.","Leoncini, O.","793","1966","07","20",NA,"Brasil","Minas Gerais","Poços de Caldas","Morro do Ferro","-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,"D. A. Lima",NA,NA,NA,"1968","03",NA,NA,"23696","auto",NA,NA,NA,NA,NA,NA,NA
"54","2021-01-14 15:29:35-03","MN","R","192630","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart.","Leoncini, O.","54","1964","07","03",NA,"Brasil","Minas Gerais","Poços de Caldas","Morro do Ferro","-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,"D. A. Lima",NA,NA,NA,"1968","03",NA,NA,"23696","auto",NA,NA,NA,NA,NA,NA,NA
"55","2021-01-14 15:29:35-03","MN","R","192629","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart.","Leoncini, O.; Roppa, O.A.","210","1964","09","18",NA,"Brasil","Minas Gerais","Poços de Caldas","Morro do Ferro","-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,"D. A. Lima",NA,NA,NA,"1968","03",NA,NA,"23696","auto",NA,NA,NA,NA,NA,NA,NA
"56","2021-01-14 15:29:35-03","MN","R","192627","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart.","Roppa, O.","840","1966","09","14",NA,"Brasil","Minas Gerais","Poços de Caldas","Represa","-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,"D. A. Lima",NA,NA,NA,"1968","03",NA,NA,"23696","auto",NA,NA,"23",NA,NA,NA,NA
"57","2021-01-14 15:29:35-03","MN","R","34366","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart.","Mello Barreto, H.L.","9092","1937","08","15",NA,"Brasil","Minas Gerais","Ouro Preto","Serra de Antonio Pereira","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Hoehne, F.C.",NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
"58","2021-04-02 11:40:44-03","UFPI","TEPB","20573","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Inga","vulpina","Inga vulpina","Mart.","H. F. Leitão Filho",NA,"1983","12","09",NA,"Brasil","Minas Gerais","Carrancas","Serra de Carrancas","-44.6425018310547","-21.4874992370605",NA,"árvore cerca de 5 metros de altura, frutos verdes",NA,NA,"M. F. Mata",NA,NA,NA,"2008","07",NA,NA,"21143","auto",NA,NA,"24",NA,NA,NA,NA
"59","2015-07-02 14:02:06-03","JBP","HPL","6416","S","Plantae",NA,NA,"Fabaceae-Mimosoideae","Inga","vulpina","Inga vulpina",NA,"H. Lorenzi","6089","2006","03","14",NA,"Brasil","SP","Limeira","Coletado na Dierberger Agrícola SA.","-47.4","-22.56",NA,NA,NA,NA,"H. Lorenzi",NA,NA,NA,"2006","06",NA,NA,"20999","auto",NA,NA,"14",NA,NA,NA,NA
"60","2019-02-22 11:45:31-03","IPA","IPA","14973","S","Plantae","Plantae",NA,"Leguminosae-Mim.","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Leoncini, O.","79","1966","07","20","Southern America","Brasil","Minas Gerais","Poços de Caldas","Morro do Ferro.","-46.5614013671875","-21.7877998352051",NA,NA,"IPA0014973",NA,"Lima, A.",NA,NA,NA,"1968","03",NA,NA,"23696","auto",NA,NA,"03",NA,NA,NA,NA
"61","2019-02-22 11:45:31-03","IPA","IPA","14970","S","Plantae","Plantae",NA,"Leguminosae-Mim.","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Emmerich, M.","230","1965","02","09","Southern America","Brasil","Minas Gerais","Poços de Caldas","Morro do ferro, mata no no sopé do morro, entre est. 25 e 26.","-46.5614013671875","-21.7877998352051",NA,NA,"IPA0014970",NA,"Lima, A.",NA,NA,NA,"1968","03",NA,NA,"23696","auto",NA,NA,"03",NA,NA,NA,NA
"62","2019-02-22 11:45:31-03","IPA","IPA","9427","S","Plantae","Plantae",NA,"Leguminosae-Mim.","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Pickel, B.","508","1940","11","06","Southern America","Brasil","São Paulo","Mogi das Cruzes","Faz.Paratí. Na margeta.","-46.1883010864258","-23.5228004455566",NA,NA,"IPA0009427",NA,"Costa e Silva, M.B.",NA,NA,NA,"2002","03",NA,NA,"28666","auto",NA,NA,NA,NA,NA,NA,NA
"63","2019-02-22 11:45:31-03","IPA","IPA","14972","S","Plantae","Plantae",NA,"Leguminosae-Mim.","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Leoncini, O.","5","1964","07","03","Southern America","Brasil","Minas Gerais","Poços de Caldas","Morro do Ferro.","-46.5614013671875","-21.7877998352051",NA,NA,"IPA0014972",NA,"Lima, A.",NA,NA,NA,"1968","03",NA,NA,"23696","auto",NA,NA,"03",NA,NA,NA,NA
"64","2019-02-22 11:45:31-03","IPA","IPA","14968","S","Plantae","Plantae",NA,"Leguminosae-Mim.","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Becker, J.","9","1963","08","26","Southern America","Brasil","Minas Gerais","Poços de Caldas","Morro do ferro, borda da mata no sopé.","-46.5614013671875","-21.7877998352051",NA,NA,"IPA0014968",NA,"Lima, A.",NA,NA,NA,"1968","03",NA,NA,"23696","auto",NA,NA,"03",NA,NA,NA,NA
"65","2019-02-22 11:45:31-03","IPA","IPA","14974","S","Plantae","Plantae",NA,"Leguminosae-Mim.","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Leoncini, O.; Roppa, O.; Roppa, O.","21","1964","09","18","Southern America","Brasil","Minas Gerais","Poços de Caldas","Morro do Ferro, córrego a oeste do morro.","-46.5614013671875","-21.7877998352051",NA,NA,"IPA0014974",NA,"Lima, A.",NA,NA,NA,"1968","03",NA,NA,"23696","auto",NA,NA,"03",NA,NA,NA,NA
"66","2019-02-22 11:45:31-03","IPA","IPA","14975","S","Plantae","Plantae",NA,"Leguminosae-Mim.","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Roppa, O.","84","1966","09","14","Southern America","Brasil","Minas Gerais","Poços de Caldas","Represa Bertolã","-46.5614013671875","-21.7877998352051",NA,"Flores alvas.","IPA0014975",NA,"Lima, A.",NA,NA,NA,"1968","03",NA,NA,"23696","auto",NA,NA,"03",NA,NA,NA,NA
"67","2019-07-26 11:40:20-03","IPA","IPA","28517","S","Plantae","Plantae",NA,"Leguminosae-Mim.","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Hoehne, W.","2851","1944","08","08","Southern America","Brasil","São Paulo",NA,"Parque do estado de São Paulo",NA,NA,NA,NA,"IPA0028517",NA,"Costa e Silva, M.B.",NA,NA,NA,"2002","03",NA,NA,NA,NA,NA,NA,"08",NA,NA,NA,NA
"68","2019-02-22 11:45:31-03","IPA","IPA","14971","S","Plantae","Plantae",NA,"Leguminosae-Mim.","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Leoncini, O.","1","1964","06","22","Southern America","Brasil","Minas Gerais","Poços de Caldas","Morro do Ferro.","-46.5614013671875","-21.7877998352051",NA,NA,"IPA0014971",NA,"Lima, A.",NA,NA,NA,"1964","03",NA,NA,"23696","auto",NA,NA,"03",NA,NA,NA,NA
"69","2019-02-22 11:45:31-03","IPA","IPA","14969","S","Plantae","Plantae",NA,"Leguminosae-Mim.","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Emmerich, M.","202","1964","09","10","Southern America","Brasil","Minas Gerais","Poços de Caldas","Morro do ferro, matinha na direção do brejo.","-46.5614013671875","-21.7877998352051",NA,"Árvore mais ou menos c/7m.Ramo muito caido. flores rosas.","IPA0014969",NA,"Lima, A.",NA,NA,NA,"1968","03",NA,NA,"23696","auto",NA,NA,"03",NA,NA,NA,NA
"70","2020-12-20 21:17:31-03","UFV","VIC","039141","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Fernandes, J.M.","522","2007","08","25",NA,"Brasil","Minas Gerais","Araponga","Comunidade do Boné, Estouro, propriedade da Dona Antônia.","-42.5208015441895","-20.6667003631592",NA,"Ramos jovens velutinos atomentosos,cálice e corola esverdeada,filetes róseos e anteras brancas,frutos imaturos.","VIC039141","VIC039141",NA,NA,NA,NA,NA,NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"71","2020-12-20 21:17:31-03","UFV","VIC","34842","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Fernandes, J.M.","1332","2010","10","04",NA,"Brasil","Minas Gerais","Araponga","Parque Estadual da Serra da Candonga, Floresta Estacional Semidecidual.","-42.5208015441895","-20.6667003631592",NA,"Árvore, c.a. de 4,0 metros de altura; flores com filetes róseos.","VIC034842","VIC034842","Fernandes, J.M.",NA,NA,NA,"2010","10",NA,NA,"16385","auto",NA,NA,"04",NA,NA,NA,NA
"72","2020-12-20 21:17:31-03","UFV","VIC","041814","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Siqueira, L.C. de; Daloz, J.R.","859","2013","07","23",NA,"Brasil","Minas Gerais","Araponga","PESB, Comunidade da Serra das Cabeças. Mo quintal do Senhor Antônio Leleca.","-42.5208015441895","-20.6667003631592",NA,"Árvore de cerca de 3.5 m, estudo etnobotânico. Citado para alimento para homem e passarinhos.","VIC041814","VIC041814",NA,NA,NA,NA,NA,NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"73","2020-12-20 21:17:31-03","UFV","VIC","041828","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Siqueira, L.C. de; Daloz, J.R.","871","2013","07","31",NA,"Brasil","Minas Gerais","Araponga","PESB, Estrada principal em direção a Aportaria da Pedra do pato.","-42.5208015441895","-20.6667003631592",NA,"Árvore de cerca de 3,5 m, flores rosa. Presença de beija flor.","VIC041828","VIC041828",NA,NA,NA,NA,NA,NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"74","2020-12-20 21:17:31-03","UFV","VIC","22791","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Lombardi, J.A.","2391","1998","09","09",NA,"Brasil","Minas Gerais","Moeda","Serra da Moeda, Campo rupestre, beira de córrego.","-44.0527992248535","-20.3330993652344",NA,"Arvoreta, c.a. de 1,5 metros de altura. Folhas cartáceas, cálice e corola verdes, filetes rosa, estilete branco.","VIC022791","VIC022791","Garcia, F.C.P.",NA,NA,NA,"1999","02",NA,NA,"14750","auto",NA,NA,NA,NA,NA,NA,NA
"75","2020-12-20 21:17:31-03","UFV","VIC","28299","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Dutra, V.F.; et al.","167","2004","01","20",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi (PEI), Calais. Campo rupestre.","-43.5080986022949","-20.2875003814697",NA,"Arvoreta, c.a. de 3,0 metros de altura; frutos maduros.","VIC028299","VIC028299","Garcia, F.C.P.",NA,NA,NA,"2004","01",NA,NA,"44599","auto",NA,NA,"20",NA,NA,NA,NA
"76","2020-12-20 21:17:31-03","UFV","VIC","28298","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Dutra, V.F.; et al.","137","2003","09","30",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi (PEI), Estrada de Cima, margem da estrada. Mata secundária.","-43.5080986022949","-20.2875003814697",NA,"Arbusto, c.a. de 2,5 metros de altura; cálice e corola verdes; filetes róseos; ramos bastante pilosos.","VIC028298","VIC028298","Garcia, F.C.P.",NA,NA,NA,"2003","09",NA,NA,"44599","auto",NA,NA,"30",NA,NA,NA,NA
"77","2020-12-20 21:17:31-03","UFV","VIC","32079","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Valente, G.E.; et al.","1911","2007","05","18",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Próximo ao Alto Palácio (BR-010).","-43.7144012451172","-19.1688995361328",NA,"Planta ca. 2m de altura, coletada numa vegetação de transição de campo rupestre para Mata Nebular (Mata Zé de Nico). Inflorescência rosa.","VIC032079","VIC032079","Fernandes, J.M.",NA,NA,NA,"2011","02",NA,NA,"26557","auto",NA,NA,"23",NA,NA,NA,NA
"78","2020-12-20 21:17:31-03","UFV","VIC","22790","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Mota, R.C.","s.n.","1998","08","27",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Região de mata secundária.","-43.7144012451172","-19.1688995361328",NA,"Estames rosados.","VIC022790","VIC022790","Garcia, F.C.P.",NA,NA,NA,"1999","02",NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA
"79","2020-12-20 21:17:31-03","UFV","VIC","18250","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Carvalho, A.F.","435","1997","07","03",NA,"Brasil","Minas Gerais","Viçosa","Rua da Conceição nº 20","-42.8819007873535","-20.7539005279541",NA,"Árvore com flores róseas, frutos comestível.","VIC018250","VIC018250","Garcia, F.C.P.",NA,NA,NA,"1997","12",NA,NA,"13937","auto",NA,NA,"04",NA,NA,NA,NA
"80","2020-12-20 21:17:31-03","UFV","VIC","041711","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Siqueira, L.C. de; Miranda, C.V.","739","2011","09","13",NA,"Brasil","Minas Gerais","Araponga","PESB, Trilha das Serra das cabeças, começo da trilha.","-42.5208015441895","-20.6667003631592",NA,"Árvore de cerca de 4m, flores rosa clara.","VIC041711","VIC041711",NA,NA,NA,NA,NA,NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"81","2020-12-20 21:17:31-03","UFV","VIC","22792","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Vasconcelos, M.F. de; Oliveira, P.N.M. de","s.n.","1998","09","26",NA,"Brasil","Minas Gerais","Catas Altas","Serra do Caraça, Borda de mata.","-43.4075012207031","-20.0746994018555",NA,"Flores róseas vivitadas por beija-flor.","VIC022792","VIC022792","Garcia, F.C.P.",NA,NA,NA,"1999","02",NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA
"82","2020-12-20 21:17:31-03","UFV","VIC","34680","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Sousa, H.C.","s.n.","2006","02","05",NA,"Brasil","Minas Gerais","Mariana","Capão de mata, próximo ao Pico do Itacolomi.","-43.4160995483398","-20.377799987793",NA,"Árvore.","VIC034680","VIC034680","Fernandes, J.M.",NA,NA,NA,"2011","05",NA,NA,"33524","auto",NA,NA,"17",NA,NA,NA,NA
"83","2020-12-20 21:17:31-03","UFV","VIC","051988","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Fernandes, J.M.","1063","2009","09","16",NA,"Brasil","Minas Gerais","Ouro Preto","APA das Andorinhas","-43.5080986022949","-20.2875003814697",NA,"Floresta Atlântica, árvore de 4 m, filetes róseos.","VIC051988","VIC051988",NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
"84","2020-12-20 21:17:31-03","UFV","VIC","22807","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Martens, L.A.","593","1993","09","01",NA,"Brasil","Minas Gerais","Brumadinho","Serra da Calçada - Retiro das Pedras, Capoeira rala, próximo muro do Condomínio.","-44.216667","-20.133333",NA,"Pequena árvore, c.a. de 3,0-4,0 metros de altura, de tronco fino, casca grossa. Folhas brilhantes. Flores rosa. População pequena e concentrada na capoeira. Floração observada. agosto-setembro.","VIC022807","VIC022807","Garcia, F.C.P.",NA,NA,NA,"1999","01","-44.216667","-20.133333",NA,NA,NA,NA,"12",NA,NA,NA,NA
"85","2020-12-20 21:17:31-03","UFV","VIC","28494","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Leoni, L.S.","4748","2001","09","23",NA,"Brasil","Minas Gerais",NA,"Parque Estadual Serra do Brigadeiro (PESB), Serra da Grama.",NA,NA,NA,"Arbusto, c.a. de 3,0-4,0 metros de altura. Corola com filamentos rosa-avermelhados.","VIC028494","VIC028494","Fernandes, J.M.",NA,NA,NA,"2011","09",NA,NA,NA,NA,NA,NA,"26",NA,NA,NA,NA
"86","2020-12-20 21:17:31-03","UFV","VIC","35007","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Fernandes, J.M.","1054","2009","09","14",NA,"Brasil","Minas Gerais","Cajuri","Fazenda Monte Libra, Floresta Estacional Semidecidual.","-42.775","-20.766667",NA,"Arvoreta, c.a. de 2,0 metros de altura; flores com filetes róseos.","VIC035007","VIC035007","Fernandes, J.M.",NA,NA,NA,"2009","09","-42.775","-20.766667",NA,NA,NA,NA,"14",NA,NA,NA,NA
"87","2020-12-20 21:17:31-03","UFV","VIC","35008","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Fernandes, J.M.","1070","2009","09","17",NA,"Brasil","Minas Gerais","Ouro Preto","APA Uaimií, Floresta Estacional Semidecidual.","-43.570833","-20.293333",NA,"Árvore, c.a. de 3,0 metros de altura; frutos secos.","VIC035008","VIC035008","Fernandes, J.M.",NA,NA,NA,"2009","09","-43.570833","-20.293333",NA,NA,NA,NA,"17",NA,NA,NA,NA
"88","2020-12-20 21:17:31-03","UFV","VIC","35009","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Fernandes, J.M.","1162","2009","11","11",NA,"Brasil","Minas Gerais","Santa Rita do Ibitipoca","Parque Estadual do Ibitipoca, Floresta Estacional Semidecidual.",NA,NA,NA,"Árvore, c.a. de 4,0 metros; frutos desenvolvidos.","VIC035009","VIC035009","Fernandes, J.M.",NA,NA,NA,"2009","11",NA,NA,NA,NA,NA,NA,"11",NA,NA,NA,NA
"89","2020-12-20 21:17:31-03","UFV","VIC","37760","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Batista, M.L.; Vieira, D.M.","s.n.","2011","12","10",NA,"Brasil","Minas Gerais","Durandé","Estrada de terra.","-47.746111","-20.193611",NA,"Árvore, c.a. de 3,5 metros de altura, com frutos.","VIC037760",NA,"Batista, M.L.",NA,NA,NA,"2012","05","-47.746111","-20.193611",NA,NA,NA,NA,"20",NA,NA,NA,NA
"90","2020-12-20 21:17:31-03","UFV","VIC","36502","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Fernandes, J.M.","919","2009","01","14",NA,"Brasil","Minas Gerais","Araponga","Parque Estadual Serra do Brigadeiro (PESB)","-42.466083","-20.732361",NA,"Árvore, c.a. de 2,5 metros de altura; frutos amarelos.","VIC036502","VIC036502","Fernandes, J.M.",NA,NA,NA,"2009","01","-42.466083","-20.732361",NA,NA,NA,NA,"14",NA,NA,NA,NA
"91","2020-12-20 21:17:31-03","UFV","VIC","36605","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Fernandes, J.M.","1333","2010","10","04",NA,"Brasil","Minas Gerais",NA,"Parque Estadual do Itacolomi (PEI)",NA,NA,NA,"Área de Campo Rupestre; Árvore de 4m de altura; Frutos imaturos e flores secas.","VIC036605",NA,"Fernandes, J.M.",NA,NA,NA,"2010","10",NA,NA,NA,NA,NA,NA,"04",NA,NA,NA,NA
"92","2020-12-20 21:17:31-03","UFV","VIC","36628","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Fernandes, J.M.","1066","2009","09","16",NA,"Brasil","Minas Gerais",NA,"Parque Estadual do Itacolomi (PEI), Floresta estacional semidecidual.",NA,NA,NA,"Árvore, c.a. de 4,0 metros de altura; filetes róseos.","VIC036628","VIC036628","Fernandes, J.M.",NA,NA,NA,"2009","09",NA,NA,NA,NA,NA,NA,"16",NA,NA,NA,NA
"93","2020-12-20 21:17:31-03","UFV","VIC","37609","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Siqueira, L.C. de; Souza, R.H.","707","2012","08","27",NA,"Brasil","Minas Gerais","Araponga","Parque Estadual Serra do Brigadeiro (PESB), Coleta realizada na estrada, lado esquerdo em direção à Portaria Fervedouro.","-42.465778","-20.731972",NA,"Árvore ca. 4m alt., flores rosa que abrem de fora para dentro. Cheiro fraco de mel. Presença de beija-flor e borboleta.","VIC037609",NA,"Siqueira, L.C. de",NA,NA,NA,"2012","09","-42.465778","-20.731972",NA,NA,NA,NA,"18",NA,NA,NA,NA
"94","2020-12-20 21:17:31-03","UFV","VIC","37595","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Siqueira, L.C. de; Silva, A.A.","639","2012","02","14",NA,"Brasil","Minas Gerais","Araponga","Parque Estadual Serra do Brigadeiro (PESB), Estrada Portaria Fervedouro. Coleta na beira da estrada, subida do lado direito.","-42.465556","-20.732",NA,"Árvore ca. 3,0m alt. Presença de frutos.","VIC037595",NA,"Siqueira, L.C. de",NA,NA,NA,"2012","05","-42.465556","-20.732",NA,NA,NA,NA,"18",NA,NA,NA,NA
"95","2020-12-20 21:17:31-03","UFV","VIC","37597","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Siqueira, L.C. de","680","2012","03","15",NA,"Brasil","Minas Gerais","Araponga","Parque Estadual Serra do Brigadeiro (PESB), Em direção à Portaria Fervedouro, lado esquerdo.","-42.5208015441895","-20.6667003631592",NA,"Árvore ca. 3m alt., frutos coletados no chão, pois não tinha na árvore.","VIC037597",NA,"Siqueira, L.C. de",NA,NA,NA,"2012","05",NA,NA,"16385","auto",NA,NA,"18",NA,NA,NA,NA
"96","2020-12-20 21:17:31-03","UFV","VIC","37596","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Siqueira, L.C. de; Batista, M.L.","699","2011","12","10",NA,"Brasil","Minas Gerais","Araponga","Parque Estadual Serra do Brigadeiro (PESB), Estrada da Pousada Serra D'água em direção ao Parque, lado direito.","-42.5208015441895","-20.6667003631592",NA,"Árvore ca. 4m alt. Presença frutos verdes.","VIC037596",NA,"Siqueira, L.C. de",NA,NA,NA,"2012","05",NA,NA,"16385","auto",NA,NA,"18",NA,NA,NA,NA
"97","2020-12-20 21:17:31-03","UFV","VIC","37941","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Siqueira, L.C. de","754","2012","10","16",NA,"Brasil","Minas Gerais","Araponga","Parque Estadual Serra do Brigadeiro (PESB), Estrada Portaria Fervedouro, lado esquerdo direção Sede/Portaria.","-42.5208015441895","-20.6667003631592",NA,"Presença de frutos verdes imaturos.","VIC037941",NA,"Siqueira, L.C. de",NA,NA,NA,"2012","10",NA,NA,"16385","auto",NA,NA,"28",NA,NA,NA,NA
"98","2020-12-20 21:17:31-03","UFV","VIC","35010","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Fernandes, J.M.","1331","2010","10","04",NA,"Brasil","Minas Gerais","Araponga","Parque Estadual Serra do Brigadeiro (PESB), Floresta Estacional Semidecidual.","-42.5208015441895","-20.6667003631592",NA,"Árvore, c.a. de 4,0 metros de altura; flores com filetes róseos.","VIC035010","VIC035010","Fernandes, J.M.",NA,NA,NA,"2010","10",NA,NA,"16385","auto",NA,NA,"04",NA,NA,NA,NA
"99","2020-12-20 21:17:31-03","UFV","VIC","041818","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Siqueira, L.C. de","854","2013","07","22",NA,"Brasil","Minas Gerais","Araponga","PESB, Estrada principal em direção a portaria Pedra do pato.","-42.5208015441895","-20.6667003631592",NA,"Árvore de cerca de 3.5 m, botões florais, em inicio de floração.","VIC041818","VIC041818",NA,NA,NA,NA,NA,NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
