"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","class","monthIdentified","dayIdentified","fieldNumber","typeStatus","verbatimLongitude","verbatimLatitude","individualCount","previousCatalogNumber","sex"
"11","2021-01-14 15:29:40-03","MN","R","117708","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Lupinus","coriaceus","Lupinus coriaceus","Benth.","Rudd, V.E.","Segadas-Vianna, F.; Dau, L.; Ormond, W.T.; Machline, G.C. & Lorêdo Jr., J.","1069","1953","10",NA,NA,"Brasil","Minas Gerais","Jaboticatubas",NA,"-43.7449989318848","-19.513599395752",NA,NA,NA,"Serra - II.",NA,NA,"31264","auto","1966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-01-14 15:29:40-03","MN","R","33194","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Lupinus","coriaceus","Lupinus coriaceus","Benth.","Mello Barreto, H.L.","Mello Barreto, H.L.","5449","1933","08","13",NA,"Brasil","Minas Gerais","Santa Luzia",NA,"-43.8513984680176","-19.7696990966797",NA,NA,NA,"Jardim Botanico de Bello Horizonte 7367.",NA,NA,"19939","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-01-14 15:29:40-03","MN","R","66224","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Lupinus","coriaceus","Lupinus coriaceus","Benth.",NA,"Dusén, P.K.H.","263","1902","05","19",NA,"Brasil","Rio de Janeiro","Itatiaia",NA,"-44.5633010864258","-22.4960994720459","2400","2400",NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-08-27 13:29:31-03","IAP","PACA-AGP","113410","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Fabaceae","Lupinus","attenuatus","Lupinus attenuatus","Gardn.","A. Sehnem","Sehnem, A.","13901","1973","11","11",NA,"Brasil","RS","Portão","Faz. Unisinos.","-51.2419013977051","-29.7017002105713","30","30",NA,"Habitat: herba in campestribus Fenofase: flor amarela","PACA113410",NA,"13735","auto","1973","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-12-20 21:17:31-03","UFV","VIC","28269","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Lupinus","coriaceus","Lupinus coriaceus","Benth.","Filardi, F.L.R.","Romero, R.; Nakajima, J.N.","3776","1996","11","20",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Morro após a nascente do rio São Francisco. Campo rupestre, 1 mês após queimada.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Subarbusto, c.a. de 25 cm de altura. Cálice e corola roxo-azulacia. Estandarte com guias de néctas branco, depois vinho.","VIC028269","VIC028269 VIC028269_2","57119","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-12-20 21:17:31-03","UFV","VIC","28270","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Lupinus","coriaceus","Lupinus coriaceus","Benth.","Filardi, F.L.R.","Romero, R.; Nakajima, J.N.","3780","1996","11","20",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Morro após a nascente do rio São Francisco. Campo rupestre, 1 mês após queimada.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Subarbusto, c.a. de 30 cm de altura. Cálice e corola roxo-azulacia. Estandarte com guias de néctas.","VIC028270","VIC028270 VIC028270_2","57119","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-12-20 21:17:31-03","UFV","VIC","28268","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Lupinus","coriaceus","Lupinus coriaceus","Benth.","Filardi, F.L.R.","Romero, R.; Nakajima, J.N.","3779","1996","11","20",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Morro após a nascente do rio São Francisco. Campo rupestre, 1 mês após queimada.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Subarbusto, c.a. de 30 cm de altura. Cálice e corola roxo-azulacia. Estandarte com guias de néctas branco, depois vinho.","VIC028268","VIC028268 VIC028268_2","57119","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-11-21 14:36:49-03","UFJF","CESJ","15328","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Lupinus","coriaceus","Lupinus coriaceus","Benth.","H.C. Lima","s.col","CESJ15328",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CESJ015328",NA,NA,NA,"1982",NA,"10","07",NA,NA,NA,NA,NA,NA,NA
"19","2019-08-20 10:14:00-03","UNICAMP","UEC","45969","S","Plantae","Magnoliopsida",NA,"Fabaceae","Lupinus","coriaceus","Lupinus coriaceus","Benth.","Rodrigues, RS","Menezes, NL; Cavalcanti, TB; Semir, J; Chukr, NS; Mello-Silva, R","s.n.","1986","02","23",NA,"Brazil","Minas Gerais","Diamantina","Estrada Diamantina a Conselheiro Mata, km 185, próximo à grande Inselberg.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"flor, Planta de 20cm, no campo arenoso, próximo a brejo. Flores roxas com mancha branca e creme no estandarte.","UEC124288","UEC124288","101169","auto","2001",NA,"11",NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-08-20 10:14:00-03","UNICAMP","UEC","39536","S","Plantae","Magnoliopsida",NA,"Fabaceae","Lupinus","coriaceus","Lupinus coriaceus","Benth.","Rodrigues, RS","Tamashiro, JY; Martins, FR; Leitão Filho, HF; Semir, J","17584","1985","06","06",NA,"Brazil","Minas Gerais","Diamantina","Estrada Diamantina / Araçuai, Cruzeiro da Serra","-43.6002998352051","-18.2493991851807",NA,NA,NA,"flor, Erva 40cm, flores lilases.","UEC124286","UEC124286","101169","auto","2001",NA,"11",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-01 16:30:49-03","UNICAMP","UEC","40200","S","Plantae","Magnoliopsida",NA,"Fabaceae","Lupinus","coriaceus","Lupinus coriaceus","Benth.","Rodrigues, RS","Tamashiro, JY; Martins, FR; Leitão Filho, HF; Semir, J","17486","1985","06","05",NA,"Brazil","Minas Gerais","Diamantina","Estrada Diamantina / Biri-Biri, km 10.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"fruto, Erva até 0,4m, flores azuis-arrouxeadas.; Erva até 0.4m, flores azuis-arroxeadas.","UEC124287","UEC124287","101169","auto","2001",NA,"11",NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-08-20 10:14:00-03","UNICAMP","UEC","8537","S","Plantae","Magnoliopsida",NA,"Fabaceae","Lupinus","coriaceus","Lupinus coriaceus","Benth.","Monteiro, R","Semir, J; Kinoshita, LS; Sazima, M","5200","1974","09","08",NA,"Brazil","Minas Gerais","Jaboticatubas","Km 114 ao longo da rodovia Lago Santa - Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,NA,NA,"flor, Flores roxas.","UEC021993","UEC021993","31264","auto","1984",NA,"04",NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-08-20 10:14:00-03","UNICAMP","UEC","8539","S","Plantae","Magnoliopsida",NA,"Fabaceae","Lupinus","coriaceus","Lupinus coriaceus","Benth.","Monteiro, R","Semir, J; Kinoshita, LS; Sazima, M","s.n.","1974","09","07",NA,"Brazil","Minas Gerais","Jaboticatubas","km 127 ao longo da rodovia Lagoa Santa -","-43.7449989318848","-19.513599395752",NA,NA,NA,"flor, Flores roxas, altura 30cm.","UEC124284","UEC124284","31264","auto","1984",NA,"04",NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-08-20 10:14:00-03","UNICAMP","UEC","8538","S","Plantae","Magnoliopsida",NA,"Fabaceae","Lupinus","coriaceus","Lupinus coriaceus","Benth.","Monteiro, R","Semir, J; Sazima, M; Cássia, R","s.n.","1972","07","23",NA,"Brazil","Minas Gerais","Jaboticatubas","km 127 ao longo da rodovia Lagoa Santa -","-43.7449989318848","-19.513599395752",NA,NA,NA,"flor, Roxa, 30cm.","UEC124283","UEC124283","31264","auto","1984",NA,"04",NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-08-20 10:14:00-03","UNICAMP","UEC","8540","S","Plantae","Magnoliopsida",NA,"Fabaceae","Lupinus","coriaceus","Lupinus coriaceus","Benth.","Monteiro, R","Joly, AM; Müller, C","s.n.","1972","09","10",NA,"Brazil","Minas Gerais","Jaboticatubas","km 140 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Dimantina.","-43.7449989318848","-19.513599395752",NA,NA,NA,"flor, Altura 25cm, flores azuis.","UEC124285","UEC124285","31264","auto","1984",NA,"04",NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-08-20 10:14:00-03","UNICAMP","UEC","118030","S","Plantae","Magnoliopsida",NA,"Fabaceae","Lupinus","coriaceus","Lupinus coriaceus","Benth.","Rodrigues, RS","Carmello-Guerreiro, SM; Belinello, R; Semir, J; Sajo, MG","37","2000","09","19",NA,"Brazil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,NA,"flor, KM das Vellozia gigante, subarbusto, flores violeta a púrpura em campo arenoso graminoso.","UEC021988","UEC021988","26557","auto","2001",NA,"11",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:26:56-03","MBM","MBM","306621","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Lupinus","attenuatus","Lupinus attenuatus","Gardn.","Panchuelo, A.M.","Mello-Silva, R.; et al.; et al.","360","1990","08","20","Southern America","Brazil","Minas Gerais","Diamantina","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"MBM306621","MBM306621","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:26:56-03","MBM","MBM","23177","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Lupinus","attenuatus","Lupinus attenuatus","Gardn.","Burkart, A.","Hatschbach, G.","30114",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Santo Antônio do Itambé","Pico Itambé","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,"MBM023177","MBM023177","19014","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:26:56-03","MBM","MBM","227831","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Lupinus","coriaceus","Lupinus coriaceus","Benth.","Lewis, J.P.","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","68221","1998","07","25","Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Rod. BR-259, próximo ao trevo para Presidente Kubitchek","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,"MBM227831","MBM227831","13347","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:26:56-03","MBM","MBM","23179","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Lupinus","coriaceus","Lupinus coriaceus","Benth.","Barneby, R.","Hatschbach, G.","30072",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Jaboticatubas","Serra do Cipó, Fazenda Palácio","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,"MBM023179","MBM023179","31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:26:56-03","MBM","MBM","105146","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Lupinus","coriaceus","Lupinus coriaceus","Benth.","Mantovani, W.","Henrique, M.C.; Kawasaki, M.L.; Kawasaki, M.L.","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Santana do Riacho","Santana do Riacho","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"MBM105146","MBM105146","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2015-09-04 03:25:33-03","MNHN","RECOLNAT_MNHN_P","P00542140","PreservedSpecimen",NA,NA,NA,"Fabaceae","Lupinus","coriaceus","Lupinus coriaceus","Benth.",NA,NA,NA,NA,NA,NA,NA,"Brésil",NA,NA,"Serra do Cipo",NA,NA,NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00542140' target='other'> <mi>dwc_moreinfo</mi></a>","P00542140","P00542140_01",NA,NA,NA,NA,NA,NA,"II- 790",NA,NA,NA,NA,NA,NA
"33","2016-11-14 12:21:48-02","MNHN","RECOLNAT_MNHN_P","P02953722","PreservedSpecimen",NA,NA,NA,"Fabaceae","Lupinus","coriaceus","Lupinus coriaceus","Benth.",NA,"Vauthier, M.",NA,"1833",NA,NA,NA,"Brésil",NA,NA,"Prov. Minas Geraes, Tejuco",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02953722' target='other'> <mi>dwc_moreinfo</mi></a>","P02953722","P02953722_01 P02953722_02",NA,NA,NA,NA,NA,NA,"141","syntype",NA,NA,NA,NA,NA
"34","2015-09-04 02:14:49-03","MNHN","RECOLNAT_MNHN_P","P02953723","PreservedSpecimen",NA,NA,NA,"Fabaceae","Lupinus","coriaceus","Lupinus coriaceus","Benth.",NA,"Richard, L.C.",NA,NA,"6",NA,NA,"[Brésil]","Minas Gerais",NA,"Minas Geraes, district des diamants, environs de Tejuco",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02953723' target='other'> <mi>dwc_moreinfo</mi></a>","P02953723","P02953723_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2015-09-04 02:14:49-03","MNHN","RECOLNAT_MNHN_P","P02953724","PreservedSpecimen",NA,NA,NA,"Fabaceae","Lupinus","coriaceus","Lupinus coriaceus","Benth.",NA,"Vauthier",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Serra do Frio (Pce de Minas Geraës)",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02953724' target='other'> <mi>dwc_moreinfo</mi></a>","P02953724","P02953724_01 P02953724_02",NA,NA,NA,NA,NA,NA,"142","syntype",NA,NA,NA,NA,NA
"36","2015-09-04 02:14:49-03","MNHN","RECOLNAT_MNHN_P","P02953725","PreservedSpecimen",NA,NA,NA,"Fabaceae","Lupinus","coriaceus","Lupinus coriaceus","Benth.",NA,"Vauthier",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Serra do Frio (Pce de Minas Geraës)",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02953725' target='other'> <mi>dwc_moreinfo</mi></a>","P02953725","P02953725_01 P02953725_02",NA,NA,NA,NA,NA,NA,"142","syntype",NA,NA,NA,NA,NA
"37","2020-12-11 11:36:07-03","UFMG","BHCB","66229","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Lupinus","attenuatus","Lupinus attenuatus","Gardner",NA,"Barreto, HLM","5445",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Santa Luzia",NA,"-43.8513984680176","-19.7696990966797",NA,NA,NA,NA,NA,NA,"19939","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-11 11:36:07-03","UFMG","BHCB","182234","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Lupinus","coriaceus","Lupinus coriaceus","Benth.",NA,"Moreira, SN; França, M; Toledo, F; Farias, AP; Knegt, R","1750","2015","07","08","Southern America","Brasil","Minas Gerais","Conceição do Mato Dentro","Parque Estadual da Serra do Intendente","-43.677222","-18.9425",NA,NA,NA,"Erva até 40cm de altura. Flor lilás com mácula amarela. Vulnerável (Flora do Brasil, 2015) . Campo quartzítico. Solo arenoso.","BHCB037565",NA,NA,NA,"2015",NA,"07",NA,NA,NA,"-43.677222","-18.9425",NA,NA,NA
"39","2020-12-11 11:36:07-03","UFMG","BHCB","66231","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Lupinus","coriaceus","Lupinus coriaceus","Benth.",NA,"Barreto, HLM","5448",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Santa Luzia",NA,"-43.8513984680176","-19.7696990966797",NA,NA,NA,NA,NA,NA,"19939","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2008-05-27 22:02:00-03","MO","MOBOT","3200737","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Lupinus","attenuatus","Lupinus attenuatus","Gardner","G. Hatschbach","Gert G. Hatschbach","Hatschbach 35482","1974","10","14","South America","Brazil","Paraná",NA,"Carambei (mun. Castro).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2008-05-27 22:02:00-03","MO","MOBOT","3200944","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Lupinus","attenuatus","Lupinus attenuatus","Gardner","G. Hatschbach","Gert G. Hatschbach","Hatschbach 35213","1974","10","12","South America","Brazil","Paraná",NA,"Rincão Grande (mun. Jaranjeiras do Sul).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2011-03-01 10:04:00-03","MO","MOBOT","3201660","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Lupinus","attenuatus","Lupinus attenuatus","Gardner","D.B. Dunn","Balduino Rambo","Rambo 36207","1948","2","4","South America","Brazil","Rio Grande do Sul",NA,"Cambará, S. Fr. de Paula, In campo alte graminoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-06-10 10:10:49-03","FZB-BH","BHZB","9117","S","Plantae",NA,NA,"Fabaceae - Papilionoideae","Lupinus","coriaceus","Lupinus coriaceus",NA,"Confirmada por Marcelo Devecchi","Fernandes, M.G.C. et al.","1579","2012","07","11",NA,"Brasil","MG","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo do GeraIs","-43.717222","-19.033056","1355","1355",NA,"Ponto 103, 635004 7895005 1355m.",NA,NA,NA,NA,"2013",NA,"08",NA,NA,NA,"43W 43' 02","19S 01' 59",NA,NA,NA
"44","2021-03-01 11:54:12-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae-Papi.","Lupinus","coriaceus","Lupinus coriaceus","Benth.","F.C.P. García; M.F.Pires","Manede, MCH; Kawasaki, L","UFP7483","1981","11","01",NA,"Brasil","Minas Gerais","Jaboticatubas",NA,"-43.7449989318848","-19.513599395752",NA,NA,NA,"Erva 10-15 cm de altura, flores lilás. Terreno arenoso.; Erva 10-15 cm de altura, flores lilás. Terreno arenoso.",NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-01 11:54:12-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae-Papi.","Lupinus","coriaceus","Lupinus coriaceus","Benth.","F.C.P. García; M.F.Pires","Manede, MCH; Kawasaki, L","UFP7483","1981","11","01",NA,"Brasil","Minas Gerais","Jaboticatubas",NA,"-43.7449989318848","-19.513599395752",NA,NA,NA,"Erva 10-15 cm de altura, flores lilás. Terreno arenoso.; Erva 10-15 cm de altura, flores lilás. Terreno arenoso.",NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-01 11:54:12-03","UFPE","UFP","7483","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae-Papi.","Lupinus","coriaceus","Lupinus coriaceus","Benth.","F.C.P. García; M.F.Pires","Manede, MCH; Kawasaki, L","UFP7483","1981","11","01",NA,"Brasil","Minas Gerais","Jaboticatubas",NA,"-43.7449989318848","-19.513599395752",NA,NA,NA,"Erva 10-15 cm de altura, flores lilás. Terreno arenoso.; Erva 10-15 cm de altura, flores lilás. Terreno arenoso.","UFP007483",NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-09-12 05:00:02-03","US","US","2840185","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Lupinus","attenuatus","Lupinus attenuatus","Gardner",NA,"G. Hatschbach","30114","1972","8","9","South America - Neotropics","Brazil","Minas Gerais",NA,"Pico Itambe (mun. S. Antonio do Itambe) Minas Gerais",NA,NA,"1800",NA,NA,NA,"US02289515","US02289515_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA
"48","2020-09-12 05:00:02-03","US","US","2472083","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Lupinus","coriaceus","Lupinus coriaceus","Benth.",NA,"Collector unknown","II 1069 ?","1953","10",NA,"South America - Neotropics","Brazil","Minas Gerais",NA,"Brasil, St. of Minas Gerais, Jaboticatubas Co., Serra do Cipó, 6 km nroth of Palacio",NA,NA,NA,NA,NA,NA,"US02289509","US02289509_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA
