"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","class","dayIdentified","fieldNumber","individualCount","typeStatus"
"96","2019-10-07 09:11:16-03","UEFS","HUEFS","193002","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.",NA,"Quaresma, A.S.","335","2012","04","10",NA,"Brasil","Minas Gerais","São Gonçalo do Rio Preto","PERP. Lapa da Garricha.","-43.325","-18.173889",NA,"Campo rupestre.","HUEFS0193002","HUEFS0193002","1233","1233","43W19'30''","18S10'26''",NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA
"97","2019-10-07 09:11:16-03","UEFS","HUEFS","193008","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.",NA,"Quaresma, A.S.","341","2012","04","11",NA,"Brasil","Minas Gerais","São Gonçalo do Rio Preto","PERP.Caminho do barraco para o Pico 2 irmãos.","-43.336944","-18.207778",NA,"Campo rupestre.","HUEFS0193008","HUEFS0193008","1421","1421","43W20'13''","18S12'28''",NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA
"98","2019-12-04 16:39:46-03","FFCLRP","SPFR","226","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Nakajima, J.N.","Marcondes-Ferreira,W.; Semir,J.;Martins,A.B.;Miotto,S.;de Queiroz,L.P.;Martins,E.F.;Silveira,L.T.;Morellato,L.P.C.","193","1990","03","14",NA,"Brasil","Minas Gerais","Santa Bárbara","Colégio do Caraça, caminho da Cachoeirinha.","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,NA,NA,"33136","auto","1998","08",NA,NA,NA,NA,NA
"99","2019-12-10 15:40:51-03","FFCLRP","SPFR","4414","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","barbacense","Eupatorium barbacense","Hieron.","Nakajima, J.N.","Lopes,N.P.","129","1998","04","18",NA,"Brasil","Minas Gerais","Furnas","Estrada de terra 2,0 km antes do Mirante de Furnas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998","08",NA,NA,NA,NA,NA
"100","2019-12-10 15:40:51-03","FFCLRP","SPFR","9879","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","barbacense","Eupatorium barbacense","Hieron.","Mechi,M.R.","Mechi,M.R.; Andena,S.R.","91","2001","03","07",NA,"Brasil","São Paulo","Santa Rita do Passa Quatro","Parque Estadual de Vassununga.","-47.583333","-21.716667",NA,"Gleba Cerrado Pé-de-Gigante",NA,NA,NA,NA,"47°35'W","21°43'S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2019-12-10 15:40:51-03","FFCLRP","SPFR","9880","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","barbacense","Eupatorium barbacense","Hieron.",NA,"Mechi,M.R.; Andena,S.R.",NA,"2001","03","21",NA,"Brasil","São Paulo","Santa Rita do Passa Quatro","Parque Estadual de Vassununga.","-47.583333","-21.716667",NA,"Gleba Cerrado Pé-de-Gigante",NA,NA,NA,NA,"47°35'W","21°43'S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2019-12-10 15:40:51-03","FFCLRP","SPFR","6500","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","barbacense","Eupatorium barbacense","Hieron.","Nakajima, J.N.","Silva,A.C.B.","415","2000","03","25",NA,"Brasil","Minas Gerais","Delfinópolis","Cachoeirinhas","-46.8539009094238","-20.343900680542",NA,NA,NA,NA,NA,NA,NA,NA,"41380","auto",NA,NA,NA,NA,NA,NA,NA
"103","2019-12-10 15:40:51-03","FFCLRP","SPFR","6501","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","barbacense","Eupatorium barbacense","Hieron.","Nakajima, J.N.","Silva,A.C.B.","887","2001","05","02",NA,"Brasil","Minas Gerais","Delfinópolis","Cachoeirinhas.","-46.8539009094238","-20.343900680542",NA,NA,NA,NA,NA,NA,NA,NA,"41380","auto",NA,NA,NA,NA,NA,NA,NA
"104","2019-12-10 15:40:51-03","FFCLRP","SPFR","7950","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","barbacense","Eupatorium barbacense","Hieron.","Oliveira,R.B.","Oliveira,R.B.; Godoy,S.A.P.","461","2004","03","22",NA,"Brasil","São Paulo","Altinópolis","Morro do Forno","-47.3699989318848","-21.0200004577637",NA,"Coletada em área de afloramento rochoso.",NA,NA,NA,NA,NA,NA,"30403","auto",NA,NA,NA,NA,NA,NA,NA
"105","2019-12-10 15:40:51-03","FFCLRP","SPFR","7949","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","barbacense","Eupatorium barbacense","Hieron.","Oliveira,R.B.","Oliveira,R.B.; Godoy,S.A.P.","44","2003","02","10",NA,"Brasil","São Paulo","Altinópolis","Morro do Forno","-47.3699989318848","-21.0200004577637",NA,"Coletada em área de afloramento rochoso.",NA,NA,NA,NA,NA,NA,"30403","auto",NA,NA,NA,NA,NA,NA,NA
"106","2019-12-10 15:40:51-03","FFCLRP","SPFR","2208","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","barbacense","Eupatorium barbacense","Hieron.","Filho,H.F.L.","Marcondes-Ferreira,W.; Fernandes,M.S.; Nakamoto,F.","608","1993","05","14",NA,"Brasil","São Paulo","Altinópolis","Morro do Forno","-47.3699989318848","-21.0200004577637",NA,"Cerrado",NA,NA,NA,NA,NA,NA,"30403","auto","1993","10",NA,"06",NA,NA,NA
"107","2019-12-10 15:40:51-03","FFCLRP","SPFR","2220","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","barbacense","Eupatorium barbacense","Hieron.","Filho,H.F.L.","Marcondes-Ferreira,W.; Fernandes,M.S.; Nakamoto,F.","457","1992","10","29",NA,"Brasil","São Paulo","Altinópolis","Morro do Forno.","-47.3699989318848","-21.0200004577637",NA,"Campo rupestre",NA,NA,NA,NA,NA,NA,"30403","auto","1993","11",NA,"06",NA,NA,NA
"108","2019-12-10 15:40:51-03","FFCLRP","SPFR","143","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","barbacense","Eupatorium barbacense","Hieron.","Filho,H.F.L.","Marcondes-Ferreira,W.; Nunes,J.V.C.","158","1989","04","23",NA,"Brasil","São Paulo","Cajuru","Fazenda Santa Carlota","-47.2999992370605","-21.2700004577637",NA,"Cerrado",NA,NA,NA,NA,NA,NA,"21243","auto","1990","08",NA,"20",NA,NA,NA
"109","2019-12-10 15:40:51-03","FFCLRP","SPFR","10215","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","barbacense","Eupatorium barbacense","Hieron.","Mechi,M.R.","Mechi,M.R.; Andena,S.R.",NA,"2001","03","14",NA,"Brasil","São Paulo","Corumbataí","Reserva de Cerrado de Corumbataí","-47.6199989318848","-22.2199993133545",NA,"Cerrado",NA,NA,NA,NA,NA,NA,"14989","auto",NA,NA,NA,NA,NA,NA,NA
"110","2018-05-14 16:54:22-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis",NA,"RRC ID Flag","J. Nakajima","1838","1995","3","16","South America","Brazil","Minas Gerais",NA,NA,"-44","-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"1838",NA,NA
"111","2018-05-14 16:54:41-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis",NA,"RRC ID Flag","R. Romero","1928","1995","3","17","South America","Brazil","Minas Gerais",NA,NA,"-44","-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"1928",NA,NA
"112","2019-09-04 19:34:04-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Eupatorium","barbacense","Eupatorium barbacense",NA,NA,"J. H. R. Schenck","3327",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"Type [status unknown]"
"113","2020-04-29 16:29:31-03","UFVJM","HDJF","413","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M. King & H. Rob.","Oliveira, PA","Oliveira, PA","s.n.","2010","04","30","Southern America","Brasil","Minas Gerais","Diamantina","Parque Estadual do Biribiri. BR 367.","-43.590278","-18.201944",NA,NA,"HDJF000413",NA,NA,NA,"-43.590278","-18.201944",NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-04-29 16:29:31-03","UFVJM","HDJF","412","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M. King & H. Rob.","Oliveira, PA","Oliveira, PA","s.n.","2010","04","30","Southern America","Brasil","Minas Gerais","Diamantina","Parque Estadual do Biribiri. BR 367.","-43.590278","-18.201944",NA,NA,"HDJF000412",NA,NA,NA,"-43.590278","-18.201944",NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-07-23 11:58:54-03","CEPLAC","CEPEC","131064","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis",NA,"R. Borges","M. M. Saavedra","220",NA,NA,NA,NA,"Brasil","Minas Gerais","LIMA DUARTE",NA,"-43.793098449707","-21.8425006866455",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA
"116","2020-07-23 11:58:54-03","CEPLAC","CEPEC","131910","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis",NA,"R. A. X. Borges","R. C. Forzza","3266",NA,NA,NA,NA,"Brasil","Minas Gerais","LIMA DUARTE",NA,"-43.793098449707","-21.8425006866455",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA
"117","2020-07-23 11:58:54-03","CEPLAC","CEPEC","133738","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis",NA,"SpeciesLink/lacunas","R. B. Oliveira","461",NA,NA,NA,NA,"Brasil","São Paulo","ALTINÓPOLIS",NA,"-47.3699989318848","-21.0200004577637",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,"30403","auto",NA,NA,NA,NA,NA,NA,NA
"118","2020-02-17 11:29:02-03","UEG","HUEG","1824","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","barbacense","Eupatorium barbacense","(Hieron.)","Proença, C.E.B.","Splett, S.; Ramos, M.V.V.","s.n.","2003","01",NA,"Southern America","Brasil","Minas Gerais","Uberlândia",NA,"-48.2771987915039","-18.9186000823975",NA,"vereda","HUEG001824",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA
"119","2019-02-27 14:01:44-03","UFSJ","HUFSJ","6935","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Mansanares, M","Araújo, R; Oliveira, G","5","2013","05","28",NA,"Brasil","Minas Gerais","Prados","Campo recém-queimado na estrada para Prados","-44.118389","-21.039528",NA,"Arbusto de 0,5 m de altura com flores brancas.","HUFSJ006935",NA,"991","991","-44.118389","-21.039528",NA,NA,"2016","06",NA,"02",NA,NA,NA
"120","2019-12-09 10:45:49-03","UFSJ","HUFSJ","6948","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Mansanares, M","Matos, APMV; Contin, AM; Figueiredo, JRM","10","2013","06","04",NA,"Brasil","Minas Gerais","Prados","Campo recém-queimado na estrada para Prados","-44.115528","-21.069472",NA,"Flores cor lilás.","HUFSJ006948",NA,"116","116","-44.115528","-21.069472",NA,NA,"2016","06",NA,"02",NA,NA,NA
"121","2019-11-01 14:53:33-03","UnB","UB","122576","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.",NA,"Heringer, EP","6506","1958","12","21","Southern America","Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA
"122","2019-11-01 14:53:33-03","UnB","UB","122443","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Nakajima, JN","Romero, R","1928","1995","03","17","Southern America","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,"Brácteas esverdeadas. Corola e estigmas púrpuras; Subarbusto 0,5m.; Campo rupestre",NA,NA,NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA
"123","2019-05-06 11:52:55-03","UFU","HUFU","47456","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Nakajima, J.N.","Bernardes, P.H.N.; Rosa, P.O.; Melo, K.B.S. & Pinho, G.V.","49","2007","03","21",NA,"Brasil","Minas Gerais","Capitólio","Região de Furnas, Estrada para Pedreira, próximo a cachoeira da estrada.","-46.0499992370605","-20.6152992248535",NA,"Subarbusto, ca. 0,6 m. Brácteas verdes-nigrescentes, filetes lilás.; Campo rupestre.","HUFU00057522","HUFU00057522",NA,NA,NA,NA,"29474","auto","2016","03",NA,NA,NA,NA,NA
"124","2019-05-06 11:52:52-03","UFU","HUFU","32840","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Nakajima, J.N.","Pacheco, R.A.; Cruz, M.P.; Carvalho, S.M.; Rezende, I.M.; Alves, A.S.S.; Volpi, R.L. & Romero,","560","2003","05","14",NA,"Brasil","Minas Gerais","Delfinópolis","Estrada para Gurita","-46.8539009094238","-20.343900680542",NA,"Herbácea, ca. 0,5 m. Brácteas involucrais verdes, corola e ramos do estilete arroxeados.; Campo rupestre.","HUFU00057530","HUFU00057530",NA,NA,NA,NA,"41380","auto","2016","03",NA,NA,NA,NA,NA
"125","2019-05-06 11:52:55-03","UFU","HUFU","33007","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Nakajima, J.N.","Romero, R.; Volpi, R.L.; Pacheco, R.A.; Carvalho, S.M.; Alves, A.S.; Cruz, M.P. & Mendonça,","6873","2003","05","15",NA,"Brasil","Minas Gerais","Delfinópolis","Trilha Escada de Pedra","-46.8539009094238","-20.343900680542",NA,"Subarbusto, ca. 0,4 m. Brácteas verdes, corola e ramos do estilete lilás.; Campo rupestre.","HUFU00057525","HUFU00057525",NA,NA,NA,NA,"41380","auto","2016","03",NA,NA,NA,NA,NA
"126","2019-05-06 11:52:52-03","UFU","HUFU","33002","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Nakajima, J.N.","Volpi, R.L.; Romero, R.; Pacheco, R.A.; Mendonça, I.; Cruz, M.P.; Alves, A.S. & Carvalho, S.M","624","2003","05","15",NA,"Brasil","Minas Gerais","Delfinópolis","Trilha Escada de Pedras","-46.8539009094238","-20.343900680542",NA,"Arbusto, ca. 0,7 m. Brácteas verdes e capítulo lilás.; Campo rupestre.","HUFU00057524","HUFU00057524",NA,NA,NA,NA,"41380","auto","2016","03",NA,NA,NA,NA,NA
"127","2019-05-06 11:52:55-03","UFU","HUFU","55201","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Borges, R.A.X.","Forzza, R.C.; Dias-Melo, R.; Morado, C.; Medeiros, E.; Caetano, K.L.; Silva, B.R.; et al.","3266","2004","03","30",NA,"Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Entre a Mata Grande e a Ponte de Pedra.","-43.793098449707","-21.8425006866455",NA,"Arbusto virgato, ca. de 1 m. Brácteas involucrais verde-claras, flores roxas.; Campo rupestre arbustivo.","HUFU00044155","HUFU00044155",NA,NA,NA,NA,"30417","auto","2006","11",NA,"14",NA,NA,NA
"128","2019-05-06 11:52:55-03","UFU","HUFU","55202","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Borges, R.A.X.","Forzza, R.C.; Magenta, M.; Aona, L.; Berman, E.; Saavedra, M.M. & Zappi, D.","3471","2004","07","25",NA,"Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Trilha para Monjolinho.","-43.793098449707","-21.8425006866455",NA,"Arbusto de 0,5 a 1 m. Brácteas involucrais castanhas, papus castanho-claro.; Campo e mata de Candeias.","HUFU00044150","HUFU00044150",NA,NA,NA,NA,"30417","auto","2006","11",NA,"14",NA,NA,NA
"129","2019-05-06 11:52:55-03","UFU","HUFU","55149","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Borges, R.A.X.","Saavedra, M.M.; Borges, R.A.X.; Forzza, R.C.; Pereira, A.R.; Ribeiro, P.C. & Avelar, M.","257","2006","05","16",NA,"Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Trilha Prainha - Lago dos Espelhos.","-43.793098449707","-21.8425006866455",NA,"Subarbusto, ca. 0,7 m. Brácteas involucrais vonáceas, corola lilás, pápus alvo.; Campo.","HUFU00044151","HUFU00044151",NA,NA,NA,NA,"30417","auto","2006","11",NA,"14",NA,NA,NA
"130","2019-05-06 11:52:55-03","UFU","HUFU","8147","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Nakajima, J.N.","Romero, R.; Nakajima, J.N.; Zanini, E. & César, R.","1877","1995","03","16",NA,"Brasil","Minas Gerais","Sacramento","Parque Nacional da Serra da Canastra, Próximo à guarita de Sacramento.","-47.439998626709","-19.8652992248535",NA,"HErbáceo, ca. 0,5 m. Brácteas creme a vinho, corola e estigma lilás.; Afloramento rochoso.","HUFU00057509","HUFU00057509",NA,NA,NA,NA,"69737","auto","1998","05",NA,NA,NA,NA,NA
"131","2019-05-06 11:52:55-03","UFU","HUFU","73346","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Roque, N.","Pirani, J.R.; Meguro, M. & Kameyama, C.","12935","1992","04","25",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Rodovia Belo Horizonte- Conceição do Mato Dentro. Elevação á margem esquerda do Córrego Alto do Cupim.","-43.7144012451172","-19.1688995361328",NA,"Subarbusto 70cm. Invólucro esverdeado, flores lilás-arroxeadas.; Campo arenoso-pedregoso.","HUFU00070126",NA,NA,NA,NA,NA,"26557","auto","1996","12",NA,NA,NA,NA,NA
"132","2019-05-06 11:52:52-03","UFU","HUFU","12611","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Nakajima, J.N.","Nakajima, J.N.; Romero, R.","1798","1996","05","26",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Cachoeira dos Rolinhos.","-46.3657989501953","-20.2453002929688",NA,"Subarbusto, ca. 1,5 m. Brácteas esverdeadas, corola e estigmas lilás.; Campo rupestre.","HUFU00057518","HUFU00057518",NA,NA,NA,NA,"57119","auto","1998","07",NA,NA,NA,NA,NA
"133","2019-05-06 11:52:55-03","UFU","HUFU","8756","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Nakajima, J.N.","Nakajima, J.N.; Romero, R.; Alcantara, M.B. & Prado Lima, C.A.","1020","1995","05","10",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada São Roque - Sacramento, 3 km da sede administrativa.","-46.3657989501953","-20.2453002929688",NA,"Subarbusto ca. de 0,4 m. Brácteas vinho, corola e estigma róseos.; Campo limpo.","HUFU00057513","HUFU00057513",NA,NA,NA,NA,"57119","auto","1998","05",NA,NA,NA,NA,NA
"134","2019-05-06 11:52:52-03","UFU","HUFU","13998","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Nakajima, J.N.","Nakajima, J.N.; Romero, R.; Furlan, A. & Farinaccio, M.A.","2223","1997","02","22",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Garagem de Pedras.","-46.3657989501953","-20.2453002929688",NA,"Campo rupestre.","HUFU00057520","HUFU00057520",NA,NA,NA,NA,"57119","auto","1998","07",NA,NA,NA,NA,NA
"135","2019-05-06 11:52:55-03","UFU","HUFU","8198","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Nakajima, J.N.","Romero, R.; Nakajima, J.N.; Zanini, E. & César, R.","1928","1995","03","17",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Morro próximo da sede administrativa.","-46.3657989501953","-20.2453002929688",NA,"Subarbusto, ca. 0,5 m. Brácteas esverdeadas, corola e estigmas púrpuras.; Campo rupestre.","HUFU00057517","HUFU00057517",NA,NA,NA,NA,"57119","auto","1998","05",NA,NA,NA,NA,NA
"136","2019-05-06 11:52:55-03","UFU","HUFU","5202","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Nakajima, J.N.","Nakajima, J.N.; Romero, R.","172","1994","02","21",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Topo da colina próximo ao alojamento.","-46.3657989501953","-20.2453002929688",NA,"Subarbusto, ca. 1 m. Brácteas verdes e flores lilás.; Campo rupstre.","HUFU00057510","HUFU00057510",NA,NA,NA,NA,"57119","auto","1998","05",NA,NA,NA,NA,NA
"137","2019-05-06 11:52:55-03","UFU","HUFU","37694","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Nakajima, J.N.","Carneiro, C.E.; Reis-Duarte, R.M.; Silva-Almeida, M.F. & Angelo, G.A.","17","2000","02","24",NA,"Brasil","São Paulo","Itapina",NA,NA,NA,NA,"Árvore subterrânea, ca. 0,5 m. Ramos e folhas pilosas, folhas opostas cruzadas, inflorescência densa com botões e flores com pétalas lilás.; Campo cerrado arenoso.","HUFU00044142","HUFU00044142",NA,NA,NA,NA,NA,NA,"2016","03",NA,NA,NA,NA,NA
"138","2019-05-06 11:52:55-03","UFU","HUFU","38957","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Nakajima, J.N.","Oliveira, G.C.","2106","2002","12","26",NA,"Brasil","Minas Gerais","Uberlândia","Fazenda Rio das Pedras, 300m da BR 497 na altura do km 5.","-48.363333","-18.950556",NA,"Herbácea, ca. 0,7 m. Branca.; Vereda.","HUFU00044143","HUFU00044143",NA,NA,"-48.363333","-18.950556",NA,NA,"2016","03",NA,NA,NA,NA,NA
"139","2020-08-04 12:47:25-03","UFU","HUFU","42892","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Nakajima, J.N.","Nakajima, J.N.; Romero, R.; Arantes, A.A.A.; Rezende, T.M. & Hattori, E.K.O.","3950","2005","09","30",NA,"Brasil","Minas Gerais",NA,"Região da Represa de Furnas, Estrada para Pedreira Souza, ca. de 2 km da rodovia MG 050.",NA,NA,NA,"Subarbusto ca. de 0,1 m. Brácteas involucrais esverdeadas, corola e ramos do estilete róseos.; Campo rupestre.","HUFU00057531","HUFU00057531",NA,NA,NA,NA,NA,NA,"2016","03",NA,NA,NA,NA,NA
"140","2020-08-04 12:47:25-03","UFU","HUFU","44527","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Nakajima, J.N.","Arantes, A.A.A.; Romero, R.; Bernardes, P.H.N.; Hattori, E.K.O. & Freitas, F.S.","1720","2006","02","17",NA,"Brasil","Minas Gerais",NA,"Região da Represa de Furnas, Estrada para Pedreira Souza, ca. de 2 Km da MG 050.",NA,NA,NA,"Subarbusto, ca. 1 m. Corola e ramo do estilete lilás.","HUFU00057534","HUFU00057534",NA,NA,NA,NA,NA,NA,"2016","03",NA,NA,NA,NA,NA
"141","2020-08-04 12:47:25-03","UFU","HUFU","44832","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Nakajima, J.N.","Romero, R.; Bernardes, P.H.N.; Hattori, E.K.O.; Arantes, A.A.A. & Freitas, F.S.","7716","2006","02","17",NA,"Brasil","Minas Gerais",NA,"Região da Represa de Furnas, Cachoeira abaixo da trilha da Pedreira Souza.",NA,NA,NA,"Subarbusto, ca. 0,4 m. Brácteas involucrais, corola e ramos do estilete lilás.; Campo rupestre.","HUFU00057532","HUFU00057532",NA,NA,NA,NA,NA,NA,"2016","03",NA,NA,NA,NA,NA
"142","2019-05-06 11:52:55-03","UFU","HUFU","59956","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Quaresma, A.S.","Romero, R.; Castro, N.M.; Simão, D.; Rezende, A.R.; Marques, D.; Versiane, A.F.A.; et al.","8505","2011","05","19",NA,"Brasil","Minas Gerais","Diamantina","Parque Estadual do Biribiri, Lapa do forno. Estrada Diamantina-Medanha, ca. 10 Km do Campus da Universidade.","-43.550833","-18.1675",NA,"Subarbusto, ca. de 1 m. Brácteas involucrais verdes cm ápice vináceo, corola e ramos do estilete vináceos.; Campo rupestre.","HUFU00044144","HUFU00044144",NA,NA,"-43.550833","-18.1675",NA,NA,"2013","04",NA,"15",NA,NA,NA
