"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","stateProvince","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","coordinatePrecision","geoFlag","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2016-09-30 05:28:00-03","NY","NYBG","01408344","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Albizia","niopoides",NA,"Albizia niopoides",NA,"T. J. Killeen","M. Saldías Paz","2994","1993","07","07","South America","Bolivia","Ciudad Santa Cruz. Barrio Villa Fátima, cerca a la carretera a Cochabamba.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1644352' target='other'> <mi>dwc_moreinfo</mi></a>","NY01408344","NY01408344_01","Santa Cruz","-63.2167","-17.8","415",NA,"Andrés Ibáñez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01300366","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Albizia","niopoides",NA,"Albizia niopoides","(Spruce ex Benth.) Burkart","M. de L. Rico-Arce","Tello","322","1990","10","01","South America","Peru","Dtto. Yuyapichis. Unidad Modelo de Manejo Y Produccion Forestal Dantas.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1579058' target='other'> <mi>dwc_moreinfo</mi></a>","NY01300366","NY01300366_01","Huánuco",NA,NA,"2500","2500","Puerto Inca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-09-30 05:28:00-03","NY","NYBG","01408343","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Albizia","niopoides",NA,"Albizia niopoides",NA,"R. Seidel","R. Seidel","2768","1989","11","27","South America","Bolivia","Alto Beni, cerca San Antonio, lote de Luis Cruz.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1644345' target='other'> <mi>dwc_moreinfo</mi></a>","NY01408343","NY01408343_01","La Paz","-67.33","-15.58","550","550","Nor Yungas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","391358","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Albizia","niopoides",NA,"Albizia niopoides","(Spruce ex Benth.) Burkart","M. de L. Rico-Arce","J. R. Pirani","3811","1996","12","30","South America","Brazil","Estrada para o Rio Lajeado","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=275379' target='other'> <mi>dwc_moreinfo</mi></a>","NY00391358","NY00391358_01","São Paulo","-50.0697","-21.4203",NA,NA,"Penápolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01408352","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Albizia","niopoides",NA,"Albizia niopoides","(Spruce ex Benth.) Burkart","M. H. Nee","M. H. Nee","53976","2006","02","06","South America","Bolivia","Santa Cruz de la Sierra, near Comando de Policia and Colegio La Salle, 2nd Anillo,W of the El Cristo intersection.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1644400' target='other'> <mi>dwc_moreinfo</mi></a>","NY01408352","NY01408352_01 NY01408352_02","Santa Cruz","-63.1847","-17.77","415",NA,"Andrés Ibáñez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-09-30 05:28:00-03","NY","NYBG","01408342","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Albizia","niopoides",NA,"Albizia niopoides",NA,"R. Seidel; E. Vargas","R. Seidel","5913","1992","10","01","South America","Bolivia","Alto Beni concesion de la cooperativa Sapecho, cerca del area permanente.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1644343' target='other'> <mi>dwc_moreinfo</mi></a>","NY01408342","NY01408342_01","La Paz",NA,NA,"600","600","Sud Yungas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00309843","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Albizia","niopoides",NA,"Albizia niopoides","(Spruce ex Benth.) Burkart","M. H. Nee","M. H. Nee","50105","1998","07","15","South America","Bolivia","Barrio MacDonald.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=80601' target='other'> <mi>dwc_moreinfo</mi></a>","NY00309843","NY00309843_01 NY00309843_02","Santa Cruz","-63.18","-17.77","420","420","Andrés Ibáñez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01408350","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Albizia","niopoides",NA,"Albizia niopoides","(Spruce ex Benth.) Burkart","M. de L. Rico-Arce","T. J. Killeen","3413","1991","08","23","South America","Bolivia","Estación Biológico del Beni: aproximadamente 25 km noreste del San Borja por el Río Manique","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1644386' target='other'> <mi>dwc_moreinfo</mi></a>","NY01408350","NY01408350_01","El Beni","-66.58","-14.58","250","250","José Ballivián",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01408349","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Albizia","niopoides",NA,"Albizia niopoides","(Spruce ex Benth.) Burkart","M. de L. Rico-Arce","T. J. Killeen","3413","1991","08","23","South America","Bolivia","Estación Biológico del Beni: aproximadamente 25 km noreste del San Borja por el Río Manique","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1644382' target='other'> <mi>dwc_moreinfo</mi></a>","NY01408349","NY01408349_01","El Beni","-66.58","-14.58","250","250","José Ballivián",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-09-29 21:48:00-03","NY","NYBG","00917435","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Albizia","niopoides",NA,"Albizia niopoides",NA,"B. A. S. Pereira","B. A. S. Pereira","3152","1996","09","10","South America","Brazil","Km 22 da estrada Rialma/ Nova Glória","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=996208' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917435","NY00917435_01","Goiás","-49.58","-15.17","600","600","Rialma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","02447482","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Albizia","niopoides",NA,"Albizia niopoides","(Spruce ex Benth.) Burkart",NA,"E. P. Heringer","14106","1974","12","20","South America","Brazil","At headwaters of the creek, Rio Quente, at the hotel, Pousada do Rio Quente, at foot of west slope of the Serra de Caldas, 13 km due WSW of city of Caldas Novas.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2621364' target='other'> <mi>dwc_moreinfo</mi></a>","NY02447482","NY02447482_01","Goiás","-48.75","-17.8",NA,NA,"Caldas Novas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-09-29 22:09:00-03","NY","NYBG","00957890","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Albizia","niopoides",NA,"Albizia niopoides",NA,"M. de L. Rico-Arce","E. Pereira","379","1953","10","17","South America","Brazil","Fazenda Aguassúzinho","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1018990' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957890","NY00957890_01","Mato Grosso do Sul","-57.6531","-19.0094",NA,NA,"Corumbá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-09-30 05:28:00-03","NY","NYBG","01408345","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Albizia","niopoides",NA,"Albizia niopoides",NA,"T. J. Killeen","M. Saldías Paz","2994","1993","07","07","South America","Bolivia","Ciudad Santa Cruz. Barrio Villa Fátima, cerca a la carretera a Cochabamba.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1644360' target='other'> <mi>dwc_moreinfo</mi></a>","NY01408345","NY01408345_01","Santa Cruz","-63.2167","-17.8","415",NA,"Andrés Ibáñez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-09-30 15:22:00-03","NY","NYBG","02144611","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Albizia","niopoides",NA,"Albizia niopoides",NA,NA,"M. F. Simon","1601","2012","06","29","South America","Brazil","margem esquerda do rio Madeira, proximo ao porto S. Lourenço.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2326445' target='other'> <mi>dwc_moreinfo</mi></a>","NY02144611","NY02144611_01","Rondônia","-65.0242","-9.5675","94",NA,"Porto Velho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-09-30 04:30:00-03","NY","NYBG","01300364","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Albizia","niopoides",NA,"Albizia niopoides",NA,"M. de L. Rico-Arce","E. R. Guaglianone","469","1980","01","07","South America","Argentina","Estan. Bouvier Rinconada.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1579051' target='other'> <mi>dwc_moreinfo</mi></a>","NY01300364","NY01300364_01","Formosa",NA,NA,NA,NA,"Pilcomayo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-10-28 15:37:00-02","NY","NYBG","00917412","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Albizia","niopoides",NA,"Albizia niopoides",NA,"R. C. Barneby","S. de Souza Silva","70","1996","09","11","South America","Brazil","Estrada Itapeci/Guarinos. Folha SD-22-ZA","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=996202' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917412","NY00917412_01","Goiás","-49.72","-14.87","550","550","Guarinos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-09-29 21:50:00-03","NY","NYBG","00917661","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Albizia","niopoides",NA,"Albizia niopoides",NA,"M. de L. Rico-Arce","S. M. de Faria","SMF1924","1999","10","04","South America","Brazil","Br. 135. Montes Claros- Bocaiuva","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997649' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917661","NY00917661_01","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01408347","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Albizia","niopoides",NA,"Albizia niopoides","(Spruce ex Benth.) Burkart","E. Vargas","R. Guillén","3985","1995","08","15","South America","Bolivia","Parque Nacional Noel Kempff Mercado, sobre el camino laguna Bella Vista hacia la comunidad de Bella Vista, a 800 m. del ultimo empalme.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1644368' target='other'> <mi>dwc_moreinfo</mi></a>","NY01408347","NY01408347_01","Santa Cruz","-61.57678","-13.58933","200",NA,"José Miguel de Velasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00917431","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Albizia","niopoides",NA,"Albizia niopoides","(Spruce ex Benth.) Burkart","R. C. Barneby","G. G. Hatschbach","63422","1995","10","16","South America","Brazil","Estrada Ecológica, Serra Maracaju.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=996161' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917431","NY00917431_01","Mato Grosso do Sul","-55.7869","-20.4711",NA,NA,"Aquidauana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00305969","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Albizia","niopoides",NA,"Albizia niopoides","(Spruce ex Benth.) Burkart","M. H. Nee","M. H. Nee","48693","1998","03","19","South America","Bolivia","Barrio MacDonald.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=80600' target='other'> <mi>dwc_moreinfo</mi></a>","NY00305969","NY00305969_01","Santa Cruz","-63.18","-17.77","420","420","Andrés Ibáñez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01408346","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Albizia","niopoides",NA,"Albizia niopoides","(Spruce ex Benth.) Burkart","T. J. Killeen","R. Guillén","1516","1994","05","25","South America","Bolivia","Campamento El Refugio, a 1900m al SW de la casa, yendo a Toledo. En la Pampa de las Islas.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1644361' target='other'> <mi>dwc_moreinfo</mi></a>","NY01408346","NY01408346_01","Santa Cruz","-61.0439","-14.7842","150","150","José Miguel de Velasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","01408348","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Albizia","niopoides",NA,"Albizia niopoides","(Spruce ex Benth.) Burkart","D. A. Neill","D. A. Neill","10379","1994","05","14","South America","Ecuador","[Napo: Orellana] Yasuní National Park. Maxus petroleum pipeline road, under construction. Kilometer 46, on spur road to Capiron well site.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1644373' target='other'> <mi>dwc_moreinfo</mi></a>","NY01408348","NY01408348_01","Orellana","-76.45","-0.68","270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-09-29 21:48:00-03","NY","NYBG","00917436","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Albizia","niopoides",NA,"Albizia niopoides",NA,"R. C. Barneby","B. A. S. Pereira","2911","1995","10","20","South America","Brazil","Floresta Nacional no km 10 da estrada Alvorada no Norte/ Sitio da Abadia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=996206' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917436","NY00917436_01","Goiás","-46.5","-14.25","650","650","Alvorada do Norte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","01408355","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Albizia","niopoides","colombiana","Albizia niopoides colombiana","(Britton & Killip) Barneby & J.W.Grimes","R. C. Barneby","G. S. Bunting","9125","1980","02","20","South America","Venezuela","Dtto. Lagunillas: cuenca del Embalse Burro Negro, alrededores de la planta de tratamiento de INOS, cerca de la toma de agua del embalse, detrás de la piscina de las oficinas de MARNR","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1645039' target='other'> <mi>dwc_moreinfo</mi></a>","NY01408355","NY01408355_01 NY01408355_02","Zulia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","01408358","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Albizia","niopoides","colombiana","Albizia niopoides colombiana","(Britton & Killip) Barneby & J.W.Grimes","R. C. Barneby","H. H. Smith","38a","1898","07","08","South America","Colombia","Santa Marta; 2 miles north of Bonda.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1644428' target='other'> <mi>dwc_moreinfo</mi></a>","NY01408358","NY01408358_01",NA,NA,NA,"76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01408356","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Albizia","niopoides","colombiana","Albizia niopoides colombiana","(Britton & Killip) Barneby & J.W.Grimes","R. C. Barneby","E. P. Killip","14131","1926","11","04","South America","Colombia","Tierrabomba Island, Cartagena Bay","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1644407' target='other'> <mi>dwc_moreinfo</mi></a>","NY01408356","NY01408356_01","Bolívar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","01408359","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Albizia","niopoides","colombiana","Albizia niopoides colombiana","(Britton & Killip) Barneby & J.W.Grimes","R. C. Barneby","H. Cuadros","3066","1986","08","25","South America","Colombia","Isla de Barú, entre Santa Ana y Playa Mojana.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1644452' target='other'> <mi>dwc_moreinfo</mi></a>","NY01408359","NY01408359_01","Bolívar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","01408360","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Albizia","niopoides","colombiana","Albizia niopoides colombiana","(Britton & Killip) Barneby & J.W.Grimes","R. C. Barneby","S. J. Record","75","1930","01","20","South America","Colombia","Don Jaca, Santa Marta Region.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1644446' target='other'> <mi>dwc_moreinfo</mi></a>","NY01408360","NY01408360_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01408353","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Albizia","niopoides","colombiana","Albizia niopoides colombiana","(Britton & Killip) Barneby & J.W.Grimes","R. C. Barneby","L. Cárdenas de Guevara","4128","1995","03","27","South America","Venezuela","Jardín Botánico Baltasar Trujillo,Facultad de Agronomía. Universidad Central de Venezuela. Maracay.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1645013' target='other'> <mi>dwc_moreinfo</mi></a>","NY01408353","NY01408353_01","Aragua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","01408354","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Albizia","niopoides","colombiana","Albizia niopoides colombiana","(Britton & Killip) Barneby & J.W.Grimes","R. C. Barneby","G. S. Bunting","6577","1978","08","01","South America","Venezuela","Dtto. Maracaibo: carretera La Concepción - CUatro Bocas, en km. 4 al norte de La Concepción.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1645025' target='other'> <mi>dwc_moreinfo</mi></a>","NY01408354","NY01408354_01","Zulia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01408361","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Albizia","niopoides","colombiana","Albizia niopoides colombiana","(Britton & Killip) Barneby & J.W.Grimes","R. C. Barneby","A. Dugand","1143","1937","10","23","South America","Colombia","Entre Usiacurí y Baranoa.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1645027' target='other'> <mi>dwc_moreinfo</mi></a>","NY01408361","NY01408361_01","Atlántico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","01408418","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Albizia","niopoides","niopoides","Albizia niopoides niopoides","(Spruce ex Benth.) Burkart","R. C. Barneby; J. W. Grimes","O. O. Miller","261","1901","07","24","South America","Venezuela","Island of Margarita; El Valle","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1646142' target='other'> <mi>dwc_moreinfo</mi></a>","NY01408418","NY01408418_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
