"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordedBy","year","month","day","locality","recordNumber","continentOcean","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","class","sex"
"54","2019-11-21 10:02:44-03","IBt","SP","55433","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","Forzza, RC","2005",NA,"Brasil","São Paulo","Salesópolis","-45.8400001525879","-23.5300006866455","18032",NA,NA,"auto","Kuhlmann, M; Kühn, E","1949","01","28","Boracéia.","1762",NA,NA,"SP052683","SP052683","850","850",NA,NA,NA,NA,NA,NA,NA
"55","2019-11-21 10:02:44-03","IBt","SP","138803","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","Forzza, RC","2005",NA,"Brasil","São Paulo","Salesópolis","-45.8400001525879","-23.5300006866455","18032",NA,NA,"auto","Lima, MG","1976","02","21","Casa Grande.","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-11-21 10:02:44-03","IBt","SP","160271","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez",NA,NA,NA,"Brasil","São Paulo","Santo André","-46.5299987792969","-23.6599998474121","27258",NA,"Inflorescência vermelha","auto","Custodio Filho, A","1979","07","03","E.B. do Alto da Serra de Paranapiacaba","44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-11-21 10:02:44-03","IBt","SP","161142","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","Handro, O","1980","11","Brasil","São Paulo","Santo André","-46.5299987792969","-23.6599998474121","27258",NA,"Epífita, sobre tronco, +- 4,0m., alt. perto de riacho, brácteas vermelhas, pétalas maravilhas, picada quinze","auto","Kirizawa, M; et al.","1979","08","01","E.B. do Alto da Serra de Paranapiacaba","429",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-11-21 10:02:44-03","IBt","SP","161148","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez",NA,NA,NA,"Brasil","São Paulo","Santo André","-46.5299987792969","-23.6599998474121","27258",NA,"Sobre tronco caído, beira da picada quinze, brácteas lilás, tépalas vermelhas","auto","Kirizawa, M; et al.","1979","08","01","E.B. do Alto da Serra de Paranapiacaba","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-11-21 10:02:44-03","IBt","SP","163832","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","Wanderley, MGL","1983","02","Brasil","São Paulo","Santo André","-46.5299987792969","-23.6599998474121","27258",NA,"Sobre tronco caído, brácteas vermelhas","auto","Muniz, CFS; et al.","1979","08","01","E.B. do Alto da Serra de Paranapiacaba","6",NA,NA,NA,NA,NA,NA,"28",NA,NA,NA,NA,NA,NA
"60","2019-11-21 10:02:44-03","IBt","SP","163833","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","Wanderley, MGL","1983","03","Brasil","São Paulo","Santo André","-46.5299987792969","-23.6599998474121","27258",NA,"Planta com 1,50m., alt.","auto","Muniz, CFS; et al.","1979","08","01","E.B. do Alto da Serra de Paranapiacaba","7",NA,NA,NA,NA,NA,NA,"01",NA,NA,NA,NA,NA,NA
"61","2019-11-21 10:02:44-03","IBt","SP","163847","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","Wanderley, MGL","1983","02","Brasil","São Paulo","Santo André","-46.5299987792969","-23.6599998474121","27258",NA,"Epífita, brácteas vermelhas, cálice vermelho com ápice lilás","auto","Muniz, CFS; et al.","1979","08","02","E.B. do Alto da Serra de Paranapiacaba","30",NA,NA,NA,NA,NA,NA,"28",NA,NA,NA,NA,NA,NA
"62","2019-11-21 10:02:44-03","IBt","SP","163855","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","Wanderley, MGL","1983","02","Brasil","São Paulo","Santo André","-46.5299987792969","-23.6599998474121","27258",NA,"Epífita, brácteas vermelhas, cálice vermelho com ápice lilás","auto","Muniz, CFS; et al.","1979","08","02","E.B. do Alto da Serra de Paranapiacaba","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-11-21 10:02:44-03","IBt","SP","167548","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez",NA,NA,NA,"Brasil","São Paulo","Santo André","-46.5299987792969","-23.6599998474121","27258",NA,"Epífita, brácteas vermelhas","auto","Wanderley, MGL","1980","08","27","E.B. do Alto da Serra de Paranapiacaba","212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-11-21 10:02:44-03","IBt","SP","185557","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","Wanderley, MGL","1983","05","Brasil","São Paulo","Santo André","-46.5299987792969","-23.6599998474121","27258",NA,NA,"auto","Kirizawa, M; et al.","1983","03","28","E.B. do Alto da Serra de Paranapiacaba","916",NA,NA,NA,NA,NA,NA,"09",NA,NA,NA,NA,NA,NA
"65","2019-11-21 10:02:44-03","IBt","SP","186406","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","Kirizawa, M","1986","04","Brasil","São Paulo","Santo André","-46.5299987792969","-23.6599998474121","27258",NA,NA,"auto","Guerra, TP; et al.","1983","06","27","E.B. do Alto da Serra de Paranapiacaba","37",NA,NA,"SP052677","SP052677",NA,NA,"30",NA,NA,NA,NA,NA,NA
"66","2019-11-21 10:02:44-03","IBt","SP","198097","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","Kirizawa, M","1986","04","Brasil","São Paulo","Santo André","-46.5299987792969","-23.6599998474121","27258",NA,"Epífita, brácteas roxas, corola roxas","auto","Forero, E; et al.","1980","08","27","E.B. do Alto da Serra de Paranapiacaba","s.n.",NA,NA,NA,NA,NA,NA,"30",NA,NA,NA,NA,NA,NA
"67","2019-11-21 10:02:44-03","IBt","SP","199275","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","Wanderley, MGL","1984","10","Brasil","São Paulo","Santo André","-46.5299987792969","-23.6599998474121","27258",NA,NA,"auto","Kirizawa, M; et al.","1984","10","16","E.B. do Alto da Serra de Paranapiacaba","1331",NA,NA,NA,NA,NA,NA,"22",NA,NA,NA,NA,NA,NA
"68","2019-11-21 10:02:44-03","IBt","SP","218062","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez",NA,NA,NA,"Brasil","São Paulo","Santo André","-46.5299987792969","-23.6599998474121","27258",NA,"Epífita com brácteas e cálice vermelhos, corola lilás, ovário amarelo","auto","Catharino, ELM","1987","09","17","E.B. do Alto da Serra de Paranapiacaba","1150",NA,NA,"SP052680","SP052680",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-10-22 10:12:33-03","IBt","SP","256580","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","Wanderley, MGL","1994","08","Brasil","São Paulo","Santo André","-46.5299987792969","-23.6599998474121","27258",NA,NA,"auto","Ferreira, S","1991","06","21","E.B. do Alto da Serra de Paranapiacaba, Cachoeira atrás do pouso.","506",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-11-21 10:02:44-03","IBt","SP","188662","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","Handro, O","1977","08","Brasil","São Paulo","Santo André","-46.5299987792969","-23.6599998474121","27258",NA,"Epífita na mata virgem, brácteas da haste. brácteas florais e flores vermelhas","auto","Handro, O","1977","08","02","E.B. do Alto da Serra de Paranapiacaba, linha São Paulo-Santos","2283",NA,NA,"SP052678","SP052678",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-11-21 10:02:44-03","IBt","SP","160971","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez",NA,NA,NA,"Brasil","São Paulo","Santo André","-46.5299987792969","-23.6599998474121","27258",NA,"Brácteas lilás, tépalas vermelhas","auto","Custodio Filho, A; et al.","1979","08","01","E.B. do Alto da Serra de Paranapiacaba, Picada 15","119",NA,NA,"SP052679","SP052679",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-11-21 10:02:44-03","IBt","SP","271094","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","Wanderley, MGL","1996","08","Brasil","São Paulo","São Bernardo do Campo","-46.560001373291","-23.6900005340576","31119",NA,NA,"auto","Marzola, ELC; Guerra, TP","1994","09","14","Parque Caminhos do Mar, Estrada da Chiboca, Setor B.","47",NA,NA,NA,NA,NA,NA,"08",NA,NA,NA,NA,NA,NA
"73","2019-11-21 10:02:44-03","IBt","SP","269456","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","Wanderley, MGL","1996","08","Brasil","São Paulo","São Bernardo do Campo","-46.560001373291","-23.6900005340576","31119",NA,NA,"auto","Godoi, JV","1994","07","26","Parque Caminhos do Mar, Estrada do Mirante, Portão 40.","497",NA,NA,"SP052697","SP052697",NA,NA,"08",NA,NA,NA,NA,NA,NA
"74","2019-11-21 10:02:44-03","IBt","SP","35060","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","Forzza, RC","2005",NA,"Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584",NA,NA,"auto","Handro, O","1939","07","31","Jardim Botânico","s.n.",NA,NA,"SP052688","SP052688",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-11-21 10:02:44-03","IBt","SP","158014","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","Wanderley, MGL",NA,NA,"Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584",NA,NA,"auto","Wanderley, MGL","1979","02","08","Parque Estadual das Fontes do Ipiranga, Jardim Botânico.","96",NA,NA,"SP052690","SP052690",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-11-21 10:02:44-03","IBt","SP","158011","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","Wanderley, MGL","1981","06","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584",NA,NA,"auto","Wanderley, MGL","1979","02","12","Parque Estadual das Fontes do Ipiranga, Jardim Botânico.","105",NA,NA,NA,NA,NA,NA,"29",NA,NA,NA,NA,NA,NA
"77","2019-11-21 10:02:44-03","IBt","SP","161090","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","Wanderley, MGL",NA,NA,"Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584",NA,NA,"auto","Wanderley, MGL","1979","08","07","Parque Estadual das Fontes do Ipiranga, Jardim Botânico.","128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-11-21 10:02:44-03","IBt","SP","158016","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","Proença, SL","2007","10","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584",NA,NA,"auto","Wanderley, MGL","1979","02","16","Parque Estadual das Fontes do Ipiranga, Jardim Botânico.&nf;Material ilustrado no Vol. 5 da Flora Fanerogâmica do E SP.","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-11-21 10:02:44-03","IBt","SP","151410","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","Handro, O","1980","01","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584",NA,NA,"auto","Wanderley, MGL","1978","05","12","Parque Estadual das Fontes do Ipiranga, Reserva Biológica.","68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-11-21 10:02:44-03","IBt","SP","150904","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","Handro, O","1980","01","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584",NA,NA,"auto","Silvestre, MSF","1977","06","17","Parque Estadual das Fontes do Ipiranga, Reserva Biológica.","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-11-21 10:02:44-03","IBt","SP","146615","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","Wanderley, MGL","1980","02","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584",NA,NA,"auto","Jung, SL","1977","05","02","Parque Estadual das Fontes do Ipiranga, Reserva Biológica.","3",NA,NA,"SP052689","SP052689",NA,NA,"29",NA,NA,NA,NA,NA,NA
"82","2019-11-21 10:02:44-03","IBt","SP","146614","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","Wanderley, MGL",NA,NA,"Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584",NA,NA,"auto","Jung, SL; et al.","1977","10","11","Parque Estadual das Fontes do Ipiranga, Reserva Biológica.","182",NA,NA,"SP052691","SP052691",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-11-21 10:02:44-03","IBt","SP","138292","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","Proença, SL","2007","10","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584",NA,NA,"auto","Corrêa, JA","1974","06","04","Parque Estadual das Fontes do Ipiranga, Reserva Biológica. Área 2.","72",NA,NA,"SP052695","SP052695",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-11-21 10:02:44-03","IBt","SP","146690","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","Handro, O","1980","01","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584",NA,NA,"auto","Melo, MMRF","1977","09","05","Parque Estadual das Fontes do Ipiranga, Reserva Biológica. Sobre Planta nº855.","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-11-21 10:02:44-03","IBt","SP","146691","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","Leme, EMC","1991","04","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584",NA,NA,"auto","Melo, MMRF","1977","10","17","Parque Estadual das Fontes do Ipiranga, Sobre Planta 969. Coletado somente frutos.","36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-11-21 10:02:44-03","IBt","SP","28153","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","Forzza, RC","2005",NA,"Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584",NA,NA,"auto","Kuhlmann, M","1931","07","02","Sem indicação de procedência. Cultivado no Horto Botânico do Museu Paulista.","s.n.",NA,NA,"SP052684","SP052684",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2010-08-16 16:35:50-03","GH","HU-HERB","GH 00029346","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Quesnelia","hoehnei","Quesnelia hoehnei","L. B. Smith",NA,NA,NA,"Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"Lyman B. Smith","1929","2","21","Dense forest, Estacao Biologica, Alto da Serra, alt. 800-900 m","1968","South America","Sheet",NA,NA,NA,NA,NA,NA,NA,"Type","1968",NA,"undetermined"
